Globalisering (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 forskarvolym//NN|NEU|SIN|IND|NOM//nmod//2 IX//RG|NOM//ROOT//2
Riksdagsledamöters kombination av olika internationella kontakter;parlamentariker//NN|UTR|PLU|IND|NOM//nsubj//42 kan//VB|PRS|AKT//aux//42 ha//VB|INF|AKT//parataxis//33 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 kontakter//NN|UTR|PLU|IND|NOM//obj//42 ”//RG|NOM//punct//42 både//KN//cc//48 i//PP//case//48 Norden//PM|NOM//obl//42 och//KN//cc//51 inom//PP//case//51 EU//PM|NOM//conj//48 ”//RG|NOM//punct//42 ,//MID//punct//42 ”//PM|NOM//punct//42 i//PP//case//56 Norden//PM|NOM//obl//42 ,//MID//punct//61 men//KN//cc//61 inte//AB//advmod//61 inom//PP//case//61 EU//PM|NOM//conj//42 ”//RG|NOM//punct//61 ,//MID//punct//42 ”//PM|NOM//punct//42 inom//PP//case//66 EU//PM|NOM//obl//42 ,//MID//punct//71 men//KN//cc//71 inte//AB//advmod//71 i//PP//case//71 Norden//PM|NOM//conj//42 ”//RG|NOM//punct//71  //_SP////72 alternativt//AB|POS//amod//75 ”//PAD//punct//42 varken//KN//cc//78 i//PP//case//78 Norden//PM|NOM//obl//42 eller//KN//cc//81 inom//PP//case//81 EU//PM|NOM//conj//78 ”//RG|NOM//punct//42  //_SP////82 på//PP//case//86 det//DT|NEU|SIN|DEF//det//86 sätt//NN|NEU|SIN|IND|NOM//obl//42 som//HP|-|-|-//mark//88 figur//NN|UTR|SIN|IND|NOM//nsubj//90 1//RG|NOM//nummod//90 illustrerar//VB|PRS|AKT//acl:relcl//86 .//MAD//punct//5
Riksdagsledamöters kombination av olika internationella kontakter;Resultaten//NN|NEU|PLU|DEF|NOM//nsubj//4 i//PP//case//2 tabell//NN|UTR|SIN|IND|NOM//nmod//0 3//RG|NOM//nummod//2 visar//VB|PRS|AKT//ROOT//4 hur//HA//advmod//9 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 riksdagsledamöter//NN|UTR|PLU|IND|NOM//nsubj//9 1988–1998//VB|INF|AKT//nummod//9 fördelar//VB|PRS|AKT//obj//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//9 på//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 fyra//RG|NOM//nummod//15 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 kombinationer//NN|UTR|PLU|IND|NOM//obl//4 som//HP|-|-|-//nsubj:pass//17 konstruerats//VB|SUP|SFO//acl:relcl//15 .//MAD//punct//4
Riksdagsledamöters kombination av olika internationella kontakter;Tabellen//NN|UTR|SIN|DEF|NOM//nsubj//20 anger//VB|PRS|AKT//parataxis//4 den//DT|UTR|SIN|DEF//det//23 procentuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 andelen//NN|UTR|SIN|DEF|NOM//obj//20 ledamöter//NN|UTR|PLU|IND|NOM//obj//20 inom//PP//case//27 varje//DT|UTR/NEU|SIN|IND//det//27 kategori//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//4
Riksdagsledamöters kombination av olika internationella kontakter;Kommentar//NN|UTR|SIN|IND|NOM//nsubj//4 ://MID//punct//0
Riksdagsledamöters kombination av olika internationella kontakter; //_SP////1 Resultaten//NN|NEU|PLU|DEF|NOM//nmod//0 visar//VB|PRS|AKT//ROOT//4 andelen//NN|UTR|SIN|DEF|NOM//det//6 riksdagsledamöter//NN|UTR|PLU|IND|NOM//obj//4 som//HP|-|-|-//nsubj//8 uppgivit//VB|SUP|AKT//acl:relcl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 ha//VB|INF|AKT//xcomp//8 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 kontakter//NN|UTR|PLU|IND|NOM//obj//10 med//PP//case//14 politiker//NN|UTR|PLU|IND|NOM//nmod//12 ///MID//cc//16 myndigheter//NN|UTR|PLU|IND|NOM//conj//14 ///MID//cc//18 organisationer//NN|UTR|PLU|IND|NOM//conj//14 ///MID//cc//20 företag//NN|NEU|PLU|IND|NOM//conj//14 i//PP//case//22 Norden//PM|NOM//nmod//14 och//KN//cc//25 inom//PP//case//25 EU//PM|NOM//conj//22 .//MAD//punct//4
Riksdagsledamöters kombination av olika internationella kontakter;Med//PP//case//28 regelbunden//PC|PRF|UTR|SIN|IND|NOM//obl//31 kontakt//NN|UTR|SIN|IND|NOM//nmod//28  //_SP////29 avses//VB|PRS|SFO//conj//4 kontakter//NN|UTR|PLU|IND|NOM//nsubj:pass//31 minst//AB|SUV//advmod//34 en//RG|UTR|SIN|IND|NOM//det//38 eller//KN//fixed//34 ett//DT|NEU|SIN|IND//det//37 par//NN|NEU|SIN|IND|NOM//nmod//38 gånger//NN|UTR|PLU|IND|NOM//obl//31 i//PP//case//40 månaden//NN|UTR|SIN|DEF|NOM//nmod//38 (//PAD//punct//31 dvs.//AB|AN//advmod//43 svarsalternativen//NN|NEU|PLU|DEF|NOM//appos//31 ”//RG|NOM//punct//43 minst//AB|SUV//advmod//47 en//RG|UTR|SIN|IND|NOM//det//47 gång//NN|UTR|SIN|IND|NOM//conj//43 i//PP//case//49 veckan//NN|UTR|SIN|DEF|NOM//nmod//47 ”//PM|NOM//punct//43  //_SP////50 och//KN//cc//57 ”//RG|NOM//punct//57 en//RG|UTR|SIN|IND|NOM//det//57 eller//KN//cc//56 par//NN|NEU|SIN|IND|NOM//conj//54 gånger//NN|UTR|PLU|IND|NOM//conj//43 i//PP//case//59 månaden//NN|UTR|SIN|DEF|NOM//nmod//57 ”//PM|NOM//punct//4 )//PAD//punct//4 .//MAD//punct//4
Riksdagsledamöters kombination av olika internationella kontakter;Analysen//NN|UTR|SIN|DEF|NOM//nsubj//64 bygger//VB|PRS|AKT//parataxis//4 enbart//AB//advmod//64 på//PP//case//67 svarspersoner//NN|UTR|PLU|IND|NOM//obl//64 som//HP|-|-|-//nsubj//69 angivit//VB|SUP|AKT//acl:relcl//67 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//71 kontakter//NN|UTR|PLU|IND|NOM//obj//69 både//KN//cc//75 på//PP//case//75 nordisk//JJ|POS|UTR|SIN|IND|NOM//amod//75 nivå//NN|UTR|SIN|IND|NOM//obl//69 och//KN//cc//78 på//PP//case//78 EU-nivå//NN|UTR|SIN|IND|NOM//conj//75 .//MAD//punct//64
Riksdagsledamöters kombination av olika internationella kontakter;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Riksdagsledamöters kombination av olika internationella kontakter; //_SP////1 Riksdagsundersökningarna//NN|UTR|PLU|DEF|NOM//appos//0 1988//RG|NOM//nummod//3 ,//MID//punct//3 1994//RG|NOM//nummod//3 ,//MID//punct//3 1996//RG|NOM//nummod//3 och//KN//cc//10 1998//RG|NOM//conj//3 .//MAD//punct//0
Riksdagsledamöters kombination av olika internationella kontakter;Mönstret//NN|NEU|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 entydigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 .//MID//punct//2
Riksdagsledamöters kombination av olika internationella kontakter;"Svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 riksdagsledamöter//NN|UTR|PLU|IND|NOM//nsubj//6 har//VB|PRS|AKT//parataxis//2 inte//AB//advmod//6 kontakter//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//nsubj//12 är//VB|PRS|AKT//cop//12 specifikt//AB|POS//advmod//12 orienterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//8 mot//PP//case//14 Norden//PM|NOM//obl//12 eller//KN//cc//17 mot//PP//case//17 EU//PM|NOM//conj//14 ;//MID//punct//2"
Riksdagsledamöters kombination av olika internationella kontakter;vanligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//2 är//VB|PRS|AKT//cop//19 att//SN//mark//23 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//23 har//VB|PRS|AKT//csubj//19 både//KN//cc//26 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 kontakter//NN|UTR|PLU|IND|NOM//obj//23 i//PP//case//28 Norden//PM|NOM//nmod//26 och//KN//cc//31 inom//PP//case//31 EU//PM|NOM//conj//28 .//MAD//punct//2
Riksdagsledamöters kombination av olika internationella kontakter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 är//VB|PRS|AKT//cop//38 en//DT|UTR|SIN|IND//det//38 ytterst//AB|SUV//advmod//37 liten//JJ|POS|UTR|SIN|IND|NOM//amod//38 andel//NN|UTR|SIN|IND|NOM//nmod//39 ledamöter//NN|UTR|PLU|IND|NOM//parataxis//2 som//HP|-|-|-//nsubj//41 väljer//VB|PRS|AKT//acl:relcl//39 att//IE//mark//44 specifikt//AB|POS//advmod//44 orientera//VB|INF|AKT//xcomp//41 sitt//PS|NEU|SIN|DEF//nmod:poss//46 kontaktnät//NN|NEU|SIN|IND|NOM//obj//44 mot//PP//case//53 den//DT|UTR|SIN|DEF//det//53 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 eller//KN//cc//51 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//49 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 nivån//NN|UTR|SIN|DEF|NOM//obl//44 .//MAD//punct//2
Riksdagsledamöters kombination av olika internationella kontakter;Den//DT|UTR|SIN|DEF//det//57 absoluta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 merparten//NN|UTR|SIN|DEF|NOM//nsubj//60 av//PP//case//59 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//57 har//VB|PRS|AKT//parataxis//2 dock//AB//advmod//60 varken//KN//cc//64 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//64 kontakter//NN|UTR|PLU|IND|NOM//obj//60 i//PP//case//66 Norden//PM|NOM//nmod//64 eller//KN//cc//69 inom//PP//case//69 EU//PM|NOM//conj//66 .//MAD//punct//60
Riksdagsledamöters kombination av olika internationella kontakter;Riksdagsledamöters//NN|UTR|PLU|IND|GEN//nmod:poss//2 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kontakter//NN|UTR|PLU|IND|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 i//PP//advmod//7 huvudsak//NN|UTR|SIN|IND|NOM//fixed//4 en//DT|UTR|SIN|IND//det//7 fråga//NN|UTR|SIN|IND|NOM//ROOT//7 om//PP//case//10 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 grad//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//13 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//13 orientering//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//22  //_SP////14 snarare//AB|KOM//advmod//22 än//KN//mark//22 om//PP//case//22 en//DT|UTR|SIN|IND//det//22 bestämd//PC|PRF|UTR|SIN|IND|NOM//amod//22 geografisk//JJ|POS|UTR|SIN|IND|NOM//amod//22 riktning//NN|UTR|SIN|IND|NOM//conj//10 i//PP//case//26 den//DT|UTR|SIN|DEF//det//26 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 orienteringen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//7
Riksdagsledamöters kombination av olika internationella kontakter;Antingen//KN//cc//29 har//VB|PRS|AKT//parataxis//7 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//31 kontakter//NN|UTR|PLU|IND|NOM//obj//29 på//PP//case//34 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//34 nivå//NN|UTR|SIN|IND|NOM//nmod//31 –//RG|NOM//punct//29 och//KN//cc//38 då//AB//advmod//38 har//VB|PRS|AKT//conj//29 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//38 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//38 både//KN//cc//46 på//PP//case//46 nordisk//JJ|POS|UTR|SIN|IND|NOM//amod//46 och//KN//cc//45 europeisk//JJ|POS|UTR|SIN|IND|NOM//conj//43 nivå//NN|UTR|SIN|IND|NOM//obj//38 –//RG|NOM//punct//38 eller//KN//cc//50 så//AB//advmod//50 saknar//VB|PRS|AKT//conj//38 de//DT|UTR/NEU|PLU|DEF//nsubj//50 kontakter//NN|UTR|PLU|IND|NOM//obj//50 på//PP//case//56 det//DT|NEU|SIN|DEF//det//56 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 planet//NN|NEU|SIN|DEF|NOM//obl//50 .//MAD//punct//29
Riksdagsledamöters kombination av olika internationella kontakter;Ledamöter//NN|UTR|PLU|IND|NOM//nsubj//61 har//VB|PRS|AKT//aux//61 således//AB//advmod//61 visat//VB|SUP|AKT//conj//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//61 kombinera//VB|INF|AKT//xcomp//61 kontakter//NN|UTR|PLU|IND|NOM//obj//63 på//PP//case//68 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 nivåer//NN|UTR|PLU|IND|NOM//obl//63 .//MAD//punct//61

Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 kan//VB|PRS|AKT//aux//4 vara//VB|INF|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 risk//NN|UTR|SIN|IND|NOM//ROOT//4 att//SN//mark//10 internationellt//AB|POS//advmod//7 orienterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//10 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//10 inte//AB//advmod//10 har//VB|PRS|AKT//csubj//4 möjlighet//NN|UTR|SIN|IND|NOM//obj//10 att//IE//mark//13 upprätthålla//VB|INF|AKT//acl//11 samma//DT|UTR/NEU|SIN/PLU|IND//det//15 kontakter//NN|UTR|PLU|IND|NOM//obj//13 med//PP//case//17 valkretsen//NN|UTR|SIN|DEF|NOM//nmod//15 och//KN//cc//19 väljarna//NN|UTR|PLU|DEF|NOM//conj//17 som//KN//obj//34 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//34 med//PP//case//25 en//DT|UTR|SIN|IND//det//25 mer//AB|KOM//amod//25 lokal//JJ|POS|UTR|SIN|IND|NOM//nmod//21 eller//KN//cc//27 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//28 orientering//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//21
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Statsvetaren//NN|UTR|SIN|DEF|NOM//nmod//31 Magnus//PM|NOM//nmod//21 Jerneck//PM|NOM//flat:name//31 har//VB|PRS|AKT//aux//34 skrivit//VB|SUP|AKT//acl:relcl//19 att//SN//mark//39 ”//PM|NOM//punct//39 [//PAD//nsubj//39 parti-]internationaliseringen//NN|UTR|SIN|DEF|NOM//punct//37 skapar//VB|PRS|AKT//ccomp//34 en//DT|UTR|SIN|IND//det//42 ny//JJ|POS|UTR|SIN|IND|NOM//amod//42 sorts//NN|UTR|SIN|IND|GEN//nmod:poss//44 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//44 elit//NN|UTR|SIN|IND|NOM//obj//39 ,//MID//punct//44 vars//HS|DEF//nmod:poss//47 kontakter//NN|UTR|PLU|IND|NOM//nsubj//53 med//PP//case//51 den//DT|UTR|SIN|DEF//det//51 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 hemmabasen//NN|UTR|SIN|DEF|NOM//nmod//47 kan//VB|PRS|AKT//aux//53 bli//VB|INF|AKT//conj//39 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//53 att//IE//mark//56 upprätthålla//VB|INF|AKT//acl//54 .//MAD//punct//4 ”//PM|NOM//discourse//66
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter; //_SP////58 (//PAD//punct//61 Jerneck//PM|NOM//dep//58 1997:163//RG|NOM//nmod//61 )//PAD//punct//61 .//MAD//punct//61
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Han//PN|UTR|SIN|DEF|SUB//nsubj//66 menar//VB|PRS|AKT//parataxis//4 att//SN//mark//69 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//69 finns//VB|PRS|SFO//ccomp//66 anledning//NN|UTR|SIN|IND|NOM//nsubj//69 att//IE//mark//73 vara//VB|INF|AKT//cop//73 uppmärksam//JJ|POS|UTR|SIN|IND|NOM//advcl//69 på//PP//case//76 de//DT|UTR/NEU|PLU|DEF//det//76 förankringsproblem//NN|NEU|PLU|IND|NOM//obl//73 som//HP|-|-|-//obl//80 internationaliseringen//NN|UTR|SIN|DEF|NOM//nsubj//80 kan//VB|PRS|AKT//aux//80 ge//VB|INF|AKT//acl:relcl//76 upphov//NN|NEU|SIN|IND|NOM//obj//80 till//PP//case//77 .//MAD//punct//66
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;I//PP//case//85 förlängningen//NN|UTR|SIN|DEF|NOM//obl//89 skulle//VB|PRT|AKT//aux//89 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//89 kunna//VB|INF|AKT//aux//89 gå//VB|INF|AKT//ccomp//66 mot//PP//case//93 en//DT|UTR|SIN|IND//det//93 vidgad//PC|PRF|UTR|SIN|IND|NOM//amod//93 klyfta//NN|UTR|SIN|IND|NOM//obl//89 mellan//PP//case//95 väljare//NN|UTR|PLU|IND|NOM//nmod//93 och//KN//cc//97 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//95 .//MAD//punct//89
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;I//PP//case//101 det//DT|NEU|SIN|DEF//det//101 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//104 skall//VB|PRS|AKT//aux//104 vi//PN|UTR|PLU|DEF|SUB//nsubj//104 undersöka//VB|INF|AKT//parataxis//89 om//SN//mark//109 dessa//DT|UTR/NEU|PLU|DEF//det//107 farhågor//NN|UTR|PLU|IND|NOM//nsubj:pass//109 kan//VB|PRS|AKT//aux//109 bekräftas//VB|INF|SFO//advcl//104 .//MAD//punct//66
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;För//PP//mark//2 att//IE//mark//2 besvara//VB|INF|AKT//advcl//30 frågeställningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//mark//6 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//6 har//VB|PRS|AKT//advcl//2 möjlighet//NN|UTR|SIN|IND|NOM//obj//6 att//IE//mark//9 kombinera//VB|INF|AKT//acl//7 kontakter//NN|UTR|PLU|IND|NOM//obj//9 på//PP//case//14 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 territoriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 nivåer//NN|UTR|PLU|IND|NOM//obl//9  //_SP////14 skall//VB|PRS|AKT//aux//17 undersökas//VB|INF|SFO//conj//9 i//PP//case//20 vilken//HD|UTR|SIN|IND//det//20 utsträckning//NN|UTR|SIN|IND|NOM//obl//24 ledamöternas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 kontakter//NN|UTR|PLU|IND|NOM//nsubj//24 påverkar//VB|PRS|AKT//ccomp//6 regelbundenheten//NN|UTR|SIN|DEF|NOM//obj//24 i//PP//case//28 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 kontakter//NN|UTR|PLU|IND|NOM//obl//24 .//MAD//punct//2
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Har//VB|PRS|AKT//aux//39 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//39 med//PP//case//33 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//31 och//KN//cc//35 utvecklade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//31 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 kontakter//NN|UTR|PLU|IND|NOM//obj//35 lika//AB//advmod//39 utvecklade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//39 och//KN//cc//41 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//39 kontakter//NN|UTR|PLU|IND|NOM//obj//39 på//PP//case//50 det//DT|NEU|SIN|DEF//det//50 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 ,//MID//punct//47 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 och//KN//cc//49 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//47 planet//NN|NEU|SIN|DEF|NOM//nmod//42 som//KN//mark//53 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 ledamöter//NN|UTR|PLU|IND|NOM//nmod//50 ?//MAD//punct//39
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//14 med//PP//case//3 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 kontakter//NN|UTR|PLU|IND|NOM//nmod//0 på//PP//case//8 åtminstone//AB//advmod//8 någon//DT|UTR|SIN|IND//det//8 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//8 nivå//NN|UTR|SIN|IND|NOM//nmod//3 skall//VB|PRS|AKT//aux//14 för//PP//case//13 den//DT|UTR|SIN|DEF//det//13 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 analysen//NN|UTR|SIN|DEF|NOM//obl//14 skiljas//VB|INF|SFO//ROOT//14 från//PP//case//16 ledamöter//NN|UTR|PLU|IND|NOM//obl//14 utan//KN//case//19 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 kontakter//NN|UTR|PLU|IND|NOM//obl//14 .//MAD//punct//14
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Undersökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 avgränsas//VB|PRS|SFO//conj//14 till//PP//mark//25 att//IE//mark//25 gälla//VB|INF|AKT//advcl//22 1994//RG|NOM//nummod//25 .//MAD//punct//14
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;"Tidigare//AB|KOM//advmod//14 visades//VB|PRT|SFO//mark//35 att//SN//mark//35 omkring//AB//advmod//34 var//DT|UTR|SIN|IND//det//34 femte//RO|NOM//amod//34 riksdagsledamot//NN|UTR|SIN|IND|NOM//nsubj//35 hade//VB|PRT|AKT//advcl//14 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//37 kontakter//NN|UTR|PLU|IND|NOM//obj//35 på//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 tre//RG|NOM//nummod//42 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 nivåerna//NN|UTR|PLU|DEF|NOM//nmod//37 ;//MID//punct//14"
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;ungefär//AB//advmod//45 lika//AB//advmod//46 stor//JJ|POS|UTR|SIN|IND|NOM//amod//47 andel//NN|UTR|SIN|IND|NOM//nsubj//50 av//PP//case//49 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//47 hade//VB|PRT|AKT//parataxis//14 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//52 kontakter//NN|UTR|PLU|IND|NOM//obj//50 på//PP//case//57 åtminstone//AB//advmod//55 någon//DT|UTR|SIN|IND//det//57 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//57 nivå//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//14
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;I//PP//case//1 tabellen//NN|UTR|SIN|DEF|NOM//obl//2 redovisas//VB|PRS|SFO//ROOT//2 också//AB//advmod//2 styrkan//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 i//PP//case//6 sambandet//NN|NEU|SIN|DEF|NOM//nmod//4 mellan//PP//case//10 parlamentarikernas//NN|UTR|PLU|DEF|GEN//nmod:poss//10 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 kontakter//NN|UTR|PLU|IND|NOM//nmod//6 och//KN//cc//12 kontakter//NN|UTR|PLU|IND|NOM//conj//10 på//PP//case//14 lokal//JJ|POS|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//16 regional//JJ|POS|UTR|SIN|IND|NOM//conj//14 och//KN//cc//18 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//19 nivå//NN|UTR|SIN|IND|NOM//conj//14 (//PAD//punct//19 Pearson//PM|NOM//nsubj:pass//2 ’//PM|NOM//punct//21 s//PM|NOM//case//24 r//PM|NOM//nmod//21 )//PAD//punct//2 .//MAD//punct//2
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Måttet//NN|NEU|SIN|DEF|NOM//nsubj//43 –//RG|NOM//punct//27 som//HP|-|-|-//nsubj//33 är//VB|PRS|AKT//cop//33 ett//DT|NEU|SIN|IND//det//33 statistiskt//JJ|POS|NEU|SIN|IND|NOM//advmod//33 korrelationsmått//NN|NEU|SIN|IND|NOM//acl:relcl//27 för//PP//mark//36 att//IE//mark//36 studera//VB|INF|AKT//advcl//33 sambandet//NN|NEU|SIN|DEF|NOM//obj//36 mellan//PP//case//40 två//RG|NOM//nummod//40 variabler//NN|UTR|PLU|IND|NOM//nmod//37 –//RG|NOM//punct//27 kan//VB|PRS|AKT//aux//43 variera//VB|INF|AKT//parataxis//2 från//PP//case//45 -1,0//RG|NOM//obl//43 (//PAD//punct//45 perfekt//AB|POS//advmod//48 negativt//JJ|POS|NEU|SIN|IND|NOM//amod//49 samband//NN|NEU|SIN|IND|NOM//appos//45 )//PAD//punct//45 till//PP//case//52 +1,0//RG|NOM//obl//43 (//PAD//punct//56 perfekt//AB|POS//advmod//55 positivt//JJ|POS|NEU|SIN|IND|NOM//amod//56 samband//NN|NEU|SIN|IND|NOM//conj//52 )//PAD//punct//43 .//MAD//punct//2
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Kommentar//NN|UTR|SIN|IND|NOM//nsubj//9 ://MID//punct//0
Riksdagsledamöters kombination av lokala, nationella och internationella kontakter;Frågeformuleringen//NN|UTR|SIN|DEF|NOM//nsubj//3 löd//VB|PRT|AKT//parataxis//0 ://MID//punct//3 ”//PAD//punct//3
