Till statsrådet Maj-Inger Klingvall ;I//PP//case//1 januari//NN|UTR|SIN|IND|NOM//obl//3 1997//RG|NOM//nummod//1 beslutade//VB|PRT|AKT//ROOT//3 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//6 direktiv//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 gav//VB|PRT|AKT//acl:relcl//6 en//DT|UTR|SIN|IND//det//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//13 uppdrag//NN|NEU|SIN|IND|NOM//obl//8 att//IE//mark//15 utforma//VB|INF|AKT//advcl//8 förslag//NN|NEU|PLU|IND|NOM//obj//15 till//PP//case//20 ett//DT|NEU|SIN|IND//det//20 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//20 system//NN|NEU|SIN|IND|NOM//nmod//16 för//PP//case//23 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 ersättning//NN|UTR|SIN|IND|NOM//nmod//20 vid//PP//case//27 långvarigt//AB|POS//advmod//26 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//27 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//15 (//PAD//punct//3 dir//NN|AN//nmod//30 1997:9//RG|NOM//appos//3 )//PAD//punct//30 .//MAD//punct//3
12 Vårdbidrag och handikappersättning / En höjning av åldersgränsen för vårdbidrag till halvårsskiftet det år den unge fyller 19 år;Vårdbidraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//269 föreslås//VB|PRS|SFO//parataxis//3 därför//AB//advmod//269 i//PP//case//273 sin//PS|UTR|SIN|DEF//nmod:poss//273 helhet//NN|UTR|SIN|IND|NOM//obl//269 utges//VB|PRS|SFO//advcl//269 till//PP//case//276 föräldern//NN|UTR|SIN|DEF|NOM//obl//274 .//MAD//punct//3
12 Vårdbidrag och handikappersättning / En höjning av åldersgränsen för vårdbidrag till halvårsskiftet det år den unge fyller 19 år;Eftersom//SN//mark//7 ett//DT|NEU|SIN|IND//det//2 beslut//NN|NEU|SIN|IND|NOM//nsubj//7 om//PP//case//4 vårdbidrag//NN|NEU|SIN|IND|NOM//nmod//2 naturligtvis//AB//advmod//6 indirekt//AB|POS//advmod//7 påverkar//VB|PRS|AKT//advcl//14 den//DT|UTR|SIN|DEF//det//10 unges//JJ|POS|MAS|SIN|DEF|GEN//amod//10 levnadsförhållanden//NN|UTR|SIN|DEF|NOM//obj//7 bör//VB|PRS|AKT//aux//14 försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//14 vara//VB|INF|AKT//cop//14 skyldig//JJ|POS|UTR|SIN|IND|NOM//ROOT//14 att//IE//mark//16 bereda//VB|INF|AKT//advcl//14 henne//PN|UTR|SIN|DEF|OBJ//obj//16 eller//KN//cc//19 honom//PN|UTR|SIN|DEF|OBJ//conj//17 tillfälle//NN|NEU|SIN|IND|NOM//obj//16 att//IE//mark//22 yttra//VB|INF|AKT//acl//20 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 över//PP//case//26 en//DT|UTR|SIN|IND//det//26 ansökan//NN|UTR|SIN|IND|NOM//obl//22 om//PP//case//28 rätt//NN|UTR|SIN|IND|NOM//nmod//26 till//PP//case//30 vårdbidrag//NN|NEU|SIN|IND|NOM//nmod//28 som//HP|-|-|-//nsubj//32 avser//VB|PRS|AKT//acl:relcl//30 tid//NN|UTR|SIN|IND|NOM//obj//32 efter//PP//case//35 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//32 att//SN//mark//40 han//PN|UTR|SIN|DEF|SUB//nsubj//40 eller//KN//cc//39 hon//PN|UTR|SIN|DEF|SUB//conj//37 blivit//VB|SUP|AKT//ccomp//22 myndig//JJ|POS|UTR|SIN|IND|NOM//xcomp//40 om//SN//mark//46 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 inte//AB//advmod//46 kan//VB|PRS|AKT//aux//46 anses//VB|INF|SFO//advcl//40 uppenbart//AB|POS//advmod//48 obehövligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//46 .//MAD//punct//14

12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;En//DT|UTR|SIN|IND//det//1 höjning//NN|UTR|SIN|IND|NOM//nsubj//12 av//PP//case//3 åldersgränsen//NN|UTR|SIN|DEF|NOM//nmod//1 för//PP//case//5 vårdbidrag//NN|NEU|SIN|IND|NOM//nmod//1 till//PP//case//7 halvårsskiftet//NN|NEU|SIN|DEF|NOM//nmod//5 det//DT|NEU|SIN|DEF//det//9 år//NN|NEU|SIN|IND|NOM//nmod//11 den//DT|UTR|SIN|DEF//det//11 unge//JJ|POS|MAS|SIN|DEF|NOM//conj//1 fyller//VB|PRS|AKT//nsubj:pass//69 19//RG|NOM//nummod//14 år//NN|NEU|PLU|IND|NOM//obj//12 innebär//VB|PRS|AKT//conj//12 dock//AB//advmod//15 att//SN//mark//36 rätt//NN|UTR|SIN|IND|NOM//nsubj//36 till//PP//case//20 vårdbidrag//NN|NEU|SIN|IND|NOM//nmod//18 och//KN//cc//22 handikappersättning//NN|UTR|SIN|IND|NOM//conj//20 ,//MID//punct//26 som//HP|-|-|-//nsubj:pass//26 kan//VB|PRS|AKT//aux//26 utges//VB|INF|SFO//acl:relcl//22 till//PP//case//28 försäkrad//PC|PRF|UTR|SIN|IND|NOM//obl//26 som//HP|-|-|-//nsubj//30 fyllt//VB|SUP|AKT//acl:relcl//28 16//RG|NOM//nummod//32 år//NN|NEU|PLU|IND|NOM//obj//30 ,//MID//punct//18 skulle//VB|PRT|AKT//aux//36 kunna//VB|INF|AKT//aux//36 föreligga//VB|INF|AKT//ccomp//15 parallellt//AB|POS//advmod//36 trots//PP//mark//42 att//SN//mark//42 dessa//DT|UTR/NEU|PLU|DEF//det//41 ersättningsformer//NN|UTR|PLU|IND|NOM//nsubj//42 sammanfaller//VB|PRS|AKT//advcl//36 när//HA//case//47 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//43 gäller//VB|PRS|AKT//fixed//43 vilka//HD|UTR/NEU|PLU|IND//det//47 merkostnader//NN|UTR|PLU|IND|NOM//obl//42 som//HP|-|-|-//nsubj//50 kan//VB|PRS|AKT//aux//50 grunda//VB|INF|AKT//acl:relcl//47 rätt//NN|UTR|SIN|IND|NOM//obj//50 till//PP//case//53 ersättning//NN|UTR|SIN|IND|NOM//nmod//51 .//MAD//punct//12
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;I//PP//case//56 princip//NN|UTR|SIN|IND|NOM//nmod//59 alla//DT|UTR/NEU|PLU|IND/DEF//det//59 de//DT|UTR/NEU|PLU|DEF//det//59 merkostnader//NN|UTR|PLU|IND|NOM//parataxis//12 som//HP|-|-|-//nsubj//61 kan//VB|PRS|AKT//aux//62 grunda//VB|INF|AKT//advmod//12 rätt//NN|UTR|SIN|IND|NOM//obj//62 till//PP//case//65 handikappersättning//NN|UTR|SIN|IND|NOM//nmod//63 bör//VB|PRS|AKT//aux//69 också//AB//advmod//69 kunna//VB|INF|AKT//aux//69 ersättas//VB|INF|SFO//ROOT//69 genom//PP//case//71 vårdbidrag//NN|NEU|SIN|IND|NOM//obl//69 i//PP//case//76 form//NN|UTR|SIN|IND|NOM//fixed//72 av//PP//fixed//72 skattefri//JJ|POS|UTR|SIN|IND|NOM//amod//76 merkostnadsdel//NN|UTR|SIN|IND|NOM//obl//69 eller//KN//cc//78 merkostnadsersättning//NN|UTR|SIN|IND|NOM//conj//76 .//MID//punct//69
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Mot//PP//case//82 denna//DT|UTR|SIN|DEF//det//82 bakgrund//NN|UTR|SIN|IND|NOM//obl//69 och//KN//cc//98 med//PP//case//90 hänsyn//NN|UTR|SIN|IND|NOM//fixed//84 till//PP//fixed//84 det//DT|NEU|SIN|DEF//det//90 ovan//AB//advmod//89 redovisade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//90 ställningstagandet//NN|NEU|SIN|DEF|NOM//obl//98 bör//VB|PRS|AKT//aux//98 rätt//NN|UTR|SIN|IND|NOM//nsubj//98 till//PP//case//94 handikappersättning//NN|UTR|SIN|IND|NOM//nmod//92 för//PP//case//96 merkostnader//NN|UTR|PLU|IND|NOM//nmod//94 inte//AB//advmod//98 föreligga//VB|INF|AKT//conj//69 under//PP//case//100 tiden//NN|UTR|SIN|DEF|NOM//obl//98 från//PP//case//104 16//RG|NOM//nummod//103 års//NN|NEU|PLU|IND|GEN//nmod:poss//104 ålder//NN|UTR|SIN|IND|NOM//nmod//100 fram//AB//advmod//109 till//PP//case//107 halvårsskiftet//NN|NEU|SIN|DEF|NOM//obl//105 det//DT|NEU|SIN|DEF//det//109 år//NN|NEU|SIN|IND|NOM//obl//98 en//DT|UTR|SIN|IND//det//111 försäkrad//PC|PRF|UTR|SIN|IND|NOM//nsubj//112 fyller//VB|PRS|AKT//conj//69 19//RG|NOM//nummod//114 år//NN|NEU|PLU|IND|NOM//obj//112 för//PP//case//116 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//112 som//KN//mark//118 stadigvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//116 bor//VB|PRS|AKT//conj//69 tillsammans//AB//advmod//123 med//PP//case//123 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//123 föräldrarna//NN|UTR|PLU|DEF|NOM//obl//119 eller//KN//cc//126 med//PP//case//126 någon//PN|UTR|SIN|IND|SUB/OBJ//conj//123 av//PP//case//128 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//126 .//MAD//punct//69
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Vårdbidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//1 lämnas//VB|PRS|SFO//ROOT//1 enligt//PP//case//4 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 regler//NN|UTR|PLU|IND|NOM//obl//1 inte//AB//advmod//7 för//PP//case//7 barn//NN|NEU|PLU|IND|NOM//nsubj:pass//31 som//HP|-|-|-//nsubj:pass//9 vårdas//VB|PRS|SFO//acl:relcl//7 på//PP//case//12 en//DT|UTR|SIN|IND//det//12 institution//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//14 tillhör//VB|PRS|AKT//acl:relcl//12 staten//NN|UTR|SIN|DEF|NOM//obj//14 eller//KN//cc//21 till//PP//case//20 vars//HS|DEF//nmod:poss//19 drift//NN|UTR|SIN|IND|NOM//amod//20 bidrag//NN|NEU|SIN|IND|NOM//obl//21 utges//VB|PRS|SFO//conj//9 från//PP//case//23 staten//NN|UTR|SIN|DEF|NOM//obl//21 ,//MID//punct//25 kommun//NN|UTR|SIN|IND|NOM//conj//23 eller//KN//cc//27 landstingskommun//NN|UTR|SIN|IND|NOM//conj//23 om//SN//case//29 vården//NN|UTR|SIN|DEF|NOM//nmod//27 kan//VB|PRS|AKT//aux//31 beräknas//VB|INF|SFO//advcl//1 pågå//VB|INF|AKT//xcomp//31 minst//AB|SUV//advmod//34 sex//RG|NOM//nummod//35 månader//NN|UTR|PLU|IND|NOM//obl//32 .//MAD//punct//1
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 regler//NN|UTR|PLU|IND|NOM//nsubj//39 gäller//VB|PRS|AKT//conj//1 om//SN//mark//42 barnet//NN|NEU|SIN|DEF|NOM//nsubj:pass//42 vårdas//VB|PRS|SFO//advcl//39 utanför//PP//case//44 institutionen//NN|UTR|SIN|DEF|NOM//obl//42 genom//PP//case//47 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//47 försorg//NN|UTR|SIN|IND|NOM//nmod//44 eller//KN//cc//54 om//SN//mark//54 barnet//NN|NEU|SIN|DEF|NOM//nsubj:pass//54 i//PP//case//53 annat//JJ|POS|NEU|SIN|IND|NOM//amod//53 fall//NN|NEU|SIN|IND|NOM//obl//54 vårdas//VB|PRS|SFO//conj//42 utanför//PP//case//56 institution//NN|UTR|SIN|IND|NOM//obl//54 och//KN//cc//58 staten//NN|UTR|SIN|DEF|NOM//conj//56 ,//MID//punct//60 kommun//NN|UTR|SIN|IND|NOM//conj//56 eller//KN//cc//62 landstingskommun//NN|UTR|SIN|IND|NOM//conj//56 är//VB|PRS|AKT//cop//64 huvudman//NN|UTR|SIN|IND|NOM//conj//1 för//PP//case//66 vården//NN|UTR|SIN|DEF|NOM//obl//64 .//MAD//punct//1
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//69 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//73 vårdbidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//73 inte//AB//advmod//73 utges//VB|PRS|SFO//ccomp//69 då//HA//mark//79 barnet//NN|NEU|SIN|DEF|NOM//nsubj//79 under//PP//case//78 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 tid//NN|UTR|SIN|IND|NOM//obl//79 vistas//VB|PRS|SFO//advcl//73 på//PP//case//81 sjukhus//NN|NEU|PLU|IND|NOM//obl//79 ,//MID//punct//83 habiliteringskliniker//NN|UTR|PLU|IND|NOM//conj//81 eller//KN//cc//85 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//81 ,//MID//punct//87 familjehem//NN|NEU|PLU|IND|NOM//conj//81 enligt//PP//case//89 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//87 (//PAD//punct//91 1980:620//RG|NOM//nmod//89 )//PAD//punct//91 eller//KN//cc//94 lagen//NN|UTR|SIN|DEF|NOM//conj//89 (//PAD//punct//96 1993:387//RG|NOM//nmod//94 )//PAD//punct//96 om//PP//case//99 stöd//NN|NEU|SIN|IND|NOM//nmod//94 och//KN//cc//101 service//NN|UTR|SIN|IND|NOM//conj//99 till//PP//case//104 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//94 ,//MID//punct//106 bostad//NN|UTR|SIN|IND|NOM//conj//94 med//PP//case//109 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//109 service//NN|UTR|SIN|IND|NOM//nmod//106 för//PP//case//111 barn//NN|NEU|SIN|IND|NOM//nmod//109 och//KN//cc//113 ungdom//NN|UTR|SIN|IND|NOM//conj//111 enligt//PP//case//115 lagen//NN|UTR|SIN|DEF|NOM//nmod//106 (//PAD//punct//117 1993:387//RG|NOM//conj//94 )//PAD//punct//117 om//PP//case//120 stöd//NN|NEU|SIN|IND|NOM//nmod//94 och//KN//cc//122 service//NN|UTR|SIN|IND|NOM//conj//120 till//PP//case//125 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//94 ,//MID//punct//127 elevhem//NN|NEU|PLU|IND|NOM//conj//89 i//PP//case//129 anslutning//NN|UTR|SIN|IND|NOM//nmod//127 till//PP//case//132 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//132 specialskola//NN|UTR|SIN|IND|NOM//nmod//127 ,//MID//punct//135 specialpedagogiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//135 resurscenter//NN|NEU|PLU|IND|NOM//conj//89 eller//KN//cc//138 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 boendemöjligheter//NN|UTR|PLU|IND|NOM//conj//89 som//HP|-|-|-//nsubj:pass//140 erbjuds//VB|PRS|SFO//acl:relcl//138 eleverna//NN|UTR|PLU|DEF|NOM//obj//140 vid//PP//case//143 riksgymnasier//NN|NEU|PLU|IND|NOM//obl//140 .//MAD//punct//69
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Däremot//AB//advmod//151 kan//VB|PRS|AKT//aux//151 rätt//NN|UTR|SIN|IND|NOM//advmod//151 till//PP//case//150 s.k.//AB|AN//amod//150 ferievårdbidrag//NN|NEU|PLU|IND|NOM//nmod//147 föreligga//VB|INF|AKT//parataxis//69 om//PP//mark//157 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//157 i//PP//advmod//157 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//154 är//VB|PRS|AKT//cop//157 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//151 för//PP//case//159 rätt//NN|UTR|SIN|IND|NOM//obl//157 till//PP//case//161 vårdbidrag//NN|NEU|SIN|IND|NOM//nmod//159 .//MAD//punct//1
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Enligt//PP//case//1 folkbokföringslagen//NN|UTR|SIN|DEF|NOM//obl//19 (//PAD//punct//1 1991:481//RG|NOM//appos//1 )//PAD//punct//1 skall//VB|PRS|AKT//aux//19 en//DT|UTR|SIN|IND//det//7 elev//NN|UTR|SIN|IND|NOM//nsubj:pass//19 under//PP//advmod//9 18//RG|NOM//nummod//10 år//NN|NEU|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//12 ha//VB|INF|AKT//acl:relcl//10 sitt//PS|NEU|SIN|DEF//nmod:poss//15 egentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 hemvist//NN|NEU|SIN|IND|NOM//obj//12 tillsammans//AB//advmod//18 med//PP//case//18 föräldrar//NN|UTR|PLU|IND|NOM//obl//12 anses//VB|INF|SFO//ROOT//19 bosatt//JJ|POS|UTR|SIN|IND|NOM//xcomp//19 hos//PP//case//22 föräldrarna//NN|UTR|PLU|DEF|NOM//obl//19 även//AB//mark//33 om//SN//fixed//23 han//PN|UTR|SIN|DEF|SUB//nsubj//33 eller//KN//cc//27 hon//PN|UTR|SIN|DEF|SUB//conj//25 till//PP//case//31 följd//NN|UTR|SIN|IND|NOM//fixed//28 av//PP//fixed//28 skolgången//NN|UTR|SIN|DEF|NOM//obl//33 regelmässigt//AB|POS//advmod//33 tillbringar//VB|PRS|AKT//advcl//19 sin//PS|UTR|SIN|DEF//nmod:poss//35 dygnsvila//NN|UTR|SIN|IND|NOM//obj//33 på//PP//case//38 annat//JJ|POS|NEU|SIN|IND|NOM//amod//38 ställe//NN|NEU|SIN|IND|NOM//obl//33 .//MAD//punct//19
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//41 gäller//VB|PRS|AKT//parataxis//19 efter//PP//case//43 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//41 att//SN//mark//46 eleven//NN|UTR|SIN|DEF|NOM//nsubj//46 fyllt//VB|SUP|AKT//advcl//41 18//RG|NOM//nummod//48 år//NN|NEU|PLU|IND|NOM//obj//46 så//AB//mark//54 länge//AB|POS//fixed//49 han//PN|UTR|SIN|DEF|SUB//nsubj//54 eller//KN//cc//53 hon//PN|UTR|SIN|DEF|SUB//conj//51 genomgår//VB|PRS|AKT//advcl//46 grund-//NN|UTR|-|-|SMS//obj//54 eller//KN//cc//57 gymnasieskola//NN|UTR|SIN|IND|NOM//conj//55 eller//KN//cc//59 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 utbildning//NN|UTR|SIN|IND|NOM//conj//55 .//MAD//punct//41
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;En//DT|UTR|SIN|IND//det//63 vistelse//NN|UTR|SIN|IND|NOM//nsubj:pass//64 anses//VB|PRS|SFO//conj//41 inte//AB//advmod//64 heller//AB//advmod//64 leda//VB|INF|AKT//xcomp//64 till//PP//case//70 ändrad//PC|PRF|UTR|SIN|IND|NOM//amod//70 bosättning//NN|UTR|SIN|IND|NOM//obl//67 om//SN//mark//73 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//73 föranleds//VB|PRS|SFO//advcl//67 av//PP//case//75 vård//NN|UTR|SIN|IND|NOM//obl:agent//73 vid//PP//case//78 en//DT|UTR|SIN|IND//det//78 institution//NN|UTR|SIN|IND|NOM//nmod//75 för//PP//case//80 sjukvård//NN|UTR|SIN|IND|NOM//nmod//78 ,//MID//punct//82 vård//NN|UTR|SIN|IND|NOM//conj//80 av//PP//case//85 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 m.m.//AB|AN//nmod//82 Under//PP//case//88 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//88 perioder//NN|UTR|PLU|IND|NOM//obl//102 som//HP|-|-|-//mark//96 ,//MID//punct//96 enligt//PP//case//92 vad//HP|NEU|SIN|IND//dislocated//96 som//HP|-|-|-//nsubj:pass//96 enligt//PP//case//95 ovan//AB//advmod//96 redovisats//VB|SUP|SFO//acl:relcl//88 ,//MID//punct//98 rätt//NN|UTR|SIN|IND|NOM//conj//96 till//PP//case//100 vårdbidrag//NN|NEU|SIN|IND|NOM//nmod//98 inte//AB//advmod//102 föreligger//VB|PRS|AKT//conj//64 på//PP//case//106 grund//NN|UTR|SIN|IND|NOM//fixed//103 av//PP//fixed//103 vistelse//NN|UTR|SIN|IND|NOM//obl//102 på//PP//case//108 institution//NN|UTR|SIN|IND|NOM//nmod//106 m.m.//AB|AN//conj//106 bör//VB|PRS|AKT//aux//116 emellertid//AB//advmod//116 barnet//NN|NEU|SIN|DEF|NOM//nsubj:pass//116 eller//KN//cc//114 ungdomen//NN|UTR|SIN|DEF|NOM//conj//112 inte//AB//advmod//116 anses//VB|PRS|SFO//conj//19 stadigvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//118 bosatt//JJ|POS|UTR|SIN|IND|NOM//xcomp//116 hos//PP//case//120 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//116 av//PP//case//122 föräldrarna//NN|UTR|PLU|DEF|NOM//nmod//120 vid//PP//case//124 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//120 av//PP//case//126 rätt//NN|UTR|SIN|IND|NOM//nmod//124 till//PP//case//128 handikappersättning//NN|UTR|SIN|IND|NOM//nmod//126 även//AB//mark//135 om//SN//fixed//129 barnet//NN|NEU|SIN|DEF|NOM//nsubj//135 eller//KN//cc//133 ungdomen//NN|UTR|SIN|DEF|NOM//conj//131 är//VB|PRS|AKT//cop//135 folkbokförd//PC|PRF|UTR|SIN|IND|NOM//advcl//116 hos//PP//case//137 föräldrarna//NN|UTR|PLU|DEF|NOM//obl//135 .//MAD//punct//19
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;När//HA//case//3 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 bedömning//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//5 rätt//NN|UTR|SIN|IND|NOM//nmod//3 till//PP//case//7 handikappersättning//NN|UTR|SIN|IND|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//9 grundas//VB|PRS|SFO//acl:relcl//7 på//PP//mark//13 att//SN//mark//13 en//DT|UTR|SIN|IND//det//13 försäkrad//PC|PRF|UTR|SIN|IND|NOM//xcomp//9 till//PP//case//17 följd//NN|UTR|SIN|IND|NOM//fixed//14 av//PP//fixed//14 funktionshinder//NN|NEU|PLU|IND|NOM//obl//13 i//PP//case//21 sin//PS|UTR|SIN|DEF//nmod:poss//21 dagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 livsföring//NN|UTR|SIN|IND|NOM//nmod//17 behöver//VB|PRS|AKT//ROOT//22 mera//AB|KOM//advmod//24 tidskrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 hjälp//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//27 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//25 är//VB|PRS|AKT//cop//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 självklart//JJ|POS|NEU|SIN|IND|NOM//advmod//22 så//AB//mark//37 att//SN//fixed//31 de//DT|UTR/NEU|PLU|DEF//det//34 insatser//NN|UTR|PLU|IND|NOM//nsubj//37 en//DT|UTR|SIN|IND//det//36 förälder//NN|UTR|SIN|IND|NOM//nsubj//37 gör//VB|PRS|AKT//advcl//30 och//KN//cc//40 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//40 ersätts//VB|PRS|SFO//conj//22 med//PP//case//42 vårdbidrag//NN|NEU|SIN|IND|NOM//obl//40 måste//VB|PRS|AKT//aux//44 beaktas//VB|INF|SFO//conj//22 .//MAD//punct//22
12 Vårdbidrag och handikappersättning / Åldersgränsen för rätt till handikappersättning bör samtidigt höjas till i normala fall halvårsskiftet det år personen fyller 19 år;Samtidigt//AB//advmod//52 kan//VB|PRS|AKT//aux//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 i//PP//case//51 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 fall//NN|NEU|PLU|IND|NOM//obl//52 vara//VB|INF|AKT//advcl//22 så//AB//advmod//52 att//SN//fixed//52 ett//DT|NEU|SIN|IND//det//56 barns//NN|NEU|SIN|IND|GEN//nmod:poss//60 eller//KN//cc//59 en//DT|UTR|SIN|IND//det//59 ungdoms//NN|UTR|SIN|IND|GEN//conj//56 behov//NN|NEU|SIN|IND|NOM//nsubj:pass//72 av//PP//case//62 hjälp//NN|UTR|SIN|IND|NOM//nmod//60 i//PP//case//66 den//DT|UTR|SIN|DEF//det//66 dagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 livsföringen//NN|UTR|SIN|DEF|NOM//nmod//60 av//PP//case//69 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 skäl//NN|NEU|PLU|IND|NOM//nmod//66 inte//AB//advmod//72 kan//VB|PRS|AKT//aux//72 tillgodoses//VB|INF|SFO//ccomp//52 av//PP//case//74 föräldrarna//NN|UTR|PLU|DEF|NOM//obl:agent//72 eller//KN//cc//78 endast//AB//advmod//78 kan//VB|PRS|AKT//aux//78 tillgodoses//VB|INF|SFO//conj//72 i//PP//case//81 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 omfattning//NN|UTR|SIN|IND|NOM//obl//78 .//MAD//punct//22
