
Sverige skall vara en pådrivande kraft och ett fö regångsland i strävan att skapa ett hållbart samhälle.;Ur//PP//case//2 regeringsfö//NN|UTR|SIN|IND|NOM//amod//2 rklaringen//NN|UTR|SIN|DEF|NOM//ROOT//2 den//DT|UTR|SIN|DEF//det//5 22//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//2 1996//RG|NOM//nummod//5
Nö dlägesberedskap;Rutinerna//NN|UTR|PLU|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 syfta//VB|INF|AKT//ROOT//2 till//PP//compound:prt//2 att//IE//mark//6 fö//NN|NEU|SIN|IND|NOM//amod//6 rhindra//VB|INF|AKT//ccomp//2 eller//KN//cc//8 mildra//VB|INF|AKT//conj//6 påverkan//NN|UTR|SIN|IND|NOM//conj//6 på//PP//case//11 miljö//NN|UTR|SIN|IND|NOM//nmod//9 n//NN|NEU|SIN|IND|NOM//nmod//9 och//KN//cc//14 bö//UO//conj//12 r//PM|NOM//conj//6 ö//PS|UTR|SIN|DEF//amod//17 vas//NN|UTR|SIN|IND|NOM//obl//2 med//PP//case//20 jämna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 mellanrum//NN|NEU|PLU|IND|NOM//obl//2 .//MAD//punct//2
Nö dlägesberedskap;De//DT|UTR/NEU|PLU|DEF//det//23 bö//UO//nsubj//26 r//UO//nsubj//26 vara//VB|INF|AKT//cop//26 dokumenterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 .//MAD//punct//2

Uppfö ljningen är mycket viktig Frågor som myndigheten ska kunna svara på;Visar//VB|PRS|AKT//ROOT//0 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 ledning//NN|UTR|SIN|IND|NOM//obj//0 att//SN//mark//11 den//DT|UTR|SIN|DEF//det//6 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 miljö//NN|UTR|SIN|IND|NOM//fixed//3 policyn//NN|UTR|SIN|IND|NOM//nsubj//11 och//KN//cc//9 miljömålen//NN|NEU|PLU|IND|NOM//conj//7 är//VB|PRS|AKT//cop//11 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//2 genom//PP//mark//14 att//IE//mark//14 rutinmässigt//AB|POS//advmod//15 fö//VB|PRT|AKT//compound:prt//0 lja//VB|INF|AKT//obj//0 upp//PL//compound:prt//0 hur//HA//advmod//19 miljö//NN|UTR|SIN|IND|NOM//nsubj:pass//21 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 bedrivs//VB|PRS|SFO//ccomp//0 ,//MID//punct//0
Uppfö ljningen är mycket viktig Frågor som myndigheten ska kunna svara på;Har//VB|PRS|AKT//ROOT//0 vi//PN|UTR|PLU|DEF|SUB//nsubj//0 en//DT|UTR|SIN|IND//det//3 uppfö//PC|PRF|UTR|SIN|IND|NOM//nmod//4 ljning//NN|UTR|SIN|IND|NOM//obj//0 av//PP//case//6 miljö//NN|UTR|SIN|IND|NOM//nmod//4 arbetet//NN|NEU|SIN|DEF|NOM//obj//0 som//HP|-|-|-//nsubj//10 är//VB|PRS|AKT//cop//10 funktionell//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//7 fö//NN|UTR|SIN|IND|NOM//nmod:poss//12 r//NN|NEU|SIN|IND|NOM//obl//10 den//DT|UTR|SIN|DEF//det//14 verksamhet//NN|UTR|SIN|IND|NOM//obl//10 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 bedriver//VB|PRS|AKT//acl:relcl//14 ,//MID//punct//0
Uppfö ljningen är mycket viktig Frågor som myndigheten ska kunna svara på;Ger//VB|PRS|AKT//ROOT//0 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 ledning//NN|UTR|SIN|IND|NOM//iobj//0 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//0 som//HP|-|-|-//nsubj//6 ska//VB|PRS|AKT//aux//6 genomfö//VB|INF|SFO//acl:relcl//3 ra//PM|NOM//obj//6 uppfö//NN|UTR|SIN|IND|NOM//amod//9 ljningen//NN|UTR|SIN|DEF|NOM//obl//6 det//DT|NEU|SIN|DEF//det//11 stö//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//6 d//NN|NEU|SIN|IND|NOM//obl//6 och//KN//cc//15 de//DT|UTR/NEU|PLU|DEF//det//15 direktiv//NN|NEU|PLU|IND|NOM//conj//12 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//17 behö//UO//acl:relcl//15 ver//UO//obj//17 .//MAD//punct//0

Begrepp (5);Uppfö//VB|IMP|AKT//ROOT//0 ljning//NN|UTR|SIN|IND|NOM//obj//0 av//PP//case//3 miljö//NN|UTR|SIN|IND|NOM//nmod//1 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//5 innebär//VB|PRS|AKT//acl:relcl//0 att//IE//mark//7 samla//VB|INF|AKT//xcomp//5 in//PL//compound:prt//7 och//KN//cc//10 värdera//VB|INF|AKT//conj//7 belägg//NN|NEU|SIN|IND|NOM//obj//10 fö//NN|NEU|SIN|IND|NOM//nmod//13 r//NN|NEU|SIN|IND|NOM//obl//10 hur//HA//advmod//16 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//16 arbetar//VB|PRS|AKT//ccomp//10 i//PP//case//19 fö//NN|NEU|SIN|IND|NOM//fixed//17 rhållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//16 till//PP//case//21 miljö//JJ|POS|UTR|SIN|IND|NOM//nmod//19 policy//NN|UTR|SIN|IND|NOM//obj//19 ,//MID//punct//24 miljömål//NN|NEU|SIN|IND|NOM//conj//22 och//KN//cc//26 miljö//NN|UTR|SIN|IND|NOM//conj//22 pro-gram//NN|NEU|PLU|IND|NOM//conj//22 samt//KN//cc//29 redovisning//NN|UTR|SIN|IND|NOM//conj//22 av//PP//case//33 detta//DT|NEU|SIN|DEF//det//33 fö//NN|NEU|SIN|IND|NOM//amod//33 r//PM|NOM//nmod//29 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 ledning//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//5
Begrepp (5);Miljö//NN|UTR|SIN|IND|NOM//compound//1 revision//NN|UTR|SIN|IND|NOM//nsubj//5 av//PP//case//3 miljö//NN|UTR|SIN|IND|NOM//nmod//1 ledningen//NN|UTR|SIN|DEF|NOM//nsubj//5 innebär//VB|PRS|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//10 systematisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 och//KN//cc//9 dokumenterad//PC|PRF|UTR|SIN|IND|NOM//conj//7 process//NN|UTR|SIN|IND|NOM//obj//5 fö//UO//nmod//12 r//UO//obl//5 att//SN//mark//17 objektivt//JJ|POS|NEU|SIN|IND|NOM//amod//15 bestyrka//NN|UTR|SIN|IND|NOM//nsubj//17 ,//MID//punct//17 samla//VB|INF|AKT//ccomp//5 in//PL//compound:prt//17 och//KN//cc//20 värdera//VB|INF|AKT//conj//17 belägg//NN|NEU|SIN|IND|NOM//obj//20 fö//NN|NEU|SIN|IND|NOM//nmod//23 r//NN|NEU|SIN|IND|NOM//obl//20 om//PP//case//26 myn-dighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 sätt//NN|NEU|SIN|IND|NOM//obl//20 att//IE//mark//28 leda//VB|INF|AKT//acl//26 miljö//NN|UTR|SIN|IND|NOM//obj//28 arbetet//NN|NEU|SIN|DEF|NOM//obj//28 på//PP//obl//28 är//VB|PRS|AKT//cop//35 i//PP//case//35 ö//JJ|POS|UTR|SIN|IND|NOM//amod//35 verensstämmelse//NN|UTR|SIN|IND|NOM//obl//17 med//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 kriterier//NN|NEU|PLU|IND|NOM//nmod//35 som//HP|-|-|-//obl//41 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//41 bestämt//VB|SUP|AKT//acl:relcl//38 fö//NN|NEU|SIN|IND|NOM//amod//45 r//UO//nummod//44 miljö//NN|UTR|SIN|IND|NOM//fixed//42 revisionen//NN|UTR|SIN|DEF|NOM//obj//41 ,//MID//punct//48 samt//KN//cc//48 redovisning//NN|UTR|SIN|IND|NOM//conj//45 av//PP//case//50 resultaten//NN|NEU|PLU|DEF|NOM//nmod//48 från//PP//case//53 denna//DT|UTR|SIN|DEF//det//53 process//NN|UTR|SIN|IND|NOM//nmod//50 till//PP//case//56 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//56 ledning//NN|UTR|SIN|IND|NOM//nmod//53 .//MAD//punct//48
Begrepp (5);rutiner//NN|UTR|PLU|IND|NOM//obj//17 .//MAD//punct//5
Begrepp (5);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 gäller//VB|PRS|AKT//parataxis//5 t.ex.//AB|AN//advmod//61 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 myndigheter//NN|UTR|PLU|IND|NOM//obj//61 eller//KN//cc//66 myndigheter//NN|UTR|PLU|IND|NOM//conj//64 som//HP|-|-|-//nsubj//69 enbart//AB//advmod//69 påverkar//VB|PRS|AKT//acl:relcl//66 miljö//NN|UTR|SIN|IND|NOM//obj//69 n//NN|NEU|SIN|IND|NOM//obl//69 genom//PP//case//74 sin//PS|UTR|SIN|DEF//nmod:poss//74 admini-stration//NN|UTR|SIN|IND|NOM//obl//69 .//MAD//punct//61
Begrepp (5);Miljö//NN|UTR|SIN|IND|NOM//nsubj//87 samordnarens//NN|UTR|SIN|DEF|GEN//nmod:poss//78 uppfö//NN|UTR|SIN|IND|NOM//conj//76 ljning//NN|UTR|SIN|IND|NOM//conj//76 och//KN//cc//81 rapportering//NN|UTR|SIN|IND|NOM//conj//79 till//PP//case//83 ledningen//NN|UTR|SIN|DEF|NOM//nmod//81 kan//VB|PRS|AKT//aux//87 då//AB//advmod//87 vara//VB|INF|AKT//cop//87 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//appos//61 .//MAD//punct//87
Begrepp (5);miljö//NN|UTR|SIN|IND|NOM//amod//90 ledningen//NN|UTR|SIN|DEF|NOM//parataxis//87 -//MID//punct//90 fungerar//VB|PRS|AKT//conj//87 .//MAD//punct//87
Begrepp (5);Miljö//NN|UTR|SIN|IND|NOM//nmod//95 revisionen//NN|UTR|SIN|DEF|NOM//nsubj//96 ger//VB|PRS|AKT//conj//87 underlag//NN|NEU|SIN|IND|NOM//obj//96 fö//PM|NOM//advmod//99 r//PM|NOM//obl//96 ledningen//NN|UTR|SIN|DEF|NOM//obj//96
Begrepp (5);Uppfö//VB|IMP|AKT//nsubj//6 ljning//NN|UTR|SIN|IND|NOM//obj//0 genom//PP//case//4 miljö//NN|UTR|SIN|IND|NOM//nmod//4 revision//NN|UTR|SIN|IND|NOM//obl//0 är//VB|PRS|AKT//cop//6 lämpligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//6 när//HA//mark//11 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 komplex//JJ|POS|UTR|SIN|IND|NOM//advcl//6 eller//KN//cc//13 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//11 eller//KN//cc//21 då//HA//fixed//14 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//21 eller//KN//cc//18 anläggningar//NN|UTR|PLU|IND|NOM//conj//16 direkt//AB|POS//advmod//20 på-verkar//VB|PRS|AKT//conj//16 miljö//NN|UTR|SIN|IND|NOM//conj//11 n//NN|NEU|SIN|IND|NOM//nummod//21 genom//PP//case//24 utsläpp//NN|NEU|PLU|IND|NOM//obl//11 ,//MID//punct//26 buller//NN|NEU|SIN|IND|NOM//conj//24 etc.//AB|AN//conj//24
Begrepp (5);Däremot//AB//advmod//4 är//VB|PRS|AKT//cop//4 intern//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//3 miljö//NN|UTR|SIN|IND|NOM//nsubj//4 revision//NN|UTR|SIN|IND|NOM//nsubj//6 mindre//AB|KOM//advmod//6 lämpat//PC|PRF|NEU|SIN|IND|NOM//ROOT//6 fö//UO//nmod//8 r//UO//obj//6 att//IE//mark//15 fö//NN|AN//amod//11 lja//VB|INF|AKT//nsubj//15 upp//PL//compound:prt//11 indirekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 miljö//NN|UTR|SIN|IND|NOM//conj//11 effekter//NN|UTR|PLU|IND|NOM//xcomp//6 av//PP//case//19 t.ex.//AB|AN//advmod//19 fö//NN|NEU|SIN|IND|NOM//amod//19 reskrifter//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//6
Begrepp (5);Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//22 uppfö//PC|PRF|UTR|SIN|IND|NOM//amod//23 ljning//NN|UTR|SIN|IND|NOM//nsubj//26 bö//UO//advmod//25 r//NN|NEU|SIN|IND|NOM//nmod//23 ske//VB|INF|AKT//parataxis//6 fortlö//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//26 pande//NN|NEU|SIN|IND|NOM//amod//31 och//KN//cc//30 miljö//NN|UTR|SIN|IND|NOM//conj//28 revisionen//NN|UTR|SIN|DEF|NOM//nsubj//35 bö//VB|INF|AKT//nsubj//35 r//NN|NEU|SIN|IND|NOM//nummod//32 snarare//AB|KOM//advmod//35 ta//VB|INF|AKT//advcl//26 fasta//NN|UTR|SIN|IND|NOM//obj//35 på//PP//case//43 om//SN//case//43 och//KN//cc//42 hur//HA//advmod//42 den//DT|UTR|SIN|DEF//det//42 gö//UO//conj//38 rs//UO//obl//35 .//MAD//punct//6
Begrepp (5);Hos//PP//case//1 myndigheter//NN|UTR|PLU|IND|NOM//obl//16 med//PP//case//5 ett//DT|NEU|SIN|IND//det//5 formellt//JJ|POS|NEU|SIN|IND|NOM//amod//5 sektoransvar//NN|NEU|SIN|IND|NOM//nmod//1 fö//NN|NEU|SIN|IND|NOM//case//8 r//UO//nummod//8 miljö//NN|UTR|SIN|IND|NOM//nmod//5 n//NN|NEU|SIN|IND|NOM//nummod//5 liksom//AB//fixed//9 hos//PP//case//12 länsstyr-elserna//NN|UTR|PLU|DEF|NOM//nmod//5 kan//VB|PRS|AKT//aux//16 en//DT|UTR|SIN|IND//det//15 bedömning//NN|UTR|SIN|IND|NOM//nsubj//16 ske//VB|INF|AKT//ROOT//16 från//PP//case//18 fall//NN|NEU|PLU|IND|NOM//obl//16 till//PP//case//20 fall//NN|NEU|SIN|IND|NOM//obl//16 av//PP//mark//27 vad//HP|NEU|SIN|IND//dislocated//27 som//HP|-|-|-//nsubj//27 är//VB|PRS|AKT//cop//27 en//DT|UTR|SIN|IND//det//27 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//27 form//NN|UTR|SIN|IND|NOM//obl//16 fö//NN|NEU|SIN|IND|NOM//amod//29 r//PM|NOM//nmod//27 uppfö//NN|UTR|SIN|IND|NOM//fixed//29 ljningen//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//16
Begrepp (5);Myndigheter//NN|UTR|PLU|IND|NOM//nsubj//18 som//HP|-|-|-//nsubj:pass//2 omfattas//VB|PRS|SFO//acl:relcl//0 av//PP//case//5 fö//UO//amod//5 rordningen//NN|UTR|SIN|DEF|NOM//obl//2 (//PAD//punct//0 1995:686//RG|NOM//appos//0 )//PAD//punct//7 om//PP//case//10 internrevision//NN|UTR|SIN|IND|NOM//nmod//0 vid//PP//case//13 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 myndigheter//NN|UTR|PLU|IND|NOM//nmod//10 m.fl.//AB|AN//punct//0 bö//VB|INF|AKT//nmod//16 r//NN|NEU|SIN|IND|NOM//conj//0 kunna//VB|INF|AKT//aux//18 bygga//VB|INF|AKT//ROOT//18 vidare//AB|KOM//advmod//18 på//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 rutiner//NN|UTR|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//25 redan//AB//advmod//25 gäller//VB|PRS|AKT//acl:relcl//22 .//MAD//punct//18

Varfö r (2);Generellt//AB|POS//advmod//1 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//3 är//VB|PRS|AKT//cop//3 uppfö//NN|UTR|SIN|IND|NOM//ROOT//3 ljningen//NN|UTR|SIN|DEF|NOM//obj//3 behö//NN|UTR|SIN|IND|NOM//conj//3 vlig//JJ|POS|UTR|SIN|IND|NOM//advmod//5 fö//UO//nmod//8 r//UO//obj//5 att//SN//mark//13 miljö//NN|UTR|SIN|IND|NOM//amod//11 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//13 ska//VB|PRS|AKT//aux//13 bli//VB|INF|AKT//ccomp//5 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//13 genom//PP//mark//22 att//SN//mark//22 hinder//NN|NEU|PLU|IND|NOM//nsubj//22 och//KN//cc//19 problem//NN|NEU|PLU|IND|NOM//conj//17 i//PP//case//21 organisationen//NN|UTR|SIN|DEF|NOM//nmod//17 blir//VB|PRS|AKT//advcl//5 upptäckta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//22 och//KN//cc//26 därefter//AB//advmod//26 åt-gärdade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//23 .//MAD//punct//3
Varfö r (2);Den//DT|UTR|SIN|DEF//nsubj//29 behö//NN|UTR|SIN|IND|NOM//parataxis//3 vs//AB|AN//compound:prt//29 också//AB//advmod//33 fö//UO//case//33 r//UO//obj//29 att//IE//mark//35 hålla//VB|INF|AKT//xcomp//29 liv//NN|NEU|SIN|IND|NOM//obj//35 i//PP//case//38 miljö//NN|UTR|SIN|IND|NOM//obl//35 arbetet//NN|NEU|SIN|DEF|NOM//obj//35 .//MAD//punct//29
Varfö r (2);Genom//PP//case//43 uppfö//NN|UTR|SIN|IND|NOM//amod//43 ljningen//NN|UTR|SIN|DEF|NOM//obl//44 visar//VB|PRS|AKT//conj//3 ledningen//NN|UTR|SIN|DEF|NOM//obj//44 att//SN//mark//61 de//DT|UTR/NEU|PLU|DEF//det//48 beslut//NN|NEU|PLU|IND|NOM//dislocated//61 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//52 fattat//VB|SUP|AKT//aux//52 är//VB|PRS|AKT//cop//52 allvarligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//48 och//KN//cc//54 långsiktigt//AB|POS//advmod//55 menade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//52 .//MAD//punct//48
Varfö r (2);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 är//VB|PRS|AKT//cop//61 också//AB//advmod//61 ett//DT|NEU|SIN|IND//det//61 sätt//NN|NEU|SIN|IND|NOM//ccomp//44 att//SN//mark//63 infö//PM|NOM//nsubj//66 r//UO//case//65 personalen//NN|UTR|SIN|DEF|NOM//obl//63 visa//VB|INF|AKT//conj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//66 intresserad//PC|PRF|UTR|SIN|IND|NOM//xcomp//66 av//PP//compound:prt//66 och//KN//cc//71 bry//VB|INF|AKT//conj//66 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//71 om//PL//case//75 det//DT|NEU|SIN|DEF//det//75 arbete//NN|NEU|SIN|IND|NOM//obl//71 som//HP|-|-|-//nsubj//77 utfö//VB|PRT|AKT//acl:relcl//75 rs//NN|UTR|SIN|IND|NOM//obj//77 och//KN//cc//81 det//DT|NEU|SIN|DEF//det//81 engagemang//NN|NEU|SIN|IND|NOM//conj//75 som//HP|-|-|-//nsubj:pass//83 läggs//VB|PRS|SFO//acl:relcl//81 ner//PL//advmod//83 .//MAD//punct//3
Varfö r (2);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//IE//mark//4 se//VB|INF|AKT//csubj//2 på//PL//compound:prt//4 och//KN//cc//7 använda//VB|INF|AKT//conj//4 uppfö//NN|UTR|SIN|IND|NOM//amod//9 ljningen//NN|UTR|SIN|DEF|NOM//obj//7 positivt//JJ|POS|NEU|SIN|IND|NOM//advmod//4 och//KN//cc//12 fö//NN|NEU|SIN|IND|NOM//conj//2 rmedla//VB|INF|AKT//conj//2 denna//DT|UTR|SIN|DEF//det//15 inställning//NN|UTR|SIN|IND|NOM//obj//13 i//PP//case//17 organisationen//NN|UTR|SIN|DEF|NOM//nmod//15 ,//MID//punct//24 och//KN//cc//24 vid//PP//case//21 behov//NN|NEU|SIN|IND|NOM//fixed//19 även//AB//advmod//24 till//PP//case//24 ledningen//NN|UTR|SIN|DEF|NOM//conj//2 .//MAD//punct//2
Varfö r (2);Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//28 kan//VB|PRS|AKT//aux//28 under-lätta//VB|INF|AKT//parataxis//2 kommunikationen//NN|UTR|SIN|DEF|NOM//obj//28 mellan//PP//case//31 anställda//NN|UTR|PLU|IND|NOM//nmod//29 och//KN//cc//33 ledningen//NN|UTR|SIN|DEF|NOM//conj//31 och//KN//cc//35 minska//VB|INF|AKT//conj//28 risken//NN|UTR|SIN|DEF|NOM//obj//35 fö//NN|NEU|SIN|IND|NOM//nmod//38 r//UO//nmod//36 ”//PAD//punct//40 hemmablindhet//NN|UTR|SIN|IND|NOM//nmod//36 ”//PAD//punct//40 .//MAD//punct//28
Varfö r (2);Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//44 utgö//PC|PRF|MAS|SIN|DEF|NOM//conj//28 r//UO//obj//44 därfö//UO//xcomp//44 r//UO//obj//44 inte//AB//advmod//44 enbart//AB//advmod//44 ledningens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 kontrollfunktion//NN|UTR|SIN|IND|NOM//obj//44 .//MAD//punct//44
Varfö r (2);Personalen//NN|UTR|SIN|DEF|NOM//nsubj//55 måste//VB|PRS|AKT//aux//55 få//VB|INF|AKT//parataxis//44 information//NN|UTR|SIN|IND|NOM//obj//55 om//PP//case//58 varfö//IN//nmod//59 r//UO//nummod//60 ledningen//NN|UTR|SIN|DEF|NOM//obl//55 fö//UO//case//62 ljer//VB|PRS|AKT//nmod//60 upp//PL//compound:prt//62 miljö//NN|UTR|SIN|IND|NOM//nmod//62 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//71 eller//KN//cc//67 varfö//NN|NEU|SIN|IND|NOM//conj//65 r//UO//nummod//70 miljö//NN|UTR|SIN|IND|NOM//fixed//68 revision//NN|UTR|SIN|IND|NOM//nmod//67 genomfö//PP//conj//55 rs//NN|UTR|SIN|IND|NOM//obl//71 .//MAD//punct//44

Att fö lja upp utan miljö revision;Uppfö//VB|IMP|AKT//advcl//4 ljningen//NN|UTR|SIN|DEF|NOM//obj//0 bö//UO//nmod//3 r//UO//obl//0 återkomma//VB|INF|AKT//ROOT//4 fortlö//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//4 pande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 och//KN//cc//12 vid//PP//case//10 varje//DT|UTR/NEU|SIN|IND//det//10 tillfälle//NN|NEU|SIN|IND|NOM//obl//12 vara//VB|INF|AKT//cop//12 avgränsad//PC|PRF|UTR|SIN|IND|NOM//conj//4 till//PP//case//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 sakfrågor//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//4
Att fö lja upp utan miljö revision;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//19 kan//VB|PRS|AKT//aux//19 ta//VB|INF|AKT//parataxis//4 fasta//NN|UTR|SIN|IND|NOM//obj//19 på//PP//case//24 de//DT|UTR/NEU|PLU|DEF//det//24 interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 miljömålen//NN|NEU|PLU|IND|NOM//obl//19 och//KN//cc//28 om//SN//mark//28 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//28 nås//VB|PRS|SFO//conj//19 och//KN//cc//33 om//SN//case//31 miljö//NN|UTR|SIN|IND|NOM//obl//33 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//33 blir//VB|PRS|AKT//conj//19 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//33 t.ex.//AB|AN//advmod//33 genom//PP//mark//39 att//SN//mark//39 nyckeltalen//NN|NEU|PLU|DEF|NOM//nsubj//39 visar//VB|PRS|AKT//advcl//33 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//39 .//MAD//punct//19
Att fö lja upp utan miljö revision;Finns//VB|PRS|SFO//advcl//4 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 miljömål//NN|NEU|PLU|IND|NOM//nsubj//42 som//HP|-|-|-//nsubj//47 är//VB|PRS|AKT//aux:pass//47 beslutade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//44 av//PP//case//49 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//47 än//KN//case//51 ledningen//NN|UTR|SIN|DEF|NOM//obl//47 bö//UO//case//53 r//PM|NOM//nmod//51 en//DT|UTR|SIN|IND//det//55 avstämning//NN|UTR|SIN|IND|NOM//obl//47 ske//VB|INF|AKT//advcl//4 om//SN//mark//59 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//59 ligger//VB|PRS|AKT//advcl//56 i//PP//case//63 linje//NN|UTR|SIN|IND|NOM//fixed//60 med//PP//fixed//60 miljö//NN|UTR|SIN|IND|NOM//obl//59 policyn//NN|UTR|SIN|DEF|NOM//obl//59 och//KN//cc//70 med//PP//case//70 de//DT|UTR/NEU|PLU|DEF//det//70 ö//PP//nummod//70 vergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 miljö//NN|UTR|SIN|IND|NOM//nmod//71 -målen//NN|UTR|SIN|DEF|NOM//conj//64 .//MAD//punct//4
Att fö lja upp utan miljö revision;Om//SN//mark//3 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 utrett//VB|SUP|AKT//advcl//13 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//3 fö//NN|NEU|SIN|IND|NOM//case//7 r//UO//nummod//7 miljö//NN|UTR|SIN|IND|NOM//nmod//4 n//NN|NEU|SIN|IND|NOM//obl//3 innan//SN//case//10 beslut//NN|NEU|SIN|IND|NOM//obl//3 om//PP//case//12 regler//NN|UTR|PLU|IND|NOM//nmod//10 fattas//VB|PRS|SFO//nsubj:pass//20 eller//KN//cc//15 infö//PM|NOM//conj//13 r//UO//nummod//18 utredningsfö//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 rslag//NN|NEU|PLU|IND|NOM//obl//13 kan//VB|PRS|AKT//aux//20 belysas//VB|INF|SFO//ROOT//20 i//PP//case//24 en//DT|UTR|SIN|IND//det//23 uppfö//PC|PRF|UTR|SIN|IND|NOM//nmod//24 ljning//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//20
