AVDELNING I;Uppdraget//NN|NEU|SIN|DEF|NOM//ROOT//0 ,//MID//punct//6 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//6 rätt//NN|UTR|SIN|IND|NOM//amod//6 och//KN//cc//5 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 överväganden//NN|NEU|PLU|IND|NOM//conj//0
21 Upphandling som inte omfattas av direktivet;Med//PP//case//1 urvalsförfarande//NN|NEU|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//4 förfarande//NN|NEU|SIN|IND|NOM//nsubj:pass//2 där//HA//advmod//8 alla//DT|UTR/NEU|PLU|IND/DEF//det//7 leverantörer//NN|UTR|PLU|IND|NOM//nsubj//8 har//VB|PRS|AKT//acl:relcl//4 rätt//NN|UTR|SIN|IND|NOM//obj//8 att//IE//mark//11 ansöka//VB|INF|AKT//acl//9 om//PP//mark//15 att//IE//mark//15 få//VB|INF|AKT//aux//15 lämna//VB|INF|AKT//acl//9 anbud//NN|NEU|SIN|IND|NOM//obj//15 ,//MID//punct//20 den//DT|UTR|SIN|DEF//det//20 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//21 inbjuder//VB|PRS|AKT//parataxis//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 leverantörer//NN|UTR|PLU|IND|NOM//obj//21 att//IE//mark//25 lämna//VB|INF|AKT//acl//23 anbud//NN|NEU|PLU|IND|NOM//obj//25 och//KN//cc//32 den//DT|UTR|SIN|DEF//det//30 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//32 får//VB|PRS|AKT//aux//32 förhandla//VB|INF|AKT//conj//25 med//PP//case//37 en//RG|UTR|SIN|IND|NOM//nummod//37 eller//KN//cc//36 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//34 anbudsgivare//NN|UTR|PLU|IND|NOM//obl//32 .//MAD//punct//2
21 Upphandling som inte omfattas av direktivet;Med//PP//case//1 direktupphandlingsförfarande//NN|NEU|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//4 förfarande//NN|NEU|SIN|IND|NOM//nsubj:pass//2 utan//PP//case//6 krav//NN|NEU|SIN|IND|NOM//nmod//4 på//PP//case//8 anbud//NN|NEU|SIN|IND|NOM//nmod//6 .//MAD//punct//2
21 Upphandling som inte omfattas av direktivet;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
21 Upphandling som inte omfattas av direktivet;Definitionerna//NN|UTR|PLU|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 de//DT|UTR/NEU|PLU|DEF//det//3 definitioner//NN|UTR|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj//5 finns//VB|PRS|SFO//acl:relcl//3 i//PP//case//8 1//RG|NOM//nummod//8 kap.//NN|AN//nmod//13 5//RG|NOM//nummod//10 §//NN|AN//obl//11 18–20//RG|NOM//nummod//12 styckena//NN|NEU|PLU|DEF|NOM//nmod//13 LOU//PM|NOM//obl//5 .//MAD//punct//1
21 Upphandling som inte omfattas av direktivet;Annonsering//NN|UTR|SIN|IND|NOM//ROOT//0 vid//PP//case//3 förenklat//PC|PRF|NEU|SIN|IND|NOM//amod//3 förfarande//NN|NEU|SIN|IND|NOM//nmod//0 5//RG|NOM//nummod//5 §//NN|AN//nmod//0
21 Upphandling som inte omfattas av direktivet;Vid//PP//case//2 förenklat//PC|PRF|NEU|SIN|IND|NOM//amod//2 förfarande//NN|NEU|SIN|IND|NOM//obl//7 skall//VB|PRS|AKT//aux//7 den//DT|UTR|SIN|DEF//det//6 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//7 begära//VB|INF|AKT//ROOT//7 anbud//NN|NEU|SIN|IND|NOM//obj//7 genom//PP//case//10 annons//NN|UTR|SIN|IND|NOM//obl//7 i//PP//case//14 en//DT|UTR|SIN|IND//det//14 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 databas//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//14 som//HP|-|-|-//nsubj//19 är//VB|PRS|AKT//cop//19 allmänt//AB|POS//advmod//19 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//14 ,//MID//punct//36 eller//KN//cc//36 genom//PP//case//23 annons//NN|UTR|SIN|IND|NOM//obl//36 i//PP//case//26 annan//JJ|POS|UTR|SIN|IND|NOM//amod//26 form//NN|UTR|SIN|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//28 leder//VB|PRS|AKT//acl:relcl//26 till//PP//case//31 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//31 konkurrens//NN|UTR|SIN|IND|NOM//obl//28 ,//MID//punct//23 om//SN//mark//36 inte//AB//advmod//36 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//36 följer//VB|PRS|AKT//conj//19 av//PP//case//39 6//RG|NOM//nummod//39 §//NN|AN//obl//36 .//MAD//punct//7
21 Upphandling som inte omfattas av direktivet;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
21 Upphandling som inte omfattas av direktivet;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 överensstämmer//VB|PRS|AKT//ROOT//1 med//PP//case//5 6//RG|NOM//nummod//4 kap.//NN|AN//nmod//5 2//RG|NOM//obl//1 a//NN|NEU|SIN|IND|NOM//case//8 §//NN|AN//nmod//8 LOU//PM|NOM//obl//1 .//MAD//punct//1
21 Upphandling som inte omfattas av direktivet;Begäran//NN|UTR|SIN|IND|NOM//ROOT//0 om//PP//case//2 anbud//NN|NEU|SIN|IND|NOM//nmod//0 utan//PP//case//5 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 annonsering//NN|UTR|SIN|IND|NOM//nmod//2 6//RG|NOM//nummod//7 §//NN|AN//nmod//5
21 Upphandling som inte omfattas av direktivet;En//DT|UTR|SIN|IND//det//2 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 myndighet//NN|UTR|SIN|IND|NOM//nsubj//3 får//VB|PRS|AKT//aux//7 utan//PP//case//6 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 annonsering//NN|UTR|SIN|IND|NOM//obl//7 begära//VB|INF|AKT//ROOT//7 anbud//NN|NEU|SIN|IND|NOM//obj//7 genom//PP//mark//11 att//IE//mark//11 skicka//VB|INF|AKT//advcl//7 en//DT|UTR|SIN|IND//det//13 skrivelse//NN|UTR|SIN|IND|NOM//obj//11 till//PP//case//17 endast//AB//advmod//16 en//DT|UTR|SIN|IND//det//17 leverantör//NN|UTR|SIN|IND|NOM//obl//11 om//PP//case//19 1//RG|NOM//nmod//17 .//MID//punct//7
21 Upphandling som inte omfattas av direktivet;det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 vid//PP//case//26 ett//DT|NEU|SIN|IND//det//26 annonserat//PC|PRF|NEU|SIN|IND|NOM//amod//26 förenklat//PC|PRF|NEU|SIN|IND|NOM//amod//26 förfarande//NN|NEU|SIN|IND|NOM//obl//28 inte//AB//advmod//28 lämnats//VB|SUP|SFO//parataxis//7 några//DT|UTR/NEU|PLU|IND//det//30 anbud//NN|NEU|PLU|IND|NOM//obj//28 eller//KN//cc//33 inte//AB//advmod//33 lämnats//VB|SUP|SFO//conj//28 några//DT|UTR/NEU|PLU|IND//det//36 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 anbud//NN|NEU|PLU|IND|NOM//nsubj:pass//33 ,//MID//punct//39 under//PP//case//39 förutsättning//NN|UTR|SIN|IND|NOM//obl//33 att//SN//mark//49 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//49 i//PP//case//43 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//obl//49 ursprungligen//AB//advmod//46 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 kontraktsvillkoren//NN|NEU|PLU|DEF|NOM//nmod//43 inte//AB//advmod//49 väsentligt//AB|POS//advmod//49 ändrats//VB|SUP|SFO//acl//39 ,//MID//punct//49 2//RG|NOM//nummod//49 .//MAD//punct//7
21 Upphandling som inte omfattas av direktivet;det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 är//VB|PRS|AKT//cop//55 fråga//NN|UTR|SIN|IND|NOM//conj//7 om//PP//case//57 varor//NN|UTR|PLU|IND|NOM//obl//55 som//HP|-|-|-//nsubj:pass//59 framställs//VB|PRS|SFO//acl:relcl//57 enbart//AB//advmod//62 för//PP//case//62 forskning//NN|UTR|SIN|IND|NOM//obl//59 ,//MID//punct//64 utveckling//NN|UTR|SIN|IND|NOM//conj//62 ,//MID//punct//66 experiment//NN|NEU|PLU|IND|NOM//conj//62 eller//KN//cc//68 studier//NN|UTR|PLU|IND|NOM//conj//62 ,//MID//punct//71 under//PP//case//71 förutsättning//NN|UTR|SIN|IND|NOM//conj//55 att//SN//mark//75 framställningen//NN|UTR|SIN|DEF|NOM//nsubj//75 inte//AB//advmod//75 sker//VB|PRS|AKT//acl//71 i//PP//case//77 vinstsyfte//NN|NEU|SIN|IND|NOM//obl//75 eller//KN//cc//81 för//PP//mark//81 att//IE//mark//81 täcka//VB|INF|AKT//conj//75 forsknings-//NN|UTR|-|-|SMS//obj//81 och//KN//cc//84 utvecklingskostnader//NN|UTR|PLU|IND|NOM//conj//82 ,//MID//punct//81 3//RG|NOM//nummod//81 .//MID//punct//55
21 Upphandling som inte omfattas av direktivet;det//PN|NEU|SIN|DEF|SUB/OBJ//parataxis//55 som//HP|-|-|-//nsubj:pass//91 skall//VB|PRS|AKT//aux//91 upphandlas//VB|INF|SFO//acl:relcl//88 av//PP//case//96 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 eller//KN//cc//95 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//93 skäl//NN|NEU|PLU|IND|NOM//obl:agent//91 eller//KN//cc//103 på//PP//case//101 grund//NN|UTR|SIN|IND|NOM//fixed//98 av//PP//fixed//98 ensamrätt//NN|UTR|SIN|IND|NOM//obl//103 kan//VB|PRS|AKT//aux//103 levereras//VB|INF|SFO//conj//91 av//PP//case//108 endast//AB//advmod//108 en//DT|UTR|SIN|IND//det//108 viss//JJ|POS|UTR|SIN|IND|NOM//amod//108 leverantör//NN|UTR|SIN|IND|NOM//obl:agent//103 ,//MID//punct//103 eller//KN//cc//111 4//RG|NOM//conj//109 .//MID//punct//55
21 Upphandling som inte omfattas av direktivet;det//PN|NEU|SIN|DEF|SUB/OBJ//expl//114 gäller//VB|PRS|AKT//conj//7 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//116 leveranser//NN|UTR|PLU|IND|NOM//obj//114 från//PP//case//120 den//DT|UTR|SIN|DEF//det//120 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//120 leverantören//NN|UTR|SIN|DEF|NOM//nmod//116 ,//MID//punct//122 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//114 antingen//KN//cc//125 som//KN//case//125 delersättning//NN|UTR|SIN|IND|NOM//nsubj//138 för//PP//case//128 eller//KN//cc//128 tillägg//NN|NEU|SIN|IND|NOM//nmod//125 till//PP//case//131 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//131 leveranser//NN|UTR|PLU|IND|NOM//nmod//128 och//KN//cc//134 ett//DT|NEU|SIN|IND//det//134 byte//NN|NEU|SIN|IND|NOM//conj//131 av//PP//case//136 leverantör//NN|UTR|SIN|IND|NOM//nmod//134 skulle//VB|PRT|AKT//aux//138 medföra//VB|INF|AKT//conj//114 oskäliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//143 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//143 eller//KN//cc//142 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//140 olägenheter//NN|UTR|PLU|IND|NOM//obj//138 .//MAD//punct//7
21 Upphandling som inte omfattas av direktivet;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
21 Upphandling som inte omfattas av direktivet;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 överensstämmer//VB|PRS|AKT//ROOT//1 med//PP//case//4 6//RG|NOM//nummod//4 kap//NN|AN//obl//1 2//RG|NOM//nummod//4 b//NN|NEU|SIN|IND|NOM//case//8 §//NN|AN//nmod//8 LOU//PM|NOM//obl//1 .//MAD//punct//1
21 Upphandling som inte omfattas av direktivet;Annonsering//NN|UTR|SIN|IND|NOM//ROOT//0 vid//PP//case//4 urvalsförfarande//NN|NEU|SIN|IND|NOM//advmod//3 7//RG|NOM//nummod//4 §//NN|AN//nmod//0
21 Upphandling som inte omfattas av direktivet;Vid//PP//case//1 tillämpning//NN|UTR|SIN|IND|NOM//obl//8 av//PP//case//3 urvalsförfarande//NN|NEU|SIN|IND|NOM//nmod//1 skall//VB|PRS|AKT//aux//8 den//DT|UTR|SIN|DEF//det//7 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//8 publicera//VB|INF|AKT//advcl//27 en//DT|UTR|SIN|IND//det//10 ansökningsinbjudan//NN|UTR|SIN|IND|NOM//obj//8 genom//PP//case//12 annons//NN|UTR|SIN|IND|NOM//obl//8 i//PP//case//16 en//DT|UTR|SIN|IND//det//16 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//16 databas//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//16 som//HP|-|-|-//nsubj//21 är//VB|PRS|AKT//cop//21 allmänt//AB|POS//advmod//21 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//16 .//MAD//punct//8
21 Upphandling som inte omfattas av direktivet;Av//PP//case//24 inbjudan//NN|UTR|SIN|IND|NOM//obl//8 skall//VB|PRS|AKT//aux//27 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 framgå//VB|INF|AKT//ROOT//27 1//RG|NOM//nummod//27 .//MID//punct//27
21 Upphandling som inte omfattas av direktivet;hur//HA//advmod//39 en//DT|UTR|SIN|IND//det//32 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//39 om//PP//mark//36 att//IE//mark//36 få//VB|INF|AKT//aux//36 lämna//VB|INF|AKT//acl//32 anbud//NN|NEU|SIN|IND|NOM//obj//36 får//VB|PRS|AKT//aux//39 lämnas//VB|INF|SFO//appos//27 och//KN//cc//39 2//RG|NOM//nummod//39 .//MAD//punct//27
21 Upphandling som inte omfattas av direktivet;den//DT|UTR|SIN|DEF//det//44 dag//NN|UTR|SIN|IND|NOM//parataxis//27 då//HA//advmod//50 ansökan//NN|UTR|SIN|IND|NOM//nsubj//50 senast//AB|SUV//advmod//50 skall//VB|PRS|AKT//aux//50 ha//VB|INF|AKT//aux//50 kommit//VB|SUP|AKT//acl:relcl//44 in//PL//compound:prt//50 .//MAD//punct//27
21 Upphandling som inte omfattas av direktivet;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//54 får//VB|PRS|AKT//aux//58 i//PP//case//57 sin//PS|UTR|SIN|DEF//nmod:poss//57 inbjudan//NN|UTR|SIN|IND|NOM//obl//58 ange//VB|INF|AKT//parataxis//27 det//DT|NEU|SIN|DEF//det//60 antal//NN|NEU|SIN|IND|NOM//nmod//61 leverantörer//NN|UTR|PLU|IND|NOM//obj//58 som//HP|-|-|-//obj//64 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//64 avser//VB|PRS|AKT//acl:relcl//61 att//IE//mark//66 bjuda//VB|INF|AKT//xcomp//64 in//PL//compound:prt//66 att//IE//mark//69 lämna//VB|INF|AKT//xcomp//66 anbud//NN|NEU|PLU|IND|NOM//obj//69 .//MAD//punct//27
21 Upphandling som inte omfattas av direktivet;Antalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//74 skall//VB|PRS|AKT//aux//74 bestämmas//VB|INF|SFO//parataxis//27 med//PP//case//78 hänsyn//NN|UTR|SIN|IND|NOM//fixed//75 till//PP//fixed//75 arten//NN|UTR|SIN|DEF|NOM//obl//74 av//PP//case//80 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//78 som//HP|-|-|-//nsubj:pass//83 skall//VB|PRS|AKT//aux//83 upphandlas//VB|INF|SFO//acl:relcl//80 och//KN//cc//87 vara//VB|INF|AKT//cop//87 tillräckligt//AB|POS//advmod//87 stort//JJ|POS|NEU|SIN|IND|NOM//conj//83 för//PP//mark//93 att//SN//mark//93 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//91 konkurrens//NN|UTR|SIN|IND|NOM//nsubj:pass//93 skall//VB|PRS|AKT//aux//93 uppnås//VB|INF|SFO//advcl//83 .//MAD//punct//27
21 Upphandling som inte omfattas av direktivet;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
21 Upphandling som inte omfattas av direktivet;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 överensstämmer//VB|PRS|AKT//ROOT//1 med//PP//case//4 6//RG|NOM//nummod//4 kap//NN|AN//obl//1 2//RG|NOM//nummod//4 c//NN|AN//case//8 §//NN|AN//nmod//8 LOU//PM|NOM//nmod//4 .//MAD//punct//1
21 Upphandling som inte omfattas av direktivet;1//RG|NOM//nummod//11 kap.//NN|AN//nmod//14 5//RG|NOM//nummod//13 §//NN|AN//nmod//14 LOU//PM|NOM//nsubj//15 innehåller//VB|PRS|AKT//parataxis//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 definition//NN|UTR|SIN|IND|NOM//obj//15 av//PP//case//19 ansökningsinbjudan//NN|UTR|SIN|DEF|NOM//nmod//17 ://MID//punct//15
21 Upphandling som inte omfattas av direktivet;underlag//NN|NEU|SIN|IND|NOM//parataxis//15 varigenom//HA//advmod//21 den//DT|UTR|SIN|DEF//det//25 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 enheten//NN|UTR|SIN|DEF|NOM//nsubj//26 inbjuder//VB|PRS|AKT//acl:relcl//21 leverantörer//NN|UTR|PLU|IND|NOM//obj//26 att//IE//mark//29 ansöka//VB|INF|AKT//advcl//26 om//PP//mark//33 att//IE//mark//33 få//VB|INF|AKT//aux//33 lämna//VB|INF|AKT//advcl//29 anbud//NN|NEU|SIN|IND|NOM//obj//33 vid//PP//case//36 urvalsupphandling//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//1
21 Upphandling som inte omfattas av direktivet;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//40 har//VB|PRS|AKT//aux//40 bedömts//VB|SUP|SFO//parataxis//1 inte//AB//advmod//40 tillföra//VB|INF|AKT//xcomp//40 något//PN|NEU|SIN|IND|SUB/OBJ//obj//42 utöver//PP//mark//47 vad//HP|NEU|SIN|IND//dislocated//47 som//HP|-|-|-//nsubj:pass//47 anges//VB|PRS|SFO//acl//43 7//RG|NOM//nummod//49 §//NN|AN//obj//47 och//KN//cc//54 har//VB|PRS|AKT//aux//54 därför//AB//advmod//54 inte//AB//advmod//54 tagits//VB|SUP|SFO//conj//40 in//PL//compound:prt//54 i//PP//case//58 detta//DT|NEU|SIN|DEF//det//58 kapitel//NN|NEU|SIN|IND|NOM//obl//54 .//MAD//punct//40
21 Upphandling som inte omfattas av direktivet;Förfrågningsunderlag//NN|NEU|PLU|IND|NOM//ROOT//0 8//RG|NOM//nummod//2 §//NN|AN//obj//0
21 Upphandling som inte omfattas av direktivet;De//DT|UTR/NEU|PLU|DEF//det//2 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 specifikationerna//NN|UTR|PLU|DEF|NOM//nsubj//5 får//VB|PRS|AKT//aux//5 inte//AB//advmod//5 innehålla//VB|INF|AKT//ROOT//5 uppgifter//NN|UTR|PLU|IND|NOM//obj//5 om//PP//case//8 tillverkning//NN|UTR|SIN|IND|NOM//nmod//6 ,//MID//punct//10 ursprung//NN|NEU|SIN|IND|NOM//conj//8 eller//KN//cc//13 särskilt//AB//advmod//13 framställningssätt//NN|NEU|PLU|IND|NOM//conj//8 eller//KN//cc//15 hänvisningar//NN|UTR|PLU|IND|NOM//conj//8 till//PP//case//17 varumärke//NN|NEU|SIN|IND|NOM//nmod//15 ,//MID//punct//19 patent//NN|NEU|SIN|IND|NOM//conj//17 eller//KN//cc//21 typ//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//23 ursprung//NN|NEU|SIN|IND|NOM//conj//17 eller//KN//cc//25 tillverkning//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//5 om//SN//mark//29 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 leder//VB|PRS|AKT//advcl//5 till//PP//mark//36 att//SN//mark//36 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//36 eller//KN//cc//35 produkter//NN|UTR|PLU|IND|NOM//conj//33 gynnas//VB|PRS|SFO//ccomp//29 eller//KN//cc//38 missgynnas//VB|INF|SFO//conj//36 .//MAD//punct//5
21 Upphandling som inte omfattas av direktivet;Uppgifter//NN|UTR|PLU|IND|NOM//nsubj//8 och//KN//cc//2 hänvisningar//NN|UTR|PLU|IND|NOM//conj//0 som//HP|-|-|-//nsubj:pass//4 avses//VB|PRS|SFO//acl:relcl//2 i//PP//case//7 första//RO|NOM//amod//7 stycket//NN|NEU|SIN|DEF|NOM//obl//4 får//VB|PRS|AKT//aux//12 dock//AB//advmod//12 i//PP//advmod//12 undantagsfall//NN|NEU|PLU|IND|NOM//fixed//10 förekomma//VB|INF|AKT//ROOT//12 i//PP//case//14 specifikationerna//NN|UTR|PLU|DEF|NOM//obl//12 ,//MID//punct//21 om//SN//mark//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 annars//AB//advmod//21 inte//AB//advmod//21 är//VB|PRS|AKT//cop//21 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//12 att//IE//mark//23 beskriva//VB|INF|AKT//csubj//21 föremålet//NN|NEU|SIN|DEF|NOM//obj//23 för//PP//case//26 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//23 tillräckligt//AB|POS//advmod//28 preciserat//PC|PRF|NEU|SIN|IND|NOM//xcomp//23 och//KN//cc//30 begripligt//AB|POS//conj//28 .//MAD//punct//12
21 Upphandling som inte omfattas av direktivet;"En//DT|UTR|SIN|IND//det//34 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//34 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//38 eller//KN//cc//36 hänvisning//NN|UTR|SIN|IND|NOM//conj//34 skall//VB|PRS|AKT//aux//38 följas//VB|INF|SFO//parataxis//12 av//PP//case//40 orden//NN|NEU|PLU|DEF|NOM//obl:agent//38 ""//PAD//punct//43 eller//KN//cc//43 likvärdig//JJ|POS|UTR|SIN|IND|NOM//conj//40 ""//PAD//punct//43 .//MAD//punct//49"
21 Upphandling som inte omfattas av direktivet;Av//PP//case//47 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//obl//49 skall//VB|PRS|AKT//aux//49 framgå//VB|INF|AKT//conj//12 om//PP//case//52 ett//DT|NEU|SIN|IND//det//52 anbud//NN|NEU|SIN|IND|NOM//obl//49 kan//VB|PRS|AKT//aux//56 komma//VB|INF|AKT//aux//56 att//IE//mark//56 antas//VB|INF|SFO//conj//12 utan//PP//case//59 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 förhandling//NN|UTR|SIN|IND|NOM//obl//56 .//MAD//punct//12
21 Upphandling som inte omfattas av direktivet;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
21 Upphandling som inte omfattas av direktivet;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 6//RG|NOM//nummod//3 kap.//NN|AN//nmod//6 3//RG|NOM//nummod//5 §//NN|AN//nmod//6 LOU//PM|NOM//obj//1 men//KN//cc//13 de//DT|UTR/NEU|PLU|DEF//det//11 två//RG|NOM//nummod//11 första//RO|NOM//amod//11 styckena//NN|NEU|PLU|DEF|NOM//nsubj:pass//13 har//VB|PRS|AKT//aux//13 utformats//VB|SUP|SFO//conj//1 i//PP//case//17 enlighet//NN|UTR|SIN|IND|NOM//fixed//14 med//PP//fixed//14 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//13 i//PP//case//20 8//RG|NOM//nummod//20 kap.//NN|AN//nmod//17 6//RG|NOM//nummod//22 §//NN|AN//obl//13 .//MID//punct//1
21 Upphandling som inte omfattas av direktivet;Att//SN//mark//35 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//35 i//PP//case//28 8//RG|NOM//nummod//28 kap.//NN|AN//nmod//25 9//RG|NOM//nummod//30 §//NN|AN//nmod//25 om//PP//mark//34 miljömärken//NN|NEU|PLU|IND|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 tillämplig//JJ|POS|UTR|SIN|IND|NOM//nmod//25 framgår//VB|PRS|AKT//ccomp//1 av//PP//case//38 2//RG|NOM//nummod//38 §//NN|AN//obl//35 i//PP//case//41 detta//DT|NEU|SIN|DEF//det//41 kapitel//NN|NEU|SIN|IND|NOM//nmod//38 .//MAD//punct//1
21 Upphandling som inte omfattas av direktivet;Rätt//NN|UTR|SIN|IND|NOM//ROOT//0 att//IE//mark//2 få//VB|INF|AKT//acl//0 del//NN|UTR|SIN|IND|NOM//obj//2 av//PP//case//5 förfrågningsunderlag//NN|NEU|PLU|IND|NOM//obl//2 9//RG|NOM//nummod//7 §//NN|AN//obl//2
21 Upphandling som inte omfattas av direktivet;En//DT|UTR|SIN|IND//det//1 leverantör//NN|UTR|SIN|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj:pass//5 inte//AB//advmod//5 särskilt//AB//advmod//5 tillfrågats//VB|SUP|SFO//acl:relcl//1 har//VB|PRS|AKT//ROOT//6 rätt//PL//obj//6 att//IE//mark//11 på//PP//case//10 begäran//NN|UTR|SIN|IND|NOM//obl//11 få//VB|INF|AKT//acl//7 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//obj//11 på//PP//case//15 samma//DT|UTR/NEU|SIN/PLU|IND//det//15 villkor//NN|NEU|PLU|IND|NOM//obl//11 som//KN//mark//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 leverantörer//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//6
21 Upphandling som inte omfattas av direktivet;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
21 Upphandling som inte omfattas av direktivet;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 överensstämmer//VB|PRS|AKT//ROOT//1 i//PP//advmod//1 sak//NN|UTR|SIN|IND|NOM//fixed//2 med//PP//fixed//2 6//RG|NOM//nummod//6 kap.//NN|AN//nmod//9 4//RG|NOM//nummod//8 §//NN|AN//nmod//9 LOU//PM|NOM//obl//1 .//MAD//punct//1
