Sammanfattning;Den//DT|UTR|SIN|DEF//det//1 undersökning//NN|UTR|SIN|IND|NOM//nsubj//8 som//HP|-|-|-//nsubj//3 skett//VB|SUP|AKT//acl:relcl//1 vid//PP//case//5 Skattemyndigheten//PM|NOM//obl//3 i//PP//case//7 Växjöregionen//PM|NOM//nmod//5 leder//VB|PRS|AKT//ROOT//8 fram//PL//compound:prt//8 till//PP//mark//16 att//SN//mark//16 total//JJ|POS|UTR|SIN|IND|NOM//amod//13 resursåtgång//NN|UTR|SIN|IND|NOM//nsubj//16 för//PP//case//15 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//13 föranledda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//8 av//PP//case//18 förekomsten//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 skattesatser//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//23 moms//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//25 Skatteverket//PM|NOM//nmod//23 i//PP//case//27 riket//NN|NEU|SIN|DEF|NOM//nmod//25 som//KN//nsubj:pass//31 helhet//NN|UTR|SIN|IND|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 uppskattas//VB|INF|SFO//acl:relcl//18 till//PP//case//35 cirka//AB//advmod//34 130–150//RG|NOM//nummod//35 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//8
12.4 Den yttersta gränsen för lågmomsområdet;Finansieringen//NN|UTR|SIN|DEF|NOM//nsubj//149 av//PP//case//141 de//DT|UTR/NEU|PLU|DEF//det//141 kraftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//141 skattesänkningarna//NN|UTR|PLU|DEF|NOM//nmod//137 i//PP//case//145 en//DT|UTR|SIN|IND//det//145 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//145 situation//NN|UTR|SIN|IND|NOM//nmod//141 skulle//VB|PRT|AKT//aux//149 alltså//AB//advmod//149 behöva//VB|INF|AKT//aux//149 ske//VB|INF|AKT//parataxis//122 utanför//PP//case//151 momssystemet//NN|NEU|SIN|DEF|NOM//obl//149 och//KN//cc//154 även//AB//advmod//154 behöva//VB|INF|AKT//conj//149 beakta//VB|INF|AKT//xcomp//154 bortfallet//NN|NEU|SIN|DEF|NOM//obj//155 av//PP//case//158 momsbaser//NN|UTR|PLU|IND|NOM//nmod//156 till//PP//case//162 följd//NN|UTR|SIN|IND|NOM//fixed//159 av//PP//fixed//159 efterfrågeeffekter//NN|UTR|PLU|IND|NOM//obl//155 .//MAD//punct//2
12.4 Den yttersta gränsen för lågmomsområdet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//167 kan//VB|PRS|AKT//aux//167 också//AB//advmod//167 innebära//VB|INF|AKT//parataxis//2 att//SN//mark//175 ineffektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//170 skattebaser//NN|UTR|PLU|IND|NOM//nsubj:pass//175 än//KN//mark//172 momsen//NN|UTR|SIN|DEF|NOM//nmod//170 skulle//VB|PRT|AKT//aux//175 behöva//VB|INF|AKT//aux//175 utnyttjas//VB|INF|SFO//ccomp//167 för//PP//case//177 finansieringen//NN|UTR|SIN|DEF|NOM//obl//175 .//MAD//punct//2
12.4 Den yttersta gränsen för lågmomsområdet;För//PP//mark//3 att//IE//mark//3 ändå//AB//advmod//3 få//VB|INF|AKT//advcl//22 en//DT|UTR|SIN|IND//det//5 uppfattning//NN|UTR|SIN|IND|NOM//obj//3 om//PP//mark//12 vilka//HD|UTR/NEU|PLU|IND//det//8 effekter//NN|UTR|PLU|IND|NOM//dislocated//12 som//HP|-|-|-//nsubj:pass//12 enligt//PP//case//11 modellen//NN|UTR|SIN|DEF|NOM//obl//12 beräknas//VB|PRS|SFO//advcl//3 uppkomma//VB|INF|AKT//xcomp//12 på//PP//case//15 konsumtionsmönster//NN|UTR|PLU|IND|NOM//obl//12 och//KN//cc//17 inkomstfördelning//NN|UTR|SIN|IND|NOM//conj//15 är//VB|PRS|AKT//cop//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 av//PP//case//22 visst//JJ|POS|NEU|SIN|IND|NOM//amod//22 intresse//NN|NEU|SIN|IND|NOM//nsubj:pass//49 att//IE//mark//24 analysera//VB|INF|AKT//acl//22 omläggningen//NN|UTR|SIN|DEF|NOM//obj//24 som//KN//case//29 en//DT|UTR|SIN|IND//det//28 budgetneutral//JJ|POS|UTR|SIN|IND|NOM//nmod//29 momssatsförändring//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//32
12.4 Den yttersta gränsen för lågmomsområdet;Omläggningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 förutsätts//VB|PRS|SFO//conj//22 här//AB//advmod//32 alltså//AB//advmod//35 finansieras//VB|INF|SFO//advcl//32 inom//PP//case//37 momssystemet//NN|NEU|SIN|DEF|NOM//obl//35 ,//MID//punct//32 trots//PP//mark//46 att//SN//mark//46 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//46 inte//AB//advmod//46 är//VB|PRS|AKT//cop//46 ett//DT|NEU|SIN|IND//det//46 realistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//46 alternativ//NN|NEU|SIN|IND|NOM//advcl//32 .//MAD//punct//32
12.4 Den yttersta gränsen för lågmomsområdet;Därvid//AB//advmod//32 bortses//VB|PRS|SFO//ROOT//49 alltså//AB//advmod//49 från//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 ovannämnda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 skäl//NN|NEU|PLU|IND|NOM//obl//49 som//HP|-|-|-//nsubj//56 gör//VB|PRS|AKT//acl:relcl//54 en//DT|UTR|SIN|IND//det//59 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//59 omläggning//NN|UTR|SIN|IND|NOM//obj//56 orealistisk//JJ|POS|UTR|SIN|IND|NOM//xcomp//56 och//KN//cc//75 från//PP//mark//75 att//SN//mark//75 de//DT|UTR/NEU|PLU|DEF//det//66 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//75 för//PP//case//68 finansiering//NN|UTR|SIN|IND|NOM//nmod//66 av//PP//case//72 de//DT|UTR/NEU|PLU|DEF//det//72 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 utgifterna//NN|UTR|PLU|DEF|NOM//nmod//68 skulle//VB|PRT|AKT//aux//75 kunna//VB|INF|AKT//aux//75 öka//VB|INF|AKT//conj//56 .//MAD//punct//49
12.4 Den yttersta gränsen för lågmomsområdet;En//DT|UTR|SIN|IND//det//2 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//2 förändring//NN|UTR|SIN|IND|NOM//nsubj//5 skulle//VB|PRT|AKT//aux//5 framförallt//AB//advmod//5 innebära//VB|INF|AKT//ROOT//5 sänkt//PC|PRF|UTR|SIN|IND|NOM//xcomp//5 moms//NN|UTR|SIN|IND|NOM//obj//6 inom//PP//case//9 konsumtionsområden//NN|NEU|PLU|IND|NOM//obl//6 som//KN//mark//11 livsmedel//NN|NEU|SIN|IND|NOM//appos//9 ,//MID//punct//13 restaurang//NN|UTR|SIN|IND|NOM//conj//11 ,//MID//punct//15 medicin//NN|UTR|SIN|IND|NOM//conj//11 m.m.//AB|AN//conj//11 ,//MID//punct//18 bostad//NN|UTR|SIN|IND|NOM//conj//11 samt//KN//cc//20 hotell//NN|NEU|SIN|IND|NOM//conj//11 (//PAD//punct//9 en//DT|UTR|SIN|IND//det//25 mer//AB|KOM//advmod//24 detaljerad//PC|PRF|UTR|SIN|IND|NOM//amod//25 lista//NN|UTR|SIN|IND|NOM//nsubj:pass//26 visas//VB|PRS|SFO//acl:relcl//9 i//PP//case//29 kapitel//NN|NEU|SIN|IND|NOM//nmod//29 14//RG|NOM//obl//26 )//PAD//punct//9 .//MAD//punct//5
12.4 Den yttersta gränsen för lågmomsområdet;På//PP//case//34 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 områden//NN|NEU|PLU|IND|NOM//obl//45 ,//MID//punct//34 som//HP|-|-|-//nsubj//39 idag//AB//advmod//39 är//VB|PRS|AKT//cop//39 beskattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//34 med//PP//case//41 skattesatsen//NN|UTR|SIN|DEF|NOM//obl//39 25//RG|NOM//nummod//43 procent//NN|UTR|PLU|IND|NOM//obl//39 ,//MID//punct//34 höjs//VB|PRS|SFO//parataxis//5 momssatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//45 i//PP//case//49 detta//DT|NEU|SIN|DEF//det//49 räkneexempel//NN|NEU|SIN|IND|NOM//nmod//46 till//PP//case//52 36,6//RG|NOM//nummod//52 procent//NN|UTR|PLU|IND|NOM//obl//45 .//MAD//punct//5
12.4 Den yttersta gränsen för lågmomsområdet;Denna//DT|UTR|SIN|DEF//det//55 momsförändring//NN|UTR|SIN|IND|NOM//nsubj//60 skulle//VB|PRT|AKT//aux//60 enligt//PP//case//59 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 beräkningar//NN|UTR|PLU|IND|NOM//obl//60 innebära//VB|INF|AKT//parataxis//5 att//SN//mark//66 22//RG|NOM//nummod//63 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//66 av//PP//case//65 momsuttaget//NN|NEU|SIN|DEF|NOM//nmod//63 flyttas//VB|PRS|SFO//ccomp//60 till//PP//case//69 de//DT|UTR/NEU|PLU|DEF//det//69 varor//NN|UTR|PLU|IND|NOM//obl//66 som//HP|-|-|-//nsubj:pass//72 skulle//VB|PRT|AKT//aux//72 beskattas//VB|INF|SFO//acl:relcl//69 med//PP//case//74 skattesatsen//NN|UTR|SIN|DEF|NOM//obl//72 36,6//RG|NOM//nummod//76 procent//NN|UTR|PLU|IND|NOM//obl//72 .//MAD//punct//5
12.4 Den yttersta gränsen för lågmomsområdet;I//PP//case//2 diagram//NN|NEU|SIN|IND|NOM//nmod//2 12.18//RG|NOM//obl//3 visas//VB|PRS|SFO//ROOT//3 vilka//HD|UTR/NEU|PLU|IND//det//6 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 priseffekter//NN|UTR|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj:pass//9 då//AB//advmod//9 väntas//VB|PRS|SFO//acl:relcl//6 uppkomma//VB|INF|AKT//xcomp//9 på//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 18//RG|NOM//nummod//14 konsumtionsvarugrupperna//NN|UTR|PLU|DEF|NOM//obl//9 .//MAD//punct//3
12.4 Den yttersta gränsen för lågmomsområdet;Priserna//NN|NEU|PLU|DEF|NOM//nsubj:pass//17 beräknas//VB|PRS|SFO//parataxis//3 sjunka//VB|INF|AKT//xcomp//17 mest//AB|SUV//advmod//18 på//PP//case//21 restaurangtjänster//NN|UTR|PLU|IND|NOM//obl//18 ,//MID//punct//17 med//PP//case//25 14,5//RG|NOM//nummod//25 procent//NN|UTR|PLU|IND|NOM//obl//40 .//MAD//punct//25
12.4 Den yttersta gränsen för lågmomsområdet;Varugruppen//NN|UTR|SIN|DEF|NOM//amod//28 medicin//NN|UTR|SIN|IND|NOM//nsubj//31 m.m.//AB|AN//conj//28 skulle//VB|PRT|AKT//aux//31 få//VB|INF|AKT//parataxis//25 prissänkningar//NN|UTR|PLU|IND|NOM//obj//31 på//PP//case//36 nästan//AB//advmod//35 10//RG|NOM//nummod//36 procent//NN|UTR|PLU|IND|NOM//nmod//32 (//PAD//punct//36 denna//DT|UTR|SIN|DEF//det//39 prissänkning//NN|UTR|SIN|IND|NOM//nsubj//40 motsvarar//VB|PRS|AKT//advcl//17 ett//DT|NEU|SIN|IND//det//42 genomsnitt//NN|NEU|SIN|IND|NOM//obj//40 av//PP//case//44 varor//NN|UTR|PLU|IND|NOM//nmod//42 med//PP//case//47 normal//JJ|POS|UTR|SIN|IND|NOM//amod//47 skattesats//NN|UTR|SIN|IND|NOM//nmod//44 och//KN//cc//50 receptbelagd//JJ|POS|UTR|SIN|IND|NOM//amod//50 medicin//NN|UTR|SIN|IND|NOM//conj//47 som//HP|-|-|-//nsubj:pass//53 idag//AB//advmod//53 beskattas//VB|PRS|SFO//acl:relcl//50 med//PP//case//56 0//RG|NOM//nummod//56 %//NN|AN//obl//53 )//PAD//punct//17 .//MAD//punct//3
12.4 Den yttersta gränsen för lågmomsområdet;Priserna//NN|NEU|PLU|DEF|NOM//nsubj//66 på//PP//case//61 livsmedel//NN|NEU|PLU|IND|NOM//nmod//59 ,//MID//punct//63 bostadstjänster//NN|UTR|PLU|IND|NOM//conj//61 samt//KN//cc//65 hotell//NN|NEU|PLU|IND|NOM//conj//61 minskar//VB|PRS|AKT//parataxis//3 med//PP//case//69 5//RG|NOM//nummod//69 procent//NN|UTR|PLU|IND|NOM//obl//66 .//MAD//punct//66
12.4 Den yttersta gränsen för lågmomsområdet;På//PP//case//73 de//DT|UTR/NEU|PLU|DEF//det//73 konsumtionsvaror//NN|UTR|PLU|IND|NOM//obl//66 som//HP|-|-|-//nsubj//76 idag//AB//advmod//76 har//VB|PRS|AKT//acl:relcl//73 25//RG|NOM//nummod//78 procents//NN|UTR|PLU|IND|GEN//nmod:poss//79 moms//NN|UTR|SIN|IND|NOM//obj//76 kan//VB|PRS|AKT//aux//82 priserna//NN|NEU|PLU|DEF|NOM//nsubj:pass//82 väntas//VB|INF|SFO//acl:relcl//73 öka//VB|INF|AKT//xcomp//82 med//PP//case//86 10//RG|NOM//nummod//86 procent//NN|UTR|PLU|IND|NOM//obl//83 .//MAD//punct//73
12.4 Den yttersta gränsen för lågmomsområdet;En//DT|UTR|SIN|IND//det//89 prisökning//NN|UTR|SIN|IND|NOM//nsubj:pass//94 på//PP//case//93 nästan//AB//advmod//92 5//RG|NOM//nummod//93 procent//NN|UTR|PLU|IND|NOM//nmod//89 väntas//VB|PRS|SFO//acl:relcl//73 ske//VB|INF|AKT//xcomp//94 på//PP//case//98 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 tjänster//NN|UTR|PLU|IND|NOM//obl//95 .//MAD//punct//3
12.4 Den yttersta gränsen för lågmomsområdet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//101 beror//VB|PRS|AKT//parataxis//3 på//PP//mark//114 att//SN//mark//114 det//DT|NEU|SIN|DEF//det//106 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//106 momsuttaget//NN|NEU|SIN|DEF|NOM//nsubj//114 på//PP//case//108 insatsvaror//NN|UTR|PLU|IND|NOM//nmod//106 i//PP//case//110 produktion//NN|UTR|SIN|IND|NOM//nmod//108 av//PP//case//113 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 tjänster//NN|UTR|PLU|IND|NOM//nmod//110 ökar//VB|PRS|AKT//advcl//101 då//HA//advmod//117 normalskattesatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//117 höjs//VB|PRS|SFO//ccomp//114 till//PP//case//120 36,6//RG|NOM//nummod//120 procent//NN|UTR|PLU|IND|NOM//obl//117 .//MAD//punct//3
12.4 Den yttersta gränsen för lågmomsområdet;Prisförändringar//NN|UTR|PLU|IND|NOM//nsubj//8 i//PP//case//4 den//DT|UTR|SIN|DEF//det//4 beskrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//4 storleksklassen//NN|UTR|SIN|DEF|NOM//nmod//0 skulle//VB|PRT|AKT//aux//8 komma//VB|INF|AKT//aux//8 att//IE//mark//8 påverka//VB|INF|AKT//ROOT//8 hushållens//NN|NEU|PLU|DEF|GEN//nmod:poss//10 konsumtionsutgifter//NN|UTR|PLU|IND|NOM//obj//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//8 .//MAD//punct//8
12.4 Den yttersta gränsen för lågmomsområdet;Skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//17 i//PP//case//15 köpkraft//NN|UTR|SIN|IND|NOM//nmod//13 skulle//VB|PRT|AKT//aux//17 minska//VB|INF|AKT//parataxis//8 betydligt//AB//advmod//17 ,//MID//punct//17 dvs.//AB|AN//advmod//21 progressiviteten//NN|UTR|SIN|DEF|NOM//nsubj//25 i//PP//case//23 momsuttaget//NN|NEU|SIN|DEF|NOM//nmod//21 skulle//VB|PRT|AKT//aux//25 öka//VB|INF|AKT//advcl//17 märkbart//AB|POS//advmod//25 .//MAD//punct//8
12.4 Den yttersta gränsen för lågmomsområdet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 framgår//VB|PRS|AKT//parataxis//8 av//PP//case//33 den//DT|UTR|SIN|DEF//det//33 kraftiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 lutningen//NN|UTR|SIN|DEF|NOM//obl//29 på//PP//case//35 kurvan//NN|UTR|SIN|DEF|NOM//nmod//33 i//PP//case//38 diagram//NN|NEU|SIN|IND|NOM//nmod//38 12.19//RG|NOM//nmod//35 som//HP|-|-|-//nsubj//40 visar//VB|PRS|AKT//acl:relcl//38 implicita//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 momssatser//NN|UTR|PLU|IND|NOM//obj//40 .//MAD//punct//8
12.4 Den yttersta gränsen för lågmomsområdet;Diagram//NN|NEU|SIN|IND|NOM//nmod//1 12.19//RG|NOM//ROOT//1 ://MID//punct//1
12.4 Den yttersta gränsen för lågmomsområdet;Maximal//JJ|POS|UTR|SIN|IND|NOM//appos//1 lågmoms//NN|UTR|SIN|IND|NOM//flat//3 ://MID//punct//1
12.4 Den yttersta gränsen för lågmomsområdet;implicita//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 momssatser//NN|UTR|PLU|IND|NOM//nsubj//10 för//PP//case//9 hushåll//NN|NEU|PLU|IND|NOM//nmod//7 grupperade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 i//PP//case//12 decilgrupper//NN|UTR|PLU|IND|NOM//obl//10 efter//PP//case//16 stigande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//16 standard//NN|UTR|SIN|IND|NOM//obl//10
12.4 Den yttersta gränsen för lågmomsområdet;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
12.4 Den yttersta gränsen för lågmomsområdet;SCB//PM|NOM//appos//0 samt//KN//cc//5 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 beräkningar//NN|UTR|PLU|IND|NOM//conj//2
12.4 Den yttersta gränsen för lågmomsområdet;De//DT|UTR/NEU|PLU|DEF//det//2 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 prisförändringarna//NN|UTR|PLU|DEF|NOM//nsubj//3 medför//VB|PRS|AKT//ROOT//3 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 efterfrågeförändringar//NN|UTR|PLU|IND|NOM//obj//3 .//MAD//punct//3
12.4 Den yttersta gränsen för lågmomsområdet;Totalt//AB|POS//advmod//8 beräknas//VB|PRS|SFO//parataxis//3 nästan//AB//advmod//10 3,5//RG|NOM//nummod//11 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//14 av//PP//case//13 konsumtionsmönstret//NN|NEU|SIN|DEF|NOM//nmod//11 påverkas//VB|PRS|SFO//advcl//8 .//MAD//punct//14
12.4 Den yttersta gränsen för lågmomsområdet;Denna//DT|UTR|SIN|DEF//det//17 förändring//NN|UTR|SIN|IND|NOM//nsubj//18 består//VB|PRS|AKT//conj//3 av//PP//mark//26 att//SN//mark//26 drygt//AB|POS//advmod//22 1//RG|NOM//nummod//23 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//26 av//PP//case//25 konsumtionsutgifterna//NN|UTR|PLU|DEF|NOM//nmod//23 flyttas//VB|PRS|SFO//advcl//18 till//PP//case//29 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 konsumtionsområden//NN|NEU|PLU|IND|NOM//obl//26 .//MAD//punct//18
12.4 Den yttersta gränsen för lågmomsområdet;Resten//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 förklaras//VB|PRS|SFO//parataxis//18 av//PP//mark//38 att//SN//mark//38 total//JJ|POS|UTR|SIN|IND|NOM//amod//36 konsumtionsefterfrågan//NN|UTR|SIN|IND|NOM//nsubj//38 skulle//VB|PRT|AKT//aux//38 minska//VB|INF|AKT//advcl//32 med//PP//case//42 drygt//AB|POS//advmod//41 2//RG|NOM//nummod//42 procent//NN|UTR|PLU|IND|NOM//obl//38 och//KN//cc//47 att//SN//mark//47 fritidsefterfrågan//NN|UTR|SIN|DEF|NOM//nsubj//47 skulle//VB|PRT|AKT//aux//47 öka//VB|INF|AKT//conj//38 i//PP//case//50 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 grad//NN|UTR|SIN|IND|NOM//obl//47 (//PAD//punct//52 se//VB|IMP|AKT//parataxis//32 diagram//NN|NEU|SIN|IND|NOM//nmod//54 12.20//RG|NOM//obj//52 )//PAD//punct//52 .//MAD//punct//3
12.4 Den yttersta gränsen för lågmomsområdet;Bland//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 efterfrågeförändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//10 som//HP|-|-|-//nsubj:pass//4 beräknas//VB|PRS|SFO//acl:relcl//2 ske//VB|INF|AKT//xcomp//4 för//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 konsumtionsvarugrupper//NN|UTR|PLU|IND|NOM//obl//5 kan//VB|PRS|AKT//aux//10 nämnas//VB|INF|SFO//ROOT//10 att//SN//mark//13 restaurangkonsumtionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 väntas//VB|PRS|SFO//advcl//10 öka//VB|INF|AKT//xcomp//13 mest//AB|SUV//advmod//14 medan//SN//case//17 bilkonsumtionen//NN|UTR|SIN|DEF|NOM//obl//14 (//PAD//punct//19 fordon//NN|NEU|PLU|IND|NOM//appos//17 ,//MID//punct//21 drivmedel//NN|NEU|SIN|IND|NOM//conj//17 )//PAD//punct//17 väntas//VB|PRS|SFO//conj//10 minska//VB|INF|AKT//xcomp//23 mest//AB|SUV//advmod//24 .//MAD//punct//10
12.4 Den yttersta gränsen för lågmomsområdet;Sammantaget//AB//nsubj:pass//1 beräknas//VB|PRS|SFO//ROOT//1 hushållens//NN|NEU|PLU|DEF|GEN//nmod:poss//3 värdering//NN|UTR|SIN|IND|NOM//nsubj:pass//1 av//PP//case//5 konsumtionen//NN|UTR|SIN|DEF|NOM//nmod//3 (//PAD//punct//7 konsumentnyttan//NN|UTR|SIN|DEF|NOM//appos//5 )//PAD//punct//7 minska//VB|INF|AKT//xcomp//1 i//PP//case//11 storleksordningen//NN|UTR|SIN|DEF|NOM//obl//9 7//RG|NOM//nummod//13 miljarder//NN|UTR|PLU|IND|NOM//nmod//14 kronor//NN|UTR|PLU|IND|NOM//obj//9 per//PP//case//16 år//NN|NEU|SIN|IND|NOM//nmod//14 (//PAD//punct//1 räknat//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 i//PP//case//22 1999//RG|NOM//nummod//21 års//NN|NEU|SIN|IND|GEN//nmod:poss//22 priser//NN|NEU|PLU|IND|NOM//obl//18 )//PAD//punct//1 .//MAD//punct//1
12.4 Den yttersta gränsen för lågmomsområdet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//26 förklaras//VB|PRS|SFO//parataxis//1 främst//AB|SUV//advmod//26 av//PP//case//31 hushållens//NN|NEU|PLU|DEF|GEN//nmod:poss//31 negativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 värdering//NN|UTR|SIN|IND|NOM//obl:agent//26 av//PP//mark//43 att//SN//mark//43 momsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//43 på//PP//case//36 bilar//NN|UTR|PLU|IND|NOM//nmod//34 och//KN//cc//38 bensin//NN|UTR|SIN|IND|NOM//conj//36 (//PAD//punct//34 varugrupp//NN|UTR|SIN|IND|NOM//nmod//41 10//RG|NOM//appos//34 )//PAD//punct//34 höjs//VB|PRS|SFO//acl//31 till//PP//case//46 36,6//RG|NOM//nummod//46 procent//NN|UTR|PLU|IND|NOM//obl//43 .//MAD//punct//26
12.4 Den yttersta gränsen för lågmomsområdet;Förlusten//NN|UTR|SIN|DEF|NOM//nsubj//51 av//PP//case//50 konsumentnytta//NN|UTR|SIN|IND|NOM//nmod//48 utgör//VB|PRS|AKT//parataxis//26 nästan//AB//advmod//53 1//RG|NOM//nummod//54 procent//NN|UTR|PLU|IND|NOM//obj//51 av//PP//case//58 total//JJ|POS|UTR|SIN|IND|NOM//amod//58 privat//JJ|POS|UTR|SIN|IND|NOM//amod//58 konsumtion//NN|UTR|SIN|IND|NOM//nmod//54 och//KN//cc//61 kan//VB|PRS|AKT//aux//61 jämföras//VB|INF|SFO//conj//51 med//PP//case//64 en//DT|UTR|SIN|IND//det//64 situation//NN|UTR|SIN|IND|NOM//obl//61 där//HA//advmod//66 konsumtionen//NN|UTR|SIN|DEF|NOM//acl//64 ,//MID//punct//66 med//PP//case//70 oförändrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 produktionsinsatser//NN|UTR|PLU|IND|NOM//nmod//66 ,//MID//punct//76 för//PP//case//74 all//DT|UTR|SIN|IND/DEF//det//74 framtid//NN|UTR|SIN|IND|NOM//obl//76 skulle//VB|PRT|AKT//aux//76 ligga//VB|INF|AKT//acl:relcl//66 på//PP//case//79 en//DT|UTR|SIN|IND//det//79 nivå//NN|UTR|SIN|IND|NOM//obl//76 som//HP|-|-|-//nsubj//85 är//VB|PRS|AKT//cop//85 nästan//AB//advmod//83 1//RG|NOM//nummod//84 procent//NN|UTR|PLU|IND|NOM//obl//85 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//79 .//MAD//punct//1

12.5 Sammanfattande slutsatser;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//4 har//VB|PRS|AKT//aux//4 redovisats//VB|SUP|SFO//ROOT//4 de//DT|UTR/NEU|PLU|DEF//det//6 resultat//NN|NEU|PLU|IND|NOM//nsubj:pass//4 som//HP|-|-|-//nsubj:pass//8 erhållits//VB|SUP|SFO//acl:relcl//6 när//HA//mark//17 de//DT|UTR/NEU|PLU|DEF//det//12 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 effekterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//17 av//PP//case//16 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 budgetneutrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 momsstrukturer//NN|UTR|PLU|IND|NOM//nmod//12 analyserats//VB|SUP|SFO//advcl//8 .//MAD//punct//4
