5 EG-rätten ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//12 ://MID//punct//1
10 Automatspel / Allmänt om problemen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//122 är//VB|PRS|AKT//cop//122 socialnämnden//NN|UTR|SIN|DEF|NOM//parataxis//3 som//HP|-|-|-//nsubj//124 utövar//VB|PRS|AKT//acl:relcl//122 tillsyn//NN|UTR|SIN|IND|NOM//obj//124 över//PP//case//127 efterlevnaden//NN|UTR|SIN|DEF|NOM//obl//124 av//PP//case//129 lagen//NN|UTR|SIN|DEF|NOM//nmod//127 och//KN//cc//131 meddelade//VB|PRT|AKT//conj//122 föreskrifter//NN|UTR|PLU|IND|NOM//obj//131 (//PAD//punct//131 7//RG|NOM//nummod//135 §//NN|AN//obl//131 )//PAD//punct//122 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;Om//SN//mark//142 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//142 efter//PP//case//141 tillståndsbeslutet//NN|NEU|SIN|DEF|NOM//obl//142 uppkommer//VB|PRS|AKT//advcl//148 missförhållanden//NN|NEU|PLU|IND|NOM//nsubj//142 till//PP//case//147 följd//NN|UTR|SIN|IND|NOM//fixed//144 av//PP//fixed//144 spelverksamheten//NN|UTR|SIN|DEF|NOM//obl//142 får//VB|PRS|AKT//parataxis//3 socialnämnden//NN|UTR|SIN|DEF|NOM//obj//148 meddela//VB|INF|AKT//xcomp//148 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//154 eller//KN//cc//153 ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//151 föreskrifter//NN|UTR|PLU|IND|NOM//obj//150 (//PAD//punct//154 5//RG|NOM//nummod//157 §//NN|AN//appos//154 2//RG|NOM//nummod//159 st//NN|AN//obl//157 .//MAD//punct//3 )//PAD//punct//3 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;Vidare//AB|KOM//advmod//166 får//VB|PRS|AKT//aux//166 socialnämnden//NN|UTR|SIN|DEF|NOM//nsubj//166 återkalla//VB|INF|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//168 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//172 om//PP//case//170 automatspel//NN|NEU|SIN|IND|NOM//nmod//168 har//VB|PRS|AKT//aux//172 anordnats//VB|SUP|SFO//advcl//166 i//PP//case//177 strid//NN|UTR|SIN|IND|NOM//fixed//173 mot//PP//fixed//173 2//RG|NOM//nummod//177 §//NN|AN//obl//172 eller//KN//cc//177 mot//PP//advmod//177 meddelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//166 föreskrifter//NN|UTR|PLU|IND|NOM//obj//180 ,//MID//punct//166 om//SN//mark//185 spelautomaten//NN|UTR|SIN|DEF|NOM//nsubj:pass//185 använts//VB|SUP|SFO//advcl//166 för//PP//case//188 annat//JJ|POS|NEU|SIN|IND|NOM//amod//188 ändamål//NN|NEU|SIN|IND|NOM//obl//185 än//KN//mark//190 tillståndet//NN|NEU|SIN|DEF|NOM//acl//188 avser//VB|PRS|AKT//conj//185 eller//KN//cc//200 om//SN//mark//200 annars//AB//advmod//195 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//200 för//PP//case//197 tillstånd//NN|NEU|SIN|IND|NOM//nmod//195 inte//AB//advmod//200 längre//AB|KOM//advmod//200 föreligger//VB|PRS|AKT//conj//191 (//PAD//punct//200 6//RG|NOM//nummod//203 §//NN|AN//appos//200 )//PAD//punct//166 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;Socialnämnden//NN|UTR|SIN|DEF|NOM//nsubj//207 har//VB|PRS|AKT//parataxis//3 rätt//PL//obj//207 att//IE//mark//210 få//VB|INF|AKT//acl//208 tillträde//NN|NEU|SIN|IND|NOM//obj//210 till//PP//case//214 de//DT|UTR/NEU|PLU|DEF//det//214 lokaler//NN|UTR|PLU|IND|NOM//obl//210 och//KN//cc//216 platser//NN|UTR|PLU|IND|NOM//conj//214 där//HA//advmod//219 automatspel//NN|NEU|PLU|IND|NOM//nsubj:pass//219 anordnas//VB|PRS|SFO//acl:relcl//216 eller//KN//cc//221 spelautomater//NN|UTR|PLU|IND|NOM//conj//219 annars//AB//advmod//223 finns//VB|PRS|SFO//advcl//207 uppställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//223 samt//KN//mark//227 att//IE//mark//227 infordra//VB|INF|AKT//conj//207 upplysningar//NN|UTR|PLU|IND|NOM//obj//227 från//PP//case//230 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//228 som//HP|-|-|-//nsubj//232 anordnar//VB|PRS|AKT//acl:relcl//230 spelet//NN|NEU|SIN|DEF|NOM//obj//232 eller//KN//cc//235 låtit//VB|SUP|AKT//conj//207 ställa//VB|INF|AKT//xcomp//235 upp//PL//compound:prt//236 automaten//NN|UTR|SIN|DEF|NOM//obj//236 (//PAD//punct//238 7//RG|NOM//nummod//241 §//NN|AN//appos//238 2//RG|NOM//nummod//243 st//NN|AN//nummod//241 .//MAD//punct//207 )//PAD//punct//207 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;För//PP//mark//249 att//IE//mark//249 få//VB|INF|AKT//advcl//260 tillträde//NN|NEU|SIN|IND|NOM//obj//249 till//PP//case//252 lokaler//NN|UTR|PLU|IND|NOM//obl//249 och//KN//cc//254 platser//NN|UTR|PLU|IND|NOM//conj//252 samt//KN//cc//258 för//PP//mark//258 att//IE//mark//258 få//VB|INF|AKT//conj//249 upplysningar//NN|UTR|PLU|IND|NOM//obj//258 får//VB|PRS|AKT//parataxis//3 socialnämnden//NN|UTR|SIN|DEF|NOM//obj//260 förelägga//VB|INF|AKT//xcomp//260 vite//NN|NEU|SIN|IND|NOM//obj//262 samt//KN//cc//268 ,//MID//punct//268 för//PP//mark//268 att//IE//mark//268 bereda//VB|INF|AKT//conj//260 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//268 tillträde//NN|NEU|SIN|IND|NOM//obj//268 ,//MID//punct//272 anlita//VB|INF|AKT//conj//260 biträde//NN|NEU|SIN|IND|NOM//obj//272 av//PP//case//275 polisen//NN|UTR|SIN|DEF|NOM//nmod//273 (//PAD//punct//260 8//RG|NOM//nummod//278 §//NN|AN//appos//260 )//PAD//punct//260 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//287 som//HP|-|-|-//nsubj//283 uppsåtligen//AB//acl:relcl//281 eller//KN//cc//286 av//PP//case//286 oaktsamhet//NN|UTR|SIN|IND|NOM//conj//283 anordnar//VB|PRS|AKT//parataxis//3 automatspel//NN|NEU|SIN|IND|NOM//obj//287 eller//KN//cc//290 låter//VB|PRS|AKT//conj//287 ställa//VB|INF|AKT//xcomp//290 upp//PL//compound:prt//291 en//DT|UTR|SIN|IND//det//294 spelautomat//NN|UTR|SIN|IND|NOM//obj//291 i//PP//case//299 strid//NN|UTR|SIN|IND|NOM//fixed//295 mot//PP//case//299 3//RG|NOM//nummod//299 §//NN|AN//obl//291 eller//KN//cc//301 bryter//VB|PRS|AKT//conj//287 mot//PP//compound:prt//301 meddelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//287 föreskrifter//NN|UTR|PLU|IND|NOM//obj//303 döms//VB|PRS|SFO//conj//287 ,//MID//punct//287 om//SN//mark//311 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//311 inte//AB//advmod//311 är//VB|PRS|AKT//cop//311 ringa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//287 ,//MID//punct//314 till//PP//case//314 böter//NN|UTR|PLU|IND|NOM//obl//311 eller//KN//cc//316 fängelse//NN|NEU|SIN|IND|NOM//conj//314 i//PP//case//320 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//319 sex//RG|NOM//nummod//320 månader//NN|UTR|PLU|IND|NOM//obl//311 (//PAD//punct//320 9//RG|NOM//nummod//323 §//NN|AN//appos//320 )//PAD//punct//287 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;För//PP//case//3 den//DT|UTR|SIN|DEF//det//3 här//AB//fixed//1 typen//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//5 automatspel//NN|NEU|SIN|IND|NOM//nmod//3 har//VB|PRS|AKT//aux//8 kritiken//NN|UTR|SIN|DEF|NOM//nsubj//8 gällt//VB|SUP|AKT//ROOT//8 främst//AB|SUV//advmod//8 att//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 förekommer//VB|PRS|AKT//ccomp//8 olagligt//JJ|POS|NEU|SIN|IND|NOM//advmod//12 spel//NN|NEU|SIN|IND|NOM//xcomp//12 och//KN//cc//18 att//SN//mark//18 spel//NN|NEU|SIN|IND|NOM//nsubj//18 förekommer//VB|PRS|AKT//conj//12 i//PP//case//21 olämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 miljöer//NN|UTR|PLU|IND|NOM//obl//18 .//MAD//punct//8
10 Automatspel / Allmänt om problemen;Det//DT|NEU|SIN|DEF//det//25 olagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 spelet//NN|NEU|SIN|DEF|NOM//nsubj//26 består//VB|PRS|AKT//parataxis//8 bl.a.//AB|AN//advmod//26 i//PP//advmod//26 spel//NN|NEU|SIN|IND|NOM//fixed//28 om//PP//case//31 pengar//NN|UTR|PLU|IND|NOM//obl//26 på//PP//case//34 s.k.//AB|AN//amod//34 pokermaskiner//NN|UTR|PLU|IND|NOM//nmod//31 och//KN//cc//36 fruktmaskiner//NN|UTR|PLU|IND|NOM//conj//34 .//MAD//punct//8
10 Automatspel / Allmänt om problemen;Spelanordnaren//NN|UTR|SIN|DEF|NOM//nsubj//41 och//KN//cc//40 spelaren//NN|UTR|SIN|DEF|NOM//conj//38 kommer//VB|PRS|AKT//parataxis//8 då//AB//advmod//41 överens//PL//compound:prt//41 om//PP//mark//48 att//SN//mark//48 penningvinster//NN|UTR|PLU|IND|NOM//nsubj//48 skall//VB|PRS|AKT//aux//48 utgå//VB|INF|AKT//advcl//43 vid//PP//case//50 erhållandet//NN|NEU|SIN|DEF|NOM//obl//48 av//PP//case//53 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 kombinationer//NN|UTR|PLU|IND|NOM//nmod//50 eller//KN//cc//55 poäng//NN|UTR|PLU|IND|NOM//conj//53 .//MAD//punct//8
10 Automatspel / Allmänt om problemen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 förekommer//VB|PRS|AKT//parataxis//8 också//AB//advmod//58 att//SN//mark//62 spelautomater//NN|UTR|PLU|IND|NOM//nsubj:pass//62 ställs//VB|PRS|SFO//advcl//58 upp//PL//compound:prt//62 utan//PP//mark//67 att//SN//mark//67 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//67 sökts//VB|SUP|SFO//advcl//62 och//KN//cc//67 att//SN//mark//71 spelanordnaren//NN|UTR|SIN|DEF|NOM//nsubj//71 hävdar//VB|PRS|AKT//ccomp//67 att//SN//mark//73 tillstånd//NN|NEU|SIN|IND|NOM//ccomp//71 inte//AB//advmod//73 krävs//VB|PRS|SFO//advcl//8 vare//KN//case//77 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//75 enligt//PP//case//79 automatspelslagen//NN|UTR|SIN|DEF|NOM//obl//75 ,//MID//punct//8 eftersom//SN//mark//84 vinst//NN|UTR|SIN|IND|NOM//nsubj:pass//84 inte//AB//advmod//84 utbetalas//VB|PRS|SFO//advcl//8 av//PP//case//86 automaten//NN|UTR|SIN|DEF|NOM//obl:agent//84 utan//KN//cc//100 endast//AB//advmod//90 i//PP//case//90 anslutning//NN|UTR|SIN|IND|NOM//fixed//87 till//PP//case//92 spelen//NN|NEU|PLU|DEF|NOM//nmod//90 ,//MID//punct//96 eller//KN//cc//96 enligt//PP//case//96 lotterilagen//NN|UTR|SIN|DEF|NOM//conj//90 ,//MID//punct//100 eftersom//SN//mark//100 spelen//NN|NEU|PLU|DEF|NOM//nsubj//100 innehåller//VB|PRS|AKT//conj//8 skicklighetsmoment//NN|NEU|PLU|IND|NOM//obj//100 och//KN//cc//105 således//AB//advmod//105 inte//AB//advmod//105 utgör//VB|PRS|AKT//conj//100 lotteri//NN|NEU|SIN|IND|NOM//obj//105 utan//PP//case//108 tävling//NN|UTR|SIN|IND|NOM//nmod//106 .//MAD//punct//8
10 Automatspel / Allmänt om problemen;Som//HA//advmod//1 framgår//VB|PRS|AKT//advcl//8 av//PP//case//3 lagtexten//NN|UTR|SIN|DEF|NOM//obl//1 är//VB|PRS|AKT//cop//8 automatspelslagen//NN|UTR|SIN|DEF|NOM//nsubj//8 en//DT|UTR|SIN|IND//det//8 social//JJ|POS|UTR|SIN|IND|NOM//amod//8 skyddslagstiftning//NN|UTR|SIN|IND|NOM//ROOT//8 som//HP|-|-|-//nsubj//10 har//VB|PRS|AKT//acl:relcl//8 till//PP//case//12 syfte//NN|NEU|SIN|IND|NOM//obj//10 att//IE//mark//14 motverka//VB|INF|AKT//xcomp//10 uppkomsten//NN|UTR|SIN|DEF|NOM//obj//14 av//PP//case//18 olämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 miljöer//NN|UTR|PLU|IND|NOM//nmod//15 för//PP//case//20 barn//NN|NEU|PLU|IND|NOM//nmod//18 och//KN//cc//22 ungdomar//NN|UTR|PLU|IND|NOM//conj//20 .//MAD//punct//8
10 Automatspel / Allmänt om problemen;Av//PP//case//26 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 undersökningar//NN|UTR|PLU|IND|NOM//obl//27 framgår//VB|PRS|AKT//parataxis//8 att//SN//mark//30 förströelsespelen//NN|UTR|SIN|DEF|NOM//nsubj//30 utgör//VB|PRS|AKT//ccomp//27 ett//DT|NEU|SIN|IND//det//33 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 problem//NN|NEU|SIN|IND|NOM//obj//30 ,//MID//punct//30 främst//AB|SUV//advmod//37 i//PP//case//37 storstadsregionerna//NN|UTR|PLU|DEF|NOM//obl//30 .//MID//punct//8
10 Automatspel / Allmänt om problemen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//40 beror//VB|PRS|AKT//parataxis//8 främst//AB|SUV//advmod//40 på//PP//mark//48 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 i//PP//case//47 stor//JJ|POS|UTR|SIN|IND|NOM//amod//47 utsträckning//NN|UTR|SIN|IND|NOM//obl//48 förekommer//VB|PRS|AKT//advcl//40 spel//NN|NEU|SIN|IND|NOM//obj//48 om//PP//case//51 pengar//NN|UTR|PLU|IND|NOM//obl//48 på//PP//case//53 förströelseautomaterna//NN|UTR|PLU|DEF|NOM//nmod//51 .//MAD//punct//40
10 Automatspel / Allmänt om problemen;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 ungdomar//NN|UTR|PLU|IND|NOM//nsubj//57 förstör//VB|PRS|AKT//parataxis//40 sin//PS|UTR|SIN|DEF//nmod:poss//59 ekonomi//NN|UTR|SIN|IND|NOM//obj//57 och//KN//cc//61 riskerar//VB|PRS|AKT//conj//57 därmed//AB//advmod//61 att//IE//mark//64 dras//VB|INF|SFO//advcl//61 in//PL//compound:prt//64 i//PP//case//67 kriminalitet//NN|UTR|SIN|IND|NOM//obl//64 .//MAD//punct//40
10 Automatspel / Allmänt om problemen;Såsom//KN//advmod//1 påtalats//VB|SUP|SFO//advcl//13 i//PP//case//3 delbetänkandet//NN|NEU|SIN|DEF|NOM//obl//1 (//PAD//punct//1 s.//NN|AN//nmod//6 39//RG|NOM//nummod//7 f.//NN|AN//appos//1 )//PAD//punct//1 är//VB|PRS|AKT//cop//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 naturligtvis//AB//advmod//13 praktiskt//AB|POS//advmod//13 omöjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//13 att//IE//mark//16 helt//AB|POS//advmod//16 förhindra//VB|INF|AKT//csubj//13 att//SN//mark//21 spelare//NN|UTR|PLU|IND|NOM//nsubj:pass//21 och//KN//cc//20 spelanordnare//NN|UTR|PLU|IND|NOM//conj//18 avtalar//VB|PRS|AKT//ccomp//16 om//PP//case//23 penningutbetalning//NN|UTR|SIN|IND|NOM//obl//21 i//PP//case//25 anslutning//NN|UTR|SIN|IND|NOM//nmod//23 till//PP//case//27 spelen//NN|NEU|PLU|DEF|NOM//nmod//23 .//MAD//punct//13
10 Automatspel / Allmänt om problemen;Däremot//AB//advmod//30 anser//VB|PRS|AKT//parataxis//13 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//30 att//SN//mark//38 man//PN|UTR|SIN|IND|SUB//nsubj//38 i//PP//case//36 stor//JJ|POS|UTR|SIN|IND|NOM//amod//36 utsträckning//NN|UTR|SIN|IND|NOM//obl//38 kan//VB|PRS|AKT//aux//38 eliminera//VB|INF|AKT//ccomp//30 risken//NN|UTR|SIN|DEF|NOM//obj//38 för//PP//advmod//42 dylikt//JJ|POS|NEU|SIN|IND|NOM//fixed//40 illegalt//JJ|POS|NEU|SIN|IND|NOM//nmod//39 spel//NN|NEU|SIN|IND|NOM//nmod//39 genom//PP//mark//46 att//IE//mark//46 förhindra//VB|INF|AKT//advcl//38 att//SN//mark//49 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//49 ges//VB|PRS|SFO//ccomp//46 för//PP//case//51 automater//NN|UTR|PLU|IND|NOM//obl//49 av//PP//case//54 den//DT|UTR|SIN|DEF//det//54 typ//NN|UTR|SIN|IND|NOM//nmod//51 som//HP|-|-|-//obj//57 pokermaskiner//NN|UTR|PLU|IND|NOM//nsubj//57 representerar//VB|PRS|AKT//acl:relcl//54 ,//MID//punct//57 dvs.//AB|AN//advmod//60 automater//NN|UTR|PLU|IND|NOM//nsubj//67 där//HA//fixed//60 spelförloppet//NN|NEU|SIN|DEF|NOM//appos//60 till//PP//case//65 huvudsaklig//JJ|POS|UTR|SIN|IND|NOM//amod//65 del//NN|UTR|SIN|IND|NOM//nmod//62 är//VB|PRS|AKT//cop//67 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//54 av//PP//case//69 slumpen//NN|UTR|SIN|DEF|NOM//obl//67 .//MAD//punct//13
10 Automatspel / Allmänt om problemen;Ett//DT|NEU|SIN|IND//det//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 härom//AB//nmod//1 lades//VB|PRT|SFO//ROOT//3 fram//PL//compound:prt//3 i//PP//case//6 delbetänkandet//NN|NEU|SIN|DEF|NOM//obl//3 ,//MID//punct//3 men//KN//cc//9 genomfördes//VB|PRT|SFO//conj//3 inte//AB//advmod//9 .//MID//punct//9
10 Automatspel / Allmänt om problemen;Enligt//PP//case//14 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 mening//NN|UTR|SIN|IND|NOM//obl//15 fanns//VB|PRT|SFO//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 skäl//NN|NEU|PLU|IND|NOM//nsubj//15 att//IE//mark//19 avvakta//VB|INF|AKT//acl//17 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 slutbetänkande//NN|NEU|SIN|IND|NOM//obj//19 som//HP|-|-|-//flat//21 ,//MID//punct//25 enligt//PP//case//25 regeringen//NN|UTR|SIN|DEF|NOM//obl//27 ,//MID//punct//27 bedömdes//VB|PRT|SFO//conj//15 skulle//VB|PRT|AKT//aux//31 komma//VB|INF|AKT//aux//31 att//IE//mark//31 innehålla//VB|INF|AKT//xcomp//27 förslag//NN|NEU|PLU|IND|NOM//obj//31 om//PP//case//36 en//DT|UTR|SIN|IND//det//36 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//36 reglering//NN|UTR|SIN|IND|NOM//nmod//32 av//PP//case//39 alla//DT|UTR/NEU|PLU|IND/DEF//det//39 former//NN|UTR|PLU|IND|NOM//nmod//36 av//PP//case//41 automatspel//NN|NEU|PLU|IND|NOM//nmod//39 (//PAD//punct//32 prop//NN|UTR|SIN|IND|NOM//appos//32 .//MAD//punct//15
10 Automatspel / Allmänt om problemen;1998/99:80//RG|NOM//nummod//46 s.//NN|AN//nmod//47 44//RG|NOM//obl//15 )//PAD//punct//15 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//51 anser//VB|PRS|AKT//parataxis//3 att//SN//mark//56 förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//56 nu//AB//advmod//56 bör//VB|PRS|AKT//aux//56 genomföras//VB|INF|SFO//ccomp//51 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;Härigenom//AB//nsubj//91 skulle//VB|PRT|AKT//aux//91 till//PP//advmod//63 exempel//NN|NEU|SIN|IND|NOM//fixed//60 de//DT|UTR/NEU|PLU|DEF//det//63 spel//NN|NEU|PLU|IND|NOM//obl//91 som//HP|-|-|-//nsubj:pass//73 inte//AB//advmod//73 till//PP//case//71 någon//PN|UTR|SIN|IND|SUB/OBJ//det//71 eller//KN//cc//70 mycket//AB|POS//advmod//70 liten//JJ|POS|UTR|SIN|IND|NOM//amod//71 del//NN|UTR|SIN|IND|NOM//obl//73 kan//VB|PRS|AKT//aux//73 påverkas//VB|INF|SFO//acl:relcl//63 av//PP//case//76 spelarens//NN|UTR|SIN|DEF|GEN//nmod:poss//76 skicklighet//NN|UTR|SIN|IND|NOM//obl:agent//73 och//KN//cc//81 som//HP|-|-|-//nsubj:pass//81 i//PP//advmod//81 huvudsak//NN|UTR|SIN|IND|NOM//fixed//79 används//VB|PRS|SFO//conj//73 vid//PP//case//84 illegalt//JJ|POS|NEU|SIN|IND|NOM//amod//84 spel//NN|NEU|SIN|IND|NOM//obl//81 ,//MID//punct//81 främst//AB|SUV//advmod//89 de//DT|UTR/NEU|PLU|DEF//det//89 s.k.//AB|AN//amod//89 pokermaskinerna//NN|UTR|PLU|DEF|NOM//appos//81 ,//MID//punct//63 försvinna//VB|INF|AKT//parataxis//3 .//MAD//punct//91
10 Automatspel / Allmänt om problemen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//98 skulle//VB|PRT|AKT//aux//98 ,//MID//punct//98 som//HP|-|-|-//nsubj:pass//98 också//AB//advmod//98 framhölls//VB|PRT|SFO//parataxis//91 i//PP//case//100 delbetänkandet//NN|NEU|SIN|DEF|NOM//obl//98 ,//MID//punct//98 kunna//VB|INF|AKT//aux//103 åstadkommas//VB|INF|SFO//conj//98 inom//PP//case//108 ramen//NN|UTR|SIN|DEF|NOM//fixed//104 för//PP//fixed//104 ett//DT|NEU|SIN|IND//det//108 förfarande//NN|NEU|SIN|IND|NOM//obl//103 med//PP//case//110 typgodkännande//NN|NEU|SIN|IND|NOM//nmod//108 ,//MID//punct//108 där//HA//advmod//116 varje//DT|UTR/NEU|SIN|IND//det//114 automattyp//NN|UTR|SIN|IND|NOM//nsubj:pass//116 skall//VB|PRS|AKT//aux//116 godkännas//VB|INF|SFO//acl:relcl//108 genom//PP//case//121 den//DT|UTR|SIN|DEF//det//120 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//120 tillsynsmyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//121 försorg//NN|UTR|SIN|IND|NOM//obl//116 eventuellt//AB|POS//advmod//128 med//PP//case//128 hjälp//NN|UTR|SIN|IND|NOM//fixed//123 av//PP//fixed//123 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//128 Kriminaltekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//128 Laboratorium//NN|NEU|SIN|IND|NOM//nmod//121 (//PAD//punct//130 SKL//PM|NOM//appos//128 )//PAD//punct//130 .//MAD//punct//98
10 Automatspel / Allmänt om problemen;När//HA//mark//135 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//135 gäller//VB|PRS|AKT//advcl//143 den//DT|UTR|SIN|DEF//det//138 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//138 utformningen//NN|UTR|SIN|DEF|NOM//obj//135 av//PP//case//140 reglerna//NN|UTR|PLU|DEF|NOM//nmod//138 om//PP//case//142 typgodkännande//NN|NEU|SIN|IND|NOM//nmod//140 hänvisas//VB|PRS|SFO//advcl//98 till//PP//case//146 avsnitt//NN|NEU|SIN|IND|NOM//nmod//146 10.6//RG|NOM//obl//143 .//MAD//punct//3
10 Automatspel / Allmänt om problemen;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//7 om//PP//case//2 tillståndsgivning//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//4 tillsyn//NN|UTR|SIN|IND|NOM//conj//2 och//KN//cc//6 kontroll//NN|UTR|SIN|IND|NOM//conj//2 behandlas//VB|PRS|SFO//ROOT//7 närmare//AB|KOM//advmod//7 i//PP//case//11 avsnitt//NN|NEU|SIN|IND|NOM//nmod//11 16//RG|NOM//obl//7 .//MID//punct//7
10 Automatspel / Allmänt om problemen;Som//HA//mark//14 framgår//VB|PRS|AKT//advcl//7 av//PP//case//17 det//DT|NEU|SIN|DEF//det//17 avsnittet//NN|NEU|SIN|DEF|NOM//obl//14 föreslår//VB|PRS|AKT//conj//7 utredningen//NN|UTR|SIN|DEF|NOM//obj//18 att//SN//mark//25 tillståndsgivningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 vad//HA//nsubj//23 gäller//VB|PRS|AKT//acl:relcl//21 förströelseautomater//NN|UTR|PLU|IND|NOM//obj//23 flyttas//VB|INF|SFO//advcl//18 från//PP//case//27 kommunerna//NN|UTR|PLU|DEF|NOM//obl//25 till//PP//case//29 Lotteriinspektionen//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//7
10 Automatspel / Allmänt om problemen;I//PP//case//1 delbetänkandet//NN|NEU|SIN|DEF|NOM//obl//2 förordade//VB|PRT|AKT//ROOT//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 att//SN//mark//9 lotterilagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 och//KN//cc//7 automatspelslagen//NN|UTR|SIN|DEF|NOM//conj//5 skulle//VB|PRT|AKT//aux//9 sammanföras//VB|INF|SFO//advcl//2 i//PP//case//13 en//DT|UTR|SIN|IND//det//13 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//13 lag//NN|UTR|SIN|IND|NOM//obl//9 men//KN//cc//15 lade//VB|PRT|AKT//conj//2 inte//AB//advmod//15 fram//PL//compound:prt//15 något//DT|NEU|SIN|IND//det//19 förslag//NN|NEU|SIN|IND|NOM//obj//15 härom//AB//advmod//15 .//MAD//punct//2
10 Automatspel / Allmänt om problemen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//23 föreslår//VB|PRS|AKT//parataxis//2 nu//AB//advmod//23 att//SN//mark//29 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//29 i//PP//case//28 automatspelslagen//NN|UTR|SIN|DEF|NOM//nmod//26 förs//VB|PRS|SFO//ccomp//23 in//PL//compound:prt//29 i//PP//case//32 lotterilagen//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//23
