16.1 Uppdraget;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//6 till//PP//case//3 Trafikförsäkringsutredningen//NN|UTR|SIN|DEF|NOM//nmod//1 ska//VB|PRS|AKT//aux//6 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//6 belysa//VB|INF|AKT//ROOT//6 situationen//NN|UTR|SIN|DEF|NOM//obj//6 särskilt//AB//advmod//6 för//PP//case//11 oförsäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 fordonsägare//NN|UTR|PLU|IND|NOM//obl//6 samt//KN//cc//13 föreslå//VB|INF|AKT//conj//6 de//DT|UTR/NEU|PLU|DEF//det//15 ändringar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 anses//VB|PRS|SFO//acl:relcl//15 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//17 för//PP//mark//26 att//SN//mark//26 antalet//NN|NEU|SIN|DEF|NOM//det//23 oförsäkrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fordonsägare//NN|UTR|PLU|IND|NOM//nsubj//26 inte//AB//advmod//26 ska//VB|PRS|AKT//aux//26 öka//VB|INF|AKT//advcl//17 .//MAD//punct//6
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Logistisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 regression//NN|UTR|SIN|IND|NOM//ROOT//1
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;För//PP//mark//2 att//IE//mark//2 möjliggöra//VB|INF|AKT//advcl//18 s.k.//AB|AN//amod//5 multivariat//JJ|POS|UTR|SIN|IND|NOM//amod//5 analys//NN|UTR|SIN|IND|NOM//obj//2 ,//MID//punct//5 dvs.//AB|AN//advmod//8 analys//NN|UTR|SIN|IND|NOM//appos//5 där//HA//advmod//14 ett//DT|NEU|SIN|IND//det//11 flertal//NN|NEU|SIN|IND|NOM//nmod//12 faktorer//NN|UTR|PLU|IND|NOM//nsubj//14 samtidigt//AB//advmod//14 ingår//VB|PRS|AKT//acl:relcl//8 ,//MID//punct//2 har//VB|PRS|AKT//aux//18 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//18 valt//VB|SUP|AKT//ROOT//18 att//IE//mark//20 pröva//VB|INF|AKT//xcomp//18 ett//DT|NEU|SIN|IND//det//22 antal//NN|NEU|SIN|IND|NOM//nmod//25 s.k.//AB|AN//amod//25 logistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 regressionsmodeller//NN|UTR|PLU|IND|NOM//obj//20 .//MAD//punct//18
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Den//DT|UTR|SIN|DEF//det//29 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 variabeln//NN|UTR|SIN|DEF|NOM//nsubj//43 ,//MID//punct//32 eller//KN//cc//32 utfallsvariabeln//NN|UTR|SIN|DEF|NOM//conj//29 ,//MID//punct//36 i//PP//case//36 dessa//DT|UTR/NEU|PLU|DEF//det//36 modeller//NN|UTR|PLU|IND|NOM//conj//29 är//VB|PRS|AKT//cop//43 i//PP//case//42 vilken//HD|UTR|SIN|IND//fixed//38 mån//NN|UTR|SIN|IND|NOM//fixed//38 en//DT|UTR|SIN|IND//det//42 fordonsägare//NN|UTR|SIN|IND|NOM//obl//43 har//VB|PRS|AKT//parataxis//18 ett//DT|NEU|SIN|IND//det//46 oförsäkrat//PC|PRF|NEU|SIN|IND|NOM//amod//46 fordon//NN|NEU|SIN|IND|NOM//obj//43 .//MAD//punct//43
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Sannolikheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//51 för//PP//case//50 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//48 bestäms//VB|PRS|SFO//parataxis//43 i//PP//case//53 modellen//NN|UTR|SIN|DEF|NOM//obl//51 av//PP//case//57 s.k.//AB|AN//amod//57 förklarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 variabler//NN|UTR|PLU|IND|NOM//nmod//53 som//HP|-|-|-//nsubj//59 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//57 till//PP//case//61 parametrar//NN|UTR|PLU|IND|NOM//obl//59 ,//MID//punct//63 faktorer//NN|UTR|PLU|IND|NOM//conj//61 ,//MID//punct//63 tillsammans//AB//advmod//66 ger//VB|PRS|AKT//conj//43 den//DT|UTR|SIN|DEF//det//69 sökta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//69 sannolikheten//NN|UTR|SIN|DEF|NOM//obj//66 .//MAD//punct//18
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Modellen//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 formulerad//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 enligt//PP//advmod//2 nedan//AB//fixed//3 .//MAD//punct//2
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//11 av//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 variablerna//NN|UTR|PLU|DEF|NOM//nmod//6 beskrivs//VB|PRS|SFO//parataxis//2 i//PP//case//13 bilaga//NN|UTR|SIN|IND|NOM//obl//11 5//RG|NOM//nummod//13 .//MAD//punct//11
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;I//PP//case//2 tabell//NN|UTR|SIN|IND|NOM//nmod//2 19.16//RG|NOM//nummod//3 nedan//AB//nsubj:pass//4 redovisas//VB|PRS|SFO//ROOT//4 ,//MID//punct//4 för//PP//case//8 den//DT|UTR|SIN|DEF//det//8 modell//NN|UTR|SIN|IND|NOM//obl//4 med//PP//case//11 tio//RG|NOM//nummod//11 variabler//NN|UTR|PLU|IND|NOM//nmod//8 vi//PN|UTR|PLU|DEF|SUB//nsubj//14 slutligen//AB//advmod//14 stannat//VB|SUP|AKT//acl:relcl//11 för//PP//obl//14 ,//MID//punct//17 sannolikhetskvoterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//4 för//PP//case//19 de//DT|UTR/NEU|PLU|DEF//nmod//17 i//PP//case//21 modellen//NN|UTR|SIN|DEF|NOM//nmod//23 ingående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 variablerna//NN|UTR|PLU|DEF|NOM//nmod//19 .//MAD//punct//23
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;T.ex.//AB|AN//advmod//26 anges//VB|PRS|SFO//parataxis//4 sannolikhetskvoten//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 för//PP//case//30 manligt//JJ|POS|NEU|SIN|IND|NOM//amod//30 kön//NN|NEU|SIN|IND|NOM//nmod//27 .//MAD//punct//4
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//33 anger//VB|PRS|AKT//parataxis//4 kvoten//NN|UTR|SIN|DEF|NOM//obj//33 mellan//PP//case//36 sannolikheterna//NN|UTR|PLU|DEF|NOM//nmod//34 för//PP//case//38 manligt//JJ|POS|NEU|SIN|IND|NOM//amod//41 och//KN//cc//40 kvinnligt//JJ|POS|NEU|SIN|IND|NOM//conj//38 kön//NN|NEU|SIN|IND|NOM//xcomp//33 ,//MID//punct//47 eller//KN//cc//47 hur//HA//advmod//47 mycket//AB|POS//advmod//46 mer//AB|KOM//advmod//47 sannolikt//JJ|POS|NEU|SIN|IND|NOM//conj//41 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 är//VB|PRS|AKT//conj//4 med//PP//case//53 ett//DT|NEU|SIN|IND//det//53 oförsäkrat//PC|PRF|NEU|SIN|IND|NOM//amod//53 fordon//NN|NEU|SIN|IND|NOM//obl//49 om//SN//mark//57 man//PN|UTR|SIN|IND|SUB//nsubj//57 är//VB|PRS|AKT//cop//57 man//PN|UTR|SIN|IND|SUB//acl//53 istället//AB//advmod//60 för//PP//case//60 kvinna//NN|UTR|SIN|IND|NOM//obl//57 .//MAD//punct//4
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;För//PP//case//64 kontinuerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 variabler//NN|UTR|PLU|IND|NOM//obl//72 som//KN//obl//67 ålder//NN|UTR|SIN|IND|NOM//nsubj//67 anger//VB|PRS|AKT//acl:relcl//64 sannolikhetskvoten//NN|UTR|SIN|DEF|NOM//obj//67 hur//HA//advmod//70 mycket//AB|POS//advmod//72 sannolikheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//72 förändras//VB|PRS|SFO//parataxis//4 vid//PP//case//75 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//75 ålder//NN|UTR|SIN|IND|NOM//obl//72 .//MAD//punct//4
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 framgår//VB|PRS|AKT//ROOT//1 av//PP//case//3 tabellen//NN|UTR|SIN|DEF|NOM//obl//1 att//SN//mark//19 förekomsten//NN|UTR|SIN|DEF|NOM//nsubj//19 av//PP//case//7 socialbidrag//NN|NEU|SIN|IND|NOM//nmod//5 ,//MID//punct//9 målvakt//NN|UTR|SIN|IND|NOM//conj//7 ,//MID//punct//11 ohälsa//NN|UTR|SIN|IND|NOM//conj//7 ,//MID//punct//14 manligt//JJ|POS|NEU|SIN|IND|NOM//amod//14 kön//NN|NEU|SIN|IND|NOM//conj//7 ,//MID//punct//16 arbetslöshet//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//18 region//NN|UTR|SIN|IND|NOM//conj//7 ger//VB|PRS|AKT//csubj//1 sannolikhetskvoter//NN|UTR|PLU|IND|NOM//obj//19 på//PP//case//23 över//PP//fixed//21 ”//PM|NOM//punct//1 ett//DT|NEU|SIN|IND//det//25 ”//NN|NEU|SIN|IND|NOM//obl//1 .//MAD//punct//1
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//32 dessa//DT|UTR/NEU|PLU|DEF//det//31 faktorer//NN|UTR|PLU|IND|NOM//nsubj//32 ökar//VB|PRS|AKT//ccomp//28 risken//NN|UTR|SIN|DEF|NOM//obj//32 att//SN//mark//36 personen//NN|UTR|SIN|DEF|NOM//nsubj//36 har//VB|PRS|AKT//acl//33 ett//DT|NEU|SIN|IND//det//39 oregistrerat//JJ|POS|NEU|SIN|IND|NOM//amod//39 fordon//NN|NEU|SIN|IND|NOM//obj//36 .//MAD//punct//28
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 framgår//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 av//PP//case//4 tabellen//NN|UTR|SIN|DEF|NOM//obl//1 att//SN//mark//11 utbildningsvariablerna//NN|UTR|PLU|DEF|NOM//nsubj//11 ,//MID//punct//8 lön//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//10 ålder//NN|UTR|SIN|IND|NOM//conj//6 ger//VB|PRS|AKT//csubj//1 sannolikhetskvoter//NN|UTR|PLU|IND|NOM//obj//11 på//PP//compound:prt//11 under//PP//case//16 ”//NN|UTR|SIN|IND|NOM//punct//16 ett//DT|NEU|SIN|IND//det//17 ”//NN|NEU|SIN|IND|NOM//punct//1 .//MAD//punct//1
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//24 dessa//DT|UTR/NEU|PLU|DEF//det//23 faktorer//NN|UTR|PLU|IND|NOM//nsubj//24 sänker//VB|PRS|AKT//ccomp//20 risken//NN|UTR|SIN|DEF|NOM//obj//24 för//PP//mark//29 att//SN//mark//29 personen//NN|UTR|SIN|DEF|NOM//nsubj//29 har//VB|PRS|AKT//acl//25 ett//DT|NEU|SIN|IND//det//32 oregistrerat//JJ|POS|NEU|SIN|IND|NOM//amod//32 fordon//NN|NEU|SIN|IND|NOM//obj//29 .//MAD//punct//1
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Oddskvoter//NN|UTR|PLU|IND|NOM//ROOT//0
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 valt//VB|SUP|AKT//ROOT//2 att//IE//mark//4 formulera//VB|INF|AKT//xcomp//2 måttet//NN|NEU|SIN|DEF|NOM//obj//4 oddskvoten//NN|UTR|SIN|DEF|NOM//obj//4 som//KN//obj//31 kvoten//NN|UTR|SIN|DEF|NOM//nsubj//31 mellan//PP//case//10 sannolikheten//NN|UTR|SIN|DEF|NOM//nmod//8 för//PP//case//14 den//DT|UTR|SIN|DEF//det//14 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 individen//NN|UTR|SIN|DEF|NOM//nmod//10 i//PP//case//20 förhållande//NN|NEU|SIN|IND|NOM//fixed//15 till//PP//fixed//15 den//DT|UTR|SIN|DEF//det//20 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 sannolikheten//NN|UTR|SIN|DEF|NOM//nmod//10 för//PP//case//23 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//23 fordonsinnehavare//NN|UTR|PLU|IND|NOM//nmod//20 .//MAD//punct//8
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;På//PP//case//27 så//AB//amod//27 sätt//NN|NEU|SIN|IND|NOM//obl//31 kan//VB|PRS|AKT//aux//31 vi//PN|UTR|PLU|DEF|SUB//nsubj//31 skönsmässigt//AB|POS//advmod//31 välja//VB|INF|AKT//acl:relcl//6 grupperingar//NN|UTR|PLU|IND|NOM//obj//31 av//PP//case//34 fordonsägare//NN|UTR|PLU|IND|NOM//nmod//32 och//KN//cc//39 för//PP//case//38 dessa//DT|UTR/NEU|PLU|DEF//det//38 grupperingar//NN|UTR|PLU|IND|NOM//obl//39 ge//VB|INF|AKT//conj//4 ett//DT|NEU|SIN|IND//det//41 mått//NN|NEU|SIN|IND|NOM//obj//39 på//PP//mark//45 hur//HA//advmod//45 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//45 förhåller//VB|PRS|AKT//advcl//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//45 till//PP//case//48 helheten//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//2
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;För//PP//case//52 den//DT|UTR|SIN|DEF//det//52 modell//NN|UTR|SIN|IND|NOM//obl//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//54 stannat//VB|SUP|AKT//acl:relcl//52 för//PP//case//56 redovisas//VB|INF|SFO//obl//54 i//PP//case//59 tabell//NN|UTR|SIN|IND|NOM//nmod//59 19.17//RG|NOM//obl//56 nedan//AB//case//63 de//DT|UTR/NEU|PLU|DEF//det//63 genomsnittliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 oddskvoterna//NN|UTR|PLU|DEF|NOM//obl//56 i//PP//case//67 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 grupperingar//NN|UTR|PLU|IND|NOM//amod//67 fordonsinnehavare//NN|UTR|PLU|IND|NOM//nmod//63 .//MAD//punct//2
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;I//PP//case//2 tabell//NN|UTR|SIN|IND|NOM//nmod//2 19.17//RG|NOM//obl//3 redovisas//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//5 korstabell//NN|UTR|SIN|IND|NOM//nsubj:pass//3 där//HA//advmod//3 ålder//NN|UTR|SIN|IND|NOM//nsubj:pass//3 under//PP//advmod//3 och//KN//fixed//8 över//AB//fixed//8 30//RG|NOM//nummod//12 år//NN|NEU|PLU|IND|NOM//obl//3 samt//KN//cc//14 kön//NN|NEU|SIN|IND|NOM//nsubj:pass//15 tabelleras//VB|PRS|SFO//conj//3 .//MAD//punct//3
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Av//PP//case//1 tabellen//NN|UTR|SIN|DEF|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 att//SN//mark//12 för//PP//case//6 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 män//NN|UTR|PLU|IND|NOM//obl//12 är//VB|PRS|AKT//cop//12 risken//NN|UTR|SIN|DEF|NOM//nsubj//12 drygt//AB|POS//advmod//10 3//RG|NOM//nummod//11 ggr//NN|AN//advmod//12 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//2 än//KN//case//17 för//PP//case//17 den//DT|UTR|SIN|DEF//det//17 genomsnittlige//JJ|POS|MAS|SIN|DEF|NOM//amod//17 fordonsägaren//NN|UTR|SIN|DEF|NOM//nmod//12 .//MAD//punct//2
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Män//NN|UTR|PLU|IND|NOM//nsubj//20 har//VB|PRS|AKT//parataxis//2 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 risk//NN|UTR|SIN|IND|NOM//nsubj//28 än//KN//mark//24 kvinnor//NN|UTR|PLU|IND|NOM//acl//22 och//KN//cc//27 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 personer//NN|UTR|PLU|IND|NOM//conj//24 har//VB|PRS|AKT//advcl//20 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 risk//NN|UTR|SIN|IND|NOM//obj//28 än//KN//mark//32 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//30 .//MAD//punct//20
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;I//PP//case//2 den//DT|UTR|SIN|DEF//det//2 modell//NN|UTR|SIN|IND|NOM//obl//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 valt//VB|SUP|AKT//acl:relcl//2 finns//VB|PRS|SFO//ROOT//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 variabler//NN|UTR|PLU|IND|NOM//nsubj//5 som//HP|-|-|-//nsubj:pass//11 möjligen//AB//advmod//11 kan//VB|PRS|AKT//aux//11 tolkas//VB|INF|SFO//acl:relcl//7 hänga//VB|INF|AKT//xcomp//11 samman//PL//compound:prt//12 med//PP//case//15 betalningsförmåga//NN|UTR|SIN|IND|NOM//obl//12 .//MID//punct//5
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;T.ex.//AB|AN//advmod//20 en//DT|UTR|SIN|IND//det//20 låg//JJ|POS|UTR|SIN|IND|NOM//amod//20 lön//NN|UTR|SIN|IND|NOM//nsubj//21 indikerar//VB|PRS|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//25 allmänt//AB|POS//advmod//24 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 betalningsförmåga//NN|UTR|SIN|IND|NOM//obj//21 än//KN//mark//29 en//DT|UTR|SIN|IND//det//29 hög//JJ|POS|UTR|SIN|IND|NOM//amod//29 lön//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//21
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Kön//NN|NEU|SIN|IND|NOM//parataxis//21 eller//KN//cc//33 ålder//NN|UTR|SIN|IND|NOM//conj//31 är//VB|PRS|AKT//cop//42 ,//MID//punct//42 å//PP//case//38 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 sidan//NN|UTR|SIN|DEF|NOM//obl//42 ,//MID//punct//42 knappast//AB|SUV//advmod//42 ett//DT|NEU|SIN|IND//det//42 uttryck//NN|NEU|SIN|IND|NOM//conj//21 för//PP//case//44 betalningsförmåga//NN|UTR|SIN|IND|NOM//nmod//42 .//MAD//punct//5
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Sammantaget//AB//nsubj//1 pekar//VB|PRS|AKT//ROOT//1 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//3 resultat//NN|NEU|PLU|IND|NOM//obj//1 på//PP//mark//30 att//SN//mark//30 risken//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 för//PP//advmod//13 oförsäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//fixed//7 snarast//AB|SUV//fixed//7 är//VB|PRS|AKT//cop//13 ett//DT|NEU|SIN|IND//det//13 socioekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//13 fenomen//NN|NEU|SIN|IND|NOM//nmod//6 och//KN//cc//20 att//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 inte//AB//advmod//20 är//VB|PRS|AKT//cop//20 en//DT|UTR|SIN|IND//det//20 företeelse//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj//23 är//VB|PRS|AKT//cop//23 prisberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//20 .//MAD//punct//6
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Till//PP//case//28 ett//DT|NEU|SIN|IND//det//28 socioekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//28 fenomen//NN|NEU|SIN|IND|NOM//nmod//6 kan//VB|PRS|AKT//aux//30 räknas//VB|INF|SFO//advcl//1 förekomsten//NN|UTR|SIN|DEF|NOM//obj//30 av//PP//case//33 personer//NN|UTR|PLU|IND|NOM//nmod//31 som//HP|-|-|-//nsubj//35 uppträder//VB|PRS|AKT//acl:relcl//33 som//KN//mark//37 bulvaner//NN|UTR|PLU|IND|NOM//xcomp//35 åt//PP//case//39 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//35 .//MAD//punct//1
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 kan//VB|PRS|AKT//aux//44 inte//AB//advmod//44 uteslutas//VB|INF|SFO//parataxis//1 att//SN//mark//47 reformen//NN|UTR|SIN|DEF|NOM//nsubj//47 medför//VB|PRS|AKT//advcl//44 en//DT|UTR|SIN|IND//det//50 viss//JJ|POS|UTR|SIN|IND|NOM//amod//50 ökning//NN|UTR|SIN|IND|NOM//obj//47 av//PP//case//53 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//53 bulvanverksamhet//NN|UTR|SIN|IND|NOM//nmod//50 .//MAD//punct//1
19.11.1 Oförsäkrade fordon / Statistisk analys av oförsäkrade;Sammantaget//AB//nsubj//1 gör//VB|PRS|AKT//ROOT//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömningen//NN|UTR|SIN|DEF|NOM//obj//1 att//SN//mark//7 reformen//NN|UTR|SIN|DEF|NOM//nsubj//7 inte//AB//advmod//7 innebär//VB|PRS|AKT//acl//3 någon//DT|UTR|SIN|IND//det//9 risk//NN|UTR|SIN|IND|NOM//obj//7 för//PP//case//13 någon//DT|UTR|SIN|IND//det//13 nämnvärd//JJ|POS|UTR|SIN|IND|NOM//amod//13 ökning//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//15 antalet//NN|NEU|SIN|DEF|NOM//nmod//13 oförsäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//17 fordon//NN|NEU|PLU|IND|NOM//nmod//15 .//MAD//punct//1

19.11.2 Ökad trafiksäkerhet;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 avsnitt//NN|NEU|SIN|IND|NOM//obl//3 diskuteras//VB|PRS|SFO//ROOT//3 på//PP//case//7 vilka//HD|UTR/NEU|PLU|IND//det//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 sätt//NN|NEU|PLU|IND|NOM//obl//3 en//DT|UTR|SIN|IND//det//10 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//10 premie//NN|UTR|SIN|IND|NOM//nsubj//14 på//PP//case//12 trafikförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//10 kan//VB|PRS|AKT//aux//14 leda//VB|INF|AKT//parataxis//3 till//PP//case//17 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//17 trafiksäkerhet//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//3
19.11.2 Ökad trafiksäkerhet;En//DT|UTR|SIN|IND//det//3 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 genomsnittlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 premie//NN|UTR|SIN|IND|NOM//nsubj//4 ökar//VB|PRS|AKT//ROOT//4 i//PP//case//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//4 själv//JJ|POS|UTR|SIN|IND|NOM//amod//6 den//DT|UTR|SIN|DEF//det//10 teoretiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 möjligheten//NN|UTR|SIN|DEF|NOM//obj//4 att//IE//mark//13 substantiellt//AB|POS//advmod//13 differentiera//VB|INF|AKT//amod//14 premien//NN|UTR|SIN|DEF|NOM//obj//4 .//MAD//punct//4
19.11.2 Ökad trafiksäkerhet;T.ex.//AB|AN//advmod//18 en//DT|UTR|SIN|IND//det//18 premie//NN|UTR|SIN|IND|NOM//nsubj:pass//25 på//PP//case//22 5//RG|NOM//nummod//21 000//RG|NOM//nummod//22 kronor//NN|UTR|PLU|IND|NOM//nmod//18 kan//VB|PRS|AKT//aux//25 lättare//AB|KOM//advmod//25 delas//VB|INF|SFO//parataxis//4 in//PL//compound:prt//25 klasser//NN|UTR|PLU|IND|NOM//obj//25 av//PP//case//29 betydelse//NN|UTR|SIN|IND|NOM//nmod//27 än//KN//mark//32 en//DT|UTR|SIN|IND//det//32 premie//NN|UTR|SIN|IND|NOM//obl//25 på//PP//case//36 2//RG|NOM//nummod//35 500//RG|NOM//nummod//36 kronor//NN|UTR|PLU|IND|NOM//nmod//32 .//MAD//punct//4
19.11.2 Ökad trafiksäkerhet;Den//DT|UTR|SIN|DEF//det//40 väsentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 i//PP//case//43 detta//DT|NEU|SIN|DEF//det//43 sammanhang//NN|NEU|SIN|IND|NOM//nmod//40 är//VB|PRS|AKT//cop//53 dock//AB//advmod//53 i//PP//case//47 vilken//HD|UTR|SIN|IND//obl//53 mån//NN|UTR|SIN|IND|NOM//fixed//47 den//DT|UTR|SIN|DEF//det//51 teoretiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 kan//VB|PRS|AKT//aux//53 översättas//VB|INF|SFO//parataxis//4 i//PP//case//58 en//DT|UTR|SIN|IND//det//58 praktiskt//AB|POS//advmod//57 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 individualisering//NN|UTR|SIN|IND|NOM//obl//53 .//MAD//punct//4
