Likvärdigt, rättssäkert och effektivt –  ett nytt nationellt system för kunskapsbedömning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 prov//NN|NEU|PLU|IND|NOM//nmod//2
Ett observandum;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 beror//VB|PRS|AKT//parataxis//34 på//PP//mark//48 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 finns//VB|PRS|SFO//advcl//44 ett//DT|NEU|SIN|IND//det//50 randvillkor//NN|NEU|SIN|IND|NOM//nsubj//48 att//SN//mark//63 summan//NN|UTR|SIN|DEF|NOM//nsubj//63 av//PP//case//54 procentandelarna//NN|UTR|PLU|DEF|NOM//nmod//52 för//PP//case//58 de//DT|UTR/NEU|PLU|DEF//det//58 fyra//RG|NOM//nummod//58 betygskategorierna//NN|UTR|PLU|DEF|NOM//nmod//54 varje//DT|UTR/NEU|SIN|IND//det//60 år//NN|NEU|SIN|IND|NOM//nmod//58 är//VB|PRS|AKT//cop//63 100//RG|NOM//nummod//63 procent//NN|UTR|PLU|IND|NOM//acl//50 .//MAD//punct//48
Ett observandum;Om//SN//mark//69 då//AB//advmod//69 en//DT|UTR|SIN|IND//det//68 betygskategori//NN|UTR|SIN|IND|NOM//nsubj//69 ökar//VB|PRS|AKT//advcl//75 sin//PS|UTR|SIN|DEF//nmod:poss//71 andel//NN|UTR|SIN|IND|NOM//nsubj//69 måste//VB|PRS|AKT//aux//75 någon//DT|UTR|SIN|IND//det//74 annan//JJ|POS|UTR|SIN|IND|NOM//nsubj//75 minska//VB|INF|AKT//conj//34 lika//AB//advmod//77 mycket//AB|POS//advmod//75 för//PP//case//88 att//SN//mark//88 summan//NN|UTR|SIN|DEF|NOM//nsubj//88 av//PP//case//84 de//DT|UTR/NEU|PLU|DEF//det//84 fyra//RG|NOM//nummod//84 betygsandelarna//NN|UTR|PLU|DEF|NOM//nmod//80 fortfarande//AB//advmod//88 ska//VB|PRS|AKT//aux//88 vara//VB|INF|AKT//cop//88 100//RG|NOM//advcl//75 (//PAD//punct//92 en//DT|UTR|SIN|IND//det//91 sorts//NN|UTR|SIN|IND|GEN//nmod:poss//92 nollsummespel//NN|UTR|SIN|IND|NOM//appos//88 )//PAD//punct//92 .//MAD//punct//34
Ett observandum;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//96 betyder//VB|PRS|AKT//parataxis//34 att//SN//mark//101 om//SN//mark//100 kategorin//NN|UTR|SIN|DEF|NOM//nmod//100 IG//PM|NOM//nsubj//101 minskar//VB|PRS|AKT//ccomp//96 med//PP//case//106 ett//DT|NEU|SIN|IND//det//105 visst//JJ|POS|NEU|SIN|IND|NOM//amod//105 antal//NN|NEU|SIN|IND|NOM//nmod//106 elever//NN|UTR|PLU|IND|NOM//obl//101 ,//MID//punct//109 exempelvis//AB//advmod//109 200//RG|NOM//appos//106 ,//MID//punct//115 genom//PP//mark//115 att//SN//mark//115 en//DT|UTR|SIN|IND//det//114 betygsgräns//NN|UTR|SIN|IND|NOM//nsubj:pass//115 flyttas//VB|PRS|SFO//advcl//34 en//DT|UTR|SIN|IND//det//117 poäng//NN|UTR|SIN|IND|NOM//obj//115 ,//MID//punct//119 ökar//VB|PRS|AKT//conj//34 kategorin//NN|UTR|SIN|DEF|NOM//nmod//121 G//PM|NOM//nsubj//119 lika//AB//advmod//123 mycket//AB|POS//advmod//119 .//MID//punct//34
Ett observandum;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//127 vill//VB|PRS|AKT//aux//127 säga//VB|INF|AKT//parataxis//34 de//DT|UTR/NEU|PLU|DEF//det//130 200//RG|NOM//nummod//130 elever//NN|UTR|PLU|IND|NOM//obj//127 som//HP|-|-|-//nsubj//132 legat//VB|SUP|AKT//acl:relcl//130 en//DT|UTR|SIN|IND//det//134 poäng//NN|UTR|SIN|IND|NOM//obj//132 under//PP//case//136 G//PM|NOM//obl//132 får//VB|PRS|AKT//conj//34 nu//AB//advmod//137 G//PM|NOM//obj//137 i//PP//advmod//137 stället//NN|NEU|SIN|DEF|NOM//fixed//140 för//PP//case//143 IG//PM|NOM//obl//137 .//MAD//punct//34
Ett observandum;Ändringen//NN|UTR|SIN|DEF|NOM//nsubj//151 av//PP//case//147 betyget//NN|NEU|SIN|DEF|NOM//nmod//145 för//PP//case//150 200//RG|NOM//nummod//150 elever//NN|UTR|PLU|IND|NOM//nmod//147 minskar//VB|PRS|AKT//parataxis//34 således//AB//advmod//151 andelen//NN|UTR|SIN|DEF|NOM//obj//151 i//PP//case//155 kategorin//NN|UTR|SIN|DEF|NOM//nmod//153 IG//PM|NOM//xcomp//151 med//PP//case//158 200//RG|NOM//obl//151 och//KN//cc//160 ökar//VB|PRS|AKT//conj//151 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//160 i//PP//case//163 kategorin//NN|UTR|SIN|DEF|NOM//nmod//164 G//PM|NOM//obl//160 med//PP//case//166 200//RG|NOM//obl//160 ,//MID//punct//169 en//DT|UTR|SIN|IND//det//169 ändring//NN|UTR|SIN|IND|NOM//conj//151 med//PP//case//172 200//RG|NOM//nummod//172 elever//NN|UTR|PLU|IND|NOM//nmod//169 i//PP//case//174 var//PN|UTR|SIN|IND|SUB/OBJ//nmod//172 och//KN//fixed//174 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//174 av//PP//case//179 två//RG|NOM//nummod//179 kategorier//NN|UTR|PLU|IND|NOM//nmod//174 (//PAD//punct//169 en//DT|UTR|SIN|IND//det//183 total//JJ|POS|UTR|SIN|IND|NOM//amod//183 ändring//NN|UTR|SIN|IND|NOM//nsubj//186 på//PP//case//185 400//RG|NOM//nmod//183 uttryckt//PC|PRF|NEU|SIN|IND|NOM//acl//169 i//PP//case//188 avvikelser//NN|UTR|PLU|IND|NOM//obl//186 )//PAD//punct//151 .//MAD//punct//34
Ett observandum;Men//KN//cc//201 endast//AB//advmod//200 200//RG|NOM//nummod//195 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//195 elever//NN|UTR|PLU|IND|NOM//nsubj//200 har//VB|PRS|AKT//aux//200 i//PP//case//198 realiteten//NN|UTR|SIN|DEF|NOM//obl//200 fått//VB|SUP|AKT//aux//200 ändrat//PC|PRF|NEU|SIN|IND|NOM//amod//201 betyg//NN|NEU|SIN|IND|NOM//conj//34 ,//MID//punct//201 de//DT|UTR/NEU|PLU|DEF//det//204 200//RG|NOM//conj//201 som//HP|-|-|-//nsubj//206 fick//VB|PRT|AKT//acl:relcl//204 G//PM|NOM//obj//206 i//PP//advmod//206 stället//NN|NEU|SIN|DEF|NOM//fixed//208 för//PP//case//211 IG//PM|NOM//obl//206 .//MAD//punct//34
Ett observandum;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 betyder//VB|PRS|AKT//ROOT//1 alltså//AB//advmod//1 att//SN//mark//9 antalet//NN|NEU|SIN|DEF|NOM//nsubj//9 felklassificeringar//NN|UTR|PLU|IND|NOM//nsubj//9 (//PAD//punct//7 avvikelser//NN|UTR|PLU|IND|NOM//appos//5 )//PAD//punct//7 anger//VB|PRS|AKT//ccomp//1 dubbelt//AB|POS//advmod//11 så//AB//advmod//12 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 värden//NN|NEU|PLU|IND|NOM//obj//9 som//KN//mark//18 det//DT|NEU|SIN|DEF//det//17 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 antal//NN|NEU|SIN|IND|NOM//nmod//18 elever//NN|UTR|PLU|IND|NOM//acl//13 som//HP|-|-|-//nsubj:pass//21 skulle//VB|PRT|AKT//aux//21 beröras//VB|INF|SFO//acl:relcl//18 av//PP//case//24 en//DT|UTR|SIN|IND//det//24 korrigering//NN|UTR|SIN|IND|NOM//obl:agent//21 .//MID//punct//1
Ett observandum;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 kan//VB|PRS|AKT//aux//29 vara//VB|INF|AKT//cop//29 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 att//IE//mark//31 ha//VB|INF|AKT//advcl//29 i//PP//case//33 åtanke//NN|UTR|SIN|IND|NOM//obl//31 när//HA//mark//36 man//PN|UTR|SIN|IND|SUB//nsubj//36 värderar//VB|PRS|AKT//advcl//31 kravgränsfelet//NN|NEU|SIN|DEF|NOM//obj//36 .//MAD//punct//29

Kravgränsfel och bedömningsfel;Prov//NN|NEU|PLU|IND|NOM//nsubj//5 i//PP//case//2 svenska//NN|UTR|SIN|IND|NOM//obl//0 och//KN//cc//4 engelska//NN|UTR|SIN|IND|NOM//conj//2 består//VB|PRS|AKT//ROOT//5 ofta//AB|POS//advmod//5 av//PP//case//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 delprov//NN|NEU|PLU|IND|NOM//obl//5 där//HA//advmod//13 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//13 är//VB|PRS|AKT//cop//13 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//9 och//KN//cc//15 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//13 är//VB|PRS|AKT//advcl//5 av//PP//case//18 uppsatstyp//NN|UTR|SIN|IND|NOM//obl//16 och//KN//cc//21 helhetligt//AB|POS//advmod//21 bedömda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//18 .//MAD//punct//5
Kravgränsfel och bedömningsfel;För//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 proven//NN|NEU|PLU|DEF|NOM//obl//4 gäller//VB|PRS|AKT//ROOT//4 i//PP//case//6 princip//NN|UTR|SIN|IND|NOM//obl//4 samma//DT|UTR/NEU|SIN/PLU|IND//det//8 resonemang//NN|NEU|SIN|IND|NOM//obj//4 som//KN//mark//10 ovan//AB//acl//8 för//PP//case//12 matematikproven//NN|UTR|SIN|DEF|NOM//obl//4 där//HA//fixed//12 en//DT|UTR|SIN|IND//det//15 förskjutning//NN|UTR|SIN|IND|NOM//nsubj//35 av//PP//case//17 poänggränsen//NN|UTR|SIN|DEF|NOM//nmod//15 för//PP//case//20 något//DT|NEU|SIN|IND//det//20 provbetyg//NN|NEU|SIN|IND|NOM//nmod//15 direkt//AB|POS//advmod//23 ändar//NN|UTR|PLU|IND|NOM//cc//23 andelen//NN|UTR|SIN|DEF|NOM//nmod//20 elever//NN|UTR|PLU|IND|NOM//nmod//23 i//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 två//RG|NOM//nummod//31 av//PP//case//29 poänggränsen//NN|UTR|SIN|DEF|NOM//nmod//27 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 grupperna//NN|UTR|PLU|DEF|NOM//nmod//23 .//MAD//punct//31
Kravgränsfel och bedömningsfel;För//PP//case//34 uppsatsproven//NN|UTR|SIN|DEF|NOM//obl//35 finns//VB|PRS|SFO//advcl//4 däremot//AB//advmod//35 ingen//DT|UTR|SIN|IND//det//39 skarp//JJ|POS|UTR|SIN|IND|NOM//amod//39 kravgräns//NN|UTR|SIN|IND|NOM//nsubj//35 och//KN//cc//42 inga//DT|UTR/NEU|PLU|IND//det//42 möjligheter//NN|UTR|PLU|IND|NOM//conj//39 att//IE//mark//44 justera//VB|INF|AKT//acl//42 någon//DT|UTR|SIN|IND//det//46 poänggräns//NN|UTR|SIN|IND|NOM//obj//44 .//MAD//punct//35
Kravgränsfel och bedömningsfel;Här//AB//advmod//53 är//VB|PRS|AKT//cop//53 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 den//DT|UTR|SIN|DEF//det//53 bedömande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 läraren//NN|UTR|SIN|DEF|NOM//parataxis//35 som//HP|-|-|-//nsubj//73 –//PAD//punct//73 med//PP//case//57 stöd//NN|NEU|SIN|IND|NOM//obl//73 av//PP//case//60 de//DT|UTR/NEU|PLU|DEF//det//60 anvisningar//NN|UTR|PLU|IND|NOM//nmod//57 och//KN//cc//62 exempel//NN|NEU|PLU|IND|NOM//conj//60 som//HP|-|-|-//nsubj:pass//64 tillhandahålls//VB|PRS|SFO//acl:relcl//62 i//PP//case//66 provmaterialet//NN|NEU|SIN|DEF|NOM//obl//64 –//PAD//punct//70 utifrån//PP//case//70 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//70 tolkningar//NN|UTR|PLU|IND|NOM//nmod//57 och//KN//cc//72 bedömningar//NN|UTR|PLU|IND|NOM//conj//70 avgör//VB|PRS|AKT//acl:relcl//53 delprovsbetyget//NN|NEU|SIN|DEF|NOM//obj//73 .//MID//punct//35
Kravgränsfel och bedömningsfel;Någon//DT|UTR|SIN|IND//det//78 central//JJ|POS|UTR|SIN|IND|NOM//amod//78 instruktion//NN|UTR|SIN|IND|NOM//nsubj//86 från//PP//case//80 Skolverket//PM|NOM//nmod//78 kan//VB|PRS|AKT//aux//86 därmed//AB//advmod//86 inte//AB//advmod//82 på//PP//case//86 samma//DT|UTR/NEU|SIN/PLU|IND//amod//86 sätt//NN|NEU|SIN|IND|NOM//parataxis//35 som//KN//mark//91 en//DT|UTR|SIN|IND//det//90 flyttad//PC|PRF|UTR|SIN|IND|NOM//amod//90 poänggräns//NN|UTR|SIN|IND|NOM//nsubj//91 ändra//VB|INF|AKT//acl//86 en//DT|UTR|SIN|IND//det//94 given//PC|PRF|UTR|SIN|IND|NOM//amod//94 fördelning//NN|UTR|SIN|IND|NOM//obj//91 ,//MID//punct//86 eftersom//SN//mark//98 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//98 beror//VB|PRS|AKT//acl//86 av//PP//case//105 varje//DT|UTR/NEU|SIN|IND//det//103 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//103 bedömande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//103 lärares//NN|UTR|SIN|IND|GEN//nmod:poss//105 helhetliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 bedömning//NN|UTR|SIN|IND|NOM//obl//98 .//MAD//punct//35
Kravgränsfel och bedömningsfel;Betygsfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//4 på//PP//case//3 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 prov//NN|NEU|PLU|IND|NOM//nmod//0 beror//VB|PRS|AKT//ROOT//4 således//AB//advmod//4 i//PP//case//10 huvudsak//NN|UTR|SIN|IND|NOM//fixed//6 på//PP//fixed//6 den//DT|UTR|SIN|DEF//det//10 bedömning//NN|UTR|SIN|IND|NOM//obl//4 den//DT|UTR|SIN|DEF//det//13 kravgränssättande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//16 hos//PP//case//15 provkonstruktören//NN|UTR|SIN|DEF|NOM//nmod//13 gjort//VB|SUP|AKT//acl:relcl//10 om//SN//case//18 placeringen//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//20 poänggränser//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 provbetyg//NN|NEU|PLU|IND|NOM//nmod//20 .//MAD//punct//4
Kravgränsfel och bedömningsfel;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 är//VB|PRS|AKT//cop//28 en//DT|UTR|SIN|IND//det//28 bedömning//NN|UTR|SIN|IND|NOM//nsubj//52 gjord//PC|PRF|UTR|SIN|IND|NOM//acl//28 av//PP//case//35 cirka//AB//advmod//32 10–15//RG|NOM//nummod//35 särskilt//AB//advmod//34 utvalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 personer//NN|UTR|PLU|IND|NOM//obl//29 .//MAD//punct//28
Kravgränsfel och bedömningsfel;Provbetygens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 fördelning//NN|UTR|SIN|IND|NOM//nsubj//39 beror//VB|PRS|AKT//parataxis//28 därmed//AB//advmod//39 i//PP//advmod//46 huvudsak//NN|UTR|SIN|IND|NOM//fixed//41 på//PP//case//46 dessa//DT|UTR/NEU|PLU|DEF//det//45 personers//NN|UTR|PLU|IND|GEN//nmod:poss//46 bedömning//NN|UTR|SIN|IND|NOM//obl//39 och//KN//cc//48 beslut//NN|NEU|SIN|IND|NOM//conj//46 .//MID//punct//28
Kravgränsfel och bedömningsfel;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//51 beslut//NN|NEU|PLU|IND|NOM//conj//28 fattas//VB|PRS|SFO//parataxis//4 varje//DT|UTR/NEU|SIN|IND//det//54 år//NN|NEU|SIN|IND|NOM//obl//52 och//KN//cc//59 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 är//VB|PRS|AKT//cop//59 knappast//AB|SUV//advmod//59 förvånande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//52 att//SN//mark//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 förekommer//VB|PRS|AKT//csubj//59 variationer//NN|UTR|PLU|IND|NOM//nsubj//62 mellan//PP//case//66 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 år//NN|NEU|PLU|IND|NOM//nmod//63 när//HA//mark//73 en//DT|UTR|SIN|IND//det//72 så//AB//advmod//70 pass//NN|NEU|SIN|IND|NOM//advmod//71 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//72 grupp//NN|UTR|SIN|IND|NOM//nsubj//73 gör//VB|PRS|AKT//advcl//62 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//75 bedömningar//NN|UTR|PLU|IND|NOM//obj//73 .//MAD//punct//52
Kravgränsfel och bedömningsfel;I//PP//case//79 varje//DT|UTR/NEU|SIN|IND//det//79 fall//NN|NEU|SIN|IND|NOM//obl//82 är//VB|PRS|AKT//cop//82 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//82 rimligt//JJ|POS|NEU|SIN|IND|NOM//advmod//52 i//PP//case//84 relation//NN|UTR|SIN|IND|NOM//obl//52 till//PP//case//89 den//DT|UTR|SIN|DEF//det//88 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 mängd//NN|UTR|SIN|IND|NOM//nmod//89 bedömare//NN|UTR|PLU|IND|NOM//obl//52 som//HP|-|-|-//nsubj:pass//92 är//VB|PRS|AKT//aux:pass//92 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//89 när//HA//mark//95 provbetygen//NN|NEU|PLU|DEF|NOM//nsubj:pass//95 sätts//VB|PRS|SFO//advcl//92 för//PP//case//99 de//DT|UTR/NEU|PLU|DEF//det//99 uppsatsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//99 proven//NN|NEU|PLU|DEF|NOM//obl//95 .//MAD//punct//52
Kravgränsfel och bedömningsfel;Där//AB//advmod//104 är//VB|PRS|AKT//cop//104 provbetygen//NN|NEU|PLU|DEF|NOM//nsubj//104 grundade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//52 på//PP//case//108 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//107 lärarpopulationens//NN|UTR|SIN|DEF|GEN//nmod:poss//108 bedömning//NN|UTR|SIN|IND|NOM//obl//104 (//PAD//punct//108 de//PN|UTR/NEU|PLU|DEF|SUB//appos//108 som//HP|-|-|-//nsubj//112 fungerar//VB|PRS|AKT//acl:relcl//110 som//KN//mark//114 bedömare//NN|UTR|PLU|IND|NOM//xcomp//112 )//PAD//punct//108 medan//SN//mark//121 provbetygen//NN|NEU|PLU|DEF|NOM//nsubj:pass//121 på//PP//case//120 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//120 prov//NN|NEU|PLU|IND|NOM//nmod//117 baseras//VB|PRS|SFO//advcl//104 på//PP//case//127 ett//DT|NEU|SIN|IND//det//127 i//PP//case//125 sammanhanget//NN|NEU|SIN|DEF|NOM//nmod//127 litet//JJ|POS|NEU|SIN|IND|NOM//amod//127 stickprov//NN|NEU|SIN|IND|NOM//obl//121 bedömares//NN|UTR|PLU|IND|GEN//appos//127 (//PAD//punct//130 kravgränssättares//NN|UTR|PLU|IND|GEN//appos//128 )//PAD//punct//132 bedömningar//NN|UTR|PLU|IND|NOM//conj//128 .//MAD//punct//4
Kravgränsfel och bedömningsfel;Ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//5 skulle//VB|PRT|AKT//aux//5 kunna//VB|INF|AKT//aux//5 vara//VB|INF|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 förklaring//NN|UTR|SIN|IND|NOM//ROOT//5 till//PP//mark//13 varför//HA//advmod//13 kravgränsfelet//NN|NEU|SIN|DEF|NOM//nsubj//13 på//PP//case//11 aggregerad//PC|PRF|UTR|SIN|IND|NOM//amod//11 nivå//NN|UTR|SIN|IND|NOM//nmod//8 är//VB|PRS|AKT//cop//13 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//5 för//PP//case//16 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 prov//NN|NEU|PLU|IND|NOM//nmod//13 (//PAD//punct//18 matematik//NN|UTR|SIN|IND|NOM//appos//16 )//PAD//punct//18 än//KN//advmod//22 för//PP//case//22 prov//NN|NEU|SIN|IND|NOM//obl//13 som//HP|-|-|-//nsubj//24 kombinerar//VB|PRS|AKT//acl:relcl//22 holistiskt//AB|POS//advmod//26 bedömda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 prov//NN|NEU|PLU|IND|NOM//obj//24 och//KN//cc//30 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//30 prov//NN|NEU|PLU|IND|NOM//conj//27 (//PAD//punct//30 svenska//NN|UTR|SIN|IND|NOM//appos//30 och//KN//cc//34 engelska//NN|UTR|SIN|IND|NOM//conj//32 )//PAD//punct//30 .//MAD//punct//5
Kravgränsfel och bedömningsfel;Det//DT|NEU|SIN|DEF//expl//39 ”//PAD//punct//39 stickprov//NN|NEU|SIN|IND|NOM//discourse//73 ”//PAD//punct//39 10–15//RG|NOM//nummod//42 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//50 som//HP|-|-|-//nsubj//44 sätter//VB|PRS|AKT//acl:relcl//42 poänggränser//NN|UTR|PLU|IND|NOM//obj//44 för//PP//case//48 poängbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 prov//NN|NEU|PLU|IND|NOM//nmod//45 kan//VB|PRS|AKT//aux//50 antas//VB|INF|SFO//acl:relcl//39 ha//VB|INF|AKT//xcomp//50 svårare//AB|KOM//obj//51 att//IE//mark//54 bibehålla//VB|INF|AKT//acl//52 en//DT|UTR|SIN|IND//det//57 viss//JJ|POS|UTR|SIN|IND|NOM//amod//57 standard//NN|UTR|SIN|IND|NOM//obj//54 över//PP//case//59 tid//NN|UTR|SIN|IND|NOM//obl//54 än//KN//mark//64 de//DT|UTR/NEU|PLU|DEF//det//63 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 tusen//RG|NOM//nummod//64 bedömare//NN|UTR|PLU|IND|NOM//acl//59 som//HP|-|-|-//nsubj//66 sätter//VB|PRS|AKT//acl:relcl//64 provbetyg//NN|NEU|PLU|IND|NOM//obj//66 på//PP//case//69 uppsatser//NN|UTR|PLU|IND|NOM//obl//66 .//MAD//punct//39
Kravgränsfel och bedömningsfel;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//73 skulle//VB|PRT|AKT//aux//73 innebära//VB|INF|AKT//parataxis//5 att//SN//mark//90 de//DT|UTR/NEU|PLU|DEF//det//76 prov//NN|NEU|PLU|IND|NOM//nsubj:pass//90 som//HP|-|-|-//nsubj//78 innefattar//VB|PRS|AKT//acl:relcl//76 delprov//NN|NEU|PLU|IND|NOM//obj//78 av//PP//case//82 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 slag//NN|NEU|PLU|IND|NOM//nmod//79 (//PAD//punct//76 med//PP//case//87 poängrespektive//AB//nmod//87 holistisk//JJ|POS|UTR|SIN|IND|NOM//amod//87 bedömning//NN|UTR|SIN|IND|NOM//appos//76 )//PAD//punct//76 kan//VB|PRS|AKT//aux//90 förväntas//VB|INF|SFO//ccomp//73 få//VB|INF|AKT//xcomp//90 ett//DT|NEU|SIN|IND//det//94 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 kravgränsfel//NN|NEU|SIN|IND|NOM//obj//91 än//KN//case//98 ett//DT|NEU|SIN|IND//det//98 renodlat//PC|PRF|NEU|SIN|IND|NOM//amod//98 poängprov//NN|NEU|SIN|IND|NOM//acl//94 .//MAD//punct//5
Kravgränsfel och bedömningsfel;Den//DT|UTR|SIN|DEF//det//2 poängbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 betygsskalan//NN|UTR|SIN|DEF|NOM//nsubj//3 innebär//VB|PRS|AKT//ROOT//3 oftast//AB|SUV//advmod//3 att//SN//mark//8 varje//DT|UTR/NEU|SIN|IND//det//7 poängsteg//NN|NEU|SIN|IND|NOM//nsubj//8 motsvarar//VB|PRS|AKT//ccomp//3 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//10 procentenheters//NN|UTR|PLU|IND|GEN//nmod:poss//11 ändring//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//14 andelen//NN|UTR|SIN|DEF|NOM//nmod//14 provbetyg//NN|NEU|PLU|IND|NOM//nmod//11 på//PP//case//17 intilliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 nivåer//NN|UTR|PLU|IND|NOM//nmod//14 .//MAD//punct//3
Kravgränsfel och bedömningsfel;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 gäller//VB|PRS|AKT//parataxis//3 inte//AB//advmod//20 för//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 helhetligt//AB|POS//advmod//25 bedömda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 proven//NN|NEU|PLU|DEF|NOM//obl//20 där//HA//advmod//26 varje//DT|UTR/NEU|SIN|IND//det//29 bedömare//NN|UTR|SIN|IND|NOM//nsubj//31 själv//JJ|POS|UTR|SIN|IND|NOM//amod//29 avgör//VB|PRS|AKT//acl:relcl//26 provbetyget//NN|NEU|SIN|DEF|NOM//obj//31 för//PP//case//36 varje//DT|UTR/NEU|SIN|IND//det//36 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//36 prov//NN|NEU|SIN|IND|NOM//obl//31 .//MAD//punct//20
