
En kommunallag för framtiden;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 11//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2012//RG|NOM//nummod//5
6 Förslag på nya upphandlingsdirektiv;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 innebär//VB|PRS|AKT//parataxis//7 inte//AB//advmod//18 några//DT|UTR/NEU|PLU|IND//det//21 förändringar//NN|UTR|PLU|IND|NOM//obj//18 för//PP//case//23 slutsatserna//NN|UTR|PLU|DEF|NOM//nmod//21 i//PP//case//26 detta//DT|NEU|SIN|DEF//det//26 utlåtande//NN|NEU|SIN|IND|NOM//nmod//23 ,//MID//punct//28 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//21 än//KN//mark//37 att//SN//mark//37 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//32 tjänster//NN|UTR|PLU|IND|NOM//nsubj:pass//37 över//PP//case//34 tröskelvärdena//NN|NEU|PLU|DEF|NOM//nmod//32 kommer//VB|PRS|AKT//aux//37 att//IE//mark//37 omfattas//VB|INF|SFO//acl//28 av//PP//case//40 EUdirektivens//PM|GEN//nmod:poss//40 bestämmelser//NN|UTR|PLU|IND|NOM//obl//37 .//MAD//punct//18
6 Förslag på nya upphandlingsdirektiv;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//43 innehåller//VB|PRS|AKT//parataxis//18 dock//AB//advmod//43 bestämmelser//NN|UTR|PLU|IND|NOM//obj//43 om//PP//case//47 inrättandet//NN|NEU|SIN|DEF|NOM//nmod//45 av//PP//case//51 en//DT|UTR|SIN|IND//det//51 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//51 ordning//NN|UTR|SIN|IND|NOM//nmod//47  //_SP////51 för//PP//case//55 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 tjänster//NN|UTR|PLU|IND|NOM//nmod//47 ,//MID//punct//57 hälso-//NN|UTR|-|-|SMS//conj//55 och//KN//cc//59 sjukvårdstjänster//NN|UTR|PLU|IND|NOM//conj//57 samt//KN//cc//61 utbildningstjänster//NN|UTR|PLU|IND|NOM//conj//55 med//PP//case//64 ett//DT|NEU|SIN|IND//det//64 värde//NN|NEU|SIN|IND|NOM//nmod//61 över//PP//case//68 500//RG|NOM//nummod//67 000//RG|NOM//nummod//68 euro//NN|UTR|PLU|IND|NOM//nmod//64 .//MAD//punct//43
6 Förslag på nya upphandlingsdirektiv;Grunden//NN|UTR|SIN|DEF|NOM//nsubj:pass//73 för//PP//case//72 förslaget//NN|NEU|SIN|DEF|NOM//nmod//70 anges//VB|PRS|SFO//parataxis//43 vara//VB|INF|AKT//xcomp//73 att//SN//mark//77 utredningar//NN|UTR|PLU|IND|NOM//nsubj//77 visat//VB|SUP|AKT//ccomp//74 att//SN//mark//87 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 tjänster//NN|UTR|PLU|IND|NOM//nsubj//87 ,//MID//punct//82 hälso-//NN|UTR|-|-|SMS//conj//80 och//KN//cc//84 sjukvårdstjänster//NN|UTR|PLU|IND|NOM//conj//82 och//KN//cc//86 utbildningstjänster//NN|UTR|PLU|IND|NOM//conj//80 har//VB|PRS|AKT//ccomp//77 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//89 egenskaper//NN|UTR|PLU|IND|NOM//obj//87 som//HP|-|-|-//nsubj//91 gör//VB|PRS|AKT//acl:relcl//89 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//91 olämpligt//AB|POS//xcomp//91 att//IE//mark//95 tillämpa//VB|INF|AKT//acl//93 de//DT|UTR/NEU|PLU|DEF//det//98 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 förfarandena//NN|NEU|PLU|DEF|NOM//obj//95 för//PP//case//100 tilldelning//NN|UTR|SIN|IND|NOM//obl//95 av//PP//case//103 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 tjänstekontrakt//NN|NEU|PLU|IND|NOM//nmod//100 på//PP//case//105 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//103 .//MAD//punct//18
6 Förslag på nya upphandlingsdirektiv;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//108 anger//VB|PRS|AKT//parataxis//18 även//AB//mark//117 att//SN//fixed//109 dessa//DT|UTR/NEU|PLU|DEF//det//112 tjänster//NN|UTR|PLU|IND|NOM//nsubj//117 p.g.a.//PP|AN//case//115 sin//PS|UTR|SIN|DEF//nmod:poss//115 natur//NN|UTR|SIN|IND|NOM//nmod//112 endast//AB//advmod//117 har//VB|PRS|AKT//advcl//108 en//DT|UTR|SIN|IND//det//122 mycket//AB|POS//advmod//120 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//122 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//122 dimension//NN|UTR|SIN|IND|NOM//obj//117 .//MAD//punct//108
6 Förslag på nya upphandlingsdirektiv;I//PP//case//125 förslaget//NN|NEU|SIN|DEF|NOM//obl//126 föreslås//VB|PRS|SFO//conj//108 att//SN//mark//136 endast//AB//advmod//130 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//130 grundprinciper//NN|UTR|PLU|IND|NOM//nsubj:pass//136 om//PP//case//132 öppenhet//NN|UTR|SIN|IND|NOM//nmod//130 och//KN//cc//134 likabehandling//NN|UTR|SIN|IND|NOM//conj//132 ska//VB|PRS|AKT//aux//136 iakttas//VB|INF|SFO//ccomp//126 ,//MID//punct//136 så//SN//mark//144 att//SN//mark//144 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//141 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//144 ska//VB|PRS|AKT//aux//144 kunna//VB|INF|AKT//aux//144 tillämpa//VB|INF|AKT//advcl//126 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//146 kvalitetskriterier//NN|UTR|PLU|IND|NOM//obj//144 vid//PP//case//148 valet//NN|NEU|SIN|DEF|NOM//nmod//146 av//PP//case//150 tjänsteleverantörer//NN|UTR|PLU|IND|NOM//nmod//148 .//MAD//punct//18
6 Förslag på nya upphandlingsdirektiv;Inte//AB//advmod//154 heller//AB//fixed//152 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//161 om//PP//case//157 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//157 ordning//NN|UTR|SIN|IND|NOM//nmod//154 för//PP//case//160 s.k.//AB|AN//amod//160 välfärdstjänster//NN|UTR|PLU|IND|NOM//nmod//157 innebär//VB|PRS|AKT//parataxis//18 några//DT|UTR/NEU|PLU|IND//det//163 skillnader//NN|UTR|PLU|IND|NOM//nmod//165 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//165 krav//NN|NEU|PLU|IND|NOM//obj//161 på//PP//case//167 information//NN|UTR|SIN|IND|NOM//obl//161 efter//PP//case//169 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//167 att//SN//mark//173 kontrakten//NN|NEU|PLU|DEF|NOM//nsubj:pass//173 har//VB|PRS|AKT//aux//173 tecknats//VB|SUP|SFO//acl:relcl//167 .//MAD//punct//18
6 Förslag på nya upphandlingsdirektiv;Som//HA//mark//2 tidigare//AB|KOM//advmod//2 nämnts//VB|SUP|SFO//advcl//3 utgör//VB|PRS|AKT//ROOT//3 krav//NN|NEU|PLU|IND|NOM//obj//3 på//PP//case//6 information//NN|UTR|SIN|IND|NOM//obl//3 efter//PP//case//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//6 att//SN//mark//13 ett//DT|NEU|SIN|IND//det//11 kontrakt//NN|NEU|SIN|IND|NOM//nsubj:pass//13 har//VB|PRS|AKT//aux//13 tecknats//VB|SUP|SFO//acl:relcl//6 som//KN//case//16 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 kontraktsvillkor//NN|UTR|PLU|IND|NOM//obl//13 .//MAD//punct//3
6 Förslag på nya upphandlingsdirektiv;Sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//19 regleras//VB|PRS|SFO//parataxis//3 endast//AB//advmod//19 delvis//AB//advmod//19 i//PP//case//25 det//DT|NEU|SIN|DEF//det//25 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 upphandlingsdirektivet//NN|NEU|SIN|DEF|NOM//obl//19 .//MAD//punct//19
6 Förslag på nya upphandlingsdirektiv;I//PP//case//29 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 förslag//NN|NEU|SIN|IND|NOM//obl//30 återfinns//VB|PRS|SFO//conj//19 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//32 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//30 om//PP//case//34 villkor//NN|NEU|PLU|IND|NOM//nmod//32 för//PP//case//36 fullgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//34 av//PP//case//38 kontrakt//NN|NEU|PLU|IND|NOM//nmod//36 ,//MID//punct//19 men//KN//cc//44 inga//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//44 av//PP//case//43 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//41 berör//VB|PRS|AKT//conj//19 frågan//NN|UTR|SIN|DEF|NOM//obj//44 om//PP//case//47 krav//NN|NEU|PLU|IND|NOM//nmod//45 på//PP//case//49 information//NN|UTR|SIN|IND|NOM//nmod//47 .//MAD//punct//19
6 Förslag på nya upphandlingsdirektiv;Min//PS|UTR|SIN|DEF//nmod:poss//52 bedömning//NN|UTR|SIN|IND|NOM//nsubj//53 är//VB|PRS|AKT//parataxis//19 därför//AB//advmod//19 att//SN//fixed//54 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 förslag//NN|NEU|SIN|IND|NOM//nsubj//66 på//PP//case//60 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//60 direktiv//NN|NEU|SIN|IND|NOM//nmod//57 för//PP//case//64 den//DT|UTR|SIN|DEF//det//64 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 sektorn//NN|UTR|SIN|DEF|NOM//nmod//60 inte//AB//advmod//66 påverkar//VB|PRS|AKT//ccomp//19 slutsatserna//NN|UTR|PLU|DEF|NOM//obj//66 i//PP//case//70 detta//DT|NEU|SIN|DEF//det//70 utlåtande//NN|NEU|SIN|IND|NOM//nmod//67 .//MAD//punct//19
6 Förslag på nya upphandlingsdirektiv;Jag//PN|UTR|SIN|DEF|SUB//nsubj//73 reserverar//VB|PRS|AKT//conj//19 mig//PN|UTR|SIN|DEF|OBJ//obj//73 dock//AB//advmod//73 för//PP//case//78 det//DT|NEU|SIN|DEF//fixed//76 fall//NN|NEU|SIN|IND|NOM//obl//73 att//SN//mark//85 förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//85 genom//PP//case//83 medlemsstaternas//NN|UTR|PLU|DEF|GEN//nmod:poss//83 förhandlingar//NN|UTR|PLU|IND|NOM//obl//85 har//VB|PRS|AKT//aux//85 ändrats//VB|SUP|SFO//ccomp//73 sedan//PP//case//90 den//DT|UTR|SIN|DEF//det//90 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//90 officiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//90 versionen//NN|UTR|SIN|DEF|NOM//obl//85 ,//MID//punct//90 som//HP|-|-|-//nsubj:pass//93 presenterades//VB|PRT|SFO//acl:relcl//90 i//PP//case//95 december//NN|UTR|SIN|IND|NOM//obl//93 2011//RG|NOM//nummod//95 .//MAD//punct//19
6 Förslag på nya upphandlingsdirektiv;Kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//2 behandlas//VB|PRS|SFO//ROOT//2 för//PP//case//4 närvarande//NN|NEU|SIN|IND|NOM//obl//2 av//PP//case//6 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//4 och//KN//cc//9 kan//VB|PRS|AKT//aux//9 förväntas//VB|INF|SFO//conj//2 antas//VB|INF|SFO//xcomp//9 i//PP//case//12 augusti-september//NN|UTR|SIN|IND|NOM//obl//10 2013//RG|NOM//nummod//12 .//MAD//punct//2
6 Förslag på nya upphandlingsdirektiv;Med//PP//case//18 en//DT|UTR|SIN|IND//det//18 föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//18 införlivningsperiod//NN|UTR|SIN|IND|NOM//obl//22 på//PP//case//21 24//RG|NOM//nummod//21 månader//NN|UTR|PLU|IND|NOM//nmod//18 innebär//VB|PRS|AKT//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 att//SN//mark//30 de//DT|UTR/NEU|PLU|DEF//det//27 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//30 kommer//VB|PRS|AKT//aux//30 att//IE//mark//30 träda//VB|INF|AKT//ccomp//22 i//PP//compound:prt//30 kraft//NN|UTR|SIN|IND|NOM//fixed//31 i//PP//case//34 Sverige//PM|NOM//obl//30 tidigast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//37 hösten//NN|UTR|SIN|DEF|NOM//nmod//37 2015//RG|NOM//obl//30 .//MAD//punct//22
6 Förslag på nya upphandlingsdirektiv;I//PP//case//40 Sverige//PM|NOM//obl//22 har//VB|PRS|AKT//aux//46 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//46 redan//AB//advmod//44 tillsatt//VB|SUP|AKT//cop//46 en//DT|UTR|SIN|IND//det//46 utredning//NN|UTR|SIN|IND|NOM//nsubj//22 för//PP//case//48 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//46 av//PP//case//50 EU//PM|NOM//nmod//48 ://MID//punct//46 s//PM|GEN//case//73 direktiv//NN|NEU|SIN|IND|NOM//fixed//52 om//PP//case//56 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//56 upphandling//NN|UTR|SIN|IND|NOM//obl//52 ,//MID//punct//58 upphandling//NN|UTR|SIN|IND|NOM//conj//56 inom//PP//case//61 områdena//NN|NEU|PLU|DEF|NOM//nmod//61 vatten//NN|NEU|SIN|IND|NOM//nmod//58 ,//MID//punct//63 energi//NN|UTR|SIN|IND|NOM//conj//56 ,//MID//punct//65 transport//NN|UTR|SIN|IND|NOM//conj//63 och//KN//cc//67 posttjänster//NN|UTR|PLU|IND|NOM//conj//63 samt//KN//cc//69 tilldelning//NN|UTR|SIN|IND|NOM//conj//56 av//PP//case//71 koncessioner//NN|UTR|PLU|IND|NOM//nmod//69 (//PAD//punct//71 dir//NN|AN//appos//46 .//MAD//punct//46
6 Förslag på nya upphandlingsdirektiv;2012:96//RG|NOM//advmod//46 )//PAD//punct//46 ,//MID//punct//79 under//PP//case//79 ledning//NN|UTR|SIN|IND|NOM//conj//46 av//PP//case//81 Eskil//PM|NOM//nmod//79 Nord//PM|NOM//flat//81 .//MAD//punct//22
6 Förslag på nya upphandlingsdirektiv;Därutöver//AB//advmod//22 arbetar//VB|PRS|AKT//conj//22 regeringskansliet//NN|NEU|SIN|DEF|NOM//obj//85 med//PP//case//88 framtagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//86 av//PP//case//91 en//DT|UTR|SIN|IND//det//91 departementsskrivelse//NN|UTR|SIN|IND|NOM//nmod//88 som//HP|-|-|-//nsubj//93 behandlar//VB|PRS|AKT//acl:relcl//91 införlivningen//NN|UTR|SIN|DEF|NOM//obj//93 av//PP//case//98 de//DT|UTR/NEU|PLU|DEF//det//98 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 upphandlingsdirektiven//NN|NEU|PLU|DEF|NOM//nmod//94 .//MAD//punct//2

7 Sammanfattande slutsatser;Sammanfattningsvis//AB//advmod//2 kan//VB|PRS|AKT//aux//2 konstateras//VB|INF|SFO//ROOT//2 att//SN//mark//6 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//6 har//VB|PRS|AKT//ccomp//2 möjlighet//NN|UTR|SIN|IND|NOM//obj//6 att//IE//mark//9 ställa//VB|INF|AKT//acl//7 urvalskriterier//NN|NEU|PLU|IND|NOM//obj//9 ,//MID//punct//12 tilldelningskriterier//NN|NEU|PLU|IND|NOM//conj//10 och//KN//cc//15 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 kontraktsvillkor//NN|UTR|PLU|IND|NOM//conj//10 i//PP//case//18 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 upphandlingar//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//2
7 Sammanfattande slutsatser;Oavsett//AB|POS//mark//33 vilken//HD|UTR|SIN|IND//det//22 typ//NN|UTR|SIN|IND|NOM//obl//33 av//PP//case//24 krav//NN|NEU|SIN|IND|NOM//nmod//22 eller//KN//cc//26 kriterium//NN|NEU|SIN|IND|NOM//conj//24 som//HP|-|-|-//nsubj:pass//28 ställs//VB|PRS|SFO//acl:relcl//22 ,//MID//punct//22 ska//VB|PRS|AKT//aux//33 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//33 vara//VB|INF|AKT//cop//33 ställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//2 så//AB//mark//39 att//SN//fixed//34 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//39 inte//AB//advmod//39 är//VB|PRS|AKT//cop//39 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//33 ,//MID//punct//39 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//44 ska//VB|PRS|AKT//aux//44 vara//VB|INF|AKT//cop//44 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//39 till//PP//case//46 föremålet//NN|NEU|SIN|DEF|NOM//obl//44 för//PP//case//48 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//44 och//KN//cc//52 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//52 måste//VB|PRS|AKT//aux//52 uppfylla//VB|INF|AKT//conj//44 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//obj//52 .//MID//punct//2
7 Sammanfattande slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 är//VB|PRS|AKT//cop//58 ingen//DT|UTR|SIN|IND//det//58 skillnad//NN|UTR|SIN|IND|NOM//parataxis//2 om//PP//case//61 den//DT|UTR|SIN|DEF//det//61 information//NN|UTR|SIN|IND|NOM//obl//58 som//HP|-|-|-//nsubj//63 begärs//VB|PRS|SFO//acl:relcl//61 rör//VB|PRS|AKT//conj//58 kvalitetsaspekter//NN|UTR|PLU|IND|NOM//obj//64 eller//KN//cc//68 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 förhållanden//NN|NEU|PLU|IND|NOM//conj//65 hos//PP//case//70 entreprenören//NN|UTR|SIN|DEF|NOM//obl//64 .//MAD//punct//58
7 Sammanfattande slutsatser;Krav//NN|NEU|PLU|IND|NOM//nsubj:pass//12 på//PP//case//2 information//NN|UTR|SIN|IND|NOM//nmod//0 som//HP|-|-|-//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 lämnas//VB|INF|SFO//acl:relcl//2 under//PP//case//7 utförandet//NN|NEU|SIN|DEF|NOM//obl//5 av//PP//case//10 ett//DT|NEU|SIN|IND//det//10 kontrakt//NN|NEU|SIN|IND|NOM//nmod//7 får//VB|PRS|AKT//aux//12 anses//VB|INF|SFO//ROOT//12 utgöra//VB|INF|AKT//xcomp//12 ett//DT|NEU|SIN|IND//det//16 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//16 kontraktsvillkor//NN|NEU|SIN|IND|NOM//obj//13 och//KN//cc//19 ska//VB|PRS|AKT//aux//19 anges//VB|INF|SFO//conj//12 i//PP//case//21 annonsen//NN|UTR|SIN|DEF|NOM//obl//19 om//PP//case//24 en//DT|UTR|SIN|IND//det//24 upphandling//NN|UTR|SIN|IND|NOM//nmod//21 ///MID//cc//26 valfrihetssystem//NN|NEU|SIN|IND|NOM//conj//24 eller//KN//cc//29 i//PP//case//29 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//conj//24 .//MAD//punct//12
7 Sammanfattande slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//3 är//VB|PRS|AKT//cop//3 sannolikt//AB|POS//advmod//3 förenligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 med//PP//case//5 EU-rätten//NN|UTR|SIN|DEF|NOM//obl//3 att//IE//mark//10 i//PP//case//9 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//9 lagstiftning//NN|UTR|SIN|IND|NOM//obl//10 ställa//VB|INF|AKT//acl//5 krav//NN|NEU|PLU|IND|NOM//obj//10 på//PP//mark//18 att//SN//mark//18 de//DT|UTR/NEU|PLU|DEF//det//16 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//18 ska//VB|PRS|AKT//aux//18 inhämta//VB|INF|AKT//advcl//10 brukarinformation//NN|UTR|SIN|IND|NOM//obj//18 och//KN//cc//22 annan//JJ|POS|UTR|SIN|IND|NOM//amod//22 information//NN|UTR|SIN|IND|NOM//conj//19 under//PP//case//24 utförandet//NN|NEU|SIN|DEF|NOM//nmod//22 av//PP//case//26 kontraktet//NN|NEU|SIN|DEF|NOM//nmod//24 .//MAD//punct//3
7 Sammanfattande slutsatser;En//DT|UTR|SIN|IND//det//29 begränsning//NN|UTR|SIN|IND|NOM//nsubj:pass//32 bör//VB|PRS|AKT//aux//32 dock//AB//advmod//32 göras//VB|INF|SFO//parataxis//3 till//PP//case//35 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//35 information//NN|UTR|SIN|IND|NOM//obl//32 som//HP|-|-|-//nsubj//37 har//VB|PRS|AKT//acl:relcl//35 en//DT|UTR|SIN|IND//det//39 koppling//NN|UTR|SIN|IND|NOM//obj//37 till//PP//case//41 föremålet//NN|NEU|SIN|DEF|NOM//nmod//39 för//PP//case//43 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//37 och//KN//cc//47 som//HP|-|-|-//nsubj//47 är//VB|PRS|AKT//cop//47 proportionell//JJ|POS|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//3
7 Sammanfattande slutsatser;Att//IE//mark//50 införa//VB|INF|AKT//csubj//3 en//DT|UTR|SIN|IND//det//53 generell//JJ|POS|UTR|SIN|IND|NOM//amod//53 skyldighet//NN|UTR|SIN|IND|NOM//obj//50 i//PP//case//55 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//50 att//IE//mark//59 i//PP//case//58 förfrågningsunderlag//NN|NEU|PLU|IND|NOM//obl//59 inhämta//VB|INF|AKT//acl//55 information//NN|UTR|SIN|IND|NOM//obj//59 under//PP//case//62 kontraktstiden//NN|UTR|SIN|DEF|NOM//obl//59 ,//MID//punct//66 utan//PP//case//66 någon//DT|UTR|SIN|IND//det//66 begränsning//NN|UTR|SIN|IND|NOM//conj//50 till//PP//case//68 föremålet//NN|NEU|SIN|DEF|NOM//nmod//66 för//PP//case//70 upphandlingen//NN|UTR|SIN|DEF|NOM//nmod//66 eller//KN//cc//73 till//PP//case//73 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//conj//70 ,//MID//punct//78 skulle//VB|PRT|AKT//aux//78 dock//AB//advmod//78 kunna//VB|INF|AKT//aux//78 anses//VB|INF|SFO//conj//50 utgöra//VB|INF|AKT//xcomp//78 ett//DT|NEU|SIN|IND//det//81 hinder//NN|NEU|SIN|IND|NOM//obj//79 för//PP//case//85 de//DT|UTR/NEU|PLU|DEF//det//85 fria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 rörligheterna//NN|UTR|PLU|DEF|NOM//nmod//81 och//KN//cc//88 därmed//AB//advmod//88 stå//VB|INF|AKT//conj//79 i//PP//case//92 strid//NN|UTR|SIN|IND|NOM//fixed//89 med//PP//case//92 EUrätten//NN|UTR|SIN|DEF|NOM//obl//88 .//MAD//punct//3
7 Sammanfattande slutsatser;Huruvida//SN//mark//5 en//DT|UTR|SIN|IND//det//3 viss//JJ|POS|UTR|SIN|IND|NOM//amod//3 information//NN|UTR|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 offentlig//JJ|POS|UTR|SIN|IND|NOM//csubj//29 hos//PP//case//8 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 utförare//NN|UTR|PLU|IND|NOM//obl//5 har//VB|PRS|AKT//aux//29 dock//AB//advmod//9 i//PL//case//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//9 ingen//DT|UTR|SIN|IND//det//14 betydelse//NN|UTR|SIN|IND|NOM//obj//9 för//PP//case//18 huruvida//SN//fixed//15 en//DT|UTR|SIN|IND//det//18 begäran//NN|UTR|SIN|IND|NOM//obl//9 att//IE//mark//20 få//VB|INF|AKT//acl//18 tillgång//NN|UTR|SIN|IND|NOM//obj//20 till//PP//case//23 informationen//NN|UTR|SIN|DEF|NOM//obl//20 av//PP//case//26 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 entreprenörer//NN|UTR|PLU|IND|NOM//nmod//23 är//VB|PRS|AKT//cop//29 ett//DT|NEU|SIN|IND//det//29 krav//NN|NEU|SIN|IND|NOM//ROOT//29 som//HP|-|-|-//nsubj//32 är//VB|PRS|AKT//cop//32 förenligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//29 med//PP//case//34 unionsrätten//NN|UTR|SIN|DEF|NOM//obl//32 .//MAD//punct//29
