Uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 i//PP//case//4 uppdrag//NN|NEU|SIN|IND|NOM//obj//2 att//IE//mark//6 se//VB|INF|AKT//acl//4 över//PL//compound:prt//6 det//DT|NEU|SIN|DEF//det//9 disciplinansvarssystem//NN|NEU|SIN|IND|NOM//obj//6 som//HP|-|-|-//nsubj//11 gäller//VB|PRS|AKT//acl:relcl//9 för//PP//case//13 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//11 och//KN//cc//16 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 delar//NN|UTR|PLU|IND|NOM//conj//13 av//PP//case//18 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//16 ,//MID//punct//21 och//KN//cc//21 föreslå//VB|INF|AKT//conj//2 de//DT|UTR/NEU|PLU|DEF//det//23 åtgärder//NN|UTR|PLU|IND|NOM//obj//21 som//HP|-|-|-//nsubj:pass//25 behövs//VB|PRS|SFO//acl:relcl//23 för//PP//mark//33 att//SN//mark//33 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//33 om//PP//case//30 disciplinansvar//NN|NEU|SIN|IND|NOM//nmod//28 bättre//AB|KOM//advmod//33 ska//VB|PRS|AKT//aux//33 passa//VB|INF|AKT//advcl//25 det//DT|NEU|SIN|DEF//det//36 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//36 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//38 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 uppgifter//NN|UTR|PLU|IND|NOM//obj//33 .//MAD//punct//2
Officersaspiranters disciplinansvar;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//7 för//PP//case//2 genomförandet//NN|NEU|SIN|DEF|NOM//nmod//0 av//PP//case//6 det//DT|NEU|SIN|DEF//det//6 treåriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 officersprogrammet//NN|NEU|SIN|DEF|NOM//nmod//2 ligger//VB|PRS|AKT//ROOT//7 på//PP//case//9 Försvarshögskolan//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//7
Officersaspiranters disciplinansvar;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//18 om//PP//case//13 disciplinansvar//NN|NEU|SIN|IND|NOM//nmod//11 bör//VB|PRS|AKT//aux//18 därför//AB//advmod//18 enligt//PP//case//17 utredningen//NN|UTR|SIN|DEF|NOM//obl//18 hanteras//VB|PRS|SFO//parataxis//7 av//PP//case//20 skolan//NN|UTR|SIN|DEF|NOM//obl:agent//18 när//HA//case//25 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//21 gäller//VB|PRS|AKT//fixed//21 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//25 förseelser//NN|UTR|PLU|IND|NOM//advcl//18 under//PP//case//27 studietiden//NN|UTR|SIN|DEF|NOM//obl//25 som//HP|-|-|-//nsubj:pass//29 anges//VB|PRS|SFO//acl:relcl//27 i//PP//case//31 högskoleförordningen//NN|UTR|SIN|DEF|NOM//obl//29 bl.a.//AB|AN//advmod//33 fusk//NN|NEU|SIN|IND|NOM//obl//29 ,//MID//punct//35 störande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//33 av//PP//case//37 undervisningen//NN|UTR|SIN|DEF|NOM//nmod//35 eller//KN//cc//39 trakasserier//NN|NEU|PLU|IND|NOM//conj//37 .//MAD//punct//18
Officersaspiranters disciplinansvar;Om//SN//mark//44 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//44 inte//AB//advmod//44 faller//VB|PRS|AKT//advcl//56 under//PP//case//47 dessa//DT|UTR/NEU|PLU|DEF//det//47 regler//NN|UTR|PLU|IND|NOM//obl//44 och//KN//cc//51 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 förlagd//PC|PRF|UTR|SIN|IND|NOM//conj//44 till//PP//case//53 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//51 bör//VB|PRS|AKT//aux//56 officersaspiranten//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 omfattas//VB|INF|SFO//conj//7 av//PP//case//58 LDT//PM|NOM//obl:agent//56 och//KN//cc//60 Försvarsmakten//NN|UTR|SIN|DEF|NOM//conj//58 pröva//VB|INF|AKT//conj//7 disciplinansvaret//NN|NEU|SIN|DEF|NOM//obj//61 .//MAD//punct//7

Behovet av stöd vid tillämpning av LDT;Den//DT|UTR|SIN|DEF//det//1 kunskap//NN|UTR|SIN|IND|NOM//nsubj//16 och//KN//cc//3 erfarenhet//NN|UTR|SIN|IND|NOM//conj//1 som//HP|-|-|-//nsubj//8 för//PP//case//6 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//7 främst//AB|SUV//advmod//8 finns//VB|PRS|SFO//acl:relcl//3 samlad//PC|PRF|UTR|SIN|IND|NOM//xcomp//8 hos//PP//case//13 den//DT|UTR|SIN|DEF//det//13 rättsvårdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 personalen//NN|UTR|SIN|DEF|NOM//obl//8 vid//PP//case//15 förbanden//NN|NEU|PLU|DEF|NOM//nmod//13 riskerar//VB|PRS|AKT//ROOT//16 att//IE//mark//19 successivt//AB|POS//advmod//19 försvinna//VB|INF|AKT//ccomp//16 genom//PP//mark//25 att//SN//mark//25 ett//DT|NEU|SIN|IND//det//23 flertal//NN|NEU|SIN|IND|NOM//nmod//24 rättsbefälstjänster//NN|UTR|PLU|IND|NOM//nsubj//25 är//VB|PRS|AKT//advcl//19 under//PP//case//27 avveckling//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//16
Behovet av stöd vid tillämpning av LDT;Ärendenedgången//NN|UTR|SIN|DEF|NOM//nsubj//30 medför//VB|PRS|AKT//parataxis//16 också//AB//advmod//30 att//SN//mark//38 kunskaperna//NN|UTR|PLU|DEF|NOM//nsubj//38 om//PP//mark//37 LDT//PM|NOM//nsubj:pass//37 kan//VB|PRS|AKT//aux//37 förväntas//VB|INF|SFO//acl//33 bli//VB|INF|AKT//ccomp//30 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//38 .//MID//punct//30
Behovet av stöd vid tillämpning av LDT;Eftersom//SN//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 saknas//VB|PRS|SFO//advcl//30 annan//JJ|POS|UTR|SIN|IND|NOM//amod//47 formell//JJ|POS|UTR|SIN|IND|NOM//amod//47 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 kompetens//NN|UTR|SIN|IND|NOM//nsubj:pass//43 vid//PP//case//49 förbanden//NN|NEU|PLU|DEF|NOM//nmod//47 vill//VB|PRS|AKT//aux//52 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//52 peka//VB|INF|AKT//conj//30 på//PP//case//54 behovet//NN|NEU|SIN|DEF|NOM//obl//52 av//PP//mark//58 att//SN//mark//58 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//58 genomför//VB|PRS|AKT//acl//54 förstärkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//60 utbildningsinsatser//NN|UTR|PLU|IND|NOM//obj//58 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 frågor//NN|UTR|PLU|IND|NOM//obl//58 om//PP//case//64 disciplinansvar//NN|NEU|SIN|IND|NOM//nmod//62 .//MAD//punct//30
Behovet av stöd vid tillämpning av LDT;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//69 bör//VB|PRS|AKT//aux//69 även//AB//advmod//69 utveckla//VB|INF|AKT//conj//30 stödet//NN|NEU|SIN|DEF|NOM//obj//69 för//PP//case//72 handläggningen//NN|UTR|SIN|DEF|NOM//nmod//70 av//PP//case//74 disciplinärenden//NN|NEU|PLU|IND|NOM//nmod//72 genom//PP//mark//77 att//IE//mark//77 uppdatera//VB|INF|AKT//advcl//69 den//DT|UTR|SIN|DEF//det//79 handbok//NN|UTR|SIN|IND|NOM//obj//77 och//KN//cc//82 de//DT|UTR/NEU|PLU|DEF//det//82 mallar//NN|UTR|PLU|IND|NOM//conj//79 som//HP|-|-|-//nsubj:pass//84 används//VB|PRS|SFO//acl:relcl//82 vid//PP//case//86 bedömning//NN|UTR|SIN|IND|NOM//obl//84 av//PP//case//88 disciplinärenden//NN|NEU|PLU|IND|NOM//nmod//86 enligt//PP//case//90 LDT//PM|NOM//nmod//88 .//MAD//punct//30
Behovet av stöd vid tillämpning av LDT;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//93 föreslår//VB|PRS|AKT//parataxis//30 också//AB//advmod//93 att//SN//mark//97 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//97 gör//VB|PRS|AKT//ccomp//93 en//DT|UTR|SIN|IND//det//100 årlig//JJ|POS|UTR|SIN|IND|NOM//amod//100 sammanställning//NN|UTR|SIN|IND|NOM//obj//97 över//PP//case//103 avgjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//103 ärenden//NN|NEU|PLU|IND|NOM//nmod//100 jämlikt//JJ|POS|NEU|SIN|IND|NOM//amod//105 LDT//PM|NOM//obj//97 för//PP//mark//109 att//IE//mark//109 därmed//AB//advmod//109 skapa//VB|INF|AKT//advcl//97 praxisöversikt//NN|UTR|SIN|IND|NOM//obj//109 och//KN//cc//113 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//113 tillämpning//NN|UTR|SIN|IND|NOM//conj//110 .//MAD//punct//30
Behovet av stöd vid tillämpning av LDT;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 alltjämt//AB//advmod//1 behov//NN|NEU|PLU|IND|NOM//nsubj//1 av//PP//case//7 ett//DT|NEU|SIN|IND//det//7 juridiskt//JJ|POS|NEU|SIN|IND|NOM//amod//7 stöd//NN|NEU|SIN|IND|NOM//nmod//3 från//PP//case//10 en//DT|UTR|SIN|IND//det//10 auditör//NN|UTR|SIN|IND|NOM//nmod//7 vid//PP//case//12 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//10 av//PP//case//14 LDT//PM|NOM//nmod//12 .//MAD//punct//1
Behovet av stöd vid tillämpning av LDT;Auditörsorganisationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 bör//VB|PRS|AKT//aux//21 enligt//PP//case//20 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 uppfattning//NN|UTR|SIN|IND|NOM//obl//21 anpassas//VB|INF|SFO//parataxis//1 till//PP//case//25 det//DT|NEU|SIN|DEF//det//25 minskade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//25 antalet//NN|NEU|SIN|DEF|NOM//nmod//26 disciplinärenden//NN|NEU|PLU|IND|NOM//obj//21 .//MAD//punct//1
Behovet av stöd vid tillämpning av LDT;Anpassningen//NN|UTR|SIN|DEF|NOM//nsubj//30 bör//VB|PRS|AKT//aux//30 ske//VB|INF|AKT//parataxis//1 genom//PP//mark//34 att//SN//mark//34 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//34 vidtar//VB|PRS|AKT//advcl//30 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 åtgärder//NN|UTR|PLU|IND|NOM//obj//34 .//MAD//punct//1

