10 Förhållandet till yttrandefriheten ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 görs//VB|PRS|SFO//ccomp//1 ett//DT|NEU|SIN|IND//det//6 undantag//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//8 persondatalagen//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//12 all//DT|UTR|SIN|IND/DEF//det//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 behandling//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//14 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//16 skyddas//VB|PRS|SFO//acl:relcl//12 av//PP//case//18 TF//PM|NOM//obl:agent//16 och//KN//cc//20 YGL//PM|NOM//conj//18 eller//KN//cc//22 utförs//VB|PRS|SFO//conj//16 som//KN//mark//25 ett//DT|NEU|SIN|IND//det//25 led//NN|NEU|SIN|IND|NOM//advcl//22 i//PP//case//28 konstnärligt//JJ|POS|NEU|SIN|IND|NOM//amod//28 skapande//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//1
12.12.1 Våra utgångspunkter;Datalagsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//36 uppskattade//VB|PRT|AKT//parataxis//12 emellertid//AB//advmod//36 att//SN//mark//48 bara//AB//advmod//42 omkring//PP//advmod//41 tio//RG|NOM//nummod//42 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//48 av//PP//case//46 alla//DT|UTR/NEU|PLU|IND/DEF//det//46 licenspliktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 personregister//NN|UTR|PLU|IND|NOM//nmod//42 verkligen//AB//advmod//48 anmäldes//VB|PRT|SFO//ccomp//36 till//PP//case//50 inspektionen//NN|UTR|SIN|DEF|NOM//obl//48 ,//MID//punct//36 327//RG|NOM//punct//12  //_SP////52 och//KN//cc//56 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//56 finns//VB|PRS|SFO//conj//12 inte//AB//advmod//56 anledning//NN|UTR|SIN|IND|NOM//nsubj//56 att//IE//mark//60 tro//VB|INF|AKT//acl//58 att//SN//mark//65 situationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//65 skulle//VB|PRT|AKT//aux//65 ha//VB|INF|AKT//aux//65 förbättrats//VB|SUP|SFO//ccomp//60 sedan//PP//case//67 dess//AB//obl//65 .//MAD//punct//12
12.12.1 Våra utgångspunkter;Datainspektionen//PM|NOM//nsubj//70 får//VB|PRS|AKT//parataxis//12 alltså//AB//advmod//70 genom//PP//case//74 licenssystemet//NN|NEU|SIN|DEF|NOM//nmod//74 kännedom//NN|UTR|SIN|IND|NOM//obl//70 om//PP//mark//78 bara//AB//advmod//78 en//DT|UTR|SIN|IND//det//78 bråkdel//NN|UTR|SIN|IND|NOM//acl//74 av//PP//case//81 den//DT|UTR|SIN|DEF//det//81 personregistrering//NN|UTR|SIN|IND|NOM//nmod//78 som//HP|-|-|-//nsubj//83 förekommer//VB|PRS|AKT//acl:relcl//81 .//MAD//punct//70
12.12.1 Våra utgångspunkter;Man//PN|UTR|SIN|IND|SUB//nsubj//86 kan//VB|PRS|AKT//aux//91 vidare//AB|KOM//advmod//91 på//PP//case//90 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 grunder//NN|UTR|PLU|IND|NOM//obl//91 anta//VB|INF|AKT//parataxis//70 att//SN//mark//95 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 är//VB|PRS|AKT//cop//95 de//PN|UTR/NEU|PLU|DEF|SUB//ccomp//91 som//HP|-|-|-//nsubj//97 följer//VB|PRS|AKT//acl:relcl//95 de//DT|UTR/NEU|PLU|DEF//det//100 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 reglerna//NN|UTR|PLU|DEF|NOM//obj//97 och//KN//cc//102 gör//VB|PRS|AKT//conj//97 en//DT|UTR|SIN|IND//det//104 anmälan//NN|UTR|SIN|IND|NOM//obj//102 som//HP|-|-|-//nsubj//108 också//AB//advmod//108 bäst//AB|SUV//advmod//108 följer//VB|PRS|AKT//acl:relcl//104 de//DT|UTR/NEU|PLU|DEF//det//111 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//111 reglerna//NN|UTR|PLU|DEF|NOM//obj//108 om//PP//case//113 uppgiftsbehandlingen//NN|UTR|SIN|DEF|NOM//nmod//111 .//MAD//punct//70
12.12.1 Våra utgångspunkter;Vår//PS|UTR|SIN|DEF//nmod:poss//1 slutsats//NN|UTR|SIN|IND|NOM//nsubj//25 är//VB|PRS|AKT//cop//1 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 inte//AB//advmod//7 är//VB|PRS|AKT//cop//7 befogat//JJ|POS|NEU|SIN|IND|NOM//csubj//1 att//IE//mark//9 föreskriva//VB|INF|AKT//csubj//7 en//DT|UTR|SIN|IND//det//11 anmälningsplikt//NN|UTR|SIN|IND|NOM//obj//9 bara//AB//advmod//9 för//PP//mark//17 att//SN//mark//17 Datainspektionen//PM|NOM//nsubj//17 skall//VB|PRS|AKT//aux//17 få//VB|INF|AKT//advcl//7 underlag//NN|NEU|SIN|IND|NOM//obj//17 för//PP//case//22 den//DT|UTR|SIN|DEF//det//22 viktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 tillsynsverksamheten//NN|UTR|SIN|DEF|NOM//nmod//18 .//MAD//punct//1
12.12.1 Våra utgångspunkter;En//DT|UTR|SIN|IND//det//25 expertmyndighet//NN|UTR|SIN|IND|NOM//nsubj//34 som//HP|-|-|-//nsubj//28 dagligen//AB//advmod//28 sysslar//VB|PRS|AKT//acl:relcl//25 med//PP//case//31 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 dataskyddsfrågor//NN|UTR|PLU|IND|NOM//obl//28 borde//VB|PRT|AKT//aux//34 kunna//VB|INF|AKT//aux//34 skaffa//VB|INF|AKT//ROOT//34 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//34 den//DT|UTR|SIN|DEF//det//38 nödvändiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 överblicken//NN|UTR|SIN|DEF|NOM//obj//34 på//PP//case//41 annat//JJ|POS|NEU|SIN|IND|NOM//amod//41 sätt//NN|NEU|SIN|IND|NOM//obl//34 än//KN//mark//45 genom//PP//mark//45 att//IE//mark//45 hantera//VB|INF|AKT//acl//41 en//DT|UTR|SIN|IND//det//48 stor//JJ|POS|UTR|SIN|IND|NOM//amod//48 mängd//NN|UTR|SIN|IND|NOM//nmod//49 anmälningsblanketter//NN|UTR|PLU|IND|NOM//obj//45 .//MAD//punct//34
12.12.1 Våra utgångspunkter;Datainspektionen//PM|NOM//nsubj//52 anser//VB|PRS|AKT//parataxis//34 för//PP//advmod//52 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//53 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//52 att//SN//mark//64 inkomna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//58 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//64 och//KN//cc//60 registreringen//NN|UTR|SIN|DEF|NOM//conj//58 av//PP//case//62 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//60 inte//AB//advmod//64 utgör//VB|PRS|AKT//advcl//52 någon//DT|UTR|SIN|IND//det//68 särskilt//AB//advmod//67 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//68 källa//NN|UTR|SIN|IND|NOM//obj//64 till//PP//case//70 kunskap//NN|UTR|SIN|IND|NOM//obl//64 om//PP//case//73 den//DT|UTR|SIN|DEF//det//73 uppgiftsbehandling//NN|UTR|SIN|IND|NOM//obl//64 som//HP|-|-|-//obj//77 inspektionen//NN|UTR|SIN|DEF|NOM//nsubj//77 borde//VB|PRT|AKT//aux//77 granska//VB|INF|AKT//acl:relcl//73 närmare//AB|KOM//advmod//77 .//MAD//punct//34
12.12.1 Våra utgångspunkter;De//DT|UTR/NEU|PLU|DEF//det//1 anmälningar//NN|UTR|PLU|IND|NOM//nsubj:pass//10 som//HP|-|-|-//nsubj:pass//3 lämnas//VB|PRS|SFO//acl:relcl//1 in//PL//compound:prt//3 till//PP//case//6 Datainspektionen//PM|NOM//obl//3 kan//VB|PRS|AKT//aux//10 inte//AB//advmod//10 heller//AB//advmod//10 anses//VB|INF|SFO//ROOT//10 ge//VB|INF|AKT//xcomp//10 de//DT|UTR/NEU|PLU|DEF//det//14 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 tillgång//NN|UTR|SIN|IND|NOM//obj//11 till//PP//case//18 någon//DT|UTR|SIN|IND//det//18 särskilt//AB//advmod//18 värdefull//JJ|POS|UTR|SIN|IND|NOM//obl//11 –//RG|NOM//punct//21 eller//KN//cc//21 heltäckande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//18 –//RG|NOM//punct//23 kunskap//NN|UTR|SIN|IND|NOM//obj//11 om//PP//mark//28 var//HA//advmod//28 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//27 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//28 behandlas//VB|PRS|SFO//acl//23 .//MAD//punct//23
12.12.1 Våra utgångspunkter;I//PP//case//32 vårt//PS|NEU|SIN|DEF//nmod:poss//32 förslag//NN|NEU|SIN|IND|NOM//obl//33 finns//VB|PRS|SFO//conj//10 dessutom//AB//advmod//33 regler//NN|UTR|PLU|IND|NOM//nsubj//33 om//PP//mark//39 att//SN//mark//39 den//DT|UTR|SIN|DEF//nsubj//39 registrerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//acl//35 själv//JJ|POS|UTR|SIN|IND|NOM//amod//39 automatiskt//AB|POS//advmod//43 skall//VB|PRS|AKT//aux//43 få//VB|INF|AKT//conj//39 information//NN|UTR|SIN|IND|NOM//obj//43 om//PP//case//46 behandlingen//NN|UTR|SIN|DEF|NOM//nmod//44 direkt//AB|POS//advmod//50 från//PP//case//50 den//DT|UTR|SIN|DEF//det//50 persondataansvarige//JJ|POS|MAS|SIN|DEF|NOM//nmod//46 ,//MID//punct//52 se//VB|IMP|AKT//parataxis//10 avsnitt//NN|NEU|SIN|IND|NOM//nmod//54 12.7.2//RG|NOM//obj//52 .//MAD//punct//10
12.12.1 Våra utgångspunkter;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 känner//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 till//PL//case//4 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//1 i//PP//case//6 Sverige//PM|NOM//nmod//4 som//HP|-|-|-//nsubj//8 förordar//VB|PRS|AKT//acl:relcl//6 att//SN//mark//17 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 med//PP//case//13 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 anmälningsplikt//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//16 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 tillståndsplikt//NN|UTR|SIN|IND|NOM//conj//13 behålls//VB|PRS|SFO//ccomp//8 .//MAD//punct//1
12.12.1 Våra utgångspunkter;Datainspektionen//PM|NOM//nsubj//21 själv//JJ|POS|UTR|SIN|IND|NOM//amod//19 anser//VB|PRS|AKT//parataxis//1 att//SN//mark//25 man//PN|UTR|SIN|IND|SUB//nsubj//25 bör//VB|PRS|AKT//aux//25 gå//VB|INF|AKT//ccomp//21 ifrån//PL//compound:prt//25 det//DT|NEU|SIN|DEF//det//28 systemet//NN|NEU|SIN|DEF|NOM//obj//25 och//KN//cc//32 i//PP//advmod//32 stället//NN|NEU|SIN|DEF|NOM//fixed//30 koncentrera//VB|INF|AKT//conj//25 verksamheten//NN|UTR|SIN|DEF|NOM//obj//32 till//PP//case//35 tillsyn//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//1
12.12.1 Våra utgångspunkter;"Vår//PS|UTR|SIN|DEF//nmod:poss//1 slutsats//NN|UTR|SIN|IND|NOM//nsubj:pass//46 är//VB|PRS|AKT//cop//1 att//SN//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 från//PP//case//7 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//9 är//VB|PRS|AKT//cop//9 önskvärt//JJ|POS|NEU|SIN|IND|NOM//csubj//1 att//SN//mark//19 antalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//19 anmälningar//NN|UTR|PLU|IND|NOM//nsubj:pass//19 och//KN//cc//14 förhandskontroller//NN|UTR|PLU|IND|NOM//conj//12 av//PP//case//16 behandlingar//NN|UTR|PLU|IND|NOM//nmod//14 av//PP//case//18 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//16 begränsas//VB|PRS|SFO//csubj//9 till//PP//case//22 ett//DT|NEU|SIN|IND//det//22 minimum//NN|NEU|SIN|IND|NOM//obl//19 och//KN//cc//29 att//SN//mark//29 Datainspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//29 i//PP//advmod//29 stället//NN|NEU|SIN|DEF|NOM//fixed//27 används//VB|PRS|SFO//conj//19 för//PP//mark//32 att//IE//mark//32 ge//VB|INF|AKT//advcl//29 råd//NN|NEU|SIN|IND|NOM//obj//32 ,//MID//punct//35 sprida//VB|INF|AKT//conj//19 kunskap//NN|UTR|SIN|IND|NOM//obj//35 och//KN//cc//38 utöva//VB|INF|AKT//conj//19 tillsyn//NN|UTR|SIN|IND|NOM//obj//38 ;//MID//punct//1"
12.12.1 Våra utgångspunkter;inspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//46 i//PP//case//45 dessa//DT|UTR/NEU|PLU|DEF//det//45 hänseenden//NN|NEU|PLU|IND|NOM//nmod//42 berörs//VB|PRS|SFO//ROOT//46 närmare//AB|KOM//advmod//46 i//PP//case//50 avsnitt//NN|NEU|SIN|IND|NOM//nmod//50 12.14.1//RG|NOM//obl//46 .//MAD//punct//46
12.12.1 Våra utgångspunkter;Av//PP//case//53 vad//HP|NEU|SIN|IND//dislocated//55 som//HP|-|-|-//nsubj//55 anförs//VB|PRS|SFO//advcl//46 i//PP//case//58 avsnitt//NN|NEU|SIN|IND|NOM//nmod//58 11.6.3.4//RG|NOM//obl//55 framgår//VB|PRS|AKT//parataxis//46 att//SN//mark//63 vi//PN|UTR|PLU|DEF|SUB//nsubj//63 dock//AB//advmod//63 föreslår//VB|PRS|AKT//ccomp//59 att//SN//mark//68 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 genom//PP//case//67 förordning//NN|UTR|SIN|IND|NOM//obl//68 införs//VB|PRS|SFO//ccomp//63 en//DT|UTR|SIN|IND//det//71 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//71 skyldighet//NN|UTR|SIN|IND|NOM//nsubj:pass//68 att//IE//mark//75 för//PP//case//74 förhandskontroll//NN|UTR|SIN|IND|NOM//obl//75 anmäla//VB|INF|AKT//acl//71 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//advmod//75 –//PAD//punct//78 automatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//76 eller//KN//cc//81 icke//AB//advmod//81 automatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//78 –//RG|NOM//punct//83 behandlingar//NN|UTR|PLU|IND|NOM//parataxis//46 av//PP//case//86 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//83 för//PP//case//88 forsknings-//NN|UTR|-|-|SMS//nmod//86 eller//KN//cc//90 statistikändamål//NN|NEU|PLU|IND|NOM//conj//88 som//HP|-|-|-//nsubj:pass//92 utförs//VB|PRS|SFO//acl:relcl//83 utan//PP//case//94 samtycke//NN|NEU|SIN|IND|NOM//obl//92 av//PP//mark//97 de//DT|UTR/NEU|PLU|DEF//det//97 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//94 och//KN//cc//103 utan//PP//mark//103 att//SN//mark//103 projektet//NN|NEU|SIN|DEF|NOM//nsubj:pass//103 har//VB|PRS|AKT//aux//103 godkänts//VB|SUP|SFO//conj//46 av//PP//case//107 en//DT|UTR|SIN|IND//det//107 forskningsetisk//JJ|POS|UTR|SIN|IND|NOM//amod//107 kommitté//NN|UTR|SIN|IND|NOM//obl:agent//103 .//MAD//punct//46
12.12.1 Våra utgångspunkter;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 övergår//VB|PRS|AKT//ROOT//1 nu//AB//advmod//1 till//PP//mark//5 att//IE//mark//5 beröra//VB|INF|AKT//advcl//1 hur//HA//advmod//17 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//17 som//HP|-|-|-//nsubj//11 således//AB//advmod//11 är//VB|PRS|AKT//cop//11 önskvärt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//7 från//PP//case//14 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//11 skall//VB|PRS|AKT//aux//17 kunna//VB|INF|AKT//aux//17 förenas//VB|INF|SFO//ccomp//5 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 skyldigheter//NN|UTR|PLU|IND|NOM//obl//17 som//HP|-|-|-//obj//23 Sverige//PM|NOM//nsubj//23 har//VB|PRS|AKT//acl:relcl//20 enligt//PP//case//25 EG-direktivet//NN|NEU|SIN|DEF|NOM//obl//23 .//MAD//punct//1

12.12.2 Genomförandet av EG-direktivet;12.12.2.1//RG|NOM//nummod//1 EG-direktivet//NN|NEU|SIN|DEF|NOM//ROOT//1 i//PP//case//3 korthet//NN|UTR|SIN|IND|NOM//nmod//1
12.12.2 Genomförandet av EG-direktivet;Enligt//PP//case//1 EG-direktivet//NN|NEU|SIN|DEF|NOM//obl//4 skall//VB|PRS|AKT//aux//4 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//4 föreskriva//VB|INF|AKT//ROOT//4 att//SN//mark//13 den//DT|UTR|SIN|DEF//det//7 persondataansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//13 i//PP//advmod//7 förväg//NN|UTR|SIN|IND|NOM//fixed//8 skall//VB|PRS|AKT//aux//13 till//PP//case//12 tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//13 anmäla//VB|INF|AKT//ccomp//4 alla//DT|UTR/NEU|PLU|IND/DEF//det//16 automatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 behandlingar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//19 skall//VB|PRS|AKT//aux//19 genomföras//VB|INF|SFO//acl:relcl//16 .//MAD//punct//4
12.12.2 Genomförandet av EG-direktivet;Däremot//AB//advmod//22 får//VB|PRS|AKT//aux//25 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//25 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 välja//VB|INF|AKT//parataxis//4 om//PP//compound:prt//25 och//KN//cc//34 i//PP//case//30 vilken//HD|UTR|SIN|IND//det//30 utsträckning//NN|UTR|SIN|IND|NOM//obl//34 den//DT|UTR|SIN|DEF//det//32 persondataansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//34 skall//VB|PRS|AKT//aux//34 anmäla//VB|INF|AKT//conj//25 icke//AB//advmod//34 automatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 behandlingar//NN|UTR|PLU|IND|NOM//obj//34 .//MAD//punct//4
12.12.2 Genomförandet av EG-direktivet;Tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//41 skall//VB|PRS|AKT//aux//41 föra//VB|INF|AKT//parataxis//4 ett//DT|NEU|SIN|IND//det//44 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//44 register//NN|NEU|SIN|IND|NOM//obj//41 över//PP//case//47 alla//DT|UTR/NEU|PLU|IND/DEF//det//47 behandlingar//NN|UTR|PLU|IND|NOM//obl//41 som//HP|-|-|-//nsubj:pass//50 har//VB|PRS|AKT//aux//50 anmälts//VB|SUP|SFO//acl:relcl//47 .//MAD//punct//41
12.12.2 Genomförandet av EG-direktivet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//57 är//VB|PRS|AKT//cop//57 under//PP//case//56 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 förutsättningar//NN|UTR|PLU|IND|NOM//obl//57 tillåtet//PC|PRF|NEU|SIN|IND|NOM//parataxis//41 för//PP//case//59 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//57 att//IE//mark//61 föreskriva//VB|INF|AKT//acl//57 undantag//NN|NEU|SIN|IND|NOM//obj//61 från//PP//case//64 anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//obl//61 .//MID//punct//41
12.12.2 Genomförandet av EG-direktivet;När//HA//mark//70 en//DT|UTR|SIN|IND//det//68 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//70 inte//AB//advmod//70 omfattas//VB|PRS|SFO//advcl//84 av//PP//case//72 anmälningsskyldighet//NN|UTR|SIN|IND|NOM//obl:agent//70 ,//MID//punct//84 skall//VB|PRS|AKT//aux//84 den//DT|UTR|SIN|DEF//det//76 persondataansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//84 själv//JJ|POS|UTR|SIN|IND|NOM//acl//76 ,//MID//punct//82 eller//KN//cc//82 något//DT|NEU|SIN|IND//det//82 annat//JJ|POS|NEU|SIN|IND|NOM//amod//82 organ//NN|NEU|SIN|IND|NOM//conj//76 ,//MID//punct//82 lämna//VB|INF|AKT//conj//41 information//NN|UTR|SIN|IND|NOM//obj//84 om//PP//case//88 de//DT|UTR/NEU|PLU|DEF//det//88 behandlingar//NN|UTR|PLU|IND|NOM//obl//84 som//HP|-|-|-//nsubj:pass//90 genomförs//VB|PRS|SFO//acl:relcl//88 till//PP//case//92 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//90 som//HP|-|-|-//nsubj//94 begär//VB|PRS|AKT//acl:relcl//92 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//96 information//NN|UTR|SIN|IND|NOM//obj//94 .//MAD//punct//41
12.12.2 Genomförandet av EG-direktivet;"Medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//101 skall//VB|PRS|AKT//aux//101 vidare//AB|KOM//advmod//101 säkerställa//VB|INF|AKT//parataxis//41 att//SN//mark//106 särskilt//AB//advmod//104 riskfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//105 behandlingar//NN|UTR|PLU|IND|NOM//nsubj:pass//106 kontrolleras//VB|INF|SFO//advcl//101 på//PP//compound:prt//106 förhand//NN|UTR|SIN|IND|NOM//fixed//107 ;//MID//punct//101"
12.12.2 Genomförandet av EG-direktivet;vilka//HD|UTR/NEU|PLU|IND//det//111 behandlingar//NN|UTR|PLU|IND|NOM//dislocated//115 som//HP|-|-|-//nsubj//115 är//VB|PRS|AKT//cop//115 särskilt//AB//advmod//115 riskfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//101 får//VB|PRS|AKT//aux//120 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//120 dock//AB//advmod//120 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 bestämma//VB|INF|AKT//conj//41 .//MAD//punct//41
12.12.2 Genomförandet av EG-direktivet;De//DT|UTR/NEU|PLU|DEF//det//3 ganska//AB//advmod//2 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//10 i//PP//case//5 EG-direktivet//NN|NEU|SIN|DEF|NOM//nmod//3 rörande//PP//case//7 anmälan//NN|UTR|SIN|IND|NOM//nmod//3 har//VB|PRS|AKT//aux//10 närmare//AB|KOM//advmod//10 berörts//VB|SUP|SFO//ROOT//10 i//PP//case//13 avsnitt//NN|NEU|SIN|IND|NOM//nmod//13 3.13//RG|NOM//obl//10 .//MAD//punct//10
12.12.2 Genomförandet av EG-direktivet;12.12.2.2//RG|NOM//advmod//20 En//DT|UTR|SIN|IND//det//18 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//18 anmälningsskyldighet//NN|UTR|SIN|IND|NOM//nsubj:pass//20 måste//VB|PRS|AKT//aux//20 införas//VB|INF|SFO//conj//10
12.12.2 Genomförandet av EG-direktivet;EG-direktivet//NN|NEU|SIN|DEF|NOM//nsubj//1 kräver//VB|PRS|AKT//ROOT//1 således//AB//advmod//1 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 i//PP//case//6 Sverige//PM|NOM//obl//7 införs//VB|PRS|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//10 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//10 skyldighet//NN|UTR|SIN|IND|NOM//nsubj:pass//7 att//IE//mark//12 anmäla//VB|INF|AKT//acl//10 all//DT|UTR|SIN|IND/DEF//det//15 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 behandling//NN|UTR|SIN|IND|NOM//obj//12 av//PP//case//17 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//15 till//PP//case//19 Datainspektionen//PM|NOM//obl//12 .//MAD//punct//1
12.12.2 Genomförandet av EG-direktivet;Vi//PN|UTR|PLU|DEF|SUB//nsubj//22 har//VB|PRS|AKT//parataxis//1 därför//AB//advmod//22 –//RG|NOM//punct//25 motvilligt//AB|POS//advmod//22 –//PAD//punct//25 i//PP//case//29 vårt//PS|NEU|SIN|DEF//nmod:poss//29 förslag//NN|NEU|SIN|IND|NOM//obl//32 till//PP//case//31 persondatalag//NN|NEU|SIN|IND|NOM//nmod//29 tagit//VB|SUP|AKT//advcl//25 med//PL//case//36 en//DT|UTR|SIN|IND//det//36 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//36 skyldighet//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//25
12.12.2 Genomförandet av EG-direktivet;Däremot//AB//advmod//39 anser//VB|PRS|AKT//conj//22 vi//PN|UTR|PLU|DEF|SUB//nsubj//39 ,//MID//punct//39 i//PP//case//47 enlighet//NN|UTR|SIN|IND|NOM//fixed//42 med//PP//fixed//42 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//47 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//39 ,//MID//punct//47 att//SN//mark//63 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//63 enligt//PP//case//52 EG-direktivet//NN|NEU|SIN|DEF|NOM//nmod//50 att//IE//mark//54 föreskriva//VB|INF|AKT//acl//50 anmälningsskyldighet//NN|UTR|SIN|IND|NOM//obj//54 även//AB//advmod//63 för//PP//case//60 icke//AB//advmod//60 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//60 behandling//NN|UTR|SIN|IND|NOM//obl//63 inte//AB//advmod//63 bör//VB|PRS|AKT//aux//63 utnyttjas//VB|INF|SFO//acl//47 .//MAD//punct//39
