Släpvagnskörning med B-körkort ;–//RG|NOM//punct//6 när//HA//advmod//6 kan//VB|PRS|AKT//aux//6 de//DT|UTR/NEU|PLU|DEF//det//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 EU-reglerna//NN|UTR|PLU|DEF|NOM//nsubj//6 börja//VB|INF|AKT//ROOT//6 tillämpas//VB|INF|SFO//xcomp//6 ?//MAD//punct//6
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//64 skulle//VB|PRT|AKT//aux//64 sannolikt//AB|POS//advmod//64 leda//VB|INF|AKT//ROOT//64 till//PP//case//66 lagändringar//NN|UTR|PLU|IND|NOM//obl//64 vid//PP//case//69 två//RG|NOM//nummod//69 tillfällen//NN|NEU|PLU|IND|NOM//obl//64 för//PP//case//72 samma//DT|UTR/NEU|SIN/PLU|IND//amod//72 regel//NN|UTR|SIN|IND|NOM//nmod//69 .//MAD//punct//64
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//81 är//VB|PRS|AKT//cop//81 till//PP//advmod//81 nackdel//NN|UTR|SIN|IND|NOM//fixed//76 för//PP//case//81 den//DT|UTR|SIN|DEF//det//81 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 översynen//NN|UTR|SIN|DEF|NOM//parataxis//64 av//PP//case//83 körkortslagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//81 att//IE//mark//88 på//PP//case//87 detta//DT|NEU|SIN|DEF//det//87 sätt//NN|NEU|SIN|IND|NOM//obl//88 dela//VB|INF|AKT//acl//83 upp//PL//compound:prt//88 bestämmelsen//NN|UTR|SIN|DEF|NOM//obj//88 om//PP//case//92 fordonsvikter//NN|UTR|PLU|IND|NOM//obl//88 .//MAD//punct//81
5 EU-harmonisering av körkortsbehörigheter;Dessutom//AB//advmod//95 skulle//VB|PRT|AKT//conj//64 nyttan//NN|UTR|SIN|DEF|NOM//obj//95 för//PP//case//101 de//DT|UTR/NEU|PLU|DEF//det//99 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 vara//VB|INF|AKT//cop//101 begränsad//PC|PRF|UTR|SIN|IND|NOM//advcl//95 .//MAD//punct//95
5 EU-harmonisering av körkortsbehörigheter;Att//IE//mark//1 ta//VB|INF|AKT//csubj//5 bort//PL//compound:prt//1 begränsningen//NN|UTR|SIN|DEF|NOM//obj//1 skulle//VB|PRT|AKT//aux//5 gynna//VB|INF|AKT//ROOT//5 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 förare//NN|UTR|PLU|IND|NOM//obj//5 som//HP|-|-|-//nsubj//10 kan//VB|PRS|AKT//aux//10 använda//VB|INF|AKT//acl:relcl//7 ett//DT|NEU|SIN|IND//det//12 släp//NN|NEU|SIN|IND|NOM//obj//10 med//PP//case//15 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 totalvikt//NN|UTR|SIN|IND|NOM//obl//10 än//KN//mark//19 vad//HP|NEU|SIN|IND//obj//19 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//19 kan//VB|PRS|AKT//acl//15 i//PP//advmod//19 dag//NN|UTR|SIN|IND|NOM//fixed//20 .//MAD//punct//5
5 EU-harmonisering av körkortsbehörigheter;Exempelvis//AB//advmod//5 skulle//VB|PRT|AKT//conj//5 en//DT|UTR|SIN|IND//det//26 husvagnsägare//NN|UTR|SIN|IND|NOM//obj//24 som//HP|-|-|-//nsubj//28 har//VB|PRS|AKT//acl:relcl//26 en//DT|UTR|SIN|IND//det//30 dragbil//NN|UTR|SIN|IND|NOM//obj//28 med//PP//case//32 tjänstevikten//NN|UTR|SIN|DEF|NOM//obl//28 1//RG|NOM//nummod//34 510//RG|NOM//nummod//35 kg//NN|AN//nmod//32 ,//MID//punct//5 och//KN//cc//39 som//HP|-|-|-//nsubj//39 har//VB|PRS|AKT//conj//5 en//DT|UTR|SIN|IND//det//42 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//42 tillåten//JJ|POS|UTR|SIN|IND|NOM//obj//39 släpvagnsvikt//NN|UTR|SIN|IND|NOM//obj//39 på//PP//case//47 1//RG|NOM//nummod//46 600//RG|NOM//nummod//47 kg//NN|AN//obl//39 ,//MID//punct//5 kunna//VB|INF|AKT//aux//50 utrusta//VB|INF|AKT//conj//5 sin//PS|UTR|SIN|DEF//nmod:poss//52 husvagn//NN|UTR|SIN|IND|NOM//obj//50 med//PP//case//55 påmonterad//PC|PRF|UTR|SIN|IND|NOM//amod//55 merutrustning//NN|UTR|SIN|IND|NOM//obl//50 upp//AB//advmod//50 till//PP//case//59 90//RG|NOM//nummod//59 kg//NN|AN//obl//50 och//KN//cc//61 registrera//VB|INF|AKT//conj//5 om//PP//case//63 husvagnen//NN|UTR|SIN|DEF|NOM//obl//61 till//PP//case//66 en//DT|UTR|SIN|IND//det//66 totalvikt//NN|UTR|SIN|IND|NOM//obl//61 om//PP//case//70 1//RG|NOM//nummod//69 600//RG|NOM//nummod//70 kg//NN|AN//nmod//66 .//MAD//punct//5
5 EU-harmonisering av körkortsbehörigheter;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//80 som//HP|-|-|-//nsubj//74 hyr//VB|PRS|AKT//acl:relcl//72 en//DT|UTR|SIN|IND//det//76 släpvagn//NN|UTR|SIN|IND|NOM//obj//74 tillfälligt//AB|POS//advmod//74 kan//VB|PRS|AKT//aux//80 också//AB//advmod//80 välja//VB|INF|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//83 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 släpvagn//NN|UTR|SIN|IND|NOM//obj//80 än//KN//mark//87 med//PP//case//87 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//87 regler//NN|UTR|PLU|IND|NOM//obl//80 .//MAD//punct//80
5 EU-harmonisering av körkortsbehörigheter;Den//DT|UTR|SIN|DEF//det//92 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//92 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//92 släpvagnsvikten//NN|UTR|SIN|DEF|NOM//nsubj//94 är//VB|PRS|AKT//cop//94 fastställd//PC|PRF|UTR|SIN|IND|NOM//parataxis//80 utifrån//PP//case//96 kriterier//NN|NEU|PLU|IND|NOM//obl//94 som//HP|-|-|-//nsubj//100 numera//AB//advmod//100 är//VB|PRS|AKT//cop//100 harmoniserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//96 inom//PP//case//102 EU//PM|NOM//obl//100 och//KN//cc//106 den//DT|UTR|SIN|DEF//det//106 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//106 variation//NN|UTR|SIN|IND|NOM//conj//102 som//HP|-|-|-//nsubj//109 tidigare//AB|KOM//advmod//109 fanns//VB|PRT|SFO//acl:relcl//106 mellan//PP//case//111 bilmodellerna//NN|UTR|PLU|DEF|NOM//obl//109 har//VB|PRS|AKT//aux//113 försvunnit//VB|SUP|AKT//conj//100 .//MAD//punct//80
5 EU-harmonisering av körkortsbehörigheter;Fördelen//NN|UTR|SIN|DEF|NOM//obj//80 med//PP//case//118 denna//DT|UTR|SIN|DEF//det//118 regel//NN|UTR|SIN|IND|NOM//nmod//115 ,//MID//punct//115 oavsett//AB|POS//mark//123 när//HA//mark//123 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//123 införs//VB|PRS|SFO//advcl//80 ,//MID//punct//80 är//VB|PRS|AKT//cop//127 att//SN//mark//127 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//80 med//PP//case//129 bilar//NN|UTR|PLU|IND|NOM//obl//127 som//HP|-|-|-//nsubj//131 har//VB|PRS|AKT//acl:relcl//129 en//DT|UTR|SIN|IND//det//133 totalvikt//NN|UTR|SIN|IND|NOM//obj//131 under//PP//case//138 cirka//AB//advmod//136 2//RG|NOM//nummod//137 000//RG|NOM//nummod//138 kg//NN|AN//nmod//133 kan//VB|PRS|AKT//aux//140 dra//VB|INF|AKT//conj//5 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//142 släp//NN|NEU|PLU|IND|NOM//obj//140 utan//PP//case//145 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//145 behörighet//NN|UTR|SIN|IND|NOM//obl//140 än//KN//mark//147 B-behörighet//NN|UTR|SIN|IND|NOM//obl//140 .//MAD//punct//5
5 EU-harmonisering av körkortsbehörigheter;Antalet//NN|NEU|SIN|DEF|NOM//nmod//151 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//151 kilon//NN|NEU|PLU|IND|NOM//nsubj//157 som//HP|-|-|-//nsubj:pass//154 kan//VB|PRS|AKT//aux//154 dras//VB|INF|SFO//acl:relcl//151 är//VB|PRS|AKT//cop//157 dock//AB//advmod//157 begränsat//PC|PRF|NEU|SIN|IND|NOM//parataxis//5 .//MAD//punct//5
5 EU-harmonisering av körkortsbehörigheter;Tjänstevikten//NN|UTR|SIN|DEF|NOM//nsubj//160 ligger//VB|PRS|AKT//parataxis//5 endast//AB//advmod//160 något//AB//det//164 hundra//RG|NOM//nummod//164 kilo//NN|NEU|PLU|IND|NOM//nsubj//160 under//PP//case//169 den//DT|UTR|SIN|DEF//det//169 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//169 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//169 släpvagnsvikten//NN|UTR|SIN|DEF|NOM//obl//160 för//PP//case//174 en//DT|UTR|SIN|IND//det//174 icke//AB//advmod//173 fyrhjulsdriven//PC|PRF|UTR|SIN|IND|NOM//amod//174 bil//NN|UTR|SIN|IND|NOM//nmod//169 .//MAD//punct//160
5 EU-harmonisering av körkortsbehörigheter;För//PP//case//179 en//DT|UTR|SIN|IND//det//179 fyrhjulsdriven//PC|PRF|UTR|SIN|IND|NOM//amod//179 bil//NN|UTR|SIN|IND|NOM//obl//182 kan//VB|PRS|AKT//aux//182 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//182 vara//VB|INF|AKT//conj//160 upp//AB//advmod//182 till//PP//case//187 cirka//AB//advmod//186 250//RG|NOM//nummod//187 kg//NN|AN//obl//182 .//MAD//punct//160
5 EU-harmonisering av körkortsbehörigheter;Allmänt//AB|POS//obl//160 sett//PC|PRF|NEU|SIN|IND|NOM//amod//189 är//VB|PRS|AKT//cop//196 dock//AB//advmod//196 de//DT|UTR/NEU|PLU|DEF//det//195 fyrhjulsdrivna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//195 bilarna//NN|UTR|PLU|DEF|NOM//nsubj//196 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//160 och//KN//cc//198 totalvikt//NN|UTR|SIN|IND|NOM//conj//196 för//PP//case//200 släp//NN|NEU|SIN|IND|NOM//obl//196 och//KN//cc//202 bil//NN|UTR|SIN|IND|NOM//conj//200 går//VB|PRS|AKT//conj//160 därför//AB//advmod//203 ofta//AB|POS//advmod//203 över//PP//case//207 gränsen//NN|UTR|SIN|DEF|NOM//obl//203 på//PP//case//211 3//RG|NOM//nummod//210 500//RG|NOM//nummod//211 kg//NN|AN//nmod//207 .//MAD//punct//5
5 EU-harmonisering av körkortsbehörigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 har//VB|PRS|AKT//aux//4 inte//AB//advmod//4 heller//AB//advmod//4 framkommit//VB|SUP|AKT//ROOT//4 några//DT|UTR/NEU|PLU|IND//det//7 bärande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 trafiksäkerhetsskäl//NN|NEU|PLU|IND|NOM//obj//4 som//HP|-|-|-//nsubj//9 talar//VB|PRS|AKT//acl:relcl//7 till//PP//case//12 bestämmelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 fördel//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//4
5 EU-harmonisering av körkortsbehörigheter;5.5//RG|NOM//nummod//15 Utbildning//NN|UTR|SIN|IND|NOM//appos//4 ,//MID//punct//17 prov//NN|NEU|SIN|IND|NOM//conj//15 eller//KN//cc//20 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 delarna//NN|UTR|PLU|DEF|NOM//conj//15 ?//MAD//punct//4
5 EU-harmonisering av körkortsbehörigheter;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//dislocated//42 ://MID//punct//1
5 EU-harmonisering av körkortsbehörigheter;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 tar//VB|PRS|AKT//parataxis//1 inte//AB//advmod//4 nu//AB//advmod//4 ställning//NN|UTR|SIN|IND|NOM//obj//4 till//PP//case//10 vilket//HD|NEU|SIN|IND//det//10 system//NN|NEU|SIN|IND|NOM//obl//4 för//PP//mark//13 att//IE//mark//13 förvärva//VB|INF|AKT//acl//10 den//DT|UTR|SIN|DEF//det//16 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//16 B-behörigheten//NN|UTR|SIN|DEF|NOM//obj//13 som//HP|-|-|-//nsubj:pass//19 bör//VB|PRS|AKT//aux//19 genomföras//VB|INF|SFO//acl:relcl//16 .//MAD//punct//4
5 EU-harmonisering av körkortsbehörigheter;Enligt//PP//case//23 vår//PS|UTR|SIN|DEF//nmod:poss//23 bedömning//NN|UTR|SIN|IND|NOM//obl//34 skulle//VB|PRT|AKT//aux//34 körprovsalternativet//NN|NEU|SIN|DEF|NOM//nsubj//34 med//PP//case//27 Vägverket//PM|NOM//nmod//25 som//KN//nsubj//29 ansvarig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//27 för//PP//case//31 provet//NN|NEU|SIN|DEF|NOM//obl//29 vara//VB|INF|AKT//cop//34 det//DT|NEU|SIN|DEF//det//34 system//NN|NEU|SIN|IND|NOM//obj//4 som//HP|-|-|-//nsubj//36 går//VB|PRS|AKT//acl:relcl//34 snabbast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//obj//36 att//IE//mark//39 införa//VB|INF|AKT//advcl//36 .//MAD//punct//1
5 EU-harmonisering av körkortsbehörigheter;Systemet//NN|NEU|SIN|DEF|NOM//nsubj//42 finns//VB|PRS|SFO//ROOT//42 redan//AB//advmod//42 i//PP//advmod//42 drift//NN|UTR|SIN|IND|NOM//fixed//44 för//PP//case//48 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 behörigheter//NN|UTR|PLU|IND|NOM//obl//42 .//MAD//punct//42
5 EU-harmonisering av körkortsbehörigheter;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 för//PP//case//3 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 arbete//NN|NEU|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//0 att//IE//mark//6 åstadkomma//VB|INF|AKT//csubj//0 förenklingar//NN|UTR|PLU|IND|NOM//obj//6 och//KN//cc//10 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 bestämmelser//NN|UTR|PLU|IND|NOM//conj//7 i//PP//case//12 körkortslagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//10 i//PP//advmod//6 allmänhet//NN|UTR|SIN|IND|NOM//fixed//13 .//MAD//punct//0
5 EU-harmonisering av körkortsbehörigheter;Av//PP//case//18 det//DT|NEU|SIN|DEF//det//18 skälet//NN|NEU|SIN|DEF|NOM//obl//19 görs//VB|PRS|SFO//ROOT//19 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 vore//VB|KON|PRT|AKT//cop//25 mindre//AB|KOM//advmod//25 ändamålsenligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//19 ,//MID//punct//25 med//PP//case//29 uppenbar//JJ|POS|UTR|SIN|IND|NOM//amod//29 risk//NN|UTR|SIN|IND|NOM//obl//25 för//PP//mark//35 att//SN//mark//35 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//35 måst//VB|SUP|AKT//aux//35 göras//VB|INF|SFO//acl//29 i//PP//case//37 slutbetänkandet//NN|NEU|SIN|DEF|NOM//obl//35 ,//MID//punct//41 att//IE//mark//41 nu//AB//advmod//41 lämna//VB|INF|AKT//conj//35 förslag//NN|NEU|SIN|IND|NOM//obj//41 i//PP//case//44 frågan//NN|UTR|SIN|DEF|NOM//nmod//42 om//PP//mark//53 hur//HA//advmod//53 utbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//53 och//KN//cc//49 ///MID//conj//47 eller//KN//cc//51 körprov//NN|NEU|SIN|IND|NOM//conj//47 skall//VB|PRS|AKT//aux//53 utformas//VB|INF|SFO//advcl//41 .//MAD//punct//19
5 EU-harmonisering av körkortsbehörigheter;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//62 för//PP//case//57 valet//NN|NEU|SIN|DEF|NOM//nmod//55 av//PP//case//59 system//NN|NEU|PLU|IND|NOM//nmod//57 skall//VB|PRS|AKT//aux//62 också//AB//advmod//62 vara//VB|INF|AKT//parataxis//19 att//SN//mark//65 trafiksäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//65 blir//VB|PRS|AKT//ccomp//62 tillgodosedd//PC|PRF|UTR|SIN|IND|NOM//xcomp//65 .//MAD//punct//62
5 EU-harmonisering av körkortsbehörigheter;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//69 tar//VB|PRS|AKT//parataxis//62 därför//AB//advmod//69 inte//AB//advmod//69 nu//AB//advmod//69 ställning//NN|UTR|SIN|IND|NOM//obj//69 till//PP//case//76 vilket//HD|NEU|SIN|IND//det//76 system//NN|NEU|SIN|IND|NOM//obl//69 ,//MID//punct//79 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//79 utbildning//NN|UTR|SIN|IND|NOM//conj//76 eller//KN//cc//81 körprov//NN|NEU|SIN|IND|NOM//conj//76 eller//KN//cc//84 en//DT|UTR|SIN|IND//det//84 kombination//NN|UTR|SIN|IND|NOM//conj//76 ,//MID//punct//84 som//HP|-|-|-//nsubj:pass//88 bör//VB|PRS|AKT//aux//88 införas//VB|INF|SFO//acl:relcl//84 men//KN//cc//90 lämnar//VB|PRS|AKT//conj//88 ändå//AB//advmod//90 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 kommentarer//NN|UTR|PLU|IND|NOM//obj//90 i//PP//case//96 frågan//NN|UTR|SIN|DEF|NOM//obl//90 .//MAD//punct//69
5 EU-harmonisering av körkortsbehörigheter;Av//PP//case//2 bilaga//NN|UTR|SIN|IND|NOM//nmod//2 V//RG|NOM//obl//7 i//PP//case//6 det//DT|NEU|SIN|DEF//det//6 tredje//RO|NOM//amod//6 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//2 framgår//VB|PRS|AKT//ROOT//7 att//SN//mark//25 de//DT|UTR/NEU|PLU|DEF//det//10 alternativ//NN|NEU|PLU|IND|NOM//nsubj//25 som//HP|-|-|-//nsubj//12 står//VB|PRS|AKT//acl:relcl//10 till//PP//compound:prt//12 buds//NN|NEU|SIN|IND|GEN//fixed//13 för//PP//case//16 förvärv//NN|NEU|SIN|IND|NOM//obl//12 av//PP//case//20 den//DT|UTR|SIN|DEF//det//20 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//20 B-behörigheten//NN|UTR|SIN|DEF|NOM//nmod//16 är//VB|PRS|AKT//cop//25 antingen//KN//cc//25 en//DT|UTR|SIN|IND//det//25 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//25 utbildning//NN|UTR|SIN|IND|NOM//ccomp//7 på//PP//case//29 minst//AB|SUV//advmod//28 7//RG|NOM//nummod//29 timmar//NN|UTR|PLU|IND|NOM//nmod//25 eller//KN//cc//32 ett//DT|NEU|SIN|IND//det//32 körprov//NN|NEU|SIN|IND|NOM//conj//29 .//MAD//punct//25
5 EU-harmonisering av körkortsbehörigheter;Att//SN//mark//39 utbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//39 och//KN//cc//37 körprov//NN|NEU|SIN|IND|NOM//conj//35 kan//VB|PRS|AKT//aux//39 kombineras//VB|INF|SFO//acl//25 framgår//VB|PRS|AKT//xcomp//39 av//PP//case//43 artikel//NN|UTR|SIN|IND|NOM//nmod//43 4//RG|NOM//obl//40 .//MAD//punct//7
5 EU-harmonisering av körkortsbehörigheter;4//RG|NOM//nummod//46 b//NN|NEU|SIN|IND|NOM//obl//7 )//PAD//punct//46 .//MAD//punct//51
5 EU-harmonisering av körkortsbehörigheter;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//50 körprov//NN|NEU|SIN|IND|NOM//nsubj//51 innebär//VB|PRS|AKT//parataxis//7 ett//DT|NEU|SIN|IND//det//54 praktiskt//JJ|POS|NEU|SIN|IND|NOM//amod//54 prov//NN|NEU|SIN|IND|NOM//obj//51 och//KN//cc//59 inte//AB//advmod//59 ett//DT|NEU|SIN|IND//det//59 teoretiskt//JJ|POS|NEU|SIN|IND|NOM//amod//59 prov//NN|NEU|SIN|IND|NOM//conj//54 .//MAD//punct//51
5 EU-harmonisering av körkortsbehörigheter;Hur//HA//advmod//65 den//DT|UTR|SIN|DEF//det//64 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//64 B-behörigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//65 förvärvas//VB|PRS|SFO//parataxis//51 påverkar//VB|PRS|AKT//xcomp//65 sannolikt//AB|POS//advmod//66 hur//HA//advmod//69 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//advcl//65 som//HP|-|-|-//nsubj//71 föredrar//VB|PRS|AKT//acl:relcl//69 att//IE//mark//73 ta//VB|INF|AKT//xcomp//71 denna//PN|UTR|SIN|DEF|SUB/OBJ//obj//73 framför//PP//case//76 BE-behörigheten//NN|UTR|SIN|DEF|NOM//obl//73 .//MAD//punct//7
5 EU-harmonisering av körkortsbehörigheter;Enligt//PP//case//2 bilaga//NN|UTR|SIN|IND|NOM//nmod//2 V//RG|NOM//obl//10 till//PP//case//4 direktivet//NN|NEU|SIN|DEF|NOM//nmod//2 skall//VB|PRS|AKT//aux//10 ,//MID//punct//10 om//SN//mark//10 alternativet//NN|NEU|SIN|DEF|NOM//nmod//9 körprov//NN|NEU|SIN|IND|NOM//nsubj:pass//10 väljs//VB|PRS|SFO//ROOT//10 ,//MID//punct//13 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//13 längd//NN|UTR|SIN|IND|NOM//nsubj:pass//10 och//KN//cc//19 den//DT|UTR|SIN|DEF//det//17 tillryggalagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//17 sträckan//NN|UTR|SIN|DEF|NOM//nsubj//19 vara//VB|INF|AKT//cop//19 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//conj//10 för//PP//mark//22 att//IE//mark//22 bedöma//VB|INF|AKT//advcl//19 förmåga//NN|UTR|SIN|IND|NOM//obj//22 och//KN//cc//25 beteende//NN|NEU|SIN|IND|NOM//conj//23 enligt//PP//case//27 punkt//NN|UTR|SIN|IND|NOM//obl//22 3//RG|NOM//nummod//27 i//PP//case//30 bilagan//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//10
5 EU-harmonisering av körkortsbehörigheter;De//DT|UTR/NEU|PLU|DEF//det//33 moment//NN|NEU|PLU|IND|NOM//nsubj//42 som//HP|-|-|-//nsubj:pass//35 omfattas//VB|PRS|SFO//acl:relcl//33 av//PP//case//37 punkten//NN|UTR|SIN|DEF|NOM//obl//35 3//RG|NOM//nummod//39 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 tillämpning//NN|UTR|SIN|IND|NOM//nmod//37 har//VB|PRS|AKT//parataxis//10 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 likheter//NN|UTR|PLU|IND|NOM//obj//42 med//PP//mark//48 vad//HP|NEU|SIN|IND//dislocated//48 som//HP|-|-|-//nsubj:pass//48 krävs//VB|PRS|SFO//advcl//42 för//PP//mark//51 att//IE//mark//51 ta//VB|INF|AKT//advcl//48 behörigheten//NN|UTR|SIN|DEF|NOM//nmod//53 BE//PM|NOM//obj//51 enligt//PP//case//56 Vägverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//56 föreskrifter//NN|UTR|PLU|IND|NOM//obl//51 .//MAD//punct//10
5 EU-harmonisering av körkortsbehörigheter;För//PP//mark//2 att//IE//mark//2 klara//VB|INF|AKT//advcl//17 av//PL//case//5 ett//DT|NEU|SIN|IND//det//5 körprov//NN|NEU|SIN|IND|NOM//obl//2 av//PP//case//8 det//DT|NEU|SIN|DEF//det//8 slag//NN|NEU|SIN|IND|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//12 kommer//VB|PRS|AKT//aux//12 att//IE//mark//12 krävas//VB|INF|SFO//acl:relcl//8 om//SN//mark//15 provalternativet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 väljs//VB|PRS|SFO//advcl//12 ,//MID//punct//2 kommer//VB|PRS|AKT//ROOT//17 den//DT|UTR|SIN|DEF//det//19 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//17 att//IE//mark//22 kunna//VB|INF|AKT//aux//22 välja//VB|INF|AKT//acl//19 hur//HA//advmod//28 han//PN|UTR|SIN|DEF|SUB//nsubj//28 eller//KN//cc//26 hon//PN|UTR|SIN|DEF|SUB//conj//24 vill//VB|PRS|AKT//aux//28 förvärva//VB|INF|AKT//ccomp//22 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 kunskaper//NN|UTR|PLU|IND|NOM//obj//28 .//MAD//punct//17
5 EU-harmonisering av körkortsbehörigheter;Man//PN|UTR|SIN|IND|SUB//nsubj//34 kan//VB|PRS|AKT//aux//34 tänka//VB|INF|AKT//parataxis//17 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//34 att//SN//mark//42 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 oerfarna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 släpvagnsförare//NN|UTR|PLU|IND|NOM//nsubj//42 kommer//VB|PRS|AKT//aux//42 att//IE//mark//42 utbilda//VB|INF|AKT//ccomp//34 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//42 via//PP//case//45 trafikskolor//NN|UTR|PLU|IND|NOM//obl//42 eller//KN//cc//48 annan//JJ|POS|UTR|SIN|IND|NOM//amod//48 utbildare//NN|UTR|SIN|IND|NOM//conj//45 .//MAD//punct//34
5 EU-harmonisering av körkortsbehörigheter;Möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//58 att//IE//mark//52 övningsköra//VB|INF|AKT//acl//50 privat//AB|POS//obj//52 med//PP//case//57 ett//DT|NEU|SIN|IND//det//57 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 släp//NN|NEU|SIN|IND|NOM//obl//52 finns//VB|PRS|SFO//parataxis//34 också//AB//advmod//58 ,//MID//punct//58 liksom//PP//mark//62 självstudier//NN|UTR|PLU|IND|NOM//advcl//58 .//MAD//punct//58
