Till statsrådet Lars-Erik Lövdén ;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Lars-Erik//PM|NOM//nsubj//3 Lövdén//PM|NOM//flat:name//1 har//VB|PRS|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 24//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//obj//3 2000//RG|NOM//nummod//6 gett//VB|SUP|AKT//conj//3 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//11 Birger//PM|NOM//obj//8 Bäckström//PM|NOM//flat:name//11 uppdraget//NN|NEU|SIN|DEF|NOM//flat:name//11 att//IE//mark//15 följa//VB|INF|AKT//xcomp//8 upp//PL//compound:prt//15 och//KN//cc//18 stödja//VB|INF|AKT//conj//15 de//DT|UTR/NEU|PLU|DEF//det//20 kommuner//NN|UTR|PLU|IND|NOM//obj//18 och//KN//cc//22 landsting//NN|NEU|PLU|IND|NOM//conj//20 vars//HS|DEF//nmod:poss//24 ansökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//25 beretts//VB|SUP|SFO//acl:relcl//20 av//PP//case//27 Kommundelegationen//NN|UTR|SIN|DEF|NOM//obl:agent//25 och//KN//cc//32 som//HP|-|-|-//nsubj:pass//32 av//PP//case//31 regeringen//NN|UTR|SIN|DEF|NOM//obl//32 beviljats//VB|SUP|SFO//conj//25 bidrag//NN|NEU|PLU|IND|NOM//obj//32 från//PP//case//36 anslaget//NN|NEU|SIN|DEF|NOM//nmod//36 Bidrag//NN|NEU|PLU|IND|NOM//nmod//33 till//PP//case//39 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 insatser//NN|UTR|PLU|IND|NOM//obl//32 i//PP//case//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 kommuner//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//44 landsting//NN|NEU|SIN|IND|NOM//conj//42 .//MAD//punct//3
5 Slutsatser;Att//IE//mark//21 ge//VB|INF|AKT//csubj//2 statsbidrag//NN|NEU|SIN|IND|NOM//obj//21 för//PP//mark//25 att//IE//mark//25 utöka//VB|INF|AKT//advcl//21 verksamheten//NN|UTR|SIN|DEF|NOM//obj//25 samtidigt//AB//mark//31 som//HA//fixed//27 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//31 måste//VB|PRS|AKT//aux//31 dra//VB|INF|AKT//advcl//25 ned//PL//compound:prt//31 verksamhet//NN|UTR|SIN|IND|NOM//obj//31 för//PP//mark//36 att//IE//mark//36 nå//VB|INF|AKT//advcl//31 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//38 balans//NN|UTR|SIN|IND|NOM//nsubj:pass//40 har//VB|PRS|AKT//aux//40 uppfattats//VB|SUP|SFO//conj//31 som//KN//mark//44 att//SN//mark//44 staten//NN|UTR|SIN|DEF|NOM//nsubj//44 ger//VB|PRS|AKT//advcl//40 dubbla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 signaler//NN|UTR|PLU|IND|NOM//obj//44 .//MID//punct//2
5 Slutsatser;Att//SN//mark//50 staten//NN|UTR|SIN|DEF|NOM//nsubj//50 ger//VB|PRS|AKT//csubj//2 bidrag//NN|NEU|SIN|IND|NOM//obj//50 för//PP//case//54 utökad//PC|PRF|UTR|SIN|IND|NOM//amod//54 verksamhet//NN|UTR|SIN|IND|NOM//obl//50 skapar//VB|PRS|AKT//conj//2 dessutom//AB//advmod//55 förväntningar//NN|UTR|PLU|IND|NOM//obj//55 i//PP//case//61 den//DT|UTR|SIN|DEF//det//61 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//61 organisationen//NN|UTR|SIN|DEF|NOM//obl//55 och//KN//cc//64 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//64 försvårar//VB|PRS|AKT//conj//2 arbetet//NN|NEU|SIN|DEF|NOM//obj//64 med//PP//mark//68 att//IE//mark//68 sänka//VB|INF|AKT//acl//65 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//68 .//MAD//punct//2
5 Slutsatser;För//PP//mark//2 att//IE//mark//2 se//VB|INF|AKT//advcl//14 de//DT|UTR/NEU|PLU|DEF//det//5 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 effekterna//NN|UTR|PLU|DEF|NOM//obj//2 av//PP//case//7 avtalen//NN|NEU|PLU|DEF|NOM//nmod//5 med//PP//case//9 staten//NN|UTR|SIN|DEF|NOM//nmod//7 via//PP//case//11 Kommundelegationen//NN|UTR|SIN|DEF|NOM//nmod//9 är//VB|PRS|AKT//cop//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 önskvärt//JJ|POS|NEU|SIN|IND|NOM//ROOT//14 att//SN//mark//21 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 i//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//16 följs//VB|PRS|SFO//advcl//14 upp//PL//compound:prt//21 under//PP//case//25 några//DT|UTR/NEU|PLU|IND//det//25 år//NN|NEU|PLU|IND|NOM//obl//21 .//MAD//punct//14
5 Slutsatser;En//DT|UTR|SIN|IND//det//29 oroande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 faktor//NN|UTR|SIN|IND|NOM//appos//14 är//VB|PRS|AKT//cop//34 de//DT|UTR/NEU|PLU|DEF//det//34 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 utsikterna//NN|UTR|PLU|DEF|NOM//nsubj//29 för//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 åren//NN|NEU|PLU|DEF|NOM//nmod//34 enligt//PP//case//41 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 bedömare//NN|UTR|PLU|IND|NOM//nmod//38 .//MAD//punct//29
5 Slutsatser;Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//48 och//KN//cc//45 landstingen//NN|NEU|PLU|DEF|NOM//conj//43 kan//VB|PRS|AKT//aux//48 inte//AB//advmod//48 räkna//VB|INF|AKT//parataxis//29 med//PP//case//53 en//DT|UTR|SIN|IND//det//53 lika//AB//advmod//52 god//JJ|POS|UTR|SIN|IND|NOM//amod//53 intäktsutveckling//NN|UTR|SIN|IND|NOM//obl//48 som//HP|-|-|-//obl//56 man//PN|UTR|SIN|IND|SUB//nsubj//56 haft//VB|SUP|AKT//acl:relcl//53 de//DT|UTR/NEU|PLU|DEF//det//59 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//59 åren//NN|NEU|PLU|DEF|NOM//obj//56 .//MAD//punct//29
5 Slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//64 kan//VB|PRS|AKT//aux//64 därför//AB//advmod//64 finnas//VB|INF|SFO//parataxis//29 en//DT|UTR|SIN|IND//det//66 risk//NN|UTR|SIN|IND|NOM//nsubj//64 för//PP//mark//78 att//SN//fixed//67 antalet//NN|NEU|SIN|DEF|NOM//nmod//70 kommuner//NN|UTR|PLU|IND|NOM//nsubj//78 och//KN//cc//72 landsting//NN|NEU|PLU|IND|NOM//conj//70 med//PP//case//75 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 balansproblem//NN|NEU|PLU|IND|NOM//nmod//72 kommer//VB|PRS|AKT//aux//78 att//IE//mark//78 öka//VB|INF|AKT//acl//66 .//MAD//punct//64
5 Slutsatser;Samtidigt//AB//advmod//81 finns//VB|PRS|SFO//parataxis//64 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//81 anledning//NN|UTR|SIN|IND|NOM//nsubj//81 för//PP//case//85 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//83 studera//VB|INF|AKT//nsubj//81 hur//HA//advmod//90 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//90 har//VB|PRS|AKT//aux//90 bedrivits//VB|SUP|SFO//ccomp//86 och//KN//cc//92 ta//VB|INF|AKT//conj//90 del//NN|UTR|SIN|IND|NOM//obj//92 av//PP//case//96 de//DT|UTR/NEU|PLU|DEF//det//96 erfarenheter//NN|UTR|PLU|IND|NOM//nmod//93 som//HP|-|-|-//nsubj:pass//98 gjorts//VB|SUP|SFO//acl:relcl//96 i//PP//case//101 de//DT|UTR/NEU|PLU|DEF//det//101 kommuner//NN|UTR|PLU|IND|NOM//obl//98 och//KN//cc//103 landsting//NN|NEU|PLU|IND|NOM//conj//101 som//HP|-|-|-//nsubj//106 varit//VB|SUP|AKT//cop//106 framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//103 med//PP//case//109 sin//PS|UTR|SIN|DEF//nmod:poss//109 omstrukturering//NN|UTR|SIN|IND|NOM//obl//106 .//MID//punct//81
5 Slutsatser;Erfarenheterna//NN|UTR|PLU|DEF|NOM//nsubj//116 från//PP//case//113 Kommundelegationen//NN|UTR|SIN|DEF|NOM//nmod//111 är//VB|PRS|AKT//cop//116 således//AB//advmod//116 värdefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//81 även//AB//advmod//120 för//PP//case//120 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 kommuner//NN|UTR|PLU|IND|NOM//obl//116 och//KN//cc//122 landsting//NN|NEU|PLU|IND|NOM//conj//120 än//KN//mark//124 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//81 som//HP|-|-|-//nsubj:pass//126 omfattas//VB|PRS|SFO//acl:relcl//124 av//PP//case//128 avtalet//NN|NEU|SIN|DEF|NOM//obl//126 med//PP//case//130 staten//NN|UTR|SIN|DEF|NOM//nmod//128 .//MAD//punct//29


Bilaga 1 / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 5//RO|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2000//RG|NOM//nummod//5 .//MAD//punct//0

Bilaga 1 / Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 tillkallas//VB|PRS|SFO//ROOT//3 med//PP//case//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 att//IE//mark//7 följa//VB|INF|AKT//acl//5 upp//PL//compound:prt//7 och//KN//cc//10 stödja//VB|INF|AKT//conj//7 de//DT|UTR/NEU|PLU|DEF//det//12 kommuner//NN|UTR|PLU|IND|NOM//obj//10 och//KN//cc//14 landsting//NN|NEU|PLU|IND|NOM//conj//12 vars//HS|DEF//nmod:poss//16 ansökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//17 beretts//VB|SUP|SFO//acl:relcl//12 av//PP//case//19 Kommundelegationen//NN|UTR|SIN|DEF|NOM//obl:agent//17 och//KN//cc//24 som//HP|-|-|-//nsubj:pass//24 av//PP//case//23 regeringen//NN|UTR|SIN|DEF|NOM//obl//24 beviljats//VB|SUP|SFO//conj//17 bidrag//NN|NEU|PLU|IND|NOM//obj//24 från//PP//case//28 anslaget//NN|NEU|SIN|DEF|NOM//nmod//28 Bidrag//NN|NEU|PLU|IND|NOM//nmod//25 till//PP//case//31 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 insatser//NN|UTR|PLU|IND|NOM//obl//24 i//PP//case//34 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 kommuner//NN|UTR|PLU|IND|NOM//nmod//31 och//KN//cc//36 landsting//NN|NEU|PLU|IND|NOM//conj//34 .//MAD//punct//3
Bilaga 1 / Sammanfattning av uppdraget;Till//PP//advmod//42 grund//NN|UTR|SIN|IND|NOM//fixed//38 för//PP//fixed//38 bidragen//NN|NEU|PLU|DEF|NOM//fixed//38 ligger//VB|PRS|AKT//advcl//3 överenskommelser//NN|UTR|PLU|IND|NOM//nsubj//42 där//HA//advmod//48 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//48 och//KN//cc//47 landstingen//NN|NEU|PLU|DEF|NOM//conj//45 åtar//VB|PRS|AKT//advcl//42 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//48 att//IE//mark//51 vidta//VB|INF|AKT//xcomp//48 åtgärder//NN|UTR|PLU|IND|NOM//obj//51 för//PP//mark//55 att//IE//mark//55 sänka//VB|INF|AKT//advcl//51 bruttokostnadsnivån//NN|UTR|SIN|DEF|NOM//obj//55 och//KN//cc//59 att//IE//mark//59 uppnå//VB|INF|AKT//conj//55 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//61 balans//NN|UTR|SIN|IND|NOM//obj//59 senast//AB|SUV//case//63 2002//RG|NOM//obl//59 .//MAD//punct//3
Bilaga 1 / Sammanfattning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//1 skall//VB|PRS|AKT//aux//5 ://MID//punct//5
Bilaga 1 / Sammanfattning av uppdraget;−//NN|UTR|SIN|IND|NOM//nsubj//5 aktivt//AB|POS//advmod//5 följa//VB|INF|AKT//ROOT//5 genomförandet//NN|NEU|SIN|DEF|NOM//obj//5 av//PP//case//8 åtgärdsplanerna//NN|UTR|PLU|DEF|NOM//nmod//6 samt//KN//cc//10 utvecklingen//NN|UTR|SIN|DEF|NOM//conj//8 av//PP//case//14 den//DT|UTR|SIN|DEF//det//14 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 situationen//NN|UTR|SIN|DEF|NOM//nmod//10 i//PP//case//17 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//17 kommuner//NN|UTR|PLU|IND|NOM//nmod//14 och//KN//cc//19 landsting//NN|NEU|SIN|IND|NOM//conj//17 ,//MID//punct//5 −//PAD//punct//5 följa//VB|INF|AKT//conj//5 den//DT|UTR|SIN|DEF//det//25 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//22 i//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 kommuner//NN|UTR|PLU|IND|NOM//obl//22 som//HP|-|-|-//nsubj//30 tecknat//VB|SUP|AKT//acl:relcl//28 avtal//NN|NEU|SIN|IND|NOM//obj//30 med//PP//obl//30 och//KN//cc//34 beviljats//VB|SUP|SFO//conj//30 stöd//NN|NEU|SIN|IND|NOM//obj//34 i//PP//case//37 samråd//NN|NEU|SIN|IND|NOM//obl//34 med//PP//case//39 Bostadsdelegationen//NN|UTR|SIN|DEF|NOM//nmod//37 ,//MID//punct//39 −//PAD//conj//39 vara//VB|INF|AKT//cop//43 samrådspart//NN|UTR|SIN|IND|NOM//xcomp//22 för//PP//case//45 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//43 och//KN//cc//47 landstingen//NN|NEU|PLU|DEF|NOM//conj//45 i//PP//case//52 samband//NN|NEU|SIN|IND|NOM//fixed//48 med//PP//fixed//48 de//DT|UTR/NEU|PLU|DEF//det//52 redovisningar//NN|UTR|PLU|IND|NOM//nmod//47 som//HP|-|-|-//nsubj:pass//55 skall//VB|PRS|AKT//aux//55 lämnas//VB|INF|SFO//acl:relcl//52 till//PP//case//57 regeringen//NN|UTR|SIN|DEF|NOM//obl//55 .//MAD//punct//5

Bilaga 1 / Bakgrund;I//PP//case//4 1999//RG|NOM//nummod//2 års//NN|NEU|SIN|IND|GEN//nmod:poss//4 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 vårproposition//NN|UTR|SIN|IND|NOM//obl//8 (//PAD//punct//4 1998/99:100//RG|NOM//appos//4 )//PAD//punct//4 gjorde//VB|PRT|AKT//ROOT//8 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 bedömningen//NN|UTR|SIN|DEF|NOM//obj//8 att//SN//mark//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 fanns//VB|PRT|SFO//acl//10 ett//DT|NEU|SIN|IND//det//15 antal//NN|NEU|SIN|IND|NOM//nmod//16 kommuner//NN|UTR|PLU|IND|NOM//nsubj//13 och//KN//cc//18 landsting//NN|NEU|PLU|IND|NOM//conj//16 som//HP|-|-|-//nsubj//20 har//VB|PRS|AKT//acl:relcl//18 problem//NN|NEU|PLU|IND|NOM//obj//20 i//PP//case//24 första//RO|NOM//amod//24 hand//NN|UTR|SIN|IND|NOM//obl//20 till//PP//advmod//20 följd//NN|UTR|SIN|IND|NOM//fixed//25 av//PP//case//29 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 faktorer//NN|UTR|PLU|IND|NOM//obl//20 ,//MID//punct//16 främst//AB|SUV//advmod//32 minskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 befolkning//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//40 och//KN//cc//40 där//HA//advmod//40 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//38 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//40 behöver//VB|PRS|AKT//aux//40 vidtas//VB|INF|SFO//conj//13 för//PP//mark//49 att//SN//mark//49 kravet//NN|NEU|SIN|DEF|NOM//nsubj:pass//49 på//PP//case//46 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//46 balans//NN|UTR|SIN|IND|NOM//nmod//43 skall//VB|PRS|AKT//aux//49 kunna//VB|INF|AKT//aux//49 uppnås//VB|INF|SFO//advcl//40 .//MAD//punct//8
Bilaga 1 / Bakgrund;Mot//PP//case//53 denna//DT|UTR|SIN|DEF//det//53 bakgrund//NN|UTR|SIN|IND|NOM//obl//54 tillsatte//VB|PRT|AKT//conj//8 regeringen//NN|UTR|SIN|DEF|NOM//obj//54 i//PP//case//57 augusti//NN|UTR|SIN|IND|NOM//obl//54 1999//RG|NOM//nummod//59 Delegationen//NN|UTR|SIN|DEF|NOM//obl//54 för//PP//case//61 stöd//NN|NEU|SIN|IND|NOM//obl//54 till//PP//case//64 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 kommuner//NN|UTR|PLU|IND|NOM//obl//54 och//KN//cc//66 landsting//NN|NEU|PLU|IND|NOM//conj//64 med//PP//case//68 svårigheter//NN|UTR|PLU|IND|NOM//nmod//66 att//IE//mark//70 klara//VB|INF|AKT//acl//68 balanskravet//NN|NEU|SIN|DEF|NOM//obj//70 (//PAD//punct//71 Kommundelegationen//NN|UTR|SIN|DEF|NOM//appos//71 ,//MID//punct//75 Fi//PM|NOM//conj//71 1999:9//RG|NOM//obj//75 )//PAD//punct//54 .//MAD//punct//8
Bilaga 1 / Bakgrund;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 juli//NN|UTR|SIN|IND|NOM//obl//4 1998//RG|NOM//nummod//2 inrättade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//10 enlighet//NN|UTR|SIN|IND|NOM//fixed//6 med//PP//fixed//6 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 beslut//NN|NEU|SIN|IND|NOM//nmod//11 Delegationen//NN|UTR|SIN|DEF|NOM//xcomp//4 för//PP//case//13 stöd//NN|NEU|SIN|IND|NOM//obl//4 till//PP//case//16 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 kommuner//NN|UTR|PLU|IND|NOM//obl//4 med//PP//case//18 bostadsåtaganden//NN|UTR|SIN|DEF|NOM//nmod//16 (//PAD//punct//4 Bostadsdelegationen//NN|UTR|SIN|DEF|NOM//appos//4 )//PAD//punct//20 för//PP//mark//25 att//IE//mark//25 tillfälligt//AB|POS//advmod//25 hantera//VB|INF|AKT//advcl//4 frågor//NN|UTR|PLU|IND|NOM//obj//25 om//PP//case//28 stöd//NN|NEU|SIN|IND|NOM//nmod//26 till//PP//case//30 kommuner//NN|UTR|PLU|IND|NOM//nmod//28 med//PP//case//33 övermäktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 åtaganden//NN|NEU|PLU|IND|NOM//nmod//30 för//PP//case//35 boendet//NN|NEU|SIN|DEF|NOM//nmod//33 .//MAD//punct//4
Bilaga 1 / Bakgrund;Kommundelegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 fick//VB|PRT|AKT//ROOT//1 i//PP//advmod//1 uppdrag//NN|NEU|SIN|IND|NOM//fixed//2 att//IE//mark//8 inför//PP//case//7 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 beslut//NN|NEU|SIN|IND|NOM//obl//8 bereda//VB|INF|AKT//ccomp//1 ärenden//NN|NEU|PLU|IND|NOM//obj//8 om//PP//mark//15 huruvida//SN//mark//15 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//13 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//15 skulle//VB|PRT|AKT//aux//15 ges//VB|INF|SFO//advcl//8 till//PP//case//18 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 kommuner//NN|UTR|PLU|IND|NOM//obl//15 och//KN//cc//20 landsting//NN|NEU|PLU|IND|NOM//conj//18 för//PP//case//22 åtgärder//NN|UTR|PLU|IND|NOM//nmod//20 i//PP//case//24 syfte//NN|NEU|SIN|IND|NOM//nmod//22 att//IE//mark//26 nå//VB|INF|AKT//advcl//15 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//28 balans//NN|UTR|SIN|IND|NOM//obj//26 och//KN//cc//32 att//IE//mark//32 därvid//AB//advmod//32 överlägga//VB|INF|AKT//conj//15 med//PP//case//35 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 kommuner//NN|UTR|PLU|IND|NOM//obl//32 och//KN//cc//37 landsting//NN|NEU|PLU|IND|NOM//conj//35 om//PP//mark//43 vilka//HD|UTR/NEU|PLU|IND//det//40 åtgärder//NN|UTR|PLU|IND|NOM//obj//43 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//43 borde//VB|PRT|AKT//aux//43 vidta//VB|INF|AKT//advcl//32 .//MAD//punct//1
Bilaga 1 / Bakgrund;Kommundelegationen//NN|UTR|SIN|DEF|NOM//nsubj//48 har//VB|PRS|AKT//aux//48 endast//AB//advmod//48 haft//VB|SUP|AKT//parataxis//1 till//PP//case//50 uppgift//NN|UTR|SIN|IND|NOM//obl//48 att//IE//mark//52 bereda//VB|INF|AKT//acl//50 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//54 ärenden//NN|NEU|PLU|IND|NOM//obj//52 som//HP|-|-|-//nsubj:pass//56 överlämnats//VB|SUP|SFO//acl:relcl//54 till//PP//case//58 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//56 efter//PP//case//61 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//61 beslut//NN|NEU|PLU|IND|NOM//obl//56 av//PP//case//63 regeringen//NN|UTR|SIN|DEF|NOM//nmod//61 .//MAD//punct//48
Bilaga 1 / Bakgrund;Kommundelegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 att//IE//mark//4 hantera//VB|INF|AKT//xcomp//2 sammanlagt//AB//advmod//6 42//RG|NOM//nummod//7 ansökningar//NN|UTR|PLU|IND|NOM//obj//4 ,//MID//punct//10 varav//HA//advmod//10 35//RG|NOM//conj//2 från//PP//case//12 kommuner//NN|UTR|PLU|IND|NOM//nmod//10 och//KN//cc//14 7//RG|NOM//conj//12 från//PP//case//16 landsting//NN|NEU|SIN|IND|NOM//obl//10 .//MAD//punct//10
Bilaga 1 / Bakgrund;Av//PP//case//19 ansökningarna//NN|UTR|PLU|DEF|NOM//nmod//10 från//PP//case//21 kommuner//NN|UTR|PLU|IND|NOM//nmod//19 har//VB|PRS|AKT//conj//2 9//RG|NOM//obj//22 varit//VB|SUP|AKT//cop//25 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//2 där//HA//advmod//29 Bostadsdelegationen//NN|UTR|SIN|DEF|NOM//nsubj//29 tidigare//AB|KOM//advmod//29 beviljat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//25 stöd//NN|NEU|SIN|IND|NOM//obj//29 till//PP//case//32 kommunerna//NN|UTR|PLU|DEF|NOM//obl//29 .//MAD//punct//2
Bilaga 1 / Bakgrund;Därutöver//AB//advmod//37 har//VB|PRS|AKT//aux//37 Kommundelegationen//NN|UTR|SIN|DEF|NOM//nsubj//37 deltagit//VB|SUP|AKT//parataxis//2 i//PP//case//39 samråd//NN|NEU|SIN|IND|NOM//obl//37 om//PP//case//43 ytterligare//AB|KOM//advmod//42 26//RG|NOM//nummod//43 ansökningar//NN|UTR|PLU|IND|NOM//obl//37 som//HP|-|-|-//nsubj:pass//47 av//PP//case//46 regeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//47 överlämnats//VB|SUP|SFO//acl:relcl//43 till//PP//case//49 Bostadsdelegationen//NN|UTR|SIN|DEF|NOM//obl//47 .//MAD//punct//2
Bilaga 1 / Bakgrund;Kommundelegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 analyserat//VB|SUP|AKT//ROOT//2 de//DT|UTR/NEU|PLU|DEF//det//5 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//9 och//KN//cc//7 landstingens//NN|NEU|PLU|DEF|GEN//nmod:poss//9 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 situation//NN|UTR|SIN|IND|NOM//obj//2 och//KN//cc//11 fört//VB|SUP|AKT//conj//2 en//DT|UTR|SIN|IND//det//14 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//14 dialog//NN|UTR|SIN|IND|NOM//obj//11 med//PP//case//16 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//11 om//PP//mark//22 vilka//HD|UTR/NEU|PLU|IND//det//19 åtgärder//NN|UTR|PLU|IND|NOM//dislocated//22 som//HP|-|-|-//nsubj:pass//22 bör//VB|PRS|AKT//aux//22 vidtas//VB|INF|SFO//advcl//11 och//KN//cc//28 vilka//HD|UTR/NEU|PLU|IND//det//25 krav//NN|NEU|PLU|IND|NOM//dislocated//28 som//HP|-|-|-//nsubj:pass//28 bör//VB|PRS|AKT//aux//28 ställas//VB|INF|SFO//conj//22 för//PP//mark//33 att//SN//mark//33 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//33 skall//VB|PRS|AKT//aux//33 beviljas//VB|INF|SFO//advcl//28 .//MAD//punct//2
