Etik och demokratisk statskonst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 15//RG|NOM//ROOT//3
3. Om koder och komplikationer;Förvirringen//NN|UTR|SIN|DEF|NOM//appos//70 inom//PP//case//77 familjen//NN|UTR|SIN|DEF|NOM//nmod//75 och//KN//cc//82 mellan//PP//case//80 generationer//NN|UTR|PLU|IND|NOM//obl//82 skulle//VB|PRT|AKT//aux//82 bli//VB|INF|AKT//conj//75 total//JJ|POS|UTR|SIN|IND|NOM//xcomp//82 och//KN//cc//85 omöjliggöra//VB|INF|AKT//conj//82 att//SN//mark//88 man//PN|UTR|SIN|IND|SUB//nsubj//88 byggde//VB|PRT|AKT//ccomp//85 samhället//NN|NEU|SIN|DEF|NOM//obj//88 på//PP//case//91 släktkänsla//NN|UTR|SIN|IND|NOM//obl//88 och//KN//cc//93 organiserade//VB|PRT|AKT//conj//88 någon//DT|UTR|SIN|IND//det//95 del//NN|UTR|SIN|IND|NOM//obj//93 av//PP//case//97 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//95 som//KN//case//101 en//DT|UTR|SIN|IND//det//100 serie//NN|UTR|SIN|IND|NOM//amod//101 släktrelationer//NN|UTR|PLU|IND|NOM//obl//93 i//PP//case//103 vilka//HP|UTR/NEU|PLU|IND//nmod//101 man//PN|UTR|SIN|IND|SUB//nsubj//105 tar//VB|PRS|AKT//acl:relcl//103 ansvar//NN|NEU|SIN|IND|NOM//obj//105 för//PP//case//108 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//105 enligt//PP//case//111 sin//PS|UTR|SIN|DEF//nmod:poss//111 plats//NN|UTR|SIN|IND|NOM//obl//105 i//PP//case//113 släktkedjan//NN|UTR|SIN|DEF|NOM//obl//105 .//MAD//punct//21
3. Om koder och komplikationer;Vårt//PS|NEU|SIN|DEF//nmod:poss//2 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 samhälle//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 inte//AB//advmod//5 byggt//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 på//PP//case//7 släktrelationer//NN|UTR|PLU|IND|NOM//obl//5 i//PP//case//10 samma//DT|UTR/NEU|SIN/PLU|IND//det//10 utsträckning//NN|UTR|SIN|IND|NOM//obl//5 som//KN//mark//12 tidigare//AB|KOM//acl//10 och//KN//cc//16 i//PP//case//16 samma//DT|UTR/NEU|SIN/PLU|IND//det//16 utsträckning//NN|UTR|SIN|IND|NOM//conj//12 som//KN//mark//20 i//PP//case//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 kulturer//NN|UTR|PLU|IND|NOM//acl//16 .//MAD//punct//25
3. Om koder och komplikationer;De//DT|UTR/NEU|PLU|DEF//det//24 två//RG|NOM//nummod//24 incestförbuden//NN|NEU|PLU|IND|NOM//nsubj:pass//25 upprätthålls//VB|PRS|SFO//parataxis//5 hos//PP//case//27 oss//PN|UTR|PLU|DEF|OBJ//obl//25 därför//AB//advmod//29 mest//AB|SUV//advmod//25 som//KN//mark//31 uttryck//NN|NEU|SIN|IND|NOM//advcl//25 för//PP//case//33 humanitet//NN|UTR|SIN|IND|NOM//nmod//31 mot//PP//case//35 barn//NN|NEU|PLU|IND|NOM//nmod//33 och//KN//cc//37 ungdomar//NN|UTR|PLU|IND|NOM//conj//35 –//PAD//punct//40 de//PN|UTR/NEU|PLU|DEF|SUB//det//40 beivras//VB|PRS|SFO//parataxis//5 som//KN//mark//44 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 ”//PAD//punct//44 övergrepp//NN|NEU|PLU|IND|NOM//acl//40 ”//RG|NOM//punct//44 och//KN//cc//48 ”//RG|NOM//punct//48 integritetskränkningar//NN|UTR|PLU|IND|NOM//conj//44 ”//RG|NOM//punct//48 .//MAD//punct//5
3. Om koder och komplikationer;Ibland//AB//advmod//52 försvaras//VB|PRS|SFO//parataxis//5 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//52 med//PP//case//56 genetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 argument//NN|NEU|PLU|IND|NOM//obl//52 .//MAD//punct//52
3. Om koder och komplikationer;Endast//AB//advmod//63 i//PP//case//63 en//DT|UTR|SIN|IND//det//63 släktbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//63 social//JJ|POS|UTR|SIN|IND|NOM//amod//63 struktur//NN|UTR|SIN|IND|NOM//obl//64 utgör//VB|PRS|AKT//parataxis//52 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//64 ett//DT|NEU|SIN|IND//det//68 ”//PAD//punct//68 system//NN|NEU|SIN|IND|NOM//obj//64 of//UO//case//70 survival//PM|NOM//nmod//68 ”//PAD//punct//64 .//MAD//punct//5
3. Om koder och komplikationer;Det//DT|NEU|SIN|DEF//det//2 eventuellt//AB|POS//advmod//2 universella//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//8 i//PP//case//7 all//DT|UTR|SIN|IND/DEF//det//7 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 tänkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 samhällen//NN|NEU|PLU|IND|NOM//nmod//2 finns//VB|PRS|SFO//ROOT//8 ,//MID//punct//8 åtminstone//AB//advmod//12 för//PP//case//12 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//8 ,//MID//punct//12 mest//AB|SUV//advmod//8 på//PP//case//17 begreppens//NN|NEU|PLU|DEF|GEN//nmod:poss//17 nivå//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//8
3. Om koder och komplikationer;Samhällsforskningens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 och//KN//cc//21 samhällsfilosofins//NN|UTR|SIN|DEF|GEN//conj//19 förslag//NN|NEU|SIN|IND|NOM//nsubj//36 till//PP//case//24 dimensioner//NN|UTR|PLU|IND|NOM//nmod//22 enligt//PP//case//29 vilka//HD|UTR/NEU|PLU|IND//det//28 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 civilisationers//NN|UTR|PLU|IND|GEN//nmod:poss//29 system//NN|NEU|PLU|IND|NOM//nmod//22 för//PP//case//31 normer//NN|UTR|PLU|IND|NOM//nmod//29 ,//MID//punct//33 värderingar//NN|UTR|PLU|IND|NOM//conj//31 och//KN//cc//35 dygder//NN|UTR|PLU|IND|NOM//conj//31 varierar//VB|PRS|AKT//parataxis//8 .//MID//punct//8
3. Om koder och komplikationer;Charles//PM|NOM//nsubj//43 Morris//PM|NOM//flat//38 (//PAD//punct//38 1942//RG|NOM//nummod//38 )//PAD//punct//38 fann//VB|PRT|AKT//parataxis//8 till//PP//compound:prt//43 exempel//NN|NEU|SIN|IND|NOM//fixed//44 att//SN//mark//51 de//DT|UTR/NEU|PLU|DEF//det//49 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 världsreligionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//50 system//NN|NEU|PLU|IND|NOM//nsubj//51 varierade//VB|PRT|AKT//ccomp//43 i//PP//case//54 tre//RG|NOM//nummod//54 dimensioner//NN|UTR|PLU|IND|NOM//obl//51 ://MID//punct//54
3. Om koder och komplikationer;Promethean//PM|NOM//appos//54 ,//MID//punct//58 Dionysian//PM|NOM//conj//56 ,//MID//punct//56 och//KN//cc//61 Buddhist//PM|NOM//conj//56 .//MID//punct//43
3. Om koder och komplikationer;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//67 var//VB|PRT|AKT//cop//67 en//DT|UTR|SIN|IND//det//67 värdefull//JJ|POS|UTR|SIN|IND|NOM//amod//67 reduktion//NN|UTR|SIN|IND|NOM//parataxis//43 av//PP//case//71 ett//DT|NEU|SIN|IND//det//71 komplext//JJ|POS|NEU|SIN|IND|NOM//amod//71 ämne//NN|NEU|SIN|IND|NOM//nmod//67 som//HP|-|-|-//nsubj//73 visat//VB|SUP|AKT//acl:relcl//71 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//73 användbart//AB|POS//xcomp//73 i//PP//case//77 värderingsforskningen//NN|UTR|SIN|DEF|NOM//obl//73 .//MAD//punct//67
3. Om koder och komplikationer;Men//KN//cc//81 Morris//PM|GEN//nmod:poss//81 försök//NN|NEU|SIN|IND|NOM//nsubj//95 att//IE//mark//85 ur//PP//case//84 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//85 destillera//VB|INF|AKT//acl//81 konturerna//NN|UTR|PLU|DEF|NOM//obj//85 till//PP//case//89 en//DT|UTR|SIN|IND//det//89 världsreligion//NN|UTR|SIN|IND|NOM//obl//85 med//PP//case//92 universella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 dygder//NN|UTR|PLU|IND|NOM//nmod//89 är//VB|PRS|AKT//cop//95 ett//DT|NEU|SIN|IND//det//95 misslyckande//NN|NEU|SIN|IND|NOM//conj//67 och//KN//cc//99 är//VB|PRS|AKT//cop//99 nu//AB//advmod//99 bortglömt//JJ|POS|NEU|SIN|IND|NOM//conj//67 .//MAD//punct//8
3. Om koder och komplikationer;Den//DT|UTR|SIN|DEF//det//2 västerländska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 naturrätten//NN|UTR|SIN|DEF|NOM//ROOT//2
3. Om koder och komplikationer;Thomas//PM|NOM//nsubj//2 Aquinos//PM|NOM//flat//0 menade//VB|PRT|AKT//ROOT//2 att//SN//mark//6 Gud//PM|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 givit//VB|SUP|AKT//ccomp//2 världen//NN|UTR|SIN|DEF|NOM//obj//6 och//KN//cc//9 människorna//NN|UTR|PLU|DEF|NOM//conj//7 två//RG|NOM//nummod//11 uppsättningar//NN|UTR|PLU|IND|NOM//nmod//9 av//PP//case//13 lagar//NN|UTR|PLU|IND|NOM//nmod//11 .//MAD//punct//2
3. Om koder och komplikationer;Den//DT|UTR|SIN|DEF//det//16 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 naturens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 eviga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 lagar//NN|UTR|PLU|IND|NOM//parataxis//2 som//HP|-|-|-//nsubj:pass//22 inplanterades//VB|PRT|SFO//acl:relcl//20 vid//PP//case//25 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 skapelse//NN|UTR|SIN|IND|NOM//obl//22 .//MAD//punct//20
3. Om koder och komplikationer;Den//DT|UTR|SIN|DEF//det//28 andra//RO|NOM//nsubj//30 är//VB|PRS|AKT//cop//30 lagar//NN|UTR|PLU|IND|NOM//parataxis//20 som//HP|-|-|-//nsubj:pass//32 överlämnades//VB|PRT|SFO//acl:relcl//30 från//PP//case//34 Gud//PM|NOM//obl//32 till//PP//case//37 vår//PS|UTR|SIN|DEF//nmod:poss//37 civilisation//NN|UTR|SIN|IND|NOM//obl//32 inte//AB//advmod//40 vid//PP//case//40 skapelsen//NN|UTR|SIN|DEF|NOM//obl//32 utan//KN//cc//44 vid//PP//case//44 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 tidpunkter//NN|UTR|PLU|IND|NOM//nmod//40 .//MAD//punct//30
3. Om koder och komplikationer;På//PP//case//49 Gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 Testamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 tid//NN|UTR|SIN|IND|NOM//obl//50 fick//VB|PRT|AKT//ccomp//2 mänskligheten//NN|UTR|SIN|DEF|NOM//nsubj//50 tio//RG|NOM//nummod//54 Guds//PM|GEN//nmod:poss//54 bud//NN|NEU|PLU|IND|NOM//obj//50 och//KN//cc//60 på//PP//case//59 Nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 Testamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//59 tid//NN|UTR|SIN|IND|NOM//obl//60 reglerna//NN|UTR|PLU|DEF|NOM//conj//54 att//IE//mark//62 älska//VB|INF|AKT//acl//60 vår//PS|UTR|SIN|DEF//nmod:poss//64 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//62 som//KN//case//66 oss//PN|UTR|PLU|DEF|OBJ//obl//62 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 och//KN//cc//73 att//SN//mark//73 allt//PN|NEU|SIN|IND|SUB/OBJ//advmod//71 vad//HP|NEU|SIN|IND//obj//73 vi//PN|UTR|PLU|DEF|SUB//nsubj//73 vill//VB|PRS|AKT//aux//81 att//SN//mark//77 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//77 skall//VB|PRS|AKT//aux//77 göra//VB|INF|AKT//advcl//81 oss//PN|UTR|PLU|DEF|OBJ//obj//77 skall//VB|PRS|AKT//aux//81 vi//PN|UTR|PLU|DEF|SUB//nsubj//81 göra//VB|INF|AKT//xcomp//50 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//81 .//MAD//punct//2
3. Om koder och komplikationer;Föreställningar//NN|UTR|PLU|IND|NOM//nsubj//11 om//PP//case//6 en//DT|UTR|SIN|IND//det//3 natur-//NN|UTR|-|-|SMS//amod//6 och//KN//cc//5 gudagiven//PC|PRF|UTR|SIN|IND|NOM//conj//3 rätts-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//8 moralordning//NN|UTR|SIN|IND|NOM//conj//6 är//VB|PRS|AKT//cop//11 ett//DT|NEU|SIN|IND//det//11 ledmotiv//NN|NEU|SIN|IND|NOM//ROOT//11 i//PP//case//14 västerländsk//JJ|POS|UTR|SIN|IND|NOM//amod//14 idéhistoria//NN|UTR|SIN|IND|NOM//nmod//11 .//MID//punct//11
3. Om koder och komplikationer;Enormt//AB|POS//amod//18 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//18 skarpsinne//NN|NEU|SIN|IND|NOM//nsubj:pass//22 och//KN//cc//20 lärdom//NN|UTR|SIN|IND|NOM//conj//18 har//VB|PRS|AKT//aux//22 utvecklats//VB|SUP|SFO//parataxis//11 kring//PP//case//25 detta//DT|NEU|SIN|DEF//det//25 tema//NN|NEU|SIN|IND|NOM//obl//22 av//PP//case//27 Hobbes//PM|NOM//nmod//25 ,//MID//punct//27 Locke//PM|NOM//conj//27 ,//MID//punct//31 Kant//PM|NOM//conj//27 och//KN//cc//34 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//27 .//MAD//punct//11
3. Om koder och komplikationer;Genom//PP//case//39 Montesquieus//PM|GEN//nmod:poss//39 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 inflytande//NN|NEU|SIN|IND|NOM//appos//11 på//PP//case//42 moderna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 författningar//NN|UTR|PLU|IND|NOM//nmod//39 lever//VB|PRS|AKT//acl:relcl//11 av//PP//case//45 naturrätten//NN|UTR|SIN|DEF|NOM//det//47 inspirerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 institutioner//NN|UTR|PLU|IND|NOM//obj//43 ,//MID//punct//49 lagar//NN|UTR|PLU|IND|NOM//conj//47 och//KN//cc//51 rättspraxis//NN|UTR|SIN|IND|NOM//conj//47 vidare//AB|KOM//advmod//43 .//MAD//punct//11
3. Om koder och komplikationer;Den//DT|UTR|SIN|DEF//det//56 moderna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 naturrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 axiom//NN|NEU|SIN|IND|NOM//conj//11 att//SN//mark//74 ”//PAD//punct//74 mänsklig//JJ|POS|UTR|SIN|IND|NOM//amod//61 värdighet//NN|UTR|SIN|IND|NOM//nsubj//74 är//VB|PRS|AKT//cop//63 överordnad//PC|PRF|UTR|SIN|IND|NOM//nsubj//61 all//DT|UTR|SIN|IND/DEF//det//66 social//JJ|POS|UTR|SIN|IND|NOM//amod//66 ordning//NN|UTR|SIN|IND|NOM//nsubj//61 ”//PAD//punct//61 .//MID//punct//61
3. Om koder och komplikationer;Alfred//PM|NOM//parataxis//61 Verdross//PM|NOM//flat:name//69 (//PAD//punct//69 1958//RG|NOM//nummod//69 )//PAD//punct//69 menar//VB|PRS|AKT//acl//57 att//SN//mark//78 fem//RG|NOM//nummod//77 teser//NN|UTR|PLU|IND|NOM//nsubj//78 specificerar//VB|PRS|AKT//ccomp//74 axiomet//NN|NEU|SIN|DEF|NOM//obj//78 ://MID//punct//78
3. Om koder och komplikationer;"(//PAD//punct//78 1//RG|NOM//obl//78 )//PAD//punct//78 ett//DT|NEU|SIN|IND//det//85 samhälle//NN|NEU|SIN|IND|NOM//nsubj//87 måste//VB|PRS|AKT//aux//87 erkänna//VB|INF|AKT//conj//74 hos//PP//case//90 varje//DT|UTR/NEU|SIN|IND//det//90 individ//NN|UTR|SIN|IND|NOM//obl//87 en//DT|UTR|SIN|IND//det//92 sfär//NN|UTR|SIN|IND|NOM//obj//87 i//PP//case//94 vilken//HP|UTR|SIN|IND//obl//96 man//PN|UTR|SIN|IND|SUB//nsubj//96 handlar//VB|PRS|AKT//acl:relcl//92 som//KN//case//102 en//DT|UTR|SIN|IND//det//102 fri//JJ|POS|UTR|SIN|IND|NOM//amod//102 och//KN//cc//101 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//99 person//NN|UTR|SIN|IND|NOM//obl//96 ;//MID//punct//87"
3. Om koder och komplikationer;"(//PAD//punct//87 2//RG|NOM//conj//87 )//PAD//punct//87 lagen//NN|UTR|SIN|DEF|NOM//nsubj//109 måste//VB|PRS|AKT//aux//109 skydda//VB|INF|AKT//conj//87 och//KN//cc//111 garantera//VB|INF|AKT//conj//109 denna//DT|UTR|SIN|DEF//det//114 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//114 frihet//NN|UTR|SIN|IND|NOM//obj//111 ;//MID//punct//87"
3. Om koder och komplikationer;"(//PAD//punct//87 3//RG|NOM//nummod//119 )//PAD//punct//117 myndighetsutövning//NN|UTR|SIN|IND|NOM//nsubj:pass//121 måste//VB|PRS|AKT//aux//121 begränsas//VB|INF|SFO//conj//87 ;//MID//punct//87"
3. Om koder och komplikationer;"(//PAD//punct//87 4//RG|NOM//conj//87 )//PAD//punct//87 denna//DT|UTR|SIN|DEF//det//127 begränsning//NN|UTR|SIN|IND|NOM//nsubj:pass//129 måste//VB|PRS|AKT//aux//129 garanteras//VB|INF|SFO//conj//87 i//PP//case//131 lag//NN|UTR|SIN|IND|NOM//obl//129 ;//MID//punct//87"
3. Om koder och komplikationer;(//PAD//punct//87 5//RG|NOM//conj//87 )//PAD//punct//87 människor//NN|UTR|PLU|IND|NOM//conj//87 vars//HS|DEF//nmod:poss//138 värdighet//NN|UTR|SIN|IND|NOM//amod//139 kränks//VB|PRS|SFO//obj//136 av//PP//case//141 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//139 eller//KN//cc//143 myndigheter//NN|UTR|PLU|IND|NOM//conj//141 behöver//VB|PRS|AKT//conj//87 inte//AB//advmod//144 lyda//VB|INF|AKT//xcomp//144 de//DT|UTR/NEU|PLU|DEF//det//149 kränkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//149 lagarna//NN|UTR|PLU|DEF|NOM//obj//146 eller//KN//cc//151 direktiven//NN|NEU|PLU|DEF|NOM//conj//149 .//MAD//punct//11
3. Om koder och komplikationer;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 normativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 utsagor//NN|UTR|PLU|IND|NOM//nsubj//1 som//HP|-|-|-//case//6 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//acl//4 om//PP//mark//11 vad//HP|NEU|SIN|IND//obj//11 som//HP|-|-|-//fixed//8 upphovsmännen//NN|UTR|SIN|DEF|NOM//nsubj//11 anser//VB|PRS|AKT//acl//6 borde//VB|PRT|AKT//xcomp//11  //_SP////12 vara//VB|INF|AKT//cop//16 allmänmänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 normer//NN|UTR|PLU|IND|NOM//obj//11 ,//MID//punct//18 värderingar//NN|UTR|PLU|IND|NOM//conj//16 och//KN//cc//20 dygder//NN|UTR|PLU|IND|NOM//conj//16 .//MAD//punct//1
3. Om koder och komplikationer;Men//KN//punct//1 de//DT|UTR/NEU|PLU|DEF//det//25 empiriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 bevisen//NN|NEU|PLU|DEF|NOM//nsubj//22 att//SN//mark//30 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//30 är//VB|PRS|AKT//cop//30 universella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 saknas//VB|PRS|SFO//acl//25 .//MAD//punct//25
3. Om koder och komplikationer;Från//PP//case//2 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//3 har//VB|PRS|AKT//ROOT//3 filosofer//NN|UTR|PLU|IND|NOM//obj//3 och//KN//cc//7 rättslärda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 diskrediterat//NN|NEU|SIN|DEF|NOM//conj//4 de//DT|UTR/NEU|PLU|DEF//det//10 naturrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 resonemangen//NN|NEU|PLU|DEF|NOM//obj//3 .//MAD//punct//3
3. Om koder och komplikationer;Uppsalaskolan//PM|NOM//parataxis//3 i//PP//case//14 filosofi//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//12 dvs.//AB|AN//advmod//18 främst//AB|SUV//advmod//18 Axel//PM|NOM//appos//12 Hägerström//PM|NOM//flat:name//18 (//PAD//punct//18 1868-1939//RG|NOM//nummod//18 )//PAD//punct//18 och//KN//cc//25 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//25 kollega//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//18 Adolf//PM|NOM//conj//18 Phalén//PM|NOM//flat:name//27 (//PAD//punct//27 1884-1931//RG|NOM//nmod//27 )//PAD//punct//27 ,//MID//punct//33 formulerade//VB|PRT|AKT//conj//3 en//DT|UTR|SIN|IND//det//35 teori//NN|UTR|SIN|IND|NOM//nsubj//33 om//PP//case//41 moraliska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 och//KN//cc//39 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//37 utsagors//NN|UTR|PLU|IND|GEN//nmod:poss//41 innehåll//NN|NEU|SIN|IND|NOM//nmod//35 .//MAD//punct//33
3. Om koder och komplikationer;Kort//AB//advmod//46 och//KN//cc//45 gott//AB|POS//conj//43 menar//VB|PRS|AKT//conj//3 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//46 att//SN//mark//49 moraliska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 och//KN//cc//51 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//49 utsagor//NN|UTR|PLU|IND|NOM//nsubj//54 ingenting//PN|NEU|SIN|IND|SUB/OBJ//nsubj//54 säger//VB|PRS|AKT//ccomp//46 om//PP//case//56 verkligheten//NN|UTR|SIN|DEF|NOM//obl//54 och//KN//cc//62 därför//HA//advmod//62 inte//AB//advmod//62 kan//VB|PRS|AKT//aux//62 vara//VB|INF|AKT//cop//62 sanna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//54 eller//KN//cc//64 falska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//62 .//MAD//punct//46
3. Om koder och komplikationer;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//69 är//VB|PRS|AKT//cop//69 närmast//AB|SUV//advmod//69 känsloutsagor//NN|UTR|PLU|IND|NOM//parataxis//46 .//MAD//punct//69
3. Om koder och komplikationer;Vilhelm//PM|NOM//compound//72 Lundstedt//PM|NOM//nsubj//76 (//PAD//punct//72 1882-1955//RG|NOM//nummod//72 )//PAD//punct//72 hävdade//VB|PRT|AKT//conj//69 i//PP//case//79 Hägerströms//PM|GEN//nmod:poss//79 anda//NN|UTR|SIN|IND|NOM//obl//76 att//SN//mark//83 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//83 inte//AB//advmod//83 finns//VB|PRS|SFO//ccomp//76 några//DT|UTR/NEU|PLU|IND//det//86 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//83 och//KN//cc//88 skyldigheter//NN|UTR|PLU|IND|NOM//conj//86 som//HP|-|-|-//nsubj//90 ligger//VB|PRS|AKT//acl:relcl//88 utanför//PP//case//94 den//DT|UTR|SIN|DEF//det//94 samtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//90 av//PP//case//97 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//97 lag//NN|UTR|SIN|IND|NOM//nmod//94 .//MAD//punct//76
3. Om koder och komplikationer;Han//PN|UTR|SIN|DEF|SUB//nsubj//100 kom//VB|PRT|AKT//conj//76 till//PP//case//104 ungefär//AB//advmod//103 samma//DT|UTR/NEU|SIN/PLU|IND//det//104 slutsats//NN|UTR|SIN|IND|NOM//obl//100 som//KN//nsubj:pass//108 i//PP//case//107 USA//PM|NOM//obl//108 framfördes//VB|PRT|SFO//acl:relcl//104 av//PP//case//110 Oliver//PM|NOM//obl:agent//108 Wendell//PM|NOM//flat//110 Holmes//PM|NOM//nmod//110 (//PAD//punct//112 1841-1945//RG|NOM//conj//110 )//PAD//punct//100 ://MID//punct//76
3. Om koder och komplikationer;lagen//NN|UTR|SIN|DEF|NOM//nsubj//118 är//VB|PRS|AKT//parataxis//3 vad//HP|NEU|SIN|IND//obj//121 domstolarna//NN|UTR|PLU|DEF|NOM//nsubj//121 dömer//VB|PRS|AKT//ccomp//118 ,//MID//punct//123 punkt//NN|UTR|SIN|IND|NOM//conj//121 och//KN//cc//125 slut//NN|NEU|SIN|IND|NOM//conj//121 .//MID//punct//118
3. Om koder och komplikationer;Ja//IN//discourse//130 ,//MID//punct//127 han//PN|UTR|SIN|DEF|SUB//nsubj//130 gick//VB|PRT|AKT//conj//118 längre//AB|KOM//advmod//130 och//KN//cc//133 hävdade//VB|PRT|AKT//conj//130 att//SN//mark//139 dit//HA//advmod//139 rättsväsendets//NN|NEU|SIN|DEF|GEN//nmod:poss//137 sanktioner//NN|UTR|PLU|IND|NOM//nsubj//139 inte//AB//advmod//139 når//VB|PRS|AKT//ccomp//133 där//AB//advmod//139 finns//VB|PRS|SFO//conj//130 ingen//DT|UTR|SIN|IND//det//143 lag//NN|UTR|SIN|IND|NOM//nsubj//141 .//MAD//punct//130
