Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 17//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 1998//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppgift//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//14 utvärdera//VB|INF|AKT//acl//12 resegarantisystemet//NN|NEU|SIN|DEF|NOM//obj//14 och//KN//cc//17 analysera//VB|INF|AKT//conj//14 om//SN//mark//21 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 bör//VB|PRS|AKT//aux//21 ändras//VB|INF|SFO//ccomp//17 och//KN//cc//29 ,//MID//punct//29 om//SN//mark//27 så//AB//advmod//27 är//VB|PRS|AKT//cop//27 fallet//NN|NEU|SIN|DEF|NOM//advcl//29 ,//MID//punct//29 lämna//VB|INF|AKT//conj//21 förslag//NN|NEU|SIN|IND|NOM//obj//29 till//PP//case//33 ny//JJ|POS|UTR|SIN|IND|NOM//amod//33 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//30 på//PP//case//35 området//NN|NEU|SIN|DEF|NOM//nmod//33 samt//KN//cc//39 slutligen//AB//mark//39 att//IE//mark//39 analysera//VB|INF|AKT//conj//21 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 frågor//NN|UTR|PLU|IND|NOM//obj//39 rörande//PP//case//44 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//39 av//PP//case//46 resegarantilagen//NN|UTR|SIN|DEF|NOM//nmod//44 (//PAD//punct//48 1972:204//RG|NOM//appos//46 )//PAD//punct//48 .//MAD//punct//54
5.4 Övriga frågor;I//PP//case//29 domen//NN|UTR|SIN|DEF|NOM//obl//30 slår//VB|PRS|AKT//parataxis//13 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//30 bl.a.//AB|AN//advmod//30 fast//PL//compound:prt//30 att//SN//mark//40 artikel//NN|UTR|SIN|IND|NOM//nmod//36 7//RG|NOM//nsubj:pass//40 i//PP//case//38 direktivet//NN|NEU|SIN|DEF|NOM//nmod//36 skall//VB|PRS|AKT//aux//40 tolkas//VB|INF|SFO//ccomp//30 så//AB//advmod//40 att//SN//mark//50 rekvisitet//NN|NEU|SIN|DEF|NOM//nsubj//50 ”//PAD//punct//45 återbetalning//NN|UTR|SIN|IND|NOM//nmod//43 av//PP//case//48 erlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 belopp//NN|NEU|PLU|IND|NOM//nmod//45 ”//PM|NOM//punct//43 täcker//VB|PRS|AKT//advcl//40 fall//NN|NEU|PLU|IND|NOM//obj//50 där//HA//advmod//55 arrangörens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 obestånd//NN|NEU|SIN|IND|NOM//nsubj//55 medför//VB|PRS|AKT//acl:relcl//51 att//SN//mark//59 en//DT|UTR|SIN|IND//det//58 hotellägare//NN|UTR|SIN|IND|NOM//nsubj//59 hindrar//VB|PRS|AKT//ccomp//55 en//DT|UTR|SIN|IND//det//61 köpare//NN|UTR|SIN|IND|NOM//obj//59 av//PP//case//64 en//DT|UTR|SIN|IND//det//64 paketresa//NN|UTR|SIN|IND|NOM//nmod//61 från//PP//mark//67 att//IE//mark//67 lämna//VB|INF|AKT//acl//64 hotellet//NN|NEU|SIN|DEF|NOM//obj//67 och//KN//cc//70 resa//VB|INF|AKT//conj//68 hem//PL//advmod//70 ,//MID//punct//76 såvida//SN//mark//76 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//76 inte//AB//advmod//76 betalar//VB|PRS|AKT//conj//55 hotellägaren//NN|UTR|SIN|DEF|NOM//obj//76 för//PP//case//79 inkvarteringen//NN|UTR|SIN|DEF|NOM//obl//76 ,//MID//punct//76 trots//PP//mark//88 att//SN//fixed//81 köparen//NN|UTR|SIN|DEF|NOM//nsubj//88 redan//AB//advmod//86 före//PP//case//86 avresan//NN|UTR|SIN|DEF|NOM//obl//88 har//VB|PRS|AKT//aux//88 erlagt//VB|SUP|AKT//advcl//76 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 betalning//NN|UTR|SIN|IND|NOM//obj//88 till//PP//case//92 arrangören//NN|UTR|SIN|DEF|NOM//obl//88 (//PAD//punct//76 dom//PN|UTR/NEU|PLU|DEF|SUB/OBJ//appos//76 av//PP//case//98 den//DT|UTR|SIN|DEF//det//98 14//RG|NOM//nummod//98 maj//NN|UTR|SIN|IND|NOM//nmod//94 1998//RG|NOM//nummod//98 i//PP//case//101 mål//NN|NEU|SIN|IND|NOM//nmod//103 C364/96//MID//nmod//103 Verein//UO//amod//104 für//PM|NOM//nmod//105 Konsumenteninformation//PM|NOM//obj//76 mot//PP//case//108 Österreichische//PM|NOM//nmod//108 Kreditversicherung//PM|NOM//nmod//105 ,//MID//punct//108 REG//PM|NOM//conj//108 s.//NN|AN//nmod//112 I-2949//PM|NOM//obl//76 )//PAD//punct//30 .//MAD//punct//2
5.4 Övriga frågor;De//DT|UTR/NEU|PLU|DEF//det//3 nu//AB//advmod//2 beskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 frågeställningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//6 kommer//VB|PRS|AKT//aux//6 att//IE//mark//6 belysas//VB|INF|SFO//ROOT//6 mot//PP//case//8 bakgrund//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 förändringar//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//advmod//11 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//12 som//HA//obj//16 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//16 föreslår//VB|PRS|AKT//acl:relcl//11 .//MAD//punct//6
5.4 Övriga frågor;Förskottsbetalningar//NN|UTR|PLU|IND|NOM//ROOT//0 i//PP//case//2 fall//NN|NEU|PLU|IND|NOM//nmod//0 då//HA//advmod//5 resan//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 ställs//VB|PRS|SFO//acl:relcl//0 in//PL//compound:prt//5
5.4 Övriga frågor;Av//PP//case//2 artikel//NN|UTR|SIN|IND|NOM//nmod//2 7//RG|NOM//obl//5 i//PP//case//4 paketresedirektivet//NN|NEU|SIN|DEF|NOM//nmod//2 följer//VB|PRS|AKT//advcl//39 ,//MID//punct//5 enligt//PP//case//9 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 mening//NN|UTR|SIN|IND|NOM//obl//5 ,//MID//punct//9 att//SN//mark//14 resegarantin//NN|UTR|SIN|DEF|NOM//nsubj//14 skall//VB|PRS|AKT//aux//14 täcka//VB|INF|AKT//acl//9 av//PL//case//16 konsumenten//NN|UTR|SIN|DEF|NOM//obl//14 erlagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//18 belopp//NN|NEU|SIN|IND|NOM//obj//14 –//PAD//punct//18 häri//AB//nsubj//22 även//AB//advmod//22 inbegripet//PC|PRF|NEU|SIN|IND|NOM//conj//5 handpenning//NN|UTR|SIN|IND|NOM//obj//22 –//RG|NOM//punct//22 i//PP//case//26 händelse//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//31 arrangörens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 eller//KN//cc//30 återförsäljarens//NN|UTR|SIN|DEF|GEN//conj//28 obestånd//NN|NEU|SIN|IND|NOM//nmod//26 .//MAD//punct//22
5.4 Övriga frågor;Enligt//PP//case//36 6//RG|NOM//nummod//35 §//NN|AN//nmod//36 resegarantilagen//NN|UTR|SIN|DEF|NOM//nmod//22 får//VB|PRS|AKT//aux//39 säkerheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//39 tas//VB|INF|SFO//ROOT//39 i//PP//case//41 anspråk//NN|NEU|SIN|IND|NOM//obl//39 för//PP//mark//44 att//IE//mark//44 betala//VB|INF|AKT//advcl//39 tillbaka//PL//compound:prt//44 pengar//NN|UTR|PLU|IND|NOM//obj//44 som//HP|-|-|-//nsubj:pass//49 har//VB|PRS|AKT//aux//49 betalats//VB|SUP|SFO//acl:relcl//46 för//PP//case//53 en//DT|UTR|SIN|IND//det//53 garantipliktig//JJ|POS|UTR|SIN|IND|NOM//amod//53 resa//NN|UTR|SIN|IND|NOM//obl//49 som//HP|-|-|-//nsubj:pass//56 blir//VB|PRS|AKT//aux:pass//56 inställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//53 eller//KN//cc//62 av//PP//case//60 annan//JJ|POS|UTR|SIN|IND|NOM//amod//60 anledning//NN|UTR|SIN|IND|NOM//obl//62 inte//AB//advmod//62 blir//VB|PRS|AKT//conj//49 av//PL//compound:prt//62 .//MAD//punct//39
5.4 Övriga frågor;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//66 anser//VB|PRS|AKT//parataxis//39 att//SN//mark//70 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 inte//AB//advmod//70 föreligger//VB|PRS|AKT//ccomp//66 något//DT|NEU|SIN|IND//det//72 behov//NN|NEU|SIN|IND|NOM//obj//70 av//PP//case//75 sakliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 förändringar//NN|UTR|PLU|IND|NOM//nmod//72 i//PP//case//78 denna//DT|UTR|SIN|DEF//det//78 del//NN|UTR|SIN|IND|NOM//nmod//75 .//MAD//punct//39
5.4 Övriga frågor;Garantin//NN|UTR|SIN|DEF|NOM//nsubj:pass//93 skall//VB|PRS|AKT//aux//93 således//AB//advmod//83 även//AB//advmod//85 i//PP//case//85 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//93 ,//MID//punct//93 ifall//SN//mark//93 resan//NN|UTR|SIN|DEF|NOM//nsubj:pass//93 inte//AB//advmod//93 till//PP//case//92 någon//DT|UTR|SIN|IND//det//92 del//NN|UTR|SIN|IND|NOM//obl//93 genomförs//VB|PRS|SFO//parataxis//39 ,//MID//punct//93 kunna//VB|INF|AKT//aux//96 utnyttjas//VB|INF|SFO//conj//93 för//PP//case//98 återbetalning//NN|UTR|SIN|IND|NOM//obl//96 av//PP//mark//103 vad//HP|NEU|SIN|IND//dislocated//103 som//HP|-|-|-//nsubj:pass//103 har//VB|PRS|AKT//aux//103 erlagts//VB|SUP|SFO//acl//98 i//PP//case//105 förskott//NN|NEU|SIN|IND|NOM//obl//103 .//MAD//punct//93
5.4 Övriga frågor;Förskottsbetalningar//NN|UTR|PLU|IND|NOM//ROOT//0 vid//PP//case//3 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//3 avbeställning//NN|UTR|SIN|IND|NOM//nmod//0
5.4 Övriga frågor;S.k.//AB|AN//amod//2 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 avbokningar//NN|UTR|PLU|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 ett//DT|NEU|SIN|IND//det//5 exempel//NN|NEU|SIN|IND|NOM//ROOT//5 på//PP//case//9 ofta//AB|POS//advmod//8 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 krav//NN|NEU|PLU|IND|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//14 för//PP//case//12 närvarande//NN|NEU|SIN|IND|NOM//obl//14 inte//AB//advmod//14 anses//VB|PRS|SFO//acl:relcl//9 omfattas//VB|INF|SFO//xcomp//14 av//PP//case//17 resegarantiskyddet//NN|NEU|SIN|DEF|NOM//obl:agent//15 .//MAD//punct//5
5.4 Övriga frågor;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//20 är//VB|PRS|AKT//parataxis//5 då//AB//advmod//20 om//SN//mark//25 ersättning//NN|UTR|SIN|IND|NOM//nsubj//25 bör//VB|PRS|AKT//aux//25 utgå//VB|INF|AKT//advcl//20 vid//PP//case//30 arrangörens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 eller//KN//cc//29 återförsäljarens//NN|UTR|SIN|DEF|GEN//conj//27 insolvens//NN|UTR|SIN|IND|NOM//obl//25 även//AB//advmod//33 i//PP//case//33 fall//NN|NEU|PLU|IND|NOM//obl//25 då//HA//advmod//36 en//DT|UTR|SIN|IND//det//36 resenär//NN|UTR|SIN|IND|NOM//obl//25 som//HP|-|-|-//nsubj//39 har//VB|PRS|AKT//aux//39 betalat//VB|SUP|AKT//acl:relcl//36 resan//NN|UTR|SIN|DEF|NOM//obj//39 i//PP//case//42 förskott//NN|NEU|SIN|IND|NOM//nmod//40 frivilligt//AB|POS//advmod//44 avbeställer//VB|PRS|AKT//conj//20 resan//NN|UTR|SIN|DEF|NOM//obj//44 före//PP//case//49 den//DT|UTR|SIN|DEF//det//49 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//49 tidpunkten//NN|UTR|SIN|DEF|NOM//nmod//45 för//PP//case//51 avgång//NN|UTR|SIN|IND|NOM//nmod//49 .//MAD//punct//5
5.4 Övriga frågor;Spörsmålet//NN|NEU|SIN|DEF|NOM//nsubj:pass//1 behandlades//VB|PRT|SFO//ROOT//1 i//PP//case//3 prop//NN|UTR|SIN|IND|NOM//obl//1 .//MAD//punct//1
5.4 Övriga frågor;1984/85:214//RG|NOM//obl//1 (//PAD//punct//5 s.//NN|AN//nmod//8 21//RG|NOM//appos//5 )//PAD//punct//5 ,//MID//punct//5 där//HA//advmod//13 departementschefen//NN|UTR|SIN|DEF|NOM//nsubj//13 uttalade//VB|PRT|AKT//acl:relcl//5 att//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 vid//PP//case//18 den//DT|UTR|SIN|DEF//det//18 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//19 saknades//VB|PRT|SFO//ccomp//13 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//21 underlag//NN|NEU|SIN|IND|NOM//xcomp//19 för//PP//mark//24 att//IE//mark//24 utvidga//VB|INF|AKT//advcl//19 resegarantilagens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 tillämpningsområde//NN|NEU|SIN|IND|NOM//obj//24 på//PP//case//29 så//AB//amod//29 sätt//NN|NEU|SIN|IND|NOM//obl//24 att//SN//mark//34 ersättning//NN|UTR|SIN|IND|NOM//nsubj//34 skulle//VB|PRT|AKT//aux//34 kunna//VB|INF|AKT//aux//34 utgå//VB|INF|AKT//acl//29 även//AB//mark//40 då//HA//fixed//35 resenären//NN|UTR|SIN|DEF|NOM//nsubj//40 själv//JJ|POS|UTR|SIN|IND|NOM//amod//37 hade//VB|PRT|AKT//aux//40 avbeställt//VB|SUP|AKT//advcl//34 en//DT|UTR|SIN|IND//det//42 resa//NN|UTR|SIN|IND|NOM//obj//40 .//MAD//punct//5
5.4 Övriga frågor;En//DT|UTR|SIN|IND//det//46 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//46 utvidgning//NN|UTR|SIN|IND|NOM//nsubj//50 skulle//VB|PRT|AKT//aux//50 enligt//PP//case//49 departementschefen//NN|UTR|SIN|DEF|NOM//obl//50 kräva//VB|INF|AKT//conj//1 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 överväganden//NN|NEU|PLU|IND|NOM//obj//50 rörande//PP//case//55 vilka//HD|UTR/NEU|PLU|IND//det//55 avbeställningsanledningar//NN|UTR|PLU|IND|NOM//obl//50 som//HP|-|-|-//nsubj//58 skulle//VB|PRT|AKT//aux//58 medföra//VB|INF|AKT//acl:relcl//55 rätt//NN|UTR|SIN|IND|NOM//obj//58 till//PP//case//61 ersättning//NN|UTR|SIN|IND|NOM//nmod//59 ur//PP//case//63 säkerheterna//NN|UTR|PLU|DEF|NOM//obl//58 .//MAD//punct//1
5.4 Övriga frågor;Han//PN|UTR|SIN|DEF|SUB//nsubj//66 anförde//VB|PRT|AKT//parataxis//1 vidare//AB|KOM//compound:prt//66 att//SN//mark//79 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 gränsdragningsproblem//NN|NEU|PLU|IND|NOM//nsubj:pass//79 och//KN//cc//73 därmed//AB//advmod//73 tillämpningssvårigheter//NN|UTR|PLU|IND|NOM//conj//70 för//PP//case//75 Resegarantinämnden//NN|UTR|SIN|DEF|NOM//nmod//73 inte//AB//advmod//79 torde//VB|PRT|AKT//aux//79 kunna//VB|INF|AKT//aux//79 undvikas//VB|INF|SFO//ccomp//66 samt//KN//cc//96 att//SN//mark//96 bevisfrågor//NN|UTR|PLU|IND|NOM//nsubj//96 m.m.//AB|AN//nmod//82 av//PP//case//86 en//DT|UTR|SIN|IND//det//86 art//NN|UTR|SIN|IND|NOM//nmod//83 som//HP|-|-|-//nsubj//89 inte//AB//advmod//89 lämpade//VB|PRT|AKT//acl:relcl//86 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//89 för//PP//case//93 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//93 handläggning//NN|UTR|SIN|IND|NOM//obl//89 troligen//AB//advmod//96 skulle//VB|PRT|AKT//aux//96 uppstå//VB|INF|AKT//conj//79 .//MAD//punct//66
5.4 Övriga frågor;En//DT|UTR|SIN|IND//det//100 generell//JJ|POS|UTR|SIN|IND|NOM//amod//100 rätt//NN|UTR|SIN|IND|NOM//nsubj//113 till//PP//case//102 garantiersättning//NN|UTR|SIN|IND|NOM//nmod//100 vid//PP//case//104 avbeställning//NN|UTR|SIN|IND|NOM//nmod//102 oavsett//PP//case//106 orsaken//NN|UTR|SIN|DEF|NOM//nmod//104 skulle//VB|PRT|AKT//aux//113 enligt//PP//case//109 departementschefen//NN|UTR|SIN|DEF|NOM//obl//113 å//PP//case//112 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//112 sidan//NN|UTR|SIN|DEF|NOM//nmod//109 utgöra//VB|INF|AKT//advcl//66 en//DT|UTR|SIN|IND//det//117 alltför//AB//advmod//116 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//117 förändring//NN|UTR|SIN|IND|NOM//obj//113 av//PP//case//119 systemet//NN|NEU|SIN|DEF|NOM//nmod//117 .//MAD//punct//66
5.4 Övriga frågor;Vidare//AB|KOM//advmod//122 anfördes//VB|PRT|SFO//conj//66 att//SN//mark//129 rätten//NN|UTR|SIN|DEF|NOM//nsubj//129 till//PP//case//126 utbetalning//NN|UTR|SIN|IND|NOM//nmod//124 ur//PP//case//128 säkerheten//NN|UTR|SIN|DEF|NOM//nmod//126 innebär//VB|PRS|AKT//ccomp//122 att//SN//mark//133 resenärens//NN|UTR|SIN|DEF|GEN//nmod:poss//132 anspråk//NN|NEU|SIN|IND|NOM//nsubj//133 går//VB|PRS|AKT//ccomp//129 före//PP//case//135 borgenärernas//NN|UTR|PLU|DEF|GEN//obl//133 i//PP//case//139 en//DT|UTR|SIN|IND//det//139 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//139 konkurs//NN|UTR|SIN|IND|NOM//obl//133 .//MAD//punct//66
5.4 Övriga frågor;Resegarantilagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//1 syftar//VB|PRS|AKT//ROOT//1 till//PP//mark//4 att//IE//mark//4 ge//VB|INF|AKT//xcomp//1 resenärerna//NN|UTR|PLU|DEF|NOM//iobj//4 ett//DT|NEU|SIN|IND//det//8 socialt//AB|POS//amod//8 betingat//PC|PRF|NEU|SIN|IND|NOM//amod//9 minimiskydd//NN|NEU|SIN|IND|NOM//obj//4 .//MAD//punct//1
5.4 Övriga frågor;Mot//PP//case//13 den//DT|UTR|SIN|DEF//det//13 bakgrunden//NN|UTR|SIN|DEF|NOM//obl//1 är//VB|PRS|AKT//cop//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 ,//MID//punct//21 enligt//PP//case//19 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 mening//NN|UTR|SIN|IND|NOM//obl//21 ,//MID//punct//21 svårt//JJ|POS|NEU|SIN|IND|NOM//ccomp//1 att//IE//mark//23 motivera//VB|INF|AKT//csubj//21 att//SN//mark//31 en//DT|UTR|SIN|IND//det//26 resenär//NN|UTR|SIN|IND|NOM//nsubj//31 som//HP|-|-|-//nsubj//28 känner//VB|PRS|AKT//acl:relcl//26 till//PL//compound:prt//28 regelverket//NN|NEU|SIN|DEF|NOM//obj//28 får//VB|PRS|AKT//ccomp//23 ersättning//NN|UTR|SIN|IND|NOM//obj//31 ur//PP//case//34 garantin//NN|UTR|SIN|DEF|NOM//obl//31 därför//HA//mark//38 att//SN//fixed//35 han//PN|UTR|SIN|DEF|SUB//nsubj//38 avstår//VB|PRS|AKT//advcl//31 från//PP//mark//41 att//IE//mark//41 avbeställa//VB|INF|AKT//advcl//38 sin//PS|UTR|SIN|DEF//nmod:poss//43 semesterresa//NN|UTR|SIN|IND|NOM//obj//41 medan//SN//mark//48 en//DT|UTR|SIN|IND//det//47 annan//JJ|POS|UTR|SIN|IND|NOM//amod//47 resenär//NN|UTR|SIN|IND|NOM//nsubj//48 går//VB|PRS|AKT//advcl//41 miste//PL//advmod//48 om//PP//case//51 rätten//NN|UTR|SIN|DEF|NOM//obl//48 till//PP//case//53 ersättning//NN|UTR|SIN|IND|NOM//nmod//51 därför//HA//mark//64 att//SN//fixed//54 han//PN|UTR|SIN|DEF|SUB//nsubj//64 på//PP//case//60 grund//NN|UTR|SIN|IND|NOM//fixed//57 av//PP//fixed//57 okunskap//NN|UTR|SIN|IND|NOM//obl//64 eller//KN//cc//62 oro//NN|UTR|SIN|IND|NOM//conj//60 har//VB|PRS|AKT//aux//64 avbokat//VB|SUP|AKT//advcl//48 sin//PS|UTR|SIN|DEF//nmod:poss//66 semesterresa//NN|UTR|SIN|IND|NOM//obj//64 kort//AB//advmod//69 före//PP//case//69 avresan//NN|UTR|SIN|DEF|NOM//obl//64 ,//MID//punct//48 exempelvis//AB//advmod//75 därför//HA//mark//75 att//SN//fixed//72 han//PN|UTR|SIN|DEF|SUB//nsubj//75 fick//VB|PRT|AKT//advcl//48 reda//PL//compound:prt//75 på//PP//mark//81 att//SN//mark//81 reseföretaget//NN|NEU|SIN|DEF|NOM//nsubj//81 hade//VB|PRT|AKT//aux//81 ställt//VB|SUP|AKT//ccomp//75 in//PL//compound:prt//81 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//84 betalningar//NN|UTR|PLU|IND|NOM//obj//81 .//MAD//punct//1
5.4 Övriga frågor;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//87 menar//VB|PRS|AKT//conj//1 vidare//AB|KOM//advmod//87 att//IE//mark//99 i//PP//case//93 det//DT|NEU|SIN|DEF//det//93 EG-rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//93 kravet//NN|NEU|SIN|DEF|NOM//obl//99 på//PP//case//97 ”//PAD//punct//97 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//97 säkerhet//NN|UTR|SIN|IND|NOM//nmod//93 ”//PM|NOM//punct//93 ligger//VB|PRS|AKT//ccomp//87 dessutom//AB//advmod//99 att//SN//mark//104 garantin//NN|UTR|SIN|DEF|NOM//nsubj//104 skall//VB|PRS|AKT//aux//104 täcka//VB|INF|AKT//ccomp//99 återbetalning//NN|UTR|SIN|IND|NOM//obj//104 av//PP//case//107 pengar//NN|UTR|PLU|IND|NOM//nmod//105 som//HP|-|-|-//nsubj:pass//109 betalas//VB|PRS|SFO//acl:relcl//107 i//PP//case//111 förskott//NN|NEU|SIN|IND|NOM//obl//109 även//AB//advmod//114 för//PP//case//114 resor//NN|UTR|PLU|IND|NOM//obl//109 som//HP|-|-|-//nsubj:pass//117 sedermera//AB//aux//117 avbeställs//VB|PRS|SFO//acl:relcl//114 .//MAD//punct//87
5.4 Övriga frågor;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//122 bör//VB|PRS|AKT//aux//122 därför//AB//advmod//122 införas//VB|INF|SFO//conj//87 en//DT|UTR|SIN|IND//det//124 rätt//NN|UTR|SIN|IND|NOM//nsubj:pass//122 till//PP//case//126 återbetalning//NN|UTR|SIN|IND|NOM//nmod//124 av//PP//case//129 erlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//129 belopp//NN|NEU|PLU|IND|NOM//nmod//126 vid//PP//case//131 avbeställning//NN|UTR|SIN|IND|NOM//nmod//129 före//PP//case//133 avresan//NN|UTR|SIN|DEF|NOM//nmod//131 .//MAD//punct//87
5.4 Övriga frågor;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//136 instämmer//VB|PRS|AKT//parataxis//87 dock//AB//advmod//136 i//PP//case//140 departementschefens//NN|UTR|SIN|DEF|GEN//nmod:poss//140 uppfattning//NN|UTR|SIN|IND|NOM//obl//136 att//SN//mark//154 en//DT|UTR|SIN|IND//det//144 generell//JJ|POS|UTR|SIN|IND|NOM//amod//144 rätt//NN|UTR|SIN|IND|NOM//nsubj//154 till//PP//case//146 garantiersättning//NN|UTR|SIN|IND|NOM//nmod//144 vid//PP//case//148 avbeställning//NN|UTR|SIN|IND|NOM//nmod//146 ,//MID//punct//151 oavsett//PP//case//151 orsaken//NN|UTR|SIN|DEF|NOM//nmod//144 ,//MID//punct//154 skulle//VB|PRT|AKT//aux//154 utgöra//VB|INF|AKT//acl//140 en//DT|UTR|SIN|IND//det//158 alltför//AB//advmod//157 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//158 förändring//NN|UTR|SIN|IND|NOM//obj//154 av//PP//case//160 systemet//NN|NEU|SIN|DEF|NOM//nmod//158 .//MAD//punct//136
5.4 Övriga frågor;Grundlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//163 rykten//NN|NEU|PLU|IND|NOM//parataxis//136 om//PP//mark//172 t.ex.//AB|AN//advmod//168 arrangörens//NN|UTR|SIN|DEF|GEN//nmod:poss//168 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//168 problem//NN|NEU|SIN|IND|NOM//nsubj//172 skulle//VB|PRT|AKT//aux//172 då//AB//advmod//172 kunna//VB|INF|AKT//aux//172 föranleda//VB|INF|AKT//acl//163 så//AB//advmod//174 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//175 avbeställningar//NN|UTR|PLU|IND|NOM//obj//172 att//SN//mark//182 arrangören//NN|UTR|SIN|DEF|NOM//nsubj//182 till//PP//advmod//182 följd//NN|UTR|SIN|IND|NOM//fixed//178 härav//AB//fixed//178 faktiskt//AB|POS//advmod//182 hamnar//VB|PRS|AKT//acl//175 på//PP//case//184 obestånd//NN|NEU|SIN|IND|NOM//obl//182 .//MAD//punct//136
5.4 Övriga frågor;Rätten//NN|UTR|SIN|DEF|NOM//nsubj//200 till//PP//case//188 återbetalning//NN|UTR|SIN|IND|NOM//nmod//186 av//PP//case//191 erlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//191 belopp//NN|NEU|PLU|IND|NOM//nmod//188 vid//PP//case//193 avbeställning//NN|UTR|SIN|IND|NOM//nmod//191 före//PP//case//195 avresan//NN|UTR|SIN|DEF|NOM//nmod//193 bör//VB|PRS|AKT//aux//200 därför//AB//advmod//200 inte//AB//advmod//200 vara//VB|INF|AKT//cop//200 generell//JJ|POS|UTR|SIN|IND|NOM//parataxis//136 .//MAD//punct//87
