Reservation;av//PP//case//2 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//2 Henrik//PM|NOM//ROOT//2 S.//PM|NOM//flat:name//2 Järrel//PM|NOM//flat:name//2 (//PAD//punct//4 m//PM|NOM//nummod//2 )//PAD//punct//2 Ulf//PM|NOM//conj//2 Isaksson//PM|NOM//flat:name//8 (//PAD//punct//8 fp//PM|NOM//flat:name//2 )//PAD//punct//11 Marcela//PM|NOM//conj//2 Arosenius//PM|NOM//flat//13 (//PAD//punct//14 c//NN|NEU|SIN|IND|NOM//appos//14 )//PAD//punct//13 ,//MID//punct//2 och//KN//cc//21 Peter//PM|NOM//nmod//21 Flensburg//PM|NOM//conj//2 (//PAD//punct//21 kd//PM|NOM//appos//21 )//PAD//punct//21 samt//KN//cc//27 fr.o.m.//AB|AN//case//27 punkt//NN|UTR|SIN|IND|NOM//conj//2 3//RG|NOM//nummod//27 även//AB//advmod//33 av//PP//case//33 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//32 Anders//PM|NOM//nmod//33 Drejare//PM|NOM//flat:name//2 (//PAD//punct//35 mp//NN|AN//appos//33 )//PAD//punct//2
7.2 Kostnader för rättslig prövning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 finns//VB|PRS|SFO//parataxis//2 anledning//NN|UTR|SIN|IND|NOM//nsubj//48 att//IE//mark//51 tro//VB|INF|AKT//advcl//48 att//SN//mark//57 dessa//DT|UTR/NEU|PLU|DEF//det//54 institutioner//NN|UTR|PLU|IND|NOM//nsubj//57 kommer//VB|PRS|AKT//aux//57 att//IE//mark//57 fortsätta//VB|INF|AKT//ccomp//51 att//IE//mark//59 lösa//VB|INF|AKT//xcomp//57 tvister//NN|UTR|PLU|IND|NOM//obj//59 som//HP|-|-|-//mark//62 hitintills//AB//advmod//60 .//MAD//punct//48
7.2 Kostnader för rättslig prövning;Ett//DT|NEU|SIN|IND//det//66 möjligt//JJ|POS|NEU|SIN|IND|NOM//amod//66 scenario//NN|NEU|SIN|IND|NOM//nsubj//71 är//VB|PRS|AKT//cop//71 att//SN//mark//71 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 försäkringskassor//NN|UTR|PLU|IND|NOM//nsubj//71 ställer//VB|PRS|AKT//parataxis//48 återkrav//NN|NEU|PLU|IND|NOM//compound:prt//71 mot//PP//case//74 försäkringsbolag//NN|NEU|PLU|IND|NOM//obl//71 som//HP|-|-|-//nsubj//79 i//PP//case//78 sin//PS|UTR|SIN|DEF//nmod:poss//78 tur//NN|UTR|SIN|IND|NOM//obl//79 vägrar//VB|PRS|AKT//acl:relcl//74 att//IE//mark//81 acceptera//VB|INF|AKT//xcomp//79 kraven//NN|NEU|PLU|DEF|NOM//obj//81 .//MAD//punct//48
7.2 Kostnader för rättslig prövning;Om//SN//mark//87 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//87 skulle//VB|PRT|AKT//aux//87 inträffa//VB|INF|AKT//advcl//95 i//PP//case//91 någon//DT|UTR|SIN|IND//det//91 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 omfattning//NN|UTR|SIN|IND|NOM//obl//87 så//AB//advcl//95 kan//VB|PRS|AKT//aux//95 regressrätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//95 läggas//VB|INF|SFO//conj//2 mer//AB|KOM//advmod//97 centralt//AB|POS//advmod//95 på//PP//case//100 exempelvis//AB//advmod//100 Riksförsäkringsverket//NN|NEU|SIN|DEF|NOM//obl//95 .//MAD//punct//2
7.2 Kostnader för rättslig prövning;En//DT|UTR|SIN|IND//det//1 förutsättning//NN|UTR|SIN|IND|NOM//dislocated//29 för//PP//mark//7 att//SN//mark//7 ett//DT|NEU|SIN|IND//det//5 ärende//NN|NEU|SIN|IND|NOM//nsubj:pass//7 skall//VB|PRS|AKT//aux//7 föras//VB|INF|SFO//acl//1 vidare//AB|KOM//compound:prt//7 till//PP//case//12 en//DT|UTR|SIN|IND//det//12 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 instans//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//16 ekonomiskt//AB|POS//amod//16 rationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 parter//NN|UTR|PLU|IND|NOM//nmod//12 är//VB|PRS|AKT//cop//12 att//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 föreligger//VB|PRS|AKT//csubj//12 oklarhet//NN|UTR|SIN|IND|NOM//obj//20 om//PP//case//23 rättsläget//NN|NEU|SIN|DEF|NOM//nmod//21 .//MID//punct//1
7.2 Kostnader för rättslig prövning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 alltså//AB//advmod//29 inte//AB//advmod//29 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//29 att//SN//mark//32 parterna//NN|UTR|PLU|DEF|NOM//nsubj//32 har//VB|PRS|AKT//csubj//29 motsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 intressen//NN|NEU|PLU|IND|NOM//obj//32 .//MAD//punct//29
7.2 Kostnader för rättslig prövning;Benägenheten//NN|UTR|SIN|DEF|NOM//nsubj//39 att//IE//mark//38 processa//VB|INF|AKT//acl//36 beror//VB|PRS|AKT//parataxis//29 också//AB//advmod//39 på//PP//mark//44 hur//HA//advmod//44 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//44 fördelas//VB|PRS|SFO//advcl//39 mellan//PP//case//46 vinnare//NN|UTR|PLU|IND|NOM//obl//44 ,//MID//punct//48 förlorare//NN|UTR|PLU|IND|NOM//conj//46 och//KN//cc//51 det//DT|NEU|SIN|DEF//det//51 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//46 .//MAD//punct//39
7.2 Kostnader för rättslig prövning;Genom//PP//case//54 val//NN|NEU|SIN|IND|NOM//obl//63 av//PP//case//56 ansvar//NN|NEU|SIN|IND|NOM//nmod//54 för//PP//case//58 rättegångskostnaderna//NN|UTR|PLU|DEF|NOM//nmod//56 kan//VB|PRS|AKT//aux//63 frekvensen//NN|UTR|SIN|DEF|NOM//nsubj:pass//63 av//PP//case//62 rättegångar//NN|UTR|PLU|IND|NOM//nmod//60 påverkas//VB|PRS|SFO//advcl//39 av//PP//case//65 myndigheterna//NN|UTR|PLU|DEF|NOM//obl:agent//63 .//MAD//punct//39
7.2 Kostnader för rättslig prövning;Skadeståndsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 regler//NN|UTR|PLU|IND|NOM//nsubj//2 har//VB|PRS|AKT//ROOT//2 betydelse//NN|UTR|SIN|IND|NOM//obj//2 för//PP//case//5 bevisning//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//7 osäkerhet//NN|UTR|SIN|IND|NOM//conj//5 om//PP//case//9 rättsläget//NN|NEU|SIN|DEF|NOM//nmod//5 .//MAD//punct//2
7.2 Kostnader för rättslig prövning;En//DT|UTR|SIN|IND//det//12 culpa-regel//NN|UTR|SIN|IND|NOM//nsubj//14 kan//VB|PRS|AKT//aux//14 föranleda//VB|INF|AKT//parataxis//2 osäkerhet//NN|UTR|SIN|IND|NOM//obj//14 och//KN//cc//17 konflikter//NN|UTR|PLU|IND|NOM//conj//15 eftersom//SN//mark//20 ett//DT|NEU|SIN|IND//det//20 avgörande//NN|NEU|SIN|IND|NOM//acl//17 om//PP//mark//23 vållande//NN|NEU|SIN|IND|NOM//amod//23 måste//VB|PRS|AKT//acl//20 till//PL//compound:prt//23 .//MAD//punct//14
7.2 Kostnader för rättslig prövning;Tillämpas//VB|PRS|SFO//conj//2 däremot//AB//advmod//26 strikt//JJ|POS|NEU|SIN|IND|NOM//amod//29 ansvar//NN|NEU|SIN|IND|NOM//obl//26 så//AB//advmod//31 krävs//VB|PRS|SFO//conj//2 normalt//AB|POS//advmod//31 inget//DT|NEU|SIN|IND//det//35 rättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//35 avgörande//NN|NEU|SIN|IND|NOM//nsubj:pass//31 om//PP//case//37 oaktsamhet//NN|UTR|SIN|IND|NOM//nmod//35 eller//KN//cc//39 vårdslöshet//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//2
7.2 Kostnader för rättslig prövning;Förutsatt//PC|PRF|NEU|SIN|IND|NOM//mark//46 att//SN//fixed//41 arbetsgivarna//NN|UTR|PLU|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 strikt//AB|POS//advmod//46 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//2 för//PP//case//48 arbetsolyckor//NN|UTR|PLU|IND|NOM//obl//46 ,//MID//punct//46 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//52 av//PP//fixed//50 vållande//NN|NEU|SIN|IND|NOM//advcl//46 ,//MID//punct//46 så//KN//advmod//61 kommer//VB|PRS|AKT//aux//61 antalet//NN|NEU|SIN|DEF|NOM//nmod//57 rättsfall//NN|NEU|PLU|IND|NOM//nsubj//61 vid//PP//case//59 regress//NN|UTR|SIN|IND|NOM//nmod//57 att//IE//mark//61 förbli//VB|INF|AKT//conj//46 relativt//AB|POS//advmod//63 få//JJ|POS|UTR/NEU|PLU|IND|NOM//xcomp//61 .//MAD//punct//2
7.2 Kostnader för rättslig prövning;No-fault//NN|UTR|SIN|IND|NOM//nsubj//1 kräver//VB|PRS|AKT//ROOT//1 liksom//PP//mark//4 strikt//JJ|POS|NEU|SIN|IND|NOM//amod//4 ansvar//NN|NEU|SIN|IND|NOM//obl//1 inget//DT|NEU|SIN|IND//det//6 avgörande//NN|NEU|SIN|IND|NOM//xcomp//1 i//PP//case//8 skuldfrågan//NN|UTR|SIN|DEF|NOM//nmod//6 .//MAD//punct//1
7.2 Kostnader för rättslig prövning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 finns//VB|PRS|SFO//parataxis//1 ingen//DT|UTR|SIN|IND//det//13 ambition//NN|UTR|SIN|IND|NOM//nsubj//11 att//IE//mark//15 frångå//VB|INF|AKT//acl//13 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//15 vad//HP|NEU|SIN|IND//nsubj//18 gäller//VB|PRS|AKT//acl:relcl//13 trafiken//NN|UTR|SIN|DEF|NOM//obj//18 .//MAD//punct//11
7.2 Kostnader för rättslig prövning;Av//PP//case//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 skäl//NN|NEU|PLU|IND|NOM//obl//27 kan//VB|PRS|AKT//aux//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 kanske//AB//advmod//27 framstå//VB|INF|AKT//conj//11 som//KN//mark//29 motiverat//PC|PRF|NEU|SIN|IND|NOM//xcomp//27 att//IE//mark//31 göra//VB|INF|AKT//advcl//27 undantag//NN|NEU|SIN|IND|NOM//obj//31 för//PP//case//35 uppenbart//JJ|POS|NEU|SIN|IND|NOM//advmod//35 vållande//NN|NEU|SIN|IND|NOM//advcl//27 eller//KN//cc//37 uppsåt//NN|NEU|SIN|IND|NOM//conj//35 .//MAD//punct//27
7.2 Kostnader för rättslig prövning;I//PP//case//40 trafiken//NN|UTR|SIN|DEF|NOM//obl//46 kan//VB|PRS|AKT//aux//46 no-fault//NN|UTR|SIN|IND|NOM//nsubj:pass//46 i//PP//advmod//46 så//AB//fixed//43 fall//NN|NEU|SIN|IND|NOM//fixed//43 tillämpas//VB|PRS|SFO//conj//1 genomgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//46 med//PP//case//51 undantag//NN|NEU|SIN|IND|NOM//fixed//48 för//PP//fixed//48 exempelvis//AB//advmod//46 de//DT|UTR/NEU|PLU|DEF//det//53 fall//NN|NEU|PLU|IND|NOM//nsubj:pass//46 då//HA//advmod//57 en//DT|UTR|SIN|IND//det//56 förare//NN|UTR|SIN|IND|NOM//nsubj//57 visat//VB|SUP|AKT//acl:relcl//53 grov//JJ|POS|UTR|SIN|IND|NOM//amod//59 vårdslöshet//NN|UTR|SIN|IND|NOM//obj//57 eller//KN//cc//62 varit//VB|SUP|AKT//cop//62 berusad//PC|PRF|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//1
7.2 Kostnader för rättslig prövning;Därmed//AB//advmod//68 kan//VB|PRS|AKT//aux//68 naturligtvis//AB//advmod//68 tvister//NN|UTR|PLU|IND|NOM//nsubj//68 uppkomma//VB|INF|AKT//conj//1 ,//MID//punct//71 men//KN//cc//71 för-//NN|UTR|-|-|SMS//nsubj:pass//75 och//KN//cc//73 nackdelar//NN|UTR|PLU|IND|NOM//conj//71 får//VB|PRS|AKT//aux//75 vägas//VB|INF|SFO//conj//68 från//PP//case//77 fall//NN|NEU|PLU|IND|NOM//obl//75 till//PP//case//79 fall//NN|NEU|SIN|IND|NOM//obl//75 .//MAD//punct//1

7.3 Administrativa kostnader;De//DT|UTR/NEU|PLU|DEF//det//2 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//9 för//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 försäkringarna//NN|UTR|PLU|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//9 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//9 .//MAD//punct//9
7.3 Administrativa kostnader;Administrationskostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//21 för//PP//case//14 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 försäkringar//NN|UTR|PLU|IND|NOM//nmod//11 som//KN//mark//16 trafik-//NN|UTR|-|-|SMS//nmod//14 och//KN//cc//18 olycksfallsförsäkring//NN|UTR|SIN|IND|NOM//conj//16 är//VB|PRS|AKT//cop//21 betydligt//AB//advmod//21 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//9 och//KN//cc//24 i//PP//case//24 genomsnitt//NN|NEU|SIN|IND|NOM//conj//21 cirka//AB//advmod//26 20//RG|NOM//nummod//27 %//NN|AN//obj//21 av//PP//case//29 premieintäkten//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//9
7.3 Administrativa kostnader;En//DT|UTR|SIN|IND//det//32 farhåga//NN|UTR|SIN|IND|NOM//conj//9 är//VB|PRS|AKT//cop//32 att//SN//mark//39 de//DT|UTR/NEU|PLU|DEF//det//37 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//39 skall//VB|PRS|AKT//aux//39 öka//VB|INF|AKT//csubj//32 kraftigt//AB|POS//advmod//39 i//PP//compound:prt//39 och//KN//fixed//41 med//PP//case//45 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//45 regress//NN|UTR|SIN|IND|NOM//fixed//41 .//MAD//punct//32
7.3 Administrativa kostnader;Nu//AB//advmod//53 är//VB|PRS|AKT//cop//53 emellertid//AB//advmod//53 dessa//DT|UTR/NEU|PLU|DEF//det//52 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 kostnader//NN|UTR|PLU|IND|NOM//nsubj//53 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//9 att//IE//mark//55 jämföra//VB|INF|AKT//acl//53 .//MAD//punct//53
7.3 Administrativa kostnader;I//PP//case//58 administrationskostnaderna//NN|UTR|PLU|DEF|NOM//obl//62 för//PP//case//61 privat//JJ|POS|UTR|SIN|IND|NOM//amod//61 försäkring//NN|UTR|SIN|IND|NOM//nmod//58 ingår//VB|PRS|AKT//conj//53 förvaltning//NN|UTR|SIN|IND|NOM//nsubj//62 ,//MID//punct//65 skadereglering//NN|UTR|SIN|IND|NOM//conj//63 ,//MID//punct//67 statistik//NN|UTR|SIN|IND|NOM//conj//63 ,//MID//punct//69 premiesättning//NN|UTR|SIN|IND|NOM//conj//63 ,//MID//punct//71 villkorsbestämning//NN|UTR|SIN|IND|NOM//conj//63 ,//MID//punct//73 etc.//AB|AN//conj//63 ,//MID//punct//77 som//HP|-|-|-//nsubj//77 är//VB|PRS|AKT//cop//77 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//62 i//PP//case//81 det//DT|NEU|SIN|DEF//det//81 preventiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 arbetet//NN|NEU|SIN|DEF|NOM//nmod//77 .//MAD//punct//9
7.3 Administrativa kostnader;Självfallet//AB|POS//advmod//1 innebär//VB|PRS|AKT//ROOT//1 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 regress//NN|UTR|SIN|IND|NOM//nsubj//1 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 kostnader//NN|UTR|PLU|IND|NOM//obj//1 .//MAD//punct//1
7.3 Administrativa kostnader;Försäkringskassorna//NN|UTR|PLU|DEF|NOM//nsubj//11 måste//VB|PRS|AKT//aux//11 t.ex.//AB|AN//advmod//11 registrera//VB|INF|AKT//parataxis//1 och//KN//cc//13 bokföra//VB|INF|AKT//conj//11 inkomstbortfall//NN|NEU|PLU|IND|NOM//obj//13 och//KN//cc//18 eventuellt//AB|POS//advmod//18 också//AB//advmod//18 beräkna//VB|INF|AKT//conj//11 kostnader//NN|UTR|PLU|IND|NOM//obj//18 för//PP//case//21 sjukdom//NN|UTR|SIN|IND|NOM//nmod//19 samt//KN//cc//23 skicka//VB|INF|AKT//conj//11 räkning//NN|UTR|SIN|IND|NOM//obj//23 till//PP//case//27 respektive//AB//amod//27 försäkringsbolag//NN|NEU|PLU|IND|NOM//obl//23 .//MAD//punct//11
7.3 Administrativa kostnader;Administrationskostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//36 i//PP//case//32 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 system//NN|NEU|SIN|IND|NOM//nmod//29 är//VB|PRS|AKT//cop//36 dock//AB//advmod//36 onödigt//AB|POS//advmod//36 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//11 vad//HP|NEU|SIN|IND//nsubj//38 avser//VB|PRS|AKT//advcl//36 trafikförsäkringen//NN|UTR|SIN|DEF|NOM//obj//38 och//KN//cc//41 arbetsskadeförsäkringen//NN|UTR|SIN|DEF|NOM//conj//39 .//MAD//punct//1
7.3 Administrativa kostnader;Anledningen//NN|UTR|SIN|DEF|NOM//nsubj//47 är//VB|PRS|AKT//cop//47 det//DT|NEU|SIN|DEF//det//47 dubbla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 system//NN|NEU|SIN|IND|NOM//parataxis//1 som//HP|-|-|-//nsubj:pass//49 tillämpas//VB|PRS|SFO//acl:relcl//47 med//PP//case//51 kompensation//NN|UTR|SIN|IND|NOM//obl//49 både//KN//cc//54 från//PP//case//54 försäkringskassa//NN|UTR|SIN|IND|NOM//obl//49 och//KN//cc//56 trafikförsäkring//NN|UTR|SIN|IND|NOM//conj//54 ,//MID//punct//59 respektive//AB//cc//59 trygghetsförsäkring//NN|UTR|SIN|IND|NOM//conj//54 .//MAD//punct//47
7.3 Administrativa kostnader;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//62 talar//VB|PRS|AKT//conj//1 för//PP//mark//65 att//IE//mark//65 införa//VB|INF|AKT//advcl//62 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//65 av//PP//case//68 försäkringsbranschen//NN|UTR|SIN|DEF|NOM//obl//65 framförda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//70 förslaget//NN|NEU|SIN|DEF|NOM//obl//65 att//SN//mark//73 branschen//NN|UTR|SIN|DEF|NOM//nsubj//73 övertar//VB|PRS|AKT//acl//70 det//DT|NEU|SIN|DEF//det//76 primära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 ansvaret//NN|NEU|SIN|DEF|NOM//obj//73 för//PP//case//78 trafikförsäkringen//NN|UTR|SIN|DEF|NOM//obl//73 .//MAD//punct//62
7.3 Administrativa kostnader;På//PP//case//82 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 sätt//NN|NEU|SIN|IND|NOM//obl//87 skulle//VB|PRT|AKT//aux//87 försäkringsbolagen//NN|NEU|PLU|DEF|NOM//nsubj//87 kunna//VB|INF|AKT//aux//87 helt//AB|POS//advmod//87 ta//VB|INF|AKT//conj//62 över//PL//compound:prt//87 ansvaret//NN|NEU|SIN|DEF|NOM//obj//87 för//PP//case//91 arbets-//NN|NEU|-|-|SMS//obl//87 och//KN//cc//93 färdolyckor//NN|UTR|PLU|IND|NOM//conj//91 och//KN//cc//97 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 arbetsskador//NN|UTR|PLU|IND|NOM//conj//91 ,//MID//punct//87 med//PP//case//101 avsevärda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 besparingar//NN|UTR|PLU|IND|NOM//obl//87 i//PP//case//106 den//DT|UTR|SIN|DEF//det//105 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 sektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//106 administration//NN|UTR|SIN|IND|NOM//nmod//101 som//KN//nsubj//108 följd//NN|UTR|SIN|IND|NOM//acl:relcl//106 .//MAD//punct//1

7.4 Preventiv effekt;Som//HA//mark//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 sett//VB|SUP|AKT//advcl//24 av//PP//case//6 den//DT|UTR|SIN|DEF//det//6 teoretiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 undersökningen//NN|UTR|SIN|DEF|NOM//obl//2 i//PP//case//9 kapitel//NN|NEU|SIN|IND|NOM//nmod//9 2//RG|NOM//nmod//6 och//KN//cc//14 av//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 empiriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 skattningarna//NN|UTR|PLU|DEF|NOM//conj//6 i//PP//case//16 kapitel//NN|NEU|SIN|IND|NOM//nmod//14 4//RG|NOM//nummod//16 så//AB//advmod//24 kan//VB|PRS|AKT//aux//24 inte//AB//advmod//24 den//DT|UTR|SIN|DEF//det//23 preventiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 effekten//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 negligeras//VB|PRS|SFO//ROOT//24 .//MAD//punct//24
7.4 Preventiv effekt;Som//KN//case//27 belägg//NN|NEU|SIN|IND|NOM//obl//34 för//PP//case//31 den//DT|UTR|SIN|DEF//det//31 preventiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 effekten//NN|UTR|SIN|DEF|NOM//nmod//27 av//PP//case//33 skadestånd//NN|NEU|SIN|IND|NOM//nmod//31 redovisas//VB|PRS|SFO//conj//24 en//DT|UTR|SIN|IND//det//36 serie//NN|UTR|SIN|IND|NOM//nsubj:pass//34 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 undersökningar//NN|UTR|PLU|IND|NOM//conj//36 .//MAD//punct//34
7.4 Preventiv effekt;Studierna//NN|UTR|PLU|DEF|NOM//nmod//41 sammantaget//AB//nsubj//42 visar//VB|PRS|AKT//parataxis//34 på//PP//case//46 ett//DT|NEU|SIN|IND//det//46 övertygande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 sätt//NN|NEU|SIN|IND|NOM//obl//42 att//SN//mark//50 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//49 ansvar//NN|NEU|SIN|IND|NOM//nsubj//50 minskar//VB|PRS|AKT//acl//46 olyckornas//NN|UTR|PLU|DEF|GEN//nmod:poss//52 antal//NN|NEU|SIN|IND|NOM//obj//50 .//MAD//punct//24
7.4 Preventiv effekt;När//HA//mark//2 preventionseffekten//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 diskuterats//VB|SUP|SFO//advcl//10 i//PP//case//5 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//5 skadeståndsdebatt//NN|UTR|SIN|IND|NOM//obl//2 har//VB|PRS|AKT//aux//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 framförallt//AB//advmod//10 varit//VB|SUP|AKT//cop//10 reaktioner//NN|UTR|PLU|IND|NOM//nsubj//25 på//PP//case//12 individnivå//NN|UTR|SIN|IND|NOM//nmod//10 i//PP//case//15 ögonblickliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 situationer//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj:pass//17 avsetts//VB|SUP|SFO//acl:relcl//15 .//MAD//punct//10
7.4 Preventiv effekt;Förespråkare//NN|UTR|PLU|IND|NOM//appos//10 för//PP//case//23 det//DT|NEU|SIN|DEF//det//23 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 ersättningssystemet//NN|NEU|SIN|DEF|NOM//nmod//19 har//VB|PRS|AKT//aux//25 påpekat//VB|SUP|AKT//ROOT//25 att//SN//mark//29 vi//PN|UTR|PLU|DEF|SUB//nsubj//29 inte//AB//advmod//29 vet//VB|PRS|AKT//ccomp//25 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//29 om//PL//mark//34 vad//HP|NEU|SIN|IND//dislocated//34 som//HP|-|-|-//nsubj//34 styr//VB|PRS|AKT//advcl//29 det//DT|NEU|SIN|DEF//det//37 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 beteendet//NN|NEU|SIN|DEF|NOM//obj//34 i//PP//case//39 risksituationer//NN|UTR|PLU|IND|NOM//obl//34 .//MAD//punct//25
7.4 Preventiv effekt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 är//VB|PRS|AKT//cop//43 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//25 ,//MID//punct//47 men//KN//cc//47 argumentet//NN|NEU|SIN|DEF|NOM//nsubj//47 förlorar//VB|PRS|AKT//conj//43 i//PP//case//49 tyngd//NN|UTR|SIN|IND|NOM//obl//47 med//PP//mark//58 tanke//NN|UTR|SIN|IND|NOM//fixed//50 på//PP//fixed//50 att//SN//mark//58 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//58 i//PP//case//57 stor//JJ|POS|UTR|SIN|IND|NOM//amod//57 utsträckning//NN|UTR|SIN|IND|NOM//nmod//54 överförts//VB|SUP|SFO//advcl//47 på//PP//case//60 försäkringsgivare//NN|UTR|PLU|IND|NOM//obl//58 .//MAD//punct//47
7.4 Preventiv effekt;Via//PP//case//63 försäkringen//NN|UTR|SIN|DEF|NOM//obl//64 påverkas//VB|PRS|SFO//parataxis//47 individen//NN|UTR|SIN|DEF|NOM//nsubj:pass//64 indirekt//AB|POS//advmod//64 och//KN//cc//68 systematiskt//AB|POS//conj//66 via//PP//case//70 premier//NN|UTR|PLU|IND|NOM//obl//64 ,//MID//punct//72 villkor//NN|NEU|PLU|IND|NOM//conj//70 och//KN//cc//74 skadereglering//NN|UTR|SIN|IND|NOM//conj//70 .//MAD//punct//43
