8 Premiepensionssystemets basalternativ ;I//PP//case//2 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 basalternativ//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//4 Premiesparfonden//NN|UTR|SIN|DEF|NOM//conj//2 ,//MID//punct//4 placeras//VB|PRS|SFO//ROOT//6 medel//NN|NEU|PLU|IND|NOM//nsubj:pass//6 för//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 pensionssparare//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//13 inte//AB//advmod//13 gör//VB|PRS|AKT//acl:relcl//10 ett//DT|NEU|SIN|IND//det//16 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//16 val//NN|NEU|SIN|IND|NOM//obj//13 av//PP//case//18 fondförvaltare//NN|UTR|PLU|IND|NOM//nmod//16 .//MAD//punct//6
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 egenskaper//NN|UTR|PLU|IND|NOM//ROOT//1
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Premiepensionssystemet//NN|NEU|SIN|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 ett//DT|NEU|SIN|IND//det//6 fonderat//PC|PRF|NEU|SIN|IND|NOM//amod//6 och//KN//cc//5 avgiftsbestämt//PC|PRF|NEU|SIN|IND|NOM//conj//3 system//NN|NEU|PLU|IND|NOM//ROOT//6 .//MAD//punct//6
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Den//DT|UTR|SIN|DEF//det//9 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//10 pensionspremier//NN|UTR|PLU|IND|NOM//nsubj:pass//11 placeras//VB|PRS|SFO//parataxis//6 i//PP//case//13 fonder//NN|UTR|PLU|IND|NOM//obl//11 och//KN//cc//17 pensionsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 värde//NN|NEU|SIN|IND|NOM//conj//13 blir//VB|PRS|AKT//conj//6 därefter//AB//advmod//18 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//18 av//PP//case//23 fondernas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 avkastning//NN|UTR|SIN|IND|NOM//obl//18 fram//AB//advmod//18 till//PP//case//27 dess//AB//nmod:poss//27 behållningen//NN|UTR|SIN|DEF|NOM//obl//24 på//PP//case//29 premiepensionskontot//NN|NEU|SIN|DEF|NOM//nmod//27 omvandlas//VB|PRS|SFO//xcomp//18 till//PP//case//32 livränta//NN|UTR|SIN|IND|NOM//obl//30 ,//MID//punct//32 alternativt//AB|POS//nsubj:pass//35 tas//VB|INF|SFO//acl:relcl//6 i//PP//case//37 anspråk//NN|NEU|SIN|IND|NOM//obl//35 för//PP//mark//40 att//IE//mark//40 finansiera//VB|INF|AKT//advcl//35 utbetalning//NN|UTR|SIN|IND|NOM//obj//40 av//PP//case//43 pension//NN|UTR|SIN|IND|NOM//nmod//41 .//MAD//punct//6
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//46 innebär//VB|PRS|AKT//parataxis//6 att//SN//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 är//VB|PRS|AKT//cop//52 den//DT|UTR|SIN|DEF//det//52 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//52 pensionsspararen//NN|UTR|SIN|DEF|NOM//ccomp//46 som//HP|-|-|-//nsubj//54 bär//VB|PRS|AKT//acl:cleft//52 risken//NN|UTR|SIN|DEF|NOM//obj//54 om//SN//case//57 utfallet//NN|NEU|SIN|DEF|NOM//nmod//55 blir//VB|PRS|AKT//conj//6 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//58 än//KN//mark//61 förväntat//PC|PRF|NEU|SIN|IND|NOM//advcl//58 .//MID//punct//6
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 är//VB|PRS|AKT//cop//66 också//AB//advmod//66 anledningen//NN|UTR|SIN|DEF|NOM//parataxis//6 till//PP//mark//69 att//SN//mark//69 besluten//NN|NEU|PLU|DEF|NOM//acl//66 om//PP//case//71 placering//NN|UTR|SIN|IND|NOM//nmod//69 av//PP//case//73 pensionsrätter//NN|UTR|PLU|IND|NOM//nmod//71 i//PP//case//76 avgiftsbestämda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 system//NN|NEU|PLU|IND|NOM//nmod//73 som//KN//nsubj//79 regel//NN|UTR|SIN|IND|NOM//fixed//77 hänskjuts//VB|PRS|SFO//acl:relcl//69 till//PP//case//82 den//DT|UTR|SIN|DEF//det//82 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//79 .//MAD//punct//66
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;De//DT|UTR/NEU|PLU|DEF//det//1 avgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//5 som//HP|-|-|-//nsubj//3 avser//VB|PRS|AKT//acl:relcl//1 premiepension//NN|UTR|SIN|IND|NOM//obj//3 förs//VB|PRS|SFO//ROOT//5 varje//DT|UTR/NEU|SIN|IND//det//7 månad//NN|UTR|SIN|IND|NOM//nsubj:pass//5 över//AB//case//10 av//PP//case//10 Riksförsäkringsverket//NN|NEU|SIN|DEF|NOM//obl//5 (//PAD//punct//12 RFV//PM|NOM//appos//10 )//PAD//punct//12 till//PP//case//15 Riksgäldskontoret//PM|NOM//obl//5 ,//MID//punct//19 där//HA//advmod//19 PPM//PM|NOM//nsubj//19 ansvarar//VB|PRS|AKT//acl:relcl//15 för//PP//case//23 den//DT|UTR|SIN|DEF//det//23 tillfälliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 förvaltningen//NN|UTR|SIN|DEF|NOM//obl//19 av//PP//case//26 preliminära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 avgiftsmedel//NN|NEU|PLU|IND|NOM//nmod//23 .//MAD//punct//15
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Pensionsrätterna//NN|UTR|PLU|DEF|NOM//appos//15 ,//MID//punct//32 inklusive//PP//case//32 upplupen//JJ|POS|UTR|SIN|IND|NOM//amod//32 avkastning//NN|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//28 placeras//VB|PRS|SFO//conj//5 årligen//AB//advmod//34 i//PP//case//37 fonder//NN|UTR|PLU|IND|NOM//obl//34 för//PP//case//40 pensionsspararnas//NN|UTR|PLU|DEF|GEN//nmod:poss//40 räkning//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//5
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Enligt//PP//case//1 riksdagsbeslutet//NN|NEU|SIN|DEF|NOM//nmod//2 1998//RG|NOM//obl//6 skall//VB|PRS|AKT//aux//6 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//nsubj//6 vara//VB|INF|AKT//cop//6 öppet//JJ|POS|NEU|SIN|IND|NOM//advmod//90 för//PP//case//11 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 och//KN//cc//10 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//8 fonder//NN|UTR|PLU|IND|NOM//obl//6 som//HP|-|-|-//nsubj:pass//13 förvaltas//VB|PRS|SFO//acl:relcl//11 av//PP//case//15 fondförvaltare//NN|UTR|PLU|IND|NOM//obl:agent//13 som//HP|-|-|-//nsubj//17 har//VB|PRS|AKT//acl:relcl//15 rätt//PL//obj//17 att//IE//mark//20 utöva//VB|INF|AKT//acl//18 fondverksamhet//NN|UTR|SIN|IND|NOM//obj//20 i//PP//case//23 Sverige//PM|NOM//obl//20 enligt//PP//case//25 lagen//NN|UTR|SIN|DEF|NOM//obl//20 (//PAD//punct//27 1990:1114//RG|NOM//appos//25 )//PAD//punct//27 om//PP//case//30 värdepappersfonder//NN|UTR|PLU|IND|NOM//obl//20 (//PAD//punct//33 numera//AB//advmod//33 ersatt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//30 av//PP//compound:prt//33 lagen//NN|UTR|SIN|DEF|NOM//nmod//37 [//PAD//nmod//37 2004:46//RG|NOM//obl//33 ]//PAD//punct//37 om//PP//case//40 investeringsfonder//NN|UTR|PLU|IND|NOM//nmod//37 )//PAD//punct//40 .//MAD//punct//6
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//44 fonder//NN|UTR|PLU|IND|NOM//nsubj//46 måste//VB|PRS|AKT//aux//46 uppfylla//VB|INF|AKT//parataxis//6 kraven//NN|NEU|PLU|DEF|NOM//obj//46 i//PP//case//51 det//DT|NEU|SIN|DEF//det//51 s.k.//AB|AN//amod//51 UCITS-direktivet//NN|NEU|SIN|DEF|NOM//nmod//47 (//PAD//punct//51 85/611//RG|NOM//appos//51 ///MID//cc//55 EEG//NN|AN//conj//53 )//PAD//punct//51 ,//MID//punct//59 eller//KN//cc//59 krav//NN|NEU|PLU|IND|NOM//conj//46 som//HP|-|-|-//nsubj//61 motsvarar//VB|PRS|AKT//acl:relcl//59 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//61 som//HP|-|-|-//nsubj:pass//64 ställs//VB|PRS|SFO//acl:relcl//62 i//PP//case//67 detta//DT|NEU|SIN|DEF//det//67 direktiv//NN|NEU|SIN|IND|NOM//obl//64 (//PAD//punct//59 prop//NN|UTR|SIN|IND|NOM//appos//59 .//MAD//punct//59
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;1997/98:151//RG|NOM//nummod//72 s.//NN|AN//nmod//73 409//RG|NOM//nmod//59 och//KN//cc//75 724//RG|NOM//conj//73 samt//KN//cc//77 prop//NN|UTR|SIN|IND|NOM//conj//73 .//MAD//punct//46
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;2002/03:150//RG|NOM//nummod//80 s.//NN|AN//nmod//81 270//RG|NOM//obl//46 )//PAD//punct//46 .//MAD//punct//6
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Som//KN//case//87 ett//DT|NEU|SIN|IND//det//87 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//87 krav//NN|NEU|SIN|IND|NOM//obl//90 för//PP//case//89 deltagande//NN|NEU|SIN|IND|NOM//nmod//87 gäller//VB|PRS|AKT//advcl//123 att//SN//mark//93 fondförvaltaren//NN|UTR|SIN|DEF|NOM//nsubj//93 ingått//VB|SUP|AKT//ccomp//90 avtal//NN|NEU|SIN|IND|NOM//obj//93 med//PP//case//96 PPM//PM|NOM//nmod//94 .//MID//punct//90
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Ett//DT|NEU|SIN|IND//det//100 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//100 avtal//NN|NEU|SIN|IND|NOM//nsubj//101 förutsätter//VB|PRS|AKT//parataxis//90 att//SN//mark//104 fondförvaltaren//NN|UTR|SIN|DEF|NOM//nsubj//104 uppfyller//VB|PRS|AKT//ccomp//101 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//107 villkor//NN|NEU|PLU|IND|NOM//obj//104 för//PP//case//109 informationsgivning//NN|UTR|SIN|IND|NOM//obl//104 och//KN//cc//111 kostnader//NN|UTR|PLU|IND|NOM//conj//109 ,//MID//punct//117 t.ex.//AB|AN//advmod//117 skall//VB|PRS|AKT//aux//117 fonderna//NN|UTR|PLU|DEF|NOM//nsubj//117 inte//AB//advmod//117 ha//VB|INF|AKT//conj//101 några//DT|UTR/NEU|PLU|IND//det//119 uttagsavgifter//NN|UTR|PLU|IND|NOM//obj//117 .//MAD//punct//117
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Utöver//PP//case//122 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//123 innehåller//VB|PRS|AKT//ROOT//123 lagen//NN|UTR|SIN|DEF|NOM//nsubj//123 inte//AB//advmod//127 några//DT|UTR/NEU|PLU|IND//det//127 begränsningar//NN|UTR|PLU|IND|NOM//obj//123 av//PP//case//132 vare//KN//cc//132 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//129 fondernas//NN|UTR|PLU|DEF|GEN//nmod:poss//132 egenskaper//NN|UTR|PLU|IND|NOM//nmod//127 eller//KN//cc//136 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//136 sammanlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//136 antal//NN|NEU|SIN|IND|NOM//conj//132 .//MAD//punct//123
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 ansågs//VB|PRT|SFO//ROOT//1 enligt//PP//case//3 förarbetena//NN|NEU|PLU|DEF|NOM//obl//1 inte//AB//advmod//5 motiverat//PC|PRF|NEU|SIN|IND|NOM//xcomp//1 att//IE//mark//7 ställa//VB|INF|AKT//advcl//1 upp//PL//compound:prt//7 strängare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 regler//NN|UTR|PLU|IND|NOM//obj//7 för//PP//case//12 premiepensionssparandet//NN|NEU|SIN|DEF|NOM//nmod//10 än//KN//mark//16 för//PP//case//16 annat//JJ|POS|NEU|SIN|IND|NOM//amod//16 fondsparande//NN|NEU|SIN|IND|NOM//acl//12 .//MAD//punct//1
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 värdepappersfonder//NN|UTR|PLU|IND|NOM//nsubj//23 skulle//VB|PRT|AKT//aux//23 alltså//AB//advmod//23 få//VB|INF|AKT//aux//23 ta//VB|INF|AKT//parataxis//1 emot//PL//compound:prt//23 medel//NN|NEU|PLU|IND|NOM//obj//23 för//PP//case//27 förvaltning//NN|UTR|SIN|IND|NOM//nmod//25 inom//PP//case//29 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//27 .//MAD//punct//1
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Förarbetena//NN|NEU|PLU|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 inga//DT|UTR/NEU|PLU|IND//det//3 uttalanden//NN|NEU|PLU|IND|NOM//obj//1 eller//KN//cc//5 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//3 om//PP//mark//11 att//SN//mark//11 antalet//NN|NEU|SIN|DEF|NOM//nsubj//11 fonder//NN|UTR|PLU|IND|NOM//nsubj//11 kan//VB|PRS|AKT//aux//11 bli//VB|INF|AKT//advcl//1 för//AB//advmod//13 stort//JJ|POS|NEU|SIN|IND|NOM//xcomp//11 .//MID//punct//1
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//16 uttalades//VB|PRT|SFO//parataxis//1 däremot//AB//advmod//16 att//SN//mark//24 utbudet//NN|NEU|SIN|DEF|NOM//nsubj//24 av//PP//case//21 fonder//NN|UTR|PLU|IND|NOM//nmod//19 skall//VB|PRS|AKT//aux//24 vara//VB|INF|AKT//cop//24 brett//JJ|POS|NEU|SIN|IND|NOM//ccomp//16 och//KN//cc//35 att//SN//mark//35 de//DT|UTR/NEU|PLU|DEF//det//29 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//amod//29 önskemål//NN|NEU|PLU|IND|NOM//nsubj:pass//35 om//PP//case//33 ett//DT|NEU|SIN|IND//det//33 brett//JJ|POS|NEU|SIN|IND|NOM//amod//33 fondutbud//NN|NEU|SIN|IND|NOM//nmod//29 måste//VB|PRS|AKT//aux//35 tillgodoses//VB|INF|SFO//conj//24 (//PAD//punct//35 prop//NN|UTR|SIN|IND|NOM//appos//35 .//MAD//punct//35
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;1997/98:151//RG|NOM//nummod//16 s.//NN|AN//nmod//41 409//RG|NOM//nummod//39 ,//MID//punct//43 414//RG|NOM//conj//39 och//KN//cc//45 415//RG|NOM//conj//39 )//PAD//punct//16 .//MAD//punct//1
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 innebär//VB|PRS|AKT//conj//1 sammantaget//PC|PRF|NEU|SIN|IND|NOM//obj//49 att//SN//mark//64 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//64 om//PP//case//55 fondernas//NN|UTR|PLU|DEF|GEN//nmod:poss//55 antal//NN|NEU|PLU|IND|NOM//nmod//52 och//KN//cc//60 om//PP//case//60 fondutbudets//NN|NEU|SIN|DEF|GEN//nmod:poss//60 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 sammansättning//NN|UTR|SIN|IND|NOM//conj//55 har//VB|PRS|AKT//aux//64 kommit//VB|SUP|AKT//aux//64 att//IE//mark//64 avgöras//VB|INF|SFO//ccomp//49 av//PP//case//67 deltagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 fondförvaltare//NN|UTR|PLU|IND|NOM//obl:agent//64 .//MAD//punct//49
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Som//KN//case//71 ett//DT|NEU|SIN|IND//det//71 resultat//NN|NEU|SIN|IND|NOM//obl//74 av//PP//case//73 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//71 omfattar//VB|PRS|AKT//parataxis//49 systemet//NN|NEU|SIN|DEF|NOM//obj//74 i//PP//advmod//78 dag//NN|UTR|SIN|IND|NOM//fixed//76 mer//AB|KOM//obl//74 än//KN//case//81 600//RG|NOM//nummod//81 fonder//NN|UTR|PLU|IND|NOM//nmod//78 .//MAD//punct//49
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Den//DT|UTR|SIN|DEF//det//1 systemlösning//NN|UTR|SIN|IND|NOM//nsubj//5 som//HP|-|-|-//obj//4 PPM//PM|NOM//nsubj//4 valt//VB|SUP|AKT//acl:relcl//1 medger//VB|PRS|AKT//ROOT//5 byte//NN|NEU|SIN|IND|NOM//iobj//5 av//PP//case//8 fond//NN|UTR|SIN|IND|NOM//nmod//6 på//PP//case//13 nära//AB|POS//amod//13 nog//AB//advmod//12 daglig//JJ|POS|UTR|SIN|IND|NOM//amod//13 basis//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//5
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Enligt//PP//case//16 förarbetena//NN|NEU|PLU|DEF|NOM//obl//23 skulle//VB|PRT|AKT//aux//23 en//DT|UTR|SIN|IND//det//19 begränsning//NN|UTR|SIN|IND|NOM//nsubj//23 av//PP//case//21 bytesrätten//NN|UTR|SIN|DEF|NOM//nmod//19 kunna//VB|INF|AKT//aux//23 få//VB|INF|AKT//parataxis//5 mycket//AB|POS//advmod//25 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 konsekvenser//NN|UTR|PLU|IND|NOM//obj//23 för//PP//case//29 den//DT|UTR|SIN|DEF//det//29 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//23 i//PP//case//33 ett//DT|NEU|SIN|IND//det//33 känsligt//JJ|POS|NEU|SIN|IND|NOM//amod//33 marknadsläge//NN|NEU|SIN|IND|NOM//nmod//29 .//MAD//punct//23
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Antalet//NN|NEU|SIN|DEF|NOM//nmod//36 fondbyten//NN|NEU|PLU|IND|NOM//nsubj:pass//39 kan//VB|PRS|AKT//aux//39 alternativt//AB|POS//advmod//39 begränsas//VB|INF|SFO//conj//23 på//PP//case//42 indirekt//JJ|POS|UTR|SIN|IND|NOM//amod//42 väg//NN|UTR|SIN|IND|NOM//obl//39 genom//PP//case//45 en//DT|UTR|SIN|IND//det//45 avgift//NN|UTR|SIN|IND|NOM//obl//39 (//PAD//punct//45 prop//NN|UTR|SIN|IND|NOM//appos//45 .//MAD//punct//45
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;1997/98:151//RG|NOM//obl//5 s.//NN|AN//nmod//51 419//RG|NOM//nmod//49 )//PAD//punct//49 .//MAD//punct//5
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Denna//DT|UTR|SIN|DEF//det//55 möjlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//59 har//VB|PRS|AKT//aux//59 hittills//AB//advmod//59 inte//AB//advmod//59 utnyttjats//VB|SUP|SFO//parataxis//5 .//MAD//punct//5
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Antalet//NN|NEU|SIN|DEF|NOM//nmod//1 fonder//NN|UTR|PLU|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 mycket//AB|POS//advmod//4 stort//JJ|POS|NEU|SIN|IND|NOM//ROOT//4 i//PP//case//8 ett//DT|NEU|SIN|IND//det//8 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//8 perspektiv//NN|NEU|SIN|IND|NOM//obl//4 .//MAD//punct//4
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Som//KN//case//12 en//DT|UTR|SIN|IND//det//12 jämförelse//NN|UTR|SIN|IND|NOM//obl//14 kan//VB|PRS|AKT//aux//14 nämnas//VB|INF|SFO//conj//4 att//SN//mark//28 det//DT|NEU|SIN|DEF//det//18 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 systemet//NN|NEU|SIN|DEF|NOM//nsubj//28 för//PP//case//21 offentliganställdas//NN|UTR|PLU|DEF|GEN//nmod:poss//21 tjänstepensioner//NN|UTR|PLU|IND|NOM//nmod//18 (//PAD//punct//21 Thrift//PM|NOM//appos//21 Savings//PM|GEN//flat//23 Plan//PM|NOM//flat//23 )//PAD//punct//23  //_SP////26 innehåller//VB|PRS|AKT//advcl//14 endast//AB//advmod//28 fem//RG|NOM//nummod//31 fonder//NN|UTR|PLU|IND|NOM//obj//28 ,//MID//punct//35 varav//HA//advmod//35 två//RG|NOM//nummod//35 obligationsfonder//NN|UTR|PLU|IND|NOM//appos//31 och//KN//cc//40 tre//RG|NOM//nummod//40 passivt//AB|POS//advmod//39 förvaltade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 aktiefonder//NN|UTR|PLU|IND|NOM//conj//35 ,//MID//punct//43 s.k.//AB|AN//amod//43 indexfonder//NN|UTR|PLU|IND|NOM//conj//35 (//PAD//punct//43 två//RG|NOM//nummod//46 fonder//NN|UTR|PLU|IND|NOM//appos//31 som//HP|-|-|-//nsubj//48 investerar//VB|PRS|AKT//acl:relcl//46 i//PP//case//54 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 respektive//AB//amod//54 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 amerikanska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 bolag//NN|NEU|PLU|IND|NOM//obl//48 och//KN//cc//57 en//DT|UTR|SIN|IND//det//57 fond//NN|UTR|SIN|IND|NOM//conj//54 som//HP|-|-|-//nsubj//59 investerar//VB|PRS|AKT//acl:relcl//57 i//PP//case//62 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 aktier//NN|UTR|PLU|IND|NOM//obl//59 )//PAD//punct//46 .//MAD//punct//28
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Genom//PP//case//68 en//DT|UTR|SIN|IND//det//68 stark//JJ|POS|UTR|SIN|IND|NOM//amod//68 begränsning//NN|UTR|SIN|IND|NOM//obl//81 av//PP//case//70 valfriheten//NN|UTR|SIN|DEF|NOM//nmod//68 ,//MID//punct//68 i//PP//case//73 kombination//NN|UTR|SIN|IND|NOM//nmod//68 med//PP//case//76 centraliserad//PC|PRF|UTR|SIN|IND|NOM//amod//76 upphandling//NN|UTR|SIN|IND|NOM//nmod//73 ,//MID//punct//81 har//VB|PRS|AKT//aux//81 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//81 varit//VB|SUP|AKT//cop//81 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//28 att//IE//mark//83 hålla//VB|INF|AKT//csubj//81 förvaltningsavgifterna//NN|UTR|PLU|DEF|NOM//obj//83 i//PP//case//88 det//DT|NEU|SIN|DEF//det//88 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 systemet//NN|NEU|SIN|DEF|NOM//obl//83 på//PP//case//93 en//DT|UTR|SIN|IND//det//93 mycket//AB|POS//advmod//92 låg//JJ|POS|UTR|SIN|IND|NOM//amod//93 nivå//NN|UTR|SIN|IND|NOM//obl//83 .//MAD//punct//4
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Under//PP//case//1 2003//RG|NOM//obl//9 var//VB|PRT|AKT//cop//9 förvaltningsavgiften//NN|UTR|SIN|DEF|NOM//nsubj//9 till//PP//case//5 fondförvaltarna//NN|UTR|PLU|DEF|NOM//nmod//3 inom//PP//case//7 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//5 0,43//RG|NOM//nummod//7 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//46 av//PP//case//12 förvaltat//PC|PRF|NEU|SIN|IND|NOM//amod//12 kapital//NN|NEU|SIN|IND|NOM//nmod//9 per//PP//case//14 år//NN|NEU|SIN|IND|NOM//nmod//12 efter//PP//case//16 rabatt//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//9
15 Författningskommentar / Diagram-, figur- och tabellförteckning Kommittédirektiv;Till//PP//case//19 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//20 kommer//VB|PRS|AKT//parataxis//9 avgiften//NN|UTR|SIN|DEF|NOM//nsubj//20 för//PP//mark//24 att//IE//mark//24 finansiera//VB|INF|AKT//advcl//20 PPM//PM|NOM//obj//24 ://MID//punct//25 s//NN|NEU|SIN|IND|GEN//nummod//28 verksamhet//NN|UTR|SIN|IND|NOM//obj//24 som//HP|-|-|-//nsubj//32 under//PP//case//31 2003//RG|NOM//obl//32 uppgick//VB|PRT|AKT//acl:relcl//28 till//PP//case//35 0,3//RG|NOM//nummod//35 procent//NN|UTR|PLU|IND|NOM//obl//32 per//PP//case//37 år//NN|NEU|SIN|IND|NOM//obl//32 .//MAD//punct//9
