6 Vinst i vården och vården som marknad? ;I//PP//case//1 målen//NN|NEU|PLU|DEF|NOM//obl//8 för//PP//case//3 hälso-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukvården//NN|UTR|SIN|DEF|NOM//conj//3 i//PP//case//7 Sverige//PM|NOM//nmod//5 anges//VB|PRS|SFO//ROOT//8 att//SN//mark//12 vården//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 ges//VB|INF|SFO//ccomp//8 efter//PP//case//14 behov//NN|NEU|SIN|IND|NOM//obl//12 –//PAD//punct//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 behoven//NN|NEU|PLU|DEF|NOM//nmod//16 skall//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//parataxis//8 vård//NN|UTR|SIN|IND|NOM//obj//22 först//AB//advmod//22 .//MAD//punct//22
6.1 Vård och marknad;Husläkarens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 roll//NN|UTR|SIN|IND|NOM//parataxis//3 som//KN//mark//42 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 ombudsman//NN|UTR|SIN|IND|NOM//nsubj//42 i//PP//case//39 vården//NN|UTR|SIN|DEF|NOM//nmod//37 är//VB|PRS|AKT//cop//42 en//DT|UTR|SIN|IND//det//42 modell//NN|UTR|SIN|IND|NOM//acl//34 som//HP|-|-|-//nsubj//46 delvis//AB//advmod//46 kan//VB|PRS|AKT//aux//46 lösa//VB|INF|AKT//acl:relcl//42 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 informationsproblem//NN|NEU|PLU|IND|NOM//obj//46 .//MAD//punct//3
6.1 Vård och marknad;Assymmetrisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 information//NN|UTR|SIN|IND|NOM//ROOT//1
6.1 Vård och marknad;Vad//HP|NEU|SIN|IND//dislocated//5 som//HP|-|-|-//nsubj//5 är//VB|PRS|AKT//cop//5 ett//DT|NEU|SIN|IND//det//5 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 problem//NN|NEU|SIN|IND|NOM//nsubj//12 än//KN//mark//7 brist//NN|UTR|SIN|IND|NOM//nmod//5 på//PP//case//9 information//NN|UTR|SIN|IND|NOM//nmod//7 är//VB|PRS|AKT//cop//12 asymmetrisk//JJ|POS|UTR|SIN|IND|NOM//amod//12 information//NN|UTR|SIN|IND|NOM//nsubj//21 ,//MID//punct//12 dvs.//AB|AN//advmod//16 att//SN//mark//16 vårdgivaren//NN|UTR|SIN|DEF|NOM//appos//12 ,//MID//punct//12 t.ex.//AB|AN//advmod//19 läkaren//NN|UTR|SIN|DEF|NOM//appos//12 ,//MID//punct//12 har//VB|PRS|AKT//ROOT//21 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 information//NN|UTR|SIN|IND|NOM//obj//21 än//KN//case//25 patienten//NN|UTR|SIN|DEF|NOM//nmod//23 och//KN//cc//29 därför//AB//advmod//29 kan//VB|PRS|AKT//aux//29 påverka//VB|INF|AKT//conj//21 den//DT|UTR|SIN|DEF//det//31 vård//NN|UTR|SIN|IND|NOM//obj//29 som//HP|-|-|-//nsubj:pass//33 ges//VB|PRS|SFO//acl:relcl//31 (//PAD//punct//31 ”//PAD//punct//37 supplier-induced//UO//amod//37 demand//UO//appos//31 ”//PAD//punct//21 )//PAD//punct//21 .//MAD//punct//21
6.1 Vård och marknad;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 är//VB|PRS|AKT//cop//44 knappast//AB|SUV//advmod//44 kontroversiellt//JJ|POS|NEU|SIN|IND|NOM//parataxis//21 att//IE//mark//46 hävda//VB|INF|AKT//csubj//44 att//SN//mark//53 denna//DT|UTR|SIN|DEF//det//49 typ//NN|UTR|SIN|IND|NOM//nsubj//53 av//PP//case//52 asymmetrisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 information//NN|UTR|SIN|IND|NOM//nmod//49 föreligger//VB|PRS|AKT//ccomp//46 ,//MID//punct//60 men//KN//cc//60 frågan//NN|UTR|SIN|DEF|NOM//nsubj//60 är//VB|PRS|AKT//cop//60 hur//HA//advmod//59 stor//JJ|POS|UTR|SIN|IND|NOM//amod//60 betydelse//NN|UTR|SIN|IND|NOM//conj//44 som//HP|-|-|-//obj//65 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//65 egentligen//AB//advmod//65 skall//VB|PRS|AKT//aux//65 tillmätas//VB|INF|SFO//acl:relcl//60 .//MAD//punct//44
6.1 Vård och marknad;Studier//NN|UTR|PLU|IND|NOM//appos//44 av//PP//case//70 t.ex.//AB|AN//advmod//70 tandvårdsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//67 ,//MID//punct//75 där//HA//advmod//75 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//75 är//VB|PRS|AKT//cop//75 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//70 att//IE//mark//77 studera//VB|INF|AKT//csubj//75 ,//MID//punct//79 ger//VB|PRS|AKT//conj//44 inget//DT|NEU|SIN|IND//det//82 otvetydigt//JJ|POS|NEU|SIN|IND|NOM//amod//82 svar//NN|NEU|SIN|IND|NOM//obj//79 på//PP//mark//93 hur//HA//advmod//85 stort//JJ|POS|NEU|SIN|IND|NOM//advcl//93 detta//DT|NEU|SIN|DEF//det//87 problem//NN|NEU|SIN|IND|NOM//nsubj//85 egentligen//AB//advmod//85 är//VB|PRS|AKT//cop//85 .//MAD//punct//85
6.1 Vård och marknad;Även//AB//advmod//92 här//AB//advmod//93 finns//VB|PRS|SFO//advcl//79 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//93 att//IE//mark//125 genom//PP//case//99 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 typer//NN|UTR|PLU|IND|NOM//obl//125 av//PP//case//101 ingrepp//NN|NEU|PLU|IND|NOM//nmod//99 i//PP//case//103 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//101 som//HP|-|-|-//nsubj:pass//105 kallas//VB|PRS|SFO//acl:relcl//103 en//DT|UTR|SIN|IND//det//107 marknad//NN|UTR|SIN|IND|NOM//obj//105 korrigera//VB|INF|AKT//xcomp//105 för//PP//case//111 denna//DT|UTR|SIN|DEF//det//111 typ//NN|UTR|SIN|IND|NOM//obl//108 av//PP//case//113 marknadsimperfektion//NN|UTR|SIN|IND|NOM//nmod//111 .//MAD//punct//99
6.1 Vård och marknad;Krav//NN|NEU|PLU|IND|NOM//appos//99 på//PP//case//117 auktorisation//NN|UTR|SIN|IND|NOM//nmod//115 ,//MID//punct//119 garantier//NN|UTR|PLU|IND|NOM//conj//117 och//KN//cc//122 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//122 redovisning//NN|UTR|SIN|IND|NOM//conj//117 är//VB|PRS|AKT//cop//125 vanligt//AB|POS//advmod//125 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//95 på//PP//case//128 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//128 marknader//NN|UTR|PLU|IND|NOM//obl//125 med//PP//case//131 asymmetrisk//JJ|POS|UTR|SIN|IND|NOM//amod//131 information//NN|UTR|SIN|IND|NOM//nmod//128 t.ex.//AB|AN//advmod//131 varumarknader//NN|UTR|PLU|IND|NOM//obl//125 och//KN//cc//136 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//136 marknader//NN|UTR|PLU|IND|NOM//conj//133 .//MAD//punct//44
6.1 Vård och marknad;Tredje//RO|NOM//amod//1 part//NN|UTR|SIN|IND|NOM//nsubj//2 betalar//VB|PRS|AKT//ROOT//2
6.1 Vård och marknad;Vore//VB|KON|PRT|AKT//cop//4 marknadsmisslyckandet//NN|NEU|SIN|DEF|NOM//nsubj//4 enbart//AB//advmod//4 en//DT|UTR|SIN|IND//det//4 fråga//NN|UTR|SIN|IND|NOM//dislocated//15 om//PP//case//9 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 eller//KN//cc//8 asymmetrisk//JJ|POS|UTR|SIN|IND|NOM//conj//6 information//NN|UTR|SIN|IND|NOM//nmod//4 så//KN//advmod//15 skulle//VB|PRT|AKT//aux//15 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 relativt//AB|POS//advmod//14 lätt//AB|POS//advmod//15 gå//VB|INF|AKT//ROOT//15 att//IE//mark//17 korrigera//VB|INF|AKT//xcomp//15 och//KN//cc//19 kompensera//VB|INF|AKT//conj//17 .//MAD//punct//15
6.1 Vård och marknad;Men//KN//cc//24 ett//DT|NEU|SIN|IND//det//23 huvudproblem//NN|NEU|SIN|IND|NOM//amod//24 återstår//VB|PRS|AKT//dep//15 ,//MID//punct//24 och//KN//cc//28 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 är//VB|PRS|AKT//conj//15 att//SN//mark//34 patienten//NN|UTR|SIN|DEF|NOM//nsubj//34 vid//PP//case//32 vårdtillfället//NN|NEU|SIN|DEF|NOM//nmod//30 inte//AB//advmod//34 betalar//VB|PRS|AKT//ccomp//28 för//PP//advmod//36 mer//AB|KOM//obl//34 än//KN//case//41 en//DT|UTR|SIN|IND//det//41 högst//AB|SUV//advmod//40 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//41 del//NN|UTR|SIN|IND|NOM//nmod//36 av//PP//case//43 vården//NN|UTR|SIN|DEF|NOM//nmod//41 .//MAD//punct//15
6.1 Vård och marknad;Därför//AB//advmod//48 måste//VB|PRS|AKT//aux//48 vårdgivaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 tillföras//VB|INF|SFO//conj//15 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//48 från//PP//case//53 en//DT|UTR|SIN|IND//det//53 tredje//RO|NOM//amod//53 part//NN|UTR|SIN|IND|NOM//obl//48 .//MAD//punct//48
6.1 Vård och marknad;Denna//DT|UTR|SIN|DEF//det//57 tredje//RO|NOM//amod//57 part//NN|UTR|SIN|IND|NOM//nsubj//63 är//VB|PRS|AKT//cop//63 till//PP//case//61 övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 del//NN|UTR|SIN|IND|NOM//obl//63 någon//DT|UTR|SIN|IND//det//63 form//NN|UTR|SIN|IND|NOM//parataxis//48 av//PP//case//66 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//66 finansiering//NN|UTR|SIN|IND|NOM//nmod//63 ,//MID//punct//69 via//PP//case//69 skatter//NN|UTR|PLU|IND|NOM//conj//66 eller//KN//cc//72 obligatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 socialförsäkringsavgifter//NN|UTR|PLU|IND|NOM//conj//69 .//MAD//punct//48
6.1 Vård och marknad;Vi//PN|UTR|PLU|DEF|SUB//nsubj//75 accepterar//VB|PRS|AKT//parataxis//48 här//AB//advmod//75 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//75 som//KN//case//80 ett//DT|NEU|SIN|IND//det//80 faktum//NN|NEU|SIN|IND|NOM//obl//75 och//KN//cc//82 diskuterar//VB|PRS|AKT//conj//75 ej//AB//advmod//82 närmare//AB|KOM//advmod//85 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//82 eller//KN//cc//87 problemen//NN|NEU|PLU|DEF|NOM//conj//85 med//PP//mark//90 att//IE//mark//90 ersätta//VB|INF|AKT//advcl//82 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//92 finansiering//NN|UTR|SIN|IND|NOM//obj//90 med//PP//case//95 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 försäkringsmarknader//NN|UTR|PLU|IND|NOM//obl//90 .//MAD//punct//75
6.1 Vård och marknad;I//PP//case//98 princip//NN|UTR|SIN|IND|NOM//obl//99 blir//VB|PRS|AKT//conj//75 problemen//NN|NEU|PLU|DEF|NOM//nsubj//99 med//PP//case//102 tredjeparts-finansiering//NN|UTR|SIN|IND|NOM//obl//99 desamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 ,//MID//punct//112 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//112 av//PP//fixed//105 om//PP//mark//112 den//DT|UTR|SIN|DEF//det//110 tredje//RO|NOM//amod//110 parten//NN|UTR|SIN|DEF|NOM//nsubj//112 är//VB|PRS|AKT//cop//112 privat-//NN|NEU|-|-|SMS//appos//102 eller//KN//cc//114 offentligrättslig//JJ|POS|UTR|SIN|IND|NOM//conj//112 .//MAD//punct//75
6.1 Vård och marknad;Tredjepartfinansiering//NN|UTR|SIN|IND|NOM//nsubj//1 förändrar//VB|PRS|AKT//ROOT//1 marknaden//NN|UTR|SIN|DEF|NOM//obj//1 i//PP//case//4 grunden//NN|UTR|SIN|DEF|NOM//obl//1 .//MAD//punct//1
6.1 Vård och marknad;I//PP//case//10 stället//NN|NEU|SIN|DEF|NOM//fixed//6 för//PP//fixed//6 två//RG|NOM//nummod//10 parter//NN|UTR|PLU|IND|NOM//dislocated//24 ,//MID//punct//12 konsumenter//NN|UTR|PLU|IND|NOM//conj//10 och//KN//cc//14 producenter//NN|UTR|PLU|IND|NOM//conj//10 ,//MID//punct//10 där//HA//advmod//18 producenterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//18 kompenseras//VB|PRS|SFO//acl:relcl//10 via//PP//case//21 konsumenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//21 betalningar//NN|UTR|PLU|IND|NOM//obl//18 ,//MID//punct//10 så//AB//advcl//24 ersättes//VB|PRS|SFO//parataxis//1 producenterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//24 av//PP//case//29 en//DT|UTR|SIN|IND//det//29 tredje//RO|NOM//amod//29 part//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//1
6.1 Vård och marknad;Denna//DT|UTR|SIN|DEF//det//33 tredje//RO|NOM//amod//33 part//NN|UTR|SIN|IND|NOM//nsubj//34 erhåller//VB|PRS|AKT//parataxis//1 de//DT|UTR/NEU|PLU|DEF//det//37 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 resurserna//NN|UTR|PLU|DEF|NOM//obj//34 för//PP//case//40 denna//DT|UTR|SIN|DEF//det//40 kompensation//NN|UTR|SIN|IND|NOM//obl//34 från//PP//case//42 gruppen//NN|UTR|SIN|DEF|NOM//nmod//40 av//PP//case//45 potentiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 patienter//NN|UTR|PLU|IND|NOM//nmod//42 ,//MID//punct//34 dvs.//AB|AN//advmod//51 i//PP//case//51 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 sjukvårdssystem//NN|NEU|PLU|IND|NOM//amod//51 befolkningen//NN|UTR|SIN|DEF|NOM//appos//34 som//KN//mark//53 helhet//NN|UTR|SIN|IND|NOM//amod//51 .//MAD//punct//34
6.1 Vård och marknad;Genom//PP//case//57 denna//DT|UTR|SIN|DEF//det//57 konstruktion//NN|UTR|SIN|IND|NOM//obl//60 är//VB|PRS|AKT//cop//60 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//34 att//IE//mark//62 göra//VB|INF|AKT//csubj//60 en//DT|UTR|SIN|IND//det//64 omfördelning//NN|UTR|SIN|IND|NOM//obj//62 av//PP//case//66 resurser//NN|UTR|PLU|IND|NOM//nmod//64 från//PP//case//68 personer//NN|UTR|PLU|IND|NOM//nmod//66 med//PP//case//71 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 risker//NN|UTR|PLU|IND|NOM//nmod//68 och//KN//cc//76 ///MID//amod//76 eller//KN//cc//75 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//73 inkomster//NN|UTR|PLU|IND|NOM//conj//71 till//PP//case//78 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//76 med//PP//case//81 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 risker//NN|UTR|PLU|IND|NOM//nmod//76 och//KN//cc//86 ///MID//amod//86 eller//KN//cc//85 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//83 inkomster//NN|UTR|PLU|IND|NOM//conj//81 .//MAD//punct//60
6.1 Vård och marknad;Avsteget//NN|NEU|SIN|DEF|NOM//nsubj//97 från//PP//case//92 den//DT|UTR|SIN|DEF//det//92 ideala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//92 marknaden//NN|UTR|SIN|DEF|NOM//nmod//88 är//VB|PRS|AKT//cop//97 således//AB//advmod//97 den//DT|UTR|SIN|DEF//det//97 nödvändiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//97 konsekvensen//NN|UTR|SIN|DEF|NOM//appos//60 av//PP//case//101 ett//DT|NEU|SIN|IND//det//101 solidariskt//JJ|POS|NEU|SIN|IND|NOM//amod//101 system//NN|NEU|SIN|IND|NOM//nmod//97 .//MAD//punct//1
6.1 Vård och marknad;Ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 relationer//NN|UTR|PLU|IND|NOM//ROOT//1 inom//PP//case//3 hälso-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukvården//NN|UTR|SIN|DEF|NOM//conj//3
6.1 Vård och marknad;Tredjepartsfinansiering//NN|UTR|SIN|IND|NOM//nsubj//1 leder//VB|PRS|AKT//ROOT//1 till//PP//case//3 problem//NN|NEU|PLU|IND|NOM//obl//1 med//PP//case//6 såväl//KN//amod//6 kostnadskontroll//NN|UTR|SIN|IND|NOM//obl//1 som//KN//mark//8 kostnadseffektivitet//NN|UTR|SIN|IND|NOM//appos//6 .//MAD//punct//1
6.1 Vård och marknad;När//HA//mark//12 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 befriats//VB|SUP|SFO//advcl//15 från//PP//case//14 betalningsansvaret//NN|NEU|SIN|DEF|NOM//obl//12 finns//VB|PRS|SFO//conj//1 ingen//DT|UTR|SIN|IND//det//17 anledning//NN|UTR|SIN|IND|NOM//nsubj//15 att//IE//mark//19 göra//VB|INF|AKT//acl//17 en//DT|UTR|SIN|IND//det//21 avvägning//NN|UTR|SIN|IND|NOM//obj//19 mellan//PP//case//23 pris//NN|NEU|SIN|IND|NOM//nmod//21 och//KN//cc//25 kvantitet//NN|UTR|SIN|IND|NOM//conj//23 ///MID//case//27 kvalitet//NN|UTR|SIN|IND|NOM//nmod//25 .//MID//punct//1
6.1 Vård och marknad;Detta//DT|NEU|SIN|DEF//det//30 problem//NN|NEU|SIN|IND|NOM//nsubj//31 brukar//VB|PRS|AKT//parataxis//1 i//PP//case//33 försäkringslitteraturen//NN|NEU|PLU|DEF|NOM//obl//31 benämnas//VB|PRS|SFO//conj//1 ”//UO//punct//37 moral//UO//nmod//37 hazard//UO//nsubj:pass//34 ”//PAD//punct//1 .//MID//punct//41
6.1 Vård och marknad;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 finns//VB|PRS|SFO//parataxis//1 ingen//DT|UTR|SIN|IND//det//43 anledning//NN|UTR|SIN|IND|NOM//nsubj//41 för//PP//case//45 producenten//NN|UTR|SIN|DEF|NOM//nmod//43 att//IE//mark//47 motsätta//VB|INF|AKT//acl//43 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//47 dyrbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 önskemål//NN|NEU|PLU|IND|NOM//obj//47 från//PP//case//52 patienten//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//41
6.1 Vård och marknad;Tvärtom//AB//advmod//55 ger//VB|PRS|AKT//parataxis//41 situationen//NN|UTR|SIN|DEF|NOM//iobj//55 incitament//NN|NEU|SIN|IND|NOM//obj//55 att//IE//mark//59 utveckla//VB|INF|AKT//acl//57 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 dyrbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 alternativ//NN|NEU|PLU|IND|NOM//obj//59 (//PAD//punct//55 ref.//NN|AN//nmod//65 Weisbrod//PM|NOM//appos//55 ,//MID//punct//67 Lave//PM|NOM//conj//65 and//PM|NOM//cc//69 Lave//PM|NOM//conj//65 )//PAD//punct//55 .//MAD//punct//1
6.1 Vård och marknad;Öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 försäkringssystem//NN|NEU|PLU|IND|NOM//nsubj//8 ,//MID//punct//4 utan//PP//case//4 restriktioner//NN|UTR|PLU|IND|NOM//conj//1 på//PP//case//6 patientvalet//NN|NEU|SIN|DEF|NOM//nmod//4 ,//MID//punct//1 har//VB|PRS|AKT//ROOT//8 därför//AB//advmod//8 en//DT|UTR|SIN|IND//det//11 tendens//NN|UTR|SIN|IND|NOM//obj//8 att//IE//mark//13 bli//VB|INF|AKT//acl//11 mycket//AB|POS//advmod//15 kostsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//13 .//MAD//punct//8
6.1 Vård och marknad;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//18 utgör//VB|PRS|AKT//parataxis//8 inte//AB//advmod//18 heller//AB//advmod//18 någon//DT|UTR|SIN|IND//det//22 garanti//NN|UTR|SIN|IND|NOM//obj//18 för//PP//mark//30 att//SN//fixed//23 de//DT|UTR/NEU|PLU|DEF//det//26 behandlingar//NN|UTR|PLU|IND|NOM//nsubj//30 som//HP|-|-|-//nsubj:pass//28 ges//VB|PRS|SFO//acl:relcl//26 är//VB|PRS|AKT//cop//30 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//22 ,//MID//punct//33 dvs.//AB|AN//advmod//33 har//VB|PRS|AKT//conj//30 effekt//NN|UTR|SIN|IND|NOM//obj//33 eller//KN//cc//36 ger//VB|PRS|AKT//conj//33 den//DT|UTR|SIN|DEF//det//39 avsedda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//39 effekten//NN|UTR|SIN|DEF|NOM//obj//36 till//PP//case//43 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//43 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 kostnad//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//18
6.1 Vård och marknad;Kostnadskontroll//NN|UTR|SIN|IND|NOM//ROOT//0
6.1 Vård och marknad;I//PP//case//1 system//NN|NEU|PLU|IND|NOM//obl//12 där//HA//advmod//5 någon//DT|UTR|SIN|IND//det//4 annan//JJ|POS|UTR|SIN|IND|NOM//nsubj//5 betalar//VB|PRS|AKT//acl:relcl//1 måste//VB|PRS|AKT//aux//12 efterfrågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 ändå//AB//advmod//12 på//PP//case//11 något//DT|NEU|SIN|IND//det//11 sätt//NN|NEU|SIN|IND|NOM//obl//12 begränsas//VB|INF|SFO//ROOT//12 .//MAD//punct//12
6.1 Vård och marknad;I//PP//case//16 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 försäkringar//NN|UTR|PLU|IND|NOM//obl//17 används//VB|PRS|SFO//parataxis//12 ofta//AB|POS//advmod//17 karensbelopp//NN|NEU|SIN|IND|NOM//obj//17 (//PAD//punct//17 ”//PAD//punct//22 deductables//UO//dep//37 ”//PAD//punct//22 )//PAD//punct//22 och//KN//cc//26 medförsäkring//NN|UTR|SIN|IND|NOM//conj//22 (//PAD//punct//26 ”//PAD//punct//29 co-insurance//NN|UTR|SIN|IND|NOM//appos//26 ”//PAD//punct//29 )//PAD//punct//26 ,//MID//punct//22 dvs.//AB|AN//advmod//35 den//DT|UTR|SIN|DEF//det//35 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//37 måste//VB|PRS|AKT//aux//37 betala//VB|INF|AKT//conj//12 en//DT|UTR|SIN|IND//det//39 självrisk//NN|UTR|SIN|IND|NOM//obj//37 och//KN//cc//44 ///MID//cc//40 eller//KN//cc//44 en//DT|UTR|SIN|IND//det//44 del//NN|UTR|SIN|IND|NOM//conj//39 av//PP//case//46 utgiften//NN|UTR|SIN|DEF|NOM//nmod//44 .//MAD//punct//12
6.1 Vård och marknad;Ju//KN//advmod//1 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//5 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//5 är//VB|PRS|AKT//cop//5 desto//AB//advmod//5 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//6 blir//VB|PRS|AKT//ROOT//6 premien//NN|UTR|SIN|DEF|NOM//nsubj//6 .//MAD//punct//6
6.1 Vård och marknad;"Ofta//AB|POS//advmod//10 finns//VB|PRS|SFO//parataxis//6 också//AB//advmod//10 begränsningar//NN|UTR|PLU|IND|NOM//nsubj//10 av//PP//case//15 utbetalt//PC|PRF|NEU|SIN|IND|NOM//amod//15 belopp//NN|NEU|SIN|IND|NOM//nmod//12 och//KN//cc//17 krav//NN|NEU|PLU|IND|NOM//conj//15 på//PP//case//20 speciellt//JJ|POS|NEU|SIN|IND|NOM//amod//20 skadereglering//NN|UTR|SIN|IND|NOM//nmod//17 ;//MID//punct//10"
6.1 Vård och marknad;t.ex.//AB|AN//advmod//24 i//PP//case//24 bilförsäkringen//NN|UTR|SIN|DEF|NOM//obl//10 att//SN//mark//28 skadan//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 skall//VB|PRS|AKT//aux//28 åtgärdas//VB|INF|SFO//ccomp//10 på//PP//case//32 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 verkstäder//NN|UTR|PLU|IND|NOM//obl//28 .//MAD//punct//10
6.1 Vård och marknad;Delbetalning//NN|UTR|SIN|IND|NOM//nsubj//37 från//PP//case//36 konsumenten//NN|UTR|SIN|DEF|NOM//nmod//34 förekommer//VB|PRS|AKT//parataxis//10 när//HA//case//41 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//38 gäller//VB|PRS|AKT//fixed//38 patientbesök//NN|NEU|PLU|IND|NOM//obl//37 och//KN//cc//43 receptförskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//41 läkemedel//NN|NEU|PLU|IND|NOM//obj//43 ,//MID//punct//37 men//KN//cc//48 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//48 svarar//VB|PRS|AKT//conj//37 inte//AB//advmod//48 för//PP//case//53 någon//DT|UTR|SIN|IND//det//53 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 del//NN|UTR|SIN|IND|NOM//obl//48 av//PP//case//55 finansieringen//NN|UTR|SIN|DEF|NOM//nmod//53 .//MAD//punct//10
