F-skatt åt flera ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
9 Konsekvensbedömningar;Om//SN//mark//71 ett//DT|NEU|SIN|IND//det//70 betänkande//NN|NEU|SIN|IND|NOM//nsubj//71 innehåller//VB|PRS|AKT//advcl//91 förslag//NN|NEU|PLU|IND|NOM//obj//71 till//PP//case//77 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 eller//KN//cc//76 ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//74 regler//NN|UTR|PLU|IND|NOM//nmod//72 ,//MID//punct//91 ska//VB|PRS|AKT//aux//91 enligt//PP//advmod//81 15//RG|NOM//nummod//85 a//NN|NEU|SIN|IND|NOM//case//83 §//NN|AN//nmod//85 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//85 förordning//NN|UTR|SIN|IND|NOM//obl//91 förslagens//NN|NEU|PLU|DEF|GEN//nmod:poss//90 kostnadsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 och//KN//cc//89 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//87 konsekvenser//NN|UTR|PLU|IND|NOM//nsubj:pass//91 anges//VB|PRS|SFO//parataxis//10 i//PP//case//93 betänkandet//NN|NEU|SIN|DEF|NOM//obl//91 .//MAD//punct//10
9 Konsekvensbedömningar;Konsekvenserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//97 ska//VB|PRS|AKT//aux//97 anges//VB|INF|SFO//parataxis//10 på//PP//case//100 ett//DT|NEU|SIN|IND//det//100 sätt//NN|NEU|SIN|IND|NOM//obl//97 som//HP|-|-|-//nsubj//102 motsvarar//VB|PRS|AKT//acl:relcl//100 de//DT|UTR/NEU|PLU|DEF//det//104 krav//NN|NEU|PLU|IND|NOM//obj//102 på//PP//case//106 innehållet//NN|NEU|SIN|DEF|NOM//nmod//104 i//PP//case//108 konsekvensutredningar//NN|UTR|PLU|IND|NOM//nmod//106 som//HP|-|-|-//nsubj//110 finns//VB|PRS|SFO//acl:relcl//108 i//PP//case//117 6//RG|NOM//nummod//115 och//KN//cc//112 7//RG|NOM//nummod//112 §//NN|AN//nmod//116 §//NN|AN//nmod//117 förordningen//NN|UTR|SIN|DEF|NOM//obl//110 (//PAD//punct//117 2007:1244//RG|NOM//appos//117 )//PAD//punct//117 om//PP//case//122 konsekvensutredning//NN|UTR|SIN|IND|NOM//nmod//117 vid//PP//case//124 regelgivning//NN|UTR|SIN|IND|NOM//nmod//122 .//MAD//punct//10
9 Konsekvensbedömningar;Av//PP//case//4 6//RG|NOM//nummod//2 §//NN|AN//nmod//4 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//4 förordning//NN|UTR|SIN|IND|NOM//obl//5 framgår//VB|PRS|AKT//ROOT//5 bl.a.//AB|AN//advmod//5 att//SN//mark//11 en//DT|UTR|SIN|IND//det//9 konsekvensutredning//NN|UTR|SIN|IND|NOM//nsubj//11 ska//VB|PRS|AKT//aux//11 innehålla//VB|INF|AKT//ccomp//5 en//DT|UTR|SIN|IND//det//13 bedömning//NN|UTR|SIN|IND|NOM//obj//11 av//PP//mark//19 om//SN//mark//19 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//17 hänsyn//NN|UTR|PLU|IND|NOM//nsubj:pass//19 behöver//VB|PRS|AKT//aux//19 tas//VB|INF|SFO//acl//13 när//HA//case//23 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//20 gäller//VB|PRS|AKT//fixed//20 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//19 för//PP//case//25 ikraftträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//23 och//KN//cc//29 om//SN//mark//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 finns//VB|PRS|SFO//conj//11 behov//NN|NEU|PLU|IND|NOM//nsubj//29 av//PP//case//33 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 informationsinsatser//NN|UTR|PLU|IND|NOM//nmod//30 (//PAD//punct//35 se//VB|IMP|AKT//parataxis//5 punkt//NN|UTR|SIN|IND|NOM//obj//35 6//RG|NOM//nummod//36 )//PAD//punct//35 .//MAD//punct//5
9 Konsekvensbedömningar;Vidare//AB|KOM//advmod//41 framgår//VB|PRS|AKT//parataxis//5 av//PP//case//44 7//RG|NOM//nummod//44 §//NN|AN//obl//41 samma//DT|UTR/NEU|SIN/PLU|IND//det//46 förordning//NN|UTR|SIN|IND|NOM//obj//41 att//SN//mark//51 om//SN//mark//51 regleringen//NN|UTR|SIN|DEF|NOM//nsubj//51 kan//VB|PRS|AKT//aux//51 få//VB|INF|AKT//acl//46 effekter//NN|UTR|PLU|IND|NOM//obj//51 av//PP//case//54 betydelse//NN|UTR|SIN|IND|NOM//nmod//52 för//PP//case//56 företags//NN|NEU|PLU|IND|GEN//case//57 arbetsförutsättningar//NN|UTR|PLU|IND|NOM//obl//51 ,//MID//punct//59 konkurrensförmåga//NN|UTR|SIN|IND|NOM//conj//57 eller//KN//cc//61 villkor//NN|NEU|PLU|IND|NOM//conj//57 i//PP//advmod//51 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//62 ska//VB|PRS|AKT//aux//74 konsekvensutredningen//NN|UTR|SIN|DEF|NOM//nsubj//74 utöver//PP//case//67 vad//HP|NEU|SIN|IND//dislocated//69 som//HP|-|-|-//nsubj//69 följer//VB|PRS|AKT//acl:relcl//65 av//PP//case//72 6//RG|NOM//nummod//72 §//NN|AN//obl//69 ,//MID//punct//74 innehålla//VB|INF|AKT//conj//51 beskrivningar//NN|UTR|PLU|IND|NOM//obj//74 av//PP//case//78 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//75 .//MAD//punct//5
9 Konsekvensbedömningar;Av//PP//case//2 16//RG|NOM//nummod//2 §//NN|AN//nmod//3 kommittéförordningen//NN|UTR|SIN|DEF|NOM//nsubj//4 framgår//VB|PRS|AKT//ROOT//4 att//SN//mark//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//7 anger//VB|PRS|AKT//ccomp//4 närmare//AB|KOM//advmod//7 i//PP//case//10 utredningsuppdraget//NN|NEU|SIN|DEF|NOM//obl//7 vilka//HD|UTR/NEU|PLU|IND//det//12 konsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//obj//7 som//HP|-|-|-//nsubj//15 ska//VB|PRS|AKT//aux//15 finnas//VB|INF|SFO//acl:relcl//12 i//PP//case//18 ett//DT|NEU|SIN|IND//det//18 betänkande//NN|NEU|SIN|IND|NOM//obl//15 .//MAD//punct//4
9 Konsekvensbedömningar;Av//PP//case//22 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 direktiv//NN|NEU|PLU|IND|NOM//obl//4 framgår//VB|PRS|AKT//conj//4 bl.a.//AB|AN//advmod//23 att//SN//mark//28 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//28 ska//VB|PRS|AKT//aux//28 analysera//VB|INF|AKT//ccomp//23 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//30 förslags//NN|NEU|PLU|IND|GEN//nmod:poss//31 påverkan//NN|UTR|SIN|IND|NOM//obj//28 på//PP//case//35 det//DT|NEU|SIN|DEF//det//35 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 arbetstagarbegreppet//NN|NEU|SIN|DEF|NOM//nmod//31 och//KN//cc//37 belysa//VB|INF|AKT//conj//28 förslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 konsekvenser//NN|UTR|PLU|IND|NOM//obj//37 för//PP//case//42 bedömningen//NN|UTR|SIN|DEF|NOM//obl//37 av//PP//mark//47 när//HA//mark//47 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj:pass//47 ska//VB|PRS|AKT//aux//47 anses//VB|INF|SFO//acl//42 bedriva//VB|INF|AKT//xcomp//47 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//48 i//PP//case//51 BfL//PM|NOM//obl//48 ://MID//punct//51
9 Konsekvensbedömningar;s//JJ|AN//nummod//54 mening//NN|UTR|SIN|IND|NOM//xcomp//47 samt//KN//cc//57 för//PP//case//57 bedömningen//NN|UTR|SIN|DEF|NOM//conj//54 av//PP//case//59 skattskyldighet//NN|UTR|SIN|IND|NOM//nmod//57 enligt//PP//case//61 ML//PM|NOM//nmod//59 .//MAD//punct//4
9 Konsekvensbedömningar;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//65 har//VB|PRS|AKT//aux//65 valt//VB|SUP|AKT//parataxis//4 att//IE//mark//70 i//PP//advmod//70 första//RO|NOM//fixed//67 hand//NN|UTR|SIN|IND|NOM//fixed//67 göra//VB|INF|AKT//advcl//65 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//72 konsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//obj//70 inom//PP//case//75 kapitel//NN|NEU|SIN|IND|NOM//nmod//75 6//RG|NOM//obl//70 som//HP|-|-|-//nsubj//77 innehåller//VB|PRS|AKT//acl:relcl//75 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 alternativ//NN|NEU|PLU|IND|NOM//obj//77 till//PP//case//81 lösning//NN|UTR|SIN|IND|NOM//obl//77 men//KN//cc//85 också//AB//advmod//85 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//85 lagförslag//NN|NEU|SIN|IND|NOM//conj//81 .//MAD//punct//65
9 Konsekvensbedömningar;I//PP//case//88 direktiven//NN|NEU|PLU|DEF|NOM//obl//89 anges//VB|PRS|SFO//advcl//4 att//SN//mark//94 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//94 ska//VB|PRS|AKT//aux//94 också//AB//advmod//94 beakta//VB|INF|AKT//ccomp//89 önskemålen//NN|NEU|PLU|DEF|NOM//obj//94 att//IE//mark//97 förebygga//VB|INF|AKT//advcl//94 oönskad//JJ|POS|UTR|SIN|IND|NOM//amod//99 skatteplanering//NN|UTR|SIN|IND|NOM//obj//97 ,//MID//punct//101 svartarbete//NN|NEU|SIN|IND|NOM//conj//99 och//KN//cc//103 annat//JJ|POS|NEU|SIN|IND|NOM//conj//99 skatteundandragande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//97 samt//KN//cc//110 att//SN//mark//110 uppbördseffektiviteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//110 inte//AB//advmod//110 bör//VB|PRS|AKT//aux//110 äventyras//VB|INF|SFO//conj//97 .//MAD//punct//4
9 Konsekvensbedömningar;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//113 har//VB|PRS|AKT//parataxis//4 i//PP//case//116 avsnitt//NN|NEU|SIN|IND|NOM//nmod//116 6.6.1//RG|NOM//obl//113 och//KN//cc//118 6.6.2//RG|NOM//conj//116 behandlat//VB|SUP|AKT//conj//113 förslagets//NN|NEU|SIN|DEF|GEN//nmod:poss//121 konsekvenser//NN|UTR|PLU|IND|NOM//obj//119 i//PP//case//124 dessa//DT|UTR/NEU|PLU|DEF//det//124 hänseenden//NN|NEU|PLU|IND|NOM//obl//119 .//MAD//punct//4
9 Konsekvensbedömningar;Vidare//AB|KOM//advmod//1 framgår//VB|PRS|AKT//ROOT//1 av//PP//case//6 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 direktiv//NN|NEU|PLU|IND|NOM//nmod:poss//6 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 konsekvenser//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//10 särskilt//AB//advmod//10 ska//VB|PRS|AKT//aux//10 belysas//VB|INF|SFO//acl:relcl//6 .//MAD//punct//1
9 Konsekvensbedömningar;I//PP//case//14 den//DT|UTR|SIN|DEF//det//14 mån//NN|UTR|SIN|IND|NOM//obl//16 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//16 innebär//VB|PRS|AKT//parataxis//1 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 kostnader//NN|UTR|PLU|IND|NOM//obj//16 eller//KN//cc//21 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 intäkter//NN|UTR|PLU|IND|NOM//conj//18 för//PP//case//24 det//DT|NEU|SIN|DEF//det//24 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//21 ska//VB|PRS|AKT//aux//27 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//27 föreslå//VB|INF|AKT//conj//1 finansiering//NN|UTR|SIN|IND|NOM//obj//27 av//PP//case//30 förslagen//NN|NEU|PLU|DEF|NOM//nmod//28 .//MAD//punct//1
9 Konsekvensbedömningar;Förslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 påverkan//NN|UTR|SIN|IND|NOM//nsubj//49 på//PP//case//37 den//DT|UTR|SIN|DEF//det//37 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 bördan//NN|UTR|SIN|DEF|NOM//nmod//33 för//PP//case//40 såväl//KN//advmod//40 företagen//NN|NEU|PLU|DEF|NOM//nmod//33 som//HA//obl//44 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//44 ska//VB|PRS|AKT//aux//44 redovisas//VB|INF|SFO//acl:relcl//40 .//MAD//punct//33
9 Konsekvensbedömningar;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//49 ska//VB|PRS|AKT//aux//49 särskilt//AB//advmod//49 redovisa//VB|INF|AKT//parataxis//1 hur//HA//advmod//52 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//52 påverkar//VB|PRS|AKT//ccomp//49 jämställdheten//NN|UTR|SIN|DEF|NOM//obj//52 mellan//PP//case//55 kvinnor//NN|UTR|PLU|IND|NOM//nmod//53 och//KN//cc//57 män//NN|UTR|PLU|IND|NOM//conj//55 i//PP//case//59 företagandet//NN|NEU|SIN|DEF|NOM//nmod//57 och//KN//cc//61 arbetslivet//NN|NEU|SIN|DEF|NOM//conj//59 .//MAD//punct//1
9 Konsekvensbedömningar;9.1//RG|NOM//nummod//65 Ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 konsekvenser//NN|UTR|PLU|IND|NOM//parataxis//1
9 Konsekvensbedömningar;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 syftar//VB|PRS|AKT//ROOT//2 till//PP//mark//7 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 ska//VB|PRS|AKT//aux//7 bli//VB|INF|AKT//advcl//2 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//7 att//IE//mark//10 starta//VB|INF|AKT//acl//8 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//10 ,//MID//punct//7 bl.a.//AB|AN//advmod//15 för//PP//case//15 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//7 som//HP|-|-|-//nsubj//17 har//VB|PRS|AKT//acl:relcl//15 en//RG|UTR|SIN|IND|NOM//det//21 eller//KN//fixed//18 ett//DT|NEU|SIN|IND//det//21 fåtal//NN|NEU|SIN|IND|NOM//nmod//22 uppdragsgivare//NN|UTR|PLU|IND|NOM//obj//17 .//MAD//punct//2
9 Konsekvensbedömningar;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 att//SN//mark//5 näringsverksamhetsbegreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//5 utvidgas//VB|INF|SFO//ccomp//2 vilket//HP|NEU|SIN|IND//nsubj//7 betyder//VB|PRS|AKT//acl:relcl//5 att//SN//mark//15 framför//PP//case//13 allt//AB//advmod//11 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 personer//NN|UTR|PLU|IND|NOM//obl//15 kan//VB|PRS|AKT//aux//15 bedriva//VB|INF|AKT//ccomp//7 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//2
9 Konsekvensbedömningar;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 bör//VB|PRS|AKT//aux//20 leda//VB|INF|AKT//parataxis//2 till//PP//case//24 ett//DT|NEU|SIN|IND//det//24 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//24 nyföretagande//NN|NEU|SIN|IND|NOM//obl//20 men//KN//cc//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 inte//AB//advmod//29 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//20 att//IE//mark//32 storleksmässigt//AB|POS//advmod//32 uppskatta//VB|INF|AKT//csubj//29 denna//DT|UTR|SIN|DEF//det//34 ökning//NN|UTR|SIN|IND|NOM//obj//32 .//MAD//punct//20
9 Konsekvensbedömningar;Vid//PP//case//37 jämförelse//NN|UTR|SIN|IND|NOM//obl//50 med//PP//case//40 den//DT|UTR|SIN|DEF//det//40 granskning//NN|UTR|SIN|IND|NOM//nmod//37 som//HP|-|-|-//obj//43 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//43 gjort//VB|SUP|AKT//acl:relcl//40 av//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 beslut//NN|NEU|PLU|IND|NOM//obl//43 i//PP//case//48 kategorin//NN|UTR|SIN|DEF|NOM//nmod//49 näringsverksamhet//NN|UTR|SIN|IND|NOM//nmod//46 bedrivs//VB|PRS|SFO//conj//20 ej//AB//advmod//50 som//KN//case//55 under//PP//case//55 år//NN|NEU|SIN|IND|NOM//nmod//55 2006//RG|NOM//obl//50 avslogs//VB|PRT|SFO//conj//20 i//PP//advmod//56 sak//NN|UTR|SIN|IND|NOM//fixed//57 var//VB|PRT|AKT//cop//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 relativt//AB|POS//advmod//62 få//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//63 ansökningar//NN|UTR|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj:pass//65 avslogs//VB|PRT|SFO//acl:relcl//63 enbart//AB//advmod//65 pga//AB|AN//advmod//65 .//MAD//punct//20
9 Konsekvensbedömningar;att//SN//mark//74 antalet//NN|NEU|SIN|DEF|NOM//nsubj//74 uppdragsgivare//NN|UTR|PLU|IND|NOM//nsubj//74 var//VB|PRT|AKT//cop//74 för//AB//advmod//74 få//JJ|POS|UTR/NEU|PLU|IND|NOM//advcl//20 .//MAD//punct//20
9 Konsekvensbedömningar;Flertalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//77 avslogs//VB|PRT|SFO//parataxis//20 för//PP//mark//82 att//SN//fixed//78 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//82 skulle//VB|PRT|AKT//aux//82 bedrivas//VB|INF|SFO//advcl//77 under//PP//case//86 alltför//AB//advmod//85 anställningsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 förhållanden//NN|NEU|PLU|IND|NOM//obl//82 och//KN//cc//91 i//PP//case//90 dessa//DT|UTR/NEU|PLU|DEF//det//90 fall//NN|NEU|PLU|IND|NOM//obl//91 saknade//VB|PRT|AKT//conj//82 antalet//NN|NEU|SIN|DEF|NOM//nsubj//91 uppdragsgivare//NN|UTR|PLU|IND|NOM//nmod//94 betydelse//NN|UTR|SIN|IND|NOM//nmod//92 .//MAD//punct//20
9 Konsekvensbedömningar;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//97 förslag//NN|NEU|SIN|IND|NOM//nsubj//98 medför//VB|PRS|AKT//parataxis//20 dock//AB//advmod//98 att//SN//mark//107 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//107 även//AB//advmod//107 i//PP//case//105 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//105 fall//NN|NEU|PLU|IND|NOM//obl//107 kan//VB|PRS|AKT//aux//107 finnas//VB|INF|SFO//ccomp//98 personer//NN|UTR|PLU|IND|NOM//obj//107 som//HP|-|-|-//nsubj//113 kommer//VB|PRS|AKT//aux//113 att//IE//mark//113 kunna//VB|INF|AKT//aux//113 tilldelas//VB|INF|SFO//acl:relcl//108 en//DT|UTR|SIN|IND//det//115 F-skattsedel//NN|UTR|SIN|IND|NOM//obj//113 eftersom//SN//mark//120 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//120 kan//VB|PRS|AKT//aux//120 vara//VB|INF|AKT//cop//120 fråga//NN|UTR|SIN|IND|NOM//advcl//113 om//PP//case//124 tillräckligt//AB|POS//advmod//123 självständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 uppdrag//NN|NEU|PLU|IND|NOM//obl//120 .//MAD//punct//20
9 Konsekvensbedömningar;Vidare//AB|KOM//advmod//127 finns//VB|PRS|SFO//conj//20 skäl//NN|NEU|PLU|IND|NOM//nsubj//127 att//IE//mark//130 anta//VB|INF|AKT//acl//128 att//SN//mark//134 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//134 kan//VB|PRS|AKT//aux//134 finnas//VB|INF|SFO//ccomp//130 personer//NN|UTR|PLU|IND|NOM//obj//134 som//HP|-|-|-//nsubj//138 tidigare//AB|KOM//advmod//138 avhållit//VB|SUP|AKT//acl:relcl//135 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//138 från//PP//mark//142 att//IE//mark//142 ansöka//VB|INF|AKT//advcl//138 om//PP//case//144 F-skattsedel//NN|UTR|SIN|IND|NOM//obl//142 eftersom//SN//mark//148 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//148 bara//AB//advmod//148 haft//VB|SUP|AKT//advcl//142 någon//DT|UTR|SIN|IND//det//151 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//151 uppdragsgivare//NN|UTR|SIN|IND|NOM//obj//148 .//MAD//punct//127
9 Konsekvensbedömningar;Inställningen//NN|UTR|SIN|DEF|NOM//nsubj//157 till//PP//case//155 företagande//NN|NEU|SIN|IND|NOM//nmod//153 är//VB|PRS|AKT//cop//157 positivt//JJ|POS|NEU|SIN|IND|NOM//parataxis//127 i//PP//case//159 Sverige//PM|NOM//obl//157 och//KN//cc//162 framför//PP//case//162 allt//PN|NEU|SIN|IND|SUB/OBJ//conj//157 bland//PP//case//164 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//162 ,//MID//punct//168 vilket//HP|NEU|SIN|IND//nsubj//168 också//AB//advmod//168 tyder//VB|PRS|AKT//acl:relcl//162 på//PP//mark//172 att//SN//mark//172 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//172 finns//VB|PRS|SFO//advcl//168 en//DT|UTR|SIN|IND//det//174 potential//NN|UTR|SIN|IND|NOM//nsubj//172 för//PP//case//176 nyföretagande//NN|NEU|SIN|IND|NOM//nmod//174 .//MAD//punct//20
9 Konsekvensbedömningar;Som//KN//mark//1 framgått//VB|SUP|AKT//advcl//7 av//PP//case//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//4 6.6.1//RG|NOM//obl//1 och//KN//cc//6 6.6.2//RG|NOM//conj//4 finns//VB|PRS|SFO//ROOT//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 enligt//PP//case//12 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 uppfattning//NN|UTR|SIN|IND|NOM//nmod//12 anledning//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//14 anta//VB|INF|AKT//advcl//7 att//SN//mark//18 om//SN//mark//18 fler//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//18 får//VB|PRS|AKT//ccomp//14 möjlighet//NN|UTR|SIN|IND|NOM//obj//18 att//IE//mark//22 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//22 betala//VB|INF|AKT//acl//19 in//PL//compound:prt//22 skatter//NN|UTR|PLU|IND|NOM//obj//22 och//KN//cc//26 avgifter//NN|UTR|PLU|IND|NOM//conj//24 kommer//VB|PRS|AKT//aux//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 att//IE//mark//30 medföra//VB|INF|AKT//conj//7 ett//DT|NEU|SIN|IND//det//33 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//33 skatteundandragande//NN|NEU|SIN|IND|NOM//obj//30 .//MAD//punct//7
9 Konsekvensbedömningar;Uppbördsförlusterna//NN|UTR|PLU|DEF|NOM//nsubj//36 kommer//VB|PRS|AKT//parataxis//7 troligen//AB//advmod//36 också//AB//advmod//40 att//IE//mark//40 öka//VB|INF|AKT//advcl//36 men//KN//cc//48 enligt//PP//case//44 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 mening//NN|UTR|SIN|IND|NOM//obl//48 är//VB|PRS|AKT//cop//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 dock//AB//advmod//48 fråga//NN|UTR|SIN|IND|NOM//conj//40 om//PP//case//52 en//DT|UTR|SIN|IND//det//52 marginell//JJ|POS|UTR|SIN|IND|NOM//amod//52 ökning//NN|UTR|SIN|IND|NOM//obl//48 .//MAD//punct//7
9 Konsekvensbedömningar;I//PP//case//3 ett//DT|NEU|SIN|IND//det//3 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 perspektiv//NN|NEU|SIN|IND|NOM//obl//7 torde//VB|PRT|AKT//aux//7 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//7 kunna//VB|INF|AKT//aux//7 medföra//VB|INF|AKT//ROOT//7 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 konsekvenser//NN|UTR|PLU|IND|NOM//obj//7 .//MAD//punct//7
9 Konsekvensbedömningar;Främjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//20 av//PP//case//14 entreprenörskap//NN|NEU|SIN|IND|NOM//nmod//12 och//KN//cc//17 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//17 nyföretagande//NN|NEU|SIN|IND|NOM//conj//12 är//VB|PRS|AKT//cop//20 ett//DT|NEU|SIN|IND//det//20 sätt//NN|NEU|SIN|IND|NOM//parataxis//7 att//IE//mark//22 höja//VB|INF|AKT//acl//20 potentialen//NN|UTR|SIN|DEF|NOM//obj//22 för//PP//mark//26 att//IE//mark//26 skapa//VB|INF|AKT//advcl//22 tillväxt//NN|UTR|SIN|IND|NOM//obj//26 .//MAD//punct//20
9 Konsekvensbedömningar;9.2//RG|NOM//nummod//30 Konsekvenser//NN|UTR|PLU|IND|NOM//appos//20 för//PP//case//33 det//DT|NEU|SIN|DEF//det//33 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//30
