5 Förslagets konsekvenser ;Vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//15 som//HP|-|-|-//nsubj//5 kan//VB|PRS|AKT//aux//5 komma//VB|INF|AKT//aux//5 att//IE//mark//5 träffas//VB|INF|SFO//acl:relcl//0 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//obl//5 i//PP//case//11 enlighet//NN|UTR|SIN|IND|NOM//fixed//8 med//PP//fixed//8 direktivet//NN|NEU|SIN|DEF|NOM//obl//12 införda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//15 har//VB|PRS|AKT//aux//15 behandlats//VB|SUP|SFO//advcl//34 i//PP//case//18 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 3//RG|NOM//obl//15 med//PP//case//20 utgångspunkt//NN|UTR|SIN|IND|NOM//obl//15 i//PP//case//24 den//DT|UTR|SIN|DEF//det//24 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 kartläggningen//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//nsubj//26 finns//VB|PRS|SFO//acl:relcl//24 i//PP//case//29 bilaga//NN|UTR|SIN|IND|NOM//nmod//29 4//RG|NOM//obl//26 .//MAD//punct//15
6.1 Förslaget till transparenslag;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 att//SN//mark//9 kravet//NN|NEU|SIN|DEF|NOM//nsubj//9 på//PP//case//5 öppenhet//NN|UTR|SIN|IND|NOM//nmod//3 i//PP//case//8 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 mening//NN|UTR|SIN|IND|NOM//nmod//5 gäller//VB|PRS|AKT//ccomp//1 såväl//KN//advmod//11 direkt//AB|POS//advmod//12 tillförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 medel//NN|NEU|PLU|IND|NOM//obj//9 som//KN//mark//16 medel//NN|NEU|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//18 tillförts//VB|SUP|SFO//acl:relcl//16 genom//PP//case//20 förmedling//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//25 ett//DT|NEU|SIN|IND//det//25 annat//JJ|POS|NEU|SIN|IND|NOM//amod//25 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//25 företag//NN|NEU|SIN|IND|NOM//nmod//20 eller//KN//cc//28 en//DT|UTR|SIN|IND//det//28 bank//NN|UTR|SIN|IND|NOM//conj//25 eller//KN//cc//32 annat//JJ|POS|NEU|SIN|IND|NOM//amod//32 finansiellt//JJ|POS|NEU|SIN|IND|NOM//amod//32 institut//NN|NEU|SIN|IND|NOM//conj//25 .//MAD//punct//1
6.1 Förslaget till transparenslag;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//36 finansiellt//JJ|POS|NEU|SIN|IND|NOM//amod//36 institut//NN|NEU|SIN|IND|NOM//nsubj:pass//38 bör//VB|PRS|AKT//aux//38 tolkas//VB|INF|SFO//parataxis//1 vitt//AB|POS//advmod//38 och//KN//cc//43 i//PP//case//42 princip//NN|UTR|SIN|IND|NOM//obl//43 avse//VB|INF|AKT//conj//38 alla//DT|UTR/NEU|PLU|IND/DEF//det//45 slag//NN|NEU|PLU|IND|NOM//obj//43 av//PP//case//47 institut//NN|NEU|PLU|IND|NOM//nmod//45 som//HP|-|-|-//nsubj//49 sysslar//VB|PRS|AKT//acl:relcl//47 med//PP//case//51 kapitalförmedling//NN|UTR|SIN|IND|NOM//obl//49 .//MAD//punct//1
6.1 Förslaget till transparenslag;Enligt//PP//case//2 första//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//nmod//4 andra//RO|NOM//amod//4 meningen//NN|UTR|SIN|DEF|NOM//obl//12  //_SP////4 skall//VB|PRS|AKT//aux//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 för//PP//case//11 den//DT|UTR|SIN|DEF//det//11 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 myndigheten//NN|UTR|SIN|DEF|NOM//obl//12 framgå//VB|INF|AKT//ROOT//12 vilka//HD|UTR/NEU|PLU|IND//det//15 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 medel//NN|NEU|PLU|IND|NOM//obj//12 som//HP|-|-|-//nsubj:pass//17 getts//VB|SUP|SFO//acl:relcl//15 till//PP//case//20 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 företag//NN|NEU|PLU|IND|NOM//obl//17 samt//KN//cc//25 hur//HA//advmod//25 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//25 skall//VB|PRS|AKT//aux//25 användas//VB|INF|SFO//conj//12 .//MAD//punct//27
6.1 Förslaget till transparenslag;Motivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//32 för//PP//case//30 bestämmelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//30 utformning//NN|UTR|SIN|IND|NOM//nmod//27 har//VB|PRS|AKT//aux//32 behandlats//VB|SUP|SFO//parataxis//12 närmare//AB|KOM//advmod//32 i//PP//case//37 den//DT|UTR|SIN|DEF//det//37 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 motiveringen//NN|UTR|SIN|DEF|NOM//obl//32 (//PAD//punct//37 avsnitt//NN|NEU|SIN|IND|NOM//nmod//40 4.3.1//RG|NOM//appos//37 )//PAD//punct//32 .//MAD//punct//12
6.1 Förslaget till transparenslag;De//DT|UTR/NEU|PLU|DEF//det//2 föreslagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//3 gäller//VB|PRS|AKT//ROOT//3 bara//AB//advmod//3 de//DT|UTR/NEU|PLU|DEF//det//7 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 flödena//NN|NEU|PLU|DEF|NOM//obj//3 i//PP//case//9 gränssnittet//NN|NEU|SIN|DEF|NOM//obl//3 mellan//PP//case//11 myndighet//NN|UTR|SIN|IND|NOM//nmod//9 och//KN//cc//13 företag//NN|NEU|SIN|IND|NOM//conj//11 .//MAD//punct//3
6.1 Förslaget till transparenslag;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//16 omfattar//VB|PRS|AKT//parataxis//3 alltså//AB//advmod//16 inte//AB//advmod//16 de//DT|UTR/NEU|PLU|DEF//det//21 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 förbindelserna//NN|UTR|PLU|DEF|NOM//obj//16 mellan//PP//case//25 en//DT|UTR|SIN|IND//det//25 central//JJ|POS|UTR|SIN|IND|NOM//amod//25 myndighet//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//29 en//DT|UTR|SIN|IND//det//28 lokal//JJ|POS|UTR|SIN|IND|NOM//nmod//29 myndighet//NN|UTR|SIN|IND|NOM//conj//25 (//PAD//punct//16 se//VB|IMP|AKT//parataxis//16 förslaget//NN|NEU|SIN|DEF|NOM//obj//31 till//PP//case//35 första//RO|NOM//amod//35 stycket//NN|NEU|SIN|DEF|NOM//nmod//37 andra//RO|NOM//amod//37 meningen//NN|UTR|SIN|DEF|NOM//obj//31 som//HP|-|-|-//nsubj//39 talar//VB|PRS|AKT//acl:relcl//37 om//PP//case//41 medel//NN|NEU|PLU|IND|NOM//obl//39 som//HP|-|-|-//mark//45 direkt//AB|POS//advmod//45  //_SP////43 tillförts//VB|SUP|SFO//acl:relcl//41 ett//DT|NEU|SIN|IND//det//48 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//48 företag//NN|NEU|SIN|IND|NOM//obj//45 )//PAD//punct//16 .//MAD//punct//16
6.1 Förslaget till transparenslag;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 anger//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 i//PP//case//4 detalj//NN|UTR|SIN|IND|NOM//obl//1 hur//HA//advmod//10 den//DT|UTR|SIN|DEF//det//8 öppna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 redovisningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 skall//VB|PRS|AKT//aux//10 utformas//VB|INF|SFO//ccomp//1 .//MAD//punct//1
6.1 Förslaget till transparenslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//16 bör//VB|PRS|AKT//aux//16 i//PP//advmod//16 stället//NN|NEU|SIN|DEF|NOM//fixed//14 bedömas//VB|INF|SFO//conj//1 från//PP//case//18 fall//NN|NEU|SIN|IND|NOM//obl//16 till//PP//case//20 fall//NN|NEU|SIN|IND|NOM//obl//16 med//PP//case//25 hänsyn//NN|UTR|SIN|IND|NOM//fixed//21 till//PP//fixed//21 bestämmelsen//NN|UTR|SIN|DEF|NOM//fixed//21 syfte//NN|NEU|SIN|IND|NOM//obl//16 att//SN//mark//34 det//DT|NEU|SIN|DEF//det//29 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 materialet//NN|NEU|SIN|DEF|NOM//nsubj//34 i//PP//case//31 efterhand//AB//nmod//29 skall//VB|PRS|AKT//aux//34 kunna//VB|INF|AKT//aux//34 ligga//VB|INF|AKT//acl//25 till//PP//case//39 grund//NN|UTR|SIN|IND|NOM//fixed//35 för//PP//fixed//35 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 prövning//NN|UTR|SIN|IND|NOM//obl//34 av//PP//mark//44 om//SN//case//43 otillåtna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 statsstöd//NN|NEU|PLU|IND|NOM//nsubj:pass//44 lämnats//VB|SUP|SFO//advcl//34 .//MAD//punct//1
6.1 Förslaget till transparenslag;Andra//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//3  //_SP////1 anger//VB|PRS|AKT//ROOT//3 vilka//HD|UTR/NEU|PLU|IND//det//5 slag//NN|NEU|PLU|IND|NOM//obj//3 av//PP//case//7 transaktioner//NN|UTR|PLU|IND|NOM//nmod//5 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//cop//11 särskilt//AB//advmod//11 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//7 att//IE//mark//13 redovisa//VB|INF|AKT//advcl//11 öppet//AB|POS//advmod//13 .//MID//punct//3
6.1 Förslaget till transparenslag;Exemplifieringen//NN|UTR|SIN|DEF|NOM//nsubj//18 är//VB|PRS|AKT//aux:pass//18 hämtad//PC|PRF|UTR|SIN|IND|NOM//parataxis//3 från//PP//case//22 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//21 artikel//NN|UTR|SIN|IND|NOM//nmod//22 3//RG|NOM//obl//18 .//MAD//punct//18
6.1 Förslaget till transparenslag;Föreskriften//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 kan//VB|PRS|AKT//aux//26 anses//VB|INF|SFO//conj//18 motiverad//PC|PRF|UTR|SIN|IND|NOM//xcomp//26 av//PP//mark//34 att//SN//mark//34 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 är//VB|PRS|AKT//cop//34 just//AB//advmod//33 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 förmögenhetsöverföringar//NN|UTR|PLU|IND|NOM//obl:agent//27 som//HP|-|-|-//dislocated//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 är//VB|PRS|AKT//cop//40 av//PP//case//40 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//40 intresse//NN|NEU|SIN|IND|NOM//acl:relcl//34 att//IE//mark//42 få//VB|INF|AKT//csubj//40 information//NN|UTR|SIN|IND|NOM//obj//42 om//PP//obl//42 när//HA//case//48 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//45 gäller//VB|PRS|AKT//fixed//45 kontrollen//NN|UTR|SIN|DEF|NOM//obl//42 av//PP//case//50 EG//PM|NOM//nmod//48 ://MID//punct//50 s//NN|AN//nummod//53 statsstödsregler//NN|UTR|PLU|IND|NOM//nmod//48 .//MAD//punct//18
6.1 Förslaget till transparenslag;Tredje//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//3  //_SP////1 motsvarar//VB|PRS|AKT//ROOT//3 undantagen//NN|NEU|PLU|DEF|NOM//obj//3 i//PP//case//7 artikel//NN|UTR|SIN|IND|NOM//nmod//7 4.1//RG|NOM//obl//3 .//MAD//punct//3
6.1 Förslaget till transparenslag;Utformningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 av//PP//case//11 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//9 har//VB|PRS|AKT//aux//13 behandlats//VB|SUP|SFO//parataxis//3 i//PP//case//15 allmänmotiveringen//NN|UTR|SIN|DEF|NOM//obl//13 (//PAD//punct//13 se//VB|IMP|AKT//parataxis//13 avsnitt//NN|NEU|SIN|IND|NOM//nmod//19 4.3.2//RG|NOM//obj//17 )//PAD//punct//13 .//MAD//punct//3
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//7 i//PP//case//3 tredje//RO|NOM//amod//3 stycket//NN|NEU|SIN|DEF|NOM//nmod//0 första//RO|NOM//amod//5 punkten//NN|UTR|SIN|DEF|NOM//nmod//0  //_SP////5 motsvarar//VB|PRS|AKT//advcl//16 artikel//NN|UTR|SIN|IND|NOM//nmod//9 4.1//RG|NOM//nummod//10 a.//NN|UTR|SIN|IND|NOM//nmod//11 Vägledning//NN|UTR|SIN|IND|NOM//nsubj:pass//16 för//PP//case//13 tolkningen//NN|UTR|SIN|DEF|NOM//nmod//11 torde//VB|PRT|AKT//aux//16 kunna//VB|INF|AKT//aux//16 hämtas//VB|INF|SFO//ROOT//16 från//PP//case//18 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//20 samhandelskriteriet//NN|NEU|SIN|DEF|NOM//nmod//18 enligt//PP//case//22 EG//PM|NOM//nmod//20 ://MID//punct//18 s//NN|AN//nummod//25 statsstödsregler//NN|UTR|PLU|IND|NOM//obl//16 .//MAD//punct//16
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//5 i//PP//case//3 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 punkten//NN|UTR|SIN|DEF|NOM//nmod//0  //_SP////3 avser//VB|PRS|AKT//ROOT//5 förbindelser//NN|UTR|PLU|IND|NOM//obj//5 med//PP//case//9 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 företag//NN|NEU|PLU|IND|NOM//obl//5 som//HP|-|-|-//nsubj//12 är//VB|PRS|AKT//cop//12 kreditinstitut//NN|NEU|PLU|IND|NOM//acl:relcl//9 .//MAD//punct//5
6.1 Förslaget till transparenslag;Också//AB//advmod//16 begreppet//NN|NEU|SIN|DEF|NOM//nmod//16 kreditinstitut//NN|NEU|SIN|IND|NOM//nsubj:pass//18 får//VB|PRS|AKT//aux//18 tolkas//VB|INF|SFO//parataxis//5 i//PP//mark//24 enlighet//NN|UTR|SIN|IND|NOM//fixed//19 med//PP//fixed//19 vad//HP|NEU|SIN|IND//dislocated//24 som//HP|-|-|-//nsubj//24 gäller//VB|PRS|AKT//advcl//18 inom//PP//case//26 EG-rätten//NN|UTR|SIN|DEF|NOM//obl//24 .//MAD//punct//5
6.1 Förslaget till transparenslag;Föreskriften//NN|UTR|SIN|DEF|NOM//nsubj//29 gör//VB|PRS|AKT//parataxis//5 undantag//NN|NEU|SIN|IND|NOM//obj//29 för//PP//mark//36 vad//HP|NEU|SIN|IND//dislocated//36 som//HP|-|-|-//nsubj:pass//36 förenklat//AB//advmod//36 kan//VB|PRS|AKT//aux//36 beskrivas//VB|INF|SFO//advcl//29 som//KN//mark//38 insättningar//NN|UTR|PLU|IND|NOM//xcomp//36 på//PP//case//41 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 villkor//NN|NEU|PLU|IND|NOM//nmod//38 .//MAD//punct//5
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//5 i//PP//case//3 tredje//RO|NOM//amod//3 punkten//NN|UTR|SIN|DEF|NOM//nmod//0  //_SP////3 motsvarar//VB|PRS|AKT//ROOT//5 i//PP//advmod//5 sak//NN|UTR|SIN|IND|NOM//fixed//6 artikel//NN|UTR|SIN|IND|NOM//nmod//9 4.1//RG|NOM//obl//5 d//NN|AN//nummod//9 ,//MID//punct//5 men//KN//cc//14 har//VB|PRS|AKT//aux//14 förtydligats//VB|SUP|SFO//conj//5 så//AB//advmod//14 att//SN//mark//19 storleksgränserna//NN|UTR|PLU|DEF|NOM//nsubj//19 skall//VB|PRS|AKT//aux//19 ha//VB|INF|AKT//advcl//14 understigits//VB|SUP|SFO//obj//19 för//PP//case//22 vart//PN|NEU|SIN|IND|SUB/OBJ//obl//19 och//KN//fixed//22 ett//PN|NEU|SIN|IND|SUB/OBJ//fixed//22 av//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 två//RG|NOM//nummod//29 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//29 räkenskapsåren//NN|NEU|PLU|DEF|NOM//nmod//22 och//KN//cc//36 att//SN//mark//36 undantaget//NN|NEU|SIN|DEF|NOM//nsubj//36 för//PP//case//34 kreditinstitut//NN|NEU|PLU|IND|NOM//nmod//32 är//VB|PRS|AKT//cop//36 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//19 av//PP//case//38 balansomslutningen//NN|UTR|SIN|DEF|NOM//obl//36 vid//PP//case//40 utgången//NN|UTR|SIN|DEF|NOM//nmod//38 av//PP//case//42 räkenskapsåren//NN|NEU|PLU|DEF|NOM//nmod//40 .//MAD//punct//5
6.1 Förslaget till transparenslag;Gränserna//NN|UTR|PLU|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//5 till//PP//case//51 ”//PM|NOM//punct//49 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//51 ”//PAD//punct//51 verksamhet//NN|UTR|SIN|IND|NOM//obl//46 ,//MID//punct//51 dvs.//AB|AN//advmod//54 omsättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//59 i//PP//case//56 myndighetsdelen//NN|NEU|PLU|DEF|NOM//nmod//54 torde//VB|PRT|AKT//aux//59 inte//AB//advmod//59 räknas//VB|INF|SFO//advcl//46 med//PP//case//59 .//MAD//punct//46
6.1 Förslaget till transparenslag;4//RG|NOM//nummod//63 §//NN|AN//appos//46 (//PAD//punct//63 Jfr//VB|AN//appos//63 artikel//NN|UTR|SIN|IND|NOM//nmod//67 1.2//RG|NOM//obj//65 ,//MID//punct//67 2.1//RG|NOM//nmod//67 d//NN|AN//nummod//63 och//KN//cc//72 4.2//RG|NOM//conj//63 i//PP//case//74 transparensdirektivet//NN|NEU|SIN|DEF|NOM//nmod//63 )//PAD//punct//46
6.1 Förslaget till transparenslag;Paragrafens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 första//RO|NOM//amod//2 stycke//NN|NEU|SIN|IND|NOM//nsubj//4  //_SP////2 motsvarar//VB|PRS|AKT//aux//11 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 artikel//NN|UTR|SIN|IND|NOM//nmod//7 2.1//RG|NOM//obj//4 d.//NN|AN//punct//4 Artikeln//NN|UTR|SIN|DEF|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 utformad//PC|PRF|UTR|SIN|IND|NOM//ROOT//11 som//KN//case//14 en//DT|UTR|SIN|IND//det//14 definition//NN|UTR|SIN|IND|NOM//obl//11 av//PP//case//17 ”//PAD//punct//17 företag//NN|NEU|PLU|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//20 är//VB|PRS|AKT//cop//20 skyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//17 att//IE//mark//22 upprätta//VB|INF|AKT//advcl//20 separat//JJ|POS|UTR|SIN|IND|NOM//amod//24 redovisning//NN|UTR|SIN|IND|NOM//obj//22 ”//RG|NOM//punct//11 ,//MID//punct//28 men//KN//cc//28 ålägger//VB|PRS|AKT//conj//11 i//PP//case//30 praktiken//NN|UTR|SIN|DEF|NOM//obl//28 alla//DT|UTR/NEU|PLU|IND/DEF//det//32 företag//NN|NEU|PLU|IND|NOM//obj//28 att//IE//mark//37 under//PP//case//36 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 förutsättningar//NN|UTR|PLU|IND|NOM//obl//37 särredovisa//VB|INF|AKT//acl//32 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 delar//NN|UTR|PLU|IND|NOM//obj//37 av//PP//case//41 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//11
6.1 Förslaget till transparenslag;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//44 träffar//VB|PRS|AKT//parataxis//11 både//KN//cc//49 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 och//KN//cc//48 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//46 företag//NN|NEU|PLU|IND|NOM//obj//44 .//MAD//punct//44
6.1 Förslaget till transparenslag;Av//PP//case//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//2 skäl//NN|NEU|SIN|IND|NOM//obl//11 som//KN//case//5 för//PP//case//5 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//2 om//PP//case//8 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//8 redovisning//NN|UTR|SIN|IND|NOM//nmod//5 har//VB|PRS|AKT//aux//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 ansetts//VB|SUP|SFO//ROOT//11 lämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//11 att//IE//mark//14 införa//VB|INF|AKT//acl//12 begreppet//NN|NEU|SIN|DEF|NOM//nmod//18 ”//PAD//punct//18 separat//JJ|POS|UTR|SIN|IND|NOM//amod//18 redovisning//NN|UTR|SIN|IND|NOM//obj//14 ”//RG|NOM//punct//11 .//MAD//punct//11
6.1 Förslaget till transparenslag;I//PP//case//24 förhållande//NN|NEU|SIN|IND|NOM//fixed//21 till//PP//case//24 direktivet//NN|NEU|SIN|DEF|NOM//obl//25 förtydligas//VB|PRS|SFO//advcl//11 att//SN//mark//29 redovisningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 skall//VB|PRS|AKT//aux//29 göras//VB|INF|SFO//ccomp//11 för//PP//case//32 varje//DT|UTR/NEU|SIN|IND//det//32 räkenskapsår//NN|NEU|SIN|IND|NOM//obl//29 .//MAD//punct//11
6.1 Förslaget till transparenslag;Vilket//HP|NEU|SIN|IND//dislocated//38 som//HP|-|-|-//nsubj//38 är//VB|PRS|AKT//cop//38 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//38 räkenskapsår//NN|NEU|SIN|IND|NOM//nsubj:pass//39 bestäms//VB|PRS|SFO//parataxis//11 enligt//PP//case//42 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 redovisningsregler//NN|UTR|PLU|IND|NOM//obl//39 för//PP//case//44 företaget//NN|NEU|SIN|DEF|NOM//nmod//42 .//MAD//punct//11
6.1 Förslaget till transparenslag;Skyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//6 att//IE//mark//2 upprätta//VB|INF|AKT//acl//0 en//DT|UTR|SIN|IND//det//5 separat//JJ|POS|UTR|SIN|IND|NOM//amod//5 redovisning//NN|UTR|SIN|IND|NOM//obj//2 förutsätter//VB|PRS|AKT//ROOT//6 enligt//PP//case//9 första//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//obl//6 första//RO|NOM//amod//11 punkten//NN|UTR|SIN|DEF|NOM//obl//6  //_SP////11 att//SN//mark//15 företaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 beviljats//VB|SUP|SFO//acl//11 exklusiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 eller//KN//cc//18 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//16 rättigheter//NN|UTR|PLU|IND|NOM//obj//15 .//MAD//punct//6
6.1 Förslaget till transparenslag;Dessa//DT|UTR/NEU|PLU|DEF//det//22 definitioner//NN|UTR|PLU|IND|NOM//nsubj//23 förutsätter//VB|PRS|AKT//parataxis//6 i//PP//case//26 sin//PS|UTR|SIN|DEF//nmod:poss//26 tur//NN|UTR|SIN|IND|NOM//obl//23 att//SN//mark//29 rättigheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//29 beviljats//VB|SUP|SFO//ccomp//23 av//PP//case//32 en//DT|UTR|SIN|IND//det//32 medlemsstat//NN|UTR|SIN|IND|NOM//obl:agent//29 eller//KN//cc//36 en//DT|UTR|SIN|IND//det//36 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//36 myndighet//NN|UTR|SIN|IND|NOM//conj//32 .//MAD//punct//6
6.1 Förslaget till transparenslag;En//DT|UTR|SIN|IND//det//2 separat//JJ|POS|UTR|SIN|IND|NOM//amod//2 redovisning//NN|UTR|SIN|IND|NOM//nsubj//5 kan//VB|PRS|AKT//aux//5 också//AB//advmod//5 bli//VB|INF|AKT//ROOT//5 aktuell//JJ|POS|UTR|SIN|IND|NOM//xcomp//5 enligt//PP//case//9 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 punkten//NN|UTR|SIN|DEF|NOM//obl//5  //_SP////9 om//SN//mark//13 företaget//NN|NEU|SIN|DEF|NOM//nsubj//13 bedriver//VB|PRS|AKT//advcl//5 tjänster//NN|UTR|PLU|IND|NOM//obj//13 av//PP//case//17 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//17 intresse//NN|NEU|SIN|IND|NOM//nmod//14 enligt//PP//case//20 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//20 artikel//NN|UTR|SIN|IND|NOM//nmod//17 i//PP//case//22 EG-fördraget//NN|NEU|SIN|DEF|NOM//nmod//20 .//MAD//punct//5
6.1 Förslaget till transparenslag;En//DT|UTR|SIN|IND//det//25 förutsättning//NN|UTR|SIN|IND|NOM//nsubj//63 i//PP//case//28 detta//DT|NEU|SIN|DEF//fixed//26 fall//NN|NEU|SIN|IND|NOM//nmod//25 är//VB|PRS|AKT//cop//25 dock//AB//advmod//25 att//SN//mark//36 företaget//NN|NEU|SIN|DEF|NOM//nsubj//36 för//PP//case//35 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//35 tjänst//NN|UTR|SIN|IND|NOM//nmod//32 fått//VB|SUP|AKT//csubj//25 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//38 stöd//NN|NEU|SIN|IND|NOM//obj//36 i//PP//case//41 någon//DT|UTR|SIN|IND//det//41 form//NN|UTR|SIN|IND|NOM//obl//36 ,//MID//punct//25 vilket//HP|NEU|SIN|IND//nsubj//44 inkluderar//VB|PRS|AKT//acl:relcl//25 såväl//KN//advmod//46 bidrag//NN|NEU|PLU|IND|NOM//obj//44 som//KN//mark//49 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 ersättningar//NN|UTR|PLU|IND|NOM//nmod//46 .//MAD//punct//25
