Nytt regelverk för marksänd digital-TV ;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Radio-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 TV-lagsutredningen//NN|UTR|SIN|DEF|NOM//conj//2
5 Internationell utblick;Länderna//NN|NEU|PLU|DEF|NOM//nsubj//76 har//VB|PRS|AKT//aux//76 kommit//VB|SUP|AKT//parataxis//13 olika//AB//advmod//78 långt//AB|POS//advmod//76 och//KN//cc//87 strategierna//NN|UTR|PLU|DEF|NOM//nsubj//87 för//PP//case//82 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//80 av//PP//case//86 ett//DT|NEU|SIN|IND//det//86 digitaliserat//PC|PRF|NEU|SIN|IND|NOM//amod//86 marknät//NN|NEU|SIN|IND|NOM//nmod//82 skiljer//VB|PRS|AKT//conj//76 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//87 åt//PP//compound:prt//87 .//MAD//punct//13
5 Internationell utblick;Enligt//PP//case//92 uppgifter//NN|UTR|PLU|IND|NOM//obl//13 i//PP//case//94 bilaga//NN|UTR|SIN|IND|NOM//nmod//92 2//RG|NOM//nummod//92 till//PP//case//99 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//99 åttonde//RO|NOM//amod//99 rapport//NN|UTR|SIN|IND|NOM//nmod//92 (//PAD//punct//101 KOM//VB|PRT|AKT//appos//13 [//PAD//nmod//103 2000//RG|NOM//nummod//101 ]//PAD//punct//101 695//RG|NOM//nummod//106 slutlig//JJ|POS|UTR|SIN|IND|NOM//conj//101 )//PAD//punct//101 om//PP//case//109 genomförandet//NN|NEU|SIN|DEF|NOM//obl//13 av//PP//case//111 EU//PM|NOM//nmod//109 ://MID//punct//109 s//NN|NEU|SIN|IND|GEN//amod//114 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//109 på//PP//case//116 telekommunikationsområdet//NN|NEU|SIN|DEF|NOM//nmod//114  //_SP////116 hade//VB|PRT|AKT//conj//13 20,8//RG|NOM//nummod//120 procent//NN|UTR|PLU|IND|NOM//obj//118 av//PP//case//122 hushållen//NN|NEU|PLU|DEF|NOM//nmod//120 inom//PP//case//124 EU//PM|NOM//nmod//120 digital-TV//NN|UTR|SIN|IND|NOM//obj//13 i//PP//case//128 någon//DT|UTR|SIN|IND//det//128 form//NN|UTR|SIN|IND|NOM//obl//13 2002//RG|NOM//nummod//128 ,//MID//punct//13 varav//HA//conj//13 13,9//RG|NOM//nummod//133 procent//NN|UTR|PLU|IND|NOM//nsubj//131 genom//PP//case//135 satellit//NN|UTR|SIN|IND|NOM//nmod//133 ,//MID//punct//138 5,2//RG|NOM//nummod//138 procent//NN|UTR|PLU|IND|NOM//appos//133 genom//PP//case//140 kabel//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//143 1,7//RG|NOM//nummod//143 procent//NN|UTR|PLU|IND|NOM//conj//140 genom//PP//case//145 marknätet//NN|NEU|SIN|DEF|NOM//obl//13 .//MAD//punct//13
5 Internationell utblick;Branschorganisationen//NN|UTR|SIN|DEF|NOM//nmod//148 European//PM|NOM//compound//150 Broadcasting//PM|NOM//compound//150 Union//PM|NOM//appos//13 (//PAD//punct//150 EBU//PM|NOM//appos//150 )//PAD//punct//150 bevakar//VB|PRS|AKT//conj//13 digitaliseringen//NN|UTR|SIN|DEF|NOM//nsubj//154 av//PP//case//157 marknätet//NN|NEU|SIN|DEF|NOM//nmod//155 i//PP//case//159 Europa//PM|NOM//nmod//157 och//KN//cc//161 lämnar//VB|PRS|AKT//conj//154 rapporter//NN|UTR|PLU|IND|NOM//obj//161 om//PP//case//164 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//162 .//MAD//punct//13
5 Internationell utblick;I//PP//case//168 rapporten//NN|UTR|SIN|DEF|NOM//nmod//168 DTT//PM|NOM//obl//13 in//PM|NOM//case//170 Europe//PM|NOM//nmod//168 ,//MID//punct//172 Market//UO//nmod//173 overview//UO//conj//168 and//UO//cc//173 assessment//UO//conj//173 ,//MID//punct//177 framtagen//PC|PRF|UTR|SIN|IND|NOM//acl//168 för//PP//case//180 en//DT|UTR|SIN|IND//det//180 konferens//NN|UTR|SIN|IND|NOM//obl//177 i//PP//case//182 oktober//NN|UTR|SIN|IND|NOM//nmod//183 2003//RG|NOM//nmod//180 ,//MID//punct//168 anger//VB|PRS|AKT//conj//1 EBU//PM|NOM//obj//185 att//SN//mark//189 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//189 uppskattar//VB|PRS|AKT//advcl//185 att//SN//mark//197 2,1//RG|NOM//nummod//192 procent//NN|UTR|PLU|IND|NOM//nsubj//197 av//PP//case//196 de//DT|UTR/NEU|PLU|DEF//det//196 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//196 hushållen//NN|NEU|PLU|DEF|NOM//nmod//192 hade//VB|PRT|AKT//ccomp//189 tillgång//NN|UTR|SIN|IND|NOM//obj//197 till//PP//case//201 marksänd//PC|PRF|UTR|SIN|IND|NOM//amod//201 digital-TV//NN|UTR|SIN|IND|NOM//nmod//198 vid//PP//case//203 halvårsskiftet//NN|NEU|SIN|DEF|NOM//obl//197 2003//RG|NOM//nummod//203 .//MAD//punct//1
5 Internationell utblick;Nedan//AB//advmod//1 följer//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 beskrivning//NN|UTR|SIN|IND|NOM//nsubj//1 av//PP//mark//7 hur//HA//advmod//6 långt//AB|POS//advmod//7 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//3 av//PP//case//9 digitaliseringen//NN|UTR|SIN|DEF|NOM//nmod//7 av//PP//case//11 marknätet//NN|NEU|SIN|DEF|NOM//nmod//9 har//VB|PRS|AKT//aux//13 nått//VB|SUP|AKT//advmod//1 i//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 grannländerna//NN|NEU|PLU|DEF|NOM//obl//13 och//KN//cc//23 i//PP//case//23 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 länder//NN|NEU|PLU|IND|NOM//conj//17 .//MAD//punct//1
5 Internationell utblick;En//DT|UTR|SIN|IND//det//26 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//27 ges//VB|PRS|SFO//parataxis//1 också//AB//advmod//27 i//PP//case//31 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 fall//NN|NEU|PLU|IND|NOM//obl//27 av//PP//case//34 vilken//HD|UTR|SIN|IND//det//34 struktur//NN|UTR|SIN|IND|NOM//nmod//31 och//KN//cc//36 licensieringsmodell//NN|UTR|SIN|IND|NOM//conj//34 som//HP|-|-|-//nsubj:pass//38 valts//VB|SUP|SFO//advcl//27 för//PP//case//42 det//DT|NEU|SIN|DEF//det//42 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 marknätet//NN|NEU|SIN|DEF|NOM//obl//38 .//MAD//punct//1
5 Internationell utblick;5.2//RG|NOM//nmod//1 Finland//PM|NOM//ROOT//1
5 Internationell utblick;5.2.1//RG|NOM//ROOT//0 Digitaliseringen//NN|UTR|SIN|DEF|NOM//obj//0 av//PP//case//3 marknätet//NN|NEU|SIN|DEF|NOM//nmod//1
5 Internationell utblick;Digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 marksändningar//NN|UTR|PLU|IND|NOM//nsubj:pass//2 inleddes//VB|PRT|SFO//ROOT//2 i//PP//case//4 september//NN|UTR|SIN|IND|NOM//obl//2 2000//RG|NOM//nummod//4 i//PP//case//8 tre//RG|NOM//nummod//8 sändarnät//NN|NEU|PLU|IND|NOM//obl//2 i//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 befolkningstätaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//12 regionerna//NN|UTR|PLU|DEF|NOM//nmod//8 .//MAD//punct//2
5 Internationell utblick;I//PP//case//15 slutet//NN|NEU|SIN|DEF|NOM//obl//22 av//PP//case//17 2000//RG|NOM//nmod//15 var//VB|PRT|AKT//cop//22 befolkningstäckningen//NN|UTR|SIN|DEF|NOM//nsubj//22 omkring//PP//advmod//21 50//RG|NOM//nummod//22 procent//NN|UTR|PLU|IND|NOM//obl//2 .//MAD//punct//22
5 Internationell utblick;Den//DT|UTR|SIN|DEF//det//26 27//RG|NOM//nummod//26 augusti//NN|UTR|SIN|IND|NOM//obl//28 2001//RG|NOM//nummod//26 inleddes//VB|PRT|SFO//parataxis//22 den//DT|UTR|SIN|DEF//det//31 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 sändningsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 .//MAD//punct//22
5 Internationell utblick;Utbyggnaden//NN|UTR|SIN|DEF|NOM//nsubj//36 har//VB|PRS|AKT//aux//36 därefter//AB//advmod//36 fortsatt//VB|SUP|AKT//parataxis//22 och//KN//cc//38 täckningsgraden//NN|UTR|SIN|DEF|NOM//conj//36 är//VB|PRS|AKT//cop//44 i//PP//advmod//44 dag//NN|UTR|SIN|IND|NOM//fixed//40 drygt//AB|POS//advmod//43 70//RG|NOM//nummod//44 procent//NN|UTR|PLU|IND|NOM//obl//2 .//MAD//punct//2
5 Internationell utblick;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 är//VB|PRS|AKT//cop//48 planlagt//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//54 täckningsgraden//NN|UTR|SIN|DEF|NOM//nsubj//54 skall//VB|PRS|AKT//aux//54 vara//VB|INF|AKT//cop//54 94//RG|NOM//nummod//54 procent//NN|UTR|PLU|IND|NOM//csubj//48 före//PP//case//56 augusti//NN|UTR|SIN|IND|NOM//nmod//57 2004//RG|NOM//nmod//54 och//KN//cc//65 att//SN//mark//65 99,9//RG|NOM//nummod//61 procent//NN|UTR|PLU|IND|NOM//nsubj//65 av//PP//case//63 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//61 skall//VB|PRS|AKT//aux//65 ha//VB|INF|AKT//conj//48 tillgång//NN|UTR|SIN|IND|NOM//obj//65 till//PP//case//68 digital-TV//NN|UTR|SIN|IND|NOM//obl//65 2007//RG|NOM//obl//65 .//MAD//punct//48
5 Internationell utblick;För//PP//mark//73 att//IE//mark//73 nå//VB|INF|AKT//advcl//78 den//DT|UTR|SIN|DEF//det//75 täckningsgraden//NN|UTR|SIN|DEF|NOM//obj//73 är//VB|PRS|AKT//cop//78 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 planerat//PC|PRF|NEU|SIN|IND|NOM//conj//48 att//SN//mark//84 distribution//NN|UTR|SIN|IND|NOM//nsubj//84 av//PP//case//82 digital-TV//NN|UTR|SIN|IND|NOM//nmod//80 skall//VB|PRS|AKT//aux//84 ske//VB|INF|AKT//ccomp//78 via//PP//case//86 satellit//NN|UTR|SIN|IND|NOM//obl//84 i//PP//case//89 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 områden//NN|NEU|PLU|IND|NOM//obl//84 i//PP//case//94 stället//NN|NEU|SIN|DEF|NOM//fixed//90 för//PP//fixed//90 via//PP//case//94 marknät//NN|NEU|SIN|IND|NOM//obl//84 .//MAD//punct//48
5 Internationell utblick;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//98 har//VB|PRS|AKT//aux//98 beslutats//VB|SUP|SFO//parataxis//48 att//SN//mark//104 de//DT|UTR/NEU|PLU|DEF//det//102 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 marksändningarna//NN|UTR|PLU|DEF|NOM//nsubj//104 skall//VB|PRS|AKT//aux//104 upphöra//VB|INF|AKT//advcl//98 den//DT|UTR|SIN|DEF//det//107 31//RG|NOM//nummod//107 augusti//NN|UTR|SIN|IND|NOM//obl//104 2007//RG|NOM//nummod//107 .//MAD//punct//2
5 Internationell utblick;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 planeras//VB|PRS|SFO//ROOT//1 för//PP//case//5 en//DT|UTR|SIN|IND//det//5 fjärde//RO|NOM//amod//5 frekvenskanal//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//8 skall//VB|PRS|AKT//aux//8 innehålla//VB|INF|AKT//acl:relcl//5 TVtjänster//NN|UTR|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj:pass//11 sänds//VB|PRS|SFO//acl:relcl//9 via//PP//case//14 Internet//NN|NEU|SIN|DEF|NOM//nmod//14 Protocol//PM|NOM//obl//11 och//KN//cc//18 som//HP|-|-|-//nsubj:pass//18 kan//VB|PRS|AKT//aux//18 tas//VB|INF|SFO//conj//11 emot//PL//compound:prt//18 med//PP//case//22 mobila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 enheter//NN|UTR|PLU|IND|NOM//obl//18 så//AB//advmod//25 som//KN//case//25 mobiltelefon//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//1
5 Internationell utblick;I//PP//case//3 den//DT|UTR|SIN|DEF//det//3 första//RO|NOM//amod//3 frekvenskanalen//NN|UTR|SIN|DEF|NOM//obl//4 sänder//VB|PRS|AKT//ROOT//4 Rundradion//PM|NOM//nsubj//4 Ab//PM|NOM//flat//5 (//PAD//punct//5 YLE//PM|NOM//appos//5 )//PAD//punct//8 ,//MID//punct//15 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 ett//DT|NEU|SIN|IND//det//15 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//15 programföretag//NN|NEU|SIN|IND|NOM//parataxis//4 som//HP|-|-|-//nsubj//17 sänder//VB|PRS|AKT//acl:relcl//15 public//UO//amod//19 service//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//15
5 Internationell utblick;I//PP//case//24 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 två//RG|NOM//nummod//24 frekvenskanaler//NN|UTR|PLU|IND|NOM//obl//28 har//VB|PRS|AKT//aux//28 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 programföretag//NN|NEU|PLU|IND|NOM//nsubj//28 tillstånd//NN|NEU|SIN|IND|NOM//conj//15 att//IE//mark//30 sända//VB|INF|AKT//acl//28 .//MAD//punct//4
5 Internationell utblick;För//PP//case//1 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//2 erbjuds//VB|PRS|SFO//ROOT//2 endast//AB//advmod//2 okrypterad//PC|PRF|UTR|SIN|IND|NOM//amod//5 fri-TV//NN|UTR|SIN|IND|NOM//nsubj:pass//2 i//PP//case//9 det//DT|NEU|SIN|DEF//det//9 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 marknätet//NN|NEU|SIN|DEF|NOM//nmod//5 .//MAD//punct//2
5 Internationell utblick;Tre//RG|NOM//nummod//12 programföretag//NN|NEU|PLU|IND|NOM//nsubj//15 har//VB|PRS|AKT//aux//15 dock//AB//advmod//15 erhållit//VB|SUP|AKT//parataxis//2 tillstånd//NN|NEU|SIN|IND|NOM//obj//15 att//IE//mark//18 sända//VB|INF|AKT//acl//16 betal-TV-tjänster//NN|UTR|SIN|IND|NOM//obj//18 .//MID//punct//2
5 Internationell utblick;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 finns//VB|PRS|SFO//parataxis//2 inte//AB//advmod//22 någon//DT|UTR|SIN|IND//det//26 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//26 operatör//NN|UTR|SIN|IND|NOM//nsubj//22 i//PP//case//28 marknätet//NN|NEU|SIN|DEF|NOM//obl//22 som//HP|-|-|-//nsubj//30 hanterar//VB|PRS|AKT//acl:relcl//28 programtjänsterna//NN|UTR|PLU|DEF|NOM//obj//30 .//MID//punct//22
5 Internationell utblick;Hur//HA//advmod//46 samordningen//NN|UTR|SIN|DEF|NOM//nsubj//46 av//PP//case//36 betalTV-tjänster//NN|UTR|PLU|IND|NOM//nmod//34 och//KN//cc//38 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//36 för//PP//case//40 marknätet//NN|NEU|SIN|DEF|NOM//nmod//38 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 funktioner//NN|UTR|PLU|IND|NOM//nmod//34 och//KN//cc//44 tjänster//NN|UTR|PLU|IND|NOM//conj//42 skall//VB|PRS|AKT//aux//46 ske//VB|INF|AKT//advcl//22 är//VB|PRS|AKT//cop//48 föremål//NN|NEU|PLU|IND|NOM//nsubj//46 för//PP//case//50 beredning//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//2
5 Internationell utblick;Enligt//PP//case//1 EBU//PM|NOM//obl//11 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//case//6 ovan//AB//advmod//5 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 rapport//NN|UTR|SIN|IND|NOM//obl//11 har//VB|PRS|AKT//aux//11 det//DT|NEU|SIN|DEF//det//10 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 marknätet//NN|NEU|SIN|DEF|NOM//nsubj//11 haft//VB|SUP|AKT//ROOT//11 en//DT|UTR|SIN|IND//det//14 kraftig//JJ|POS|UTR|SIN|IND|NOM//amod//14 tillväxt//NN|UTR|SIN|IND|NOM//obj//11 under//PP//case//18 det//DT|NEU|SIN|DEF//det//18 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//18 året//NN|NEU|SIN|DEF|NOM//obl//11 .//MAD//punct//11
5 Internationell utblick;Enligt//PP//case//21 mätningar//NN|UTR|PLU|IND|NOM//obl//11 från//PP//case//23 företaget//NN|NEU|SIN|DEF|NOM//nmod//21 Finnpanel//PM|NOM//nmod//25 Oy//PM|NOM//nmod//21 var//VB|PRT|AKT//cop//27 penetrationen//NN|UTR|SIN|DEF|NOM//obj//11 för//PP//case//30 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 TV-sändningar//NN|UTR|PLU|IND|NOM//nmod//27 via//PP//case//32 marknät//NN|NEU|SIN|IND|NOM//nmod//30 och//KN//cc//34 kabel//NN|UTR|SIN|IND|NOM//conj//32 195//RG|NOM//nummod//36 000//RG|NOM//nummod//37 hushåll//NN|NEU|PLU|IND|NOM//conj//32 vid//PP//case//40 månadsskiftet//NN|NEU|SIN|DEF|NOM//amod//40 november//NN|UTR|SIN|IND|NOM//nmod//27 ///MID//cc//42 december//NN|UTR|SIN|IND|NOM//nmod//40 2003//RG|NOM//nummod//42 .//MAD//punct//11
5 Internationell utblick;5.2.2//RG|NOM//ROOT//0 Tillståndsfrågor//NN|UTR|PLU|IND|NOM//obj//0
5 Internationell utblick;TV-verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 beträffande//PP//case//4 sändningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//4 innehåll//NN|NEU|SIN|IND|NOM//ROOT//4 ,//MID//punct//6 tillstånd//NN|NEU|SIN|IND|NOM//conj//4 ,//MID//punct//8 tillsyn//NN|UTR|SIN|IND|NOM//conj//4 m.m.//AB|AN//conj//4 reglerad//PC|PRF|UTR|SIN|IND|NOM//amod//4 i//PP//case//12 lagen//NN|UTR|SIN|DEF|NOM//obl//10 (//PAD//punct//4 nr//NN|AN//appos//4 .//MAD//punct//4
5 Internationell utblick;744/1998//RG|NOM//conj//4 1//RG|NOM//nummod//16 )//PAD//punct//4 om//PP//case//20 televisions-//NN|UTR|-|-|SMS//nmod//4 och//KN//cc//22 radioverksamhet//NN|UTR|SIN|IND|NOM//conj//20 .//MID//punct//4
5 Internationell utblick;Rundradion//PM|NOM//conj//4 Ab//PM|NOM//flat//24 har//VB|PRS|AKT//conj//4 enligt//PP//advmod//28 7//RG|NOM//nummod//32 a//NN|NEU|SIN|IND|NOM//case//30 §//NN|AN//nmod//32 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//32 lag//NN|UTR|SIN|IND|NOM//nmod//4 rätt//AB//advmod//4
5 Internationell utblick;att//IE//mark//1 utöva//VB|INF|AKT//csubj//25 (//PAD//punct//1 radio-//NN|UTR|-|-|SMS//appos//1 och//KN//cc//6 )//PAD//punct//6 TV-verksamhet//NN|UTR|SIN|IND|NOM//conj//3 utan//PP//case//8 sändningstillstånd//NN|NEU|SIN|IND|NOM//conj//3 på//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 frekvenser//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//14 har//VB|PRS|AKT//aux//14 reserverats//VB|SUP|SFO//acl:relcl//11 för//PP//case//16 bolaget//NN|NEU|SIN|DEF|NOM//obl//14 .//MID//punct//1
5 Internationell utblick;Rundradion//PM|NOM//parataxis//1 Ab//PM|NOM//flat//18 ://MID//punct//18
5 Internationell utblick;s//NN|NEU|SIN|IND|GEN//nummod//22 verksamhet//NN|UTR|SIN|IND|NOM//nmod//18 är//VB|PRS|AKT//aux:pass//25 närmare//AB|KOM//advmod//25 reglerad//PC|PRF|UTR|SIN|IND|NOM//ROOT//25 i//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//obl//25 (//PAD//punct//30 nr//NN|AN//nmod//30 1380/1993//RG|NOM//appos//25 )//PAD//punct//30 om//PP//case//33 Rundradion//PM|NOM//nsubj:pass//61 Ab//PM|NOM//flat//33 .//MAD//punct//33
5 Internationell utblick;För//PP//case//37 utövande//NN|NEU|SIN|IND|NOM//conj//33 av//PP//case//40 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//40 TV-verksamhet//NN|UTR|SIN|IND|NOM//nmod//37 ,//MID//punct//37 som//HP|-|-|-//nsubj//45 inte//AB//advmod//45 är//VB|PRS|AKT//cop//45 tillfällig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//37 ,//MID//punct//51 i//PP//case//51 ett//DT|NEU|SIN|IND//det//50 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//50 markbundet//JJ|POS|NEU|SIN|IND|NOM//amod//51 masskommunikationsnät//NN|NEU|SIN|IND|NOM//conj//37 som//HP|-|-|-//nsubj:pass//53 avses//VB|PRS|SFO//acl:relcl//51 i//PP//case//57 2//RG|NOM//nummod//56 §//NN|AN//nmod//57 kommunikationsmarknadslagen//NN|UTR|SIN|DEF|NOM//obl//53 (//PAD//punct//57 393/2003//RG|NOM//appos//57 )//PAD//punct//57 krävs//VB|PRS|SFO//conj//25 enligt//PP//case//64 7//RG|NOM//nummod//64 §//NN|AN//nmod//65 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//61 om//PP//case//67 televisions-//NN|UTR|-|-|SMS//nmod//65 och//KN//cc//69 radioverksamhet//NN|UTR|SIN|IND|NOM//conj//67 sändningstillstånd//NN|NEU|SIN|IND|NOM//conj//65 .//MAD//punct//61
5 Internationell utblick;Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//73 söks//VB|PRS|SFO//parataxis//61 hos//PP//case//75 statsrådet//NN|NEU|SIN|DEF|NOM//obl//73 .//MAD//punct//61
5 Internationell utblick;Ett//DT|NEU|SIN|IND//det//78 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//88 kan//VB|PRS|AKT//aux//88 enligt//PP//case//82 11//RG|NOM//nummod//82 §//NN|AN//obl//83 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//88 om//PP//case//85 televisions-//NN|UTR|-|-|SMS//nmod//83 och//KN//cc//87 radioverksamhet//NN|UTR|SIN|IND|NOM//conj//85 förenas//VB|PRS|SFO//conj//61 med//PP//case//90 villkor//NN|NEU|PLU|IND|NOM//obl//88 .//MAD//punct//61
5 Internationell utblick;Urvalsförfarandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//93 styrs//VB|PRS|SFO//conj//61 av//PP//case//98 10//RG|NOM//nummod//96 §//NN|AN//nmod//98 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//98 lag//NN|UTR|SIN|IND|NOM//obl:agent//93 där//HA//advmod//101 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//101 anges//VB|PRS|SFO//acl:relcl//98 att//SN//mark//107 tillståndsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//107 i//PP//case//105 tillståndsförfarandet//NN|NEU|SIN|DEF|NOM//nmod//103 skall//VB|PRS|AKT//aux//107 sträva//VB|INF|AKT//advcl//93 efter//PP//mark//110 att//IE//mark//110 främja//VB|INF|AKT//advcl//107 yttrandefriheten//NN|UTR|SIN|DEF|NOM//obj//110 och//KN//cc//113 göra//VB|INF|AKT//conj//110 programutbudet//NN|NEU|SIN|DEF|NOM//obj//113 mångsidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//113 samt//KN//cc//117 tillgodose//VB|INF|AKT//conj//115 behoven//NN|NEU|PLU|DEF|NOM//obj//117 hos//PP//case//121 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//121 grupper//NN|UTR|PLU|IND|NOM//obl//117 bland//PP//case//123 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//121 med//PP//case//125 beaktande//NN|NEU|SIN|IND|NOM//obl//117 av//PP//case//129 den//DT|UTR|SIN|DEF//det//129 sammantagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//129 televisionsverksamhet//NN|UTR|SIN|IND|NOM//nmod//125 och//KN//cc//131 radioverksamhet//NN|UTR|SIN|IND|NOM//conj//129 som//HP|-|-|-//nsubj:pass//133 utövas//VB|PRS|SFO//acl:relcl//131 på//PP//case//135 området//NN|NEU|SIN|DEF|NOM//obl//133 .//MAD//punct//61
5 Internationell utblick;Tillstånden//NN|NEU|PLU|DEF|NOM//nsubj:pass//139 kan//VB|PRS|AKT//aux//139 beviljas//VB|INF|SFO//conj//61 för//PP//case//143 högst//AB|SUV//advmod//142 tio//RG|NOM//nummod//143 år//NN|NEU|PLU|IND|NOM//obl//139 enligt//PP//case//146 12//RG|NOM//nummod//146 §//NN|AN//nmod//148 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//148 lag//NN|UTR|SIN|IND|NOM//obl//139 .//MAD//punct//139
5 Internationell utblick;Det//DT|NEU|SIN|DEF//det//152 finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//152 regelverket//NN|NEU|SIN|DEF|NOM//nsubj//153 innehåller//VB|PRS|AKT//advcl//139 inga//DT|UTR/NEU|PLU|IND//det//155 bestämmelser//NN|UTR|PLU|IND|NOM//obj//153 om//PP//case//157 tillstånd//NN|NEU|SIN|IND|NOM//nmod//155 till//PP//case//161 ett//DT|NEU|SIN|IND//det//161 kommersiellt//JJ|POS|NEU|SIN|IND|NOM//amod//161 operatörsföretag//NN|NEU|SIN|IND|NOM//nmod//157 .//MAD//punct//139
5 Internationell utblick;5.3//RG|NOM//nmod//1 Danmark//PM|NOM//ROOT//1
5 Internationell utblick;Endast//AB//advmod//1 provsändningar//NN|UTR|PLU|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 genomförts//VB|SUP|SFO//ROOT//3 i//PP//case//5 Danmark//PM|NOM//obl//3 .//MAD//punct//3
