– dokumentation från ett seminarium;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 12//RG|NOM//ROOT//3
Vad har vi att lära – och lära ut?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 synnerligen//AB//advmod//3 väsentligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//SN//mark//7 en//DT|UTR|SIN|IND//det//6 öppenhet//NN|UTR|SIN|IND|NOM//nsubj//7 präglar//VB|PRS|AKT//csubj//3 unionen//NN|UTR|SIN|DEF|NOM//obj//7 .//MAD//punct//7
Vad har vi att lära – och lära ut?;För//PP//mark//16 att//SN//mark//16 invånarna//NN|UTR|PLU|DEF|NOM//nsubj//16 i//PP//case//14 medlemsländerna//NN|NEU|PLU|DEF|NOM//nmod//12 ska//VB|PRS|AKT//aux//16 få//VB|INF|AKT//advcl//30 ett//DT|NEU|SIN|IND//det//18 förtroende//NN|NEU|SIN|IND|NOM//obj//16 för//PP//case//20 EU//PM|NOM//nmod//18 måste//VB|PRS|AKT//aux//30 ansvar//NN|NEU|SIN|IND|NOM//nsubj//30 ,//MID//punct//24 närhet//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//26 öppenhet//NN|UTR|SIN|IND|NOM//conj//22 och//KN//cc//28 mångfald//NN|UTR|SIN|IND|NOM//conj//22 vara//VB|INF|AKT//cop//30 grundprinciper//NN|UTR|PLU|IND|NOM//obj//7 för//PP//case//33 all//DT|UTR|SIN|IND/DEF//det//33 maktutövning//NN|UTR|SIN|IND|NOM//nmod//30 .//MAD//punct//7
Vad har vi att lära – och lära ut?;Kravet//NN|NEU|SIN|DEF|NOM//nsubj//38 på//PP//case//37 öppenhet//NN|UTR|SIN|IND|NOM//nmod//35 innebär//VB|PRS|AKT//parataxis//7 att//SN//mark//42 EU//PM|NOM//nsubj//42 måste//VB|PRS|AKT//aux//42 tillämpa//VB|INF|AKT//ccomp//38 en//DT|UTR|SIN|IND//det//44 offentlighetsprincip//NN|UTR|SIN|IND|NOM//obj//42 .//MAD//punct//3
Vad har vi att lära – och lära ut?;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//47 innebär//VB|PRS|AKT//parataxis//3 till//PP//advmod//47 exempel//NN|NEU|SIN|IND|NOM//fixed//48 att//SN//mark//64 när//HA//mark//56 EU//PM|NOM//nsubj//56 ://MID//punct//52 s//JJ|AN//nummod//55 ministerråd//NN|NEU|SIN|IND|NOM//nsubj//56 sammanträder//VB|PRS|AKT//advcl//64 som//KN//mark//58 lagstiftare//NN|UTR|SIN|IND|NOM//obl//56 ska//VB|PRS|AKT//aux//64 debatterna//NN|UTR|PLU|DEF|NOM//nsubj//64 och//KN//cc//62 besluten//NN|NEU|PLU|DEF|NOM//conj//60 vara//VB|INF|AKT//cop//64 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//47 .//MAD//punct//47
Vad har vi att lära – och lära ut?;De//DT|UTR/NEU|PLU|DEF//det//2 folkvalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 representanterna//NN|UTR|PLU|DEF|NOM//nsubj//6 i//PP//case//4 EU-parlamentet//NN|NEU|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//6 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//6 vad//HP|NEU|SIN|IND//nsubj//8 gäller//VB|PRS|AKT//conj//6 upprätthållandet//NN|NEU|SIN|DEF|NOM//obj//8 av//PP//case//11 demokratin//NN|UTR|SIN|DEF|NOM//nmod//9 och//KN//cc//15 den//DT|UTR|SIN|DEF//det//15 folkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 förankringen//NN|UTR|SIN|DEF|NOM//conj//11 .//MAD//punct//6
Vad har vi att lära – och lära ut?;Därför//AB//advmod//20 bör//VB|PRS|AKT//aux//20 parlamentet//NN|NEU|SIN|DEF|NOM//nsubj//20 få//VB|INF|AKT//parataxis//6 en//DT|UTR|SIN|IND//det//23 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//23 makt//NN|UTR|SIN|IND|NOM//obj//20 och//KN//cc//25 likställas//VB|INF|SFO//conj//20 med//PP//case//27 ministerrådet//NN|NEU|SIN|DEF|NOM//obl//25 i//PP//case//29 lagstiftningsfrågor//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//20
Vad har vi att lära – och lära ut?;De//DT|UTR/NEU|PLU|DEF//det//33 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 organen//NN|NEU|PLU|DEF|NOM//nsubj:pass//38 bör//VB|PRS|AKT//aux//38 på//PP//advmod//38 sikt//NN|UTR|SIN|IND|NOM//fixed//35 kunna//VB|INF|AKT//aux//38 ses//VB|INF|SFO//parataxis//20 som//KN//case//41 två//RG|NOM//nummod//41 delar//NN|UTR|PLU|IND|NOM//obl//38 i//PP//case//44 ett//DT|NEU|SIN|IND//det//44 tvåkammarparlament//NN|NEU|SIN|IND|NOM//obl//38 .//MAD//punct//6
Vad har vi att lära – och lära ut?;Inom//PP//case//1 EU//PM|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 en//DT|UTR|SIN|IND//det//5 viss//JJ|POS|UTR|SIN|IND|NOM//amod//5 klarsynthet//NN|UTR|SIN|IND|NOM//nsubj//2 när//HA//case//9 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//6 gäller//VB|PRS|AKT//fixed//6 behovet//NN|NEU|SIN|DEF|NOM//obl//2 av//PP//case//11 reformer//NN|UTR|PLU|IND|NOM//nmod//9 .//MAD//punct//2
Vad har vi att lära – och lära ut?;Maastrichtfördraget//PM|NOM//nsubj//2 och//KN//cc//15 Amsterdamfördraget//NN|NEU|SIN|DEF|NOM//conj//13 har//VB|PRS|AKT//aux//19 bland//PP//advmod//19 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//17 syftat//VB|SUP|AKT//conj//2 till//PP//mark//22 att//IE//mark//22 förbereda//VB|INF|AKT//xcomp//19 unionen//NN|UTR|SIN|DEF|NOM//obj//22 för//PP//case//25 utvidgningen//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//2
Vad har vi att lära – och lära ut?;Tyvärr//AB//advmod//31 har//VB|PRS|AKT//aux//31 länderna//NN|NEU|PLU|DEF|NOM//nsubj//31 inte//AB//advmod//31 lyckats//VB|SUP|SFO//conj//2 enas//VB|INF|SFO//xcomp//31 kring//PP//case//36 mer//AB|KOM//advmod//35 radikala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 steg//NN|NEU|PLU|IND|NOM//obl//32 för//PP//case//39 en//DT|UTR|SIN|IND//det//39 union//NN|UTR|SIN|IND|NOM//obl//32 som//HP|-|-|-//nsubj//41 står//VB|PRS|AKT//acl:relcl//39 bättre//AB|KOM//advmod//43 rustad//PC|PRF|UTR|SIN|IND|NOM//xcomp//41 för//PP//mark//46 att//IE//mark//46 bemöta//VB|INF|AKT//advcl//41 framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 utmaningar//NN|UTR|PLU|IND|NOM//obj//46 .//MAD//punct//2
Vad har vi att lära – och lära ut?;Amsterdamfördraget//NN|NEU|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 egentligen//AB//advmod//1 inte//AB//advmod//1 några//DT|UTR/NEU|PLU|IND//det//7 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 institutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 reformer//NN|UTR|PLU|IND|NOM//obj//1 .//MAD//punct//1
Vad har vi att lära – och lära ut?;Däremot//AB//advmod//14 är//VB|PRS|AKT//cop//14 fördraget//NN|NEU|SIN|DEF|NOM//nsubj//14 ett//DT|NEU|SIN|IND//det//14 litet//JJ|POS|NEU|SIN|IND|NOM//amod//14 steg//NN|NEU|SIN|IND|NOM//parataxis//1 på//PP//advmod//14 väg//NN|UTR|SIN|IND|NOM//fixed//15 mot//PP//case//21 ett//DT|NEU|SIN|IND//det//21 mer//AB|KOM//advmod//20 öppet//JJ|POS|NEU|SIN|IND|NOM//amod//21 EU//PM|NOM//obl//14 .//MAD//punct//1
Vad har vi att lära – och lära ut?;Amsterdamfördraget//NN|NEU|SIN|DEF|NOM//nsubj//24 ger//VB|PRS|AKT//parataxis//1 unionsmedborgarna//NN|UTR|PLU|DEF|NOM//obj//24 och//KN//cc//27 dem//PN|UTR/NEU|PLU|DEF|OBJ//conj//25 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//27 eller//KN//cc//32 har//VB|PRS|AKT//conj//30 sitt//PS|NEU|SIN|DEF//nmod:poss//34 säte//NN|NEU|SIN|IND|NOM//obj//32 i//PP//case//38 en//DT|UTR|SIN|IND//det//38 medlemsstat//NN|UTR|SIN|IND|NOM//amod//38 rätt//NN|UTR|SIN|IND|NOM//obl//32 att//IE//mark//40 ta//VB|INF|AKT//acl//38 del//NN|UTR|SIN|IND|NOM//obj//40 av//PP//case//43 parlamentets//NN|NEU|SIN|DEF|GEN//nmod//41 ,//MID//punct//45 ministerrådets//NN|NEU|SIN|DEF|GEN//conj//43 och//KN//cc//47 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 handlingar//NN|UTR|PLU|IND|NOM//conj//43 .//MAD//punct//24
Vad har vi att lära – och lära ut?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//54 är//VB|PRS|AKT//cop//54 ett//DT|NEU|SIN|IND//det//54 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//54 framsteg//NN|NEU|SIN|IND|NOM//conj//24 .//MAD//punct//54
Vad har vi att lära – och lära ut?;Men//KN//cc//58 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//58 räcker//VB|PRS|AKT//conj//1 inte//AB//advmod//58 .//MAD//punct//58
Vad har vi att lära – och lära ut?;Sverige//PM|NOM//nsubj//67 måste//VB|PRS|AKT//aux//67 i//PP//case//64 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//67 aktivt//AB|POS//advmod//67 vara//VB|INF|AKT//cop//67 pådrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//58 i//PP//case//69 ministerrådet//NN|NEU|SIN|DEF|NOM//obl//67 för//PP//mark//73 att//SN//fixed//70 de//DT|UTR/NEU|PLU|DEF//nsubj//73 tillämpningsregler//NN|UTR|PLU|IND|NOM//advcl//67 som//HP|-|-|-//nsubj//75 gör//VB|PRS|AKT//acl:relcl//73 offentlighetsprincipen//NN|UTR|SIN|DEF|NOM//obj//75 praktiskt//AB|POS//advmod//78 användbar//JJ|POS|UTR|SIN|IND|NOM//amod//79 tillgodoser//VB|PRS|AKT//obj//75 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//81 krav//NN|NEU|PLU|IND|NOM//obj//75 på//PP//case//84 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 öppenhet//NN|UTR|SIN|IND|NOM//obl//75 och//KN//cc//86 insyn//NN|UTR|SIN|IND|NOM//conj//84 i//PP//case//88 EU//PM|NOM//nmod//86 ://MID//punct//73 s//NN|NEU|SIN|IND|GEN//nummod//91 arbete//NN|NEU|SIN|IND|NOM//nsubj//58 .//MAD//punct//58
Vad har vi att lära – och lära ut?;Sverige//PM|NOM//nsubj//95 bör//VB|PRS|AKT//aux//95 verka//VB|INF|AKT//parataxis//58 för//PP//mark//110 att//SN//mark//110 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//110 om//PP//case//100 meddelarfrihet//NN|UTR|SIN|IND|NOM//nmod//98 för//PP//case//102 anställda//NN|UTR|PLU|IND|NOM//nmod//100 inom//PP//case//104 EU//PM|NOM//nmod//102 ://MID//punct//98 s//NN|AN//case//107 institutioner//NN|UTR|PLU|IND|NOM//nsubj:pass//110 och//KN//cc//109 organ//NN|NEU|PLU|IND|NOM//conj//107 införs//VB|PRS|SFO//advcl//95 .//MAD//punct//58 .//MAD//punct//58
Vad har vi att lära – och lära ut?;Roger//PM|NOM//ROOT//0 Kaliff//PM|NOM//flat:name//0 ,//MID//punct//4 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//4 ordförande//NN|UTR|SIN|IND|NOM//conj//0 i//PP//case//6 EU//PM|NOM//obl//0 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//9 regionkommitté//NN|UTR|SIN|IND|NOM//appos//0 ,//MID//punct//11 Kalmar//PM|NOM//conj//9

Regionkommitténs roll i EU;"Regionkommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 roll//NN|UTR|SIN|IND|NOM//nsubj:pass//5 i//PP//case//3 EU//PM|NOM//nmod//1 kan//VB|PRS|AKT//aux//5 belysas//VB|INF|SFO//ROOT//5 utifrån//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 aspekter//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//13 jag//PN|UTR|SIN|DEF|SUB//nsubj//13 vill//VB|PRS|AKT//aux//13 här//AB//advmod//13 nämna//VB|INF|AKT//conj//5 tre//RG|NOM//nummod//13 ;//MID//punct//5"
Regionkommitténs roll i EU;dels//KN//advmod//20 utifrån//PP//case//20 den//DT|UTR|SIN|DEF//det//20 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 principen//NN|UTR|SIN|DEF|NOM//conj//5 om//PP//case//22 subsidiaritet//NN|UTR|SIN|IND|NOM//nmod//20 ,//MID//punct//30 dels//KN//advmod//29 utifrån//PP//case//29 det//DT|NEU|SIN|DEF//det//28 inflytande//NN|NEU|SIN|IND|NOM//amod//28 Regionkommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//29 yttranden//NN|NEU|PLU|IND|NOM//nsubj//30 har//VB|PRS|AKT//acl:relcl//20 för//PP//case//33 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 ställningstaganden//NN|NEU|PLU|IND|NOM//obl//30 samt//KN//cc//36 Regionkommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//36 roll//NN|UTR|SIN|IND|NOM//conj//33 i//PP//mark//39 att//IE//mark//39 stödja//VB|INF|AKT//acl//36 och//KN//cc//41 stärka//VB|INF|AKT//conj//39 ansökarländerna//NN|UTR|PLU|DEF|NOM//obj//41 i//PP//case//44 Öst-//NN|UTR|-|-|SMS//obl//41 och//KN//cc//46 Centraleuropa//PM|NOM//conj//44 .//MAD//punct//5
Regionkommitténs roll i EU;Regionkommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 EU//PM|NOM//ROOT//2 ://MID//punct//2 s//NN|AN//nummod//6 yngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//6 institution//NN|UTR|SIN|IND|NOM//appos//2 och//KN//cc//9 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//9 etablerades//VB|PRT|SFO//conj//2 genom//PP//case//11 Maastrichtfördraget//PM|NOM//obl//9 i//PP//case//13 november//NN|UTR|SIN|IND|NOM//obl//9 1993//RG|NOM//nummod//13 .//MAD//punct//2
Regionkommitténs roll i EU;Dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//18 första//RO|NOM//amod//18 plenarsession//NN|UTR|SIN|IND|NOM//nsubj:pass//19 hölls//VB|PRT|SFO//parataxis//2 i//PP//case//21 mars//NN|UTR|SIN|IND|NOM//obl//19 1994//RG|NOM//nummod//21 .//MAD//punct//2
Regionkommitténs roll i EU;Regionkommittén//NN|UTR|SIN|DEF|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 lösning//NN|UTR|SIN|IND|NOM//parataxis//2 på//PP//case//29 strävan//NN|UTR|SIN|DEF|NOM//nmod//27 att//IE//mark//31 stärka//VB|INF|AKT//acl//29 den//DT|UTR|SIN|DEF//det//36 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 och//KN//cc//35 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//33 nivån//NN|UTR|SIN|DEF|NOM//obj//31 i//PP//case//39 globaliseringens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 tidevarv//NN|NEU|SIN|IND|NOM//obl//31 ,//MID//punct//46 där//HA//advmod//46 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//45 och//KN//cc//44 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//42 människor//NN|UTR|PLU|IND|NOM//nsubj//46 känner//VB|PRS|AKT//acl:relcl//39 att//SN//mark//49 besluten//NN|NEU|PLU|DEF|NOM//nsubj:pass//49 tas//VB|PRS|SFO//ccomp//46 långt//AB|POS//advmod//49 från//PP//case//52 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//49 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 .//MAD//punct//27

Subsidiaritetsprincipen;Regionkommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 visar//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 att//SN//mark//5 regionerna//NN|UTR|PLU|DEF|NOM//nsubj//5 betyder//VB|PRS|AKT//ccomp//1 något//PN|NEU|SIN|IND|SUB/OBJ//obj//5 för//PP//case//8 EU//PM|NOM//obl//5 .//MAD//punct//1
Subsidiaritetsprincipen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 är//VB|PRS|AKT//cop//12 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//1 att//SN//mark//29 de//DT|UTR/NEU|PLU|DEF//det//15 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//29 som//HP|-|-|-//nsubj//17 finns//VB|PRS|SFO//acl:relcl//15 närmast//AB|SUV//advmod//17 medborgarna//NN|UTR|PLU|DEF|NOM//obj//17 ,//MID//punct//19 dvs.//AB|AN//advmod//22 borgmästare//NN|UTR|PLU|IND|NOM//appos//19 ,//MID//punct//24 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//22 och//KN//cc//26 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 företrädare//NN|UTR|PLU|IND|NOM//conj//22 m.fl.//AB|AN//conj//19 ges//VB|PRS|SFO//csubj//12 möjlighet//NN|UTR|SIN|IND|NOM//obj//29 att//IE//mark//32 framföra//VB|INF|AKT//acl//30 synpunkter//NN|UTR|PLU|IND|NOM//obj//32 på//PP//case//36 de//DT|UTR/NEU|PLU|DEF//det//36 beslut//NN|NEU|PLU|IND|NOM//obl//32 som//HP|-|-|-//nsubj//38 påverkar//VB|PRS|AKT//acl:relcl//36 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//38 och//KN//cc//41 utvecklingen//NN|UTR|SIN|DEF|NOM//conj//39 för//PP//case//44 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//44 samhällen//NN|NEU|PLU|IND|NOM//nmod//41 .//MAD//punct//12
Subsidiaritetsprincipen;Regionkommittén//NN|UTR|SIN|DEF|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 därför//AB//advmod//51 en//DT|UTR|SIN|IND//det//50 subsidiaritetsprincipens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 väktare//NN|UTR|SIN|IND|NOM//conj//12 eftersom//SN//mark//55 denna//DT|UTR|SIN|DEF//det//54 princip//NN|UTR|SIN|IND|NOM//nsubj//55 ger//VB|PRS|AKT//advcl//51 den//DT|UTR|SIN|DEF//det//60 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 och//KN//cc//59 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//57 nivån//NN|UTR|SIN|DEF|NOM//iobj//55 en//DT|UTR|SIN|IND//det//62 möjlighet//NN|UTR|SIN|IND|NOM//obj//55 att//IE//mark//64 agera//VB|INF|AKT//acl//62 där//HA//advmod//69 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//69 är//VB|PRS|AKT//cop//69 mest//AB|SUV//advmod//69 effektivt//JJ|POS|NEU|SIN|IND|NOM//ccomp//64 .//MAD//punct//51
Subsidiaritetsprincipen;Denna//DT|UTR|SIN|DEF//det//72 princip//NN|UTR|SIN|IND|NOM//nsubj:pass//73 stärktes//VB|PRT|SFO//parataxis//51 genom//PP//case//73
Subsidiaritetsprincipen;Amsterdamfördraget//NN|NEU|SIN|DEF|NOM//ROOT//0 och//KN//cc//2 kommer//VB|PRS|AKT//conj//0 förhoppningsvis//AB//advmod//2 att//IE//mark//5 genomsyra//VB|INF|AKT//advcl//2 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 EU//PM|NOM//obj//5 ://MID//punct//7 s//NN|NEU|SIN|IND|GEN//nummod//10 beslutsprocess//NN|UTR|SIN|IND|NOM//conj//0 i//PP//case//12 framtiden//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//0

Regionkommitténs yttranden;Regionkommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//2 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 uppgift//NN|UTR|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//ROOT//3 att//IE//mark//5 se//VB|INF|AKT//ccomp//3 till//PL//compound:prt//5 att//SN//mark//14 den//DT|UTR|SIN|DEF//det//13 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 och//KN//cc//11 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//9 nivåns//NN|NEU|SIN|DEF|GEN//fixed//9 intressen//NN|NEU|PLU|IND|NOM//nsubj:pass//14 tillgodoses//VB|PRS|SFO//ccomp//5 inom//PP//case//17 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 unionen//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//3
Regionkommitténs yttranden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 sker//VB|PRS|AKT//parataxis//3 delvis//AB//advmod//20 genom//PP//mark//27 att//SN//mark//27 ledamöterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//27 i//PP//case//26 kommittén//NN|UTR|SIN|DEF|NOM//nmod//24 samlas//VB|PRS|SFO//advcl//20 för//PP//mark//30 att//IE//mark//30 diskutera//VB|INF|AKT//advcl//27 fram//PL//compound:prt//30 och//KN//cc//33 besluta//VB|INF|AKT//conj//30 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//33 för//PP//case//38 ett//DT|NEU|SIN|IND//det//38 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//38 yttrande//NN|NEU|SIN|IND|NOM//obl//33 angående//PP//case//40 förslag//NN|NEU|PLU|IND|NOM//nmod//38 från//PP//case//42 kommissionen//NN|UTR|SIN|DEF|NOM//nmod//40 .//MAD//punct//20
Regionkommitténs yttranden;På//PP//case//46 detta//DT|NEU|SIN|DEF//det//46 sätt//NN|NEU|SIN|IND|NOM//obl//47 mobiliseras//VB|PRS|SFO//conj//20 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//47 på//PP//case//54 den//DT|UTR|SIN|DEF//det//54 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 och//KN//cc//53 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//51 nivån//NN|UTR|SIN|DEF|NOM//obl//47 i//PP//case//56 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl//47 .//MAD//punct//20
Regionkommitténs yttranden;I//PP//case//60 dessa//DT|UTR/NEU|PLU|DEF//det//60 yttranden//NN|NEU|PLU|IND|NOM//obl//20 till//PP//case//62 kommissionen//NN|UTR|SIN|DEF|NOM//nmod//60 kommer//VB|PRS|AKT//parataxis//3 Regionkommittén//NN|UTR|SIN|DEF|NOM//nsubj//63 med//PP//case//66 förslag//NN|NEU|SIN|IND|NOM//obl//63 på//PP//case//69 både//KN//cc//69 riktlinjer//NN|UTR|PLU|IND|NOM//nmod//66 och//KN//cc//73 mer//AB|KOM//advmod//72 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//73 synpunkter//NN|UTR|PLU|IND|NOM//conj//69 i//PP//case//78 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 principiellt//AB|POS//advmod//77 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 frågor//NN|UTR|PLU|IND|NOM//nmod//73 för//PP//case//84 den//DT|UTR|SIN|DEF//det//84 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 och//KN//cc//83 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//81 nivån//NN|UTR|SIN|DEF|NOM//nmod//78 .//MAD//punct//3
Regionkommitténs yttranden;Ett//DT|NEU|SIN|IND//det//87 exempel//NN|NEU|SIN|IND|NOM//nsubj//90 är//VB|PRS|AKT//cop//90 Regionkommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//90 yttranden//NN|NEU|PLU|IND|NOM//parataxis//3 om//PP//case//92 Agenda//PM|NOM//nmod//90 2000//RG|NOM//nummod//92 ,//MID//punct//90 där//HA//advmod//111 yttrandet//NN|NEU|SIN|DEF|NOM//nsubj//111 om//PP//case//98 framtiden//NN|UTR|SIN|DEF|NOM//nmod//96 för//PP//case//100 EU//PM|NOM//nmod//98 ://MID//punct//98 s//JJ|AN//nummod//103 strukturfonder//NN|UTR|PLU|IND|NOM//nmod//98 kanske//AB//advmod//111 var//VB|PRT|AKT//cop//109 det//DT|NEU|SIN|DEF//det//109 svåraste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//108 yttrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//109 Regionkommittén//NN|UTR|SIN|DEF|NOM//nsubj//111 någonsin//AB//advmod//111 behandlat//VB|SUP|AKT//acl:relcl//90 ,//MID//punct//127 men//KN//cc//127 där//HA//advmod//127 rapportörerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//127 ,//MID//punct//118 en//DT|UTR|SIN|IND//det//118 spanjor//NN|UTR|SIN|IND|NOM//conj//115 och//KN//cc//121 en//DT|UTR|SIN|IND//det//121 tysk//JJ|POS|UTR|SIN|IND|NOM//conj//115 ,//MID//punct//115 på//PP//case//126 ett//DT|NEU|SIN|IND//det//126 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//126 sätt//NN|NEU|SIN|IND|NOM//obl//127 lyckades//VB|PRT|SFO//conj//111 enas//VB|INF|SFO//xcomp//127 om//PP//case//131 ett//DT|NEU|SIN|IND//det//131 yttrande//NN|NEU|SIN|IND|NOM//obl//128 där//HA//advmod//141 både//KN//cc//141 de//DT|UTR/NEU|PLU|DEF//det//141 rika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//141 och//KN//cc//141 de//DT|UTR/NEU|PLU|DEF//det//139 fattigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//139 regionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//140 intressen//NN|NEU|PLU|IND|NOM//nsubj:pass//141 tillgodosågs//VB|PRT|SFO//acl:relcl//131 .//MAD//punct//3

