Civilsamhället;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VIII//RG|NOM//ROOT//2

Noter (2);Institutions//PM|GEN//nmod//3 and//PM|NOM//cc//0 Democratic//PM|NOM//conj//0 Citizenship//PM|NOM//obl//7 .//MAD//punct//7
Noter (2);För//PP//case//6 referenser//NN|UTR|PLU|IND|NOM//obl//7 ber//VB|PRS|AKT//ROOT//7 jag//PN|UTR|SIN|DEF|SUB//nsubj//7 ,//MID//punct//7 då//HA//advmod//14 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//14 inte//AB//advmod//14 särskilt//AB//advmod//14 anges//VB|INF|SFO//advcl//7 ,//MID//punct//18 att//IE//mark//18 få//VB|INF|AKT//aux//18 hänvisa//VB|INF|AKT//advcl//14 till//PP//case//21 detta//DT|NEU|SIN|DEF//det//21 arbete//NN|NEU|SIN|IND|NOM//obl//18 .//MAD//punct//7

Om civilsamhällets roll för demokrati och välfärd;Emil//PM|NOM//ROOT//0 Uddhammar//PM|NOM//flat:name//0

Problemställning;Sverige//PM|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 föreningslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//3 hemland//NN|NEU|SIN|IND|NOM//nsubj//42 .//MID//punct//3
Problemställning;Civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 organisationer//NN|UTR|PLU|IND|NOM//nsubj//9 har//VB|PRS|AKT//aux//9 blomstrat//VB|SUP|AKT//parataxis//3 hos//PP//case//11 oss//PN|UTR|PLU|DEF|OBJ//obl//9 ,//MID//punct//3 och//KN//cc//14 fortsätter//VB|PRS|AKT//conj//3 att//IE//mark//16 verka//VB|INF|AKT//xcomp//14 på//PP//case//19 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 områden//NN|NEU|PLU|IND|NOM//obl//16 .//MAD//punct//3
Problemställning;Antalet//NN|NEU|SIN|DEF|NOM//nmod//22 organisationer//NN|UTR|PLU|IND|NOM//nsubj//27 och//KN//cc//24 medlemmar//NN|UTR|PLU|IND|NOM//conj//22 är//VB|PRS|AKT//cop//27 lika//AB//advmod//27 stort//JJ|POS|NEU|SIN|IND|NOM//conj//3 eller//KN//cc//29 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//27 än//KN//case//34 i//PP//case//34 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 jämförbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 länder//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//3
Problemställning;Andelen//NN|UTR|SIN|DEF|NOM//nmod:poss//39 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 kontanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 bidrag//NN|NEU|PLU|IND|NOM//conj//3 är//VB|PRS|AKT//cop//42 något//AB//det//42 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//42 i//PP//case//44 Sverige//PM|NOM//obl//42 ,//MID//punct//47 men//KN//cc//47 kompenseras//VB|PRS|SFO//conj//42 mer//AB|KOM//advmod//50 än//KN//case//50 väl//AB|POS//advmod//47 av//PP//case//56 det//DT|NEU|SIN|DEF//det//54 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 antalet//NN|NEU|SIN|DEF|NOM//nmod//56 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 arbetstimmar//NN|UTR|PLU|IND|NOM//obl:agent//47 som//HP|-|-|-//nsubj:pass//58 tillförs//VB|PRS|SFO//acl:relcl//56 sektorn//NN|UTR|SIN|DEF|NOM//obj//58 (//PAD//punct//59 Micheletti//PM|NOM//appos//59 1994//RG|NOM//nummod//61 ,//MID//punct//59 Jeppson//PM|NOM//appos//59 Grassman//PM|NOM//flat:name//64 &//KN|AN//cc//67 Svedberg//PM|NOM//conj//64 1995//RG|NOM//nummod//67 ,//MID//punct//70 Lundström//PM|NOM//conj//64 &//KN|AN//cc//64 Wijkström//PM|NOM//flat:name//64 1997//RG|NOM//nummod//64 )//PAD//punct//59 .//MAD//punct//42
Problemställning;Under//PP//case//2 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 år//NN|NEU|PLU|IND|NOM//obl//3 har//VB|PRS|AKT//ROOT//3 civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 betydelse//NN|UTR|SIN|IND|NOM//obj//3 för//PP//case//7 välfärden//NN|UTR|SIN|DEF|NOM//obl//3 och//KN//cc//10 demokratin//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 lyfts//VB|PRS|SFO//conj//3 fram//PL//advmod//10 i//PP//case//13 samhällsforskningen//NN|UTR|SIN|DEF|NOM//obl//10 .//MAD//punct//3
Problemställning;Ett//DT|NEU|SIN|IND//det//16 huvudresultat//NN|NEU|SIN|IND|NOM//appos//3 av//PP//case//18 forskningen//NN|UTR|SIN|DEF|NOM//nmod//16 är//VB|PRS|AKT//cop//16 att//SN//mark//22 vi//PN|UTR|PLU|DEF|SUB//nsubj//22 har//VB|PRS|AKT//csubj//16 en//DT|UTR|SIN|IND//det//27 jämförelsevis//AB//advmod//25 liten//JJ|POS|UTR|SIN|IND|NOM//amod//27 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//27 sektor//NN|UTR|SIN|IND|NOM//obj//22 inom//PP//case//29 välfärdsproduktion//NN|UTR|SIN|IND|NOM//obl//22 ,//MID//punct//16 alltså//AB//advmod//35 inom//PP//case//35 det//DT|NEU|SIN|DEF//det//35 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 området//NN|NEU|SIN|DEF|NOM//appos//16 .//MAD//punct//16
Problemställning;Man//PN|UTR|SIN|IND|SUB//nsubj//39 har//VB|PRS|AKT//aux//39 talat//VB|SUP|AKT//conj//3 om//PP//case//43 det//DT|NEU|SIN|DEF//det//42 offentligas//JJ|POS|UTR/NEU|SIN|DEF|GEN//nmod:poss//43 kolonisering//NN|UTR|SIN|IND|NOM//obl//39 av//PP//case//47 den//DT|UTR|SIN|DEF//det//47 frivilliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 sektorn//NN|UTR|SIN|DEF|NOM//nmod//43 och//KN//cc//49 marknaden//NN|UTR|SIN|DEF|NOM//conj//47 på//PP//case//52 detta//DT|NEU|SIN|DEF//det//52 område//NN|NEU|SIN|IND|NOM//nmod//49 .//MAD//punct//39
Problemställning;Analyser//NN|UTR|PLU|IND|NOM//nsubj//3 av//PP//case//2 välfärdspolitik//NN|UTR|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//ROOT//3 ofta//AB|POS//advmod//3 en//DT|UTR|SIN|IND//det//6 slagsida//NN|UTR|SIN|IND|NOM//obj//3 ,//MID//punct//6 som//HP|-|-|-//nsubj//9 yttrar//VB|PRS|AKT//acl:relcl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//9 i//PP//case//17 ett//DT|NEU|SIN|IND//det//17 mer//AB|KOM//advmod//16 eller//KN//fixed//13 mindre//AB|KOM//fixed//13 uttalat//PC|PRF|NEU|SIN|IND|NOM//amod//17 antagande//NN|NEU|SIN|IND|NOM//obl//9 att//SN//mark//30 det//DT|NEU|SIN|DEF//det//21 optimala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 förhållandet//NN|NEU|SIN|DEF|NOM//nsubj//30 är//VB|PRS|AKT//cop//30 ett//DT|NEU|SIN|IND//det//30 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 ,//MID//punct//26 generellt//AB|POS//amod//30 och//KN//cc//28 generöst//AB|POS//conj//26 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//30 välfärdssystem//NN|NEU|SIN|IND|NOM//acl//17 .//MAD//punct//3
Problemställning;I//PP//case//34 denna//DT|UTR|SIN|DEF//det//34 forskningstradition//NN|UTR|SIN|IND|NOM//obl//59 (//PAD//punct//34 Esping//PM|NOM//appos//34 Andersen//PM|NOM//flat:name//36 1990//RG|NOM//nummod//36 ,//MID//punct//36 Flora//PM|NOM//conj//36 and//PM|NOM//cc//36 Heidenheimer//PM|NOM//nmod//36 1981//RG|NOM//nummod//42 ,//MID//punct//36 Offe//PM|NOM//conj//36 1984//RG|NOM//nummod//45 ,//MID//punct//48 Huber//PM|NOM//conj//36 et//PM|NOM//flat//48 al//PM|NOM//nmod//51 1993//RG|NOM//nmod//48 ,//MID//punct//36 Rothstein//PM|NOM//conj//36 1994//RG|NOM//nummod//53 ,//MID//punct//36 Svallfors//PM|NOM//conj//36 1997//RG|NOM//nummod//56 )//PAD//punct//36 förbises//VB|PRS|SFO//conj//3 ofta//AB|POS//advmod//59 civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//62 insatser//NN|UTR|PLU|IND|NOM//obj//59 och//KN//cc//64 möjligheter//NN|UTR|PLU|IND|NOM//conj//62 helt//AB|POS//advmod//59 ,//MID//punct//59 eller//KN//cc//69 så//AB//advmod//69 betraktas//VB|PRS|SFO//conj//59 denna//DT|UTR|SIN|DEF//det//71 sektor//NN|UTR|SIN|IND|NOM//nsubj:pass//69 som//KN//obj//78 ett//DT|NEU|SIN|IND//det//74 hinder//NN|NEU|SIN|IND|NOM//nsubj//78 eller//KN//cc//77 en//DT|UTR|SIN|IND//det//77 primitiv//JJ|POS|UTR|SIN|IND|NOM//conj//74 rest//NN|UTR|SIN|IND|NOM//acl:relcl//71 som//HA//mark//83 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//79 gäller//VB|PRS|AKT//fixed//79 att//IE//mark//83 undanröja//VB|INF|AKT//advcl//78 .//MAD//punct//3
Problemställning;Mer//AB|KOM//advmod//1 generellt//AB|POS//advmod//2 kännetecknas//VB|PRS|SFO//nmod:poss//33 studier//NN|UTR|PLU|IND|NOM//nsubj:pass//2 av//PP//case//5 välfärds-//NN|NEU|-|-|SMS//nmod//3 och//KN//cc//7 socialväsendet//NN|NEU|SIN|DEF|NOM//conj//5 i//PP//case//10 hög//JJ|POS|UTR|SIN|IND|NOM//amod//10 grad//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//13 ”//PAD//punct//13 sektorsprotektionism//NN|UTR|SIN|IND|NOM//acl//10 ”//PAD//punct//2 .//MID//punct//2
Problemställning;När//HA//mark//19 en//DT|UTR|SIN|IND//det//18 forskare//NN|UTR|SIN|IND|NOM//nsubj//19 fokuserar//VB|PRS|AKT//advcl//33 en//PN|UTR|SIN|IND|SUB/OBJ//obj//19 av//PP//case//24 de//DT|UTR/NEU|PLU|DEF//det//24 tre//RG|NOM//nummod//24 sektorerna//NN|UTR|PLU|DEF|NOM//nmod//20 (//PAD//punct//24 marknaden//NN|UTR|SIN|DEF|NOM//appos//24 ,//MID//punct//28 civilsamhället//NN|NEU|SIN|DEF|NOM//conj//24 eller//KN//cc//30 staten//NN|UTR|SIN|DEF|NOM//conj//24 )//PAD//punct//19 ,//MID//punct//33 underskattas//VB|INF|SFO//ROOT//33 ,//MID//punct//35 nedvärderas//VB|PRS|SFO//conj//33 eller//KN//cc//37 ignoreras//VB|PRS|SFO//conj//33 vanligen//AB//advmod//37 de//DT|UTR/NEU|PLU|DEF//det//41 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 sektorerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//37 .//MAD//punct//33
Problemställning;(//PAD//punct//46 Esping//PM|NOM//nmod//45 Andersen//PM|NOM//nmod//46 1990//RG|NOM//appos//33 ,//MID//punct//48 Salonen//PM|NOM//appos//33 1993//RG|NOM//nummod//48 ,//MID//punct//48 Södersten//NN|UTR|SIN|DEF|NOM//nmod//48 1992//RG|NOM//nummod//51 ,//MID//punct//48 Rothstein//PM|NOM//nmod//48 1994//RG|NOM//nummod//54 ,//MID//punct//48 Cohen//PM|NOM//nmod//48 ,//MID//punct//48 G//PM|NOM//obl//33 A//PM|NOM//flat:name//59 1995//RG|NOM//nummod//59 )//PAD//punct//33 .//MAD//punct//33
Problemställning;Vad//HP|NEU|SIN|IND//nsubj//1 beror//VB|PRS|AKT//ROOT//1 denna//DT|UTR|SIN|DEF//det//3 skevhet//NN|UTR|SIN|IND|NOM//nsubj//1 på//PP//case//1 ?//MID//punct//1
Problemställning;En//DT|UTR|SIN|IND//det//7 orsak//NN|UTR|SIN|IND|NOM//nsubj//10 är//VB|PRS|AKT//cop//10 sannolikt//AB|POS//advmod//10 ämnesrivaliteten//NN|UTR|SIN|DEF|NOM//parataxis//1 mellan//PP//case//12 sociologin//NN|UTR|SIN|DEF|NOM//nmod//10 ,//MID//punct//14 nationalekonomin//NN|UTR|SIN|DEF|NOM//conj//12 och//KN//cc//16 statsvetenskapen//NN|UTR|SIN|DEF|NOM//conj//12 .//MAD//punct//10
Problemställning;Jag//PN|UTR|SIN|DEF|SUB//nsubj//19 har//VB|PRS|AKT//aux//24 i//PP//case//23 ett//DT|NEU|SIN|IND//det//23 annat//JJ|POS|NEU|SIN|IND|NOM//amod//23 sammanhang//NN|NEU|SIN|IND|NOM//obl//24 lyft//VB|SUP|AKT//parataxis//10 fram//PL//advmod//24 den//DT|UTR|SIN|DEF//det//28 metodiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 förbistringen//NN|UTR|SIN|DEF|NOM//obj//24 mellan//PP//case//31 främst//AB|SUV//advmod//31 ekonomer//NN|UTR|PLU|IND|NOM//nmod//28 och//KN//cc//33 sociologer//NN|UTR|PLU|IND|NOM//conj//31 i//PP//case//35 välfärdsforskningen//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//24
Problemställning;Dessa//DT|UTR/NEU|PLU|DEF//det//39 två//RG|NOM//nummod//39 forskargrupper//NN|UTR|PLU|IND|NOM//nsubj//40 talar//VB|PRS|AKT//parataxis//24 ofta//AB|POS//advmod//40 förbi//PP//case//43 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//40 .//MAD//punct//24
Problemställning;En//DT|UTR|SIN|IND//det//47 annan//JJ|POS|UTR|SIN|IND|NOM//amod//47 orsak//NN|UTR|SIN|IND|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 en//DT|UTR|SIN|IND//det//51 statscentrerad//PC|PRF|UTR|SIN|IND|NOM//amod//51 forskningstradition//NN|UTR|SIN|IND|NOM//parataxis//24 i//PP//case//53 Sverige//PM|NOM//nmod//51 från//PP//case//55 30-talet//NN|NEU|SIN|DEF|NOM//obl//24 och//KN//cc//57 framåt//AB//conj//55 .//MAD//punct//24
Problemställning;En//DT|UTR|SIN|IND//det//61 tredje//RO|NOM//amod//61 orsak//NN|UTR|SIN|IND|NOM//appos//24 ,//MID//punct//61 som//HP|-|-|-//nsubj//65 särskilt//AB//advmod//65 gäller//VB|PRS|AKT//acl:relcl//61 välfärdsforskares//NN|UTR|PLU|IND|GEN//nmod:poss//67 syn//NN|UTR|SIN|IND|NOM//obj//65 på//PP//case//69 marknaden//NN|UTR|SIN|DEF|NOM//nmod//67 ,//MID//punct//24 kan//VB|PRS|AKT//aux//72 hämtas//VB|INF|SFO//conj//10 från//PP//case//74 Max//PM|NOM//obl//72 Weber//PM|NOM//flat//74 .//MAD//punct//10
Problemställning;Han//PN|UTR|SIN|DEF|SUB//nsubj//78 noterade//VB|PRT|AKT//parataxis//10 att//SN//mark//95 de//DT|UTR/NEU|PLU|DEF//det//81 grupper//NN|UTR|PLU|IND|NOM//nsubj//95 som//HP|-|-|-//nsubj//83 befinner//VB|PRS|AKT//acl:relcl//81 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//83 på//PP//case//87 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//87 avstånd//NN|NEU|SIN|IND|NOM//obl//83 från//PP//case//90 marknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//90 verklighet//NN|UTR|SIN|IND|NOM//obl//83 ofta//AB|POS//advmod//95 är//VB|PRS|AKT//cop//95 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//95 argaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//95 kritiker//NN|UTR|SIN|IND|NOM//ccomp//78 .//MID//punct//78
Problemställning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//98 stämde//VB|PRT|AKT//conj//78 väl//AB|POS//advmod//98 in//AB//advmod//98 på//PP//case//105 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//103 samtids//NN|UTR|SIN|IND|GEN//nmod:poss//105 preussiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 godsägare//NN|UTR|SIN|IND|NOM//obl//98 ,//MID//punct//111 men//KN//cc//111 kanske//AB//advmod//111 också//AB//advmod//111 på//PP//case//111 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//98 av//PP//case//115 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//115 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 akademiker//NN|UTR|PLU|IND|NOM//nmod//111 .//MAD//punct//78
Problemställning;Webers//PM|GEN//nmod:poss//1 teori//NN|UTR|SIN|IND|NOM//nsubj//2 påvisar//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//5 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//5 risk//NN|UTR|SIN|IND|NOM//obj//2 inom//PP//case//7 välfärdsforskningen//NN|UTR|SIN|DEF|NOM//nmod//5 .//MAD//punct//2
Problemställning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//25 som//HP|-|-|-//nsubj//11 har//VB|PRS|AKT//acl:relcl//9 liten//JJ|POS|UTR|SIN|IND|NOM//amod//13 kontakt//NN|UTR|SIN|IND|NOM//obj//11 med//PP//case//15 civilsamhället//NN|NEU|SIN|DEF|NOM//obl//11 (//PAD//punct//9 t.ex.//AB|AN//advmod//21 i//PP//case//21 form//NN|UTR|SIN|IND|NOM//fixed//18 av//PP//fixed//18 frikyrkor//NN|UTR|PLU|IND|NOM//appos//9 eller//KN//cc//23 nykterhetsrörelse//NN|UTR|SIN|IND|NOM//conj//21 )//PAD//punct//9 tenderar//VB|PRS|AKT//parataxis//2 att//IE//mark//28 vara//VB|INF|AKT//cop//28 kritiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//25 mot//PP//case//31 denna//DT|UTR|SIN|DEF//det//31 sektor//NN|UTR|SIN|IND|NOM//obl//28 ,//MID//punct//25 och//KN//cc//52 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//52 som//HP|-|-|-//nsubj//36 har//VB|PRS|AKT//acl:relcl//34 liten//JJ|POS|UTR|SIN|IND|NOM//amod//38 kontakt//NN|UTR|SIN|IND|NOM//obj//36 med//PP//case//42 den//DT|UTR|SIN|DEF//det//42 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 sektorn//NN|UTR|SIN|DEF|NOM//obl//36 (//PAD//punct//42 t.ex.//AB|AN//advmod//48 i//PP//case//48 form//NN|UTR|SIN|IND|NOM//fixed//45 av//PP//fixed//45 skolan//NN|UTR|SIN|DEF|NOM//appos//42 )//PAD//punct//34 är//VB|PRS|AKT//cop//52 ofta//AB|POS//advmod//52 kritiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//25 mot//PP//case//55 denna//DT|UTR|SIN|DEF//det//55 sektor//NN|UTR|SIN|IND|NOM//obl//52 .//MAD//punct//25
Problemställning;Distans//NN|UTR|SIN|IND|NOM//obl//25 och//KN//cc//59 okunskap//NN|UTR|SIN|IND|NOM//conj//57 tycks//VB|PRS|SFO//conj//25 också//AB//advmod//60 i//PP//case//65 den//DT|UTR|SIN|DEF//det//65 akademiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 världen//NN|UTR|SIN|DEF|NOM//obl//60 spela//VB|INF|AKT//xcomp//60 roll//NN|UTR|SIN|IND|NOM//obj//66 .//MAD//punct//2
Problemställning;Beträffande//PP//case//1 civilsamhället//NN|NEU|SIN|DEF|NOM//obl//6 ,//MID//punct//3 välfärden//NN|UTR|SIN|DEF|NOM//conj//1 och//KN//cc//5 demokratin//NN|UTR|SIN|DEF|NOM//conj//1 har//VB|PRS|AKT//ROOT//6 jag//PN|UTR|SIN|DEF|SUB//nsubj//6 tre//RG|NOM//nummod//9 teser//NN|UTR|PLU|IND|NOM//obj//6 ,//MID//punct//9 som//HP|-|-|-//nsubj//12 bildar//VB|PRS|AKT//acl:relcl//9 utgångspunkt//NN|UTR|SIN|IND|NOM//obj//12 för//PP//case//15 framställningen//NN|UTR|SIN|DEF|NOM//obl//12 .//MAD//punct//6
Problemställning;Tes//NN|UTR|SIN|IND|NOM//nsubj//11 1//RG|NOM//nummod//0 .//MAD//punct//0
Problemställning; //_SP////2 Civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 strukturer//NN|UTR|PLU|IND|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 en//DT|UTR|SIN|IND//det//11 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//10 värdefull//JJ|POS|UTR|SIN|IND|NOM//amod//11 injektionskälla//NN|UTR|SIN|IND|NOM//ROOT//11 för//PP//case//15 den//DT|UTR|SIN|DEF//det//15 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 demokratin//NN|UTR|SIN|DEF|NOM//obl//11 som//KN//mark//17 helhet//NN|UTR|SIN|IND|NOM//acl//15 .//MAD//punct//11
Problemställning;Tes//NN|UTR|SIN|IND|NOM//discourse//6 2//RG|NOM//nummod//0 .//MAD//punct//0
Problemställning; //_SP////2 Den//DT|UTR|SIN|DEF//det//5 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//6 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//13 att//IE//mark//8 påverka//VB|INF|AKT//acl//6 sin//PS|UTR|SIN|DEF//nmod:poss//10 vardag//NN|UTR|SIN|IND|NOM//obj//8 är//VB|PRS|AKT//cop//13 ett//DT|NEU|SIN|IND//det//13 värde//NN|NEU|SIN|IND|NOM//ROOT//13 i//PP//case//15 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//13 .//MAD//punct//13
Problemställning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 gäller//VB|PRS|AKT//parataxis//13 inte//AB//advmod//18 bara//AB//advmod//18 möjligheten//NN|UTR|SIN|DEF|NOM//obj//18 att//IE//mark//23 påverka//VB|INF|AKT//acl//21 inriktningen//NN|UTR|SIN|DEF|NOM//obj//23 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 producent//NN|UTR|SIN|IND|NOM//nmod//24 man//PN|UTR|SIN|IND|SUB//nsubj//29 valt//VB|SUP|AKT//acl:relcl//27 ,//MID//punct//36 utan//KN//cc//36 också//AB//advmod//36 den//DT|UTR|SIN|DEF//det//36 mer//AB|KOM//advmod//35 fundamentala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 möjligheten//NN|UTR|SIN|DEF|NOM//conj//21 att//IE//mark//39 kunna//VB|INF|AKT//aux//39 välja//VB|INF|AKT//acl//36 mellan//PP//case//42 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 producenter//NN|UTR|PLU|IND|NOM//obl//39 av//PP//case//44 välfärdstjänster//NN|UTR|PLU|IND|NOM//nmod//42 .//MAD//punct//13
Problemställning;Tes//NN|UTR|SIN|IND|NOM//nsubj//10 3//RG|NOM//nummod//0 .//MAD//punct//0
Problemställning;Välfärdssektorns//PM|GEN//nmod:poss//4 produkter//NN|UTR|PLU|IND|NOM//nsubj//10 och//KN//cc//6 tjänster//NN|UTR|PLU|IND|NOM//conj//4 bör//VB|PRS|AKT//aux//10 vara//VB|INF|AKT//cop//10 så//AB//advmod//10 billiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//10 och//KN//cc//12 ha//VB|INF|AKT//conj//10 så//AB//advmod//14 hög//JJ|POS|UTR|SIN|IND|NOM//amod//15 kvalitet//NN|UTR|SIN|IND|NOM//obj//12 som//KN//mark//17 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//15 .//MAD//punct//10
Problemställning;Vilken//HP|UTR|SIN|IND//nsubj//4 är//VB|PRS|AKT//cop//4 den//DT|UTR|SIN|DEF//det//4 optimala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 fördelningen//NN|UTR|SIN|DEF|NOM//ROOT//4 av//PP//case//6 ansvaret//NN|NEU|SIN|DEF|NOM//nmod//4 för//PP//case//9 ,//MID//punct//9 finansiering//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//11 produktion//NN|UTR|SIN|IND|NOM//conj//9 av//PP//case//13 välfärdstjänster//NN|UTR|PLU|IND|NOM//nmod//11 mellan//PP//case//15 civilsamhället//NN|NEU|SIN|DEF|NOM//nmod//6 ,//MID//punct//17 marknaden//NN|UTR|SIN|DEF|NOM//conj//15 och//KN//cc//19 staten//NN|UTR|SIN|DEF|NOM//conj//15 ?//MID//punct//4
Problemställning;Varför//HA//advmod//27 är//VB|PRS|AKT//cop//27 den//DT|UTR|SIN|DEF//det//25 frivilliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 sektorn//NN|UTR|SIN|DEF|NOM//nsubj//27 så//AB//advmod//27 liten//JJ|POS|UTR|SIN|IND|NOM//conj//4 inom//PP//case//31 det//DT|NEU|SIN|DEF//det//31 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 området//NN|NEU|SIN|DEF|NOM//nmod//27 i//PP//case//33 Sverige//PM|NOM//nmod//31 i//PP//advmod//27 dag//NN|UTR|SIN|IND|NOM//fixed//34 ?//MID//punct//27
Problemställning;Vilken//HD|UTR|SIN|IND//det//39 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//39 förmåga//NN|UTR|SIN|IND|NOM//conj//27 att//IE//mark//41 ansvara//VB|INF|AKT//acl//39 för//PP//case//41 ,//MID//punct//44 finansiera//VB|INF|AKT//conj//27 och//KN//cc//46 producera//VB|INF|AKT//conj//27 välfärd//NN|UTR|SIN|IND|NOM//obj//46 finns//VB|PRS|SFO//conj//27 i//PP//case//51 respektive//AB//amod//51 sektor//NN|UTR|SIN|IND|NOM//obl//48 ?//MID//punct//27
Problemställning;Och//KN//cc//57 vilka//HD|UTR/NEU|PLU|IND//det//56 typiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 begränsningar//NN|UTR|PLU|IND|NOM//nsubj//57 finns//VB|PRS|SFO//conj//27 ?//MID//punct//57
Problemställning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 är//VB|PRS|AKT//cop//62 de//DT|UTR/NEU|PLU|DEF//det//62 frågor//NN|UTR|PLU|IND|NOM//parataxis//57 jag//PN|UTR|SIN|DEF|SUB//nsubj//65 skall//VB|PRS|AKT//aux//65 söka//VB|INF|AKT//acl:relcl//62 besvara//VB|INF|AKT//xcomp//65 här//AB//advmod//66 .//MAD//punct//27

