4WFOTL  LPE  GÚS   CPMBHTTUZSOJOH ;&//KN|AN//cc//2 ÚRSLAG//JJ|POS|UTR/NEU|SIN|DEF|NOM//mark//2 FRÍN//PM|NOM//ROOT//2 +//MID//cc//4 ODGRUPPEN//PM|NOM//conj//2

4.3.2 Styrelsen skall lämna förslag till principer för ersättning och övriga anställningsvillkor för bolagsledningen. Principerna skall godkännas av bolagsstämman. Förslaget skall ge information om och motivera de huvudsakliga principerna för: / Förslaget skall redovisa vilken krets av befattningshavare principerna avser samt hur frågor om ersättning till bolagsledningen bereds av styrelsen.;Med//PP//case//2 rörlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 ersättning//NN|UTR|SIN|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 även//AB//advmod//3 deltagande//NN|NEU|SIN|IND|NOM//nsubj:pass//3 i//PP//case//7 incitamentsprogram//NN|NEU|PLU|IND|NOM//obl//3 .//MAD//punct//3
4.3.2 Styrelsen skall lämna förslag till principer för ersättning och övriga anställningsvillkor för bolagsledningen. Principerna skall godkännas av bolagsstämman. Förslaget skall ge information om och motivera de huvudsakliga principerna för: / Förslaget skall redovisa vilken krets av befattningshavare principerna avser samt hur frågor om ersättning till bolagsledningen bereds av styrelsen.;Att//SN//mark//12 förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 presenteras//VB|INF|SFO//ccomp//3 i//PP//case//14 kallelsen//NN|UTR|SIN|DEF|NOM//obl//12 och//KN//cc//16 hållas//VB|INF|SFO//conj//12 tillgängligt//AB|POS//advmod//16 hos//PP//case//19 bolaget//NN|NEU|SIN|DEF|NOM//obl//16 senast//AB|SUV//case//22 två//RG|NOM//nummod//22 veckor//NN|UTR|PLU|IND|NOM//obl//16 före//PP//case//24 stämman//NN|UTR|SIN|DEF|NOM//obl//16 samt//KN//cc//28 på//PP//case//28 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 hemsida//NN|UTR|SIN|IND|NOM//nsubj//29 framgår//VB|PRS|AKT//conj//12 av//PP//case//32 punkterna//NN|UTR|PLU|DEF|NOM//nmod//32 1.1.3//RG|NOM//obl//29 och//KN//cc//34 1.1.5//RG|NOM//conj//32 .//MAD//punct//3

4.3.3 Styrelsen skall besluta om ersättning och övriga anställningsvillkor för bolagets verkställande direktör i enlighet med de av bolagsstämman fastställda principerna. Verkställande direktören beslutar om ersättning och övriga anställningsvillkor för övriga befattningshavare i bolagsledningen i enlighet med principerna.;Även//AB//mark//4 om//SN//fixed//0 inte//AB//advmod//4 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 beslutar//VB|PRS|AKT//advcl//18 om//PP//case//6 ersättningar//NN|UTR|PLU|IND|NOM//obl//4 till//PP//case//8 befattningshavare//NN|UTR|PLU|IND|NOM//nmod//6 direkt//AB|POS//advmod//10 underställda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//12 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 direktören//NN|UTR|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 ofta//AB|POS//advmod//18 en//DT|UTR|SIN|IND//det//18 god//JJ|POS|UTR|SIN|IND|NOM//amod//18 ordning//NN|UTR|SIN|IND|NOM//ROOT//18 att//SN//mark//22 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//21 ersättningar//NN|UTR|PLU|IND|NOM//nsubj:pass//22 beslutas//VB|PRS|SFO//acl//18 av//PP//case//25 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 direktören//NN|UTR|SIN|DEF|NOM//obl:agent//22 för//PP//case//27 godkännande//NN|NEU|SIN|IND|NOM//obl//22 av//PP//case//29 styrelsen//NN|UTR|SIN|DEF|NOM//nmod//27 eller//KN//cc//31 ersättningsutskottet//NN|NEU|SIN|DEF|NOM//conj//29 innan//SN//mark//34 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//34 träder//VB|PRS|AKT//advcl//22 i//PP//compound:prt//34 kraft//NN|UTR|SIN|IND|NOM//fixed//35 .//MAD//punct//18

4.3.4 Styrelsen skall i förekommande fall lämna förslag till aktie- och aktiekursrelaterade incitamentsprogram till verkställande direktören och övriga befattningshavare i bolagsledningen för godkännande av bolagsstämman. Styrelsens ordförande skall på bolagsstämman motivera förslag till sådant program samt redovisa beräknad kostnad för bolaget och eventuell utspädningseffekt för aktieägarna.;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//1 aktie-//NN|UTR|-|-|SMS//amod//4 och//KN//cc//3 aktiekursrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//1 program//NN|NEU|PLU|IND|NOM//nsubj:pass//26 till//PP//case//6 bolagsledningen//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//9 även//AB//advmod//9 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//4 som//HP|-|-|-//nsubj//12 endast//AB//advmod//12 leder//VB|PRS|AKT//acl:relcl//9 till//PP//case//14 kostnader//NN|UTR|PLU|IND|NOM//obl//12 för//PP//case//16 bolaget//NN|NEU|SIN|DEF|NOM//nmod//14 ,//MID//punct//20 t.ex.//AB|AN//advmod//20 program//NN|NEU|PLU|IND|NOM//nsubj//20 baserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//4 på//PP//case//23 syntetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 optioner//NN|UTR|PLU|IND|NOM//obl//20 ,//MID//punct//26 skall//VB|PRS|AKT//aux//26 godkännas//VB|INF|SFO//ROOT//26 av//PP//case//28 bolagsstämman//NN|UTR|SIN|DEF|NOM//obl:agent//26 .//MAD//punct//26
4.3.4 Styrelsen skall i förekommande fall lämna förslag till aktie- och aktiekursrelaterade incitamentsprogram till verkställande direktören och övriga befattningshavare i bolagsledningen för godkännande av bolagsstämman. Styrelsens ordförande skall på bolagsstämman motivera förslag till sådant program samt redovisa beräknad kostnad för bolaget och eventuell utspädningseffekt för aktieägarna.;Att//SN//mark//33 förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//33 skall//VB|PRS|AKT//aux//33 presenteras//VB|INF|SFO//advcl//26 i//PP//case//35 kallelsen//NN|UTR|SIN|DEF|NOM//obl//33 och//KN//cc//37 hållas//VB|INF|SFO//conj//33 tillgängligt//AB|POS//advmod//37 hos//PP//case//40 bolaget//NN|NEU|SIN|DEF|NOM//obl//37 senast//AB|SUV//case//43 två//RG|NOM//nummod//43 veckor//NN|UTR|PLU|IND|NOM//obl//37 före//PP//case//45 stämman//NN|UTR|SIN|DEF|NOM//obl//37 samt//KN//cc//49 på//PP//case//49 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 hemsida//NN|UTR|SIN|IND|NOM//nsubj//50 framgår//VB|PRS|AKT//conj//33 av//PP//case//53 punkterna//NN|UTR|PLU|DEF|NOM//nmod//53 1.1.3//RG|NOM//obl//50 och//KN//cc//55 1.1.5//RG|NOM//conj//53 .//MAD//punct//26

4.3.5 Styrelsen skall på ordinarie bolagsstämma presentera och motivera förslaget till principer för ersättning och andra anställningsvillkor för bolagsledningen samt svara på frågor om de ersättningar som under föregående räkenskapsår utgått till bolagsledningen.;Eftersom//SN//mark//2 ersättningsutskottet//NN|NEU|SIN|DEF|NOM//nsubj//2 bereder//VB|PRS|AKT//advcl//30 och//KN//cc//4 lämnar//VB|PRS|AKT//conj//2 förslag//NN|NEU|PLU|IND|NOM//obj//4 till//PP//case//7 styrelsen//NN|UTR|SIN|DEF|NOM//nmod//5 beträffande//PP//case//9 ersättning//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//12 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 anställningsvillkor//NN|NEU|PLU|IND|NOM//conj//9 för//PP//case//14 bolagsledningen//NN|UTR|SIN|DEF|NOM//nmod//12 ,//MID//punct//17 inklusive//PP//case//17 incitamentsprogram//NN|NEU|PLU|IND|NOM//conj//9 ,//MID//punct//21 enligt//PP//case//20 punkt//NN|UTR|SIN|IND|NOM//nmod//21 4.3.1//RG|NOM//nmod//17 ,//MID//punct//30 bör//VB|PRS|AKT//aux//30 utskottets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 ordförande//NN|UTR|SIN|IND|NOM//nsubj//30 enligt//PP//case//27 punkt//NN|UTR|SIN|IND|NOM//nmod//28 1.3.2//RG|NOM//nmod//25 vara//VB|INF|AKT//cop//30 beredd//PC|PRF|UTR|SIN|IND|NOM//ROOT//30 att//IE//mark//35 på//PP//case//34 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 uppdrag//NN|NEU|SIN|IND|NOM//obl//35 redovisa//VB|INF|AKT//acl//30 och//KN//cc//37 motivera//VB|INF|AKT//conj//35 förslaget//NN|NEU|SIN|DEF|NOM//obj//37 på//PP//case//40 bolagsstämman//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//30


5.1 Revisorns uppgifter;Bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 revisor//NN|UTR|SIN|IND|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 granska//VB|INF|AKT//ROOT//3 räkenskaperna//NN|UTR|PLU|DEF|NOM//obj//3 och//KN//cc//10 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 och//KN//cc//8 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//6 direktörens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 förvaltning//NN|UTR|SIN|IND|NOM//conj//4 i//PP//case//13 den//DT|UTR|SIN|DEF//det//13 utsträckning//NN|UTR|SIN|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//15 följer//VB|PRS|AKT//acl:relcl//13 av//PP//case//18 god//JJ|POS|UTR|SIN|IND|NOM//amod//18 revisionssed//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//3


6.1 Till bolagets årsredovisning skall fogas en särskild rapport om bolagsstyrningsfrågor. Av rapporten skall framgå om den reviderats eller inte.;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 ingå//VB|INF|AKT//ROOT//2 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 årsredovisningen//NN|UTR|SIN|DEF|NOM//obl//2 men//KN//cc//8 utgör//VB|PRS|AKT//conj//2 inte//AB//advmod//8 en//DT|UTR|SIN|IND//det//11 del//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//15 den//DT|UTR|SIN|DEF//det//15 legala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 årsredovisningen//NN|UTR|SIN|DEF|NOM//nmod//11 .//MAD//punct//2
6.1 Till bolagets årsredovisning skall fogas en särskild rapport om bolagsstyrningsfrågor. Av rapporten skall framgå om den reviderats eller inte.;En//DT|UTR|SIN|IND//det//18 sammanställning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 över//PP//case//21 Kodens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 krav//NN|NEU|SIN|IND|NOM//nmod//18 på//PP//case//23 information//NN|UTR|SIN|IND|NOM//nmod//21 i//PP//case//25 rapporten//NN|UTR|SIN|DEF|NOM//nmod//23 ges//VB|PRS|SFO//parataxis//2 i//PP//case//28 Bilaga//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//2

6.2 Bolag som tillämpar Koden skall i bolagsstyrningsrapporten ange att Koden tillämpas av bolaget samt översiktligt beskriva hur bolaget tillämpar Koden. Bolaget skall ange vilka regler i Koden det avviker från. Skälen för respektive avvikelse skall tydligt redovisas.;Koden//NN|UTR|SIN|DEF|NOM//nsubj//1 bygger//VB|PRS|AKT//ROOT//1 på//PP//mark//10 att//SN//mark//10 de//DT|UTR/NEU|PLU|DEF//det//5 bolag//NN|NEU|PLU|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj//7 tillämpar//VB|PRS|AKT//acl:relcl//5 den//PN|UTR|SIN|DEF|SUB/OBJ//det//10 tydligt//AB|POS//advmod//10 redovisar//VB|PRS|AKT//advcl//1 hur//HA//advmod//13 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//13 tillämpar//VB|PRS|AKT//ccomp//10 Koden//NN|UTR|SIN|DEF|NOM//obj//13 .//MAD//punct//1
6.2 Bolag som tillämpar Koden skall i bolagsstyrningsrapporten ange att Koden tillämpas av bolaget samt översiktligt beskriva hur bolaget tillämpar Koden. Bolaget skall ange vilka regler i Koden det avviker från. Skälen för respektive avvikelse skall tydligt redovisas.;Ett//DT|NEU|SIN|IND//det//17 bolag//NN|NEU|SIN|IND|NOM//nsubj//19 kan//VB|PRS|AKT//aux//19 avvika//VB|INF|AKT//parataxis//1 från//PP//case//22 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 regler//NN|UTR|PLU|IND|NOM//obl//19 genom//PP//mark//25 att//IE//mark//25 redovisa//VB|INF|AKT//advcl//19 avvikelsen//NN|UTR|SIN|DEF|NOM//obj//25 och//KN//cc//28 skälen//NN|NEU|PLU|DEF|NOM//conj//26 för//PP//case//30 avvikelsen//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//1
6.2 Bolag som tillämpar Koden skall i bolagsstyrningsrapporten ange att Koden tillämpas av bolaget samt översiktligt beskriva hur bolaget tillämpar Koden. Bolaget skall ange vilka regler i Koden det avviker från. Skälen för respektive avvikelse skall tydligt redovisas.;Varje//DT|UTR/NEU|SIN|IND//det//33 avvikelse//NN|UTR|SIN|IND|NOM//nsubj:pass//37 från//PP//case//35 Koden//NN|UTR|SIN|DEF|NOM//nmod//33 skall//VB|PRS|AKT//aux//37 motiveras//VB|INF|SFO//parataxis//1 .//MAD//punct//1

6.3 Bolaget skall på sin hemsida ha en särskild avdelning för bolagsstyrningsfrågor, där information som ingår i bolagsstyrningsrapporten löpande skall uppdateras och återfinnas tillsammans med övrig information som krävs enligt Koden.;Bolag//NN|NEU|PLU|IND|NOM//ROOT//0 som//HP|-|-|-//nsubj//2 tillämpar//VB|PRS|AKT//acl:relcl//0 Koden//NN|UTR|SIN|DEF|NOM//obj//2 skall//VB|PRS|AKT//aux//5 göra//VB|INF|AKT//conj//0 bolagsstyrningsinformation//NN|UTR|SIN|IND|NOM//obj//5 enkelt//AB|POS//advmod//8 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//5 för//PP//case//10 aktieägare//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 intressenter//NN|UTR|PLU|IND|NOM//conj//10 genom//PP//mark//16 att//IE//mark//16 ha//VB|INF|AKT//advcl//5 den//PN|UTR|SIN|DEF|SUB/OBJ//det//18 samlad//PC|PRF|UTR|SIN|IND|NOM//obj//16 på//PP//case//23 ett//DT|NEU|SIN|IND//det//23 och//KN//fixed//20 samma//DT|UTR/NEU|SIN/PLU|IND//conj//20 ställe//NN|NEU|SIN|IND|NOM//obl//16 på//PP//case//26 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//26 hemsida//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//0
6.3 Bolaget skall på sin hemsida ha en särskild avdelning för bolagsstyrningsfrågor, där information som ingår i bolagsstyrningsrapporten löpande skall uppdateras och återfinnas tillsammans med övrig information som krävs enligt Koden.;Bolaget//NN|NEU|SIN|DEF|NOM//nsubj//30 skall//VB|PRS|AKT//aux//30 hålla//VB|INF|AKT//parataxis//0 informationen//NN|UTR|SIN|DEF|NOM//obj//30 kontinuerligt//AB|POS//advmod//33 uppdaterad//PC|PRF|UTR|SIN|IND|NOM//xcomp//30 ,//MID//punct//30 vilket//HP|NEU|SIN|IND//nsubj//36 innebär//VB|PRS|AKT//acl:relcl//30 att//SN//mark//54 en//DT|UTR|SIN|IND//det//40 stor//JJ|POS|UTR|SIN|IND|NOM//amod//40 del//NN|UTR|SIN|IND|NOM//nsubj:pass//54 av//PP//case//43 den//DT|UTR|SIN|DEF//det//43 information//NN|UTR|SIN|IND|NOM//nmod//40 som//HP|-|-|-//nsubj:pass//45 erfordras//VB|PRS|SFO//acl:relcl//43 enligt//PP//case//47 kraven//NN|NEU|PLU|DEF|NOM//obl//45 på//PP//case//49 bolagsstyrningsrapporten//NN|UTR|SIN|DEF|NOM//nmod//47 enligt//PP//case//51 punkt//NN|UTR|SIN|IND|NOM//nmod//52 6.2//RG|NOM//nmod//49 skall//VB|PRS|AKT//aux//54 göras//VB|INF|SFO//ccomp//36 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//advmod//54 på//PP//case//57 hemsidan//NN|UTR|SIN|DEF|NOM//obl//54 innan//SN//mark//60 rapporten//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 publiceras//VB|PRS|SFO//advcl//54 i//PP//case//62 årsredovisningen//NN|UTR|SIN|DEF|NOM//obl//60 .//MAD//punct//30
6.3 Bolaget skall på sin hemsida ha en särskild avdelning för bolagsstyrningsfrågor, där information som ingår i bolagsstyrningsrapporten löpande skall uppdateras och återfinnas tillsammans med övrig information som krävs enligt Koden.;En//DT|UTR|SIN|IND//det//65 sammanställning//NN|UTR|SIN|IND|NOM//nsubj:pass//77 av//PP//case//68 Kodens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 krav//NN|NEU|SIN|IND|NOM//nmod//65 på//PP//case//70 information//NN|UTR|SIN|IND|NOM//nmod//68 i//PP//case//72 rapporten//NN|UTR|SIN|DEF|NOM//nmod//70 och//KN//cc//76 på//PP//case//76 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//76 hemsida//NN|UTR|SIN|IND|NOM//conj//72 ges//VB|PRS|SFO//conj//30 i//PP//case//79 Bilaga//NN|UTR|SIN|IND|NOM//obl//77 .//MAD//punct//0

6.3 Bolaget skall på sin hemsida ha en särskild avdelning för bolagsstyrningsfrågor, där information som ingår i bolagsstyrningsrapporten löpande skall uppdateras och återfinnas tillsammans med övrig information som krävs enligt Koden. / Bilaga. Sammanfattning av kodens informationskrav;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 bilaga//NN|UTR|SIN|IND|NOM//obl//3 ges//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//5 sammanfattning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 av//PP//case//8 Kodens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 informationskrav//NN|NEU|SIN|IND|NOM//nmod//5 beträffande//PP//case//10 information//NN|UTR|SIN|IND|NOM//nmod//5 i//PP//case//12 årsredovisningen//NN|UTR|SIN|DEF|NOM//nmod//10 och//KN//cc//16 på//PP//case//16 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 hemsida//NN|UTR|SIN|IND|NOM//conj//12 .//MAD//punct//3
6.3 Bolaget skall på sin hemsida ha en särskild avdelning för bolagsstyrningsfrågor, där information som ingår i bolagsstyrningsrapporten löpande skall uppdateras och återfinnas tillsammans med övrig information som krävs enligt Koden. / Bilaga. Sammanfattning av kodens informationskrav;Hänvisning//NN|UTR|SIN|IND|NOM//nsubj:pass//19 ges//VB|PRS|SFO//parataxis//3 till//PP//case//22 respektive//AB//amod//22 bestämmelse//NN|UTR|SIN|IND|NOM//obl//19 i//PP//case//25 avsnitt//NN|NEU|SIN|IND|NOM//nmod//25 III//RG|NOM//nmod//22 .//MAD//punct//3
6.3 Bolaget skall på sin hemsida ha en särskild avdelning för bolagsstyrningsfrågor, där information som ingår i bolagsstyrningsrapporten löpande skall uppdateras och återfinnas tillsammans med övrig information som krävs enligt Koden. / Bilaga. Sammanfattning av kodens informationskrav;Regler//NN|UTR|PLU|IND|NOM//parataxis//3 för//PP//case//29 bolagsstyrning//NN|UTR|SIN|IND|NOM//nmod//27 .//MAD//punct//3
6.3 Bolaget skall på sin hemsida ha en särskild avdelning för bolagsstyrningsfrågor, där information som ingår i bolagsstyrningsrapporten löpande skall uppdateras och återfinnas tillsammans med övrig information som krävs enligt Koden. / Bilaga. Sammanfattning av kodens informationskrav;Bilagan//NN|UTR|SIN|DEF|NOM//nsubj//32 innehåller//VB|PRS|AKT//parataxis//3 inte//AB//advmod//32 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 informationskrav//NN|NEU|PLU|IND|NOM//obj//32 jämfört//PC|PRF|NEU|SIN|IND|NOM//mark//40 med//PP//mark//40 vad//HP|NEU|SIN|IND//dislocated//40 som//HP|-|-|-//nsubj:pass//40 föreskrivs//VB|PRS|SFO//advcl//32 i//PP//case//43 avsnitt//NN|NEU|SIN|IND|NOM//nmod//43 III//RG|NOM//obl//40 .//MAD//punct//32

1 Tillämpning av Koden;Bolag//NN|NEU|PLU|IND|NOM//advcl//96 som//HP|-|-|-//nsubj//2 tillämpar//VB|PRS|AKT//acl:relcl//0 Koden//NN|UTR|SIN|DEF|NOM//obj//2 skall//VB|PRS|AKT//aux//7 enligt//PP//case//6 punkt//NN|UTR|SIN|IND|NOM//obl//7 6.1//RG|NOM//obl//0 till//PP//case//9 årsredovisningen//NN|UTR|SIN|DEF|NOM//nmod//7 foga//VB|INF|AKT//xcomp//0 en//DT|UTR|SIN|IND//det//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 rapport//NN|UTR|SIN|IND|NOM//obj//10 om//PP//case//15 bolagsstyrningsfrågor//NN|UTR|PLU|IND|NOM//obl//10 .//MAD//punct//0
1 Tillämpning av Koden;Av//PP//case//18 rapporten//NN|UTR|SIN|DEF|NOM//obl//20 skall//VB|PRS|AKT//aux//20 framgå//VB|INF|AKT//parataxis//0 om//SN//mark//23 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//23 reviderats//VB|SUP|SFO//advcl//20 eller//KN//punct//0 inte//AB//advmod//0 .//MAD//punct//0
1 Tillämpning av Koden;I//PP//case//28 rapporten//NN|UTR|SIN|DEF|NOM//obl//34 skall//VB|PRS|AKT//aux//34 enligt//PP//case//31 punkt//NN|UTR|SIN|IND|NOM//obl//32 6.2//RG|NOM//nummod//33 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//34 ange//VB|INF|AKT//parataxis//0 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 tillämpar//VB|PRS|AKT//ccomp//34 Koden//NN|UTR|SIN|DEF|NOM//obj//37 samt//KN//cc//41 översiktligt//AB|POS//advmod//41 beskriva//VB|INF|AKT//conj//37 hur//HA//advmod//44 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//44 tillämpar//VB|PRS|AKT//ccomp//41 Koden//NN|UTR|SIN|DEF|NOM//obj//44 .//MAD//punct//0
1 Tillämpning av Koden;Eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 avvikelser//NN|UTR|PLU|IND|NOM//nsubj:pass//57 från//PP//case//50 Koden//NN|UTR|SIN|DEF|NOM//nmod//48 och//KN//cc//52 skälen//NN|NEU|PLU|DEF|NOM//conj//50 för//PP//case//54 avvikelsen//NN|UTR|SIN|DEF|NOM//nmod//52 skall//VB|PRS|AKT//aux//57 tydligt//AB|POS//advmod//57 redovisas//VB|INF|SFO//parataxis//0 .//MAD//punct//0
1 Tillämpning av Koden;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//62 skall//VB|PRS|AKT//aux//62 därefter//AB//advmod//62 innehålla//VB|INF|AKT//parataxis//0 den//DT|UTR|SIN|DEF//det//65 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//65 information//NN|UTR|SIN|IND|NOM//obj//62 som//HP|-|-|-//obj//68 Koden//NN|UTR|SIN|DEF|NOM//nsubj//68 kräver//VB|PRS|AKT//acl:relcl//65 ,//MID//punct//70 se//VB|IMP|AKT//conj//62 vidare//AB|KOM//advmod//70 nedan//AB//advmod//70 .//MAD//punct//62
1 Tillämpning av Koden;På//PP//case//76 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//76 hemsida//NN|UTR|SIN|IND|NOM//obl//62 ,//MID//punct//62 under//PP//case//81 en//DT|UTR|SIN|IND//det//81 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//81 avdelning//NN|UTR|SIN|IND|NOM//obl//62 för//PP//case//83 bolagsstyrningsfrågor//NN|UTR|PLU|IND|NOM//nmod//81 ,//MID//punct//0 skall//VB|PRS|AKT//aux//88 enligt//PP//case//87 punkt//NN|UTR|SIN|IND|NOM//obl//88 6.3//RG|NOM//conj//0 all//DT|UTR|SIN|IND/DEF//det//91 den//DT|UTR|SIN|DEF//det//91 information//NN|UTR|SIN|IND|NOM//nsubj:pass//96 som//HP|-|-|-//nsubj:pass//93 omfattas//VB|PRS|SFO//acl:relcl//91 av//PP//case//95 bolagsstyrningsrapporten//NN|UTR|SIN|DEF|NOM//obl:agent//93 lämnas//VB|PRS|SFO//ROOT//96 .//MAD//punct//96
1 Tillämpning av Koden;En//DT|UTR|SIN|IND//det//99 skillnad//NN|UTR|SIN|IND|NOM//parataxis//96 är//VB|PRS|AKT//cop//99 dock//AB//advmod//99 att//SN//mark//108 informationen//NN|UTR|SIN|DEF|NOM//nsubj//108 på//PP//case//105 hemsidan//NN|UTR|SIN|DEF|NOM//nmod//103 skall//VB|PRS|AKT//aux//108 vara//VB|INF|AKT//cop//108 aktuell//JJ|POS|UTR|SIN|IND|NOM//csubj//99 ,//MID//punct//111 vilket//HP|NEU|SIN|IND//nsubj//111 innebär//VB|PRS|AKT//acl:relcl//99 att//SN//mark//116 den//DT|UTR|SIN|DEF//det//114 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//116 skall//VB|PRS|AKT//aux//116 uppdateras//VB|INF|SFO//ccomp//111 ,//MID//punct//120 medan//SN//mark//120 bolagsstyrningsrapporten//NN|UTR|SIN|DEF|NOM//nsubj//120 utgör//VB|PRS|AKT//advcl//116 en//DT|UTR|SIN|IND//det//122 sammanfattning//NN|UTR|SIN|IND|NOM//obj//120 av//PP//case//124 bolagsstyrningen//NN|UTR|SIN|DEF|NOM//nmod//122 under//PP//case//128 det//DT|NEU|SIN|DEF//det//128 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//128 räkenskapsåret//NN|NEU|SIN|DEF|NOM//nmod//124 .//MAD//punct//96

2 Information i årsredovisningen;Koden//NN|UTR|SIN|DEF|NOM//nsubj//1 ställer//VB|PRS|AKT//ROOT//1 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 krav//NN|NEU|PLU|IND|NOM//obj//1 på//PP//case//5 innehållet//NN|NEU|SIN|DEF|NOM//obl//1 i//PP//case//7 årsredovisningen//NN|UTR|SIN|DEF|NOM//nmod//5 vid//PP//case//9 sidan//NN|UTR|SIN|DEF|NOM//nmod//5 av//PP//case//11 bolagsstyrningsrapporten//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//1
