Promemoria;2013-11-11//RG|NOM//ROOT//0
Sveriges kommuner och landsting;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 talas//VB|PRS|SFO//parataxis//12 om//PP//case//22 ny//JJ|POS|UTR|SIN|IND|NOM//amod//22 lagstiftning//NN|UTR|SIN|IND|NOM//obl//19 på//PP//case//24 området//NN|NEU|SIN|DEF|NOM//nmod//22 ,//MID//punct//28 men//KN//cc//28 SKL//PM|NOM//nsubj//28 menar//VB|PRS|AKT//conj//12 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 i//PP//case//37 mångt//PN|NEU|SIN|IND|SUB/OBJ//advmod//37 och//KN//cc//34 mycket//PN|NEU|SIN|IND|SUB/OBJ//conj//32 är//VB|PRS|AKT//cop//37 en//DT|UTR|SIN|IND//det//37 kulturfråga//NN|UTR|SIN|IND|NOM//ccomp//28 .//MAD//punct//12
Sveriges kommuner och landsting;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 är//VB|PRS|AKT//cop//43 av//PP//case//43 stor//JJ|POS|UTR|SIN|IND|NOM//amod//43 betydelse//NN|UTR|SIN|IND|NOM//parataxis//12 att//SN//mark//50 våld//NN|NEU|SIN|IND|NOM//nsubj:pass//50 ,//MID//punct//47 hot//NN|NEU|PLU|IND|NOM//conj//45 och//KN//cc//49 trakasserier//NN|NEU|PLU|IND|NOM//conj//45 tas//VB|PRS|SFO//acl//43 på//PP//case//52 allvar//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//12
Sveriges kommuner och landsting;SKL//PM|NOM//nsubj//55 menar//VB|PRS|AKT//parataxis//12 att//SN//mark//63 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//63 av//PP//case//59 förslagen//NN|NEU|PLU|DEF|NOM//nmod//57 i//PP//case//61 utredningen//NN|UTR|SIN|DEF|NOM//nmod//59 är//VB|PRS|AKT//cop//63 otydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//55 och//KN//cc//66 därmed//AB//advmod//66 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//63 att//IE//mark//68 arbeta//VB|INF|AKT//acl//66 vidare//AB|KOM//compound:prt//68 med//PP//case//68 .//MAD//punct//55
Sveriges kommuner och landsting;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 kommuner//NN|UTR|PLU|IND|NOM//nsubj//74 tar//VB|PRS|AKT//conj//55 saken//NN|UTR|SIN|DEF|NOM//obj//74 i//PP//case//78 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 händer//NN|UTR|PLU|IND|NOM//obl//74 .//MAD//punct//74
Sveriges kommuner och landsting;Bl//PM|NOM//obj//74 a//NN|NEU|SIN|IND|NOM//nmod//80 kommer//VB|PRS|AKT//aux//86 Stockholms//PM|GEN//nmod:poss//84 kommun//NN|UTR|SIN|IND|NOM//nsubj//86 att//IE//mark//86 införa//VB|INF|AKT//conj//74 ett//DT|NEU|SIN|IND//det//88 maskeringsförbud//NN|NEU|SIN|IND|NOM//obj//86 på//PP//case//91 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//91 arenor//NN|UTR|PLU|IND|NOM//obl//86 .//MAD//punct//74
Sveriges kommuner och landsting;Exakt//AB|POS//advmod//98 hur//HA//advmod//98 detta//DT|NEU|SIN|DEF//det//96 förbud//NN|NEU|SIN|IND|NOM//nsubj:pass//98 ska//VB|PRS|AKT//aux//98 utformas//VB|INF|SFO//advcl//74 måste//VB|PRS|AKT//aux//100 utredas//VB|INF|SFO//xcomp//98 vidare//AB|KOM//advmod//100 .//MAD//punct//12
Sveriges kommuner och landsting;SKL//PM|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 finns//VB|PRS|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//7 stor//JJ|POS|UTR|SIN|IND|NOM//amod//7 oförmåga//NN|UTR|SIN|IND|NOM//nsubj//4 att//IE//mark//9 vidta//VB|INF|AKT//acl//7 förändringar//NN|UTR|PLU|IND|NOM//obj//9 inom//PP//case//13 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 idrottskulturen//NN|UTR|SIN|DEF|NOM//obl//9 ,//MID//punct//18 vilket//HP|NEU|SIN|IND//det//18 det//DT|NEU|SIN|DEF//det//18 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 språkbruket//NN|NEU|SIN|DEF|NOM//parataxis//1 på//PP//case//20 läktaren//NN|UTR|SIN|DEF|NOM//nmod//18 är//VB|PRS|AKT//cop//23 ett//DT|NEU|SIN|IND//det//23 uttryck//NN|NEU|SIN|IND|NOM//xcomp//1 för//PP//case//23 .//MAD//punct//23
Sveriges kommuner och landsting;Även//AB//advmod//29 inom//PP//case//29 den//DT|UTR|SIN|DEF//det//29 grupp//NN|UTR|SIN|IND|NOM//nmod//30 supportar//NN|UTR|PLU|IND|NOM//appos//23 som//HP|-|-|-//nsubj:pass//32 anses//VB|PRS|SFO//acl:relcl//30 tillhöra//VB|INF|AKT//xcomp//32 den//DT|UTR|SIN|DEF//det//36 positiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 supporterkulturen//NN|UTR|SIN|DEF|NOM//obj//33 skriks//VB|PRS|SFO//case//39 det//DT|NEU|SIN|DEF//det//39 könsord//NN|NEU|SIN|IND|NOM//nmod//23 på//PP//case//41 läktaren//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//23
Sveriges kommuner och landsting;Med//PP//case//48 tanke//NN|UTR|SIN|IND|NOM//fixed//43 på//PP//fixed//43 den//DT|UTR|SIN|DEF//det//48 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 kulturen//NN|UTR|SIN|DEF|NOM//obl//49 blir//VB|PRS|AKT//conj//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 allt//AB//advmod//52 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//49 att//IE//mark//54 motivera//VB|INF|AKT//acl//52 för//PP//case//56 skattebetalarna//NN|UTR|PLU|DEF|NOM//obl//54 varför//HA//advmod//59 man//PN|UTR|SIN|IND|SUB//nsubj//59 stöttar//VB|PRS|AKT//advcl//49 idrotten//NN|UTR|SIN|DEF|NOM//obj//59 .//MID//punct//1
Sveriges kommuner och landsting;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 finns//VB|PRS|SFO//parataxis//1 inte//AB//advmod//63 någon//DT|UTR|SIN|IND//det//66 samsyn//NN|UTR|SIN|IND|NOM//nsubj//63 bland//PP//case//68 aktörerna//NN|UTR|PLU|DEF|NOM//nmod//66 inom//PP//case//72 den//DT|UTR|SIN|DEF//det//72 här//AB//fixed//70 frågan//NN|UTR|SIN|DEF|NOM//obl//63 ,//MID//punct//72 för//PP//mark//78 om//SN//fixed//74 så//AB//advmod//77 var//VB|PRT|AKT//cop//78 fallet//NN|NEU|SIN|DEF|NOM//obl//85 skulle//VB|PRT|AKT//aux//85 de//DT|UTR/NEU|PLU|DEF//det//82 här//AB//fixed//80 problemen//NN|NEU|PLU|DEF|NOM//nsubj//85 redan//AB//advmod//85 vara//VB|INF|AKT//cop//85 lösta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//63 .//MAD//punct//1
Sveriges kommuner och landsting;SKL//PM|NOM//nsubj//1 menar//VB|PRS|AKT//ROOT//1 att//SN//mark//5 det//DT|NEU|SIN|DEF//det//4 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//8 stor//JJ|POS|UTR|SIN|IND|NOM//amod//8 roll//NN|UTR|SIN|IND|NOM//obj//5 i//PP//case//12 det//DT|NEU|SIN|DEF//det//12 här//AB//fixed//10 arbetet//NN|NEU|SIN|DEF|NOM//obl//5 och//KN//cc//17 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 är//VB|PRS|AKT//cop//17 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//5 att//SN//mark//22 det//DT|NEU|SIN|DEF//det//20 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 tydligt//JJ|POS|NEU|SIN|IND|NOM//csubj//17 med//PP//mark//26 vad//HP|NEU|SIN|IND//obj//26 man//PN|UTR|SIN|IND|SUB//nsubj//26 tolererar//VB|PRS|AKT//advcl//22 och//KN//cc//31 vad//HP|NEU|SIN|IND//obj//31 man//PN|UTR|SIN|IND|SUB//nsubj//31 är//VB|PRS|AKT//cop//31 villig//JJ|POS|UTR|SIN|IND|NOM//conj//26 att//IE//mark//33 betala//VB|INF|AKT//acl//31 för//PP//compound:prt//33 .//MAD//punct//1
Sveriges kommuner och landsting;Idrottsvåldet//NN|NEU|SIN|DEF|NOM//nsubj//37 undergräver//VB|PRS|AKT//parataxis//1 tilltron//NN|UTR|SIN|DEF|NOM//obj//37 till//PP//case//40 idrottsrörelsen//NN|UTR|SIN|DEF|NOM//obl//37 ,//MID//punct//43 med//PP//case//43 resultatet//NN|NEU|SIN|DEF|NOM//obl//37 att//SN//mark//46 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 blir//VB|PRS|AKT//acl//43 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//46 att//IE//mark//49 motivera//VB|INF|AKT//csubj//46 satsningar//NN|UTR|PLU|IND|NOM//obj//49 ,//MID//punct//50 såsom//KN//advmod//55 på//PP//case//55 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 arenor//NN|UTR|PLU|IND|NOM//xcomp//46 .//MID//punct//37
Sveriges kommuner och landsting;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 är//VB|PRS|AKT//cop//59 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//37 att//SN//mark//62 staten//NN|UTR|SIN|DEF|NOM//nsubj//62 intar//VB|PRS|AKT//csubj//59 en//DT|UTR|SIN|IND//det//65 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//65 roll//NN|UTR|SIN|IND|NOM//obj//62 i//PP//case//69 förhållande//NN|NEU|SIN|IND|NOM//fixed//66 till//PP//fixed//66 idrottsrörelsen//NN|UTR|SIN|DEF|NOM//obl//62 och//KN//cc//72 inte//AB//advmod//72 går//VB|PRS|AKT//conj//62 föreningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//74 ärenden//NN|NEU|PLU|IND|NOM//nsubj//72 ,//MID//punct//77 utan//KN//cc//77 representerar//VB|PRS|AKT//conj//62 medborgarna//NN|UTR|PLU|DEF|NOM//obj//77 .//MAD//punct//59

SäkerhetsBranschen;Åke//PM|NOM//ROOT//0 Andersson//PM|NOM//flat:name//0
SäkerhetsBranschen;SäkerhetsBranschen//PM|NOM//nsubj//1 ställer//VB|PRS|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 bakom//PL//case//5 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 förslag//NN|NEU|SIN|IND|NOM//obl//1 i//PP//case//8 sin//PS|UTR|SIN|DEF//nmod:poss//8 helhet//NN|UTR|SIN|IND|NOM//nmod//5 ,//MID//punct//12 men//KN//cc//12 efterfrågar//VB|PRS|AKT//nmod//12 lagändringar//NN|UTR|PLU|IND|NOM//conj//1 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 frågorna//NN|UTR|PLU|DEF|NOM//nmod//12 om//PP//case//16 tillträdesförbud//NN|NEU|SIN|IND|NOM//nmod//14 ,//MID//punct//19 nationellt//JJ|POS|NEU|SIN|IND|NOM//advmod//19 register//NN|NEU|SIN|IND|NOM//conj//16 och//KN//cc//21 maskeringsförbud//NN|NEU|PLU|IND|NOM//conj//19 .//MID//punct//1
SäkerhetsBranschen;SäkerhetsBranschen//PM|NOM//nsubj//25 har//VB|PRS|AKT//aux//25 genomfört//VB|SUP|AKT//conj//1 en//DT|UTR|SIN|IND//det//27 opinionsundersökning//NN|UTR|SIN|IND|NOM//obj//25 som//HP|-|-|-//nsubj//29 visar//VB|PRS|AKT//acl:relcl//27 på//PP//case//33 stort//JJ|POS|NEU|SIN|IND|NOM//amod//33 folkligt//JJ|POS|NEU|SIN|IND|NOM//amod//33 stöd//NN|NEU|SIN|IND|NOM//obl//29 för//PP//case//36 ett//DT|NEU|SIN|IND//det//36 maskeringsförbud//NN|NEU|SIN|IND|NOM//nmod//33 .//MAD//punct//1
SäkerhetsBranschen;Organisationen//NN|UTR|SIN|DEF|NOM//nsubj//39 vädjar//VB|PRS|AKT//parataxis//1 till//PP//case//41 regeringen//NN|UTR|SIN|DEF|NOM//obl//39 att//IE//mark//43 agera//VB|INF|AKT//xcomp//39 innan//SN//mark//48 någon//DT|UTR|SIN|IND//det//47 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//47 incident//NN|UTR|SIN|IND|NOM//nsubj:pass//48 inträffar//VB|PRS|AKT//advcl//43 .//MAD//punct//1
SäkerhetsBranschen;SäkerhetsBranschen//PM|NOM//nsubj//1 framhåller//VB|PRS|AKT//ROOT//1 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 är//VB|PRS|AKT//cop//5 dyrt//JJ|POS|NEU|SIN|IND|NOM//ccomp//1 för//PP//case//7 samhället//NN|NEU|SIN|DEF|NOM//obl//5 att//SN//mark//10 polisen//NN|UTR|SIN|DEF|NOM//nsubj//10 närvarar//VB|PRS|AKT//csubj//5 vid//PP//case//12 idrottsevenemang//NN|NEU|PLU|IND|NOM//obl//10 och//KN//cc//14 menar//VB|PRS|AKT//conj//5 att//SN//mark//31 en//DT|UTR|SIN|IND//det//17 del//NN|UTR|SIN|IND|NOM//nsubj:pass//31 av//PP//case//21 det//DT|NEU|SIN|DEF//det//21 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 arbete//NN|NEU|SIN|IND|NOM//nmod//17 som//HP|-|-|-//obl//25 polisen//NN|UTR|SIN|DEF|NOM//nsubj//25 idag//AB//advmod//25 uträttar//VB|PRS|AKT//acl:relcl//17 inne//AB//compound:prt//25 på//PP//case//28 arenan//NN|UTR|SIN|DEF|NOM//obl//25 istället//AB//advmod//25 kan//VB|PRS|AKT//aux//31 göras//VB|INF|SFO//ccomp//14 av//PP//case//33 medlemmar//NN|UTR|PLU|IND|NOM//obl:agent//31 i//PP//case//35 SäkerhetsBranschen//PM|NOM//nmod//33 .//MID//punct//1
SäkerhetsBranschen;Polisfria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod:poss//38 arenor//NN|UTR|PLU|IND|NOM//nsubj//44 bör//VB|PRS|AKT//aux//44 i//PP//case//41 framtiden//NN|UTR|SIN|DEF|NOM//obl//44 vara//VB|INF|AKT//cop//44 normen//NN|UTR|SIN|DEF|NOM//nsubj//44 menar//VB|PRS|AKT//parataxis//1 SäkerhetsBranschen//PM|NOM//obj//44 .//MAD//punct//1

Stiftelsen Tryggare Sverige;Thomas//PM|NOM//nsubj//5 Ahlskog//PM|NOM//flat:name//0 ,//MID//punct//3 trygghetsexpert//NN|UTR|SIN|IND|NOM//advmod//0 ,//MID//punct//0 redogjorde//VB|PRT|AKT//ROOT//5 för//PP//case//7 resultatet//NN|NEU|SIN|DEF|NOM//obl//5 av//PP//case//9 rapporten//NN|UTR|SIN|DEF|NOM//nmod//7 Idrottsrelaterat//PM|GEN//amod//11 våld//NN|NEU|SIN|IND|NOM//nmod//7 –//RG|NOM//punct//11 Förekomst//NN|UTR|SIN|IND|NOM//appos//11 av//PP//case//15 våld//NN|NEU|SIN|IND|NOM//nmod//13 ,//MID//punct//17 hot//NN|NEU|PLU|IND|NOM//conj//15 och//KN//cc//19 trakasserier//NN|NEU|PLU|IND|NOM//conj//15
Stiftelsen Tryggare Sverige;Stiftelsen//NN|UTR|SIN|DEF|NOM//nmod//1 Tryggare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//compound//2 Sverige//PM|NOM//nsubj//7 (//PAD//punct//2 STS//PM|NOM//appos//2 )//PAD//punct//2 har//VB|PRS|AKT//aux//7 genomfört//VB|SUP|AKT//ROOT//7 en//DT|UTR|SIN|IND//det//9 kartläggning//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//11 förekomsten//NN|UTR|SIN|DEF|NOM//nmod//9 av//PP//case//13 våld//NN|NEU|SIN|IND|NOM//nmod//11 ,//MID//punct//15 hot//NN|NEU|PLU|IND|NOM//conj//13 och//KN//cc//17 trakasserier//NN|NEU|PLU|IND|NOM//conj//13 inom//PP//case//19 elithockey//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//21 elitfotboll//NN|UTR|SIN|IND|NOM//conj//19 i//PP//case//23 Sverige//PM|NOM//nmod//21 2012//RG|NOM//nummod//23 .//MAD//punct//7
Stiftelsen Tryggare Sverige;Kartläggningen//NN|UTR|SIN|DEF|NOM//nsubj//27 bygger//VB|PRS|AKT//conj//7 på//PP//case//29 enkätintervjuer//NN|NEU|PLU|IND|NOM//obl//27 och//KN//cc//31 djupintervjuer//NN|UTR|PLU|IND|NOM//conj//29 .//MAD//punct//7
Stiftelsen Tryggare Sverige;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj//34 visar//VB|PRS|AKT//parataxis//7 att//SN//mark//46 17//RG|NOM//nummod//37 %//NN|AN//nsubj//46 av//PP//case//39 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//37 som//HP|-|-|-//nsubj//42 är//VB|PRS|AKT//cop//42 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//39 inom//PP//case//44 idrotterna//NN|UTR|PLU|DEF|NOM//obl//42 har//VB|PRS|AKT//aux//46 utsatts//VB|SUP|SFO//ccomp//34 för//PP//case//48 våld//NN|NEU|SIN|IND|NOM//obl//46 ,//MID//punct//50 hot//NN|NEU|PLU|IND|NOM//conj//48 eller//KN//cc//52 trakasserier//NN|NEU|PLU|IND|NOM//conj//48 p.g.a.//PP|AN//case//55 sitt//PS|NEU|SIN|DEF//nmod:poss//55 arbete//NN|NEU|SIN|IND|NOM//obl//46 eller//KN//cc//57 engagemang//NN|NEU|SIN|IND|NOM//conj//55 inom//PP//case//59 ishockey//NN|UTR|SIN|IND|NOM//nmod//57 eller//KN//cc//61 fotboll//NN|UTR|SIN|IND|NOM//conj//59 det//DT|NEU|SIN|DEF//det//64 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//64 året//NN|NEU|SIN|DEF|NOM//obl//46 .//MAD//punct//7
Stiftelsen Tryggare Sverige;Av//PP//case//1 våld//NN|NEU|SIN|IND|NOM//obl//7 ,//MID//punct//3 hot//NN|NEU|PLU|IND|NOM//conj//1 och//KN//cc//5 trakasserier//NN|NEU|PLU|IND|NOM//conj//1 är//VB|PRS|AKT//cop//7 hot//NN|NEU|PLU|IND|NOM//ROOT//7 mest//AB|SUV//advmod//9 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//7 .//MAD//punct//7
Stiftelsen Tryggare Sverige;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 föreligger//VB|PRS|AKT//parataxis//7 ingen//DT|UTR|SIN|IND//det//14 skillnad//NN|UTR|SIN|IND|NOM//nsubj//12 i//PP//case//16 utsatthet//NN|UTR|SIN|IND|NOM//nmod//14 mellan//PP//case//18 fotbollen//NN|UTR|SIN|DEF|NOM//nmod//16 och//KN//cc//20 ishockeyn//NN|UTR|SIN|DEF|NOM//conj//18 .//MAD//punct//12
Stiftelsen Tryggare Sverige;Hoten//NN|UTR|SIN|DEF|NOM//nsubj//23 innehåller//VB|PRS|AKT//parataxis//12 i//PP//case//25 hälften//NN|UTR|SIN|DEF|NOM//obl//23 av//PP//case//27 fallen//NN|NEU|PLU|DEF|NOM//nmod//25 ett//DT|NEU|SIN|IND//det//29 försök//NN|NEU|SIN|IND|NOM//obj//23 till//PP//case//31 påverkan//NN|UTR|SIN|IND|NOM//nmod//29 och//KN//cc//33 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//31 än//KN//case//35 hälften//NN|UTR|SIN|DEF|NOM//nmod//29 av//PP//case//37 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//35 som//HP|-|-|-//nsubj:pass//40 har//VB|PRS|AKT//aux//40 utsatts//VB|SUP|SFO//acl:relcl//37 för//PP//case//42 något//PN|NEU|SIN|IND|SUB/OBJ//obl//40 har//VB|PRS|AKT//aux//44 rapporterat//VB|SUP|AKT//conj//23 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//44 till//PP//case//49 sin//PS|UTR|SIN|DEF//nmod:poss//49 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//49 chef//NN|UTR|SIN|IND|NOM//obl//44 .//MAD//punct//23
Stiftelsen Tryggare Sverige;Anledningen//NN|UTR|SIN|DEF|NOM//nsubj//61 till//PP//case//53 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//51 är//VB|PRS|AKT//cop//61 i//PP//mark//61 första//RO|NOM//fixed//55 hand//NN|UTR|SIN|IND|NOM//fixed//55 att//SN//mark//61 man//PN|UTR|SIN|IND|SUB//nsubj//61 är//VB|PRS|AKT//cop//61 rädd//JJ|POS|UTR|SIN|IND|NOM//conj//23 för//PP//case//63 repressalier//NN|UTR|PLU|IND|NOM//obl//61 ,//MID//punct//67 i//PP//case//67 andra//RO|NOM//amod//67 hand//NN|UTR|SIN|IND|NOM//conj//63 att//SN//mark//70 man//PN|UTR|SIN|IND|SUB//nsubj//70 upplever//VB|PRS|AKT//acl:relcl//63 att//SN//mark//76 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//76 inte//AB//advmod//76 kommer//VB|PRS|AKT//aux//76 att//IE//mark//76 leda//VB|INF|AKT//ccomp//70 någonvart//AB|POS//obj//76 .//MAD//punct//61
Stiftelsen Tryggare Sverige;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//85 som//HP|-|-|-//nsubj//82 har//VB|PRS|AKT//aux//82 anmält//VB|SUP|AKT//acl:relcl//79 en//DT|UTR|SIN|IND//det//84 incident//NN|UTR|SIN|IND|NOM//obj//82 upplever//VB|PRS|AKT//parataxis//61 dock//AB//advmod//85 att//SN//mark//90 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//90 har//VB|PRS|AKT//aux//90 fått//VB|SUP|AKT//ccomp//85 stort//JJ|POS|NEU|SIN|IND|NOM//amod//92 stöd//NN|NEU|SIN|IND|NOM//obj//90 .//MAD//punct//7
Stiftelsen Tryggare Sverige;Av//PP//case//1 rapporten//NN|UTR|SIN|DEF|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 även//AB//advmod//2 att//SN//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 endast//AB//advmod//9 är//VB|PRS|AKT//cop//9 13//RG|NOM//nummod//9 procent//NN|UTR|PLU|IND|NOM//ccomp//2 av//PP//case//11 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//9 som//HP|-|-|-//nsubj:pass//15 har//VB|PRS|AKT//aux//15 blivit//VB|SUP|AKT//aux:pass//15 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//11 som//HP|-|-|-//nsubj//17 polisanmäler//VB|PRS|AKT//advcl//15 incidenten//NN|UTR|SIN|DEF|NOM//obj//17 .//MID//punct//9
Stiftelsen Tryggare Sverige;STS//PM|NOM//nsubj//21 anför//VB|PRS|AKT//mark//42 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 är//VB|PRS|AKT//cop//25 svårt//JJ|POS|NEU|SIN|IND|NOM//ccomp//21 att//IE//mark//27 komma//VB|INF|AKT//csubj//25 åt//PL//case//29 problemet//NN|NEU|SIN|DEF|NOM//obl//27 om//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 inte//AB//advmod//33 polisanmäls//VB|PRS|SFO//advcl//27 .//MAD//punct//21
Stiftelsen Tryggare Sverige;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//42 av//PP//case//37 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//35 som//HP|-|-|-//nsubj//41 har//VB|PRS|AKT//aux//41 varit//VB|SUP|AKT//cop//41 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//37 uppger//VB|PRS|AKT//parataxis//9 att//SN//mark//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 ser//VB|PRS|AKT//ccomp//42 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//45 som//KN//case//49 en//DT|UTR|SIN|IND//det//49 del//NN|UTR|SIN|IND|NOM//obl//45 av//PP//case//51 arbetet//NN|NEU|SIN|DEF|NOM//nmod//49 .//MAD//punct//2
Stiftelsen Tryggare Sverige;STS//PM|NOM//nsubj//1 står//VB|PRS|AKT//ROOT//1 bakom//PL//advmod//1 förslagen//NN|NEU|PLU|DEF|NOM//obj//1 i//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//obl//1 och//KN//cc//7 menar//VB|PRS|AKT//conj//1 att//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 är//VB|PRS|AKT//cop//11 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//7 att//SN//mark//18 man//PN|UTR|SIN|IND|SUB//nsubj//18 från//PP//case//17 idrottsföreningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//17 ledning//NN|UTR|SIN|IND|NOM//obl//18 visar//VB|PRS|AKT//csubj//11 att//SN//mark//21 man//PN|UTR|SIN|IND|SUB//nsubj//21 tar//VB|PRS|AKT//ccomp//18 frågan//NN|UTR|SIN|DEF|NOM//obj//21 om//PP//case//24 våld//NN|NEU|SIN|IND|NOM//nmod//22 och//KN//cc//26 hot//NN|NEU|SIN|IND|NOM//conj//24 på//PP//case//29 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//29 allvar//NN|NEU|SIN|IND|NOM//nmod//26 och//KN//cc//31 går//VB|PRS|AKT//conj//21 från//PP//case//33 ord//NN|NEU|SIN|IND|NOM//obl//31 till//PP//case//35 handling//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//1
Stiftelsen Tryggare Sverige;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//1 finns//VB|PRS|SFO//ROOT//1 i//PP//case//4 sin//PS|UTR|SIN|DEF//nmod:poss//4 helhet//NN|UTR|SIN|IND|NOM//obl//1 som//KN//mark//7 bilaga//NN|UTR|SIN|IND|NOM//nmod//7 5//RG|NOM//acl//4 till//PP//case//9 slutbetänkandet//NN|NEU|SIN|DEF|NOM//obl//1 Mera//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 glädje//NN|UTR|SIN|IND|NOM//nmod//9 för//PP//case//13 pengarna//NN|UTR|PLU|DEF|NOM//nmod//9 ,//MID//punct//15 SOU//PM|NOM//conj//13 2013:19//RG|NOM//conj//13 .//MAD//punct//1

Rikspolisstyrelsen;Lena//PM|NOM//nmod//3 Tysk//PM|NOM//flat:name//0 ,//MID//punct//1 tf//NN|AN//discourse//5 .//MAD//punct//3
Rikspolisstyrelsen;avdelningschef//NN|UTR|SIN|IND|NOM//ROOT//5
