Statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 beslut//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 21//RG|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//obl//1 2000//RG|NOM//nummod//6 det//DT|NEU|SIN|DEF//det//9 statsråd//NN|NEU|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//11 ansvarar//VB|PRS|AKT//acl:relcl//9 för//PP//case//13 frågor//NN|UTR|PLU|IND|NOM//obl//11 om//PP//case//16 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//16 ekonomi//NN|UTR|SIN|IND|NOM//nmod//13 att//IE//mark//18 tillkalla//VB|INF|AKT//acl//16 en//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 utredare//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//23 uppdrag//NN|NEU|SIN|IND|NOM//obl//18 att//IE//mark//25 utreda//VB|INF|AKT//acl//23 frågan//NN|UTR|SIN|DEF|NOM//obj//25 om//PP//case//28 kontroll//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 omprövning//NN|UTR|SIN|IND|NOM//conj//28 av//PP//case//32 beslut//NN|NEU|SIN|IND|NOM//nmod//30 om//PP//case//34 utbetalning//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//36 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//1
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Enligt//PP//case//2 tredje//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//obl//4  //_SP////2 får//VB|PRS|AKT//aux//12 räkenskapsmaterial//NN|NEU|SIN|IND|NOM//nsubj:pass//12 och//KN//cc//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 handlingar//NN|UTR|PLU|IND|NOM//conj//5 som//HP|-|-|-//nsubj//10 rör//VB|PRS|AKT//acl:relcl//8 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 granskas//VB|PRS|SFO//ROOT//12 vid//PP//case//14 revisionen//NN|UTR|SIN|DEF|NOM//obl//12 .//MAD//punct//12
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Med//PP//case//17 handling//NN|UTR|SIN|IND|NOM//obl//18 förstås//VB|PRS|SFO//case//19 framställning//NN|UTR|SIN|IND|NOM//obl//12 i//PP//case//21 skrift//NN|UTR|SIN|IND|NOM//nmod//19 eller//KN//cc//23 bild//NN|UTR|SIN|IND|NOM//conj//21 samt//KN//cc//25 upptagning//NN|UTR|SIN|IND|NOM//conj//21 som//HP|-|-|-//nsubj:pass//28 kan//VB|PRS|AKT//aux//28 läsas//VB|INF|SFO//acl:relcl//25 ,//MID//punct//30 avlyssnas//VB|INF|SFO//conj//28 eller//KN//cc//35 på//PP//case//34 annat//JJ|POS|NEU|SIN|IND|NOM//amod//34 sätt//NN|NEU|SIN|IND|NOM//obl//35 uppfattas//VB|PRS|SFO//conj//28 endast//AB//advmod//39 med//PP//case//39 tekniskt//JJ|POS|NEU|SIN|IND|NOM//amod//39 hjälpmedel//NN|NEU|SIN|IND|NOM//obl//35 (//PAD//punct//12 jfr//VB|AN//parataxis//12 2//RG|NOM//nummod//43 kap.//NN|AN//obj//41 3//RG|NOM//nummod//45 §//NN|AN//nmod//48 första//RO|NOM//amod//47 stycket//NN|NEU|SIN|DEF|NOM//nmod//48 tryckfrihetsförordningen//NN|UTR|SIN|DEF|NOM//obj//41 )//PAD//punct//48 .//MAD//punct//12
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 typer//NN|UTR|PLU|IND|NOM//nsubj:pass//6 av//PP//case//3 handlingar//NN|UTR|PLU|IND|NOM//nmod//1 får//VB|PRS|AKT//aux//6 således//AB//advmod//6 granskas//VB|INF|SFO//ROOT//6 vid//PP//case//8 revisionen//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//6
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Begreppet//NN|NEU|SIN|DEF|NOM//nmod:poss//11 handling//NN|UTR|SIN|IND|NOM//nsubj//12 har//VB|PRS|AKT//parataxis//6 här//AB//advmod//12 samma//DT|UTR/NEU|SIN/PLU|IND//amod//15 innebörd//NN|UTR|SIN|IND|NOM//obj//12 som//KN//mark//24 i//PP//case//24 3//RG|NOM//nummod//19 kap.//NN|AN//nmod//20 11//RG|NOM//nummod//21 §//NN|AN//nmod//23 tredje//RO|NOM//amod//23 stycket//NN|NEU|SIN|DEF|NOM//nmod//24 taxeringslagen//NN|UTR|SIN|DEF|NOM//acl//15 .//MAD//punct//12
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;17//RG|NOM//nummod//27 §//NN|AN//obl//12
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Av//PP//case//1 paragrafen//NN|UTR|SIN|DEF|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 att//SN//mark//8 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//8 vid//PP//case//6 revisionen//NN|UTR|SIN|DEF|NOM//nmod//4 skall//VB|PRS|AKT//aux//8 tillhandahålla//VB|INF|AKT//csubj//2 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obj//8 de//DT|UTR/NEU|PLU|DEF//det//11 handlingar//NN|UTR|PLU|IND|NOM//obj//8 och//KN//cc//13 lämna//VB|INF|AKT//conj//8 de//DT|UTR/NEU|PLU|DEF//det//15 upplysningar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 behövs//VB|PRS|SFO//acl:relcl//15 för//PP//case//19 revisionen//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj//25 skall//VB|PRS|AKT//aux//25 i//PP//advmod//25 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//23 lämna//VB|INF|AKT//parataxis//2 den//DT|UTR|SIN|DEF//det//27 hjälp//NN|UTR|SIN|IND|NOM//obj//25 som//HP|-|-|-//nsubj:pass//29 behövs//VB|PRS|SFO//acl:relcl//27 vid//PP//case//31 revisionen//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//25
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 skyldigheter//NN|UTR|PLU|IND|NOM//nsubj//38 i//PP//case//37 detta//DT|NEU|SIN|DEF//det//37 avseende//NN|NEU|SIN|IND|NOM//nmod//34 går//VB|PRS|AKT//conj//25 emellertid//AB//advmod//38 inte//AB//advmod//38 hur//HA//advmod//42 långt//AB|POS//advcl//38 som//KN//case//44 helst//AB|SUV//advmod//42 .//MAD//punct//25
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 kan//VB|PRS|AKT//aux//49 inte//AB//advmod//49 krävas//VB|INF|SFO//conj//25 att//SN//mark//53 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//53 direkt//AB|POS//advmod//53 biträder//VB|PRS|AKT//ccomp//49 vid//PP//case//56 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 granskningen//NN|UTR|SIN|DEF|NOM//obl//53 genom//PP//mark//60 att//IE//mark//60 t.ex.//AB|AN//advmod//60 göra//VB|INF|AKT//advcl//53 sammanställningar//NN|UTR|PLU|IND|NOM//obj//60 och//KN//cc//63 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//61 för//PP//case//65 revisionen//NN|UTR|SIN|DEF|NOM//obl//60 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Ränta//NN|UTR|SIN|IND|NOM//ROOT//0 18//RG|NOM//nummod//2 §//NN|AN//obj//0
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Motiven//NN|NEU|PLU|DEF|NOM//nsubj//6 till//PP//case//3 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//3 förslag//NN|NEU|PLU|IND|NOM//nmod//0 till//PP//case//5 ränteregler//NN|UTR|PLU|IND|NOM//nmod//3 finns//VB|PRS|SFO//ROOT//6 i//PP//case//9 avsnitt//NN|NEU|SIN|IND|NOM//nmod//9 5.7//RG|NOM//obl//6 .//MID//punct//6
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;En//DT|UTR|SIN|IND//det//12 utgångspunkt//NN|UTR|SIN|IND|NOM//conj//6 vid//PP//case//14 utformningen//NN|UTR|SIN|DEF|NOM//nmod//12 av//PP//case//16 förslagen//NN|NEU|PLU|DEF|NOM//nmod//14 har//VB|PRS|AKT//aux//18 varit//VB|SUP|AKT//cop//12 att//SN//mark//24 räntereglerna//NN|UTR|PLU|DEF|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 vara//VB|INF|AKT//cop//24 så//AB//advmod//24 enkla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//18 som//KN//mark//26 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//24 och//KN//cc//32 ändå//AB//advmod//32 i//PP//case//31 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//31 grad//NN|UTR|SIN|IND|NOM//obl//32 uppfylla//VB|INF|AKT//conj//24 syftet//NN|NEU|SIN|DEF|NOM//obj//32 med//PP//case//35 räntebeläggning//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//6
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Enligt//PP//case//2 första//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//obl//5  //_SP////2 skall//VB|PRS|AKT//aux//5 kostnadsränta//VB|INF|AKT//nsubj:pass//6 tas//VB|INF|SFO//ROOT//6 ut//PL//compound:prt//6 på//PP//case//9 ersättning//NN|UTR|SIN|IND|NOM//obl//6 som//HP|-|-|-//obj//13 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//13 skall//VB|PRS|AKT//aux//13 återbetala//VB|INF|AKT//acl:relcl//9 efter//PP//case//15 omprövningsbeslut//NN|NEU|SIN|IND|NOM//obl//13 av//PP//case//17 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nmod//15 .//MAD//punct//6
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Räntan//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 beräknas//VB|PRS|SFO//parataxis//6 från//PP//case//23 den//DT|UTR|SIN|DEF//det//23 dag//NN|UTR|SIN|IND|NOM//obl//20 beloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//25 betalades//VB|PRT|SFO//advcl//20 ut//PL//compound:prt//25 till//AB//mark//33 och//KN//fixed//27 med//AB//mark//33 den//DT|UTR|SIN|DEF//det//31 dag//NN|UTR|SIN|IND|NOM//fixed//29 beloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//33 återbetalas//VB|INF|SFO//advcl//25 .//MAD//punct//6
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Kostnadsräntan//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 till//PP//compound:prt//1 syfte//NN|NEU|SIN|IND|NOM//fixed//2 att//IE//mark//5 täcka//VB|INF|AKT//xcomp//1 de//DT|UTR/NEU|PLU|DEF//det//7 kostnader//NN|UTR|PLU|IND|NOM//obj//5 i//PP//case//9 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//7 som//HP|-|-|-//nsubj:pass//11 föranletts//VB|SUP|SFO//acl:relcl//9 av//PP//mark//15 att//SN//mark//15 ersättning//NN|UTR|SIN|IND|NOM//nsubj//15 utgått//VB|SUP|AKT//ccomp//11 felaktigt//AB|POS//advmod//15 .//MID//punct//1
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Kostnadsränta//PM|NOM//nsubj//19 blir//VB|PRS|AKT//parataxis//1 således//AB//advmod//21 aktuell//JJ|POS|UTR|SIN|IND|NOM//xcomp//19 endast//AB//advmod//26 i//PP//case//26 samband//NN|NEU|SIN|IND|NOM//fixed//23 med//PP//fixed//23 omprövning//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//28 överklagande//NN|NEU|SIN|IND|NOM//conj//26 av//PP//case//30 beslut//NN|NEU|SIN|IND|NOM//nmod//28 om//PP//case//32 ersättning//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//1
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Enligt//PP//case//2 andra//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//obl//6  //_SP////2 skall//VB|PRS|AKT//aux//6 intäktsränta//NN|UTR|SIN|IND|NOM//nsubj:pass//6 betalas//VB|INF|SFO//ROOT//6 på//PP//case//8 ersättning//NN|UTR|SIN|IND|NOM//obl//6 som//HP|-|-|-//nsubj:pass//11 skall//VB|PRS|AKT//aux//11 betalas//VB|INF|SFO//acl:relcl//8 till//PP//case//13 kommun//NN|UTR|SIN|IND|NOM//obl//11 .//MAD//punct//16
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Räntan//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 beräknas//VB|PRS|SFO//parataxis//6 från//PP//case//18 utgången//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//21 första//RO|NOM//amod//21 månaden//NN|UTR|SIN|DEF|NOM//nmod//18 efter//PP//case//24 den//DT|UTR|SIN|DEF//det//24 månad//NN|UTR|SIN|IND|NOM//obl//16 då//HA//mark//29 ansökan//NN|UTR|SIN|IND|NOM//nsubj//29 om//PP//case//28 ersättning//NN|UTR|SIN|IND|NOM//nmod//26 kom//VB|PRT|AKT//acl:relcl//24 in//PL//compound:prt//29 till//PP//case//32 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl//29 och//KN//cc//40 till//AB//advmod//38 och//KN//fixed//34 med//AB//fixed//34 den//DT|UTR|SIN|DEF//det//38 dag//NN|UTR|SIN|IND|NOM//obl//40 beloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//40 betalas//VB|INF|SFO//conj//29 ut//PL//compound:prt//40 .//MAD//punct//6
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Intäktsränta//NN|UTR|SIN|IND|NOM//nsubj:pass//2 skall//VB|PRS|AKT//aux//2 betalas//VB|INF|SFO//ROOT//2 när//HA//mark//6 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//6 betalas//VB|PRS|SFO//advcl//2 ut//PL//compound:prt//6 på//PP//mark//15 grund//NN|UTR|SIN|IND|NOM//fixed//8 av//PP//fixed//8 att//SN//mark//15 ett//DT|NEU|SIN|IND//det//14 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 ersättningsbeslut//NN|NEU|SIN|IND|NOM//nsubj:pass//15 ändrats//VB|SUP|SFO//advcl//6 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Intäktsränta//NN|UTR|SIN|IND|NOM//nsubj:pass//20 kan//VB|PRS|AKT//aux//20 också//AB//advmod//20 tänkas//VB|INF|SFO//parataxis//2 i//PP//case//24 en//DT|UTR|SIN|IND//det//24 annan//JJ|POS|UTR|SIN|IND|NOM//amod//24 situation//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//24 nämligen//AB//advmod//29 när//HA//case//29 ett//DT|NEU|SIN|IND//det//29 beslut//NN|NEU|SIN|IND|NOM//nsubj//32 om//PP//case//31 utbetalning//NN|UTR|SIN|IND|NOM//nmod//29 dröjt//VB|SUP|AKT//appos//24 utöver//PP//case//35 den//DT|UTR|SIN|DEF//det//35 tid//NN|UTR|SIN|IND|NOM//obl//32 som//HP|-|-|-//nsubj:pass//38 kan//VB|PRS|AKT//aux//38 anses//VB|INF|SFO//acl:relcl//35 vara//VB|INF|AKT//det//41 normal//JJ|POS|UTR|SIN|IND|NOM//amod//41 handläggningstid//NN|UTR|SIN|IND|NOM//xcomp//38 .//MAD//punct//20
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//44 bör//VB|PRS|AKT//parataxis//20 ,//MID//punct//54 även//AB//mark//50 om//SN//fixed//46 viss//JJ|POS|UTR|SIN|IND|NOM//amod//49 utredning//NN|UTR|SIN|IND|NOM//nsubj//50 sker//VB|PRS|AKT//advcl//54 ,//MID//punct//50 normalt//AB|POS//advmod//54 inte//AB//advmod//54 överstiga//VB|INF|AKT//advcl//44 en//DT|UTR|SIN|IND//det//56 månad//NN|UTR|SIN|IND|NOM//obj//54 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Enligt//PP//case//2 tredje//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//obl//5  //_SP////2 skall//VB|PRS|AKT//aux//5 kostnadsränta//VB|INF|AKT//nsubj:pass//8 och//KN//cc//7 intäktsränta//NN|UTR|SIN|IND|NOM//conj//5 beräknas//VB|PRS|SFO//ROOT//8 efter//PP//case//11 en//DT|UTR|SIN|IND//det//11 räntesats//NN|UTR|SIN|IND|NOM//obl//8 som//HP|-|-|-//nsubj//13 motsvarar//VB|PRS|AKT//acl:relcl//11 basräntan//NN|UTR|SIN|DEF|NOM//obj//13 enligt//PP//case//17 19//RG|NOM//nummod//17 kap.//NN|AN//nmod//14 3//RG|NOM//nummod//19 §//NN|AN//nmod//20 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//17 .//MAD//punct//8
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Omprövning//NN|UTR|SIN|IND|NOM//ROOT//0
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Reglerna//NN|UTR|PLU|DEF|NOM//nsubj//9 om//PP//case//2 omprövning//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//4 ersättningsbeslut//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 beslut//NN|NEU|SIN|IND|NOM//conj//4 om//PP//case//8 ränta//NN|UTR|SIN|IND|NOM//nmod//2 finns//VB|PRS|SFO//ROOT//9 i//PP//case//11 19//RG|NOM//nummod//14 och//KN//cc//11 20//RG|NOM//nummod//11 §//NN|AN//nmod//15 §//NN|AN//obl//9 .//MAD//punct//9
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//22 för//PP//case//19 förslagen//NN|NEU|PLU|DEF|NOM//nmod//17 har//VB|PRS|AKT//aux//21 varit//VB|SUP|AKT//cop//22 omprövningsförfarandet//NN|NEU|SIN|DEF|NOM//parataxis//9 på//PP//case//24 skatteområdet//NN|NEU|SIN|DEF|NOM//nmod//22 .//MID//punct//34
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Det//DT|NEU|SIN|DEF//det//28 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//28 regelsystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//34 har//VB|PRS|AKT//aux//34 dock//AB//advmod//34 i//PP//case//33 möjligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//33 mån//NN|UTR|SIN|IND|NOM//obl//34 begränsats//VB|SUP|SFO//parataxis//22 ,//MID//punct//36 se//VB|IMP|AKT//conj//9 vidare//AB|KOM//compound:prt//36 avsnitt//NN|NEU|SIN|IND|NOM//nmod//39 5.6//RG|NOM//obj//36 .//MAD//punct//9
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;19//RG|NOM//nummod//42 §//NN|AN//obl//9
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Enligt//PP//case//1 paragrafen//NN|UTR|SIN|DEF|NOM//obl//2 får//VB|PRS|AKT//ROOT//2 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 ompröva//VB|INF|AKT//xcomp//2 ett//DT|NEU|SIN|IND//det//6 beslut//NN|NEU|SIN|IND|NOM//obj//4 enligt//PP//case//9 denna//DT|UTR|SIN|DEF//det//9 lag//NN|UTR|SIN|IND|NOM//obl//4 om//PP//case//11 ersättning//NN|UTR|SIN|IND|NOM//nmod//9 eller//KN//cc//13 ränta//NN|UTR|SIN|IND|NOM//conj//11 ,//MID//punct//2 om//SN//mark//17 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 begärs//VB|PRS|SFO//advcl//2 av//PP//case//19 kommunen//NN|UTR|SIN|DEF|NOM//nmod//17 ,//MID//punct//23 eller//KN//cc//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 finns//VB|PRS|SFO//conj//2 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 skäl//NN|NEU|PLU|IND|NOM//nsubj//23 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Besluten//NN|NEU|PLU|DEF|NOM//nsubj:pass//30 kan//VB|PRS|AKT//aux//30 således//AB//advmod//30 omprövas//VB|INF|SFO//parataxis//2 på//PP//case//34 Riksskatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//34 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//34 initiativ//NN|NEU|SIN|IND|NOM//obl//30 eller//KN//cc//37 på//PP//case//37 begäran//NN|UTR|SIN|IND|NOM//conj//34 av//PP//case//40 den//DT|UTR|SIN|DEF//det//40 kommun//NN|UTR|SIN|IND|NOM//nmod//37 som//HP|-|-|-//obl//43 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//43 riktat//VB|SUP|AKT//acl:relcl//40 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//43 till//PP//case//41 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;En//DT|UTR|SIN|IND//det//48 omprövning//NN|UTR|SIN|IND|NOM//nsubj:pass//53 på//PP//case//51 kommuns//NN|UTR|SIN|IND|GEN//nmod:poss//51 begäran//NN|UTR|SIN|IND|NOM//nmod//48 kan//VB|PRS|AKT//aux//53 föranledas//VB|INF|SFO//parataxis//2 av//PP//case//56 t.ex.//AB|AN//advmod//56 omföringar//NN|UTR|PLU|IND|NOM//obl:agent//53 i//PP//case//58 bokföringen//NN|UTR|SIN|DEF|NOM//nmod//56 ,//MID//punct//61 uppmärksammad//PC|PRF|UTR|SIN|IND|NOM//amod//61 misstämning//NN|UTR|SIN|IND|NOM//conj//56 i//PP//case//65 samband//NN|NEU|SIN|IND|NOM//fixed//62 med//PP//fixed//62 upprättande//NN|NEU|SIN|IND|NOM//nmod//61 av//PP//case//67 årsuppgift//NN|UTR|SIN|IND|NOM//nmod//65 eller//KN//cc//71 en//DT|UTR|SIN|IND//det//71 avslutad//PC|PRF|UTR|SIN|IND|NOM//amod//71 rättsprocess//NN|UTR|SIN|IND|NOM//conj//67 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Skäl//NN|NEU|SIN|IND|NOM//parataxis//2 för//PP//case//75 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl//73 att//IE//mark//80 på//PP//case//79 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//79 initiativ//NN|NEU|SIN|IND|NOM//obl//80 ompröva//VB|INF|AKT//csubj//73 ett//DT|NEU|SIN|IND//det//82 beslut//NN|NEU|SIN|IND|NOM//obj//80 kan//VB|PRS|AKT//aux//84 vara//VB|INF|AKT//conj//2 t.ex.//AB|AN//advmod//84 att//SN//mark//91 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//91 av//PP//case//90 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//90 årsuppgift//NN|UTR|SIN|IND|NOM//obl//91 framkommit//VB|SUP|AKT//ccomp//84 att//IE//mark//94 för//AB//case//94 mycket//AB|POS//advmod//99 eller//KN//cc//98 för//AB//case//98 lite//AB|POS//amod//98 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//99 utbetalats//VB|SUP|SFO//conj//91 till//PP//case//101 kommunen//NN|UTR|SIN|DEF|NOM//obl//99 .//MAD//punct//2
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//1 får//VB|PRS|AKT//ROOT//1  //_SP////1 ompröva//VB|INF|AKT//xcomp//1 beslut//NN|NEU|PLU|IND|NOM//obj//3 .//MAD//punct//1
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Verket//NN|NEU|SIN|DEF|NOM//nsubj//7 har//VB|PRS|AKT//parataxis//1 således//AB//advmod//7 möjlighet//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//11 avstå//VB|INF|AKT//acl//9 från//PP//mark//14 att//IE//mark//14 fatta//VB|INF|AKT//advcl//11 ett//DT|NEU|SIN|IND//det//16 omprövningsbeslut//NN|NEU|SIN|IND|NOM//obj//14 när//HA//mark//24 det//DT|NEU|SIN|DEF//det//19 belopp//NN|NEU|SIN|IND|NOM//nsubj//24 som//HP|-|-|-//nsubj//22 är//VB|PRS|AKT//cop//22 i//PP//acl:relcl//19 fråga//NN|UTR|SIN|IND|NOM//fixed//22 är//VB|PRS|AKT//advcl//14 av//PP//case//27 marginell//JJ|POS|UTR|SIN|IND|NOM//amod//27 betydelse//NN|UTR|SIN|IND|NOM//obl//24 .//MAD//punct//7
7.1 Förslaget till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;20//RG|NOM//nummod//30 §//NN|AN//obj//1
