
INNEHÅLL;Referenser//NN|UTR|PLU|IND|NOM//ROOT//0
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;De//PN|UTR/NEU|PLU|DEF|SUB//det//39 som//HP|-|-|-//fixed//34 inte//AB//advmod//39 snabbt//AB|POS//advmod//39 efter//PP//case//39 ungdomstiden//NN|UTR|SIN|DEF|NOM//obl//42 får//VB|PRS|AKT//aux//42 arbetslivserfarenhet//NN|UTR|SIN|IND|NOM//nsubj//42 riskerar//VB|PRS|AKT//conj//24 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//44 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 inkomst//NN|UTR|SIN|IND|NOM//obj//42 och//KN//cc//47 får//VB|PRS|AKT//conj//42 svårare//AB|KOM//obj//47 att//IE//mark//50 få//VB|INF|AKT//advcl//47 heltidsanställning//NN|UTR|SIN|IND|NOM//obj//50 och//KN//cc//53 tillsvidareanställning//NN|UTR|SIN|IND|NOM//conj//51 .//MAD//punct//24
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;I//PP//case//3 sin//PS|UTR|SIN|DEF//nmod:poss//3 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 rapport//NN|UTR|SIN|IND|NOM//obl//6 år//NN|NEU|SIN|IND|NOM//nmod//5 2010//RG|NOM//nmod//3 skriver//VB|PRS|AKT//ROOT//6 Socialstyrelsen//PM|NOM//nsubj//6 att//SN//mark//12 avhopparna//NN|UTR|PLU|DEF|NOM//nsubj//12 från//PP//case//11 gymnasiet//NN|NEU|SIN|DEF|NOM//nmod//9 löper//VB|PRS|AKT//ccomp//6 4-5//RG|NOM//nummod//14 gånger//NN|UTR|PLU|IND|NOM//obl//15 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 risk//NN|UTR|SIN|IND|NOM//obj//12 än//KN//case//18 de//PN|UTR/NEU|PLU|DEF|SUB//acl//16 som//HP|-|-|-//nsubj//20 fullföljer//VB|PRS|AKT//acl:relcl//18 gymnasiet//NN|NEU|SIN|DEF|NOM//obj//20 att//IE//mark//25 vare//KN//mark//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//23 komma//VB|INF|AKT//advcl//20 in//PL//compound:prt//25 på//PP//case//28 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//25 eller//KN//cc//30 fortsätta//VB|INF|AKT//conj//25 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//32 studier//NN|UTR|PLU|IND|NOM//obj//30 .//MAD//punct//12
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;För//PP//case//35 personer//NN|UTR|PLU|IND|NOM//obl//6 som//HP|-|-|-//nsubj//39 inte//AB//advmod//39 alls//AB//advmod//39 börjar//VB|PRS|AKT//acl:relcl//35 gymnasiet//NN|NEU|SIN|DEF|NOM//obj//39 är//VB|PRS|AKT//cop//42 risken//NN|UTR|SIN|DEF|NOM//nsubj//6 för//PP//case//46 ett//DT|NEU|SIN|IND//det//46 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//46 utanförskap//NN|NEU|SIN|IND|NOM//nmod//42 7-8//RG|NOM//nummod//48 gånger//NN|UTR|PLU|IND|NOM//obl//49 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//42 än//KN//case//52 för//PP//case//52 gruppen//NN|UTR|SIN|DEF|NOM//nmod//49 som//HP|-|-|-//nsubj//54 fullgör//VB|PRS|AKT//acl:relcl//52 gymnasiet//NN|NEU|SIN|DEF|NOM//obj//54 .//MID//punct//42
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Bland//PP//case//58 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//42 som//HP|-|-|-//nsubj//60 fullgör//VB|PRS|AKT//acl:relcl//58 gymnasiet//NN|NEU|SIN|DEF|NOM//obj//60 är//VB|PRS|AKT//cop//67 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 endast//AB//advmod//67 en//DT|UTR|SIN|IND//det//67 liten//JJ|POS|UTR|SIN|IND|NOM//amod//67 del//NN|UTR|SIN|IND|NOM//ccomp//6 ,//MID//punct//67 5-10//RG|NOM//nummod//70 %//NN|AN//appos//67 ,//MID//punct//70 som//HP|-|-|-//nsubj//78 efter//PP//case//75 fyra//RG|NOM//nummod//75 år//NN|NEU|PLU|IND|NOM//obl//78 vare//KN//cc//78 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//76 studerar//VB|PRS|AKT//acl:relcl//70 eller//KN//cc//80 arbetar//VB|PRS|AKT//conj//78 .//MAD//punct//67
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Enligt//PP//case//83 rapporten//NN|UTR|SIN|DEF|NOM//obl//84 avgörs//VB|PRS|SFO//parataxis//6 utbildningskarriären//NN|UTR|SIN|DEF|NOM//nsubj:pass//84 redan//AB//advmod//88 i//PP//case//88 grundskolan//NN|UTR|SIN|DEF|NOM//obl//84 .//MAD//punct//84
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 betyg//NN|NEU|PLU|IND|NOM//nsubj//94 efter//PP//case//93 grundskolan//NN|UTR|SIN|DEF|NOM//nmod//91 ger//VB|PRS|AKT//parataxis//6 dramatiskt//AB|POS//advmod//96 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//97 risk//NN|UTR|SIN|IND|NOM//obj//94 för//PP//case//99 självmord//NN|NEU|SIN|IND|NOM//nmod//97 ,//MID//punct//101 narkotikamissbruk//NN|NEU|SIN|IND|NOM//conj//99 ,//MID//punct//103 brottslighet//NN|UTR|SIN|IND|NOM//conj//99 ,//MID//punct//105 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//99 av//PP//case//108 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//108 bistånd//NN|NEU|SIN|IND|NOM//nmod//105 och//KN//cc//111 tidigt//JJ|POS|NEU|SIN|IND|NOM//amod//111 föräldraskap//NN|NEU|SIN|IND|NOM//conj//108 .//MAD//punct//94
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;IFAU//PM|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 också//AB//advmod//3 studerat//VB|SUP|AKT//ROOT//3 trenden//NN|UTR|SIN|DEF|NOM//obj//3 för//PP//case//6 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//3 som//HP|-|-|-//nsubj//9 inte//AB//advmod//9 fullgör//VB|PRS|AKT//acl:relcl//6 gymnasiet//NN|NEU|SIN|DEF|NOM//obj//9 .//MID//punct//3
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Bland//PP//case//13 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//3 som//HP|-|-|-//nsubj//16 var//VB|PRT|AKT//cop//16 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//13 1970//RG|NOM//nummod//16 och//KN//cc//20 inte//AB//advmod//20 hade//VB|PRT|AKT//conj//3 gymnasiekompetens//NN|UTR|SIN|IND|NOM//obj//20 hade//VB|PRT|AKT//conj//3 70//RG|NOM//nummod//24 %//NN|AN//nmod//25 jobb//NN|NEU|SIN|IND|NOM//obj//22 vid//PP//case//29 21//RG|NOM//nummod//28 års//NN|NEU|PLU|IND|GEN//nmod:poss//29 ålder//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//3
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;7//RG|NOM//nummod//32 år//NN|NEU|PLU|IND|NOM//obl//3 senare//AB|KOM//nmod//32 hade//VB|PRT|AKT//aux//36 siffran//NN|UTR|SIN|DEF|NOM//nsubj//36 sjunkit//VB|SUP|AKT//conj//3 till//PP//case//39 30//RG|NOM//nummod//39 %//NN|AN//obl//36 ,//MID//punct//42 vilket//HP|NEU|SIN|IND//nsubj//42 säger//VB|PRS|AKT//advcl//36 något//PN|NEU|SIN|IND|SUB/OBJ//obj//42 om//PP//case//45 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//42 av//PP//case//49 de//DT|UTR/NEU|PLU|DEF//det//49 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 kompetenskraven//NN|NEU|PLU|DEF|NOM//nmod//45 på//PP//case//51 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//49 .//MAD//punct//3
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Utestängningsmekanismerna//NN|UTR|PLU|DEF|NOM//appos//3 för//PP//case//55 personer//NN|UTR|PLU|IND|NOM//nmod//53 som//HP|-|-|-//nsubj:pass//57 misslyckas//VB|PRS|SFO//acl:relcl//55 i//PP//case//59 skolan//NN|UTR|SIN|DEF|NOM//obl//57 tycks//VB|PRS|SFO//conj//3 ha//VB|INF|AKT//aux//62 förstärkts//VB|SUP|SFO//xcomp//60 betydligt//AB//advmod//62 .//MAD//punct//3
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj//3 från//PP//case//2 studierna//NN|UTR|PLU|DEF|NOM//nmod//0 visar//VB|PRS|AKT//ROOT//3 på//PP//case//6 ett//DT|NEU|SIN|IND//det//6 mönster//NN|NEU|SIN|IND|NOM//obl//3 även//AB//mark//10 om//SN//fixed//7 detaljerna//NN|UTR|PLU|DEF|NOM//nsubj//10 skiljer//VB|PRS|AKT//advcl//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//10 åt//PL//compound:prt//10 .//MAD//punct//3
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 är//VB|PRS|AKT//cop//16 rimligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//3 att//IE//mark//18 dra//VB|INF|AKT//csubj//16 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 slutsatser//NN|UTR|PLU|IND|NOM//obj//18 ://MID//punct//16
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;//NN|AN//mark//24 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 finns//VB|PRS|SFO//parataxis//16 en//DT|UTR|SIN|IND//det//29 klar//JJ|POS|UTR|SIN|IND|NOM//amod//29 och//KN//cc//28 entydig//JJ|POS|UTR|SIN|IND|NOM//conj//26 koppling//NN|UTR|SIN|IND|NOM//nsubj//24 mellan//PP//case//31 misslyckanden//NN|NEU|PLU|IND|NOM//nmod//29 i//PP//case//33 grundskolan//NN|UTR|SIN|DEF|NOM//nmod//31 och//KN//cc//35 gymnasiet//NN|NEU|SIN|DEF|NOM//conj//33 och//KN//cc//37 misslyckanden//NN|NEU|PLU|IND|NOM//conj//33 på//PP//case//39 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//37 .//MAD//punct//24
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;//NN|AN//punct//3 Risken//NN|UTR|SIN|DEF|NOM//nsubj//45 för//PP//case//44 utanförskap//NN|NEU|SIN|IND|NOM//nmod//42 förefaller//VB|PRS|AKT//acl:relcl//41 vara//VB|INF|AKT//cop//50 minst//AB|SUV//advmod//48 4//RG|NOM//nummod//49 gånger//NN|UTR|PLU|IND|NOM//obl//50 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//45 bland//PP//case//52 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//50 som//HP|-|-|-//nsubj//54 misslyckas//VB|PRS|SFO//acl:relcl//52 i//PP//case//56 skolan//NN|UTR|SIN|DEF|NOM//obl//54 än//KN//case//58 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//54 som//HP|-|-|-//nsubj//60 lyckas//VB|PRS|SFO//acl:relcl//58 .//MAD//punct//45
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;Om//PP//mark//64 5//RG|NOM//nummod//64 %//NN|AN//nsubj//71 av//PP//case//66 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//64 som//HP|-|-|-//nsubj//68 lyckas//VB|PRS|SFO//acl:relcl//66 i//PP//case//70 skolan//NN|UTR|SIN|DEF|NOM//obl//68 står//VB|PRS|AKT//advcl//45 utanför//PP//case//73 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//71 är//VB|PRS|AKT//cop//76 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 siffra//NN|UTR|SIN|IND|NOM//xcomp//45 för//PP//case//78 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//76 som//HP|-|-|-//nsubj//80 misslyckas//VB|PRS|SFO//acl:relcl//78 20//RG|NOM//nummod//82 %//NN|AN//obj//80 .//MAD//punct//45
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;//NN|AN//nmod//85 Kopplingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//93 mellan//PP//case//87 skolmisslyckanden//NN|NEU|PLU|IND|NOM//nmod//85 och//KN//cc//89 misslyckanden//NN|NEU|PLU|IND|NOM//conj//87 på//PP//case//91 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//89 har//VB|PRS|AKT//aux//93 förstärkts//VB|SUP|SFO//advcl//45 över//PP//case//95 åren//NN|NEU|PLU|DEF|NOM//obl//93 ,//MID//punct//93 vilket//HP|NEU|SIN|IND//nsubj:pass//99 kan//VB|PRS|AKT//aux//99 förklaras//VB|INF|SFO//acl:relcl//93 utifrån//PP//case//101 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//104 allt//AB//advmod//103 strängare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//104 krav//NN|NEU|PLU|IND|NOM//obl//99 på//PP//case//107 formell//JJ|POS|UTR|SIN|IND|NOM//amod//107 kompetens//NN|UTR|SIN|IND|NOM//nmod//104 .//MAD//punct//104
3.4 Relationen mellan skolmisslyckanden och misslyckanden på arbetsmarknaden;//NN|AN//nsubj//116 För//PP//case//111 personer//NN|UTR|PLU|IND|NOM//nmod//109 som//HP|-|-|-//nsubj//113 misslyckas//VB|PRS|SFO//acl:relcl//111 i//PP//case//115 skolan//NN|UTR|SIN|DEF|NOM//obl//113 uppstår//VB|PRS|AKT//conj//99 ,//MID//punct//116 vid//PP//case//119 sidan//NN|UTR|SIN|DEF|NOM//obl//116 av//PP//case//121 utanförskapet//NN|NEU|SIN|DEF|NOM//nmod//119 på//PP//case//123 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//121 ,//MID//punct//128 en//DT|UTR|SIN|IND//det//126 mängd//NN|UTR|SIN|IND|NOM//nmod//128 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//128 följdproblem//NN|NEU|PLU|IND|NOM//conj//116 som//HP|-|-|-//nsubj//130 leder//VB|PRS|AKT//acl:relcl//128 till//PP//case//133 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//133 välfärdskonsumtion//NN|UTR|SIN|IND|NOM//obl//130 och//KN//cc//136 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//136 samhällskostnader//NN|UTR|PLU|IND|NOM//conj//133 .//MAD//punct//45

4. TVÅ GRUNDPROBLEM;Problemen//NN|NEU|PLU|DEF|NOM//nsubj//10 för//PP//case//2 elever//NN|UTR|PLU|IND|NOM//nmod//0 med//PP//case//4 dövhet//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//6 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//4 eller//KN//cc//8 grav//NN|UTR|SIN|IND|NOM//conj//4 språkstörning//NN|UTR|SIN|IND|NOM//nmod//0 uppstår//VB|PRS|AKT//ROOT//10 till//PP//case//13 stor//JJ|POS|UTR|SIN|IND|NOM//amod//13 del//NN|UTR|SIN|IND|NOM//obl//10 under//PP//case//15 skoltiden//NN|UTR|SIN|DEF|NOM//obl//10 .//MAD//punct//10
4. TVÅ GRUNDPROBLEM;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 är//VB|PRS|AKT//cop//23 också//AB//advmod//23 då//HA//advmod//23 man//PN|UTR|SIN|IND|SUB//nsubj//23 kan//VB|PRS|AKT//aux//23 göra//VB|INF|AKT//parataxis//10 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//23 för//PP//mark//27 att//IE//mark//27 förebygga//VB|INF|AKT//advcl//23 ett//DT|NEU|SIN|IND//det//34 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//32 och//KN//cc//31 sannolikt//AB|POS//conj//29 dyrt//JJ|POS|NEU|SIN|IND|NOM//amod//34 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 utanförskap//NN|NEU|SIN|IND|NOM//obj//27 .//MAD//punct//23
4. TVÅ GRUNDPROBLEM;Då//AB//advmod//40 kan//VB|PRS|AKT//aux//40 man//PN|UTR|SIN|IND|SUB//nsubj//40 ju//AB//advmod//40 undra//VB|INF|AKT//advcl//23 varför//HA//advmod//44 så//AB//advmod//43 lite//AB|POS//advmod//44 görs//VB|PRS|SFO//ccomp//40 .//MAD//punct//23
4. TVÅ GRUNDPROBLEM;Svaret//NN|NEU|SIN|DEF|NOM//nsubj//47 ligger//VB|PRS|AKT//parataxis//23 i//PP//case//51 två//RG|NOM//nummod//51 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 mekanismer//NN|UTR|PLU|IND|NOM//obl//47 som//HP|-|-|-//nsubj//53 gör//VB|PRS|AKT//acl:relcl//51 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//53 svårt//AB|POS//xcomp//53 att//IE//mark//57 anlägga//VB|INF|AKT//acl//55 ett//DT|NEU|SIN|IND//det//60 socialt//JJ|POS|NEU|SIN|IND|NOM//amod//60 investeringsperspektiv//NN|NEU|SIN|IND|NOM//obj//57 på//PP//case//63 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 insatser//NN|UTR|PLU|IND|NOM//obl//57 ,//MID//punct//51 nämligen//AB//advmod//66 brist//NN|UTR|SIN|IND|NOM//appos//51 på//PP//case//68 helhetssyn//NN|UTR|SIN|IND|NOM//nmod//66 och//KN//cc//70 brist//NN|UTR|SIN|IND|NOM//conj//68 på//PP//case//72 långsiktighet//NN|UTR|SIN|IND|NOM//nmod//70 .//MAD//punct//23

4.1 Bristen på helhetssyn – stuprörseffekten;Elever//NN|UTR|PLU|IND|NOM//advmod//36 med//PP//case//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 former//NN|UTR|PLU|IND|NOM//nmod//0 av//PP//case//5 skolproblem//NN|NEU|PLU|IND|NOM//nmod//3 ,//MID//punct//3 oavsett//AB|POS//mark//10 om//SN//mark//10 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//10 beror//VB|PRS|AKT//advcl//0 på//PP//case//12 dövhet//NN|UTR|SIN|IND|NOM//obl//10 ,//MID//punct//14 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//12 ,//MID//punct//16 grav//NN|UTR|SIN|IND|NOM//nmod//17 språkstörningar//NN|UTR|PLU|IND|NOM//conj//12 eller//KN//cc//19 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//17 ,//MID//punct//0 har//VB|PRS|AKT//aux//36 påfallande//AB//advmod//23 ofta//AB|POS//advmod//25 en//DT|UTR|SIN|IND//det//25 problematik//NN|UTR|SIN|IND|NOM//obj//21 som//HP|-|-|-//nsubj//30 kan//VB|PRS|AKT//aux//30 vara//VB|INF|AKT//cop//30 både//KN//cc//30 diffus//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//25 och//KN//cc//32 komplex//JJ|POS|UTR|SIN|IND|NOM//conj//30 .//MID//punct//21
4.1 Bristen på helhetssyn – stuprörseffekten;Det//DT|NEU|SIN|DEF//det//35 diffusa//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//36 gör//VB|PRS|AKT//ROOT//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 svårt//JJ|POS|NEU|SIN|IND|NOM//xcomp//36 att//IE//mark//40 se//VB|INF|AKT//acl//38 vad//HP|NEU|SIN|IND//dislocated//45 som//HP|-|-|-//nsubj//45 är//VB|PRS|AKT//cop//45 ytliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 symptom//NN|NEU|PLU|IND|NOM//ccomp//40 och//KN//cc//51 vad//HP|NEU|SIN|IND//dislocated//51 som//HP|-|-|-//nsubj//51 är//VB|PRS|AKT//cop//51 underliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 orsaker//NN|UTR|PLU|IND|NOM//conj//45 .//MAD//punct//36
4.1 Bristen på helhetssyn – stuprörseffekten;Det//DT|NEU|SIN|DEF//det//54 komplexa//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//55 gör//VB|PRS|AKT//parataxis//36 att//SN//mark//58 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 krävs//VB|PRS|SFO//ccomp//55 förståelse//NN|UTR|SIN|IND|NOM//nsubj:pass//58 för//PP//case//62 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 problempanoramat//NN|NEU|SIN|DEF|NOM//obl//58 för//PP//mark//66 att//IE//mark//66 kunna//VB|INF|AKT//aux//66 hantera//VB|INF|AKT//acl//62 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//66 .//MAD//punct//36
4.1 Bristen på helhetssyn – stuprörseffekten;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 krävs//VB|PRS|SFO//parataxis//36 också//AB//advmod//70 organisationsstrukturer//NN|UTR|PLU|IND|NOM//nsubj:pass//70 och//KN//cc//74 ersättningssystem//NN|NEU|PLU|IND|NOM//conj//72 som//HP|-|-|-//nsubj//76 möjliggör//VB|PRS|AKT//acl:relcl//74 samordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//80 ,//MID//punct//77 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 insatser//NN|UTR|PLU|IND|NOM//obj//76 .//MAD//punct//70
4.1 Bristen på helhetssyn – stuprörseffekten;Ofta//AB|POS//advmod//1 uppstår//VB|PRS|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 ett//DT|NEU|SIN|IND//det//4 antal//NN|NEU|SIN|IND|NOM//nmod//5 samverkansglapp//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//1 till//PP//case//9 följd//NN|UTR|SIN|IND|NOM//fixed//6 av//PP//fixed//6 strukturen//NN|UTR|SIN|DEF|NOM//obl//1 i//PP//case//13 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//13 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 system//NN|NEU|PLU|IND|NOM//nmod//9 .//MAD//punct//1
4.1 Bristen på helhetssyn – stuprörseffekten;Det//DT|NEU|SIN|DEF//det//17 första//RO|NOM//amod//17 glappet//NN|NEU|SIN|DEF|NOM//nsubj//18 handlar//VB|PRS|AKT//parataxis//1 om//PP//case//20 samverkan//NN|UTR|SIN|IND|NOM//obl//18 mellan//PP//case//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 aktörer//NN|UTR|PLU|IND|NOM//nmod//20 under//PP//case//25 skoltiden//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//1
4.1 Bristen på helhetssyn – stuprörseffekten;Vem//HP|UTR|SIN|IND//nsubj//29 ska//VB|PRS|AKT//aux//29 ge//VB|INF|AKT//conj//1 stöd//NN|NEU|SIN|IND|NOM//obj//29 så//SN//mark//34 att//SN//fixed//31 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//34 når//VB|PRS|AKT//advcl//29 målen//NN|NEU|PLU|DEF|NOM//obj//34 i//PP//case//37 skolan//NN|UTR|SIN|DEF|NOM//obl//34 ?//MID//punct//29
4.1 Bristen på helhetssyn – stuprörseffekten;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//41 kan//VB|PRS|AKT//aux//41 handla//VB|INF|AKT//conj//29 om//PP//compound:prt//41 stöd//NN|NEU|SIN|IND|NOM//obj//41 från//PP//case//45 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//41 ,//MID//punct//48 från//PP//case//48 barn-//NN|NEU|-|-|SMS//obl//41 och//KN//cc//50 ungdomspsykiatrin//NN|UTR|SIN|DEF|NOM//conj//48 ,//MID//punct//53 från//PP//case//53 hjälpmedelscentraler//NN|UTR|PLU|IND|NOM//conj//48 etc.//AB|AN//conj//48 Det//DT|NEU|SIN|DEF//det//57 andra//RO|NOM//amod//57 glappet//NN|NEU|SIN|DEF|NOM//nsubj//58 handlar//VB|PRS|AKT//conj//41 om//PP//case//60 övergången//NN|UTR|SIN|DEF|NOM//obl//58 mellan//PP//case//62 skola//NN|UTR|SIN|IND|NOM//nmod//60 och//KN//cc//64 arbetsliv//NN|NEU|SIN|IND|NOM//conj//62 ,//MID//punct//60 där//HA//advmod//77 elever//NN|UTR|PLU|IND|NOM//nsubj//77 med//PP//case//69 dövhet//NN|UTR|SIN|IND|NOM//nmod//67 ,//MID//punct//71 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//69 eller//KN//cc//73 grav//NN|UTR|SIN|IND|NOM//conj//69 språkstörning//NN|UTR|SIN|IND|NOM//obl//77 alltför//AB//advmod//76 ofta//AB|POS//advmod//77 upplever//VB|PRS|AKT//acl:relcl//60 att//SN//mark//83 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//83 inte//AB//advmod//83 är//VB|PRS|AKT//cop//83 fullt//AB|POS//advmod//83 utrustade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//77 att//IE//mark//85 ta//VB|INF|AKT//xcomp//83 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//85 in//PL//compound:prt//85 i//PP//case//89 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//85 .//MAD//punct//41
4.1 Bristen på helhetssyn – stuprörseffekten;Man//PN|UTR|SIN|IND|SUB//nsubj//94 skulle//VB|PRT|AKT//aux//94 kunna//VB|INF|AKT//aux//94 säga//VB|INF|AKT//conj//41 att//SN//mark//98 skolan//NN|UTR|SIN|DEF|NOM//nsubj//98 inte//AB//advmod//98 tar//VB|PRS|AKT//ccomp//94 sitt//PS|NEU|SIN|DEF//nmod:poss//100 överlämningsansvar//NN|NEU|SIN|IND|NOM//obj//98 .//MAD//punct//94
4.1 Bristen på helhetssyn – stuprörseffekten;Samverkansglappet//NN|NEU|SIN|DEF|NOM//nsubj//104 kan//VB|PRS|AKT//aux//104 uppstå//VB|INF|AKT//parataxis//94 mellan//PP//case//106 skola//NN|UTR|SIN|IND|NOM//obl//104 och//KN//cc//110 till//PP//advmod//110 exempel//NN|NEU|SIN|IND|NOM//fixed//108 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//conj//106 ,//MID//punct//112 arbetsgivare//NN|UTR|PLU|IND|NOM//conj//110 eller//KN//cc//114 arbetsmarknadsinsatser//NN|UTR|PLU|IND|NOM//conj//110 från//PP//case//117 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//117 sida//NN|UTR|SIN|IND|NOM//nmod//110 .//MAD//punct//104
