4 1983 års Ubåtsskyddskommission ;Den//DT|UTR|SIN|DEF//det//2 21//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 1982//RG|NOM//nummod//2 tillkallades//VB|PRT|SFO//ROOT//4 en//DT|UTR|SIN|IND//det//6 kommission//NN|UTR|SIN|IND|NOM//nsubj:pass//4 med//PP//case//8 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//6 att//IE//mark//10 undersöka//VB|INF|AKT//acl//6 ubåtskränkningarna//NN|UTR|PLU|DEF|NOM//obj//10 av//PP//case//14 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 territorium//NN|NEU|SIN|IND|NOM//nmod//11 .//MAD//punct//4
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Fredagen//NN|UTR|SIN|DEF|NOM//nsubj//6 den//DT|UTR|SIN|DEF//det//3 16//RG|NOM//nummod//3 mars//NN|UTR|SIN|IND|NOM//nmod//6  //_SP////3 konstaterade//VB|PRT|AKT//amod//6 militärbefälhavaren//NN|UTR|SIN|DEF|NOM//nsubj//18 att//SN//mark//10 några//DT|UTR/NEU|PLU|IND//det//10 säkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 tecken//NN|NEU|PLU|IND|NOM//nsubj//18 på//PP//mark//15 att//SN//mark//15 en//DT|UTR|SIN|IND//det//14 utpassage//NN|UTR|SIN|IND|NOM//nsubj//15 ägt//VB|SUP|AKT//acl//10 rum//NN|NEU|SIN|IND|NOM//obj//15 inte//AB//advmod//18 fanns//VB|PRT|SFO//ROOT//18 ,//MID//punct//25 även//AB//mark//25 om//SN//fixed//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 icke//AB//advmod//25 kunde//VB|PRT|AKT//aux//25 uteslutas//VB|INF|SFO//advcl//18 att//SN//mark//28 så//AB//advmod//28 skett//VB|SUP|AKT//advcl//25 .//MAD//punct//18
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//31 var//VB|PRT|AKT//cop//35 därför//AB//mark//35 att//SN//mark//35 miniubåten//NN|UTR|SIN|DEF|NOM//nsubj//35 avvaktade//VB|PRT|AKT//advcl//18 ett//DT|NEU|SIN|IND//det//38 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//38 tillfälle//NN|NEU|SIN|IND|NOM//obj//35 att//IE//mark//40 bryta//VB|INF|AKT//acl//38 ut//PL//compound:prt//40 eller//KN//cc//43 återbemannas//VB|INF|SFO//conj//40 utifrån//AB//advmod//43 ,//MID//punct//35 när//HA//mark//48 bevakningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 försvagats//VB|SUP|SFO//advcl//35 .//MAD//punct//35
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Inriktningen//NN|UTR|SIN|DEF|NOM//parataxis//35 av//PP//case//52 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//50 skulle//VB|PRT|AKT//aux//55 därför//AB//advmod//55 vara//VB|INF|AKT//conj//18 att//IE//mark//57 bibehålla//VB|INF|AKT//ccomp//55 bevakningen//NN|UTR|SIN|DEF|NOM//obj//57 ,//MID//punct//61 samt//KN//cc//61 fortsätta//VB|INF|AKT//conj//18 avsökningen//NN|UTR|SIN|DEF|NOM//obj//61 av//PP//case//64 området//NN|NEU|SIN|DEF|NOM//obl//61 i//PP//case//66 syfte//NN|NEU|SIN|IND|NOM//nmod//64 att//IE//mark//68 finna//VB|INF|AKT//xcomp//61 inkräktaren//NN|UTR|SIN|DEF|NOM//obj//68 ,//MID//punct//71 bottenspår//NN|NEU|PLU|IND|NOM//conj//69 eller//KN//cc//74 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 bevis//NN|NEU|PLU|IND|NOM//conj//69 .//MAD//punct//18
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Analysgruppen//NN|UTR|SIN|DEF|NOM//nsubj//1 presenterade//VB|PRT|AKT//ROOT//1 samma//DT|UTR/NEU|SIN/PLU|IND//det//3 dag//NN|UTR|SIN|IND|NOM//obl//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 bedömning//NN|UTR|SIN|IND|NOM//obj//1 ://MID//punct//5
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Med//PP//case//9 stor//JJ|POS|UTR|SIN|IND|NOM//amod//9 sannolikhet//NN|UTR|SIN|IND|NOM//obl//13 har//VB|PRS|AKT//aux//13 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 undervattensverksamhet//NN|UTR|SIN|IND|NOM//nsubj//13 ägt//VB|SUP|AKT//conj//1 rum//NN|NEU|SIN|IND|NOM//compound:prt//13 i//PP//case//16 Karlskrona-bassängen//NN|UTR|SIN|DEF|NOM//obl//13 fram//AB//advmod//21 till//PP//case//21 den//DT|UTR|SIN|DEF//det//21 20//RG|NOM//nummod//21 februari//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//13
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//26 kan//VB|PRS|AKT//aux//26 ha//VB|INF|AKT//aux//26 inletts//VB|SUP|SFO//conj//1 före//PP//case//30 den//DT|UTR|SIN|DEF//det//30 10//RG|NOM//nummod//30 februari//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//26 och//KN//cc//33 har//VB|PRS|AKT//conj//26 sannolikt//AB|POS//advmod//35 fortsatt//VB|SUP|AKT//xcomp//33 till//PP//case//39 den//DT|UTR|SIN|DEF//det//39 29//RG|NOM//nummod//39 februari//NN|UTR|SIN|IND|NOM//obl//35 med//PP//case//43 en//DT|UTR|SIN|IND//det//43 liten//JJ|POS|UTR|SIN|IND|NOM//amod//43 undervattensfarkost//NN|UTR|SIN|IND|NOM//nmod//39 och//KN//cc//45 dykare//NN|UTR|SIN|IND|NOM//conj//43 .//MAD//punct//26
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 är//VB|PRS|AKT//cop//50 mindre//AB|KOM//advmod//50 sannolikt//JJ|POS|NEU|SIN|IND|NOM//conj//26 att//SN//mark//57 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//57 under//PP//case//55 denna//DT|UTR|SIN|DEF//det//55 tid//NN|UTR|SIN|IND|NOM//obl//57 även//AB//advmod//57 omfattat//VB|SUP|AKT//csubj//50 miniubåt//NN|UTR|SIN|IND|NOM//obj//57 .//MAD//punct//50
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;I//PP//case//1 Bollösund//PM|NOM//obl//2 skedde//VB|PRT|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//4 antal//NN|NEU|SIN|IND|NOM//nmod//5 vapeninsatser//NN|UTR|PLU|IND|NOM//nsubj//2 på//PP//case//7 eftermiddagen//NN|UTR|SIN|DEF|NOM//nmod//5 lördagen//NN|UTR|SIN|DEF|NOM//advmod//2 den//DT|UTR|SIN|DEF//det//11 17//RG|NOM//nummod//11 mars//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//8
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17; //_SP////12 Under//PP//case//15 loppet//NN|NEU|SIN|DEF|NOM//obl//19 av//PP//case//18 tre//RG|NOM//nummod//18 timmar//NN|UTR|PLU|IND|NOM//nmod//15 kastades//VB|PRT|SFO//parataxis//2 tre//RG|NOM//nummod//21 handgranater//NN|UTR|PLU|IND|NOM//obj//19 och//KN//cc//23 utlöstes//VB|PRT|SFO//conj//19 två//RG|NOM//nummod//27 drygt//AB|POS//advmod//26 100//RG|NOM//nummod//27 kilos//NN|NEU|SIN|IND|GEN//nmod//28 chockladdningar//NN|UTR|PLU|IND|NOM//obj//23 .//MAD//punct//23
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Från//PP//case//31 helikopter//NN|UTR|SIN|IND|NOM//obl//32 fälldes//VB|PRT|SFO//conj//19 också//AB//advmod//32 fyra//RG|NOM//nummod//35 chockladdningar//NN|UTR|PLU|IND|NOM//nsubj:pass//32 .//MAD//punct//19
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Dessa//DT|UTR/NEU|PLU|DEF//det//38 vapeninsatser//NN|UTR|PLU|IND|NOM//nsubj:pass//39 föranleddes//VB|PRT|SFO//parataxis//19 av//PP//case//42 en//DT|UTR|SIN|IND//det//42 ekokontakt//NN|UTR|SIN|IND|NOM//obl:agent//39 som//HP|-|-|-//nsubj:pass//44 erhållits//VB|SUP|SFO//acl:relcl//42 med//PP//case//46 UDIsonar//NN|UTR|PLU|IND|NOM//obl//44 .//MAD//punct//19
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Genomförd//PC|PRF|UTR|SIN|IND|NOM//parataxis//19 efteranalys//NN|UTR|SIN|IND|NOM//advmod//48 och//KN//cc//51 bottenundersökningar//NN|UTR|PLU|IND|NOM//conj//48 med//PP//case//53 dykare//NN|UTR|PLU|IND|NOM//nmod//51 och//KN//cc//55 sjöuggla//NN|NEU|PLU|IND|NOM//conj//53 kunde//VB|PRT|AKT//aux//58 inte//AB//advmod//58 påvisa//VB|INF|AKT//conj//19 att//SN//mark//62 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 undervattensverksamhet//NN|UTR|SIN|IND|NOM//nsubj//62 förekommit//VB|SUP|AKT//ccomp//58 .//MAD//punct//19
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Sedan//SN//case//65 analysen//NN|UTR|SIN|DEF|NOM//nsubj:pass//71 av//PP//case//68 lördagens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 händelser//NN|UTR|PLU|IND|NOM//nmod//65 i//PP//case//70 Bollösund//NN|NEU|PLU|IND|NOM//nmod//68 slutförts//VB|SUP|SFO//conj//19 beordrade//VB|PRT|AKT//amod//73 militärbefälhavaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 kustartilleriförsvarschefen//NN|UTR|SIN|DEF|NOM//xcomp//19 att//IE//mark//77 endast//AB//advmod//77 insätta//VB|INF|AKT//advcl//19 chockladdningar//NN|UTR|PLU|IND|NOM//obj//77 mot//PP//case//80 eko//NN|NEU|SIN|IND|NOM//obl//77 som//HP|-|-|-//nsubj:pass//82 klassificerats//VB|SUP|SFO//acl:relcl//80 ”//PAD//punct//84 ubåt//NN|UTR|SIN|IND|NOM//xcomp//82 /undervattensfarkost//MID//punct//84 ”//PAD//punct//19 .//MAD//punct//2
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Under//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//3 veckorna//NN|UTR|PLU|DEF|NOM//obl//6 av//PP//case//5 mars//NN|UTR|SIN|IND|NOM//nmod//3 minskade//VB|PRT|AKT//ROOT//6 antalet//NN|NEU|SIN|DEF|NOM//nmod//8 indikationer//NN|UTR|PLU|IND|NOM//nsubj//6 markant//AB|POS//xcomp//6 .//MAD//punct//6
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Händelseförlopp 17;Tisdagen//NN|UTR|SIN|DEF|NOM//nsubj//16 den//DT|UTR|SIN|DEF//det//14 27//RG|NOM//nummod//14 mars//NN|UTR|SIN|IND|NOM//nmod//11  //_SP////14 beordrade//VB|PRT|AKT//parataxis//6 militärbefälhavaren//NN|UTR|SIN|DEF|NOM//obj//16 att//SN//mark//21 ubåtsskyddsoperationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 skulle//VB|PRT|AKT//aux//21 avbrytas//VB|INF|SFO//advcl//16 .//MAD//punct//16

5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Överbefälhavaren//NN|UTR|SIN|DEF|NOM//nsubj//1 tillsatte//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 26//RG|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obj//1 en//DT|UTR|SIN|IND//det//6 utredning//NN|UTR|SIN|IND|NOM//obj//1 om//PP//case//8 händelserna//NN|UTR|PLU|DEF|NOM//nmod//6 i//PP//case//10 Karlskrona//PM|NOM//nmod//8 .//MAD//punct//1
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 leddes//VB|PRT|SFO//conj//1 av//PP//case//16 pensionerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//16 konteramiralen//NN|UTR|SIN|DEF|NOM//nmod//17 Christer//PM|NOM//obj//13 Kierkegaard//PM|NOM//flat:name//17 och//KN//cc//20 överlämnades//VB|PRT|SFO//conj//13 till//PP//case//22 ÖB//NN|AN//obl//20 den//DT|UTR|SIN|DEF//det//25 25//RG|NOM//nummod//25 april//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//1
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//28 redovisade//PC|PRF|UTR/NEU|SIN|DEF|NOM//parataxis//1 att//SN//mark//33 ca//AB|AN//advmod//31 600//RG|NOM//nummod//32 iakttagelser//NN|UTR|PLU|IND|NOM//nsubj:pass//33 rapporterats//VB|SUP|SFO//acl//28 under//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 ca//AB|AN//advmod//37 åtta//RG|NOM//nummod//38 veckor//NN|UTR|PLU|IND|NOM//obl//33 ,//MID//punct//38 som//HP|-|-|-//obj//42 incidenten//NN|UTR|SIN|DEF|NOM//nsubj//42 varade//VB|PRT|AKT//acl:relcl//38 .//MAD//punct//28
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Ungefär//AB//advmod//45 hälften//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 av//PP//case//48 dessa//DT|UTR/NEU|PLU|DEF//det//48 rapporter//NN|UTR|PLU|IND|NOM//nmod//45 kunde//VB|PRT|AKT//aux//50 hänföras//VB|INF|SFO//conj//28 till//PP//case//53 naturliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 orsaker//NN|UTR|PLU|IND|NOM//obl//50 .//MAD//punct//28
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Av//PP//case//56 återstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//59 ca//AB|AN//advmod//58 300//RG|NOM//obj//56 ansåg//VB|PRT|AKT//parataxis//28 man//PN|UTR|SIN|IND|SUB//nsubj//59 att//SN//mark//66 ca//AB|AN//advmod//63 70//RG|NOM//nsubj:pass//66 inte//AB//advmod//66 kunde//VB|PRT|AKT//aux//66 förklaras//VB|INF|SFO//ccomp//59 på//PP//case//69 annat//JJ|POS|NEU|SIN|IND|NOM//amod//69 sätt//NN|NEU|SIN|IND|NOM//obl//66 än//KN//mark//74 att//SN//mark//74 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//74 kunde//VB|PRT|AKT//aux//74 härröra//VB|INF|AKT//acl//69 från//PP//case//77 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 undervattensverksamhet//NN|UTR|SIN|IND|NOM//obl//74 ,//MID//punct//82 och//KN//cc//82 dessa//DT|UTR/NEU|PLU|DEF//det//81 70//RG|NOM//nsubj:pass//82 analyserades//VB|PRT|SFO//conj//59 närmare//AB|KOM//advmod//82 .//MAD//punct//1
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Kierkegaardrapporten//NN|UTR|SIN|DEF|NOM//nsubj//1 ansåg//VB|PRT|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//1 klarlagt//PC|PRF|NEU|SIN|IND|NOM//xcomp//1 att//SN//mark//9 miniubåt//NN|UTR|SIN|IND|NOM//nsubj//9 och//KN//cc//8 annan//JJ|POS|UTR|SIN|IND|NOM//amod//8 undervattensverksamhet//NN|UTR|SIN|IND|NOM//conj//5 förekommit//VB|SUP|AKT//ccomp//3 inomskärs//NN|UTR|SIN|IND|NOM//xcomp//9 i//PP//case//13 sju//RG|NOM//nummod//13 fall//NN|NEU|PLU|IND|NOM//obl//9 under//PP//case//15 perioden//NN|UTR|SIN|DEF|NOM//nmod//13 från//PP//case//17 mitten//NN|UTR|SIN|DEF|NOM//nmod//15 av//PP//case//19 februari//NN|UTR|SIN|IND|NOM//nmod//17 till//PP//case//21 början//NN|UTR|SIN|DEF|NOM//nmod//17 av//PP//case//23 mars//NN|UTR|SIN|IND|NOM//nmod//21 ,//MID//punct//1 och//KN//cc//33 att//SN//mark//33 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 ubåt//NN|UTR|SIN|IND|NOM//nsubj//33 ,//MID//punct//28 sannolikt//AB|POS//advmod//31 konventionell//JJ|POS|UTR|SIN|IND|NOM//appos//28 ,//MID//punct//33 uppträtt//PC|PRF|UTR|SIN|IND|NOM//conj//1 utomskärs//NN|UTR|SIN|IND|NOM//nsubj//33 på//PP//case//37 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 vatten//NN|NEU|SIN|IND|NOM//obl//33 och//KN//cc//40 på//PP//case//40 territorialhavet//NN|NEU|SIN|DEF|NOM//obl//33 under//PP//case//43 samma//DT|UTR/NEU|SIN/PLU|IND//det//43 tid//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//1
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//3 kunde//VB|PRT|AKT//aux//3 inte//AB//advmod//3 finna//VB|INF|AKT//ROOT//3 något//DT|NEU|SIN|IND//det//9 konkret//JJ|POS|NEU|SIN|IND|NOM//amod//9 och//KN//cc//7 entydigt//AB|POS//conj//5 tekniskt//JJ|POS|NEU|SIN|IND|NOM//amod//9 bevis//NN|NEU|SIN|IND|NOM//obj//3 i//PP//case//13 form//NN|UTR|SIN|IND|NOM//fixed//10 av//PP//fixed//10 materiel//NN|UTR|SIN|IND|NOM//obl//3 ,//MID//punct//15 bottenspår//NN|NEU|PLU|IND|NOM//conj//13 eller//KN//cc//17 dylikt//JJ|POS|NEU|SIN|IND|NOM//conj//13 ,//MID//punct//3 och//KN//cc//22 kunde//VB|PRT|AKT//aux//22 inte//AB//advmod//22 fastställa//VB|INF|AKT//conj//3 nationalitet//NN|UTR|SIN|IND|NOM//obj//22 på//PP//case//27 den//DT|UTR|SIN|DEF//det//27 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 undervattensverksamheten//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//3
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 konstaterades//VB|PRT|SFO//ROOT//1 bl.a.//AB|AN//advmod//1 också//AB//advmod//1 av//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//obl//1 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 tog//VB|PRT|AKT//advcl//1 relativt//AB|POS//advmod//10 lång//JJ|POS|UTR|SIN|IND|NOM//amod//11 tid//NN|UTR|SIN|IND|NOM//obj//8 att//IE//mark//13 bygga//VB|INF|AKT//acl//11 upp//PL//compound:prt//13 inloppsbevakning//NN|UTR|SIN|IND|NOM//obj//13 och//KN//cc//17 införa//VB|INF|AKT//conj//13 sjötrafikreglering//NN|UTR|SIN|IND|NOM//obj//17 ,//MID//punct//1 samt//KN//cc//23 att//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 fanns//VB|PRT|SFO//conj//1 brister//NN|UTR|PLU|IND|NOM//nsubj//23 på//PP//case//27 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 områden//NN|NEU|PLU|IND|NOM//nmod//24 i//PP//case//29 hanteringen//NN|UTR|SIN|DEF|NOM//nmod//27 såsom//KN//mark//31 rapportdelgivning//NN|UTR|SIN|IND|NOM//nmod//24 ,//MID//punct//33 analysfunktion//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//35 samverkan//NN|UTR|SIN|IND|NOM//conj//31 och//KN//cc//37 tillämpning//NN|UTR|SIN|IND|NOM//conj//31 av//PP//case//39 säkerhetsbestämmelserna//NN|NEU|PLU|DEF|NOM//nmod//37 ,//MID//punct//43 vilket//HP|NEU|SIN|IND//obj//43 man//PN|UTR|SIN|IND|SUB//nsubj//43 ansåg//VB|PRT|AKT//acl:relcl//24 till//PP//case//45 del//NN|UTR|SIN|IND|NOM//obl//43 torde//VB|PRT|AKT//aux//47 återfalla//VB|INF|AKT//conj//1 på//PP//case//49 ledningssystemet//NN|NEU|SIN|DEF|NOM//obl//47 .//MAD//punct//1
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Åt//PP//case//1 generaldirektör//NN|UTR|SIN|IND|NOM//nmod//2 Göran//PM|NOM//nsubj:pass//4 Steen//PM|NOM//flat:name//2 uppdrogs//VB|PRT|SFO//ROOT//4 att//IE//mark//6 analysera//VB|INF|AKT//xcomp//4 och//KN//cc//8 utvärdera//VB|INF|AKT//conj//6 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 optiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 observationer//NN|UTR|PLU|IND|NOM//obj//8 under//PP//case//13 incidenten//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//4
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//17 är//VB|PRS|AKT//cop//17 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//4 i//PP//case//20 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//20 rapport//NN|UTR|SIN|IND|NOM//obl//17 från//PP//case//22 Steen//PM|NOM//nmod//20 till//PP//case//24 ÖB//NN|AN//obl//17 den//DT|UTR|SIN|DEF//det//27 26//RG|NOM//nummod//27 april//NN|UTR|SIN|IND|NOM//obl//17 1984//RG|NOM//nummod//27 .//MAD//punct//17
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Genomgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//17 får//VB|PRS|AKT//aux//73 man//PN|UTR|SIN|IND|SUB//nsubj//31 intrycket//NN|NEU|SIN|DEF|NOM//obj//31 att//SN//mark//35 Steen//PM|NOM//nsubj//49 ,//MID//punct//35 som//HP|-|-|-//nsubj:pass//38 biträddes//VB|PRT|SFO//acl:relcl//35 av//PP//case//42 hovrättslagmannen//NN|UTR|SIN|DEF|NOM//nmod//41 Sigvard//PM|NOM//compound//42 Mejegård//PM|NOM//obl:agent//38 och//KN//cc//44 psykologen//NN|UTR|SIN|DEF|NOM//conj//42 Kristina//PM|NOM//compound//46 Pollack//PM|NOM//conj//42 ,//MID//punct//35 främst//AB|SUV//advmod//49 sökt//VB|SUP|AKT//acl:relcl//33 värdera//VB|INF|AKT//xcomp//49 trovärdigheten//NN|UTR|SIN|DEF|NOM//obj//50 hos//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 personer//NN|UTR|PLU|IND|NOM//nmod//51 ,//MID//punct//57 som//HP|-|-|-//nsubj:pass//57 förhörts//VB|SUP|SFO//acl:relcl//54 om//PP//case//60 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//60 observationer//NN|UTR|PLU|IND|NOM//obl//57 .//MAD//punct//64
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Hade//VB|PRT|AKT//aux//64 vederbörande//NN|UTR|SIN|IND|NOM//advmod//64 uppfattats//VB|SUP|SFO//conj//49 som//KN//mark//66 trovärdig//JJ|POS|UTR|SIN|IND|NOM//xcomp//64 hade//VB|PRT|AKT//aux//73 också//AB//advmod//73 det//DT|NEU|SIN|DEF//det//70 vederbörande//NN|UTR|SIN|IND|NOM//nsubj//73 sett//VB|SUP|AKT//aux//73 varit//VB|SUP|AKT//cop//73 trovärdigt//JJ|POS|NEU|SIN|IND|NOM//conj//17 .//MAD//punct//17
5.4 Händelserna i Karlskrona-området februari – mars 1984 (”Karlskrona 2”) / Överbefälhavarens utredning av incidenten – den s.k. Kierkegaardrapporten;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//76 anförde//VB|PRT|AKT//parataxis//17 att//SN//mark//79 man//PN|UTR|SIN|IND|SUB//nsubj//79 lagt//VB|SUP|AKT//ccomp//76 lika//AB//advmod//81 stränga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 krav//NN|NEU|PLU|IND|NOM//obj//79 på//PP//case//84 bevisning//NN|UTR|SIN|IND|NOM//obl//79 som//HP|-|-|-//nsubj//87 skulle//VB|PRT|AKT//aux//87 krävts//VB|SUP|SFO//acl:relcl//84 i//PP//case//90 en//DT|UTR|SIN|IND//det//90 domstol//NN|UTR|SIN|IND|NOM//obl//87 för//PP//case//94 en//DT|UTR|SIN|IND//det//94 fällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 dom//NN|UTR|SIN|IND|NOM//nmod//90 .//MID//punct//17
