2003-11-27 N2002/4470/ESB ;Näringsdepartementet//NN|NEU|SIN|DEF|NOM//ROOT//0
2003-11-27 N2002/4470/ESB ;internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 organisationer//NN|UTR|PLU|IND|NOM//nsubj//8 såsom//KN//mark//3 FN//PM|NOM//nmod//1 ,//MID//punct//5 EU//PM|NOM//conj//3 och//KN//cc//7 OECD//PM|NOM//conj//3 klassificerar//VB|PRS|AKT//ROOT//8 torv//NN|UTR|SIN|IND|NOM//obj//8 som//KN//mark//12 fossilt//JJ|POS|NEU|SIN|IND|NOM//amod//12 bränsle//NN|NEU|SIN|IND|NOM//xcomp//8 .//MAD//punct//8
2003-11-27 N2002/4470/ESB ;RSV//PM|NOM//nsubj//15 anser//VB|PRS|AKT//parataxis//8 vidare//AB|KOM//advmod//15 att//SN//mark//20 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//20 inte//AB//advmod//20 klargjort//VB|SUP|AKT//ccomp//15 om//SN//mark//23 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//23 anser//VB|PRS|AKT//advcl//20 att//SN//mark//27 torv//NN|UTR|SIN|IND|NOM//nsubj:pass//27 skall//VB|PRS|AKT//aux//27 behandlas//VB|INF|SFO//ccomp//23 likvärdigt//AB|POS//advmod//27 med//PP//case//30 biobränslen//NN|NEU|PLU|IND|NOM//obl//27 enbart//AB//advmod//33 vad//HP|NEU|SIN|IND//nsubj//33 gäller//VB|PRS|AKT//advcl//27 ,//MID//punct//33 hur//HA//advmod//39 och//KN//cc//39 på//PP//case//39 vilka//HD|UTR/NEU|PLU|IND//det//39 grunder//NN|UTR|PLU|IND|NOM//obl//27 ,//MID//punct//39 som//HP|-|-|-//nsubj:pass//46 de//DT|UTR/NEU|PLU|DEF//det//44 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 utsläppsemissionerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//46 skall//VB|PRS|AKT//aux//46 beräknas//VB|INF|SFO//acl:relcl//39 ,//MID//punct//56 eller//KN//cc//56 om//SN//mark//56 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//56 även//AB//advmod//53 i//PP//case//53 beskattningshänseende//NN|NEU|SIN|IND|NOM//obl//56 skall//VB|PRS|AKT//aux//56 vara//VB|INF|AKT//cop//56 likvärdigt//JJ|POS|NEU|SIN|IND|NOM//conj//39 med//PP//case//58 biobränslen//NN|NEU|PLU|IND|NOM//nmod//56 .//MAD//punct//15
2003-11-27 N2002/4470/ESB ;Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//1 Energi//NN|UTR|SIN|IND|NOM//nsubj//8 ,//MID//punct//4 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//4 Fjärrvärme//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 Gasföreningen//NN|UTR|SIN|DEF|NOM//conj//1 konstaterar//VB|PRS|AKT//ROOT//8 att//SN//mark//11 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//11 jämställer//VB|PRS|AKT//ccomp//8 torv//NN|UTR|SIN|IND|NOM//obj//11 med//PP//case//15 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 biobränslen//NN|NEU|PLU|IND|NOM//obl//11 baserat//PC|PRF|NEU|SIN|IND|NOM//xcomp//8 på//PP//case//18 underlag//NN|NEU|SIN|IND|NOM//obl//16 och//KN//cc//20 beslut//NN|NEU|SIN|IND|NOM//conj//18 beträffande//PP//case//22 elcertifikat//NN|NEU|SIN|IND|NOM//obl//16 .//MAD//punct//8
2003-11-27 N2002/4470/ESB ;Föreningarna//NN|UTR|PLU|DEF|NOM//nsubj//25 konstaterar//VB|PRS|AKT//parataxis//8 dock//AB//advmod//25 att//SN//advmod//25 i//PP//case//29 EU//PM|NOM//obl//25 ://MID//punct//29 s//NN|NEU|SIN|IND|GEN//advmod//33 direktiv//NN|NEU|PLU|IND|NOM//fixed//31 ingår//VB|PRS|AKT//parataxis//8 torv//NN|UTR|SIN|IND|NOM//nsubj//33 i//PP//case//36 handelssystemet//NN|NEU|SIN|DEF|NOM//obl//33 ,//MID//punct//33 och//KN//cc//40 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//40 utgår//VB|PRS|AKT//conj//8 ifrån//PP//compound:prt//40 att//SN//mark//45 denna//DT|UTR|SIN|DEF//det//44 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//45 klaras//VB|INF|SFO//ccomp//40 ut//PL//compound:prt//45 av//PP//case//48 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//45 och//KN//cc//50 EU-kommissionen//NN|UTR|SIN|DEF|NOM//conj//48 .//MAD//punct//8
2003-11-27 N2002/4470/ESB ;Organisationsfrågor//NN|UTR|PLU|IND|NOM//ROOT//0
2003-11-27 N2002/4470/ESB ;Allmänt//AB|POS//ROOT//0
2003-11-27 N2002/4470/ESB ;Statskontoret//NN|NEU|SIN|DEF|NOM//nsubj//1 instämmer//VB|PRS|AKT//ROOT//1 med//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//obl//1 av//PP//case//7 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 förslag//NN|NEU|SIN|IND|NOM//nmod//4 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 frågorna//NN|UTR|PLU|DEF|NOM//obl//1 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Södermanlands//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0 anser//VB|PRS|AKT//ROOT//4 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//8 bör//VB|PRS|AKT//aux//8 undersökas//VB|INF|SFO//ccomp//4 om//PP//case//10 administrationen//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//12 systemet//NN|NEU|SIN|DEF|NOM//nmod//10 ,//MID//punct//18 som//HP|-|-|-//nsubj//18 ju//AB//advmod//18 är//VB|PRS|AKT//cop//18 en//DT|UTR|SIN|IND//det//18 marknadslösning//NN|UTR|SIN|IND|NOM//appos//10 ,//MID//punct//18 bör//VB|PRS|AKT//aux//21 läggas//VB|INF|SFO//conj//4 hos//PP//case//23 branscherna//NN|UTR|PLU|DEF|NOM//obl//21 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//23 på//PP//case//27 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 sätt//NN|NEU|PLU|IND|NOM//obl//21 som//HP|-|-|-//mark//32 den//DT|UTR|SIN|DEF//det//31 Nordiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 Elhandeln//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 organiserats//VB|SUP|SFO//acl:relcl//27 .//MAD//punct//4
2003-11-27 N2002/4470/ESB ;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Norrbottens//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0 anser//VB|PRS|AKT//ROOT//4 att//SN//mark//8 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 förslag//NN|NEU|SIN|IND|NOM//nsubj//8 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//4 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 frågor//NN|UTR|PLU|IND|NOM//nsubj//12 ger//VB|PRS|AKT//conj//4 en//DT|UTR|SIN|IND//det//16 tämligen//AB//advmod//15 splittrad//PC|PRF|UTR|SIN|IND|NOM//amod//16 bild//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//20 en//DT|UTR|SIN|IND//det//20 nyskapad//PC|PRF|UTR|SIN|IND|NOM//amod//20 myndighet//NN|UTR|SIN|IND|NOM//obl//12 och//KN//cc//26 ett//DT|NEU|SIN|IND//det//23 flertal//NN|NEU|SIN|IND|NOM//nmod//25 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//26 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//12 .//MAD//punct//12
2003-11-27 N2002/4470/ESB ;Administrationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 istället//AB//advmod//31 skötas//VB|INF|SFO//conj//12 av//PP//case//37 ett//DT|NEU|SIN|IND//det//36 mycket//AB|POS//advmod//35 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//36 antal//NN|NEU|SIN|IND|NOM//nmod//37 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//31 där//HA//advmod//37 förslagsvis//AB//fixed//38 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//46 och//KN//cc//45 ///MID//cc//45 eller//KN//cc//44 Statens//NN|UTR|SIN|DEF|GEN//conj//42 energimyndighet//NN|UTR|SIN|IND|NOM//conj//40 får//VB|PRS|AKT//conj//12 ett//DT|NEU|SIN|IND//det//48 huvudansvar//NN|NEU|SIN|IND|NOM//obj//46 .//MAD//punct//12
2003-11-27 N2002/4470/ESB ;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 energimyndighet//NN|UTR|SIN|IND|NOM//nsubj//2 anser//VB|PRS|AKT//ROOT//2 att//SN//mark//5 så//AB//advmod//5 få//JJ|POS|UTR/NEU|PLU|IND|NOM//ccomp//2 myndigheter//NN|UTR|PLU|IND|NOM//obj//5 som//KN//mark//8 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//6 bör//VB|PRS|AKT//aux//10 få//VB|INF|AKT//conj//2 i//PP//case//12 ansvar//NN|NEU|SIN|IND|NOM//obl//10 att//IE//mark//14 genomföra//VB|INF|AKT//acl//12 det//DT|NEU|SIN|DEF//det//17 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 handelsdirektivet//NN|NEU|SIN|DEF|NOM//obj//14 då//HA//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 ger//VB|PRS|AKT//advcl//14 få//JJ|POS|UTR/NEU|PLU|IND|NOM//xcomp//20 kontaktytor//NN|UTR|PLU|IND|NOM//obj//21 och//KN//cc//24 smidighet//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Vidare//AB|KOM//parataxis//2 är//VB|PRS|AKT//cop//29 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 ont//AB|POS//parataxis//2 om//PP//case//31 tid//NN|UTR|SIN|IND|NOM//nmod//29 .//MAD//punct//29
2003-11-27 N2002/4470/ESB ;Då//HA//advmod//36 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//36 bör//VB|PRS|AKT//aux//36 behandlas//VB|INF|SFO//advcl//40 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//36 bör//VB|PRS|AKT//aux//40 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//40 ha//VB|INF|AKT//parataxis//2 ansvaret//NN|NEU|SIN|DEF|NOM//obj//40 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Verket//NN|NEU|SIN|DEF|NOM//nsubj//3 för//PP//case//2 näringslivsutveckling//NN|UTR|SIN|IND|NOM//nmod//0 anser//VB|PRS|AKT//ROOT//3 att//SN//mark//7 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//7 bör//VB|PRS|AKT//aux//7 ges//VB|INF|SFO//ccomp//3 uppdraget//NN|NEU|SIN|DEF|NOM//obj//7 att//IE//mark//10 utveckla//VB|INF|AKT//xcomp//7 de//DT|UTR/NEU|PLU|DEF//det//13 olösta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 frågeställningarna//NN|UTR|PLU|DEF|NOM//obj//10 som//HP|-|-|-//nsubj//15 återstår//VB|PRS|AKT//acl:relcl//13 för//PP//mark//20 att//IE//mark//20 effektivt//AB|POS//advmod//20 kunna//VB|INF|AKT//aux//20 implementera//VB|INF|AKT//advcl//15 handelssystemet//NN|NEU|SIN|DEF|NOM//obj//20 .//MAD//punct//3
2003-11-27 N2002/4470/ESB ;Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//1 Näringsliv//NN|NEU|SIN|IND|NOM//nsubj//4 och//KN//cc//3 Jernkontoret//NN|NEU|SIN|DEF|NOM//conj//1 anser//VB|PRS|AKT//ROOT//4 att//SN//mark//8 strävan//NN|UTR|SIN|DEF|NOM//nsubj//8 bör//VB|PRS|AKT//aux//8 vara//VB|INF|AKT//ccomp//4 att//IE//mark//10 skapa//VB|INF|AKT//ccomp//8 en//DT|UTR|SIN|IND//det//13 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//13 kontaktpunkt//NN|UTR|SIN|IND|NOM//obj//10 dit//HA//advmod//10 företagen//NN|NEU|PLU|DEF|NOM//nsubj//17 kan//VB|PRS|AKT//aux//17 vända//VB|INF|AKT//conj//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//17 i//PP//case//21 alla//DT|UTR/NEU|PLU|IND/DEF//det//21 ärenden//NN|NEU|PLU|IND|NOM//obl//17 som//HP|-|-|-//nsubj//23 gäller//VB|PRS|AKT//acl:relcl//21 handel//NN|UTR|SIN|IND|NOM//obj//23 med//PP//case//26 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//24 .//MAD//punct//4
2003-11-27 N2002/4470/ESB ;Landsorganisationen//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 Sverige//PM|NOM//nmod//0 tillstyrker//VB|PRS|AKT//ROOT//3 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 förslag//NN|NEU|SIN|IND|NOM//obj//3 vad//HP|NEU|SIN|IND//nsubj//7 gäller//VB|PRS|AKT//acl:relcl//5 ny//JJ|POS|UTR|SIN|IND|NOM//amod//9 myndighetsorganisation//NN|UTR|SIN|IND|NOM//obj//7 ,//MID//punct//12 men//KN//cc//12 avstår//VB|PRS|AKT//conj//3 från//PP//mark//15 att//IE//mark//15 lägga//VB|INF|AKT//advcl//12 synpunkter//NN|UTR|PLU|IND|NOM//obj//15 på//PP//case//19 den//DT|UTR|SIN|DEF//det//19 arbetsfördelning//NN|UTR|SIN|IND|NOM//obl//15 som//HP|-|-|-//nsubj:pass//21 föreslås//VB|PRS|SFO//acl:relcl//19 mellan//PP//case//24 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 myndigheter//NN|UTR|PLU|IND|NOM//obl//21 i//PP//case//28 det//DT|NEU|SIN|DEF//det//28 korta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 perspektivet//NN|NEU|SIN|DEF|NOM//nmod//24 och//KN//cc//32 i//PP//case//32 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 detaljfrågor//NN|UTR|PLU|IND|NOM//conj//28 .//MAD//punct//3
2003-11-27 N2002/4470/ESB ;Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//1 Mineralindustri//NN|UTR|SIN|IND|NOM//nsubj//2 anser//VB|PRS|AKT//ROOT//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 inte//AB//advmod//5 lämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//2 att//SN//mark//13 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//13 med//PP//case//11 sin//PS|UTR|SIN|DEF//nmod:poss//11 miljöövervakande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 roll//NN|UTR|SIN|IND|NOM//nmod//7 även//AB//advmod//13 administrerar//VB|PRS|AKT//ccomp//2 handel//NN|UTR|SIN|IND|NOM//obj//13 utan//KN//mark//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 bör//VB|PRS|AKT//aux//18 ske//VB|INF|AKT//conj//2 av//PP//case//21 annan//JJ|POS|UTR|SIN|IND|NOM//amod//21 myndighet//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Ny//JJ|POS|UTR|SIN|IND|NOM//amod//1 myndighet//NN|UTR|SIN|IND|NOM//ROOT//1
2003-11-27 N2002/4470/ESB ;Förslaget//NN|NEU|SIN|DEF|NOM//ROOT//0 ://MID//punct//0
2003-11-27 N2002/4470/ESB ; //_SP////1 En//DT|UTR|SIN|IND//det//5 ny//JJ|POS|UTR|SIN|IND|NOM//amod//5 myndighet//NN|UTR|SIN|IND|NOM//appos//0 för//PP//case//7 administrationen//NN|UTR|SIN|DEF|NOM//nmod//5 av//PP//case//9 utsläppshandel//NN|UTR|SIN|IND|NOM//nmod//7 förslås//VB|PRS|SFO//acl:relcl//5 av//PP//case//12 effektivitetsskäl//NN|NEU|PLU|IND|NOM//obl:agent//10 ,//MID//punct//16 då//HA//advmod//16 systemet//NN|NEU|SIN|DEF|NOM//nsubj//16 skiljer//VB|PRS|AKT//acl:relcl//0 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//16 från//PP//case//20 miljöbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 regelsystem//NN|NEU|SIN|IND|NOM//obl//16 .//MAD//punct//0
2003-11-27 N2002/4470/ESB ;Övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//1 till//PP//case//3 förslaget//NN|NEU|SIN|DEF|NOM//nmod//1 (//PAD//punct//1 5//RG|NOM//nummod//6 st//NN|AN//appos//1 )//PAD//punct//1 ://MID//punct//1
2003-11-27 N2002/4470/ESB ; //_SP////8 Länsstyrelsen//NN|UTR|SIN|DEF|NOM//appos//1 i//PP//case//13 Västernorrlands//PM|GEN//nmod:poss//13 län//NN|NEU|SIN|IND|NOM//nmod//10 ,//MID//punct//15 Boverket//NN|NEU|SIN|DEF|NOM//conj//13 ,//MID//punct//18 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//18 Näringsliv//NN|NEU|SIN|IND|NOM//conj//13 ,//MID//punct//18 Jernkontoret//NN|NEU|SIN|DEF|NOM//conj//10 ,//MID//punct//10 Landsorganisationen//NN|UTR|SIN|DEF|NOM//appos//10 i//PP//case//24 Sverige//PM|NOM//nmod//22 ,//MID//punct//10 och//KN//cc//27 S-nätverket//NN|NEU|SIN|DEF|NOM//conj//10 för//PP//case//29 orter//NN|UTR|PLU|IND|NOM//nmod//27 med//PP//case//32 energiintensiv//JJ|POS|UTR|SIN|IND|NOM//amod//32 industri//NN|UTR|SIN|IND|NOM//nmod//29 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;Övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//1 till//PP//case//3 förslaget//NN|NEU|SIN|DEF|NOM//nmod//1 (//PAD//punct//1 11//RG|NOM//nummod//6 st//NN|AN//appos//1 )//PAD//punct//1 ://MID//punct//1
2003-11-27 N2002/4470/ESB ;Statskontoret//NN|NEU|SIN|DEF|NOM//appos//1 ,//MID//punct//1
2003-11-27 N2002/4470/ESB ;Ekonomistyrningsverket//NN|NEU|SIN|DEF|NOM//ROOT//0 ,//MID//punct//2 Länsstyrelserna//NN|UTR|PLU|DEF|NOM//conj//0 i//PP//case//5 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 Götalands//PM|GEN//nmod//2 ,//MID//punct//5 Västerbottens//PM|GEN//nmod:poss//10 och//KN//cc//9 Norrbottens//PM|GEN//conj//7 län//NN|NEU|SIN|IND|NOM//conj//0 ,//MID//punct//13 Uppsala//PM|GEN//amod//13 universitet//NN|NEU|SIN|IND|NOM//conj//0 (//PAD//punct//16 juridiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 fakulteten//NN|UTR|SIN|DEF|NOM//appos//13 )//PAD//punct//13 ,//MID//punct//19 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//conj//0 ,//MID//punct//21 Banverket//PM|NOM//conj//0 ,//MID//punct//21 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 energimyndighet//NN|UTR|SIN|IND|NOM//conj//0 ,//MID//punct//26 Verket//NN|NEU|SIN|DEF|NOM//conj//0 för//PP//case//28 näringslivsutveckling//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//31 Villaägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//31 riksförbund//NN|NEU|SIN|IND|NOM//conj//28 .//MAD//punct//0
2003-11-27 N2002/4470/ESB ;Positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0 till//PP//case//2 förslaget//NN|NEU|SIN|DEF|NOM//obl//0
2003-11-27 N2002/4470/ESB ;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Västernorrlands//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0 anser//VB|PRS|AKT//ROOT//4 att//SN//mark//10 en//DT|UTR|SIN|IND//det//8 ny//JJ|POS|UTR|SIN|IND|NOM//amod//8 myndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//10 bör//VB|PRS|AKT//aux//10 inrättas//VB|INF|SFO//ccomp//4 enligt//PP//case//13 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 förslag//NN|NEU|SIN|IND|NOM//obl//10 för//PP//mark//16 att//IE//mark//16 hålla//VB|INF|AKT//acl//13 handelssystemet//NN|NEU|SIN|DEF|NOM//obj//16 åtskiljt//PC|PRF|NEU|SIN|IND|NOM//xcomp//16 från//PP//case//20 myndighetsbeslut//NN|NEU|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//22 reglerar//VB|PRS|AKT//acl:relcl//20 verksamheterna//NN|UTR|PLU|DEF|NOM//obj//22 .//MAD//punct//4
2003-11-27 N2002/4470/ESB ;Boverket//NN|NEU|SIN|DEF|NOM//nsubj//1 delar//VB|PRS|AKT//ROOT//1 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 förslag//NN|NEU|SIN|IND|NOM//obj//1 att//IE//mark//5 inrätta//VB|INF|AKT//acl//3 en//DT|UTR|SIN|IND//det//8 ny//JJ|POS|UTR|SIN|IND|NOM//amod//8 myndighet//NN|UTR|SIN|IND|NOM//obj//5 som//HP|-|-|-//nsubj//10 får//VB|PRS|AKT//acl:relcl//8 ansvar//NN|NEU|SIN|IND|NOM//obj//10 för//PP//case//13 handel//NN|UTR|SIN|IND|NOM//nmod//11 med//PP//case//15 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//13 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//1 Näringsliv//NN|NEU|SIN|IND|NOM//nsubj//4 och//KN//cc//3 Jernkontoret//NN|NEU|SIN|DEF|NOM//conj//1 ansluter//VB|PRS|AKT//ROOT//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//4 till//PP//case//8 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 uppfattning//NN|UTR|SIN|IND|NOM//obl//4 att//SN//mark//14 en//DT|UTR|SIN|IND//det//12 ny//JJ|POS|UTR|SIN|IND|NOM//amod//12 myndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//14 bör//VB|PRS|AKT//aux//14 inrättas//VB|INF|SFO//ccomp//4 ,//MID//punct//14 då//HA//advmod//18 systemet//NN|NEU|SIN|DEF|NOM//nsubj//18 skiljer//VB|PRS|AKT//advcl//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//18 från//PP//case//22 miljöbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 regelsystem//NN|NEU|SIN|IND|NOM//obl//18 .//MAD//punct//4
2003-11-27 N2002/4470/ESB ;Föreningen//NN|UTR|SIN|DEF|NOM//nsubj//25 har//VB|PRS|AKT//parataxis//4 dock//AB//advmod//25 förståelse//NN|UTR|SIN|IND|NOM//obj//25 för//PP//mark//35 att//SN//mark//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 under//PP//case//33 en//DT|UTR|SIN|IND//det//33 övergångsperiod//NN|UTR|SIN|IND|NOM//obl//35 kan//VB|PRS|AKT//aux//35 bli//VB|INF|AKT//advcl//25 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//35 att//IE//mark//38 lägga//VB|INF|AKT//acl//36 ansvaret//NN|NEU|SIN|DEF|NOM//obj//38 för//PP//case//41 myndighetsuppgifterna//NN|UTR|PLU|DEF|NOM//obl//38 på//PP//case//44 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 myndigheter//NN|UTR|PLU|IND|NOM//nmod//41 .//MAD//punct//25
2003-11-27 N2002/4470/ESB ;Landsorganisationen//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 Sverige//PM|NOM//nmod//0 tillstyrker//VB|PRS|AKT//ROOT//3 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 förslag//NN|NEU|SIN|IND|NOM//obj//3 till//PP//case//7 inrättandet//NN|NEU|SIN|DEF|NOM//nmod//5 av//PP//case//11 en//DT|UTR|SIN|IND//det//11 ny//JJ|POS|UTR|SIN|IND|NOM//amod//11 myndighet//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//11 då//HA//advmod//15 utsläppshandeln//NN|UTR|SIN|DEF|NOM//nsubj//15 skiljer//VB|PRS|AKT//acl:relcl//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//15 från//PP//case//18 annan//JJ|POS|UTR|SIN|IND|NOM//obl//15
2003-11-27 N2002/4470/ESB ;myndighetsverksamhet//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//8 då//HA//advmod//8 de//DT|UTR/NEU|PLU|DEF//det//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//8 även//AB//advmod//8 bör//VB|PRS|AKT//aux//8 hållas//VB|INF|SFO//conj//0 åtskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//8 .//MAD//punct//0
