Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//1 utredning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 tillsätts//VB|PRS|SFO//ROOT//2 med//PP//case//4 uppgift//NN|UTR|SIN|IND|NOM//obl//2 att//IE//mark//6 redovisa//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//9 syn//NN|UTR|SIN|IND|NOM//obj//6 på//PP//case//11 Försvarsmaktenspersonalförsörjning//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//2
Bilaga 4 / Sammanfattning;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 förslag//NN|NEU|SIN|IND|NOM//nsubj//19 innebar//VB|PRT|AKT//parataxis//3 att//SN//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//22 inrättades//VB|PRT|SFO//advcl//19 ett//DT|NEU|SIN|IND//det//25 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 yrkesofficersprogram//NN|NEU|SIN|IND|NOM//obl//22 ,//MID//punct//30 ett//DT|NEU|SIN|IND//det//30 nivåhöjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 taktiskt//JJ|POS|NEU|SIN|IND|NOM//amod//30 program//NN|NEU|SIN|IND|NOM//conj//25 ,//MID//punct//33 ett//DT|NEU|SIN|IND//det//33 fackprogram//NN|NEU|SIN|IND|NOM//conj//22 för//PP//case//35 ämnesfördjupning//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//38 samt//KN//cc//38 stabs-//NN|UTR|-|-|SMS//conj//33 och//KN//cc//40 chefsprogram//NN|NEU|PLU|IND|NOM//conj//38 för//PP//case//44 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//43 nivåhöjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 utbildningar//NN|UTR|PLU|IND|NOM//nmod//40 .//MAD//punct//3
Bilaga 4 / Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//47 föreslog//VB|PRT|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//50 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//50 struktur//NN|UTR|SIN|IND|NOM//obj//47 för//PP//case//53 alla//DT|UTR/NEU|PLU|IND/DEF//det//53 nivåer//NN|UTR|PLU|IND|NOM//obl//47 ,//MID//punct//53 där//HA//advmod//57 Försvarshögskolan//NN|UTR|SIN|DEF|NOM//nsubj//57 fick//VB|PRT|AKT//acl:relcl//53 en//DT|UTR|SIN|IND//det//60 samordnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 roll//NN|UTR|SIN|IND|NOM//obj//57 för//PP//case//62 kvalitetssäkring//NN|UTR|SIN|IND|NOM//obl//57 och//KN//cc//64 meritvärdering//NN|UTR|SIN|IND|NOM//conj//62 ,//MID//punct//66 samarbete//NN|NEU|SIN|IND|NOM//conj//62 med//PP//case//69 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 högskoleväsendet//NN|NEU|SIN|DEF|NOM//nmod//66 ,//MID//punct//47 samt//KN//conj//47 för//PP//case//74 en//DT|UTR|SIN|IND//det//74 ”//JJ|POS|UTR|SIN|IND|NOM//nmod//76 röd//JJ|POS|UTR|SIN|IND|NOM//amod//76 tråd//NN|UTR|SIN|IND|NOM//nmod//77 ”//PAD//fixed//71 i//PP//case//79 utbildningen//NN|UTR|SIN|DEF|NOM//obl//47 .//MAD//punct//47
Bilaga 4 / Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 utgick//VB|PRT|AKT//ROOT//1 från//PP//case//4 en//DT|UTR|SIN|IND//det//4 vision//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//7 den//DT|UTR|SIN|DEF//det//7 kompetens//NN|UTR|SIN|IND|NOM//nmod//4 som//HP|-|-|-//obj//11 yrkesofficeren//NN|UTR|SIN|DEF|NOM//nsubj//11 bör//VB|PRS|AKT//aux//11 besitta//VB|INF|AKT//acl:relcl//7 .//MAD//punct//1
Bilaga 4 / Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 menade//VB|PRT|AKT//parataxis//1 att//SN//mark//21 kraven//NN|NEU|PLU|DEF|NOM//nsubj//21 på//PP//case//19 framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 officer//NN|UTR|SIN|IND|NOM//nmod//16 sannolikt//AB|POS//advmod//21 innebär//VB|PRS|AKT//ccomp//14 att//SN//mark//28 han//PN|UTR|SIN|DEF|SUB//nsubj//28 eller//KN//cc//25 hon//PN|UTR|SIN|DEF|SUB//conj//23 kommer//VB|PRS|AKT//aux//28 att//IE//mark//28 verka//VB|INF|AKT//ccomp//21 i//PP//case//32 en//DT|UTR|SIN|IND//det//32 svårförutsägbar//JJ|POS|UTR|SIN|IND|NOM//amod//32 miljö//NN|UTR|SIN|IND|NOM//obl//28 ,//MID//punct//32 där//HA//advmod//39 den//DT|UTR|SIN|DEF//det//37 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 snabb//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//32 ,//MID//punct//47 och//KN//cc//47 där//HA//advmod//47 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 inslag//NN|NEU|PLU|IND|NOM//nsubj//47 kommer//VB|PRS|AKT//aux//47 att//IE//mark//47 bli//VB|INF|AKT//conj//39 regel//NN|UTR|SIN|IND|NOM//advmod//47 snarare//AB|KOM//advmod//47 än//KN//case//51 undantag//NN|NEU|SIN|IND|NOM//advcl//47 .//MAD//punct//14
Bilaga 4 / Sammanfattning;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 förslag//NN|NEU|SIN|IND|NOM//nsubj//55 innebar//VB|PRT|AKT//parataxis//14 en//DT|UTR|SIN|IND//det//58 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 förändring//NN|UTR|SIN|IND|NOM//obj//55 ,//MID//punct//61 som//HP|-|-|-//nsubj//61 avsåg//VB|PRT|AKT//acl:relcl//58 både//KN//cc//63 innehåll//NN|NEU|SIN|IND|NOM//obj//61 och//KN//cc//65 struktur//NN|UTR|SIN|IND|NOM//conj//63 .//MAD//punct//14
Bilaga 4 / Sammanfattning;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 intentioner//NN|UTR|PLU|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 genomförts//VB|SUP|SFO//ROOT//3 .//MAD//punct//3
Bilaga 4 / Sammanfattning;Utbildningssystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 har//VB|PRS|AKT//aux//13 på//PP//case//12 ett//DT|NEU|SIN|IND//det//12 snabbt//JJ|POS|NEU|SIN|IND|NOM//amod//12 och//KN//cc//11 effektivt//JJ|POS|NEU|SIN|IND|NOM//conj//9 sätt//NN|NEU|SIN|IND|NOM//obl//13 förändrats//VB|SUP|SFO//parataxis//3 .//MID//punct//13
Bilaga 4 / Sammanfattning;De//DT|UTR/NEU|PLU|DEF//det//17 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 förändringarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//21 med//PP//case//20 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 kurser//NN|UTR|PLU|IND|NOM//nmod//17 inrättades//VB|PRT|SFO//parataxis//13 den//DT|UTR|SIN|DEF//det//24 1//RO|NOM//nummod//24 juli//NN|UTR|SIN|IND|NOM//obl//21 1999//RG|NOM//nummod//24 ,//MID//punct//24 drygt//AB|POS//advmod//29 ett//DT|NEU|SIN|IND//det//29 år//NN|NEU|SIN|IND|NOM//appos//24 efter//PP//case//31 utredningen//NN|UTR|SIN|DEF|NOM//obl//21 lade//VB|PRT|AKT//conj//13 fram//PL//compound:prt//32 sitt//PS|NEU|SIN|DEF//nmod:poss//35 betänkande//NN|NEU|SIN|IND|NOM//obj//32 .//MAD//punct//13
Bilaga 4 / Sammanfattning;Kursinnehållet//NN|NEU|SIN|DEF|NOM//nsubj:pass//39 har//VB|PRS|AKT//aux//39 förnyats//VB|SUP|SFO//parataxis//13 .//MAD//punct//39
Bilaga 4 / Sammanfattning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//46 som//HP|-|-|-//nsubj//43 påbörjade//VB|PRT|AKT//acl:relcl//41 officersutbildning//NN|UTR|SIN|IND|NOM//obj//43 1999//RG|NOM//nummod//44 får//VB|PRS|AKT//conj//13 en//PN|UTR|SIN|IND|SUB/OBJ//det//52 i//PP//case//50 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 avseenden//NN|NEU|PLU|IND|NOM//obl//51 annorlunda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 utbildning//NN|UTR|SIN|IND|NOM//obj//46 .//MAD//punct//46
Bilaga 4 / Sammanfattning;Militärhögskolornas//NN|UTR|PLU|DEF|GEN//nmod:poss//55 program//NN|NEU|SIN|IND|NOM//nsubj//58 är//VB|PRS|AKT//cop//58 mera//AB|KOM//advmod//58 flexibelt//JJ|POS|NEU|SIN|IND|NOM//conj//46 ,//MID//punct//60 rymmer//VB|PRS|AKT//conj//58 ämnesblock//NN|NEU|PLU|IND|NOM//nsubj//60 som//HP|-|-|-//nsubj//63 svarar//VB|PRS|AKT//acl:relcl//61 mot//PP//case//67 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//67 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 uppgifter//NN|UTR|PLU|IND|NOM//obl//63 ,//MID//punct//46 och//KN//cc//70 har//VB|PRS|AKT//conj//46 en//DT|UTR|SIN|IND//det//73 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 samverkan//NN|UTR|SIN|IND|NOM//obj//70 med//PP//case//76 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 högskolor//NN|UTR|PLU|IND|NOM//nmod//73 .//MID//punct//13
Bilaga 4 / Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//80 är//VB|PRS|AKT//cop//80 ovanligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//13 att//SN//mark//85 ett//DT|NEU|SIN|IND//det//84 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 utbildningssystem//NN|NEU|SIN|IND|NOM//nsubj:pass//85 förändras//VB|PRS|SFO//csubj//80 så//AB//advmod//87 snabbt//AB|POS//advmod//85 och//KN//cc//89 grundligt//AB|POS//conj//87 som//HA//mark//94 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//92 officersutbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//94 har//VB|PRS|AKT//aux//94 förändrats//VB|SUP|SFO//advcl//85 från//PP//case//97 år//NN|NEU|SIN|IND|NOM//nmod//97 1998//RG|NOM//obl//94 till//PP//case//99 2000//RG|NOM//obl//94 .//MAD//punct//3
Bilaga 4 / Sammanfattning;Förändringseffektiviteten//NN|UTR|SIN|DEF|NOM//nsubj//104 har//VB|PRS|AKT//aux//104 varit//VB|SUP|AKT//cop//104 hög//JJ|POS|UTR|SIN|IND|NOM//parataxis//3 .//MAD//punct//104
Bilaga 4 / Sammanfattning;Den//DT|UTR|SIN|DEF//det//2 här//AB//fixed//0 utvärderingen//NN|UTR|SIN|DEF|NOM//nmod//3 delar//VB|PRS|AKT//nmod//5 skolutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 synpunkter//NN|UTR|PLU|IND|NOM//ROOT//5 på//PP//case//9 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 roller//NN|UTR|PLU|IND|NOM//nmod//5 ,//MID//punct//5 och//KN//cc//13 därmed//AB//advmod//13 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//5 krav//NN|NEU|PLU|IND|NOM//obj//13 på//PP//case//5
Bilaga 4 / Sammanfattning;officerarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 yrkesutbildning//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//1
Bilaga 4 / Sammanfattning;En//DT|UTR|SIN|IND//det//5 bred//JJ|POS|UTR|SIN|IND|NOM//amod//5 utbildning//NN|UTR|SIN|IND|NOM//appos//1 ,//MID//punct//5 som//HP|-|-|-//mark//10 inför//PP//case//10 vetenskaplig//JJ|POS|UTR|SIN|IND|NOM//amod//10 metod//NN|UTR|SIN|IND|NOM//acl:relcl//5 ,//MID//punct//13 kritisk//JJ|POS|UTR|SIN|IND|NOM//amod//13 reflektion//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//15 förmåga//NN|UTR|SIN|IND|NOM//conj//10 att//IE//mark//17 identifiera//VB|INF|AKT//acl//15 och//KN//cc//19 tillfredställa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//17 kunskapsbehov//NN|NEU|PLU|IND|NOM//obj//17 ,//MID//punct//5 bör//VB|PRS|AKT//aux//29 på//PP//case//26 ett//DT|NEU|SIN|IND//det//26 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 sätt//NN|NEU|SIN|IND|NOM//obl//29 än//KN//mark//28 tidigare//AB|KOM//acl//26 ge//VB|INF|AKT//ROOT//29 officerarna//NN|UTR|PLU|DEF|NOM//iobj//29 en//DT|UTR|SIN|IND//det//33 god//JJ|POS|UTR|SIN|IND|NOM//amod//33 grund//NN|UTR|SIN|IND|NOM//obj//29 att//IE//mark//35 stå//VB|INF|AKT//acl//33 på//PP//compound:prt//35 i//PP//case//38 framtiden//NN|UTR|SIN|DEF|NOM//obl//35 .//MAD//punct//29
Bilaga 4 / Sammanfattning;Samtidigt//AB//advmod//43 är//VB|PRS|AKT//cop//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//29 att//SN//mark//48 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 kompetens//NN|UTR|SIN|IND|NOM//nsubj//48 att//IE//mark//48 leda//VB|INF|AKT//csubj//43 förband//NN|NEU|PLU|IND|NOM//obj//48 i//PP//case//52 väpnad//PC|PRF|UTR|SIN|IND|NOM//amod//52 strid//NN|UTR|SIN|IND|NOM//obl//48 inte//AB//advmod//54 urholkas//VB|INF|SFO//conj//43 .//MAD//punct//43
Bilaga 4 / Sammanfattning;Den//DT|UTR|SIN|DEF//det//57 risken//NN|UTR|SIN|DEF|NOM//nsubj//59 är//VB|PRS|AKT//cop//59 stor//JJ|POS|UTR|SIN|IND|NOM//parataxis//43 när//HA//mark//63 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 ämnen//NN|NEU|PLU|IND|NOM//nsubj:pass//63 tillförs//VB|PRS|SFO//advcl//59 ,//MID//punct//67 och//KN//cc//67 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//67 tas//VB|PRS|SFO//conj//59 bort//PL//compound:prt//67 .//MAD//punct//43
Bilaga 4 / Sammanfattning;"Förbandschefer//NN|UTR|PLU|IND|NOM//nsubj//11 och//KN//cc//2 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//0 som//HP|-|-|-//nsubj//5 är//VB|PRS|AKT//cop//5 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//2 i//PP//case//7 fredsorganisationen//NN|UTR|SIN|DEF|NOM//obl//5 utanför//PP//case//9 skolorna//NN|UTR|PLU|DEF|NOM//obl//5 ,//MID//punct//0 ger//VB|PRS|AKT//ROOT//11 enhälligt//JJ|POS|NEU|SIN|IND|NOM//advmod//11 uttryck//NN|NEU|SIN|IND|NOM//obj//11 för//PP//case//15 farhågor//NN|UTR|PLU|IND|NOM//nmod//13 att//SN//mark//25 färdigheter//NN|UTR|PLU|IND|NOM//nsubj//25 som//HP|-|-|-//nsubj:pass//19 behövs//VB|PRS|SFO//acl:relcl//17 ;//MID//punct//17"
Bilaga 4 / Sammanfattning;t.ex.//AB|AN//advmod//23 i//PP//case//23 navigation//NN|UTR|SIN|IND|NOM//appos//17 ,//MID//punct//17 leda//VB|INF|AKT//acl//15 stridskjutning//NN|UTR|SIN|IND|NOM//obj//25 med//PP//case//28 värnpliktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//25 ,//MID//punct//31 och//KN//cc//31 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//25 ,//MID//punct//11 saknas//VB|PRS|SFO//advcl//11 .//MAD//punct//11
Bilaga 4 / Sammanfattning;Visserligen//AB//advmod//39 kan//VB|PRS|AKT//aux//39 man//PN|UTR|SIN|IND|SUB//nsubj//39 inte//AB//advmod//39 veta//VB|INF|AKT//parataxis//11 ,//MID//punct//44 eftersom//SN//mark//44 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//44 ännu//AB//advmod//44 genomfört//VB|SUP|AKT//advcl//39 ett//DT|NEU|SIN|IND//det//47 helt//JJ|POS|NEU|SIN|IND|NOM//amod//47 program//NN|NEU|SIN|IND|NOM//obj//44 .//MAD//punct//39
Bilaga 4 / Sammanfattning;Efter//PP//case//52 det//DT|NEU|SIN|DEF//det//52 tvååriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 yrkesofficersprogrammet//NN|NEU|SIN|DEF|NOM//obl//53 följer//VB|PRS|AKT//parataxis//39 en//DT|UTR|SIN|IND//det//55 befattningsutbildning//NN|UTR|SIN|IND|NOM//obj//53 ,//MID//punct//55 som//HP|-|-|-//nsubj//58 är//VB|PRS|AKT//acl:relcl//55 kring//PP//case//61 ett//RG|NEU|SIN|IND|NOM//nummod//61 år//NN|NEU|SIN|IND|NOM//obl//58 .//MAD//punct//39
Bilaga 4 / Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 är//VB|PRS|AKT//cop//67 först//AB//advmod//67 efter//PP//case//67 denna//PN|UTR|SIN|DEF|SUB/OBJ//parataxis//39 som//HP|-|-|-//obl//72 de//DT|UTR/NEU|PLU|DEF//det//71 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 officerarna//NN|UTR|PLU|DEF|NOM//nsubj//72 kommer//VB|PRS|AKT//acl:relcl//67 ut//PL//compound:prt//72 på//PP//case//75 förband//NN|NEU|PLU|IND|NOM//obl//72 .//MAD//punct//67
Bilaga 4 / Sammanfattning;Den//DT|UTR|SIN|DEF//det//79 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//83 är//VB|PRS|AKT//cop//83 därmed//AB//advmod//83 treårig//JJ|POS|UTR|SIN|IND|NOM//advmod//83 snarare//AB|KOM//conj//67 än//KN//mark//85 tvåårig//JJ|POS|UTR|SIN|IND|NOM//acl//83 ,//MID//punct//83 även//AB//mark//94 om//SN//fixed//87 det//DT|NEU|SIN|DEF//det//91 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//91 året//NN|NEU|SIN|DEF|NOM//nsubj//94 inte//AB//advmod//94 är//VB|PRS|AKT//cop//94 poängsatt//PC|PRF|UTR|SIN|IND|NOM//advcl//83 .//MAD//punct//83
Bilaga 4 / Sammanfattning;Effekten//NN|UTR|SIN|DEF|NOM//nmod//67 av//PP//case//98 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//96 är//VB|PRS|AKT//cop//96 att//SN//mark//103 grundutbildningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//103 har//VB|PRS|AKT//aux//103 förlängts//VB|SUP|SFO//ccomp//99 .//MAD//punct//39
Bilaga 4 / Sammanfattning;Skolchefer//NN|UTR|PLU|IND|NOM//nsubj//5 och//KN//cc//2 lärare//NN|UTR|PLU|IND|NOM//conj//0 är//VB|PRS|AKT//cop//5 enhälligt//AB|POS//advmod//5 övertygade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//5 om//PP//mark//12 att//SN//mark//12 den//DT|UTR|SIN|DEF//det//10 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//5 ,//MID//punct//17 och//KN//cc//17 kommer//VB|PRS|AKT//aux//17 att//IE//mark//17 ge//VB|INF|AKT//conj//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod:poss//22 skickliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 och//KN//cc//21 självständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//19 officerare//NN|UTR|PLU|IND|NOM//obj//17 .//MAD//punct//17
Bilaga 4 / Sammanfattning;Inställningen//NN|UTR|SIN|DEF|NOM//nsubj//27 bland//PP//case//26 eleverna//NN|UTR|PLU|DEF|NOM//nmod//24 varierar//VB|PRS|AKT//parataxis//17 ,//MID//punct//31 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//31 är//VB|PRS|AKT//cop//31 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//27 till//PP//case//33 utbildningen//NN|UTR|SIN|DEF|NOM//obl//31 och//KN//cc//35 uppskattar//VB|PRS|AKT//conj//27 den//DT|UTR|SIN|DEF//det//37 frihet//NN|UTR|SIN|IND|NOM//obj//35 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//39 ger//VB|PRS|AKT//acl:relcl//37 .//MAD//punct//17
Bilaga 4 / Sammanfattning;Inslagen//NN|UTR|SIN|DEF|NOM//nsubj//49 av//PP//case//43 studier//NN|UTR|PLU|IND|NOM//nmod//41 på//PP//case//46 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 högskolor//NN|UTR|PLU|IND|NOM//nmod//43 har//VB|PRS|AKT//aux//49 varit//VB|SUP|AKT//cop//49 motiverande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//17 för//PP//case//52 en//DT|UTR|SIN|IND//det//52 del//NN|UTR|SIN|IND|NOM//obl//49 att//IE//mark//54 söka//VB|INF|AKT//acl//52 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//54 till//PP//case//57 utbildningen//NN|UTR|SIN|DEF|NOM//obl//54 .//MAD//punct//5
Bilaga 4 / Sammanfattning;Andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//62 är//VB|PRS|AKT//cop//62 mera//AB|KOM//advmod//62 skeptiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//5 ,//MID//punct//64 tycker//VB|PRS|AKT//conj//62 att//SN//mark//69 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//69 är//VB|PRS|AKT//cop//69 för//AB//advmod//69 lång//JJ|POS|UTR|SIN|IND|NOM//ccomp//64 ,//MID//punct//69 och//KN//cc//74 skulle//VB|PRT|AKT//aux//74 helst//AB|SUV//advmod//74 se//VB|INF|AKT//conj//69 enbart//AB//advmod//76 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 ämnen//NN|NEU|PLU|IND|NOM//obj//74 .//MAD//punct//62
Bilaga 4 / Sammanfattning;Trots//PP//case//6 den//PN|UTR|SIN|DEF|SUB/OBJ//det//6 snabbt//AB|POS//amod//6 och//KN//cc//4 ändamålsenligt//AB|POS//advmod//5 genomförda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 förändringen//NN|UTR|SIN|DEF|NOM//obl//7 återstår//VB|PRS|AKT//ROOT//7 ett//DT|NEU|SIN|IND//det//9 antal//NN|NEU|SIN|IND|NOM//nmod//10 problem//NN|NEU|PLU|IND|NOM//nsubj//7 för//PP//case//12 officersutbildningen//NN|UTR|SIN|DEF|NOM//nmod//10 .//MID//punct//7
Bilaga 4 / Sammanfattning;När//HA//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 gäller//VB|PRS|AKT//advcl//22 den//DT|UTR|SIN|DEF//det//19 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 utformningen//NN|UTR|SIN|DEF|NOM//obj//16 av//PP//case//21 utbildningssystemet//NN|NEU|SIN|DEF|NOM//nmod//19 identifieras//VB|PRS|SFO//parataxis//7 tre//RG|NOM//nummod//24 huvudområden//NN|NEU|PLU|IND|NOM//nsubj:pass//22 där//HA//advmod//29 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 system//NN|NEU|SIN|IND|NOM//nsubj:pass//29 behöver//VB|PRS|AKT//aux//29 anpassas//VB|INF|SFO//acl:relcl//24 ://MAD//punct//22
Bilaga 4 / Sammanfattning;(//PAD//punct//1 1//RG|NOM//nummod//4 )//PAD//punct//1 En//DT|UTR|SIN|IND//det//4 del//NN|UTR|SIN|IND|NOM//nsubj//10 av//PP//case//6 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//4 som//HP|-|-|-//nsubj//8 påbörjar//VB|PRS|AKT//acl:relcl//6 officersutbildningen//NN|UTR|SIN|DEF|NOM//obj//8 får//VB|PRS|AKT//ROOT//10 en//DT|UTR|SIN|IND//det//14 alltför//AB//advmod//13 lång//JJ|POS|UTR|SIN|IND|NOM//amod//14 utbildning//NN|UTR|SIN|IND|NOM//obj//10 ,//MID//punct//14 som//HP|-|-|-//nsubj//17 innehåller//VB|PRS|AKT//acl:relcl//14 moment//NN|NEU|PLU|IND|NOM//obj//17 av//PP//case//21 sekundär//JJ|POS|UTR|SIN|IND|NOM//amod//21 vikt//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//25 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//25 omedelbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 yrkesroll//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//10
Bilaga 4 / Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 finns//VB|PRS|SFO//parataxis//10 en//DT|UTR|SIN|IND//det//30 önskan//NN|UTR|SIN|IND|NOM//nsubj//28 hos//PP//case//32 eleverna//NN|UTR|PLU|DEF|NOM//nmod//30 ,//MID//punct//28 och//KN//cc//36 en//DT|UTR|SIN|IND//det//36 efterfrågan//NN|UTR|SIN|IND|NOM//conj//28 på//PP//case//38 förbanden//NN|NEU|PLU|DEF|NOM//nmod//36 ,//MID//punct//41 på//PP//case//41 officerare//NN|UTR|PLU|IND|NOM//nmod//36 som//HP|-|-|-//nsubj//44 kan//VB|PRS|AKT//aux//44 ta//VB|INF|AKT//acl:relcl//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//44 an//PL//compound:prt//44 utbildningen//NN|UTR|SIN|DEF|NOM//obj//44 av//PP//case//49 värnpliktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//47 omgående//AB//obj//44 .//MAD//punct//10
