MATS LEDERHAUSEN  ,  strategiansvarig, globalt McDonald’s Corp, USA, samtalsledare MICHAEL TRESCHOW  ,  koncernchef Electrolux ;HANS//PM|NOM//nmod//1 VON//PM|NOM//nmod//2 UTHMANN//PM|NOM//ROOT//2  //_SP////2 ,//MID//punct//7  //_SP////4 koncernchef//NN|UTR|SIN|IND|NOM//nmod//7 Shell//PM|NOM//conj//2 Sverige//PM|NOM//flat//7
Människan som produktionsfaktor;Ett//DT|NEU|SIN|IND//det//44 allt//AB//advmod//43 tätare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 informationsﬂöde//NN|NEU|SIN|IND|NOM//nsubj//45 gör//VB|PRS|AKT//parataxis//20 att//SN//mark//51 man//PN|UTR|SIN|IND|SUB//nsubj//51 inte//AB//advmod//51 längre//AB|KOM//advmod//51 kan//VB|PRS|AKT//aux//51 separera//VB|INF|AKT//ccomp//45 kunder//NN|UTR|PLU|IND|NOM//obj//51 ,//MID//punct//54 medarbetare//NN|UTR|PLU|IND|NOM//conj//52 ,//MID//punct//56 aktieägare//NN|UTR|PLU|IND|NOM//conj//52 och//KN//cc//58 samhälle//NN|NEU|SIN|IND|NOM//conj//52 .//MID//punct//20
Människan som produktionsfaktor;Alla//DT|UTR/NEU|PLU|IND/DEF//det//61 intressegrupper//NN|UTR|PLU|IND|NOM//nsubj//64 är//VB|PRS|AKT//cop//64 samtidigt//AB//advmod//64 samhällsmedborgare//NN|UTR|PLU|IND|NOM//parataxis//20 och//KN//cc//66 det//PN|NEU|SIN|DEF|SUB/OBJ//conj//64 som//HP|-|-|-//nsubj//69 är//VB|PRS|AKT//cop//69 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//66 för//PP//case//71 samhället//NN|NEU|SIN|DEF|NOM//obl//69 är//VB|PRS|AKT//cop//75 nästan//AB//advmod//74 alltid//AB//advmod//75 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//64 för//PP//case//77 företaget//NN|NEU|SIN|DEF|NOM//obl//75 .//MAD//punct//20
Människan som produktionsfaktor;Så//AB//advmod//1 vad//HP|NEU|SIN|IND//ROOT//1 bör//VB|PRS|AKT//aux//5 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//4 roll//NN|UTR|SIN|IND|NOM//nsubj//5 vara//VB|INF|AKT//cop//1 på//PP//case//7 2000-talet//NN|NEU|SIN|DEF|NOM//obl//5 ?//MAD//punct//1

Företagens roll;–//RG|NOM//punct//4 Förändringar//NN|UTR|PLU|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 inte//AB//advmod//4 dramatik//NN|UTR|SIN|IND|NOM//ROOT//4 i//PP//case//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//4 ,//MID//punct//4 menar//VB|PRS|AKT//parataxis//4 Michael//PM|NOM//nsubj//8 Treschow//PM|NOM//flat//9 ,//MID//punct//4 men//KN//cc//15 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//15 kan//VB|PRS|AKT//aux//15 få//VB|INF|AKT//conj//4 dramatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 konsekvenser//NN|UTR|PLU|IND|NOM//obj//15 .//MAD//punct//4
Företagens roll;Förändringar//NN|UTR|PLU|IND|NOM//nsubj//20 sker//VB|PRS|AKT//parataxis//4 pga//PP|AN//mark//26 att//SN//mark//26 medlen//NN|NEU|PLU|DEF|NOM//nsubj:pass//26 och//KN//cc//25 möjligheterna//NN|UTR|PLU|DEF|NOM//conj//23 förändras//VB|PRS|SFO//advcl//20 ,//MID//punct//29 gränser//NN|UTR|PLU|IND|NOM//nsubj//29 försvinner//VB|PRS|AKT//conj//26 och//KN//cc//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 kommer//VB|PRS|AKT//conj//20 ny//JJ|POS|UTR|SIN|IND|NOM//amod//34 teknik//NN|UTR|SIN|IND|NOM//nsubj//32 .//MAD//punct//20
Företagens roll;Naturligtvis//AB//advmod//37 påverkar//VB|PRS|AKT//parataxis//20 allt//DT|NEU|SIN|IND/DEF//advmod//39 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//40 oss//PN|UTR|PLU|DEF|OBJ//obj//37 .//MAD//punct//20
Företagens roll;Vi//PN|UTR|PLU|DEF|SUB//nsubj//45 är//VB|PRS|AKT//cop//45 mer//AB|KOM//advmod//45 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//20 om//PP//case//47 miljöproblem//NN|NEU|PLU|IND|NOM//obl//45 och//KN//cc//49 befolkningstillväxt//NN|UTR|SIN|IND|NOM//conj//47 ,//MID//punct//52 vi//PN|UTR|PLU|DEF|SUB//nsubj//52 har//VB|PRS|AKT//conj//45 information//NN|UTR|SIN|IND|NOM//obj//52 som//HP|-|-|-//obj//57 vi//PN|UTR|PLU|DEF|SUB//nsubj//57 inte//AB//advmod//57 hade//VB|PRT|AKT//acl:relcl//53 förr//AB//advmod//57 .//MAD//punct//20
Företagens roll;Jag//PN|UTR|SIN|DEF|SUB//nsubj//61 tror//VB|PRS|AKT//conj//20 inte//AB//advmod//61 att//SN//mark//68 förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//68 är//VB|PRS|AKT//cop//68 så//AB//advmod//67 mycket//AB|POS//advmod//68 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//61 än//KN//case//70 vad//HP|NEU|SIN|IND//advcl//68 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//72 var//VB|PRT|AKT//cop//70 ,//MID//punct//61 men//KN//cc//76 vi//PN|UTR|PLU|DEF|SUB//nsubj//76 vet//VB|PRS|AKT//conj//61 mer//AB|KOM//advmod//76 om//PP//case//79 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//76 och//KN//cc//81 tidigare//AB|KOM//conj//79 .//MAD//punct//61
Företagens roll;När//HA//case//4 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//4 roll//NN|UTR|SIN|IND|NOM//obl//5 tror//VB|PRS|AKT//ROOT//5 jag//PN|UTR|SIN|DEF|SUB//nsubj//5 man//PN|UTR|SIN|IND|SUB//nsubj//10 måste//VB|PRS|AKT//aux//10 vara//VB|INF|AKT//cop//10 noggrann//JJ|POS|UTR|SIN|IND|NOM//xcomp//5 och//KN//cc//12 försiktig//JJ|POS|UTR|SIN|IND|NOM//conj//10 med//PP//case//15 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//15 deﬁnitioner//NN|UTR|PLU|IND|NOM//obl//5 ,//MID//punct//17 poängterar//VB|PRS|AKT//parataxis//5 han//PN|UTR|SIN|DEF|SUB//nsubj//17 .//MAD//punct//5
Företagens roll;Medlen//NN|NEU|PLU|DEF|NOM//nsubj:pass//22 kan//VB|PRS|AKT//aux//22 ändras//VB|INF|SFO//parataxis//5 ,//MID//punct//26 men//KN//cc//26 jag//PN|UTR|SIN|DEF|SUB//nsubj//26 tror//VB|PRS|AKT//conj//22 att//SN//mark//32 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//29 roll//NN|UTR|SIN|IND|NOM//nsubj//32 är//VB|PRS|AKT//cop//32 att//IE//mark//32 utveckla//VB|INF|AKT//ccomp//26 en//DT|UTR|SIN|IND//det//34 idé//NN|UTR|SIN|IND|NOM//obj//32 eller//KN//cc//36 idéer//NN|UTR|PLU|IND|NOM//conj//34 och//KN//cc//43 på//PP//case//40 så//AB//amod//40 sätt//NN|NEU|SIN|IND|NOM//obl//43 så//AB//advmod//43 småningom//AB//fixed//41 bli//VB|INF|AKT//conj//32 attraktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//43 för//PP//case//47 både//KN//cc//47 kunder//NN|UTR|PLU|IND|NOM//obl//43 ,//MID//punct//49 medarbetare//NN|UTR|PLU|IND|NOM//conj//47 och//KN//cc//51 investerare//NN|UTR|PLU|IND|NOM//conj//47 .//MAD//punct//26
Företagens roll;Och//KN//cc//70 ur//PP//case//56 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//56 synvinkel//NN|UTR|SIN|IND|NOM//obl//70 att//IE//mark//58 skapa//VB|INF|AKT//acl//56 det//DT|NEU|SIN|DEF//det//60 välstånd//NN|NEU|SIN|IND|NOM//obj//58 som//HP|-|-|-//obj//64 politikerna//NN|UTR|PLU|DEF|NOM//nsubj//64 får//VB|PRS|AKT//aux//64 fördela//VB|INF|AKT//acl:relcl//60 .//MAD//punct//56
Företagens roll;Sedan//AB//advmod//70 kan//VB|PRS|AKT//aux//70 man//PN|UTR|SIN|IND|SUB//nsubj//70 eventuellt//AB|POS//advmod//70 lägga//VB|INF|AKT//conj//22 på//PL//compound:prt//70 ﬂer//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 roller//NN|UTR|PLU|IND|NOM//obj//70 ,//MID//punct//70 men//KN//cc//78 om//SN//mark//78 man//PN|UTR|SIN|IND|SUB//nsubj//78 experimenterar//VB|PRS|AKT//conj//70 med//PP//case//80 rollen//NN|UTR|SIN|DEF|NOM//obl//78 och//KN//cc//82 gör//VB|PRS|AKT//conj//78 den//PN|UTR|SIN|DEF|SUB/OBJ//det//85 otydlig//JJ|POS|UTR|SIN|IND|NOM//amod//85 ﬁnns//VB|PRS|SFO//obj//82 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//90 så//AB//advmod//90 småningom//AB//fixed//87 inget//DT|NEU|SIN|IND//det//90 välstånd//NN|NEU|SIN|IND|NOM//obj//82 kvar//PL//mark//93 att//IE//mark//93 fördela//VB|INF|AKT//acl//90 .//MAD//punct//22
Företagens roll;Jacob//PM|NOM//nsubj//2 Wallenberg//PM|NOM//flat:name//0 säger//VB|PRS|AKT//ROOT//2 att//SN//mark//7 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//6 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 uppgift//NN|UTR|SIN|IND|NOM//nsubj//7 är//VB|PRS|AKT//ccomp//2 att//IE//mark//9 tjäna//VB|INF|AKT//ccomp//7 pengar//NN|UTR|PLU|IND|NOM//obj//9 .//MID//punct//2
Företagens roll;Helt//AB|POS//advmod//13 enkelt//JJ|POS|NEU|SIN|IND|NOM//amod//14 kapitalism//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Företagens roll;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 handlar//VB|PRS|AKT//parataxis//2 egentligen//AB//advmod//17 om//PP//mark//21 att//IE//mark//21 maximera//VB|INF|AKT//advcl//17 avkastningen//NN|UTR|SIN|DEF|NOM//obj//21 ,//MID//punct//17 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//27 .//MID//punct//24
Företagens roll;Långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//27 avkastning//NN|UTR|SIN|IND|NOM//nsubj//17 är//VB|PRS|AKT//cop//29 viktig//JJ|POS|UTR|SIN|IND|NOM//xcomp//17 av//PP//case//33 det//DT|NEU|SIN|DEF//det//33 enkla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 skälet//NN|NEU|SIN|DEF|NOM//obl//29 att//SN//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 är//VB|PRS|AKT//cop//39 det//DT|NEU|SIN|DEF//det//39 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 sättet//NN|NEU|SIN|DEF|NOM//ccomp//29 att//IE//mark//41 försäkra//VB|INF|AKT//acl//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//41 om//PP//case//45 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//45 kapital//NN|NEU|SIN|IND|NOM//obl//41 från//PP//case//47 aktiemarknaden//NN|UTR|SIN|DEF|NOM//nmod//45 i//PP//case//49 framtiden//NN|UTR|SIN|DEF|NOM//nmod//47 ,//MID//punct//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 räcker//VB|PRS|AKT//parataxis//17 inte//AB//advmod//52 att//IE//mark//56 vara//VB|INF|AKT//cop//56 lyckosam//JJ|POS|UTR|SIN|IND|NOM//csubj//52 bara//AB//advmod//56 något//DT|NEU|SIN|IND//det//60 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 år//NN|NEU|SIN|IND|NOM//obj//56 .//MAD//punct//17
Företagens roll;Därutöver//AB//advmod//66 måste//VB|PRS|AKT//aux//66 ett//DT|NEU|SIN|IND//det//65 företag//NN|NEU|SIN|IND|NOM//nsubj//66 ha//VB|INF|AKT//parataxis//17 en//DT|UTR|SIN|IND//det//68 vision//NN|UTR|SIN|IND|NOM//obj//66 .//MAD//punct//17
Företagens roll;Sedan//AB//advmod//71 har//VB|PRS|AKT//parataxis//17 vi//PN|UTR|PLU|DEF|SUB//nsubj//71 genomförandefasen//NN|UTR|SIN|DEF|NOM//obj//71 .//MAD//punct//17 –//PAD//punct//79
Företagens roll;Först//AB//advmod//77 därefter//AB//advmod//79 ,//MID//punct//79 menar//VB|PRS|AKT//dep//82 han//PN|UTR|SIN|DEF|SUB//nsubj//79 ,//MID//punct//79 kommer//VB|PRS|AKT//parataxis//17 man//PN|UTR|SIN|IND|SUB//nsubj//82 in//PL//compound:prt//82 på//PP//fixed//84 frågan//NN|UTR|SIN|DEF|NOM//obl//82 om//PP//case//89 socialt//JJ|POS|NEU|SIN|IND|NOM//amod//89 ansvar//NN|NEU|SIN|IND|NOM//nmod//86 och//KN//cc//91 förmågan//NN|UTR|SIN|DEF|NOM//conj//89 att//IE//mark//93 handskas//VB|INF|SFO//acl//86 med//PP//case//96 de//DT|UTR/NEU|PLU|DEF//det//96 frågorna//NN|UTR|PLU|DEF|NOM//obl//93 .//MAD//punct//17
Företagens roll;Klarar//VB|PRS|AKT//parataxis//17 du//PN|UTR|SIN|DEF|SUB//nsubj//98 inte//AB//advmod//98 av//PP//mark//103 att//IE//mark//103 ta//VB|INF|AKT//ccomp//98 hand//NN|UTR|SIN|IND|NOM//compound:prt//103 om//PP//case//107 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//107 medarbetare//NN|UTR|PLU|IND|NOM//obl//103 eller//KN//cc//109 t//NN|AN//conj//107 ex//NN|AN//flat//109 handskas//VB|PRS|SFO//xcomp//98 med//PP//case//113 miljörörelsen//NN|UTR|SIN|DEF|NOM//obl//111 ,//MID//punct//119 kommer//VB|PRS|AKT//aux//119 du//PN|UTR|SIN|DEF|SUB//nsubj:pass//119 inte//AB//advmod//119 att//IE//mark//119 accepteras//VB|INF|SFO//conj//17 av//PP//case//122 din//PS|UTR|SIN|DEF//nmod:poss//122 marknadsplats//NN|UTR|SIN|IND|NOM//obl:agent//119 .//MAD//punct//17
Företagens roll;Michael//PM|NOM//nmod//1 Treschow//PM|NOM//nsubj//2 åberopar//VB|PRS|AKT//ROOT//2 semantiken//NN|UTR|SIN|DEF|NOM//obj//2 som//KN//case//6 en//DT|UTR|SIN|IND//det//6 anledning//NN|UTR|SIN|IND|NOM//obl//2 till//PP//mark//11 att//SN//mark//11 företagen//NN|NEU|PLU|DEF|NOM//nsubj//11 inte//AB//advmod//11 får//VB|PRS|AKT//advcl//2 fram//PL//compound:prt//11 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//11 här//AB//fixed//13 i//PP//case//16 debatten//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//2 –//RG|NOM//punct//24
Företagens roll;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 ord//NN|NEU|PLU|IND|NOM//nsubj//24 är//VB|PRS|AKT//cop//24 helt//AB|POS//advmod//23 enkelt//AB|POS//advmod//24 körda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//appos//2 .//MAD//punct//24
Företagens roll;Jag//PN|UTR|SIN|DEF|SUB//nsubj//27 studsar//VB|PRS|AKT//conj//2 till//PL//compound:prt//27 när//HA//mark//31 Jacob//PM|NOM//nsubj//31 talar//VB|PRS|AKT//advcl//27 om//PP//case//34 ”//PAD//punct//34 kapitalism//NN|UTR|SIN|IND|NOM//obl//31 ”//RG|NOM//punct//34 ,//MID//punct//35 p//NN|AN//nummod//38 g//NN|AN//obl//27 a//NN|NEU|SIN|IND|NOM//mark//48 att//SN//mark//48 ”//PAD//punct//42 kapitalism//NN|UTR|SIN|IND|NOM//nsubj//48 ”//PM|NOM//punct//42 inte//AB//advmod//48 är//VB|PRS|AKT//cop//48 ett//DT|NEU|SIN|IND//det//48 positivt//JJ|POS|NEU|SIN|IND|NOM//advmod//48 värdeladdat//PC|PRF|NEU|SIN|IND|NOM//advcl//27 ord//NN|NEU|SIN|IND|NOM//obj//48 i//PP//case//53 den//DT|UTR|SIN|DEF//det//53 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 opinionen//NN|UTR|SIN|DEF|NOM//obl//48 .//MID//punct//27
Företagens roll;Jag//PN|UTR|SIN|DEF|SUB//nsubj//56 delar//VB|PRS|AKT//conj//27 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//56 du//PN|UTR|SIN|DEF|SUB//nsubj//59 säger//VB|PRS|AKT//acl:relcl//57 ,//MID//punct//63 men//KN//cc//63 ordet//NN|NEU|SIN|DEF|NOM//nsubj//63 väcker//VB|PRS|AKT//conj//27 taggar//NN|UTR|PLU|IND|NOM//obj//63 .//MAD//punct//27
Företagens roll;STÖRRE//PM|NOM//dislocated//4 SAMHÄLLSANSVAR//NN|NEU|SIN|IND|NOM//obj//0 –//PAD//punct//4 Jag//PN|UTR|SIN|DEF|SUB//nsubj//4 tror//VB|PRS|AKT//ROOT//4 också//AB//advmod//4 att//SN//mark//15 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//8 uppgift//NN|UTR|SIN|IND|NOM//nsubj//15 i//PP//case//10 grund//NN|UTR|SIN|IND|NOM//nmod//8 och//KN//cc//12 botten//NN|UTR|SIN|DEF|NOM//conj//10 är//VB|PRS|AKT//cop//15 att//IE//mark//15 generera//VB|INF|AKT//ccomp//4 pengar//NN|UTR|PLU|IND|NOM//obj//15 för//PP//case//19 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//19 ägare//NN|UTR|PLU|IND|NOM//obl//15 ,//MID//punct//21 säger//VB|PRS|AKT//parataxis//4 Hans//PM|NOM//nmod:poss//23 von//PM|NOM//nmod//24 Uthmann//PM|NOM//nsubj//21 ,//MID//punct//28 och//KN//cc//28 jag//PN|UTR|SIN|DEF|SUB//nsubj//28 håller//VB|PRS|AKT//conj//21 helt//AB|POS//advmod//28 med//PL//compound:prt//28 om//PP//case//32 vikten//NN|UTR|SIN|DEF|NOM//obl//28 av//PP//case//34 långsiktighet//NN|UTR|SIN|IND|NOM//nmod//32 för//PP//mark//37 att//IE//mark//37 få//VB|INF|AKT//advcl//28 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 pengar//NN|UTR|PLU|IND|NOM//obj//37 att//IE//mark//41 investera//VB|INF|AKT//xcomp//37 .//MID//punct//4
Företagens roll;Men//KN//cc//45 vi//PN|UTR|PLU|DEF|SUB//nsubj//45 har//VB|PRS|AKT//conj//4 också//AB//advmod//45 ett//DT|NEU|SIN|IND//det//48 ansvar//NN|NEU|SIN|IND|NOM//obj//45 som//KN//mark//50 företag//NN|NEU|SIN|IND|NOM//acl//48 för//PP//case//53 vår//PS|UTR|SIN|DEF//nmod:poss//53 omvärld//NN|UTR|SIN|IND|NOM//nmod//50 ,//MID//punct//56 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//56 anställda//NN|UTR|PLU|IND|NOM//conj//53 ,//MID//punct//59 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//59 kunder//NN|UTR|PLU|IND|NOM//conj//53 och//KN//cc//61 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//53 som//KN//obj//69 vi//PN|UTR|PLU|DEF|SUB//nsubj//69 på//PP//case//68 ett//DT|NEU|SIN|IND//det//68 eller//KN//cc//67 annat//JJ|POS|NEU|SIN|IND|NOM//conj//65 sätt//NN|NEU|SIN|IND|NOM//obl//69 påverkar//VB|PRS|AKT//acl:relcl//48 i//PP//case//71 samhället//NN|NEU|SIN|DEF|NOM//obl//69 .//MAD//punct//45
Företagens roll;Vi//PN|UTR|PLU|DEF|SUB//nsubj//74 tar//VB|PRS|AKT//parataxis//45 ett//DT|NEU|SIN|IND//det//77 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 samhällsansvar//NN|NEU|SIN|IND|NOM//obj//74 ,//MID//punct//82 men//KN//cc//82 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//82 ﬁnns//VB|PRS|SFO//nsubj//82 klara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//74 och//KN//cc//85 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 gränser//NN|UTR|PLU|IND|NOM//conj//82 .//MAD//punct//74
Företagens roll;Man//PN|UTR|SIN|IND|SUB//nsubj//89 måste//VB|PRS|AKT//aux//89 skilja//VB|INF|AKT//parataxis//74 på//PP//mark//95 vad//HP|NEU|SIN|IND//dislocated//95 som//HP|-|-|-//nsubj//95 är//VB|PRS|AKT//cop//95 politikers//NN|UTR|PLU|IND|GEN//nmod:poss//95 ansvar//NN|NEU|SIN|IND|NOM//obl//89 och//KN//cc//101 vad//HP|NEU|SIN|IND//dislocated//101 som//HP|-|-|-//nsubj//101 är//VB|PRS|AKT//cop//101 företags//NN|NEU|SIN|IND|GEN//nmod:poss//101 ansvar//NN|NEU|SIN|IND|NOM//conj//95 .//MAD//punct//89
Företagens roll;Michael//PM|NOM//nmod//1 Treschow//PM|NOM//nsubj//2 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//6 man//PN|UTR|SIN|IND|SUB//nsubj//6 får//VB|PRS|AKT//aux//6 akta//VB|INF|AKT//ccomp//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//6 för//PP//mark//11 att//IE//mark//11 populistiskt//AB|POS//advmod//11 gå//VB|INF|AKT//advcl//6 ut//PL//compound:prt//11 och//KN//cc//14 säga//VB|INF|AKT//conj//11 att//SN//mark//17 företagen//NN|NEU|PLU|DEF|NOM//nsubj//17 har//VB|PRS|AKT//ccomp//14 ett//DT|NEU|SIN|IND//det//20 socialt//JJ|POS|NEU|SIN|IND|NOM//amod//20 ansvar//NN|NEU|SIN|IND|NOM//obj//17 .//MAD//punct//2
Företagens roll;För//KN//case//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 är//VB|PRS|AKT//cop//25 det//PN|NEU|SIN|DEF|SUB/OBJ//parataxis//2 som//HP|-|-|-//obj//30 politikerna//NN|UTR|PLU|DEF|NOM//nsubj//30 gärna//AB|POS//advmod//30 vill//VB|PRS|AKT//aux//30 höra//VB|INF|AKT//acl:cleft//25 ,//MID//punct//34 av//PP//case//34 det//DT|NEU|SIN|DEF//det//34 skälet//NN|NEU|SIN|DEF|NOM//obj//2 att//SN//mark//40 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//40 nu//AB//advmod//40 inte//AB//advmod//40 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 klarar//VB|PRS|AKT//acl//34 av//PL//mark//43 att//IE//mark//43 ta//VB|INF|AKT//xcomp//40 det//DT|NEU|SIN|DEF//obj//43 ansvaret//NN|NEU|SIN|DEF|NOM//obj//43 .//MAD//punct//2

Den viktigaste drivkraften;Politiker//NN|UTR|PLU|IND|NOM//nsubj//1 beskriver//VB|PRS|AKT//ROOT//1 ibland//AB//advmod//1 näringslivet//NN|NEU|SIN|DEF|NOM//obj//1 som//KN//mark//5 något//PN|NEU|SIN|IND|SUB/OBJ//xcomp//1 som//HP|-|-|-//nsubj//8 bara//AB//advmod//8 levererar//VB|PRS|AKT//acl:relcl//5 kapital//NN|NEU|SIN|IND|NOM//obj//8 med//PP//case//13 en//DT|UTR|SIN|IND//det//12 slags//NN|NEU|SIN|IND|GEN//nmod:poss//13 automatik//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//1
Den viktigaste drivkraften;Men//KN//cc//19 verkligheten//NN|UTR|SIN|DEF|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 väldigt//AB|POS//advmod//19 långt//AB|POS//conj//1 därifrån//AB//advmod//19 .//MAD//punct//1 –//PAD//punct//24
Den viktigaste drivkraften;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 var//VB|PRT|AKT//conj//1 därför//AB//advmod//28 jag//PN|UTR|SIN|DEF|SUB//nsubj//28 ville//VB|PRT|AKT//aux//28 dra//VB|INF|AKT//ccomp//24 ett//DT|NEU|SIN|IND//det//31 extra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 lass//NN|NEU|SIN|IND|NOM//obj//28 för//PP//case//33 kapitalfrågan//NN|UTR|SIN|DEF|NOM//obl//28 ,//MID//punct//35 säger//VB|PRS|AKT//parataxis//24 Jacob//PM|NOM//nsubj//35 Wallenberg//PM|NOM//flat:name//36 .//MAD//punct//24
Den viktigaste drivkraften;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//40 tas//VB|PRS|SFO//parataxis//24 för//PP//mark//42 given//PC|PRF|UTR|SIN|IND|NOM//advmod//40 ,//MID//punct//42 helt//AB|POS//advmod//45 enkelt//AB|POS//conj//40 .//MID//punct//40
Den viktigaste drivkraften;Hur//HA//advmod//50 vi//PN|UTR|PLU|DEF|SUB//nsubj//50 än//AB//advmod//50 vänder//VB|PRS|AKT//csubj//59 och//KN//cc//52 vrider//VB|PRS|AKT//conj//50 på//PP//compound:prt//52 frågan//NN|UTR|SIN|DEF|NOM//obj//52 är//VB|PRS|AKT//cop//59 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 en//DT|UTR|SIN|IND//det//59 marknadsekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//59 värld//NN|UTR|SIN|IND|NOM//obl//40 vi//PN|UTR|PLU|DEF|SUB//nsubj//61 lever//VB|PRS|AKT//acl:relcl//59 i//PP//obl//61 .//MAD//punct//24
Den viktigaste drivkraften;Klarar//VB|PRS|AKT//parataxis//24 vi//PN|UTR|PLU|DEF|SUB//nsubj//64 inte//AB//advmod//64 av//PP//mark//69 att//IE//mark//69 leverera//VB|INF|AKT//acl//64 avkastning//NN|UTR|SIN|IND|NOM//obj//69 så//KN//advcl//72 skapar//VB|PRS|AKT//conj//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//72 inte//AB//advmod//72 kapital//NN|NEU|SIN|IND|NOM//obj//72 ,//MID//punct//1 och//KN//cc//79 då//AB//advmod//79 går//VB|PRS|AKT//conj//1 företaget//NN|NEU|SIN|DEF|NOM//nsubj//79 i//PP//case//82 konkurs//NN|UTR|SIN|IND|NOM//obl//79 .//MAD//punct//1
Den viktigaste drivkraften;Om//SN//mark//86 man//PN|UTR|SIN|IND|SUB//nsubj//86 skapar//VB|PRS|AKT//advcl//88 kapital//NN|NEU|SIN|IND|NOM//obj//86 blir//VB|PRS|AKT//parataxis//1 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 fråga//NN|UTR|SIN|IND|NOM//nsubj//88 hur//HA//advmod//93 man//PN|UTR|SIN|IND|SUB//nsubj//93 vidareutvecklar//VB|PRS|AKT//ccomp//88 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//93 .//MAD//punct//1 –//NN|AN//punct//98
