4 Försäkringsskydd på transportområdet ;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 kartlägger//VB|PRS|AKT//ROOT//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 hur//HA//advmod//7 försäkringsutbudet//NN|NEU|SIN|DEF|NOM//nsubj//7 ser//VB|PRS|AKT//ccomp//3 ut//PL//compound:prt//7 på//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 transportområdena//NN|NEU|PLU|DEF|NOM//obl//7 .//MAD//punct//3
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;2//RG|NOM//obl//2
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;När//HA//mark//5 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//5 enligt//PP//case//4 §//NN|AN//nmod//4 1//RG|NOM//nmod//1 blir//VB|PRS|AKT//advcl//7 tillämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//5 övertar//VB|PRS|AKT//ROOT//7 staten//NN|UTR|SIN|DEF|NOM//nsubj//7 ansvaret//NN|NEU|SIN|DEF|NOM//obj//7 från//PP//case//11 försäkringsgivarna//NN|UTR|PLU|DEF|NOM//nmod//9 för//PP//case//15 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 den//DT|UTR|SIN|DEF//det//15 krigsrisk//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//18 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 intressen//NN|NEU|PLU|IND|NOM//nmod//15 ,//MID//punct//18 som//HP|-|-|-//nsubj//25 vid//PP//case//23 denna//DT|UTR|SIN|DEF//det//23 tidpunkt//NN|UTR|SIN|IND|NOM//obl//25 är//VB|PRS|AKT//cop//25 täckt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//18 genom//PP//case//30 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//28 direkt//AB|POS//advmod//29 tecknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//30 transportförsäkringar//NN|UTR|PLU|IND|NOM//obl//25 .//MAD//punct//7
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Med//PP//case//1 transportförsäkring//NN|UTR|SIN|IND|NOM//obl//2 förstås//VB|PRS|SFO//advmod//3 försäkring//NN|UTR|SIN|IND|NOM//ROOT//3 som//HP|-|-|-//nsubj:pass//5 meddelas//VB|PRS|SFO//acl:relcl//3 i//PP//advmod//5 fråga//NN|UTR|SIN|IND|NOM//fixed//6 om//PP//case//9 fartyg//NN|NEU|PLU|IND|NOM//obl//5 ,//MID//punct//11 spårfordon//NN|NEU|PLU|IND|NOM//conj//9 samt//KN//cc//13 varor//NN|UTR|PLU|IND|NOM//conj//9 under//PP//case//15 transport//NN|UTR|SIN|IND|NOM//nmod//13 inom//PP//case//21 samt//KN//cc//18 till//AB//advmod//21 och//KN//cc//20 från//PP//conj//18 Sverige//PM|NOM//obl//5 .//MAD//punct//3
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Till//PP//case//24 transportförsäkring//NN|UTR|SIN|IND|NOM//obl//25 räknas//VB|PRS|SFO//parataxis//3 även//AB//advmod//25 försäkring//NN|UTR|SIN|IND|NOM//nsubj:pass//25 av//PP//case//29 nybyggnad//NN|UTR|SIN|IND|NOM//nmod//27 på//PP//case//31 varv//NN|NEU|SIN|IND|NOM//nmod//29 samt//KN//cc//33 försäkring//NN|UTR|SIN|IND|NOM//conj//31 av//PP//case//35 egendom//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//29 som//HP|-|-|-//nsubj:pass//38 lagrats//VB|SUP|SFO//acl:relcl//29 i//PP//case//40 utlandet//NN|NEU|SIN|DEF|NOM//obl//38 för//PP//case//42 införsel//NN|UTR|SIN|IND|NOM//nmod//40 till//PP//case//44 Sverige//PM|NOM//obl//38 eller//KN//cc//47 i//PP//case//47 anslutning//NN|UTR|SIN|IND|NOM//conj//38 till//PP//case//49 utförsel//NN|UTR|SIN|IND|NOM//nmod//47 från//PP//case//51 Sverige//PM|NOM//nmod//49 .//MAD//punct//25
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Med//PP//case//1 krigsrisk//NN|UTR|SIN|IND|NOM//obl//4 förstås//VB|PRS|SFO//advmod//4 även//AB//advmod//4 risk//NN|UTR|SIN|IND|NOM//nsubj:pass//8 att//SN//mark//6 försäkrad//PC|PRF|UTR|SIN|IND|NOM//acl//4 egendom//NN|UTR|SIN|IND|NOM//obj//6 läggs//VB|PRS|SFO//ROOT//8 under//PP//case//10 embargo//NN|NEU|SIN|IND|NOM//obl//8 eller//KN//cc//12 uppbringas//VB|PRS|SFO//conj//8 eller//KN//cc//14 utsätts//VB|PRS|SFO//conj//12 för//PP//case//18 annan//JJ|POS|UTR|SIN|IND|NOM//amod//18 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 åtgärd//NN|UTR|SIN|IND|NOM//obl//14 av//PP//case//21 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 stat//NN|UTR|SIN|IND|NOM//nmod//18 eller//KN//cc//24 av//PP//case//24 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//21 som//HP|-|-|-//nsubj//28 där//AB//advmod//28 har//VB|PRS|AKT//aux//28 tagit//VB|SUP|AKT//acl:relcl//24 eller//KN//cc//30 försöker//VB|PRS|AKT//conj//28 ta//VB|INF|AKT//xcomp//30 makten//NN|UTR|SIN|DEF|NOM//obj//31 (//PAD//punct//18 frustrationsrisk//JJ|POS|UTR|SIN|IND|NOM//appos//18 )//PAD//punct//18 .//MAD//punct//8 §//NN|AN//nmod//38
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;3//RG|NOM//obl//8
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Krigsskada//PM|NOM//nsubj//21 ,//MID//punct//3 som//HP|-|-|-//nsubj//3 drabbat//VB|SUP|AKT//acl:relcl//0 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//5 intresse//NN|NEU|SIN|IND|NOM//obj//3 enligt//PP//case//8 §//NN|AN//nmod//8 2//RG|NOM//obl//3 innan//SN//mark//12 detta//DT|NEU|SIN|DEF//det//11 avtal//NN|NEU|SIN|IND|NOM//nsubj//12 blir//VB|PRS|AKT//advcl//0 tillämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//12 men//KN//cc//17 inom//PP//case//17 av//PP//case//17 KFN//PM|NOM//conj//13 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//19 tid//NN|UTR|SIN|IND|NOM//obj//0 ,//MID//punct//0 faller//VB|PRS|AKT//ROOT//21 in//PL//compound:prt//21 under//PP//case//25 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 ansvar//NN|NEU|SIN|IND|NOM//obl//21 under//PP//case//27 förutsättning//NN|UTR|SIN|IND|NOM//obl//21 att//SN//mark//35 -//MID//punct//35 det//DT|NEU|SIN|DEF//det//32 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 intresset//NN|NEU|SIN|DEF|NOM//nsubj//35 vid//PP//case//34 skadetillfället//NN|NEU|SIN|DEF|NOM//nmod//32 saknade//VB|PRT|AKT//acl//27 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 krigsförsäkring//NN|UTR|SIN|IND|NOM//obj//35 på//PP//mark//43 grund//NN|UTR|SIN|IND|NOM//fixed//38 av//PP//fixed//38 att//SN//mark//43 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//43 upphört//VB|SUP|AKT//advcl//35 enligt//PP//case//45 klausul//NN|UTR|SIN|IND|NOM//obl//43 om//PP//case//48 omedelbar//JJ|POS|UTR|SIN|IND|NOM//amod//48 uppsägning//NN|UTR|SIN|IND|NOM//obl//43 utan//PP//case//51 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 meddelande//NN|NEU|SIN|IND|NOM//nmod//48 och//KN//cc//56 att//SN//mark//56 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//56 kan//VB|PRS|AKT//aux//56 bekräfta//VB|INF|AKT//conj//35 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//56 till//PP//case//59 KFN//PM|NOM//obl//56 ,//MID//punct//56 eller//KN//cc//64 -//MID//punct//64 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//64 orsakats//VB|SUP|SFO//conj//35 av//PP//case//66 förberedelseåtgärder//NN|UTR|PLU|IND|NOM//obl:agent//64 för//PP//advmod//66 eller//KN//cc//69 krigshändelser//NN|UTR|PLU|IND|NOM//conj//67 som//HP|-|-|-//nsubj//71 sammanhänger//VB|PRS|AKT//acl:relcl//66 med//PP//case//74 det//DT|NEU|SIN|DEF//det//74 krig//NN|NEU|SIN|IND|NOM//obl//71 ,//MID//punct//77 vilket//HP|NEU|SIN|IND//nsubj//77 föranlett//VB|SUP|AKT//advcl//21 att//SN//mark//81 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//81 senare//AB|KOM//advmod//81 blivit//VB|SUP|AKT//ccomp//77 tillämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//81 .//MAD//punct//21 §//NN|AN//nmod//85
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;4//RG|NOM//obl//21
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;För//PP//case//1 krigsförsäkring//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//3 övertas//VB|PRS|SFO//acl:relcl//1 av//PP//case//5 staten//NN|UTR|SIN|DEF|NOM//obl:agent//3 enligt//PP//case//8 §//NN|AN//nmod//8 2//RG|NOM//obl//3 gäller//VB|PRS|AKT//advcl//43 från//PP//case//11 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//9 för//PP//case//14 övertagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 KFN//PM|NOM//nmod//11 ://MID//punct//14 s//PP//nummod//17 krigsförsäkringsvillkor//NN|UTR|PLU|IND|NOM//appos//14 .//MAD//punct//17
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;För//PP//case//20 krigsskada//NN|UTR|SIN|IND|NOM//obl//28 som//HP|-|-|-//obj//23 staten//NN|UTR|SIN|DEF|NOM//nsubj//23 svarar//VB|PRS|AKT//acl:relcl//20 för//PP//compound:prt//23 enligt//PP//case//27 §//NN|AN//nmod//27 3//RG|NOM//obl//23 gäller//VB|PRS|AKT//advcl//9 samma//DT|UTR/NEU|SIN/PLU|IND//det//30 villkor//NN|NEU|PLU|IND|NOM//obj//28 .//MAD//punct//28
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;KFN//PM|NOM//obl//9 ://MID//punct//32 s//NN|AN//nummod//35 regler//NN|UTR|PLU|IND|NOM//obj//9 om//PP//case//37 premiebetalningar//NN|UTR|PLU|IND|NOM//nmod//35 och//KN//cc//39 anmälningar//NN|UTR|PLU|IND|NOM//conj//37 av//PP//case//42 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 slag//NN|NEU|PLU|IND|NOM//nmod//39 tillämpas//VB|PRS|SFO//ROOT//43 liksom//PP//mark//46 de//DT|UTR/NEU|PLU|DEF//det//46 föreskrifter//NN|UTR|PLU|IND|NOM//obl//43 ,//MID//punct//48 villkor//NN|NEU|PLU|IND|NOM//conj//46 och//KN//cc//50 regler//NN|UTR|PLU|IND|NOM//conj//46 som//HP|-|-|-//nsubj:pass//52 sammanställts//VB|SUP|SFO//acl:relcl//50 i//PP//case//55 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//55 avtal//NN|NEU|SIN|IND|NOM//obl//52 .//MAD//punct//43 §//NN|AN//nmod//58
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;5//RG|NOM//obl//43
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;KFN//PM|NOM//nsubj//1 äger//VB|PRS|AKT//ROOT//1 rätt//NN|UTR|SIN|IND|NOM//obj//1 att//IE//mark//4 taga//VB|INF|AKT//acl//2 del//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//8 all//DT|UTR|SIN|IND/DEF//det//8 information//NN|UTR|SIN|IND|NOM//obl//4 som//HP|-|-|-//nsubj//10 rör//VB|PRS|AKT//acl:relcl//8 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 övertagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 risker//NN|UTR|PLU|IND|NOM//obj//10 och//KN//cc//19 som//HP|-|-|-//nsubj//19 KFN//PM|NOM//nsubj//17 bedömer//VB|PRS|AKT//aux//19 vara//VB|INF|AKT//cop//19 erforderligt//JJ|POS|NEU|SIN|IND|NOM//conj//10 för//PP//mark//22 att//IE//mark//22 kontrollera//VB|INF|AKT//advcl//19 att//SN//mark//26 detta//DT|NEU|SIN|DEF//det//25 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//26 fullgörs//VB|PRS|SFO//ccomp//22 riktigt//AB//advmod//26 .//MAD//punct//1 §//NN|AN//nmod//30
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;6//RG|NOM//obl//1
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//1 försäkringsgivare//NN|UTR|PLU|IND|NOM//nsubj//10 vilka//HP|UTR/NEU|PLU|IND//nsubj//4 antingen//KN//cc//4 har//VB|PRS|AKT//acl:relcl//1 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//6 koncession//NN|UTR|SIN|IND|NOM//obj//4 och//KN//cc//9 i//PP//case//9 Sverige//PM|NOM//conj//6 bedriver//VB|PRS|AKT//ROOT//10 rörelse//NN|UTR|SIN|IND|NOM//obj//10 eller//KN//cc//17 är//VB|PRS|AKT//cop//17 på//PP//case//16 annat//JJ|POS|NEU|SIN|IND|NOM//amod//16 sätt//NN|NEU|SIN|IND|NOM//obl//17 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//10 i//PP//case//19 Sverige//PM|NOM//obl//17 och//KN//cc//22 här//AB//advmod//22 bedriver//VB|PRS|AKT//conj//17 verksamhet//NN|UTR|SIN|IND|NOM//obj//22 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 transportförsäkring//NN|UTR|SIN|IND|NOM//obl//17 kan//VB|PRS|AKT//aux//27 ansluta//VB|INF|AKT//conj//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 till//PP//case//31 detta//DT|NEU|SIN|DEF//det//31 avtal//NN|NEU|SIN|IND|NOM//obl//27 och//KN//cc//34 skall//VB|PRS|AKT//aux//34 beredas//VB|INF|SFO//conj//27 tillfälle//NN|NEU|SIN|IND|NOM//obj//34 till//PP//case//37 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//35 .//MAD//punct//10 §//NN|AN//nmod//40
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;7//RG|NOM//obl//10
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Uppsägning//NN|UTR|SIN|IND|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 ske//VB|INF|AKT//ROOT//2 senast//AB|SUV//case//5 sex//RG|NOM//nummod//5 månader//NN|UTR|PLU|IND|NOM//obl//2 före//PP//case//8 kalenderårets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 utgång//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Från//PP//case//12 försäkringsgivarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//12 sida//NN|UTR|SIN|IND|NOM//obl//15 skall//VB|PRS|AKT//aux//15 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 ske//VB|INF|AKT//conj//2 till//PP//case//17 KFN//PM|NOM//obl//15 eller//KN//cc//22 till//PP//case//21 annan//JJ|POS|UTR|SIN|IND|NOM//amod//21 myndighet//NN|UTR|SIN|IND|NOM//obl//22 förordnad//PC|PRF|UTR|SIN|IND|NOM//conj//15 av//PP//case//24 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//22 .//MAD//punct//2
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Detta//DT|NEU|SIN|DEF//det//1 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 upprättats//VB|SUP|SFO//ROOT//3 i//PP//case//7 två//RG|NOM//nummod//7 likalydande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 exemplar//NN|NEU|PLU|IND|NOM//obl//3 varav//HA//nmod//7 undertecknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 parter//NN|UTR|PLU|IND|NOM//nmod//7 tagit//VB|SUP|AKT//conj//3 var//VB|PRT|AKT//cop//13 sitt//PS|NEU|SIN|DEF//obj//11 .//MAD//punct//3
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Stockholm//PM|NOM//ROOT//0 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//0
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Krigsförsäkringsnämnden//PM|NOM//ROOT//0
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Bengt//PM|NOM//nmod//1 G//PM|NOM//ROOT//1 Nilsson//PM|NOM//flat:name//1
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Ordförande//NN|UTR|SIN|IND|NOM//ROOT//0
Bilaga 3 / Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Stockholm//PM|NOM//ROOT//0 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0

Bilaga 3 / Särskilt avtal till Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Mellan//PP//case//1 Krigsförsäkringsnämnden//PM|NOM//obl//47 ,//MID//punct//3 KFN//PM|NOM//conj//1 ,//MID//punct//8 för//PP//case//8 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 räkning//NN|UTR|SIN|IND|NOM//conj//1 ,//MID//punct//14 samt//KN//cc//14 undertecknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 försäkringsgivare//NN|UTR|PLU|IND|NOM//nsubj:pass//14 har//VB|PRS|AKT//aux//14 avtalats//VB|SUP|SFO//conj//1 att//SN//mark//19 detta//DT|NEU|SIN|DEF//det//17 avtal//NN|NEU|SIN|IND|NOM//nsubj//19 automatiskt//AB|POS//advmod//19 träder//VB|PRS|AKT//acl//1 i//PP//case//21 kraft//NN|UTR|SIN|IND|NOM//obl//19 vid//PP//case//24 samma//DT|UTR/NEU|SIN/PLU|IND//det//24 tidpunkt//NN|UTR|SIN|IND|NOM//obl//19 som//HP|-|-|-//nsubj//26 gäller//VB|PRS|AKT//acl:relcl//24 för//PP//case//28 krigsutbrottsavtalet//NN|NEU|SIN|DEF|NOM//obl//26 för//PP//case//30 krigsförsäkring//NN|UTR|SIN|IND|NOM//nmod//28 samt//KN//cc//34 att//SN//mark//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 gäller//VB|PRS|AKT//conj//1 tills//PP//advmod//34 vidare//AB|KOM//fixed//35 så//AB//mark//40 länge//AB|POS//fixed//37 krigsutbrottsavtalet//NN|NEU|SIN|DEF|NOM//nsubj//40 äger//VB|PRS|AKT//advcl//34 giltighet//NN|UTR|SIN|IND|NOM//obj//40 .//MID//punct//1
Bilaga 3 / Särskilt avtal till Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Alla//DT|UTR/NEU|PLU|IND/DEF//det//46 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//45 Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 avtal//NN|NEU|PLU|IND|NOM//conj//1 upphör//VB|PRS|AKT//ROOT//47 därmed//AB//advmod//47 att//IE//mark//50 gälla//VB|INF|AKT//xcomp//47 .//MAD//punct//47
Bilaga 3 / Särskilt avtal till Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Kasko//NN|UTR|SIN|IND|NOM//amod//1 mm//NN|AN//ROOT//1 och//KN//cc//3 varvsrisker//NN|UTR|PLU|IND|NOM//conj//1 §//NN|AN//nmod//5 1//RG|NOM//nmod//3
Bilaga 3 / Särskilt avtal till Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;De//DT|UTR/NEU|PLU|DEF//nsubj//3 av//PP//case//2 försäkringsgivarna//NN|UTR|PLU|DEF|NOM//nmod//0 utgivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//3 krigsförsäkringsvillkoren//NN|NEU|PLU|DEF|NOM//obj//3 för//PP//case//6 kasko//NN|UTR|SIN|IND|NOM//obl//3 och//KN//cc//8 varvsrisker//NN|UTR|PLU|IND|NOM//conj//6 skall//VB|PRS|AKT//aux//10 innehålla//VB|INF|AKT//advcl//3 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 klausul//NN|UTR|SIN|IND|NOM//obj//10 ://MID//punct//12 ”//PAD//punct//3
Bilaga 3 / Särskilt avtal till Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Om//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 under//PP//case//19 den//DT|UTR|SIN|DEF//det//19 tid//NN|UTR|SIN|IND|NOM//obl//3 ,//MID//punct//19 då//HA//advmod//26 denna//DT|UTR|SIN|DEF//det//23 försäkring//NN|UTR|SIN|IND|NOM//nsubj//26 är//VB|PRS|AKT//cop//26 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//26 utbryter//VB|PRS|AKT//acl:relcl//19 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//28 krig//NN|NEU|SIN|IND|NOM//obj//26 att//SN//mark//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 mellan//PP//case//32 Krigsförsäkringsnämnden//PM|NOM//nmod//30 ,//MID//punct//34 KFN//PM|NOM//conj//32 ,//MID//punct//32 och//KN//cc//38 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//38 träffade//VB|PRT|AKT//conj//32 krigsutbrottsavtalen//NN|NEU|PLU|DEF|NOM//obj//38 blir//VB|PRS|AKT//advcl//26 tillämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//40 gäller//VB|PRS|AKT//xcomp//40 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//42 ://MAD//punct//3
Bilaga 3 / Särskilt avtal till Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;KFN//PM|NOM//nsubj//1 övertar//VB|PRS|AKT//ROOT//1 omedelbart//AB|POS//advmod//1 enligt//PP//case//4 KFN//PM|NOM//obl//1 ://MID//punct//4 s//NN|AN//case//9 fastställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 krigsförsäkringsvillkor//NN|UTR|PLU|IND|NOM//amod//9 försäkringsansvar//NN|NEU|SIN|IND|NOM//appos//4 för//PP//case//11 1//RG|NOM//nmod//9 )//PAD//punct//9 den//DT|UTR|SIN|DEF//det//14 krigsrisk//NN|UTR|SIN|IND|NOM//appos//9 av//PP//case//17 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 intressen//NN|NEU|PLU|IND|NOM//nmod//14 ,//MID//punct//17 som//HP|-|-|-//nsubj//24 vid//PP//case//22 denna//DT|UTR|SIN|DEF//det//22 tidpunkt//NN|UTR|SIN|IND|NOM//obl//24 är//VB|PRS|AKT//cop//24 täckt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//17 genom//PP//case//29 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//27 direkt//AB|POS//advmod//28 tecknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 krigsförsäkringar//NN|UTR|PLU|IND|NOM//obl//24 .//MAD//punct//9
Bilaga 3 / Särskilt avtal till Krigsutbrottsavtal för statlig försäkring. Transportförsäkring;Vid//PP//case//33 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//33 krigsutbrott//NN|NEU|SIN|IND|NOM//obl//36 skall//VB|PRS|AKT//aux//36 den//DT|UTR|SIN|DEF//nsubj//36 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//1 omedelbart//AB|POS//advmod//36 till//PP//case//39 försäkringsgivare//NN|UTR|PLU|IND|NOM//obl//36 anmäla//VB|INF|AKT//advcl//36 var//PN|UTR|SIN|IND|SUB/OBJ//advmod//40 eller//KN//cc//47 på//PP//case//46 vilken//HD|UTR|SIN|IND//det//46 resa//NN|UTR|SIN|IND|NOM//amod//46 fartyget//NN|NEU|SIN|DEF|NOM//obl//47 befinner//VB|PRS|AKT//conj//36 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//47 och//KN//cc//50 följa//VB|INF|AKT//conj//47 de//DT|UTR/NEU|PLU|DEF//det//52 instruktioner//NN|UTR|PLU|IND|NOM//obj//50 som//HP|-|-|-//obj//58 KFN//PM|NOM//nsubj//58 kan//VB|PRS|AKT//aux//58 komma//VB|INF|AKT//aux//58 att//IE//mark//58 lämna//VB|INF|AKT//acl:relcl//52 .//MAD//punct//36
