9 Samhällsekonomiska konsekvenser ;I//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//8 ”//PM|NOM//punct//8 Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//8 skall//VB|PRS|AKT//aux//8 inte//AB//advmod//8 innebära//VB|INF|AKT//dep//2 några//DT|UTR/NEU|PLU|IND//det//11 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kostnader//NN|UTR|PLU|IND|NOM//obj//8 för//PP//case//15 den//DT|UTR|SIN|DEF//det//15 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 sektorn//NN|UTR|SIN|DEF|NOM//nmod//11 ”//PM|NOM//punct//8 .//MAD//punct//19
10 Avslutande diskussion;En//DT|UTR|SIN|IND//det//39 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//39 utbildningssatsning//NN|UTR|SIN|IND|NOM//nsubj:pass//46 på//PP//case//41 personalen//NN|UTR|SIN|DEF|NOM//nmod//39 inom//PP//case//43 missbrukarvården//NN|UTR|SIN|DEF|NOM//nmod//41 bör//VB|PRS|AKT//aux//46 också//AB//advmod//46 ges//VB|INF|SFO//parataxis//1 en//DT|UTR|SIN|IND//det//50 mycket//AB|POS//advmod//49 hög//JJ|POS|UTR|SIN|IND|NOM//amod//50 prioritet//NN|UTR|SIN|IND|NOM//nsubj:pass//46 .//MAD//punct//1
10 Avslutande diskussion;När//HA//case//5 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 den//DT|UTR|SIN|DEF//det//5 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 utbildningen//NN|UTR|SIN|DEF|NOM//dislocated//9 så//AB//advmod//9 är//VB|PRS|AKT//cop//9 min//PS|UTR|SIN|DEF//nmod:poss//9 bedömning//NN|UTR|SIN|IND|NOM//ROOT//9 att//SN//mark//14 den//DT|UTR|SIN|DEF//nsubj//14 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//14 bör//VB|PRS|AKT//aux//14 svara//VB|INF|AKT//acl//9 mot//PP//case//16 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//14 som//HP|-|-|-//nsubj:pass//18 krävs//VB|PRS|SFO//acl:relcl//16 av//PP//case//21 en//DT|UTR|SIN|IND//det//21 missbrukarvård//NN|UTR|SIN|IND|NOM//obl:agent//18 ,//MID//punct//26 som//HP|-|-|-//nsubj//26 ska//VB|PRS|AKT//aux//26 vara//VB|INF|AKT//cop//26 uppbyggd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//21 efter//PP//case//30 den//DT|UTR|SIN|DEF//det//29 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//30 behov//NN|NEU|SIN|IND|NOM//obl//26 och//KN//cc//36 inte//AB//advmod//36 efter//PP//case//36 vårdapparatens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 gränser//NN|UTR|PLU|IND|NOM//conj//30 .//MAD//punct//9
10 Avslutande diskussion;Den//DT|UTR|SIN|DEF//det//40 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 strukturen//NN|UTR|SIN|DEF|NOM//nsubj//46 inom//PP//case//44 det//DT|NEU|SIN|DEF//det//44 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 utbildningsväsendet//NN|NEU|SIN|DEF|NOM//nmod//40 är//VB|PRS|AKT//cop//46 uppbyggt//PC|PRF|NEU|SIN|IND|NOM//parataxis//9 efter//PP//case//49 samma//DT|UTR/NEU|SIN/PLU|IND//det//49 mönster//NN|NEU|SIN|IND|NOM//obl//46 som//KN//case//51 vården//NN|UTR|SIN|DEF|NOM//nmod//49 och//KN//cc//53 tenderar//VB|PRS|AKT//conj//46 att//IE//mark//55 förstärka//VB|INF|AKT//xcomp//53 professionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 motsättningar//NN|UTR|PLU|IND|NOM//obj//55 .//MAD//punct//9
10 Avslutande diskussion;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 finns//VB|PRS|SFO//parataxis//9 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//62 exempel//NN|NEU|PLU|IND|NOM//nsubj//60 på//PP//case//64 universitets-//NN|NEU|-|-|SMS//nmod//62 och//KN//cc//66 högskoleutbildningar//NN|UTR|PLU|IND|NOM//conj//64 ,//MID//punct//60 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//60 för//PP//case//70 anställda//NN|UTR|PLU|IND|NOM//obl//68 inom//PP//case//72 missbrukarvården//NN|UTR|SIN|DEF|NOM//nmod//70 ,//MID//punct//68 som//HP|-|-|-//nsubj//78 med//PP//case//77 en//DT|UTR|SIN|IND//det//77 helhetssyn//NN|UTR|SIN|IND|NOM//obl//78 försöker//VB|PRS|AKT//acl:relcl//68 förena//VB|INF|AKT//xcomp//78 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//79 ,//MID//punct//82 psykiatriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//80 ,//MID//punct//84 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//80 och//KN//cc//86 omvårdnadsperspektiv//NN|NEU|PLU|IND|NOM//conj//80 på//PP//case//88 missbruk//NN|NEU|SIN|IND|NOM//obl//79 och//KN//cc//90 missbrukarvård//NN|UTR|SIN|IND|NOM//conj//88 .//MID//punct//60
10 Avslutande diskussion;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 tycker//VB|PRS|AKT//parataxis//9 jag//PN|UTR|SIN|DEF|SUB//nsubj//98 är//VB|PRS|AKT//cop//98 en//DT|UTR|SIN|IND//det//98 intressant//JJ|POS|UTR|SIN|IND|NOM//amod//98 utveckling//NN|UTR|SIN|IND|NOM//nsubj//93 .//MAD//punct//93
10 Avslutande diskussion;En//DT|UTR|SIN|IND//det//3 annan//JJ|POS|UTR|SIN|IND|NOM//amod//3 vital//JJ|POS|UTR|SIN|IND|NOM//amod//3 fråga//NN|UTR|SIN|IND|NOM//nsubj//4 gäller//VB|PRS|AKT//ROOT//4 den//DT|UTR|SIN|DEF//det//7 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 organisationen//NN|UTR|SIN|DEF|NOM//obj//4 och//KN//cc//9 ansvaret//NN|NEU|SIN|DEF|NOM//conj//7 för//PP//case//11 missbrukarvården//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//4
10 Avslutande diskussion;Trots//PP//case//15 otaliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 försök//NN|NEU|PLU|IND|NOM//obl//37 med//PP//case//19 hjälp//NN|UTR|SIN|IND|NOM//fixed//16 av//PP//fixed//16 stimulansmedel//NN|NEU|PLU|IND|NOM//nmod//15 ,//MID//punct//22 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 initiativ//NN|NEU|PLU|IND|NOM//conj//19 ,//MID//punct//24 krav//NN|NEU|PLU|IND|NOM//conj//15 i//PP//case//26 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//24 ,//MID//punct//28 möjligheter//NN|UTR|PLU|IND|NOM//conj//15 till//PP//case//33 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//33 och//KN//cc//32 finansiell//JJ|POS|UTR|SIN|IND|NOM//conj//30 samordning//NN|UTR|SIN|IND|NOM//nmod//28 med//PP//advmod//28 mera//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//36 så//KN//advmod//37 fungerar//VB|PRS|AKT//parataxis//4 samarbetet//NN|NEU|SIN|DEF|NOM//obj//37 för//PP//case//42 den//DT|UTR|SIN|DEF//det//42 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//42 individen//NN|UTR|SIN|DEF|NOM//nmod//38 alltför//AB//advmod//44 ofta//AB|POS//advmod//37 alltför//AB//advmod//46 dåligt//AB|POS//xcomp//37 .//MAD//punct//37
10 Avslutande diskussion;Frågor//NN|UTR|PLU|IND|NOM//nsubj//59 om//PP//case//51 huvudmännens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 ansvar//NN|NEU|SIN|IND|NOM//nmod//48 för//PP//case//53 vården//NN|UTR|SIN|DEF|NOM//nmod//51 av//PP//case//55 personer//NN|UTR|PLU|IND|NOM//nmod//53 med//PP//case//58 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//58 missbruk//NN|NEU|SIN|IND|NOM//nmod//55 ligger//VB|PRS|AKT//parataxis//37 dock//AB//advmod//59 utanför//PP//case//63 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//63 direktiv//NN|NEU|PLU|IND|NOM//obl//59 .//MAD//punct//59
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//70 vill//VB|PRS|AKT//aux//70 ändå//AB//advmod//70 med//PP//case//69 kraft//NN|UTR|SIN|IND|NOM//obl//70 framhålla//VB|INF|AKT//conj//59 att//SN//mark//74 den//DT|UTR|SIN|DEF//det//73 målgruppen//NN|UTR|SIN|DEF|NOM//nsubj//74 har//VB|PRS|AKT//ccomp//70 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//76 behov//NN|NEU|PLU|IND|NOM//obj//74 av//PP//case//83 uthålliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 ,//MID//punct//80 kvalificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//78 och//KN//cc//82 integrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//78 insatser//NN|UTR|PLU|IND|NOM//nmod//76 från//PP//case//86 både//KN//cc//86 socialtjänst//NN|UTR|SIN|IND|NOM//nmod//83 och//KN//cc//88 beroendevård//NN|UTR|SIN|IND|NOM//conj//86 ///MID//cc//90 psykiatri//NN|UTR|SIN|IND|NOM//conj//86 .//MAD//punct//70
10 Avslutande diskussion;Uppdelningen//NN|UTR|SIN|DEF|NOM//obj//70 på//PP//case//95 två//RG|NOM//nummod//95 huvudmän//NN|UTR|PLU|IND|NOM//nmod//92 ,//MID//punct//95 som//HP|-|-|-//nsubj//101 var//PN|UTR|SIN|IND|SUB/OBJ//nsubj//101 och//KN//fixed//98 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//98 har//VB|PRS|AKT//acl:relcl//95 sitt//PS|NEU|SIN|DEF//nmod:poss//104 lagstadgade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//104 kompetensområde//NN|NEU|SIN|IND|NOM//obj//101 ,//MID//punct//110 är//VB|PRS|AKT//cop//110 erfarenhetsmässigt//AB|POS//advmod//110 ett//DT|NEU|SIN|IND//det//110 stort//JJ|POS|NEU|SIN|IND|NOM//amod//110 hinder//NN|NEU|SIN|IND|NOM//conj//92 för//PP//case//114 en//DT|UTR|SIN|IND//det//114 optimal//JJ|POS|UTR|SIN|IND|NOM//amod//114 användning//NN|UTR|SIN|IND|NOM//nmod//110 av//PP//case//117 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 resurser//NN|UTR|PLU|IND|NOM//nmod//114 i//PP//case//121 form//NN|UTR|SIN|IND|NOM//fixed//118 av//PP//fixed//118 pengar//NN|UTR|PLU|IND|NOM//nmod//117 och//KN//cc//123 kompetens//NN|UTR|SIN|IND|NOM//conj//121 samtidigt//AB//mark//128 som//HA//fixed//124 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//128 allvarligt//AB|POS//advmod//128 försvårar//VB|PRS|AKT//advcl//110 tillgänglighet//NN|UTR|SIN|IND|NOM//obj//128 till//PP//case//133 dokumenterat//PC|PRF|NEU|SIN|IND|NOM//amod//133 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 behandlingsformer//NN|UTR|PLU|IND|NOM//nmod//129 och//KN//cc//135 kontinuitet//NN|UTR|SIN|IND|NOM//conj//133 ur//PP//case//139 den//DT|UTR|SIN|DEF//det//139 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//139 perspektiv//NN|NEU|SIN|IND|NOM//nmod//135 .//MAD//punct//37
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//8 mitt//PS|NEU|SIN|DEF//nmod:poss//4 förslag//NN|NEU|SIN|IND|NOM//nsubj//8 till//PP//case//6 behandlingsgaranti//NN|UTR|SIN|IND|NOM//nmod//4 kan//VB|PRS|AKT//aux//8 ge//VB|INF|AKT//ccomp//1 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 erfarenheter//NN|UTR|PLU|IND|NOM//obj//8 inför//PP//case//12 framtiden//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//1
10 Avslutande diskussion;Mina//PS|UTR/NEU|PLU|DEF//nmod:poss//15 direktiv//NN|NEU|PLU|IND|NOM//nsubj//16 inskränker//VB|PRS|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//16 till//PP//mark//20 att//IE//mark//20 föreslå//VB|INF|AKT//xcomp//16 vad//HP|NEU|SIN|IND//obj//24 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 få//VB|INF|AKT//ccomp//20 medel//NN|NEU|PLU|IND|NOM//obj//24 till//PP//case//24 .//MAD//punct//1
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//29 menar//VB|PRS|AKT//conj//1 dock//AB//advmod//29 att//SN//mark//33 det//DT|NEU|SIN|DEF//det//33 optimala//JJ|POS|UTR/NEU|SIN|DEF|NOM//ccomp//29 är//VB|PRS|AKT//cop//40 att//SN//mark//40 en//DT|UTR|SIN|IND//det//37 behandlingsgaranti//NN|UTR|SIN|IND|NOM//nsubj//40 inte//AB//advmod//40 är//VB|PRS|AKT//cop//40 begränsad//PC|PRF|UTR|SIN|IND|NOM//ccomp//29 till//PP//case//42 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//40 .//MID//punct//40
10 Avslutande diskussion;Hälso-//NN|UTR|-|-|SMS//nsubj//47 och//KN//cc//46 sjukvården//NN|UTR|SIN|DEF|NOM//conj//44 har//VB|PRS|AKT//conj//29 ansvar//NN|NEU|SIN|IND|NOM//obj//47 för//PP//case//51 vitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 delar//NN|UTR|PLU|IND|NOM//nmod//48 av//PP//case//53 vårdprocessen//NN|UTR|SIN|DEF|NOM//nmod//51 ,//MID//punct//47 inte//AB//advmod//56 minst//AB|SUV//advmod//58 när//HA//case//58 abstinensbehandling//NN|UTR|SIN|IND|NOM//obl//47 ///MID//cc//60 avgiftning//NN|UTR|SIN|IND|NOM//conj//58 liksom//PP//mark//70 terapeutiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 ,//MID//punct//64 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//62 och//KN//cc//66 psykiatriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//62 insatser//NN|UTR|PLU|IND|NOM//nsubj//70 är//VB|PRS|AKT//cop//70 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 komponenter//NN|UTR|PLU|IND|NOM//nmod//58 i//PP//case//72 behandlingen//NN|UTR|SIN|DEF|NOM//nmod//70 .//MAD//punct//47
10 Avslutande diskussion;Inom//PP//case//75 hälso-//NN|UTR|-|-|SMS//obl//78 och//KN//cc//77 sjukvård//NN|UTR|SIN|IND|NOM//conj//75 finns//VB|PRS|SFO//dep//103 redan//AB//advmod//78 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 behandlingsgarantier//NN|NEU|PLU|IND|NOM//nsubj//78 samtidigt//AB//mark//85 som//HA//fixed//82 utvidgningar//NN|UTR|PLU|IND|NOM//nsubj:pass//85 diskuteras//VB|PRS|SFO//advcl//78 .//MAD//punct//78
10 Avslutande diskussion;För//PP//mark//91 att//SN//mark//91 garantin//NN|UTR|SIN|DEF|NOM//nsubj//91 ska//VB|PRS|AKT//aux//91 få//VB|INF|AKT//advcl//103 en//DT|UTR|SIN|IND//det//94 verklig//JJ|POS|UTR|SIN|IND|NOM//amod//94 innebörd//NN|UTR|SIN|IND|NOM//obj//91 för//PP//case//97 en//DT|UTR|SIN|IND//det//97 person//NN|UTR|SIN|IND|NOM//obl//91 med//PP//case//100 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//100 missbruk//NN|NEU|SIN|IND|NOM//nmod//97 bör//VB|PRS|AKT//aux//103 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//103 gälla//VB|INF|AKT//conj//29 både//KN//cc//105 landsting//NN|NEU|SIN|IND|NOM//obj//103 och//KN//cc//107 kommuner//NN|UTR|PLU|IND|NOM//conj//105 .//MAD//punct//103
10 Avslutande diskussion;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj:pass//114 och//KN//cc//111 landstinget//NN|NEU|SIN|DEF|NOM//conj//109 kan//VB|PRS|AKT//aux//114 då//AB//advmod//114 stimuleras//VB|INF|SFO//parataxis//103 att//IE//mark//116 samarbeta//VB|INF|AKT//advcl//114 integrerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//116 över//PP//case//119 huvudmannaskapsgränsen//NN|UTR|SIN|DEF|NOM//obl//117 med//PP//case//122 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 bedömningar//NN|UTR|PLU|IND|NOM//nmod//119 och//KN//cc//124 prioriteringar//NN|UTR|PLU|IND|NOM//conj//122 i//PP//case//127 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 fall//NN|NEU|PLU|IND|NOM//nmod//124 .//MAD//punct//29
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//5 vill//VB|PRS|AKT//aux//5 i//PP//case//4 detta//DT|NEU|SIN|DEF//det//4 sammanhang//NN|NEU|SIN|IND|NOM//obl//5 peka//VB|INF|AKT//ROOT//5 på//PP//case//9 den//DT|UTR|SIN|DEF//det//9 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 reformen//NN|UTR|SIN|DEF|NOM//obl//5 där//HA//advmod//15 den//DT|UTR|SIN|DEF//det//13 specialiserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//13 sjukvården//NN|UTR|SIN|DEF|NOM//nsubj//15 har//VB|PRS|AKT//aux//15 fått//VB|SUP|AKT//acl:relcl//9 ansvar//NN|NEU|SIN|IND|NOM//obj//15 för//PP//case//18 vården//NN|UTR|SIN|DEF|NOM//nmod//16 av//PP//case//20 personer//NN|UTR|PLU|IND|NOM//nmod//18 med//PP//case//23 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//23 missbruk//NN|NEU|SIN|IND|NOM//nmod//20 och//KN//cc//28 där//HA//advmod//28 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//28 nu//AB//advmod//28 omfattas//VB|PRS|SFO//acl:relcl//9 av//PP//case//31 lagstiftade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 patienträttigheter//NN|UTR|PLU|IND|NOM//obl:agent//28 .//MAD//punct//5
10 Avslutande diskussion;Även//AB//advmod//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//67 av//PP//case//37 Sveriges//PM|GEN//nmod:poss//37 Kommuner//NN|UTR|PLU|IND|NOM//nmod//34 och//KN//cc//39 Landsting//NN|UTR|SIN|IND|NOM//conj//37 tillsammans//AB//advmod//43 med//PP//case//43 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 psykiatrisamordnare//NN|UTR|SIN|IND|NOM//obl//44 initierade//VB|PRT|AKT//amod//45 projektet//NN|NEU|SIN|DEF|NOM//conj//34 för//PP//mark//48 att//IE//mark//48 förbättra//VB|INF|AKT//acl//34 vården//NN|UTR|SIN|DEF|NOM//obj//48 för//PP//case//51 personer//NN|UTR|PLU|IND|NOM//nmod//49 med//PP//case//54 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//54 missbruk//NN|NEU|SIN|IND|NOM//nmod//51 och//KN//cc//58 samtidig//JJ|POS|UTR|SIN|IND|NOM//advmod//58 psykisk//JJ|POS|UTR|SIN|IND|NOM//amod//58 sjukdom//NN|UTR|SIN|IND|NOM//conj//54 ,//MID//punct//34 personer//NN|UTR|PLU|IND|NOM//conj//34 med//PP//case//64 så//AB//advmod//63 kallade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//64 dubbeldiagnoser//NN|UTR|PLU|IND|NOM//nmod//60 ,//MID//punct//67 kan//VB|PRS|AKT//aux//67 ge//VB|INF|AKT//advcl//5 värdefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 erfarenheter//NN|UTR|PLU|IND|NOM//obj//67 och//KN//cc//71 kunskaper//NN|UTR|PLU|IND|NOM//conj//69 om//PP//mark//77 hur//HA//advmod//77 huvudmännens//NN|UTR|SIN|DEF|GEN//nmod:poss//75 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//77 kan//VB|PRS|AKT//aux//77 integreras//VB|INF|SFO//advcl//67 för//PP//case//81 den//DT|UTR|SIN|DEF//det//80 enskildes//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//81 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obl//77 .//MAD//punct//5
10 Avslutande diskussion;Avslutningsvis//AB//advmod//1 anser//VB|PRS|AKT//ROOT//1 jag//PN|UTR|SIN|DEF|SUB//nsubj//1 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 är//VB|PRS|AKT//cop//8 av//PP//case//8 stor//JJ|POS|UTR|SIN|IND|NOM//amod//8 vikt//NN|UTR|SIN|IND|NOM//ccomp//1 att//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 finns//VB|PRS|SFO//csubj//8 en//DT|UTR|SIN|IND//det//13 sammanhållen//PC|PRF|UTR|SIN|IND|NOM//nsubj//11 och//KN//cc//15 långsiktig//JJ|POS|UTR|SIN|IND|NOM//conj//13 strategi//NN|UTR|SIN|IND|NOM//obj//15 för//PP//case//18 vården//NN|UTR|SIN|DEF|NOM//nmod//16 av//PP//case//20 människor//NN|UTR|PLU|IND|NOM//nmod//18 med//PP//case//23 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//23 missbruk//NN|NEU|SIN|IND|NOM//nmod//18 ,//MID//punct//23 gemensam//JJ|POS|UTR|SIN|IND|NOM//acl//23 för//PP//case//28 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 aktörer//NN|UTR|PLU|IND|NOM//nmod//25 såsom//KN//mark//30 socialtjänst//NN|UTR|SIN|IND|NOM//nmod//28 ,//MID//punct//32 beroendevård//NN|UTR|SIN|IND|NOM//conj//30 ,//MID//punct//34 psykiatri//NN|UTR|SIN|IND|NOM//conj//30 ,//MID//punct//36 tvångsvård//NN|UTR|SIN|IND|NOM//conj//30 ,//MID//punct//38 kriminalvård//NN|UTR|SIN|IND|NOM//conj//30 med//PP//case//40 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//38 .//MAD//punct//1
10 Avslutande diskussion;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 gäller//VB|PRS|AKT//parataxis//1 inte//AB//advmod//43 minst//AB|SUV//advmod//47 mot//PP//case//47 bakgrund//NN|UTR|SIN|IND|NOM//obl//43 av//PP//case//52 det//DT|NEU|SIN|DEF//det//52 förändrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//52 alkoholpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 läget//NN|NEU|SIN|DEF|NOM//nmod//47 i//PP//case//54 Sverige//PM|NOM//nmod//52 och//KN//cc//58 den//DT|UTR|SIN|DEF//det//58 väntade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//58 utvecklingen//NN|UTR|SIN|DEF|NOM//conj//43 av//PP//case//60 missbruket//NN|NEU|SIN|DEF|NOM//nmod//58 .//MAD//punct//1
10 Avslutande diskussion;Lika//AB//advmod//1 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//1 är//VB|PRS|AKT//cop//1 ,//MID//punct//1 enligt//PP//case//6 min//PS|UTR|SIN|DEF//nmod:poss//6 bedömning//NN|UTR|SIN|IND|NOM//obl//1 ,//MID//punct//6 att//SN//mark//13 en//DT|UTR|SIN|IND//det//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//12 strategi//NN|UTR|SIN|IND|NOM//nsubj//13 har//VB|PRS|AKT//acl//6 fokus//NN|NEU|SIN|IND|NOM//obj//13 på//PP//case//16 grundstrukturerna//NN|UTR|PLU|DEF|NOM//nmod//14 som//KN//mark//20 till//PP//advmod//20 exempel//NN|NEU|SIN|IND|NOM//fixed//18 ansvarsfrågor//NN|UTR|PLU|IND|NOM//obl//13 och//KN//cc//22 huvudmannaskap//NN|NEU|SIN|IND|NOM//conj//20 ,//MID//punct//24 växling//NN|UTR|SIN|IND|NOM//conj//13 från//PP//case//27 organisationstill//JJ|POS|NEU|SIN|IND|NOM//amod//27 individperspektiv//NN|NEU|SIN|IND|NOM//nmod//24 ,//MID//punct//29 samordning//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//31 integrering//NN|UTR|SIN|IND|NOM//conj//27 av//PP//case//35 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 aktörers//NN|UTR|PLU|IND|GEN//nmod:poss//35 insatser//NN|UTR|PLU|IND|NOM//nmod//31 ,//MID//punct//24 samt//KN//cc//40 de//DT|UTR/NEU|PLU|DEF//det//40 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 frågorna//NN|UTR|PLU|DEF|NOM//conj//13 om//PP//case//43 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 utbildning//NN|UTR|SIN|IND|NOM//nmod//40 ,//MID//punct//45 utvärdering//NN|UTR|SIN|IND|NOM//conj//43 av//PP//case//47 behandlingsmetoder//NN|UTR|PLU|IND|NOM//nmod//45 samt//KN//cc//49 forskning//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//51 utveckling//NN|UTR|SIN|IND|NOM//conj//49 .//MAD//punct//13

10 Avslutande diskussion / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 25//RG|NOM//nummod//5 november//NN|UTR|SIN|IND|NOM//obl//0 2004//RG|NOM//nummod//5

