%DNJUXQG;OLJW//PM|NOM//ROOT//0 VWUXNWXUELGUDJ//PM|NOM//obj//0
%DNJUXQG;PHG//PM|NOM//nsubj//1 PRWVYDUDQGH//PM|NOM//ROOT//1 EHORSS//PM|NOM//advmod//1 7DEHOO//AB|AN//punct//2 6HNWRU//AB|AN//nummod//2 .RPPXQ//MID//punct//2 /DQGVWLQJ//MAD//parataxis//1 7RWDOW//NN|AN//nummod//8 %//NN|AN//nmod//9 HORSS//NN|NEU|SIN|DEF|NOM//nsubj//6

10.2 Behov av löpande uppföljning / Särskilt yttrande;Den//DT|UTR|SIN|DEF//det//1 aktör//NN|UTR|SIN|IND|NOM//nsubj//26 som//HP|-|-|-//nsubj//4 starkast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//4 bidragit//VB|SUP|AKT//acl:relcl//1 till//PP//mark//10 att//SN//mark//10 de//DT|UTR/NEU|PLU|DEF//det//9 länsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 skattesatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//10 höjs//VB|PRS|SFO//advcl//1 med//PP//case//16 så//AB//advmod//13 mycket//AB|POS//fixed//11 som//KN//fixed//11 0,84//RG|NOM//nummod//16 procentenheter//NN|UTR|PLU|IND|NOM//obl//10 (//PAD//punct//16 0,68//RG|NOM//amod//19 öre//NN|NEU|PLU|IND|NOM//appos//16 för//PP//case//21 landstingssektorn//NN|UTR|SIN|DEF|NOM//obl//19 )//PAD//punct//1 är//VB|PRS|AKT//cop//26 Stockholms//PM|GEN//nmod:poss//25 läns//NN|NEU|SIN|IND|GEN//nmod:poss//26 landsting//NN|NEU|SIN|IND|NOM//nsubj//34 (//PAD//punct//26 SLL//NN|AN//appos//26 )//PAD//punct//28 .//MAD//punct//26
10.2 Behov av löpande uppföljning / Särskilt yttrande;Under//PP//case//33 år//NN|NEU|SIN|IND|NOM//nmod//33 2003//RG|NOM//conj//26 höjde//VB|PRT|AKT//ROOT//34 SLL//NN|AN//nsubj//34 skatten//NN|UTR|SIN|DEF|NOM//obj//34 med//PP//case//39 1,30//RG|NOM//amod//39 procentenheter//NN|UTR|PLU|IND|NOM//nmod//36 .//MAD//punct//34
10.2 Behov av löpande uppföljning / Särskilt yttrande;Även//AB//case//43 om//SN//fixed//41 kompensationsgraden//NN|UTR|SIN|DEF|NOM//obl//34 för//PP//case//45 SLL//NN|AN//nmod//43 –//RG|NOM//punct//51 som//HP|-|-|-//nsubj//51 är//VB|PRS|AKT//cop//51 det//DT|NEU|SIN|DEF//det//51 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 landsting//NN|NEU|SIN|IND|NOM//appos//43 som//HP|-|-|-//nsubj//54 är//VB|PRS|AKT//cop//54 nettobetalare//NN|UTR|PLU|IND|NOM//acl:relcl//51 till//PP//case//56 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//nmod//54 –//RG|NOM//punct//34 sänks//VB|PRS|SFO//xcomp//34 till//PP//case//61 85//RG|NOM//nummod//61 procent//NN|UTR|PLU|IND|NOM//obl//58 i//PP//case//66 enlighet//NN|UTR|SIN|IND|NOM//fixed//62 med//PP//fixed//62 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//66 förslag//NN|NEU|SIN|IND|NOM//obl//58 ,//MID//punct//68 kommer//VB|PRS|AKT//aux//74 Stockholms//PM|GEN//nmod:poss//70 läns//NN|NEU|SIN|IND|GEN//nmod:poss//71 landsting//NN|NEU|SIN|IND|NOM//nsubj//74 inte//AB//advmod//74 att//IE//mark//74 tjäna//VB|INF|AKT//conj//34 på//PP//case//76 förslaget//NN|NEU|SIN|DEF|NOM//obl//74 .//MAD//punct//74
10.2 Behov av löpande uppföljning / Särskilt yttrande;I//PP//case//79 praktiken//NN|UTR|SIN|DEF|NOM//obl//84 kommer//VB|PRS|AKT//aux//84 SLL//NN|AN//nsubj//84 att//IE//mark//84 få//VB|INF|AKT//aux//84 betala//VB|INF|AKT//parataxis//74 något//DT|NEU|SIN|IND//det//86 mer//AB|KOM//advmod//84 till//PP//case//89 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 landsting//NN|NEU|PLU|IND|NOM//obl//84 jämfört//AB//advmod//84 med//PP//fixed//90 idag//AB//fixed//90 .//MID//punct//34
10.2 Behov av löpande uppföljning / Särskilt yttrande;Alla//DT|UTR/NEU|PLU|IND/DEF//det//96 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 landsting//NN|NEU|PLU|IND|NOM//nsubj//100 kommer//VB|PRS|AKT//aux//100 således//AB//advmod//100 att//IE//mark//100 tjäna//VB|INF|AKT//parataxis//34 på//PP//case//102 skattehöjningen//NN|UTR|SIN|DEF|NOM//obl//100 i//PP//case//104 Stockholm//PM|NOM//nmod//102 .//MID//punct//34
10.2 Behov av löpande uppföljning / Särskilt yttrande;Den//DT|UTR|SIN|DEF//det//108 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//108 effekten//NN|UTR|SIN|DEF|NOM//nsubj//119 för//PP//case//111 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//111 landsting//NN|NEU|PLU|IND|NOM//nmod//108 till//PP//case//116 följd//NN|UTR|SIN|IND|NOM//fixed//112 av//PP//fixed//112 vidtagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//116 skattehöjningar//NN|UTR|PLU|IND|NOM//nmod//111 i//PP//case//118 landstingssektorn//NN|UTR|SIN|DEF|NOM//nmod//116 blir//VB|PRS|AKT//parataxis//34 cirka//AB//advmod//122 plus//AB//fixed//120 200//RG|NOM//nummod//123 kronor//NN|UTR|PLU|IND|NOM//xcomp//119 per//PP//case//125 invånare//NN|UTR|SIN|IND|NOM//nmod//123 .//MAD//punct//34
10.2 Behov av löpande uppföljning / Särskilt yttrande;Fyra//RG|NOM//nummod//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//4 kommer//VB|PRS|AKT//aux//4 att//IE//mark//4 förlora//VB|INF|AKT//ROOT//4 på//PP//case//7 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 tillväxt//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//11 det//DT|NEU|SIN|DEF//det//11 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 systemet//NN|NEU|SIN|DEF|NOM//obl//4 ,//MID//punct//14 under//PP//case//14 förutsättning//NN|UTR|SIN|IND|NOM//obl//4 att//SN//mark//18 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 skattesatser//NN|UTR|PLU|IND|NOM//nsubj//18 förblir//VB|PRS|AKT//acl//14 oförändrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//18 i//PP//case//23 de//DT|UTR/NEU|PLU|DEF//det//23 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 landstingen//NN|NEU|PLU|DEF|NOM//obl//18 fram//AB//advmod//26 till//PP//case//26 dess//AB//obl//18 att//SN//mark//29 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//29 införs//VB|PRS|SFO//ccomp//4 .//MAD//punct//4
10.2 Behov av löpande uppföljning / Särskilt yttrande;Mer//AB|KOM//advmod//32 konkret//AB|POS//obl//33 handlar//VB|PRS|AKT//parataxis//4 problematiken//NN|UTR|SIN|DEF|NOM//obj//33 om//PP//mark//40 att//SN//mark//40 landstingen//NN|NEU|PLU|DEF|NOM//nsubj//40 i//PP//advmod//40 fråga//NN|UTR|SIN|IND|NOM//fixed//38 får//VB|PRS|AKT//advcl//33 ett//DT|NEU|SIN|IND//det//43 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 bidrag//NN|NEU|SIN|IND|NOM//obj//40 från//PP//case//45 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//obl//40 på//PP//case//47 mellanskillnaden//NN|UTR|SIN|DEF|NOM//nmod//45 mellan//PP//case//50 det//DT|NEU|SIN|DEF//det//50 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//47 och//KN//cc//54 det//DT|NEU|SIN|DEF//det//54 garanterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//54 skatteunderlaget//NN|NEU|SIN|DEF|NOM//conj//50 än//KN//mark//62 vad//HP|NEU|SIN|IND//obj//62 den//DT|UTR|SIN|DEF//det//59 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//62 skulle//VB|PRT|AKT//aux//62 ha//VB|INF|AKT//aux//62 genererat//VB|SUP|AKT//acl//54 eftersom//SN//mark//67 den//DT|UTR|SIN|DEF//det//66 länsvisa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//67 överstiger//VB|PRS|AKT//advcl//62 den//DT|UTR|SIN|DEF//det//69 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//67 .//MAD//punct//4
10.2 Behov av löpande uppföljning / Särskilt yttrande;I//PP//case//72 kommunsystemet//NN|NEU|SIN|DEF|NOM//obl//73 blir//VB|PRS|AKT//parataxis//4 det//PN|NEU|SIN|DEF|SUB/OBJ//det//76 fem//RG|NOM//nummod//76 bidragskommuner//NN|UTR|PLU|IND|NOM//xcomp//73 som//HP|-|-|-//nsubj//86 enligt//PP//case//79 kommittén//NN|UTR|SIN|DEF|NOM//obl//86 på//PP//case//83 ett//DT|NEU|SIN|IND//det//83 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 sätt//NN|NEU|SIN|IND|NOM//nmod//79 kommer//VB|PRS|AKT//aux//86 att//IE//mark//86 förlora//VB|INF|AKT//acl:relcl//76 på//PP//case//89 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//89 tillväxt//NN|UTR|SIN|IND|NOM//obl//86 .//MAD//punct//4
10.2 Behov av löpande uppföljning / Särskilt yttrande;Den//DT|UTR|SIN|DEF//det//2 asymmetriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 utjämningsmodell//NN|UTR|SIN|IND|NOM//nsubj//10 som//HP|-|-|-//mark//5 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//5 föreslår//VB|PRS|AKT//acl:relcl//2 kommer//VB|PRS|AKT//aux//10 således//AB//advmod//10 inte//AB//advmod//10 att//IE//mark//10 lösa//VB|INF|AKT//ROOT//10 all//DT|UTR|SIN|IND/DEF//det//13 den//DT|UTR|SIN|DEF//det//13 problematik//NN|UTR|SIN|IND|NOM//obj//10 som//HP|-|-|-//nsubj//16 är//VB|PRS|AKT//cop//16 förknippad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//13 med//PP//case//18 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//obl//16 ,//MID//punct//22 bland//PP//case//22 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//22 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//10 på//PP//mark//28 att//SN//mark//28 Stockholms//PM|GEN//nmod:poss//26 läns//NN|NEU|SIN|IND|GEN//nmod:poss//27 landsting//NN|NEU|SIN|IND|NOM//nsubj//28 väger//VB|PRS|AKT//advcl//22 så//AB//advmod//30 tungt//AB|POS//advmod//28 i//PP//case//32 systemet//NN|NEU|SIN|DEF|NOM//obl//28 .//MAD//punct//10
10.2 Behov av löpande uppföljning / Särskilt yttrande;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//35 föreslår//VB|PRS|AKT//parataxis//10 att//SN//mark//41 de//DT|UTR/NEU|PLU|DEF//det//39 länsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 skattesatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//41 ska//VB|PRS|AKT//aux//41 uppdateras//VB|INF|SFO//ccomp//35 från//PP//case//43 1995//RG|NOM//obl//41 till//PP//case//47 2003//RG|NOM//nummod//46 års//NN|NEU|SIN|IND|GEN//nmod:poss//47 nivå//NN|UTR|SIN|IND|NOM//obl//41 ,//MID//punct//51 men//KN//cc//51 man//PN|UTR|SIN|IND|SUB//nsubj//51 anger//VB|PRS|AKT//conj//35 inga//DT|UTR/NEU|PLU|IND//det//53 principer//NN|UTR|PLU|IND|NOM//obj//51 för//PP//mark//61 hur//HA//advmod//61 de//DT|UTR/NEU|PLU|DEF//det//58 länsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 skattesatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//61 kommer//VB|PRS|AKT//aux//61 att//IE//mark//61 uppdateras//VB|INF|SFO//acl//53 framöver//AB//advmod//61 .//MID//punct//51
10.2 Behov av löpande uppföljning / Särskilt yttrande;Om//SN//mark//67 SLL//PM|NOM//nsubj//67 måste//VB|PRS|AKT//aux//67 höja//VB|INF|AKT//advcl//51 skatten//NN|UTR|SIN|DEF|NOM//obj//67 för//PP//mark//71 att//IE//mark//71 klara//VB|INF|AKT//advcl//67 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//74 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 problem//NN|NEU|PLU|IND|NOM//obj//71 ,//MID//punct//80 och//KN//cc//80 de//DT|UTR/NEU|PLU|DEF//det//79 länsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 skattesatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//80 räknas//VB|PRS|SFO//conj//35 upp//PL//compound:prt//80 ,//MID//punct//80 kommer//VB|PRS|AKT//aux//88 landstinget//NN|NEU|SIN|DEF|NOM//nsubj//88 inte//AB//advmod//88 att//IE//mark//88 kunna//VB|INF|AKT//aux//88 lösa//VB|INF|AKT//conj//35 problemen//NN|NEU|PLU|DEF|NOM//obj//88 av//PP//case//92 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//92 kraft//NN|UTR|SIN|IND|NOM//nmod//89 eftersom//SN//mark//96 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 landsting//NN|NEU|PLU|IND|NOM//nsubj//96 har//VB|PRS|AKT//advcl//88 rätt//NN|UTR|SIN|IND|NOM//obj//96 att//IE//mark//99 erhålla//VB|INF|AKT//acl//97 en//DT|UTR|SIN|IND//det//102 viss//JJ|POS|UTR|SIN|IND|NOM//amod//102 andel//NN|UTR|SIN|IND|NOM//obj//99 av//PP//case//105 de//DT|UTR/NEU|PLU|DEF//det//105 intäkter//NN|UTR|PLU|IND|NOM//nmod//102 som//HP|-|-|-//obj//112 en//DT|UTR|SIN|IND//det//109 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//109 skattehöjning//NN|UTR|SIN|IND|NOM//nsubj//112 i//PP//case//111 Stockholm//PM|NOM//nmod//109 genererar//VB|PRS|AKT//acl:relcl//105 .//MAD//punct//88
10.2 Behov av löpande uppföljning / Särskilt yttrande;På//PP//case//116 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//116 sätt//NN|NEU|SIN|IND|NOM//obl//120 kan//VB|PRS|AKT//aux//120 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 landsting//NN|NEU|PLU|IND|NOM//nsubj//120 tvinga//VB|INF|AKT//conj//88 fram//PL//compound:prt//120 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//123 skattehöjningar//NN|UTR|PLU|IND|NOM//obj//120 i//PP//case//125 Stockholm//PM|NOM//nmod//123 genom//PP//mark//128 att//IE//mark//128 höja//VB|INF|AKT//advcl//120 sin//PS|UTR|SIN|DEF//nmod:poss//131 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//131 utdebitering//NN|UTR|SIN|IND|NOM//obj//128 .//MAD//punct//10
10.2 Behov av löpande uppföljning / Särskilt yttrande;Den//DT|UTR|SIN|DEF//det//134 uppdatering//NN|UTR|SIN|IND|NOM//nsubj//145 av//PP//case//138 de//DT|UTR/NEU|PLU|DEF//det//138 länsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 skattesatserna//NN|UTR|PLU|DEF|NOM//nmod//134 som//HP|-|-|-//obj//141 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//141 föreslår//VB|PRS|AKT//acl:relcl//138 kan//VB|PRS|AKT//aux//145 således//AB//advmod//145 ”//PAD//punct//145 väcka//VB|INF|AKT//parataxis//10 den//DT|UTR|SIN|DEF//det//147 björn//NN|UTR|SIN|IND|NOM//obj//145 som//HP|-|-|-//nsubj//149 sover//VB|PRS|AKT//acl:relcl//147 ”//PM|NOM//punct//145 och//KN//cc//152 bidra//VB|INF|AKT//conj//145 till//PP//mark//155 att//IE//mark//155 skapa//VB|INF|AKT//advcl//152 en//DT|UTR|SIN|IND//det//158 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//158 utvecklingsspiral//NN|UTR|SIN|IND|NOM//obj//155 beträffande//PP//case//161 landstingens//NN|NEU|PLU|DEF|GEN//nmod:poss//161 skattesatser//NN|UTR|PLU|IND|NOM//obl//155 .//MAD//punct//10
10.2 Behov av löpande uppföljning / Särskilt yttrande;Statsbidragen//NN|UTR|SIN|DEF|NOM//ROOT//0
10.2 Behov av löpande uppföljning / Särskilt yttrande;För//PP//mark//3 att//IE//mark//3 kunna//VB|INF|AKT//aux//3 finansiera//VB|INF|AKT//advcl//17 en//DT|UTR|SIN|IND//det//5 garantinivå//NN|UTR|SIN|IND|NOM//obj//3 på//PP//case//9 cirka//AB//advmod//8 120//RG|NOM//nummod//9 procent//NN|UTR|PLU|IND|NOM//nmod//5 måste//VB|PRS|AKT//aux//17 i//PP//case//16 stort//AB//fixed//11 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//11 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//16 specialdestinerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 statsbidrag//NN|NEU|PLU|IND|NOM//obl//17 omformas//VB|INF|SFO//ROOT//17 till//PP//case//21 ett//DT|NEU|SIN|IND//det//21 generellt//JJ|POS|NEU|SIN|IND|NOM//amod//21 bidrag//NN|NEU|SIN|IND|NOM//obl//17 .//MAD//punct//17
10.2 Behov av löpande uppföljning / Särskilt yttrande;Att//IE//mark//24 växla//VB|INF|AKT//advcl//17 över//PP//case//26 statsbidrag//NN|NEU|PLU|IND|NOM//obl//24 som//KN//mark//30 till//PP//advmod//30 exempel//NN|NEU|SIN|IND|NOM//fixed//28 200kronan//RG|NOM//acl//26 eller//KN//cc//32 sysselsättningsstödet//NN|NEU|SIN|DEF|NOM//conj//30 ,//MID//punct//30 som//HP|-|-|-//nsubj//39 redan//AB//advmod//39 är//VB|PRS|AKT//cop//39 av//PP//case//39 generell//JJ|POS|UTR|SIN|IND|NOM//amod//39 karaktär//NN|UTR|SIN|IND|NOM//acl:relcl//30 ,//MID//punct//24 stöter//VB|PRS|AKT//conj//24 inte//AB//advmod//41 på//PP//case//46 några//DT|UTR/NEU|PLU|IND//det//46 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 problem//NN|NEU|PLU|IND|NOM//obl//41 .//MAD//punct//24
10.2 Behov av löpande uppföljning / Särskilt yttrande;Men//KN//cc//57 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//57 av//PP//case//53 de//DT|UTR/NEU|PLU|DEF//det//53 specialdestinerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//53 statsbidragen//NN|NEU|PLU|DEF|NOM//nmod//49 är//VB|PRS|AKT//cop//57 inte//AB//advmod//57 lika//AB//advmod//57 lätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//24 att//IE//mark//59 omforma//VB|INF|AKT//xcomp//57 eftersom//SN//mark//63 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//63 är//VB|PRS|AKT//cop//63 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//57 till//PP//case//67 ett//DT|NEU|SIN|IND//det//67 visst//JJ|POS|NEU|SIN|IND|NOM//amod//67 ”//NN|NEU|SIN|IND|NOM//obl//63 avtalat//PC|PRF|NEU|SIN|IND|NOM//conj//17 ”//PAD//punct//70 åtagande//NN|NEU|SIN|IND|NOM//obj//68 som//HP|-|-|-//nsubj//74 dessutom//AB//advmod//74 kan//VB|PRS|AKT//aux//74 innehålla//VB|INF|AKT//acl:relcl//70 uppföljningsklausuler//NN|UTR|PLU|IND|NOM//xcomp//74 .//MAD//punct//70
10.2 Behov av löpande uppföljning / Särskilt yttrande;Enligt//PP//case//79 vår//PS|UTR|SIN|DEF//nmod:poss//79 uppfattning//NN|UTR|SIN|IND|NOM//obl//91 måste//VB|PRS|AKT//aux//91 problematiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//91 kring//PP//case//83 statsbidragen//NN|UTR|SIN|DEF|NOM//nmod//81 (//PAD//punct//81 och//KN//cc//89 då//AB//advmod//89 inte//AB//advmod//89 bara//AB//advmod//89 läkemedelsförmånen//NN|UTR|SIN|DEF|NOM//conj//81 )//PAD//punct//81 utredas//VB|INF|SFO//conj//17 ordentligt//AB|POS//advmod//91 innan//SN//mark//95 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//95 sätts//VB|PRS|SFO//advcl//91 i//PP//case//97 sjön//NN|UTR|SIN|DEF|NOM//obl//95 .//MID//punct//17
10.2 Behov av löpande uppföljning / Särskilt yttrande;Hur//HA//advmod//103 skall//VB|PRS|AKT//aux//103 man//PN|UTR|SIN|IND|SUB//nsubj//103 t.ex.//AB|AN//advmod//103 se//VB|INF|AKT//parataxis//17 på//PP//case//105 maxtaxorna//NN|UTR|PLU|DEF|NOM//obl//103 ?//MID//punct//103
10.2 Behov av löpande uppföljning / Särskilt yttrande;Spelreglerna//NN|UTR|PLU|DEF|NOM//nsubj//110 måste//VB|PRS|AKT//aux//110 vara//VB|INF|AKT//cop//110 glasklara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//103 .//MAD//punct//17
10.2 Behov av löpande uppföljning / Särskilt yttrande;Kommunsektorn//NN|UTR|SIN|DEF|NOM//nsubj//114 måste//VB|PRS|AKT//aux//114 få//VB|INF|AKT//parataxis//17 garantier//NN|UTR|PLU|IND|NOM//obj//114 för//PP//mark//122 att//SN//mark//122 kvarstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//119 kompensationskrav//NN|NEU|PLU|IND|NOM//nsubj:pass//122 skall//VB|PRS|AKT//aux//122 kunna//VB|INF|AKT//aux//122 växlas//VB|INF|SFO//advcl//114 in//PL//compound:prt//122 i//PP//case//126 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//126 ordning//NN|UTR|SIN|IND|NOM//obl//122 .//MAD//punct//17
10.2 Behov av löpande uppföljning / Särskilt yttrande;Kommunalt//JJ|POS|NEU|SIN|IND|NOM//amod//1 självstyre//NN|NEU|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 att//SN//mark//7 kommuner//NN|UTR|PLU|IND|NOM//nsubj//7 och//KN//cc//6 landsting//NN|NEU|SIN|IND|NOM//conj//4 har//VB|PRS|AKT//ccomp//2 förtroende//NN|NEU|SIN|IND|NOM//obj//7 att//IE//mark//11 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 avgöra//VB|INF|AKT//acl//8 var//HA//aux:pass//19 de//DT|UTR/NEU|PLU|DEF//det//16 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 resurserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//19 bäst//AB|SUV//advmod//19 skall//VB|PRS|AKT//aux//19 satsas//VB|INF|SFO//ccomp//7 .//MAD//punct//2
10.2 Behov av löpande uppföljning / Särskilt yttrande;Systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 varaktighet//NN|UTR|SIN|IND|NOM//ROOT//1
10.2 Behov av löpande uppföljning / Särskilt yttrande;En//DT|UTR|SIN|IND//det//2 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 fråga//NN|UTR|SIN|IND|NOM//nsubj//12 som//HP|-|-|-//nsubj//4 förtjänar//VB|PRS|AKT//acl:relcl//2 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 överväganden//NN|NEU|PLU|IND|NOM//obj//4 är//VB|PRS|AKT//cop//2 om//SN//case//11 den//DT|UTR|SIN|DEF//det//11 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 bidragskonstruktionen//NN|UTR|SIN|DEF|NOM//nmod//2 har//VB|PRS|AKT//aux//32 förutsättningar//NN|UTR|PLU|IND|NOM//obj//12 att//IE//mark//15 överleva//VB|INF|AKT//acl//13 på//PP//compound:prt//15 sikt//NN|UTR|SIN|IND|NOM//fixed//16 .//MAD//punct//12
10.2 Behov av löpande uppföljning / Särskilt yttrande;I//PP//case//21 den//DT|UTR|SIN|DEF//det//21 mån//NN|UTR|SIN|IND|NOM//obl//24 staten//NN|UTR|SIN|DEF|NOM//nsubj//24 inte//AB//advmod//24 har//VB|PRS|AKT//parataxis//12 råd//NN|NEU|SIN|IND|NOM//obj//24 att//IE//mark//27 finansiera//VB|INF|AKT//acl//25 en//DT|UTR|SIN|IND//det//29 värdesäkring//NN|UTR|SIN|IND|NOM//obj//27 av//PP//case//31 statsbidragen//NN|NEU|PLU|DEF|NOM//nmod//29 blir//VB|PRS|AKT//ROOT//32 regleringsposten//NN|UTR|SIN|DEF|NOM//nsubj//32 successivt//AB|POS//advmod//35 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//32 och//KN//cc//39 allt//AB//det//39 mer//AB|KOM//advmod//39 negativ//JJ|POS|UTR|SIN|IND|NOM//conj//32 .//MAD//punct//32
10.2 Behov av löpande uppföljning / Särskilt yttrande;Därmed//AB//advmod//42 riskerar//VB|PRS|AKT//parataxis//32 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//44 trovärdighet//NN|UTR|SIN|IND|NOM//nsubj//42 att//IE//mark//46 urholkas//VB|INF|SFO//advcl//42 ,//MID//punct//52 vilket//HP|NEU|SIN|IND//nsubj//52 för//PP//advmod//52 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//49 även//AB//advmod//52 kännetecknar//VB|PRS|AKT//acl:relcl//46 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 system//NN|NEU|SIN|IND|NOM//obj//52 .//MAD//punct//32
