B I L A G A 5;Landstingens//NN|NEU|PLU|DEF|GEN//ROOT//0
1. Anordnar landstinget vidareutbildning i egen regi om hälsoproblem relaterade till amalgam och andra dentala material för tandläkare inom folktandvården?;Örebro//PM|NOM//amod//2  //_SP////0 landsting//NN|NEU|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 det//DT|NEU|SIN|DEF//det//6 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 landsting//NN|NEU|SIN|IND|NOM//ROOT//6 som//HP|-|-|-//nsubj//8 har//VB|PRS|AKT//acl:relcl//6 anordnat//VB|SUP|AKT//amod//10 utbildning//NN|UTR|SIN|IND|NOM//obj//8 både//KN//cc//13 för//PP//case//13 läkare//NN|UTR|PLU|IND|NOM//obl//8 och//KN//cc//15 tandläkare//NN|UTR|PLU|IND|NOM//conj//13 .//MAD//punct//6
1. Anordnar landstinget vidareutbildning i egen regi om hälsoproblem relaterade till amalgam och andra dentala material för tandläkare inom folktandvården?;Ett//DT|NEU|SIN|IND//det//1 landsting//NN|NEU|SIN|IND|NOM//nsubj//2 svarar//VB|PRS|AKT//ROOT//2 att//SN//mark//7 man//PN|UTR|SIN|IND|SUB//nsubj//7 tidigare//AB|KOM//advmod//7 anordnat//VB|SUP|AKT//amod//7 utbildning//NN|UTR|SIN|IND|NOM//ccomp//2 ,//MID//punct//13 men//KN//cc//13 att//SN//mark//13 intresset//NN|NEU|SIN|DEF|NOM//nsubj//13 varit//VB|SUP|AKT//cop//13 lågt//JJ|POS|NEU|SIN|IND|NOM//conj//7 .//MAD//punct//13
1. Anordnar landstinget vidareutbildning i egen regi om hälsoproblem relaterade till amalgam och andra dentala material för tandläkare inom folktandvården?;Ett//DT|NEU|SIN|IND//det//16 landsting//NN|NEU|SIN|IND|NOM//nsubj//22 som//HP|-|-|-//nsubj//18 svarat//VB|SUP|AKT//acl:relcl//16 ja//IN//obj//18 på//PP//case//21 frågan//NN|UTR|SIN|DEF|NOM//obl//18 hänvisar//VB|PRS|AKT//conj//2 till//PP//case//25 en//DT|UTR|SIN|IND//det//25 utbildning//NN|UTR|SIN|IND|NOM//obl//22 som//HP|-|-|-//nsubj//28 inte//AB//advmod//28 berör//VB|PRS|AKT//acl:relcl//25 hälsoproblem//NN|NEU|PLU|IND|NOM//obj//28 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 till//PP//case//33 dentala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 material//NN|NEU|PLU|IND|NOM//obl//30 .//MAD//punct//2
1. Anordnar landstinget vidareutbildning i egen regi om hälsoproblem relaterade till amalgam och andra dentala material för tandläkare inom folktandvården?;Flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//7 av//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 landsting//NN|NEU|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj//5 svarat//VB|SUP|AKT//acl:relcl//3 nej//IN//obj//5 hänvisar//VB|PRS|AKT//ROOT//7 till//PP//case//13 att//SN//mark//13 utbildning//NN|UTR|SIN|IND|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 vårdgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 ansvar//NN|NEU|SIN|IND|NOM//obl//7 .//MAD//punct//7

3. Hur får personal inom vården information om Socialstyrelsens föreskrifter om vård och omhändertagande av patienter som relaterar sina problem till amalgam (SOSFS 1998:3)?;20//RG|NOM//nummod//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 besvarat//VB|SUP|AKT//ROOT//3 frågan//NN|UTR|SIN|DEF|NOM//obj//3 .//MAD//punct//4
3. Hur får personal inom vården information om Socialstyrelsens föreskrifter om vård och omhändertagande av patienter som relaterar sina problem till amalgam (SOSFS 1998:3)?;13//RG|NOM//nummod//7 landsting//NN|NEU|PLU|IND|NOM//appos//4 uppger//VB|PRS|AKT//aux//14 att//SN//mark//10 Socialstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj//14 och//KN//cc//13 författningar//NN|UTR|PLU|IND|NOM//conj//11 finns//VB|PRS|SFO//conj//3 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//14 på//PP//case//18 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 sätt//NN|NEU|PLU|IND|NOM//obl//14 ,//MID//punct//24 antingen//KN//cc//24 direkt//AB|POS//advmod//22 ute//AB//advmod//24 på//PP//case//24 klinikerna//NN|UTR|PLU|DEF|NOM//obl//14 ,//MID//punct//27 på//PP//case//27 Internet//NN|NEU|SIN|DEF|NOM//obl//14 eller//KN//cc//30 på//PP//case//30 intranätet//NN|NEU|SIN|DEF|NOM//conj//27 .//MAD//punct//3
3. Hur får personal inom vården information om Socialstyrelsens föreskrifter om vård och omhändertagande av patienter som relaterar sina problem till amalgam (SOSFS 1998:3)?;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//2 uppger//VB|PRS|AKT//ROOT//2 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 är//VB|PRS|AKT//cop//10 läkarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//10 och//KN//cc//8 tandläkarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//10 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//10 ansvar//NN|NEU|SIN|IND|NOM//ccomp//2 att//IE//mark//12 hålla//VB|INF|AKT//acl//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 informerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//12 .//MAD//punct//2
3. Hur får personal inom vården information om Socialstyrelsens föreskrifter om vård och omhändertagande av patienter som relaterar sina problem till amalgam (SOSFS 1998:3)?;Landstingen//NN|NEU|PLU|DEF|NOM//nsubj//1 informerar//VB|PRS|AKT//ROOT//1 anställda//NN|UTR|PLU|IND|NOM//obj//1 inom//PP//case//4 tandvården//NN|UTR|SIN|DEF|NOM//obl//1  //_SP////4 på//PP//case//8 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 sätt//NN|NEU|SIN|IND|NOM//obl//1 ://MAD//punct//1
3. Hur får personal inom vården information om Socialstyrelsens föreskrifter om vård och omhändertagande av patienter som relaterar sina problem till amalgam (SOSFS 1998:3)?;Landstingen//NN|NEU|PLU|DEF|NOM//nsubj//1 informerar//VB|PRS|AKT//ROOT//1 anställda//NN|UTR|PLU|IND|NOM//obj//1 inom//PP//case//4 primärvården//NN|UTR|SIN|DEF|NOM//obl//1 på//PP//case//6 följande//NN|NEU|SIN|IND|NOM//obl//1

4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 besvarat//VB|SUP|AKT//ROOT//3 frågan//NN|UTR|SIN|DEF|NOM//obj//3 .//MAD//punct//4
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;15//RG|NOM//nummod//7 landsting//NN|NEU|PLU|IND|NOM//appos//4 uppger//VB|PRS|AKT//advcl//3 att//SN//mark//11 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 skickat//VB|SUP|AKT//ccomp//8 ut//PL//compound:prt//11 förenklad//PC|PRF|UTR|SIN|IND|NOM//amod//15 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//15 information//NN|UTR|SIN|IND|NOM//obj//11 om//PP//case//17 6//RG|NOM//nummod//20 och//KN//cc//17 7//RG|NOM//nummod//17 §//NN|AN//nmod//22 §//NN|AN//nmod//22 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//3
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 är//VB|PRS|AKT//cop//5 i//PP//advmod//5 första//RO|NOM//fixed//2 hand//NN|UTR|SIN|IND|NOM//fixed//2 tandläkare//NN|UTR|PLU|IND|NOM//ROOT//5 som//HP|-|-|-//nsubj//7 får//VB|PRS|AKT//acl:cleft//5 information//NN|UTR|SIN|IND|NOM//obj//7 om//PP//case//10 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//5
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;I//PP//case//14 ett//DT|NEU|SIN|IND//det//14 landsting//NN|NEU|SIN|IND|NOM//obl//15 skickas//VB|PRS|SFO//conj//5 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//15 till//PP//case//20 alla//DT|UTR/NEU|PLU|IND/DEF//det//20 nyanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 tandläkare//NN|UTR|PLU|IND|NOM//obl//15 och//KN//cc//22 läkare//NN|UTR|PLU|IND|NOM//conj//20 .//MAD//punct//5
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;Landstingen//NN|NEU|PLU|DEF|NOM//nsubj//1 informerar//VB|PRS|AKT//ROOT//1 tandläkare//NN|UTR|SIN|IND|NOM//obj//1  //_SP////2 också//AB//advmod//1 på//PP//case//7 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 sätt//NN|NEU|SIN|IND|NOM//obl//1 ://MAD//punct//1
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 genom//PP//case//2 nyhetsbrev//NN|NEU|SIN|IND|NOM//obl//0
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 vid//PP//case//2 introduktion//NN|UTR|SIN|IND|NOM//nmod//0 för//PP//case//4 nyanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//2
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 på//PP//case//2 informations-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 utbildningsdagar//NN|UTR|PLU|IND|NOM//conj//2
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 genom//PP//case//2 handbok//NN|UTR|SIN|IND|NOM//nmod//0 till//PP//case//6 alla//DT|UTR/NEU|PLU|IND/DEF//det//6 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 tandläkare//NN|UTR|PLU|IND|NOM//nmod//2
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 genom//PP//case//3 en//DT|UTR|SIN|IND//det//3 regelverkspärm//NN|UTR|SIN|IND|NOM//nmod//0 om//PP//case//5 tandvård//NN|UTR|SIN|IND|NOM//nmod//3 för//PP//case//8 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 patientgrupper//NN|UTR|PLU|IND|NOM//nmod//5
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 genom//PP//case//3 årligt//JJ|POS|NEU|SIN|IND|NOM//amod//3 utskick//NN|NEU|SIN|IND|NOM//nmod//0 av//PP//case//5 information//NN|UTR|SIN|IND|NOM//nmod//3
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 genom//PP//case//2 beställarenheten//NN|UTR|SIN|DEF|NOM//nmod//0
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 vid//PP//case//2 arbetsplatsintroduktion//NN|UTR|SIN|IND|NOM//nmod//0 .//MAD//punct//0
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;Landstingen//NN|NEU|PLU|DEF|NOM//nsubj//1 informerar//VB|PRS|AKT//ROOT//1 läkare//NN|UTR|SIN|IND|NOM//obj//1  //_SP////2 också//AB//advmod//1 på//PP//case//7 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 sätt//NN|NEU|SIN|IND|NOM//obl//1 ://MAD//punct//1
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 på//PP//case//2 arbetsplatsträffar//NN|UTR|PLU|IND|NOM//nmod//0
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 genom//PP//case//4 förenklad//PC|PRF|UTR|SIN|IND|NOM//amod//4 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 information//NN|UTR|SIN|IND|NOM//nmod//0
4. Hur informeras tandläkare och läkare om tandvårdsförordningens 6 och 7 §§, dvs. att patienter enligt kategori 11 och 12 kan få tandvård enligt bestämmelserna om vårdavgift som avser öppen hälso- och sjukvård?;•//NN|UTR|SIN|IND|NOM//ROOT//0 genom//PP//case//2 utskick//NN|NEU|SIN|IND|NOM//obl//0 .//MAD//punct//0

5. Riksdagen fattade 1994 beslut om att amalgam skulle fasas ut. Vad har gjorts inom ramen för folktandvården för att genomföra beslutet?;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 besvarat//VB|SUP|AKT//ROOT//3 frågan//NN|UTR|SIN|DEF|NOM//obj//3 .//MAD//punct//3
5. Riksdagen fattade 1994 beslut om att amalgam skulle fasas ut. Vad har gjorts inom ramen för folktandvården för att genomföra beslutet?;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 landsting//NN|NEU|PLU|IND|NOM//nsubj:pass//6 har//VB|PRS|AKT//aux//6 på//PP//case//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 sätt//NN|NEU|PLU|IND|NOM//obl//6 informerat//VB|SUP|AKT//ROOT//6 om//PP//case//9 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 beslut//NN|NEU|SIN|IND|NOM//obl//6 .//MAD//punct//6
5. Riksdagen fattade 1994 beslut om att amalgam skulle fasas ut. Vad har gjorts inom ramen för folktandvården för att genomföra beslutet?;18//RG|NOM//nummod//12 landsting//NN|NEU|PLU|IND|NOM//appos//6 har//VB|PRS|AKT//aux//14 informerat//VB|SUP|AKT//conj//6 tandläkare//NN|UTR|SIN|IND|NOM//obj//14 om//PP//case//17 beslutet//NN|NEU|SIN|DEF|NOM//nmod//15 .//MAD//punct//6
5. Riksdagen fattade 1994 beslut om att amalgam skulle fasas ut. Vad har gjorts inom ramen för folktandvården för att genomföra beslutet?;10//RG|NOM//nummod//20 landsting//NN|NEU|PLU|IND|NOM//appos//6 har//VB|PRS|AKT//conj//6 anordnat//VB|SUP|AKT//amod//23 vidareutbildning//NN|UTR|SIN|IND|NOM//obj//21 om//PP//case//25 alternativ//NN|NEU|PLU|IND|NOM//nmod//23 till//PP//case//27 amalgam//NN|NEU|SIN|IND|NOM//obl//21 som//KN//mark//29 tandfyllningsmaterial//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//6
5. Riksdagen fattade 1994 beslut om att amalgam skulle fasas ut. Vad har gjorts inom ramen för folktandvården för att genomföra beslutet?;17//RG|NOM//nummod//32 landsting//NN|NEU|PLU|IND|NOM//nsubj//34 har//VB|PRS|AKT//aux//34 fattat//VB|SUP|AKT//conj//6 beslut//NN|NEU|SIN|IND|NOM//obj//34 om//PP//mark//41 att//IE//mark//41 amalgam//NN|NEU|SIN|IND|NOM//nsubj:pass//41 endast//AB//advmod//41 ska//VB|PRS|AKT//aux//41 användas//VB|INF|SFO//advcl//34 i//PP//case//43 undantagsfall//NN|NEU|PLU|IND|NOM//obl//41 ,//MID//punct//46 i//PP//case//46 5//RG|NOM//obl//49 av//PP//case//48 landstingen//NN|NEU|PLU|DEF|NOM//nmod//46 gäller//VB|PRS|AKT//conj//6 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//49 enbart//AB//advmod//49 barn//NN|NEU|PLU|IND|NOM//obj//49 och//KN//cc//54 ungdomar//NN|UTR|PLU|IND|NOM//conj//52 .//MAD//punct//6
5. Riksdagen fattade 1994 beslut om att amalgam skulle fasas ut. Vad har gjorts inom ramen för folktandvården för att genomföra beslutet?;Östergötland//PM|NOM//ROOT//0  //_SP////0 och//KN//cc//6 Norrbotten//PM|NOM//nsubj//6  //_SP////3 har//VB|PRS|AKT//aux//6 informerat//VB|SUP|AKT//conj//0 patienterna//NN|UTR|PLU|DEF|NOM//obj//6 om//PP//case//9 riksdagsbeslutet//NN|NEU|SIN|DEF|NOM//nmod//7 och//KN//cc//11 förordat//VB|SUP|AKT//conj//0 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 tandfyllningsmaterial//NN|NEU|PLU|IND|NOM//obj//11 .//MAD//punct//0

6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 besvarat//VB|SUP|AKT//ROOT//3 frågan//NN|UTR|SIN|DEF|NOM//obj//3 .//MAD//punct//4
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;7//RG|NOM//nummod//7 landsting//NN|NEU|PLU|IND|NOM//appos//4 har//VB|PRS|AKT//aux//9 svarat//VB|SUP|AKT//conj//3 ja//IN//obj//9 ,//MID//punct//10 11//RG|NOM//nummod//13 landsting//NN|NEU|PLU|IND|NOM//nsubj//15 har//VB|PRS|AKT//aux//15 svarat//VB|SUP|AKT//conj//9 nej//IN//obj//15 och//KN//cc//16 3//RG|NOM//nummod//16 både//KN//cc//20 ja//IN//conj//16 och//KN//cc//22 nej//IN//conj//16 på//PP//case//24 frågan//NN|UTR|SIN|DEF|NOM//nmod//22 om//SN//mark//27 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//27 har//VB|PRS|AKT//advcl//22 någon//DT|UTR|SIN|IND//det//30 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//30 personal//NN|UTR|SIN|IND|NOM//obj//27 för//PP//case//32 patienter//NN|UTR|PLU|IND|NOM//obl//27 som//HP|-|-|-//nsubj//34 anser//VB|PRS|AKT//acl:relcl//32 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//34 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//34 av//PP//case//40 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 dentala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 material//NN|NEU|PLU|IND|NOM//nmod//36 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;Kommentarer//NN|UTR|PLU|IND|NOM//ROOT//0 från//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 landsting//NN|NEU|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj//5 svarat//VB|SUP|AKT//acl:relcl//3 ja//IN//obj//5 ://MAD//punct//0
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;I//PP//case//1 Stockholm//PM|NOM//obl//3  //_SP////1 finns//VB|PRS|SFO//ROOT//3 ett//DT|NEU|SIN|IND//det//5 samarbete//NN|NEU|SIN|IND|NOM//nsubj//3 med//PP//case//8 Karolinska//PM|NOM//amod//8 sjukhuset//NN|NEU|SIN|DEF|NOM//nmod//5 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;I//PP//case//11 Sörmland//PM|NOM//obl//13  //_SP////11 utgör//VB|PRS|AKT//parataxis//3 hänvisningstandläkaren//NN|UTR|SIN|DEF|NOM//nmod//15 remissinstans//NN|UTR|SIN|IND|NOM//nsubj//13 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;I//PP//case//1 Jönköping//PM|NOM//obl//3  //_SP////1 finns//VB|PRS|SFO//ROOT//3 två//RG|NOM//nummod//5 hänvisningstandläkare//NN|UTR|PLU|IND|NOM//nsubj//3 ,//MID//punct//8 en//DT|UTR|SIN|IND//det//8 allmäntandläkare//NN|UTR|SIN|IND|NOM//appos//5 och//KN//cc//11 en//DT|UTR|SIN|IND//det//11 specialisttandläkare//NN|UTR|SIN|IND|NOM//conj//8 i//PP//case//14 oral//JJ|POS|UTR|SIN|IND|NOM//amod//14 protetik//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;Där//AB//advmod//17 finns//VB|PRS|SFO//parataxis//3 ett//DT|NEU|SIN|IND//det//20 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 samarbete//NN|NEU|SIN|IND|NOM//nsubj//17 mellan//PP//case//22 läkare//NN|UTR|PLU|IND|NOM//nmod//20 och//KN//cc//24 tandläkare//NN|UTR|PLU|IND|NOM//conj//22 .//MAD//punct//17
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;I//PP//case//1 Blekinge//PM|NOM//obl//3  //_SP////1 finns//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//5 sjukhustandläkare//NN|UTR|SIN|IND|NOM//nsubj//3 ,//MID//punct//10 men//KN//cc//10 också//AB//advmod//10 ett//DT|NEU|SIN|IND//det//10 samarbete//NN|NEU|SIN|IND|NOM//conj//3 mellan//PP//case//12 läkare//NN|UTR|PLU|IND|NOM//nmod//10 och//KN//cc//14 tandläkare//NN|UTR|PLU|IND|NOM//conj//12 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;I//PP//case//1 Västmanland//PM|NOM//obl//3  //_SP////1 finns//VB|PRS|SFO//ROOT//3 specialutbildad//PC|PRF|UTR|SIN|IND|NOM//amod//5 tandläkare//NN|UTR|SIN|IND|NOM//nsubj//3 på//PP//case//8 folktandvårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 specialistenhet//NN|UTR|SIN|IND|NOM//nmod//5 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;I//PP//case//1 Dalarna//PM|NOM//obl//3  //_SP////1 bildades//VB|PRT|SFO//ROOT//3 1987//RG|NOM//nummod//3 ett//DT|NEU|SIN|IND//det//6 team//NN|NEU|SIN|IND|NOM//nsubj:pass//3 för//PP//case//8 omhändertagande//NN|NEU|SIN|IND|NOM//nmod//6 av//PP//case//10 patienter//NN|UTR|PLU|IND|NOM//nmod//8 med//PP//case//12 symtom//NN|NEU|PLU|IND|NOM//nmod//10 på//PP//case//14 metallsyndrom//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//14 LEK-gruppen//NN|UTR|SIN|DEF|NOM//conj//14 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//19 fungerar//VB|PRS|AKT//parataxis//3 fortfarande//AB//advmod//19 som//KN//mark//22 remissinstans//NN|UTR|SIN|IND|NOM//advcl//19 för//PP//case//24 patienter//NN|UTR|PLU|IND|NOM//obl//22 som//HP|-|-|-//nsubj//26 sätter//VB|PRS|AKT//acl:relcl//24 hälsoproblem//NN|NEU|PLU|IND|NOM//obj//26 i//PP//case//32 samband//NN|NEU|SIN|IND|NOM//fixed//28 med//PP//case//32 dentala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 material//NN|NEU|PLU|IND|NOM//obl//26 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;I//PP//case//1 Värmland//PM|NOM//obl//3  //_SP////1 remitterar//VB|PRS|AKT//ROOT//3 allmänläkare//NN|UTR|PLU|IND|NOM//nsubj//3 i//PP//case//6 Karlstadsregionen//PM|NOM//obl//3 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//8 patienter//NN|UTR|PLU|IND|NOM//obj//3 till//PP//case//10 tandläkare//NN|UTR|PLU|IND|NOM//obl//3 på//PP//case//13 käkkirurgiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 kliniken//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//3
6. Finns särskild personal inom landstinget för vård och omhändertagande av dem som anser sig sjuka av amalgam eller andra dentala material?;Kommentarer//NN|UTR|PLU|IND|NOM//ROOT//0 från//PP//case//2 två//RG|NOM//nmod//0 av//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 landsting//NN|NEU|PLU|IND|NOM//nmod//2 som//HP|-|-|-//nsubj//7 svarat//VB|SUP|AKT//acl:relcl//5 både//KN//cc//9 ja//IN//conj//0 och//KN//cc//11 nej//IN//conj//9 ://MAD//punct//0
