Uppföljning av Trafikverkets totalentreprenader – uppföljning av 11 vägprojekt;På//PP//case//1 uppdrag//NN|NEU|SIN|IND|NOM//ROOT//1 av//PP//case//5 Produktivitetskommittén//NN|UTR|SIN|DEF|NOM//nmod:poss//4 ©//PM|NOM//nmod//5 Prolog//PM|NOM//nmod//1 2011//RG|NOM//nummod//5
2 Allmänna synpunkter;Men//KN//cc//70 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 finns//VB|PRS|SFO//conj//36 några//DT|UTR/NEU|PLU|IND//det//73 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 synpunkter//NN|UTR|PLU|IND|NOM//nsubj//70 som//HP|-|-|-//nsubj//77 kan//VB|PRS|AKT//aux//77 vara//VB|INF|AKT//cop//77 värda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//73 att//IE//mark//79 ta//VB|INF|AKT//advcl//77 hänsyn//NN|UTR|SIN|IND|NOM//obj//79 till//PP//compound:prt//79 i//PP//case//85 det//DT|NEU|SIN|DEF//det//85 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//85 arbetet//NN|NEU|SIN|DEF|NOM//obl//79 ://MID//punct//70
2 Allmänna synpunkter;//NN|AN//nmod//88 Trafikverket//NN|NEU|SIN|DEF|NOM//nsubj//90 bör//VB|PRS|AKT//aux//90 ta//VB|INF|AKT//parataxis//70 fram//PL//compound:prt//90 en//DT|UTR|SIN|IND//det//93 definition//NN|UTR|SIN|IND|NOM//obj//90 av//PP//mark//97 vad//HP|NEU|SIN|IND//obj//97 man//PN|UTR|SIN|IND|SUB//nsubj//97 menar//VB|PRS|AKT//acl//93 med//PP//case//100 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//100 beställarroll//NN|UTR|SIN|IND|NOM//obl//97 och//KN//cc//102 koppla//VB|INF|AKT//conj//97 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//102 till//PP//case//107 Trafikverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//107 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//107 verksamhetsmål//NN|NEU|SIN|IND|NOM//obl//102 samt//KN//cc//109 säkerställa//VB|INF|AKT//conj//97 att//SN//mark//112 man//PN|UTR|SIN|IND|SUB//nsubj//112 får//VB|PRS|AKT//ccomp//109 en//DT|UTR|SIN|IND//det//115 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//115 uppfattning//NN|UTR|SIN|IND|NOM//obj//112 inom//PP//case//118 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//118 organisationen//NN|UTR|SIN|DEF|NOM//obl//112 .//MAD//punct//70
2 Allmänna synpunkter;Vi//PN|UTR|PLU|DEF|SUB//nsubj//121 bedömer//VB|PRS|AKT//parataxis//70 att//SN//mark//128 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//128 i//PP//case//127 alltför//AB//advmod//126 hög//JJ|POS|UTR|SIN|IND|NOM//amod//127 grad//NN|UTR|SIN|IND|NOM//obl//128 förekommer//VB|PRS|AKT//ccomp//121 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//130 tolkningar//NN|UTR|PLU|IND|NOM//nsubj//128 och//KN//cc//133 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 uppfattningar//NN|UTR|PLU|IND|NOM//conj//130 inom//PP//case//136 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//136 delar//NN|UTR|PLU|IND|NOM//nmod//133 av//PP//case//138 Trafikverket//PM|NOM//nmod//136 .//MAD//punct//121
2 Allmänna synpunkter;//NN|AN//nsubj//150 I//PP//case//143  //_SP////141 PIA-arbetet//NN|NEU|SIN|DEF|NOM//nmod//144 synes//VB|PRS|SFO//nmod//140 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//146 investeringskostnaden//NN|UTR|SIN|DEF|NOM//nmod//140 i//PP//advmod//150 huvudsak//NN|UTR|SIN|IND|NOM//fixed//147 ha//VB|INF|AKT//aux//150 varit//VB|SUP|AKT//ccomp//121 i//PP//case//152 fokus//NN|NEU|SIN|IND|NOM//obl//150 .//MAD//punct//150
2 Allmänna synpunkter;Innan//SN//mark//155 införande//NN|NEU|SIN|IND|NOM//advcl//150 av//PP//case//158 dessa//DT|UTR/NEU|PLU|DEF//det//158 program//NN|NEU|PLU|IND|NOM//nmod//155 bör//VB|PRS|AKT//aux//162 man//PN|UTR|SIN|IND|SUB//nsubj//162 också//AB//advmod//162 ta//VB|INF|AKT//ROOT//162 stor//JJ|POS|UTR|SIN|IND|NOM//amod//164 hänsyn//NN|UTR|SIN|IND|NOM//obj//162 till//PP//case//167 såväl//KN//advmod//167 brukarkostnader//NN|UTR|PLU|IND|NOM//obl//162 ///MID//cc//170 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//170 samhällskostnader//NN|UTR|PLU|IND|NOM//conj//167 (//PAD//punct//162 t.ex.//AB|AN//advmod//173 kostnader//NN|UTR|PLU|IND|NOM//appos//162 för//PP//case//175 störning//NN|UTR|SIN|IND|NOM//nmod//173 under//PP//case//179 en//DT|UTR|SIN|IND//det//179 lång//JJ|POS|UTR|SIN|IND|NOM//amod//179 byggperiod//NN|UTR|SIN|IND|NOM//nmod//175 )//PAD//punct//173 som//KN//mark//182 drifts-//NN|UTR|-|-|SMS//appos//173 och//KN//cc//184 underhållskostnader//NN|UTR|PLU|IND|NOM//conj//182 .//MID//punct//162
2 Allmänna synpunkter;Effekterna//NN|UTR|PLU|DEF|NOM//obj//162 av//PP//case//188 produktivitets-//NN|UTR|-|-|SMS//nmod//186 och//KN//cc//190 innovationsutveckling//NN|UTR|SIN|IND|NOM//conj//188 måste//VB|PRS|AKT//aux//192 ses//VB|INF|SFO//conj//162 i//PP//case//196 ett//DT|NEU|SIN|IND//det//196 långt//JJ|POS|NEU|SIN|IND|NOM//amod//196 perspektiv//NN|NEU|SIN|IND|NOM//obl//192 ,//MID//punct//199 det//DT|NEU|SIN|DEF//det//199 intressanta//JJ|POS|UTR/NEU|SIN|DEF|NOM//appos//162 är//VB|PRS|AKT//cop//199 att//SN//mark//210 årskostnaden//NN|UTR|SIN|DEF|NOM//nsubj//210 ,//MID//punct//205 inklusive//PP//case//205 brukarkostnader//NN|UTR|PLU|IND|NOM//nmod//202 ///MID//cc//208 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//208 samhällskostnader//NN|UTR|PLU|IND|NOM//nmod//205 ,//MID//punct//210 sett//PC|PRF|NEU|SIN|IND|NOM//csubj//199 över//PP//case//213 produktens//NN|UTR|SIN|DEF|GEN//nmod:poss//213 livscykel//NN|UTR|SIN|IND|NOM//obl//210 ,//MID//punct//216 ska//VB|PRS|AKT//aux//216 minimeras//VB|INF|SFO//conj//162 .//MAD//punct//162
2 Allmänna synpunkter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//220 kan//VB|PRS|AKT//aux//220 innebära//VB|INF|AKT//parataxis//162 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//222 investeringskostnader//NN|UTR|PLU|IND|NOM//obj//220 för//PP//mark//226 att//IE//mark//226 kunna//VB|INF|AKT//aux//226 sänka//VB|INF|AKT//acl//222 drifts-//NN|UTR|-|-|SMS//obj//226 ,//MID//punct//229 underhålls-//NN|NEU|-|-|SMS//conj//227 och//KN//cc//231 brukarkostnader//NN|UTR|PLU|IND|NOM//conj//227 under//PP//case//234 produktens//NN|UTR|SIN|DEF|GEN//nmod:poss//234 livslängd//NN|UTR|SIN|IND|NOM//obl//226 .//MAD//punct//220
2 Allmänna synpunkter;I//PP//case//238 det//DT|NEU|SIN|DEF//det//238 material//NN|NEU|SIN|IND|NOM//obl//247 vi//PN|UTR|PLU|DEF|SUB//nsubj//241 har//VB|PRS|AKT//aux//241 tagit//VB|SUP|AKT//acl:relcl//238 del//NN|UTR|SIN|IND|NOM//obj//241 av//PP//nmod//242 är//VB|PRS|AKT//cop//247 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//247 generellt//AB|POS//advmod//247 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//220 att//IE//mark//249 se//VB|INF|AKT//csubj//247 hur//HA//advmod//252 livscykelperspektivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//252 beaktats//VB|SUP|SFO//ccomp//249 ,//MID//punct//252 även//AB//mark//257 om//SN//fixed//254 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//257 anges//VB|PRS|SFO//advcl//252 i//PP//case//260 några//DT|UTR/NEU|PLU|IND//det//260 fall//NN|NEU|PLU|IND|NOM//obl//257 .//MAD//punct//220
2 Allmänna synpunkter;//NN|AN//obj//220 För//PP//mark//267 att//SN//mark//267 marknadsaktörer//NN|UTR|PLU|IND|NOM//nsubj//267 ska//VB|PRS|AKT//aux//267 ha//VB|INF|AKT//advcl//220 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//269 intresse//NN|NEU|SIN|IND|NOM//obj//267 för//PP//mark//272 att//IE//mark//272 lägga//VB|INF|AKT//advcl//267 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//274 tid//NN|UTR|SIN|IND|NOM//obj//272 och//KN//cc//277 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//277 pengar//NN|UTR|PLU|IND|NOM//conj//274 på//PP//mark//280 att//IE//mark//280 ta//VB|INF|AKT//advcl//272 fram//PL//compound:prt//280 lösningar//NN|UTR|PLU|IND|NOM//obj//280 åt//PP//case//284 Trafikverket//NN|NEU|SIN|DEF|NOM//obl//280 krävs//VB|PRS|SFO//advcl//162 att//SN//mark//291 några//DT|UTR/NEU|PLU|IND//det//289 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//289 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//291 är//VB|PRS|AKT//cop//291 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//285 ://MID//punct//291 -//MID//punct//296
2 Allmänna synpunkter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//296 ska//VB|PRS|AKT//aux//296 finnas//VB|INF|SFO//parataxis//291 en//DT|UTR|SIN|IND//det//299 rimlig//JJ|POS|UTR|SIN|IND|NOM//amod//299 vinstchans//NN|UTR|SIN|IND|NOM//nsubj//296 i//PP//case//302 varje//DT|UTR/NEU|SIN|IND//det//302 upphandling//NN|UTR|SIN|IND|NOM//obl//296 ,//MID//punct//305 annars//AB//advmod//305 uteblir//VB|PRS|AKT//conj//296 det//DT|NEU|SIN|DEF//det//308 önskade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//308 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//nsubj//305 .//MAD//punct//296
2 Allmänna synpunkter;Konkurrensförhållanden//NN|UTR|SIN|DEF|NOM//nsubj:pass//312 bör//VB|PRS|AKT//aux//312 definieras//VB|INF|SFO//conj//296 efter//PP//case//316 hur//HA//advmod//315 utvecklande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//316 tävlingsmomenten//NN|UTR|SIN|DEF|NOM//obl//312 är//VB|PRS|AKT//punct//296 ,//MID//punct//323 inte//AB//advmod//323 efter//PP//case//323 hur//HA//advmod//322 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//323 anbud//NN|NEU|PLU|IND|NOM//fixed//317 som//HP|-|-|-//nsubj//325 inkommer//VB|PRS|AKT//acl:relcl//323 i//PP//case//329 en//DT|UTR|SIN|IND//det//329 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//329 upphandling//NN|UTR|SIN|IND|NOM//obl//325 .//MAD//punct//323
2 Allmänna synpunkter;Kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//337 för//PP//mark//334 att//IE//mark//334 lämna//VB|INF|AKT//acl//331 anbud//NN|NEU|SIN|IND|NOM//obj//334 kan//VB|PRS|AKT//aux//337 uppgå//VB|INF|AKT//parataxis//323 till//PP//case//340 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//340 belopp//NN|NEU|PLU|IND|NOM//obl//337 vid//PP//case//343 kvalificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//343 upphandlingar//NN|UTR|PLU|IND|NOM//nmod//340 .//MAD//punct//323
2 Allmänna synpunkter;Trafikverket//NN|NEU|SIN|DEF|NOM//nsubj//346 betalar//VB|PRS|AKT//conj//296 ytterst//AB|SUV//advmod//346 dessa//DT|UTR/NEU|PLU|DEF//det//349 kostnader//NN|UTR|PLU|IND|NOM//obj//346 ,//MID//punct//354 även//AB//advmod//354 för//PP//case//354 de//DT|UTR/NEU|PLU|DEF//det//354 företag//NN|NEU|PLU|IND|NOM//obl//346 som//HP|-|-|-//nsubj//357 inte//AB//advmod//357 vinner//VB|PRS|AKT//acl:relcl//354 den//DT|UTR|SIN|DEF//det//360 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//360 upphandlingen//NN|UTR|SIN|DEF|NOM//obj//357 .//MAD//punct//354
2 Allmänna synpunkter;Former//NN|UTR|PLU|IND|NOM//nsubj:pass//379 för//PP//case//364 prekvalificering//NN|UTR|SIN|IND|NOM//nmod//362 av//PP//case//367 intresserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//367 anbudsgivare//NN|UTR|PLU|IND|NOM//nmod//364 och//KN//cc//369 urval//NN|NEU|SIN|IND|NOM//conj//367 av//PP//case//372 ett//DT|NEU|SIN|IND//det//372 fåtal//NN|NEU|SIN|IND|NOM//nmod//369 som//HP|-|-|-//nsubj//375 får//VB|PRS|AKT//aux//375 lämna//VB|INF|AKT//acl:relcl//372 anbud//NN|NEU|SIN|IND|NOM//obj//375 bör//VB|PRS|AKT//aux//379 därför//AB//advmod//379 utvecklas//VB|INF|SFO//conj//296 och//KN//cc//381 tillämpas//VB|INF|SFO//conj//379 .//MAD//punct//296 -//MID//punct//391
2 Allmänna synpunkter;För//PP//case//388 en//DT|UTR|SIN|IND//det//388 långsiktigt//AB|POS//advmod//387 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//388 marknadssituation//NN|UTR|SIN|IND|NOM//obl//391 måste//VB|PRS|AKT//aux//391 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//391 se//VB|INF|AKT//conj//296 möjligheter//NN|UTR|PLU|IND|NOM//obj//391 till//PP//case//395 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//395 order//NN|UTR|PLU|IND|NOM//nmod//392 .//MAD//punct//391
2 Allmänna synpunkter;Trafikverket//NN|NEU|SIN|DEF|NOM//nsubj//400 bör//VB|PRS|AKT//aux//400 därför//AB//advmod//400 vinnlägga//VB|INF|AKT//parataxis//391 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//400 om//PP//case//405 marknadsaktörernas//NN|UTR|PLU|DEF|GEN//nmod:poss//405 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//405 intresse//NN|NEU|SIN|IND|NOM//obl//400 genom//PP//mark//408 att//IE//mark//408 erbjuda//VB|INF|AKT//advcl//400 serieupphandlingar//NN|UTR|PLU|IND|NOM//obj//408 ,//MID//punct//413 där//HA//advmod//413 de//DT|UTR/NEU|PLU|DEF//det//413 företag//NN|NEU|PLU|IND|NOM//appos//408 som//HP|-|-|-//nsubj//415 utvecklat//VB|SUP|AKT//acl:relcl//413 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//417 lösningar//NN|UTR|PLU|IND|NOM//obj//415 har//VB|PRS|AKT//conj//400 möjlighet//NN|UTR|SIN|IND|NOM//obj//418 att//IE//mark//425 under//PP//case//424 en//DT|UTR|SIN|IND//det//424 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//424 tid//NN|UTR|SIN|IND|NOM//obl//425 få//VB|INF|AKT//acl//419 lönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//427 affärer//NN|UTR|PLU|IND|NOM//obj//425 ,//MID//punct//427 som//HP|-|-|-//nsubj//430 motiverar//VB|PRS|AKT//acl:relcl//427 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//432 utvecklingsarbete//NN|NEU|SIN|IND|NOM//obj//430 .//MAD//punct//162
2 Allmänna synpunkter;Serieupphandlingar//NN|UTR|PLU|IND|NOM//nsubj//435 ger//VB|PRS|AKT//parataxis//162 också//AB//advmod//435 möjlighet//NN|UTR|SIN|IND|NOM//obj//435 till//PP//case//441 en//DT|UTR|SIN|IND//det//441 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//441 spridning//NN|UTR|SIN|IND|NOM//obl//435 av//PP//case//443 arbetsvolymen//NN|UTR|SIN|DEF|NOM//nmod//441 över//PP//case//445 tid//NN|UTR|SIN|IND|NOM//nmod//443 och//KN//cc//447 incitament//NN|NEU|SIN|IND|NOM//conj//445 för//PP//case//453 både//KN//cc//450 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//453 och//KN//cc//452 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//450 aktörer//NN|UTR|PLU|IND|NOM//nmod//447 på//PP//case//455 marknaden//NN|UTR|SIN|DEF|NOM//nmod//453 att//IE//mark//457 investera//VB|INF|AKT//acl//441 i//PP//case//460 såväl//KN//advmod//460 utrustning//NN|UTR|SIN|IND|NOM//obl//457 som//KN//cc//462 metod-//NN|UTR|-|-|SMS//appos//460 och//KN//cc//464 kompetensutveckling//NN|UTR|SIN|IND|NOM//conj//462 .//MAD//punct//435 -//MID//punct//435
2 Allmänna synpunkter;Handlingsutrymmet//NN|NEU|SIN|DEF|NOM//nsubj//476 för//PP//case//469 utveckling//NN|UTR|SIN|IND|NOM//nmod//467 av//PP//case//472 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//472 lösningar//NN|UTR|PLU|IND|NOM//nmod//469 måste//VB|PRS|AKT//aux//476 vara//VB|INF|AKT//cop//476 tillräckligt//AB|POS//advmod//476 stort//JJ|POS|NEU|SIN|IND|NOM//conj//435 och//KN//cc//480 marknadsaktörerna//NN|UTR|PLU|DEF|NOM//nsubj//480 måste//VB|PRS|AKT//aux//480 ha//VB|INF|AKT//conj//476 förtroende//NN|NEU|SIN|IND|NOM//obj//480 för//PP//case//484 Trafikverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//484 långsiktighet//NN|UTR|SIN|IND|NOM//obl//480 också//AB//advmod//487 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//487 godkännande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//435 av//PP//case//490 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//490 lösningar//NN|UTR|PLU|IND|NOM//nmod//487 ,//MID//punct//492 organisation//NN|UTR|SIN|IND|NOM//conj//490 för//PP//case//494 granskning//NN|UTR|SIN|IND|NOM//nmod//492 ,//MID//punct//496 godkännande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//494 etc.//AB|AN//conj//494 Här//AB//advmod//435 behövs//VB|PRS|SFO//advcl//435 ett//DT|NEU|SIN|IND//det//501 förändringsarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//499 inom//PP//case//503 Trafikverket//PM|NOM//obl//499 .//MAD//punct//435 -//MID//punct//435
2 Allmänna synpunkter;Vid//PP//case//507 upphandlingar//NN|UTR|PLU|IND|NOM//obl//519 bör//VB|PRS|AKT//aux//519 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//510 krav//NN|NEU|PLU|IND|NOM//nsubj//519 än//KN//mark//513 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//513 pris//NN|NEU|SIN|IND|NOM//acl//510 i//PP//case//517 den//DT|UTR|SIN|DEF//det//517 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//517 upphandlingen//NN|UTR|SIN|DEF|NOM//nmod//513 vara//VB|INF|AKT//cop//519 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//435 .//MAD//punct//435
2 Allmänna synpunkter;Det//DT|NEU|SIN|DEF//det//522 väsentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//435 är//VB|PRS|AKT//cop//522 vilket//HD|NEU|SIN|IND//det//525 värde//NN|NEU|SIN|IND|NOM//nsubj//522 som//HP|-|-|-//nsubj:pass//527 tillförs//VB|PRS|SFO//acl:relcl//525 Trafikverket//PM|NOM//obj//527 och//KN//cc//530 samhället//NN|NEU|SIN|DEF|NOM//conj//528 .//MAD//punct//522
2 Allmänna synpunkter;Metoder//NN|UTR|PLU|IND|NOM//obj//435 för//PP//case//534 uppställande//NN|NEU|SIN|IND|NOM//nmod//532 och//KN//cc//536 uppföljning//NN|UTR|SIN|IND|NOM//conj//534 av//PP//case//539 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//539 krav//NN|NEU|PLU|IND|NOM//nmod//536 än//KN//mark//544 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//542 pris//NN|NEU|SIN|IND|NOM//nsubj:pass//544 behöver//VB|PRS|AKT//aux//544 utvecklas//VB|INF|SFO//acl:relcl//532 .//MAD//punct//435 -//MID//punct//547
2 Allmänna synpunkter;Effektivisering//NN|UTR|SIN|IND|NOM//nsubj//553 av//PP//case//549 informationshanteringen//NN|UTR|SIN|DEF|NOM//nmod//547 är//VB|PRS|AKT//cop//553 en//DT|UTR|SIN|IND//det//553 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//553 fråga//NN|UTR|SIN|IND|NOM//parataxis//435 som//HP|-|-|-//nsubj:pass//556 inte//AB//advmod//556 berörs//VB|PRS|SFO//acl:relcl//553 specifikt//AB|POS//advmod//556 i//PP//case//560 dessa//DT|UTR/NEU|PLU|DEF//det//560 utredningar//NN|UTR|PLU|IND|NOM//obl//556 ,//MID//punct//567 men//KN//cc//567 är//VB|PRS|AKT//cop//567 av//PP//case//567 stor//JJ|POS|UTR|SIN|IND|NOM//amod//567 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//567 betydelse//NN|UTR|SIN|IND|NOM//conj//435 .//MAD//punct//567
2 Allmänna synpunkter;Trafikverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//571 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//571 satsningar//NN|UTR|PLU|IND|NOM//nsubj:pass//585 på//PP//mark//575 att//IE//mark//575 konsekvent//AB|POS//advmod//575 övergå//VB|INF|AKT//acl//571 till//PP//case//577 arbetssätt//NN|NEU|PLU|IND|NOM//obl//575 som//HP|-|-|-//nsubj//579 utnyttjar//VB|PRS|AKT//acl:relcl//577 BIM//NN|AN//obj//579 ,//MID//punct//583  //_SP////581 ByggnadsInformationsModeller/-Modellering//PM|NOM//appos//577 ,//MID//punct//583 berörs//VB|PRS|SFO//advcl//435 inte//AB//advmod//585 i//PP//case//588 förslagen//NN|NEU|PLU|DEF|NOM//obl//585 ,//MID//punct//585 trots//PP//mark//593 att//SN//mark//593 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//593 har//VB|PRS|AKT//advcl//585 stor//JJ|POS|UTR|SIN|IND|NOM//amod//595 betydelse//NN|UTR|SIN|IND|NOM//obj//593 även//AB//advmod//599 i//PP//case//599 dessa//DT|UTR/NEU|PLU|DEF//det//599 sammanhang//NN|NEU|PLU|IND|NOM//obl//593 .//MAD//punct//435
2 Allmänna synpunkter;Vi//PN|UTR|PLU|DEF|SUB//nsubj//604 har//VB|PRS|AKT//aux//604 dock//AB//advmod//604 valt//VB|SUP|AKT//conj//435 att//IE//mark//607 inte//AB//advmod//607 utveckla//VB|INF|AKT//advcl//604 denna//DT|UTR|SIN|DEF//det//610 fråga//NN|UTR|SIN|IND|NOM//amod//610 explicit//AB|POS//obj//607 i//PP//case//613 denna//DT|UTR|SIN|DEF//det//613 avrapportering//NN|UTR|SIN|IND|NOM//obl//607 .//MAD//punct//604
2 Allmänna synpunkter;//NN|AN//nmod//616 Totalentreprenader//NN|UTR|PLU|IND|NOM//nsubj:pass//617 lyfts//VB|PRS|SFO//advcl//435 i//PP//case//620 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//620 fall//NN|NEU|PLU|IND|NOM//obl//617 fram//PL//advmod//617 som//KN//case//625 ett//DT|NEU|SIN|IND//det//625 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//625 sätt//NN|NEU|SIN|IND|NOM//obl//621 att//IE//mark//627 stimulera//VB|INF|AKT//acl//625 leverantörer//NN|UTR|PLU|IND|NOM//obj//627 (//PAD//punct//630 konsulter//NN|UTR|PLU|IND|NOM//appos//628 ,//MID//punct//632 entreprenörer//NN|UTR|PLU|IND|NOM//conj//630 och//KN//cc//634 materialleverantörer//NN|UTR|PLU|IND|NOM//conj//630 )//PAD//punct//630 att//IE//mark//637 utveckla//VB|INF|AKT//advcl//617 ny//JJ|POS|UTR|SIN|IND|NOM//amod//639 teknik//NN|UTR|SIN|IND|NOM//obj//637 .//MAD//punct//435
2 Allmänna synpunkter;En//DT|UTR|SIN|IND//det//643 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//643 förutsättning//NN|UTR|SIN|IND|NOM//obj//435 för//PP//mark//650 att//SN//mark//650 detta//DT|NEU|SIN|DEF//det//647 förhållande//NN|NEU|SIN|IND|NOM//nsubj//650 ska//VB|PRS|AKT//aux//650 kunna//VB|INF|AKT//aux//650 uppnås//VB|INF|SFO//acl//643 är//VB|PRS|AKT//cop//657 dock//AB//advmod//651 att//SN//mark//657 handlingsutrymmet//NN|NEU|SIN|DEF|NOM//nsubj//657 inte//AB//advmod//657 är//VB|PRS|AKT//cop//657 begränsat//PC|PRF|NEU|SIN|IND|NOM//ccomp//162 .//MAD//punct//162
2 Allmänna synpunkter;Totalentreprenadformen//NN|UTR|SIN|DEF|NOM//nsubj//660 lämpar//VB|PRS|AKT//parataxis//162 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//660 bäst//AB|SUV//advmod//660 i//PP//case//664 fall//NN|NEU|PLU|IND|NOM//obl//660 där//HA//advmod//669 man//PN|UTR|SIN|IND|SUB//nsubj//669 tydligt//AB|POS//advmod//669 kan//VB|PRS|AKT//aux//669 beskriva//VB|INF|AKT//advcl//660 de//DT|UTR/NEU|PLU|DEF//det//671 funktionskrav//NN|NEU|PLU|IND|NOM//obj//669 som//HP|-|-|-//obj//675 lösningen//NN|UTR|SIN|DEF|NOM//nsubj//675 ska//VB|PRS|AKT//aux//675 uppfylla//VB|INF|AKT//acl:relcl//671 .//MAD//punct//671
