Inledning;I//PP//case//2 föreliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 betänkande//NN|NEU|SIN|IND|NOM//obl//3 lägger//VB|PRS|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 i//PP//case//9 enlighet//NN|UTR|SIN|IND|NOM//fixed//5 med//PP//case//9 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//9 direktiv//NN|NEU|PLU|IND|NOM//obl//3 fram//PL//advmod//3 en//DT|UTR|SIN|IND//det//13 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//13 utvärdering//NN|UTR|SIN|IND|NOM//obj//3 av//PP//case//17 den//DT|UTR|SIN|DEF//det//17 arbetsgivarpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 reform//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//13 som//HP|-|-|-//nsubj:pass//20 genomfördes//VB|PRT|SFO//acl:relcl//13 den//DT|UTR|SIN|DEF//det//23 1//RO|NOM//nummod//23 juli//NN|UTR|SIN|IND|NOM//obl//20 1994//RG|NOM//nummod//23 .//MAD//punct//3
Den arbetsgivarpolitiska delegeringen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//101 bör//VB|PRS|AKT//aux//101 också//AB//advmod//101 använda//VB|INF|AKT//conj//68 sektorsråden//NN|NEU|PLU|IND|NOM//obj//101 i//PP//case//104 arbetet//NN|NEU|SIN|DEF|NOM//obl//101 med//PP//mark//107 att//IE//mark//107 utse//VB|INF|AKT//advcl//101 valberedningen//NN|UTR|SIN|DEF|NOM//obj//107 .//MAD//punct//68
Den arbetsgivarpolitiska delegeringen;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//117 skall//VB|PRS|AKT//aux//117 inom//PP//case//116 ramen//NN|UTR|SIN|DEF|NOM//fixed//112 för//PP//fixed//112 resp.//AB|AN//fixed//112 sektorsråd//NN|NEU|SIN|IND|NOM//obl//117 samverka//VB|INF|AKT//conj//68 i//PP//case//122 alla//DT|UTR/NEU|PLU|IND/DEF//det//122 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 arbetsgivarpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 frågor//NN|UTR|PLU|IND|NOM//obl//117 .//MAD//punct//19

Befogenhetsfördelningen i vissa fall;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1  //_SP////1 att//IE//mark//9 genom//PP//case//6 bl.a.//AB|AN//advmod//6 reformerna//NN|UTR|PLU|DEF|NOM//obl//9 på//PP//case//8 pensionsområdet//NN|NEU|SIN|DEF|NOM//nmod//6 minskar//VB|PRS|AKT//ccomp//1 behovet//NN|NEU|SIN|DEF|NOM//nsubj//9 av//PP//case//13 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 pensionslösningar//NN|UTR|PLU|IND|NOM//nmod//10 på//PP//case//15 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//13 .//MAD//punct//1
Befogenhetsfördelningen i vissa fall;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//22 kan//VB|PRS|AKT//aux//22 dock//AB//advmod//22 fortfarande//AB//advmod//22 ha//VB|INF|AKT//parataxis//1 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 behov//NN|NEU|PLU|IND|NOM//obj//22 av//PP//case//27 verksamhetsanpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 lösningar//NN|UTR|PLU|IND|NOM//nmod//24 för//PP//mark//31 att//IE//mark//31 kunna//VB|INF|AKT//aux//31 arbeta//VB|INF|AKT//advcl//22 på//PP//case//34 lång//JJ|POS|UTR|SIN|IND|NOM//amod//34 sikt//NN|UTR|SIN|IND|NOM//obl//31 med//PP//case//37 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//37 personalförsörjningsfrågor//NN|UTR|PLU|IND|NOM//obl//31 .//MID//punct//22
Befogenhetsfördelningen i vissa fall;Inte//AB//advmod//41 minst//AB|SUV//advmod//41 viktigt//JJ|POS|NEU|SIN|IND|NOM//appos//22 är//VB|PRS|AKT//cop//41 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//41 med//PP//case//49 hänsyn//NN|UTR|SIN|IND|NOM//fixed//44 till//PP//fixed//44 det//DT|NEU|SIN|DEF//det//49 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 generationsskiftet//NN|NEU|SIN|DEF|NOM//obl//41 .//MAD//punct//1
Befogenhetsfördelningen i vissa fall;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//3 bör//VB|PRS|AKT//aux//3 ges//VB|INF|SFO//ROOT//3 så//AB//advmod//8 långt//AB|POS//fixed//4 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 är//VB|PRS|AKT//cop//8 möjligt//AB|POS//amod//10 likvärdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 förutsättningar//NN|UTR|PLU|IND|NOM//obj//3 att//IE//mark//12 agera//VB|INF|AKT//acl//10 som//KN//mark//15 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 arbetsgivare//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//3
Befogenhetsfördelningen i vissa fall;Med//PP//case//19 detta//DT|NEU|SIN|DEF//det//19 betraktelsesätt//NN|NEU|SIN|IND|NOM//obl//22 är//VB|PRS|AKT//cop//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 rimligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//3 att//IE//mark//24 ge//VB|INF|AKT//csubj//22 myndigheterna//NN|UTR|PLU|DEF|NOM//iobj//24 möjligheter//NN|UTR|PLU|IND|NOM//obj//24 att//IE//mark//28 förverkliga//VB|INF|AKT//acl//26 de//DT|UTR/NEU|PLU|DEF//det//30 intentioner//NN|UTR|PLU|IND|NOM//obj//28 som//HP|-|-|-//nsubj//32 finns//VB|PRS|SFO//acl:relcl//30 i//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 och//KN//cc//37 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//35 kollektivavtalen//NN|NEU|PLU|DEF|NOM//obl//32 .//MAD//punct//3
Befogenhetsfördelningen i vissa fall;För//PP//case//43 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 del//NN|UTR|SIN|IND|NOM//nmod//43 tillkommer//VB|PRS|AKT//dislocated//82 emellertid//AB//advmod//43 att//SN//mark//49 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 inte//AB//advmod//49 får//VB|PRS|AKT//aux//49 förekomma//VB|INF|AKT//csubj//43 att//SN//mark//52 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//52 avtalar//VB|PRS|AKT//ccomp//49 om//PP//case//54 förmåner//NN|UTR|PLU|IND|NOM//obl//52 –//RG|NOM//punct//54 t.ex.//AB|AN//advmod//62 i//PP//fixed//56 syfte//NN|NEU|SIN|IND|NOM//fixed//57 att//IE//mark//62 mer//AB|KOM//advmod//61 generellt//AB|POS//advmod//62 sänka//VB|INF|AKT//acl:relcl//54 avgångsåldern//NN|UTR|SIN|DEF|NOM//obj//62 –//PAD//punct//69 som//HP|-|-|-//nsubj//69 ytterst//AB|SUV//advmod//69 kommer//VB|PRS|AKT//aux//69 att//IE//mark//69 belasta//VB|INF|AKT//acl:relcl//63 staten//NN|UTR|SIN|DEF|NOM//obj//69 i//PP//case//75 form//NN|UTR|SIN|IND|NOM//fixed//71 av//PP//fixed//71 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//75 kostnader//NN|UTR|PLU|IND|NOM//obl//69 .//MAD//punct//43
Befogenhetsfördelningen i vissa fall;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 är//VB|PRS|AKT//cop//82 därför//AB//advmod//82 av//PP//case//82 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 intresse//NN|NEU|SIN|IND|NOM//parataxis//3 att//IE//mark//84 sätta//VB|INF|AKT//acl//82 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 ramar//NN|UTR|PLU|IND|NOM//obj//84 i//PP//case//89 dessa//DT|UTR/NEU|PLU|DEF//det//89 frågor//NN|UTR|PLU|IND|NOM//obl//84 .//MAD//punct//3
Befogenhetsfördelningen i vissa fall;Arbetsgivarverket//PM|NOM//nsubj//94 bör//VB|PRS|AKT//aux//94 därför//AB//advmod//94 ta//VB|INF|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//98 mer//AB|KOM//advmod//97 direkt//JJ|POS|NEU|SIN|IND|NOM//amod//98 ansvar//NN|NEU|SIN|IND|NOM//obj//94 för//PP//mark//101 att//IE//mark//101 hålla//VB|INF|AKT//advcl//94 ihop//PL//compound:prt//101 dessa//DT|UTR/NEU|PLU|DEF//det//104 frågor//NN|UTR|PLU|IND|NOM//obj//101 i//PP//case//106 staten//NN|UTR|SIN|DEF|NOM//nmod//104 .//MAD//punct//94
Befogenhetsfördelningen i vissa fall;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//5 Arbetsgivarverket//PM|NOM//nsubj//5 gör//VB|PRS|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//7 översyn//NN|UTR|SIN|IND|NOM//obj//5 av//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 s.k.//AB|AN//amod//11 arbetsgivarnycklarna//NN|UTR|PLU|DEF|NOM//nmod//7 .//MAD//punct//1
Befogenhetsfördelningen i vissa fall;En//DT|UTR|SIN|IND//det//14 åtgärd//NN|UTR|SIN|IND|NOM//parataxis//1 som//HP|-|-|-//obj//18 Arbetsgivarverket//PM|NOM//nsubj//18 bör//VB|PRS|AKT//aux//18 överväga//VB|INF|AKT//acl:relcl//14 är//VB|PRS|AKT//cop//14 att//SN//mark//27 –//RG|NOM//punct//27 i//PP//case//24 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 frågor//NN|UTR|PLU|IND|NOM//obl//27 –//RG|NOM//punct//27 inte//AB//advmod//27 delegera//VB|INF|AKT//acl//14 till//PP//case//30 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 myndigheter//NN|UTR|PLU|IND|NOM//obl//27 att//IE//mark//33 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//33 sluta//VB|INF|AKT//advcl//27 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 kollektivavtal//NN|NEU|PLU|IND|NOM//obj//33 .//MAD//punct//14
Befogenhetsfördelningen i vissa fall;En//DT|UTR|SIN|IND//det//39 annan//JJ|POS|UTR|SIN|IND|NOM//amod//39 åtgärd//NN|UTR|SIN|IND|NOM//appos//14 som//HP|-|-|-//nsubj//46 i//PP//case//43 det//DT|NEU|SIN|DEF//det//43 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//46 skulle//VB|PRT|AKT//aux//46 kunna//VB|INF|AKT//aux//46 komma//VB|INF|AKT//acl:relcl//39 i//PP//compound:prt//46 fråga//NN|UTR|SIN|IND|NOM//fixed//47 är//VB|PRS|AKT//cop//39 att//SN//mark//55 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 kollektivavtal//NN|NEU|PLU|IND|NOM//nsubj//55 –//RG|NOM//punct//52 såvitt//SN//advmod//55 avser//VB|PRS|AKT//csubj//39 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 frågor//NN|UTR|PLU|IND|NOM//obj//55 –//RG|NOM//punct//60 skulle//VB|PRT|AKT//aux//60 slutas//VB|INF|SFO//acl:relcl//14 under//PP//case//62 förbehåll//NN|NEU|SIN|IND|NOM//obl//60 av//PP//case//65 Arbetsgivarverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//65 godkännande//NN|NEU|SIN|IND|NOM//nmod//62 .//MID//punct//14
Befogenhetsfördelningen i vissa fall;Skulle//VB|PRT|AKT//aux//73 Arbetsgivarverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//69 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//73 enligt//PP//case//71 förslaget//NN|NEU|SIN|DEF|NOM//obl//73 inte//AB//advmod//73 visa//VB|INF|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//73 tillräckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//73 får//VB|PRS|AKT//aux//78 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//78 överväga//VB|INF|AKT//conj//1 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 åtgärder//NN|UTR|PLU|IND|NOM//obj//78 .//MAD//punct//1
Befogenhetsfördelningen i vissa fall;När//HA//case//3 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 frågan//NN|UTR|SIN|DEF|NOM//obl//13 om//PP//case//5 överföring//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//7 medel//NN|NEU|PLU|IND|NOM//nmod//5 bör//VB|PRS|AKT//aux//13 ett//DT|NEU|SIN|IND//det//10 förtydligande//NN|NEU|SIN|IND|NOM//nsubj:pass//13 lämpligen//AB//advmod//13 kunna//VB|INF|AKT//aux//13 intas//VB|INF|SFO//ROOT//13 i//PP//case//15 ESV//PM|NOM//obl//13 ://MID//punct//15 s//NN|AN//case//18 tillämpningsföreskrifter//NN|UTR|PLU|IND|NOM//obl//13 .//MAD//punct//13
Befogenhetsfördelningen i vissa fall;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 föreslås//VB|PRS|SFO//parataxis//13 uppdra//VB|INF|AKT//xcomp//21 åt//PP//case//24 ESV//PM|NOM//obl//22 att//IE//mark//26 göra//VB|INF|AKT//xcomp//22 en//DT|UTR|SIN|IND//det//28 översyn//NN|UTR|SIN|IND|NOM//obj//26 i//PP//case//30 syfte//NN|NEU|SIN|IND|NOM//obl//26 att//IE//mark//32 åstadkomma//VB|INF|AKT//advcl//26 ett//DT|NEU|SIN|IND//det//35 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//35 förtydligande//NN|NEU|SIN|IND|NOM//obj//32 och//KN//cc//38 att//IE//mark//38 lämna//VB|INF|AKT//conj//32 förslag//NN|NEU|SIN|IND|NOM//obj//38 till//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 åtgärder//NN|UTR|PLU|IND|NOM//obl//38 som//HP|-|-|-//nsubj//48 i//PP//advmod//48 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//44 kan//VB|PRS|AKT//aux//48 vara//VB|INF|AKT//cop//48 påkallade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//42 .//MAD//punct//13

Kompetensförsörjningen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//5 statsförvaltningen//NN|UTR|SIN|DEF|NOM//nsubj//5 står//VB|PRS|AKT//ccomp//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 mycket//AB|POS//advmod//8 väl//AB|POS//advmod//5 och//KN//cc//16 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 inte//AB//advmod//16 minst//AB|SUV//advmod//16 vid//PP//case//16 en//DT|UTR|SIN|IND//det//16 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//16 jämförelse//NN|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//1
Kompetensförsörjningen;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 överlag//AB//advmod//21 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 och//KN//cc//24 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//24 ger//VB|PRS|AKT//conj//21 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 resultat//NN|NEU|PLU|IND|NOM//obj//24 .//MAD//punct//1
Kompetensförsörjningen;Deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//31 unikt//AB|POS//amod//31 självständiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 ställning//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//35 det//DT|NEU|SIN|DEF//det//35 delegerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//35 ansvaret//NN|NEU|SIN|DEF|NOM//conj//31 ,//MID//punct//39 som//HP|-|-|-//nsubj//39 bl.a.//AB|AN//advmod//39 givit//VB|SUP|AKT//acl:relcl//35 myndigheterna//NN|UTR|PLU|DEF|NOM//iobj//39 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 medel//NN|NEU|SIN|IND|NOM//obj//39 för//PP//case//45 sin//PS|UTR|SIN|DEF//nmod:poss//45 arbetsgivarpolitik//NN|UTR|SIN|IND|NOM//obl//39 ,//MID//punct//31 har//VB|PRS|AKT//aux//49 starkt//AB|POS//advmod//49 bidragit//VB|SUP|AKT//conj//1 till//PP//case//51 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//49 .//MAD//punct//1
Kompetensförsörjningen;Den//DT|UTR|SIN|DEF//det//54 kvalitet//NN|UTR|SIN|IND|NOM//nsubj//61 som//HP|-|-|-//obj//57 statsförvaltningen//NN|UTR|SIN|DEF|NOM//nsubj//57 visar//VB|PRS|AKT//acl:relcl//54 är//VB|PRS|AKT//cop//61 också//AB//advmod//61 en//DT|UTR|SIN|IND//det//61 återspegling//NN|UTR|SIN|IND|NOM//parataxis//1 av//PP//mark//65 att//SN//mark//65 personalen//NN|UTR|SIN|DEF|NOM//nsubj//65 har//VB|PRS|AKT//acl//61 en//DT|UTR|SIN|IND//det//70 hög//JJ|POS|UTR|SIN|IND|NOM//amod//70 och//KN//cc//69 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//67 utbildningsnivå//NN|UTR|SIN|IND|NOM//obj//65 ,//MID//punct//74 ofta//AB|POS//advmod//73 lång//JJ|POS|UTR|SIN|IND|NOM//amod//74 erfarenhet//NN|UTR|SIN|IND|NOM//conj//61 i//PP//case//76 yrket//NN|NEU|SIN|DEF|NOM//nmod//74 och//KN//cc//80 en//DT|UTR|SIN|IND//det//80 stor//JJ|POS|UTR|SIN|IND|NOM//amod//80 lojalitet//NN|UTR|SIN|IND|NOM//conj//74 mot//PP//case//83 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//83 uppgifter//NN|UTR|PLU|IND|NOM//nmod//80 .//MAD//punct//61
Kompetensförsörjningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 går//VB|PRS|AKT//parataxis//61 dock//AB//advmod//86 inte//AB//advmod//86 att//IE//mark//90 blunda//VB|INF|AKT//csubj//86 för//PP//mark//95 att//SN//mark//95 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 också//AB//advmod//95 finns//VB|PRS|SFO//advcl//86 problem//NN|NEU|PLU|IND|NOM//obj//95 vad//HP|NEU|SIN|IND//nsubj//98 gäller//VB|PRS|AKT//conj//86 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//98 för//PP//case//101 staten//NN|UTR|SIN|DEF|NOM//nmod//99 som//KN//mark//103 arbetsgivare//NN|UTR|SIN|IND|NOM//xcomp//98 i//PP//case//105 framtiden//NN|UTR|SIN|DEF|NOM//nmod//103
Kompetensförsörjningen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//13 staten//NN|UTR|SIN|DEF|NOM//nsubj//13 i//PP//case//7 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 avseenden//NN|NEU|PLU|IND|NOM//nmod//4 –//PAD//punct//11 liksom//PP//mark//11 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 arbetsgivare//NN|UTR|PLU|IND|NOM//nmod//4 –//RG|NOM//punct//11 står//VB|PRS|AKT//ccomp//1 inför//PP//case//15 svårigheter//NN|UTR|PLU|IND|NOM//obl//13 när//HA//mark//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 gäller//VB|PRS|AKT//advcl//13 kompetensförsörjningen//NN|UTR|SIN|DEF|NOM//obj//18 .//MAD//punct//1
Kompetensförsörjningen;Det//DT|NEU|SIN|DEF//det//22 generationsskifte//NN|NEU|SIN|IND|NOM//nsubj//29 som//HP|-|-|-//nsubj:pass//25 redan//AB//advmod//25 inletts//VB|SUP|SFO//acl:relcl//22 kommer//VB|PRS|AKT//aux//29 bl.a.//AB|AN//advmod//29 att//IE//mark//29 leda//VB|INF|AKT//parataxis//1 till//PP//case//31 kompetensbortfall//NN|NEU|PLU|IND|NOM//obl//29 och//KN//cc//38 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 kan//VB|PRS|AKT//aux//38 för//PP//case//37 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 vidkommande//NN|NEU|SIN|IND|NOM//obl//38 uppstå//VB|INF|AKT//conj//1 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 brister//NN|UTR|PLU|IND|NOM//obj//38 på//PP//case//46 kvalificerad//PC|PRF|UTR|SIN|IND|NOM//amod//46 och//KN//cc//44 rätt//AB//conj//42 utbildad//PC|PRF|UTR|SIN|IND|NOM//amod//46 arbetskraft//NN|UTR|SIN|IND|NOM//obl//38 .//MAD//punct//1
Kompetensförsörjningen;Den//DT|UTR|SIN|DEF//det//51 snabbt//AB|POS//advmod//50 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 sjukfrånvaron//NN|UTR|SIN|DEF|NOM//nsubj//56 är//VB|PRS|AKT//cop//56 ett//DT|NEU|SIN|IND//det//56 mycket//AB|POS//advmod//55 stort//JJ|POS|NEU|SIN|IND|NOM//amod//56 problem//NN|NEU|SIN|IND|NOM//parataxis//1 på//PP//case//59 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//56 och//KN//cc//63 även//AB//advmod//63 i//PP//case//63 staten//NN|UTR|SIN|DEF|NOM//conj//56 .//MAD//punct//1
Kompetensförsörjningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 anledning//NN|UTR|SIN|IND|NOM//nsubj//1 för//PP//case//4 myndigheterna//NN|UTR|PLU|DEF|NOM//obl//1 att//IE//mark//7 nu//AB//advmod//7 överväga//VB|INF|AKT//csubj//1 hur//HA//advmod//13 det//DT|NEU|SIN|DEF//det//11 dagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 skall//VB|PRS|AKT//aux//13 organiseras//VB|INF|SFO//ccomp//7 och//KN//cc//15 ledas//VB|INF|SFO//conj//13 i//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 fall//NN|NEU|PLU|IND|NOM//obl//15 man//PN|UTR|SIN|IND|SUB//nsubj//20 har//VB|PRS|AKT//acl:relcl//18 en//DT|UTR|SIN|IND//det//23 stor//JJ|POS|UTR|SIN|IND|NOM//amod//23 andel//NN|UTR|SIN|IND|NOM//nmod//25 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 arbetstagare//NN|UTR|PLU|IND|NOM//obj//20 och//KN//cc//30 kanske//AB//advmod//30 också//AB//advmod//30 hög//JJ|POS|UTR|SIN|IND|NOM//amod//30 sjukfrånvaro//NN|UTR|SIN|IND|NOM//conj//25 ,//MID//punct//30 hög//JJ|POS|UTR|SIN|IND|NOM//amod//33 arbetsbelastning//NN|UTR|SIN|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj//35 ökar//VB|PRS|AKT//acl:relcl//33 pressen//NN|UTR|SIN|DEF|NOM//obj//35 på//PP//case//38 medarbetarna//NN|UTR|PLU|DEF|NOM//obl//35 osv.//AB|AN//punct//1
Kompetensförsörjningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 måste//VB|PRS|AKT//aux//42 skapas//VB|INF|SFO//parataxis//1 arbetsförhållanden//NN|NEU|PLU|IND|NOM//obj//42 som//HP|-|-|-//nsubj//45 minskar//VB|PRS|AKT//acl:relcl//43 dessa//DT|UTR/NEU|PLU|DEF//det//48 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 faktorer//NN|UTR|PLU|IND|NOM//obj//45 .//MAD//punct//42
Kompetensförsörjningen;Medvetenhet//NN|UTR|SIN|IND|NOM//nsubj//57 och//KN//cc//55 ett//DT|NEU|SIN|IND//det//55 gott//JJ|POS|NEU|SIN|IND|NOM//advmod//54 personligt//JJ|POS|NEU|SIN|IND|NOM//amod//55 ledarskap//NN|NEU|SIN|IND|NOM//conj//50 är//VB|PRS|AKT//cop//57 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//42 i//PP//case//60 detta//DT|NEU|SIN|DEF//det//60 sammanhang//NN|NEU|SIN|IND|NOM//obl//57 .//MAD//punct//1
Kompetensförsörjningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//63 pågår//VB|PRS|AKT//parataxis//1 hos//PP//case//66 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 myndigheter//NN|UTR|PLU|IND|NOM//obl//63 ett//DT|NEU|SIN|IND//det//68 utvecklingsarbete//NN|NEU|SIN|IND|NOM//obj//63 som//HP|-|-|-//nsubj//72 framför//PP//advmod//72 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//70 innefattar//VB|PRS|AKT//acl:relcl//68 anpassning//NN|UTR|SIN|IND|NOM//obj//72 av//PP//case//75 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//73 och//KN//cc//77 arbetstider//NN|UTR|PLU|IND|NOM//conj//75 ,//MID//punct//80 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//80 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//94 till//PP//case//82 deltidsarbete//NN|NEU|SIN|IND|NOM//nmod//80 eller//KN//cc//84 arbete//NN|NEU|SIN|IND|NOM//conj//82 på//PP//case//86 distans//NN|UTR|SIN|IND|NOM//nmod//80 m.m.//AB|AN//conj//86 Förbättringar//NN|UTR|PLU|IND|NOM//nmod//80 i//PP//case//90 arbetsmiljön//NN|UTR|SIN|DEF|NOM//nmod//88 och//KN//cc//92 arbetsförhållandena//NN|NEU|PLU|DEF|NOM//conj//90 kan//VB|PRS|AKT//aux//94 leda//VB|INF|AKT//advcl//63 till//PP//case//97 förbättrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//97 resultat//NN|NEU|PLU|IND|NOM//obl//94 i//PP//case//99 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//97 .//MAD//punct//1
