Uppdraget;Den//DT|UTR|SIN|DEF//det//2 29//RG|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2017//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 att//IE//mark//7 tillsätta//VB|INF|AKT//xcomp//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 göra//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//16 översyn//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//18 lagen//NN|UTR|SIN|DEF|NOM//nmod//16 (//PAD//punct//20 1984:3//RG|NOM//conj//18 )//PAD//punct//20 om//PP//case//24 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 verksamhet//NN|UTR|SIN|IND|NOM//obl//7 .//MAD//punct//4
Kärnavfallsbegreppet;Definitionerna//NN|UTR|PLU|DEF|NOM//nsubj//43 av//PP//case//35 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//33 och//KN//cc//37 kärnämne//NN|NEU|SIN|IND|NOM//conj//35 är//VB|PRS|AKT//cop//43 inte//AB//advmod//43 av//PP//case//41 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//43 uteslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 definitioner//NN|UTR|PLU|IND|NOM//parataxis//30 .//MAD//punct//43
Kärnavfallsbegreppet;Denna//DT|UTR|SIN|DEF//det//46 förändring//NN|UTR|SIN|IND|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 viktig//JJ|POS|UTR|SIN|IND|NOM//conj//19 då//HA//case//50 krav//NN|NEU|SIN|IND|NOM//obl//48 om//PP//case//52 kärnämneskontroll//NN|UTR|SIN|IND|NOM//nsubj//55 fortfarande//AB//advmod//55 kan//VB|PRS|AKT//aux//55 gälla//VB|INF|AKT//acl//50 efter//PP//mark//59 att//SN//mark//59 t.ex.//AB|AN//advmod//59 använt//VB|SUP|AKT//advcl//55 kärnbränsle//NN|NEU|SIN|IND|NOM//nsubj:pass//61 placerats//VB|SUP|SFO//xcomp//59 i//PP//case//64 ett//DT|NEU|SIN|IND//det//64 slutförvar//NN|NEU|SIN|IND|NOM//obl//61 .//MAD//punct//6
Kärnavfallsbegreppet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//23 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//23 om//PP//case//5 prövning//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//8 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 tillstånd//NN|NEU|PLU|IND|NOM//nmod//5 för//PP//case//10 slutförvaring//NN|UTR|SIN|IND|NOM//nmod//8 av//PP//case//13 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//13 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//10 i//PP//case//15 Sverige//PM|NOM//nmod//13 eller//KN//cc//18 för//PP//case//18 slutförvaring//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//21 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//18 utomlands//AB//advmod//23 ändras//VB|PRS|SFO//ccomp//1 så//AB//mark//29 att//SN//fixed//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 generellt//AB|POS//advmod//29 ska//VB|PRS|AKT//aux//29 krävas//VB|INF|SFO//advcl//23 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 skäl//NN|NEU|PLU|IND|NOM//nsubj:pass//29 för//PP//case//34 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 tillstånd//NN|NEU|PLU|IND|NOM//obl//29 och//KN//cc//40 inte//AB//advmod//38 som//KN//mark//38 hittills//AB//advmod//40 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 skäl//NN|NEU|PLU|IND|NOM//conj//34 .//MAD//punct//1
Kärnavfallsbegreppet;Denna//DT|UTR|SIN|DEF//det//43 förändring//NN|UTR|SIN|IND|NOM//nsubj//44 innebär//VB|PRS|AKT//parataxis//1 dock//AB//advmod//44 inte//AB//advmod//44 någon//DT|UTR|SIN|IND//det//48 ändring//NN|UTR|SIN|IND|NOM//obj//44 av//PP//case//51 de//DT|UTR/NEU|PLU|DEF//det//51 bedömningsgrunder//NN|UTR|PLU|IND|NOM//nmod//48 som//HP|-|-|-//nsubj:pass//53 tillämpas//VB|PRS|SFO//acl:relcl//51 i//PP//advmod//53 dag//NN|UTR|SIN|IND|NOM//fixed//54 utan//KN//cc//57 innebär//VB|PRS|AKT//conj//53 att//SN//mark//63 den//DT|UTR|SIN|DEF//det//60 praxis//NN|UTR|SIN|IND|NOM//nsubj:pass//63 som//HP|-|-|-//nsubj:pass//62 utvecklats//VB|SUP|SFO//acl:relcl//60 benämns//VB|PRS|SFO//ccomp//57 som//KN//nsubj//66 vara//VB|INF|AKT//aux:pass//66 grundad//PC|PRF|UTR|SIN|IND|NOM//xcomp//63 på//PP//case//69 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//69 skäl//NN|NEU|PLU|IND|NOM//obl//66 och//KN//cc//72 inte//AB//advmod//72 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//66 .//MAD//punct//44

Forsknings- och utvecklingsansvaret;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//42 kärntekniklagens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 krav//NN|NEU|SIN|IND|NOM//nsubj//42 på//PP//mark//22 att//SN//mark//22 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 som//HP|-|-|-//nsubj//10 har//VB|PRS|AKT//acl:relcl//8 tillstånd//NN|NEU|SIN|IND|NOM//obj//10 att//IE//mark//13 inneha//VB|INF|AKT//acl//8 eller//KN//cc//15 driva//VB|INF|AKT//conj//13 en//DT|UTR|SIN|IND//det//17 kärnkraftsreaktor//NN|UTR|SIN|IND|NOM//obj//15 (//PAD//punct//8 reaktorinnehavare//NN|UTR|SIN|IND|NOM//appos//8 )//PAD//punct//8 är//VB|PRS|AKT//cop//22 skyldig//JJ|POS|UTR|SIN|IND|NOM//acl//5 att//IE//mark//24 svara//VB|INF|AKT//advcl//22 för//PP//case//28 den//DT|UTR|SIN|DEF//det//28 allsidiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 forsknings-//NN|UTR|-|-|SMS//obl//24 och//KN//cc//30 utvecklingsverksamhet//NN|UTR|SIN|IND|NOM//conj//28 som//HP|-|-|-//nsubj:pass//32 behövs//VB|PRS|SFO//acl:relcl//30 för//PP//mark//39 att//IE//mark//39 på//PP//case//38 ett//DT|NEU|SIN|IND//det//38 säkert//JJ|POS|NEU|SIN|IND|NOM//amod//38 sätt//NN|NEU|SIN|IND|NOM//obl//39 hantera//VB|INF|AKT//advcl//32 och//KN//cc//41 slutförvara//VB|INF|AKT//conj//39 använt//VB|SUP|AKT//ccomp//1 kärnbränsle//NN|NEU|SIN|IND|NOM//nsubj:pass//46 och//KN//cc//45 kärnavfall//NN|NEU|SIN|IND|NOM//conj//43 ändras//VB|PRS|SFO//conj//42 .//MAD//punct//1
Forsknings- och utvecklingsansvaret;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//5 att//IE//mark//2 fullgöra//VB|INF|AKT//acl//0 skyldigheterna//NN|UTR|PLU|DEF|NOM//obj//2 bör//VB|PRS|AKT//aux//5 justeras//VB|INF|SFO//ROOT//5 i//PP//advmod//5 linje//NN|UTR|SIN|IND|NOM//fixed//6 med//PP//fixed//6 de//DT|UTR/NEU|PLU|DEF//det//10 föreslagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//fixed//6 ,//MID//punct//12 förtydligade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//5 ansvarsdimensionerna//NN|UTR|PLU|DEF|NOM//obj//12 ,//MID//punct//12 dvs.//AB|AN//mark//18 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 ska//VB|PRS|AKT//aux//18 vara//VB|INF|AKT//cop//22 ”//PAD//punct//22 verksamhetsutövarens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 ”//PAD//punct//22 ansvar//NN|NEU|SIN|IND|NOM//conj//5 att//IE//mark//24 upprätta//VB|INF|AKT//acl//22 ett//DT|NEU|SIN|IND//det//26 program//NN|NEU|SIN|IND|NOM//obj//24 för//PP//mark//29 att//IE//mark//29 bedriva//VB|INF|AKT//advcl//24 eller//KN//cc//31 låta//VB|INF|AKT//conj//29 bedriva//VB|INF|AKT//xcomp//31 den//DT|UTR|SIN|DEF//det//35 allsidig//JJ|POS|UTR|SIN|IND|NOM//amod//35 forsknings-//NN|UTR|-|-|SMS//obj//32 och//KN//cc//37 utvecklingsverksamhet//NN|UTR|SIN|IND|NOM//conj//35 som//HP|-|-|-//nsubj:pass//39 behövs//VB|PRS|SFO//acl:relcl//37 för//PP//mark//42 att//IE//mark//42 fullgöra//VB|INF|AKT//advcl//39 skyldigheterna//NN|UTR|PLU|DEF|NOM//obj//42 för//PP//case//45 omhändertagande//NN|NEU|SIN|IND|NOM//obl//42 av//PP//case//48 använt//VB|SUP|AKT//amod//48 kärnbränsle//NN|NEU|SIN|IND|NOM//nmod//45 och//KN//cc//50 kärnavfall//NN|NEU|SIN|IND|NOM//conj//48 .//MAD//punct//5
Forsknings- och utvecklingsansvaret;Vidare//AB|KOM//advmod//1 förslås//VB|PRS|SFO//ROOT//1 att//SN//mark//6 programmet//NN|NEU|SIN|DEF|NOM//nsubj//6 endast//AB//advmod//6 ska//VB|PRS|AKT//aux//6 omfatta//VB|INF|AKT//ccomp//1 de//DT|UTR/NEU|PLU|DEF//det//8 delar//NN|UTR|PLU|IND|NOM//obj//6 av//PP//case//12 det//DT|NEU|SIN|DEF//det//12 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//12 systemet//NN|NEU|SIN|DEF|NOM//nmod//8 för//PP//case//14 omhändertagande//NN|NEU|SIN|IND|NOM//nmod//12 av//PP//case//16 avfall//NN|NEU|PLU|IND|NOM//nmod//14 som//HP|-|-|-//obl//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 inte//AB//advmod//21 har//VB|PRS|AKT//aux//21 beviljats//VB|SUP|SFO//acl:relcl//8 något//DT|NEU|SIN|IND//det//23 tillstånd//NN|NEU|SIN|IND|NOM//nsubj//21 för//PP//case//17 .//MAD//punct//1
Forsknings- och utvecklingsansvaret;Avveckling//NN|UTR|SIN|IND|NOM//nsubj//31 av//PP//case//29 stängda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 anläggningar//NN|UTR|PLU|IND|NOM//nmod//26 ska//VB|PRS|AKT//aux//31 ingå//VB|INF|AKT//parataxis//1 i//PP//case//34 den//DT|UTR|SIN|DEF//det//34 utsträckning//NN|UTR|SIN|IND|NOM//obl//31 som//HP|-|-|-//obj//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 påverkar//VB|PRS|AKT//acl:relcl//34 de//DT|UTR/NEU|PLU|DEF//det//42 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 eller//KN//cc//41 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//39 slutförvaren//NN|UTR|SIN|DEF|NOM//obj//37 .//MAD//punct//1
Forsknings- och utvecklingsansvaret;En//DT|UTR|SIN|IND//det//47 periodiskt//AB|POS//advmod//46 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 redovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//53 av//PP//case//49 programmet//NN|NEU|SIN|DEF|NOM//nmod//47 ska//VB|PRS|AKT//aux//53 som//KN//mark//52 tidigare//AB|KOM//advmod//53 granskas//VB|INF|SFO//parataxis//1 och//KN//cc//55 utvärderas//VB|INF|SFO//conj//53 och//KN//cc//65 i//PP//case//60 samband//NN|NEU|SIN|IND|NOM//fixed//57 med//PP//fixed//57 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//65 ska//VB|PRS|AKT//aux//65 de//DT|UTR/NEU|PLU|DEF//det//63 villkor//NN|NEU|PLU|IND|NOM//nsubj:pass//65 kunna//VB|INF|AKT//aux//65 ställas//VB|INF|SFO//conj//53 som//HP|-|-|-//nsubj:pass//67 behövs//VB|PRS|SFO//advcl//65 för//PP//case//71 den//DT|UTR|SIN|DEF//det//71 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//71 forsknings-//NN|UTR|-|-|SMS//obl//67 och//KN//cc//73 utvecklingsverksamheten//NN|UTR|SIN|DEF|NOM//conj//71 .//MAD//punct//1
Forsknings- och utvecklingsansvaret;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//12 i//PP//case//4 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 kärntekniklag//NN|NEU|SIN|IND|NOM//nmod//1 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//7 programmets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 omfattning//NN|UTR|SIN|IND|NOM//nmod//1 ,//MID//punct//9 redovisning//NN|UTR|SIN|IND|NOM//conj//7 samt//KN//cc//11 tidsaspekter//NN|UTR|PLU|IND|NOM//conj//7 föreslås//VB|PRS|SFO//ROOT//12 flyttas//VB|INF|SFO//xcomp//12 till//PP//case//15 förordningsnivå//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//12

Avveckling och rivning av kärntekniska anläggningar;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//4 miljöprövningsförordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 ändras//VB|PRS|SFO//ccomp//1 så//AB//mark//19 att//SN//fixed//5 en//DT|UTR|SIN|IND//det//9 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//9 tillståndsprövning//NN|UTR|SIN|IND|NOM//nsubj//19 av//PP//case//11 miljöpåverkan//NN|UTR|SIN|IND|NOM//nmod//9 från//PP//case//14 en//DT|UTR|SIN|IND//det//14 kärnkraftsreaktor//NN|UTR|SIN|IND|NOM//nmod//11 som//HP|-|-|-//nsubj:pass//17 ska//VB|PRS|AKT//aux//17 avvecklas//VB|INF|SFO//acl:relcl//14 bör//VB|PRS|AKT//aux//19 gälla//VB|INF|AKT//advcl//4 från//PP//case//24 och//KN//fixed//20 med//PP//case//24 den//DT|UTR|SIN|DEF//det//24 tidpunkt//NN|UTR|SIN|IND|NOM//obl//19 då//HA//advmod//29 nedmontering//NN|UTR|SIN|IND|NOM//nsubj:pass//29 och//KN//cc//28 rivning//NN|UTR|SIN|IND|NOM//conj//26 påbörjas//VB|PRS|SFO//acl:relcl//24 .//MAD//punct//1
Avveckling och rivning av kärntekniska anläggningar;En//DT|UTR|SIN|IND//det//34 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//34 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//34 prövning//NN|UTR|SIN|IND|NOM//nsubj//36 bör//VB|PRS|AKT//aux//36 fokusera//VB|INF|AKT//conj//1 på//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 miljöeffekter//NN|UTR|PLU|IND|NOM//obl//36 som//HP|-|-|-//obj//50 den//DT|UTR|SIN|DEF//det//43 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//50 med//PP//case//45 nedmontering//NN|UTR|SIN|IND|NOM//nmod//43 och//KN//cc//47 rivning//NN|UTR|SIN|IND|NOM//conj//45 av//PP//case//49 reaktorn//NN|UTR|SIN|DEF|NOM//nmod//47 innebär//VB|PRS|AKT//acl:relcl//39 .//MAD//punct//1
Avveckling och rivning av kärntekniska anläggningar;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//19 en//DT|UTR|SIN|IND//det//5 fullständig//JJ|POS|UTR|SIN|IND|NOM//amod//5 demontering//NN|UTR|SIN|IND|NOM//nsubj//19 och//KN//cc//7 bortforsling//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//13 en//DT|UTR|SIN|IND//det//11 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//11 anläggnings//NN|UTR|SIN|IND|GEN//nmod:poss//13 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 delar//NN|UTR|PLU|IND|NOM//nmod//7 inte//AB//advmod//19 alltid//AB//advmod//19 ska//VB|PRS|AKT//aux//19 vara//VB|INF|AKT//cop//19 ett//DT|NEU|SIN|IND//det//19 krav//NN|NEU|SIN|IND|NOM//nsubj:pass//28 om//PP//case//22 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//22 användning//NN|UTR|SIN|IND|NOM//nmod//19 av//PP//case//24 byggnader//NN|UTR|PLU|IND|NOM//nmod//22 och//KN//cc//26 mark//NN|UTR|PLU|IND|NOM//conj//24 kan//VB|PRS|AKT//aux//28 motiveras//VB|INF|SFO//ccomp//1 .//MAD//punct//33
Avveckling och rivning av kärntekniska anläggningar;De//DT|UTR/NEU|PLU|DEF//det//32 samhälleliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 aspekterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//33 beaktas//VB|PRS|SFO//parataxis//28 genom//PP//mark//46 att//SN//mark//46 beslut//NN|NEU|PLU|IND|NOM//nsubj//46 om//PP//case//38 mål//NN|NEU|SIN|IND|NOM//nmod//36 och//KN//cc//40 omfattningen//NN|UTR|SIN|DEF|NOM//conj//38 av//PP//case//42 nedmontering//NN|UTR|SIN|IND|NOM//nmod//40 och//KN//cc//44 rivning//NN|UTR|SIN|IND|NOM//conj//42 först//AB//advmod//46 sker//VB|PRS|AKT//advcl//33 efter//PP//case//48 samråd//NN|NEU|SIN|IND|NOM//obl//46 mellan//PP//case//51 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 parter//NN|UTR|PLU|IND|NOM//nmod//48 .//MAD//punct//1
Avveckling och rivning av kärntekniska anläggningar;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//12 en//DT|UTR|SIN|IND//det//4 anläggning//NN|UTR|SIN|IND|NOM//nsubj//12 som//HP|-|-|-//nsubj:pass//7 har//VB|PRS|AKT//aux//7 friklassats//VB|SUP|SFO//acl:relcl//4 med//PP//case//9 stöd//NN|NEU|SIN|IND|NOM//obl//7 av//PP//case//11 strålskyddslagen//NN|UTR|SIN|DEF|NOM//nmod//9 upphör//VB|PRS|AKT//ccomp//1 att//IE//mark//17 vara//VB|INF|AKT//cop//17 en//DT|UTR|SIN|IND//det//17 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 anläggning//NN|UTR|SIN|IND|NOM//obj//12 .//MAD//punct//1

Sanktioner;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//21 den//DT|UTR|SIN|DEF//det//5 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 kärntekniklagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 ,//MID//punct//12 liksom//PP//mark//9 den//DT|UTR|SIN|DEF//det//9 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//12 ,//MID//punct//12 ska//VB|PRS|AKT//aux//12 innehålla//VB|INF|AKT//acl:relcl//5 sanktionsbestämmelser//NN|UTR|PLU|IND|NOM//obj//12 .//MAD//punct//5
Sanktioner;Innehållet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 i//PP//case//20 den//DT|UTR|SIN|DEF//det//19 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 straffbestämmelser//NN|UTR|PLU|IND|NOM//nmod//15 föreslås//VB|PRS|SFO//ccomp//1 i//PP//case//24 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 delar//NN|UTR|PLU|IND|NOM//obl//21 föras//VB|INF|SFO//conj//1 över//PL//compound:prt//25 till//PP//case//30 den//DT|UTR|SIN|DEF//det//30 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 lagen//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//1
Sanktioner;Straffet//NN|NEU|SIN|DEF|NOM//nsubj:pass//39 för//PP//case//35 grovt//JJ|POS|NEU|SIN|IND|NOM//amod//35 brott//NN|NEU|SIN|IND|NOM//nmod//32 mot//PP//case//38 kärntekniklagens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//35 föreslås//VB|PRS|SFO//parataxis//1 dock//AB//advmod//39 skärpas//VB|INF|SFO//xcomp//39 ,//MID//punct//51 från//PP//case//46 högst//AB|SUV//advmod//45 fyra//RG|NOM//nummod//46 år//NN|NEU|PLU|IND|NOM//obl//51 till//PP//case//51 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//49 sex//RG|NOM//nummod//50 års//NN|NEU|PLU|IND|GEN//nmod:poss//51 fängelse//NN|NEU|SIN|IND|NOM//obl//39 i//PP//case//55 linje//NN|UTR|SIN|IND|NOM//fixed//52 med//PP//fixed//52 vad//HP|NEU|SIN|IND//dislocated//57 som//HP|-|-|-//nsubj//57 gäller//VB|PRS|AKT//acl:relcl//51 för//PP//case//60 grovt//JJ|POS|NEU|SIN|IND|NOM//amod//60 miljöbrott//NN|NEU|SIN|IND|NOM//obl//57 enligt//PP//case//62 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//60 .//MAD//punct//39
Sanktioner;Till//PP//case//5 skillnad//NN|UTR|SIN|IND|NOM//fixed//0 från//PP//case//5 den//DT|UTR|SIN|DEF//det//5 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 lagen//NN|UTR|SIN|DEF|NOM//obl//11 bör//VB|PRS|AKT//aux//11 den//DT|UTR|SIN|DEF//det//9 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 lagen//NN|UTR|SIN|DEF|NOM//nsubj//11 också//AB//advmod//11 innehålla//VB|INF|AKT//ROOT//11 ett//DT|NEU|SIN|IND//det//13 bemyndigande//NN|NEU|SIN|IND|NOM//xcomp//11 för//PP//case//15 regeringen//NN|UTR|SIN|DEF|NOM//nmod//13 att//IE//mark//17 föreskriva//VB|INF|AKT//xcomp//11 om//PP//mark//24 att//SN//mark//24 en//DT|UTR|SIN|IND//det//22 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//22 sanktionsavgift//NN|UTR|SIN|IND|NOM//nsubj:pass//24 ska//VB|PRS|AKT//aux//24 betalas//VB|INF|SFO//ccomp//17 av//PP//case//26 den//PN|UTR|SIN|DEF|SUB/OBJ//obl:agent//24 som//HP|-|-|-//nsubj//28 bryter//VB|PRS|AKT//acl:relcl//26 mot//PP//case//31 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 bestämmelser//NN|UTR|PLU|IND|NOM//obl//28 i//PP//case//33 lagen//NN|UTR|SIN|DEF|NOM//obl//28 ,//MID//punct//36 i//PP//case//36 föreskrifter//NN|UTR|PLU|IND|NOM//obl//28 och//KN//cc//38 villkor//NN|NEU|PLU|IND|NOM//conj//36 som//HP|-|-|-//nsubj:pass//41 har//VB|PRS|AKT//aux//41 meddelats//VB|SUP|SFO//acl:relcl//38 med//PP//case//43 stöd//NN|NEU|SIN|IND|NOM//obl//41 av//PP//case//45 lagen//NN|UTR|SIN|DEF|NOM//nmod//43 eller//KN//cc//48 i//PP//case//48 Euratomförordningar//NN|UTR|PLU|IND|NOM//conj//45 på//PP//case//51 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 område//NN|NEU|SIN|IND|NOM//obl//41 .//MAD//punct//11
Sanktioner;Med//PP//case//54 stöd//NN|NEU|SIN|IND|NOM//obl//61 av//PP//case//56 bemyndigandet//NN|NEU|SIN|DEF|NOM//nmod//54 bör//VB|PRS|AKT//aux//61 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//61 i//PP//case//60 förordning//NN|UTR|SIN|IND|NOM//obl//61 ange//VB|INF|AKT//advcl//11 vilka//HD|UTR/NEU|PLU|IND//det//63 överträdelser//NN|UTR|PLU|IND|NOM//obj//61 som//HP|-|-|-//nsubj//67 ska//VB|PRS|AKT//aux//67 kunna//VB|INF|AKT//aux//67 medföra//VB|INF|AKT//acl:relcl//63 en//DT|UTR|SIN|IND//det//69 avgift//NN|UTR|SIN|IND|NOM//obj//67 ,//MID//punct//69 storleken//NN|UTR|SIN|DEF|NOM//appos//69 på//PP//case//73 avgifterna//NN|UTR|PLU|DEF|NOM//nmod//71 samt//KN//cc//78 att//SN//mark//78 avgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//78 ska//VB|PRS|AKT//aux//78 tas//VB|INF|SFO//conj//61 ut//PL//compound:prt//78 av//PP//case//81 tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//obl:agent//78 (//PAD//punct//83 Strålsäkerhetsmyndigheten//NN|UTR|SIN|DEF|NOM//appos//81 )//PAD//punct//83 .//MAD//punct//11
Sanktioner;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//89 om//PP//case//88 sanktionsavgifter//NN|UTR|PLU|IND|NOM//nmod//86 innebär//VB|PRS|AKT//parataxis//11 att//SN//mark//94 den//DT|UTR|SIN|DEF//det//93 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//94 straffbestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//100 för//PP//case//96 överträdelser//NN|UTR|PLU|IND|NOM//nmod//94 av//PP//case//99 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 Euratomförordningar//NN|UTR|PLU|IND|NOM//nmod//96 tas//VB|PRS|SFO//ccomp//89 bort//PL//compound:prt//100 .//MAD//punct//100
Sanktioner;I//PP//case//104 bemyndigandet//NN|NEU|SIN|DEF|NOM//obl//89 bör//VB|PRS|AKT//aux//107 också//AB//advmod//107 anges//VB|INF|SFO//conj//11 i//PP//case//110 vilka//HD|UTR/NEU|PLU|IND//det//110 situationer//NN|UTR|PLU|IND|NOM//obl//115 en//DT|UTR|SIN|IND//det//113 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//113 avgift//NN|UTR|SIN|IND|NOM//nsubj//115 vore//VB|KON|PRT|AKT//cop//115 oskälig//JJ|POS|UTR|SIN|IND|NOM//ccomp//107 .//MAD//punct//115
