Statens Institut för Kommunikationsanalys;Analyser//NN|UTR|PLU|IND|NOM//ROOT//0 för//PP//case//2 Järnvägsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
7. Diskussion och slutsatser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 kan//VB|PRS|AKT//aux//13 gälla//VB|INF|AKT//parataxis//5 när//HA//mark//26 man//PN|UTR|SIN|IND|SUB//nsubj//26 inför//VB|PRS|AKT//case//19 en//DT|UTR|SIN|IND//det//19 ny//JJ|POS|UTR|SIN|IND|NOM//amod//19 buss-//NN|UTR|-|-|SMS//nmod//15 eller//KN//cc//21 tågförbindelse//NN|UTR|SIN|IND|NOM//conj//19 men//KN//cc//26 också//AB//advmod//26 när//HA//mark//26 individen//NN|UTR|SIN|DEF|NOM//nsubj//26 byter//VB|PRS|AKT//advcl//13 arbete//NN|NEU|SIN|IND|NOM//obj//26 eller//KN//cc//29 bostad//NN|UTR|SIN|IND|NOM//conj//27 .//MAD//punct//13
7. Diskussion och slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 visar//VB|PRS|AKT//conj//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//32 att//SN//mark//38 folk//NN|NEU|PLU|IND|NOM//nsubj//38 är//VB|PRS|AKT//cop//38 mest//AB|SUV//advmod//38 mottagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//32 för//PP//case//41 något//DT|NEU|SIN|IND//det//41 nytt//JJ|POS|NEU|SIN|IND|NOM//obl//38 då//HA//mark//45 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//45 är//VB|PRS|AKT//cop//45 lediga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//38 över//PP//case//48 t.ex.//AB|AN//advmod//48 helgen//NN|UTR|SIN|DEF|NOM//obl//45 .//MID//punct//32
7. Diskussion och slutsatser;Då//AB//advmod//53 kan//VB|PRS|AKT//aux//53 man//PN|UTR|SIN|IND|SUB//nsubj//53 passa//VB|INF|AKT//conj//5 på//PL//mark//56 att//IE//mark//56 bjuda//VB|INF|AKT//advcl//53 på//PP//case//58 fritidsresor//NN|UTR|PLU|IND|NOM//obl//56 .//MAD//punct//53
7. Diskussion och slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 särkilt//AB//advmod//3 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 rikta//VB|INF|AKT//csubj//3 kampanjer//NN|UTR|PLU|IND|NOM//obj//5 mot//PP//case//9 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 människor//NN|UTR|PLU|IND|NOM//nmod//6 i//PP//case//12 20–30//RG|NOM//nummod//12 årsåldern//NN|UTR|SIN|DEF|NOM//obl//5 ,//MID//punct//3 ty//KN//cc//18 in//AB//advmod//17 denna//DT|UTR|SIN|DEF//det//17 ålder//NN|UTR|SIN|IND|NOM//obl//18 slutar//VB|PRS|AKT//conj//3 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//18 att//IE//mark//21 åka//VB|INF|AKT//advcl//18 kollektivt//AB|POS//advmod//21 .//MAD//punct//3
7. Diskussion och slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 kan//VB|PRS|AKT//aux//26 bero//VB|INF|AKT//parataxis//3 på//PP//mark//30 att//SN//mark//30 man//PN|UTR|SIN|IND|SUB//nsubj//30 bildar//VB|PRS|AKT//advcl//26 familj//NN|UTR|SIN|IND|NOM//obj//30 och//KN//cc//33 ///MID//conj//31 eller//KN//cc//35 flyttar//VB|PRS|AKT//conj//31 och//KN//cc//39 då//HA//advmod//39 ”//PM|NOM//punct//37 byter//VB|PRS|AKT//conj//30 till//PP//case//41 bil//NN|UTR|SIN|IND|NOM//obl//39 ”//PAD//punct//26 .//MAD//punct//3
7. Diskussion och slutsatser;Kollektivtrafikföretaget//NN|NEU|SIN|DEF|NOM//nsubj//46 bör//VB|PRS|AKT//aux//46 gå//VB|INF|AKT//parataxis//3 ut//PL//compound:prt//46 med//PP//case//50 riktad//PC|PRF|UTR|SIN|IND|NOM//amod//50 information//NN|UTR|SIN|IND|NOM//obl//46 om//PP//case//53 vilka//HD|UTR/NEU|PLU|IND//det//53 resmöjligheter//NN|UTR|PLU|IND|NOM//obl//46 som//HP|-|-|-//nsubj//55 finns//VB|PRS|SFO//acl:relcl//53 i//PP//case//59 det//DT|NEU|SIN|DEF//det//59 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 området//NN|NEU|SIN|DEF|NOM//obl//55 .//MID//punct//3
7. Diskussion och slutsatser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//64 är//VB|PRS|AKT//cop//64 särskilt//AB//advmod//64 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//3 i//PP//case//66 områden//NN|NEU|PLU|IND|NOM//obl//64 där//HA//advmod//72 buss//NN|UTR|SIN|IND|NOM//nsubj//72 är//VB|PRS|AKT//cop//72 det//DT|NEU|SIN|DEF//det//72 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 alternativet//NN|NEU|SIN|DEF|NOM//appos//64 .//MAD//punct//64
7. Diskussion och slutsatser;Undersök//VB|IMP|AKT//ROOT//0 marknaden//NN|UTR|SIN|DEF|NOM//obj//0
7. Diskussion och slutsatser;Marknaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 bör//VB|PRS|AKT//aux//2 undersökas//VB|INF|SFO//ROOT//2 med//PP//case//6 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//6 parallella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 metoder//NN|UTR|PLU|IND|NOM//obl//2 .//MID//punct//2
7. Diskussion och slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 är//VB|PRS|AKT//cop//10 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//13 branschen//NN|UTR|SIN|DEF|NOM//nsubj//13 har//VB|PRS|AKT//csubj//10 kunskap//NN|UTR|SIN|IND|NOM//obj//13 om//PP//case//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 metoder//NN|UTR|PLU|IND|NOM//nmod//14 och//KN//cc//21 att//SN//mark//21 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//21 ger//VB|PRS|AKT//conj//10 svar//NN|NEU|PLU|IND|NOM//obj//21 på//PP//case//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 frågor//NN|UTR|PLU|IND|NOM//obl//21 .//MAD//punct//10
7. Diskussion och slutsatser;Man//PN|UTR|SIN|IND|SUB//nsubj//30 behöver//VB|PRS|AKT//aux//30 t.ex.//AB|AN//advmod//30 fortsätta//VB|INF|AKT//parataxis//10 att//IE//mark//32 mäta//VB|INF|AKT//xcomp//30 kundtillfredsställelse//NN|UTR|SIN|IND|NOM//obj//32 ,//MID//punct//32 t.ex.//AB|AN//advmod//36 SLTF//PM|NOM//appos//32 ://MID//punct//36 s//NN|NEU|SIN|IND|GEN//nummod//39 kundbarometer//NN|UTR|SIN|IND|NOM//obj//32 .//MAD//punct//30
7. Diskussion och slutsatser;Då//AB//advmod//42 får//VB|PRS|AKT//conj//10 man//PN|UTR|SIN|IND|SUB//nsubj//42 svar//NN|NEU|SIN|IND|NOM//obj//42 på//PP//mark//48 om//SN//mark//48 man//PN|UTR|SIN|IND|SUB//nsubj//48 gör//VB|PRS|AKT//advcl//42 saker//NN|UTR|PLU|IND|NOM//obj//48 rätt//AB//advmod//48 ,//MID//punct//48 med//PP//case//54 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//54 kvalitet//NN|UTR|SIN|IND|NOM//obl//48 och//KN//cc//57 alltså//AB//advmod//57 håller//VB|PRS|AKT//conj//48 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//57 man//PN|UTR|SIN|IND|SUB//nsubj//63 direkt//AB|POS//advmod//63 eller//KN//cc//62 indirekt//AB|POS//conj//60 lovat//VB|SUP|AKT//ccomp//57 kunderna//NN|UTR|PLU|DEF|NOM//obj//63 .//MAD//punct//10
7. Diskussion och slutsatser;Tågbranschen//NN|UTR|SIN|DEF|NOM//conj//10 bör//VB|PRS|AKT//aux//68 studera//VB|INF|AKT//advcl//10 hur//HA//advmod//71 man//PN|UTR|SIN|IND|SUB//nsubj//71 gör//VB|PRS|AKT//ccomp//68 i//PP//case//73 England//PM|NOM//obl//71 för//PP//mark//76 att//IE//mark//76 följa//VB|INF|AKT//advcl//71 upp//PL//compound:prt//76 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//76 i//PP//case//80 tågtrafiken//NN|UTR|SIN|DEF|NOM//obl//76 och//KN//cc//84 hur//HA//advmod//84 man//PN|UTR|SIN|IND|SUB//nsubj//84 reglerar//VB|PRS|AKT//conj//71 vad//HP|NEU|SIN|IND//dislocated//87 som//HP|-|-|-//nsubj//87 händer//VB|PRS|AKT//ccomp//84 vid//PP//case//90 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 kvalitet//NN|UTR|SIN|IND|NOM//obl//87 ,//MID//punct//94 t.ex.//AB|AN//advmod//94 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 incitamentsregler//NN|UTR|PLU|IND|NOM//obl//87 .//MAD//punct//10
7. Diskussion och slutsatser;För//PP//mark//2 att//IE//mark//2 ta//VB|INF|AKT//advcl//19 reda//PL//compound:prt//2 på//PP//mark//8 hur//HA//advmod//8 trafiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 bör//VB|PRS|AKT//aux//8 utvecklas//VB|INF|SFO//ccomp//2 i//PP//case//10 framtiden//NN|UTR|SIN|DEF|NOM//obl//8 ,//MID//punct//18 kanske//AB//advmod//18 till//AB//advmod//16 och//KN//fixed//13 med//AB//fixed//13 inkludera//VB|INF|AKT//amod//18 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 transportmedel//NN|NEU|PLU|IND|NOM//appos//2 behövs//VB|PRS|SFO//ROOT//19 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 metoder//NN|UTR|PLU|IND|NOM//nsubj:pass//19 som//KN//mark//26 t.ex.//AB|AN//advmod//26 stated//UO//amod//25 preference//UO//amod//26 undersökningar//NN|UTR|PLU|IND|NOM//appos//21 och//KN//cc//28 scenariestudier//NN|NEU|PLU|IND|NOM//conj//26 .//MAD//punct//19
7. Diskussion och slutsatser;(//PAD//punct//31 Behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//36 av//PP//case//33 mobiltelefoner//NN|UTR|PLU|IND|NOM//nmod//31 hade//VB|PRT|AKT//aux//36 inte//AB//advmod//36 upptäckts//VB|SUP|SFO//parataxis//19 genom//PP//case//39 enbart//AB//advmod//39 kundnöjdhetsundersökningar//NN|UTR|PLU|IND|NOM//obl//36 .//MAD//punct//19 )//PAD//punct//19
7. Diskussion och slutsatser;Järnvägs-//NN|UTR|-|-|SMS//nsubj//5 och//KN//cc//2 kollektivtrafikbranschen//NN|UTR|SIN|DEF|NOM//conj//0 bör//VB|PRS|AKT//aux//5 ekonomiskt//AB|POS//advmod//5 stödja//VB|INF|AKT//ROOT//5 forskning//NN|UTR|SIN|IND|NOM//obj//5 om//PP//case//8 marknaden//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//10 tåg-//NN|UTR|-|-|SMS//nmod//8 och//KN//cc//12 kollektivtrafik//NN|UTR|SIN|IND|NOM//conj//10 .//MAD//punct//5
7. Diskussion och slutsatser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 är//VB|PRS|AKT//cop//17 särskilt//AB//advmod//17 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//5 när//HA//mark//20 branschen//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 delas//VB|PRS|SFO//advcl//17 upp//PL//compound:prt//20 i//PP//case//26 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 aktörer//NN|UTR|PLU|IND|NOM//obl//20 utan//PP//case//29 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 resurser//NN|UTR|PLU|IND|NOM//nmod//26 för//PP//case//32 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 projekt//NN|NEU|PLU|IND|NOM//nmod//29 .//MAD//punct//17
7. Diskussion och slutsatser;Forskningsmedel//NN|NEU|PLU|IND|NOM//nsubj:pass//38 skulle//VB|PRT|AKT//aux//38 eventuellt//AB|POS//advmod//38 kunna//VB|INF|AKT//aux//38 kanaliseras//VB|INF|SFO//parataxis//17 genom//PP//case//40 SLTF//PM|NOM//obl//38 och//KN//cc//42 Tågoperatörerna//NN|UTR|PLU|DEF|NOM//conj//40 .//MAD//punct//17
7. Diskussion och slutsatser;Integrera//VB|INF|AKT//amod//1 resenärsperspektivet//NN|NEU|SIN|DEF|NOM//ROOT//1
7. Diskussion och slutsatser;Integrera//VB|INF|AKT//ROOT//0 resenärerna//NN|UTR|PLU|DEF|NOM//obj//0 i//PP//case//3 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//0 av//PP//case//5 kollektivtrafiken//NN|UTR|SIN|DEF|NOM//nmod//3 .//MAD//punct//0
7. Diskussion och slutsatser;Att//IE//mark//8 ge//VB|INF|AKT//advcl//0 resenärerna//NN|UTR|PLU|DEF|NOM//iobj//8 möjlighet//NN|UTR|SIN|IND|NOM//obj//8 att//IE//mark//12 delta//VB|INF|AKT//acl//10 i//PP//case//14 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//12 ger//VB|PRS|AKT//conj//8 dels//KN//advmod//17 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 image//NN|UTR|SIN|IND|NOM//obj//15 åt//PP//case//20 kollektivtrafiken//NN|UTR|SIN|DEF|NOM//obl//15 och//KN//cc//23 dels//KN//advmod//23 ökar//VB|PRS|AKT//conj//8 acceptansen//NN|UTR|SIN|DEF|NOM//obj//23 hos//PP//case//26 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//24 .//MAD//punct//0
7. Diskussion och slutsatser;Stöd//NN|NEU|SIN|IND|NOM//ROOT//0 och//KN//cc//2 lyssna//VB|INF|AKT//conj//0 på//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 resenärsgrupper//NN|UTR|PLU|IND|NOM//obl//2 som//HP|-|-|-//nsubj//8 redan//AB//advmod//8 finns//VB|PRS|SFO//acl:relcl//5 och//KN//cc//14 som//HP|-|-|-//nsubj:pass//14 kan//VB|PRS|AKT//aux//14 komma//VB|INF|AKT//aux//14 att//IE//mark//14 bildas//VB|INF|SFO//conj//8 .//MAD//punct//0
7. Diskussion och slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 handlar//VB|PRS|AKT//parataxis//0 om//PP//case//20 t.ex.//AB|AN//advmod//20 pendlarföreningar//NN|UTR|PLU|IND|NOM//obl//17 och//KN//cc//23 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 intresseorganisationer//NN|UTR|PLU|IND|NOM//conj//20 kring//PP//case//25 tåg//NN|NEU|SIN|IND|NOM//nmod//20 och//KN//cc//27 kollektivtrafik//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//17
7. Diskussion och slutsatser;Betrakta//VB|IMP|AKT//ROOT//0 kollektivtrafiken//NN|UTR|SIN|DEF|NOM//obj//0 som//KN//case//3 tjänsteproduktion//NN|UTR|SIN|IND|NOM//obl//0
7. Diskussion och slutsatser;Kollektivtrafiken//NN|UTR|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 en//DT|UTR|SIN|IND//det//3 tjänst//NN|UTR|SIN|IND|NOM//ROOT//3 som//HP|-|-|-//nsubj//7 bör//VB|PRS|AKT//aux//7 vara//VB|INF|AKT//cop//7 serviceinriktad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//3 .//MAD//punct//3
7. Diskussion och slutsatser;Därför//AB//advmod//22 bör//VB|PRS|AKT//aux//22 en//DT|UTR|SIN|IND//det//13 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 del//NN|UTR|SIN|IND|NOM//nsubj//22 av//PP//case//15 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//13 av//PP//case//17 trafikpersonal//NN|UTR|SIN|IND|NOM//nmod//15 ,//MID//punct//13 än//KN//mark//20 idag//AB//advmod//13 ,//MID//punct//22 innehålla//VB|INF|AKT//parataxis//3 utbildning//NN|UTR|SIN|IND|NOM//obj//22 i//PP//mark//27 hur//HA//advmod//27 man//PN|UTR|SIN|IND|SUB//nsubj//27 bemöter//VB|PRS|AKT//advcl//22 kunder//NN|UTR|PLU|IND|NOM//obj//27 och//KN//cc//30 ger//VB|PRS|AKT//conj//27 service//NN|UTR|SIN|IND|NOM//obj//30 .//MAD//punct//3
7. Diskussion och slutsatser;Prioriteten//NN|UTR|SIN|DEF|NOM//nsubj//39 för//PP//case//36 en//DT|UTR|SIN|IND//det//36 bussförarutbildning//NN|UTR|SIN|IND|NOM//nmod//33 kan//VB|PRS|AKT//aux//39 då//AB//advmod//39 bli//VB|INF|AKT//parataxis//3 ://MAD//punct//39
7. Diskussion och slutsatser;Ge//VB|IMP|AKT//ROOT//0 god//JJ|POS|UTR|SIN|IND|NOM//amod//2 service//NN|UTR|SIN|IND|NOM//obj//0
7. Diskussion och slutsatser;Lär//VB|IMP|AKT//ROOT//0 dig//PN|UTR|SIN|DEF|OBJ//iobj//0 ratta//VB|INF|AKT//xcomp//0 bussen//NN|UTR|SIN|DEF|NOM//obj//2
7. Diskussion och slutsatser;Baskvalitet//NN|NEU|SIN|DEF|NOM//ROOT//0
7. Diskussion och slutsatser;"Trafiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 bör//VB|PRS|AKT//aux//2 bedrivas//VB|INF|SFO//ROOT//2 med//PP//case//4 löfte//NN|NEU|SIN|IND|NOM//obl//2 till//PP//case//6 resenärerna//NN|UTR|PLU|DEF|NOM//nmod//4 om//PP//case//10 en//DT|UTR|SIN|IND//det//10 viss//JJ|POS|UTR|SIN|IND|NOM//amod//10 kvalitetsnivå//NN|UTR|SIN|IND|NOM//obl//2 ;//MID//punct//2"
7. Diskussion och slutsatser;baskvalitet//NN|NEU|SIN|DEF|NOM//obl//2 .//MID//punct//2
7. Diskussion och slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 innebär//VB|PRS|AKT//parataxis//2 t.ex.//AB|AN//advmod//15 inte//AB//advmod//15 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 överallt//AB//advmod//25 kan//VB|PRS|AKT//aux//25 vara//VB|INF|AKT//cop//25 10//RG|NOM//nummod//24 min//PS|UTR|SIN|DEF//nmod:poss//25 turtäthet//NN|UTR|SIN|IND|NOM//ccomp//15 men//KN//cc//30 att//SN//mark//30 man//PN|UTR|SIN|IND|SUB//nsubj//30 ska//VB|PRS|AKT//aux//30 hålla//VB|INF|AKT//conj//15 den//DT|UTR|SIN|DEF//det//32 turtäthet//NN|UTR|SIN|IND|NOM//obj//30 man//PN|UTR|SIN|IND|SUB//nsubj//34 lovat//VB|SUP|AKT//acl:relcl//32 i//PP//case//36 tidtabellen//NN|UTR|SIN|DEF|NOM//obl//34 .//MID//punct//15
7. Diskussion och slutsatser;Om//SN//mark//40 man//PN|UTR|SIN|IND|SUB//nsubj//40 lovar//VB|PRS|AKT//advcl//15 låggolvsfordon//NN|NEU|PLU|IND|NOM//obj//40 ,//MID//punct//48 så//AB//advmod//48 att//SN//mark//45 rörelsehindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//fixed//43 lättare//AB|KOM//fixed//43 kan//VB|PRS|AKT//aux//48 åka//VB|INF|AKT//advcl//40 ,//MID//punct//48 så//AB//advmod//55 ska//VB|PRS|AKT//aux//55 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 inte//AB//advmod//55 ibland//AB//advmod//55 komma//VB|INF|AKT//conj//15 ett//DT|NEU|SIN|IND//det//58 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 fordon//NN|NEU|SIN|IND|NOM//obj//55 med//PP//case//61 högt//JJ|POS|NEU|SIN|IND|NOM//amod//61 insteg//NN|NEU|SIN|IND|NOM//obl//55 .//MAD//punct//15
7. Diskussion och slutsatser;Tidningen//NN|UTR|SIN|DEF|NOM//nmod//1 Metro//PM|NOM//nsubj//2 skriver//VB|PRS|AKT//ROOT//2 den//DT|UTR|SIN|DEF//det//5 18//RG|NOM//nummod//5 januari//NN|UTR|SIN|IND|NOM//obj//2 2003//RG|NOM//nummod//5 om//PP//case//9 en//DT|UTR|SIN|IND//det//9 kille//NN|UTR|SIN|IND|NOM//obl//2 i//PP//case//11 elrullstol//NN|UTR|SIN|IND|NOM//nmod//9 som//KN//nsubj//18 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 dagar//NN|UTR|PLU|IND|NOM//nsubj//18 i//PP//case//16 rad//NN|UTR|SIN|IND|NOM//nmod//14 inte//AB//advmod//18 kommit//VB|SUP|AKT//acl:relcl//9 med//PL//case//20 bussen//NN|UTR|SIN|DEF|NOM//obl//18 därför//HA//mark//24 att//SN//fixed//21 förarna//NN|UTR|PLU|DEF|NOM//nsubj//24 glömt//VB|SUP|AKT//advcl//18 att//IE//mark//26 ta//VB|INF|AKT//xcomp//24 med//PL//compound:prt//26 nyckeln//NN|UTR|SIN|DEF|NOM//obj//26 till//PP//case//30 rullstolsrampen//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//2
7. Diskussion och slutsatser;I//PP//case//1 tåg//NN|NEU|SIN|IND|NOM//obl//4 kan//VB|PRS|AKT//aux//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 gälla//VB|INF|AKT//ROOT//4 att//SN//mark//15 bord//NN|NEU|SIN|IND|NOM//nsubj//15 ,//MID//punct//8 PC-uttag//NN|NEU|SIN|IND|NOM//conj//6 ,//MID//punct//11 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 skyltar//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//13 musikuttag//NN|NEU|PLU|IND|NOM//conj//6 ska//VB|PRS|AKT//aux//15 fungera//VB|INF|AKT//ccomp//4 på//PP//case//18 varje//DT|UTR/NEU|SIN|IND//det//18 resa//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//4
7. Diskussion och slutsatser;En//DT|UTR|SIN|IND//det//21 tjänsteresenär//NN|UTR|SIN|IND|NOM//nsubj//25 kan//VB|PRS|AKT//aux//25 t.ex.//AB|AN//advmod//25 inte//AB//advmod//25 planera//VB|INF|AKT//parataxis//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//27 resor//NN|UTR|PLU|IND|NOM//obj//25 efter//PP//mark//32 att//SN//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 kanske//AB//advmod//32 finns//VB|PRS|SFO//advcl//25 ström//NN|UTR|SIN|IND|NOM//nsubj//32 till//PP//case//35 datorn//NN|UTR|SIN|DEF|NOM//obl//32 idag//AB//advmod//32 .//MAD//punct//4
7. Diskussion och slutsatser;Resegaranti//NN|UTR|SIN|IND|NOM//ROOT//0
7. Diskussion och slutsatser;Man//PN|UTR|SIN|IND|SUB//nsubj//2 bör//VB|PRS|AKT//aux//2 ha//VB|INF|AKT//ROOT//2 resegaranti//NN|UTR|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj//5 ger//VB|PRS|AKT//acl:relcl//3 en//DT|UTR|SIN|IND//det//7 ersättning//NN|UTR|SIN|IND|NOM//obj//5 som//HP|-|-|-//nsubj:pass//9 upplevs//VB|PRS|SFO//acl:relcl//7 som//KN//case//12 något//AB//det//12 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//9 än//KN//case//14 skadan//NN|UTR|SIN|DEF|NOM//nmod//12 eller//KN//cc//19 den//DT|UTR|SIN|DEF//det//18 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 kvalitetens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 värde//NN|NEU|SIN|IND|NOM//conj//14 .//MAD//punct//2
7. Diskussion och slutsatser;Vid//PP//case//23 inställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 turer//NN|UTR|PLU|IND|NOM//obl//27 kan//VB|PRS|AKT//aux//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 ibland//AB//advmod//27 röra//VB|INF|AKT//conj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 om//PP//case//31 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 belopp//NN|NEU|PLU|IND|NOM//obl//27 och//KN//cc//34 någon//PN|UTR|SIN|IND|SUB/OBJ//det//34 forma//VB|INF|AKT//conj//31 av//PP//case//37 övre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 gräns//NN|UTR|SIN|IND|NOM//obl:agent//34 är//VB|PRS|AKT//cop//40 kanske//AB//advmod//40 rimlig//JJ|POS|UTR|SIN|IND|NOM//conj//2 .//MAD//punct//40
7. Diskussion och slutsatser;En//DT|UTR|SIN|IND//det//44 minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//44 nivå//NN|UTR|SIN|IND|NOM//obj//2 är//VB|PRS|AKT//cop//44 att//SN//mark//49 den//DT|UTR|SIN|DEF//det//48 trafikansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//49 bjuder//VB|PRS|AKT//csubj//44 på//PP//case//51 taxiresa//NN|UTR|SIN|IND|NOM//obl//49 .//MAD//punct//2
7. Diskussion och slutsatser;Vid//PP//case//2 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 kvalitet//NN|UTR|SIN|IND|NOM//obl//18 som//HP|-|-|-//case//6 t.ex.//AB|AN//advmod//6 utebliven//PC|PRF|UTR|SIN|IND|NOM//amod//6 servering//NN|UTR|SIN|IND|NOM//appos//2 ,//MID//punct//8 trasiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 PC-//NN|-|-|-|SMS//conj//6 eller//KN//cc//11 hörlursuttag//NN|NEU|SIN|IND|NOM//conj//9 eller//KN//cc//14 fel//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 vagntyp//NN|UTR|SIN|IND|NOM//conj//6 bör//VB|PRS|AKT//aux//18 man//PN|UTR|SIN|IND|SUB//nsubj//18 kunna//VB|INF|AKT//aux//18 dela//VB|INF|AKT//ROOT//18 ut//PL//compound:prt//18 presentcheckar//NN|UTR|PLU|IND|NOM//obj//18 ,//MID//punct//20 t.ex.//AB|AN//advmod//24 för//PP//case//24 kaffeservering//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//18
7. Diskussion och slutsatser;Störningsinformation//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 viktigast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//ROOT//2
