IT i demokratins tjänst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VII//RG|NOM//ROOT//2
Har vindarna vänt?;1999:50//RG|NOM//obl//195 )//PAD//punct//195 .//MAD//punct//156
Har vindarna vänt?;En//DT|UTR|SIN|IND//det//1 annan//JJ|POS|UTR|SIN|IND|NOM//amod//4 nyligen//AB//advmod//4 utkommen//PC|PRF|UTR|SIN|IND|NOM//amod//4 rapport//NN|UTR|SIN|IND|NOM//ROOT//4 som//HP|-|-|-//nsubj//6 lyfter//VB|PRS|AKT//acl:relcl//4 fram//PL//compound:prt//6 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 förändringsmöjligheter//NN|UTR|PLU|IND|NOM//obl//6 tack//NN|NEU|SIN|IND|NOM//case//12 vare//VB|KON|PRS|AKT//fixed//10 datorer//NN|UTR|PLU|IND|NOM//obl//6 och//KN//cc//14 IKT//NN|AN//conj//12 i//PP//case//16 skolan//NN|UTR|SIN|DEF|NOM//nmod//14 är//VB|PRS|AKT//cop//20 Lars//PM|NOM//nmod//20 Bolanders//PM|GEN//nmod:poss//20 IT//NN|AN//nsubj//4 och//KN//cc//23 framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 lärande//NN|NEU|SIN|IND|NOM//conj//20  //_SP////23 (//PAD//punct//23 1998//RG|NOM//nummod//23 )//PAD//punct//20 .//MID//punct//4
Har vindarna vänt?;Bolanders//PM|GEN//nmod:poss//31 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//31 kritik//NN|UTR|SIN|IND|NOM//nsubj//32 rör//VB|PRS|AKT//parataxis//4 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//34 utbildningsroll//NN|NEU|PLU|IND|NOM//obj//32 i//PP//case//37 ett//DT|NEU|SIN|IND//det//37 samhälle//NN|NEU|SIN|IND|NOM//obl//32 där//AB//advmod//42 ,//MID//punct//42 som//HP|-|-|-//obl//42 han//PN|UTR|SIN|DEF|SUB//nsubj//42 beskriver//VB|PRS|AKT//acl:relcl//37 det//DT|NEU|SIN|DEF//obj//42 ,//MID//punct//49 kunskapsmonopolet//NN|NEU|SIN|DEF|NOM//nsubj//49 inte//AB//advmod//47 längre//AB|KOM//advmod//49 är//VB|PRS|AKT//cop//49 skolans//NN|UTR|SIN|DEF|GEN//conj//32 ,//MID//punct//58 och//KN//cc//58 där//HA//advmod//58 en//DT|UTR|SIN|IND//det//55 global//JJ|POS|UTR|SIN|IND|NOM//amod//55 konkurrens//NN|UTR|SIN|IND|NOM//nsubj//58 inte//AB//advmod//58 längre//AB|KOM//advmod//58 gör//VB|PRS|AKT//conj//32 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//58 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//58 att//IE//mark//62 bevara//VB|INF|AKT//xcomp//58 ett//DT|NEU|SIN|IND//det//65 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//amod//65 samhälle//NN|NEU|SIN|IND|NOM//obj//62 baserat//PC|PRF|NEU|SIN|IND|NOM//xcomp//58 på//PP//case//70 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//70 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 värderingar//NN|UTR|PLU|IND|NOM//obl//66 om//PP//case//74 allas//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//74 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 möjligheter//NN|UTR|PLU|IND|NOM//obl//66 och//KN//cc//77 lika//AB//advmod//77 rätt//NN|UTR|SIN|IND|NOM//conj//74 (//PAD//punct//74 Bolander//PM|NOM//appos//74 1998:8//RG|NOM//flat:name//79 )//PAD//punct//32 .//MAD//punct//4
Har vindarna vänt?;Bolander//PM|NOM//nsubj//84 pekar//VB|PRS|AKT//parataxis//4 på//PP//case//87 ett//DT|NEU|SIN|IND//det//87 antal//NN|NEU|SIN|IND|NOM//obl//84 som//HP|-|-|-//obl//90 han//PN|UTR|SIN|DEF|SUB//nsubj//90 ser//VB|PRS|AKT//acl:relcl//87 det//DT|NEU|SIN|DEF//det//93 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 trender//NN|UTR|PLU|IND|NOM//obj//90 i//PP//case//96 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//96 ”//RO|NOM//obl//90 lärande//NN|NEU|SIN|IND|NOM//xcomp//90 ”//PAD//punct//97 som//HP|-|-|-//nsubj//104 är//VB|PRS|AKT//cop//104 mer//AB|KOM//advmod//104 eller//KN//cc//103 mindre//AB|KOM//conj//101 förknippade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//97 med//PP//case//106 IKT//NN|AN//obl//104 ://MID//punct//104 ·//PP//obl//104
Har vindarna vänt?;en//DT|UTR|SIN|IND//det//111 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//111 betydelse//NN|UTR|SIN|IND|NOM//obj//104 för//PP//case//115 det//DT|NEU|SIN|DEF//det//115 informella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//115 lärandet//NN|NEU|SIN|DEF|NOM//nmod//111 ,//MID//punct//119 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//119 vill//VB|PRS|AKT//aux//119 säga//VB|INF|AKT//conj//84 en//DT|UTR|SIN|IND//det//121 förskjutning//NN|UTR|SIN|IND|NOM//obj//119 från//PP//case//125 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//125 organiserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//125 lärande//NN|NEU|SIN|IND|NOM//nmod//121 till//PP//case//127 lärande//NN|NEU|SIN|IND|NOM//nmod//125 på//PP//case//129 fritiden//NN|UTR|SIN|DEF|NOM//nmod//127 och//KN//cc//132 i//PP//case//132 hemmet//NN|NEU|SIN|DEF|NOM//conj//129 (//PAD//punct//134 Bolander//PM|NOM//appos//121 1998:17//RG|NOM//nummod//134 )//PAD//punct//134 ,//MID//punct//139 ·//PP//nmod//139 tillgång//NN|UTR|SIN|IND|NOM//appos//4 till//PP//case//143 ett//DT|NEU|SIN|IND//det//143 annorlunda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//143 innehåll//NN|NEU|SIN|IND|NOM//nmod//139 än//KN//mark//148 det//DT|NEU|SIN|DEF//det//148 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 skolinnehållet//NN|NEU|SIN|DEF|NOM//nmod//139 som//HP|-|-|-//nsubj//150 gör//VB|PRS|AKT//acl:relcl//148 eleverna//NN|UTR|PLU|DEF|NOM//obj//150 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//150 att//IE//mark//154 fördjupa//VB|INF|AKT//advcl//150 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//154 genom//PP//case//157 läsning//NN|UTR|SIN|IND|NOM//obl//154 och//KN//cc//159 efterforskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//157 (//PAD//punct//139 Bolander//PM|NOM//appos//139 1998:19//RG|NOM//nummod//161 ff//AB|AN//punct//139 .//MAD//punct//4 )//PAD//punct//4 ,//MID//punct//168 ·//JJ|POS|UTR|SIN|IND|NOM//punct//168
Har vindarna vänt?;förskjutning//NN|UTR|SIN|IND|NOM//conj//4 till//PP//case//175 ett//DT|NEU|SIN|IND//det//175 mer//AB|KOM//advmod//172 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//175 ,//MID//punct//172 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//175 sökande//NN|NEU|SIN|IND|NOM//nmod//168 efter//PP//case//177 kunskap//NN|UTR|SIN|IND|NOM//nmod//175 (//PAD//punct//168 Bolander//PM|NOM//appos//168 1998:64//RG|NOM//cc//179 f.//NN|AN//obl//179 )//PAD//punct//168 ,//MID//punct//190 ·//PP//nmod//190 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//190 mycket//AB|POS//advmod//187 strikta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//190 och//KN//cc//189 rigida//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//187 arbetsformer//NN|UTR|PLU|IND|NOM//nsubj//199 (//PAD//punct//190 t.ex.//AB|AN//advmod//193 lektionsindelning//NN|UTR|SIN|IND|NOM//appos//190 ,//MID//punct//195 klassrum//NN|NEU|SIN|IND|NOM//conj//193 ,//MID//punct//197 ämnesindelning//NN|UTR|SIN|IND|NOM//conj//193 )//PAD//punct//190 blockerar//VB|PRS|AKT//acl:relcl//4 effektivt//JJ|POS|NEU|SIN|IND|NOM//amod//201 nyttiggörande//NN|NEU|SIN|IND|NOM//obj//199 av//PP//case//204 de//DT|UTR/NEU|PLU|DEF//det//204 möjligheter//NN|UTR|PLU|IND|NOM//nmod//201 den//DT|UTR|SIN|DEF//det//207 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//207 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//208 erbjuder//VB|PRS|AKT//acl:relcl//204 (//PAD//punct//208 Bolander//PM|NOM//appos//208 1998:71//RG|NOM//nummod//210 )//PAD//punct//210 ,//MID//punct//215 ·//AB|AN//nummod//215 interaktivitet//NN|UTR|SIN|IND|NOM//nsubj//221 och//KN//cc//219 ”//PAD//punct//219 virtuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//219 miljöer//NN|UTR|PLU|IND|NOM//conj//215 ”//PM|NOM//punct//215 ger//VB|PRS|AKT//conj//199 möjlighet//NN|UTR|SIN|IND|NOM//obj//221 till//PP//case//228 en//DT|UTR|SIN|IND//det//228 mycket//AB|POS//advmod//226 mer//AB|KOM//advmod//227 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//228 koppling//NN|UTR|SIN|IND|NOM//obl//221 till//PP//case//231 de//DT|UTR/NEU|PLU|DEF//det//231 sammanhang//NN|NEU|PLU|IND|NOM//nmod//228 där//HA//advmod//234 kunskap//NN|UTR|SIN|IND|NOM//nsubj//234 uppstår//VB|PRS|AKT//acl:relcl//231 och//KN//cc//236 används//VB|PRS|SFO//conj//234 (//PAD//punct//238 Bolander//PM|NOM//conj//234 1998:74//RG|NOM//punct//238 f.//NN|AN//obl//238 )//PAD//punct//238 .//MAD//punct//4
Har vindarna vänt?;Bolander//PM|NOM//nsubj//1 skjuter//VB|PRS|AKT//ROOT//1 in//PL//compound:prt//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 på//PP//case//6 det//DT|NEU|SIN|DEF//det//6 faktum//NN|NEU|SIN|DEF|NOM//obl//1 att//SN//mark//9 skolan//NN|UTR|SIN|DEF|NOM//nsubj//9 håller//VB|PRS|AKT//acl//6 på//PL//compound:prt//9 att//IE//mark//12 tappa//VB|INF|AKT//advcl//9 sin//PS|UTR|SIN|DEF//nmod:poss//14 funktion//NN|UTR|SIN|IND|NOM//obj//12 som//KN//mark//18 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//18 kunskapsförmedlare//NN|UTR|SIN|IND|NOM//xcomp//12 till//PP//case//22 det//DT|NEU|SIN|DEF//det//22 uppväxande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 släktet//NN|NEU|SIN|DEF|NOM//nmod//18 .//MAD//punct//1
Har vindarna vänt?;I//PP//advmod//26 stället//NN|NEU|SIN|DEF|NOM//fixed//24 påvisar//VB|PRS|AKT//conj//1 han//PN|UTR|SIN|DEF|SUB//nsubj//26 en//DT|UTR|SIN|IND//det//30 brokig//JJ|POS|UTR|SIN|IND|NOM//amod//30 flora//NN|UTR|SIN|IND|NOM//obj//26 av//PP//case//33 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 informationskanaler//NN|UTR|PLU|IND|NOM//nmod//30 och//KN//cc//36 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 landvinningar//NN|UTR|PLU|IND|NOM//conj//33 som//HP|-|-|-//nsubj//39 ska//VB|PRS|AKT//aux//39 ersätta//VB|INF|AKT//acl:relcl//36 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//39 av//PP//case//42 samhället//NN|NEU|SIN|DEF|NOM//obl//39 organiserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//44 lärandet//NN|NEU|SIN|DEF|NOM//obj//39 (//PAD//punct//44 bl.a.//AB|AN//advmod//47 digital-TV//UO//appos//44 )//PAD//punct//44 och//KN//cc//51 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 former//NN|UTR|PLU|IND|NOM//conj//44 för//PP//case//53 vidareutbildning//NN|UTR|SIN|IND|NOM//nmod//51 som//HP|-|-|-//nsubj//56 redan//AB//advmod//56 förekommer//VB|PRS|AKT//acl:relcl//53 inom//PP//case//58 näringslivet//NN|NEU|SIN|DEF|NOM//obl//56 (//PAD//punct//58 t.ex.//AB|AN//advmod//62 ”//PAD//punct//62 on-the-job-training//NN|UTR|SIN|IND|NOM//appos//58 ”//PM|NOM//punct//62 och//KN//cc//66 ”//PM|NOM//punct//66 just-in-time-learning//NN|UTR|SIN|IND|NOM//conj//58 ”//RG|NOM//punct//26 )//PAD//punct//26 .//MAD//punct//81
Har vindarna vänt?;Skolan//NN|UTR|SIN|DEF|NOM//nsubj//72 har//VB|PRS|AKT//aux//72 blivit//VB|SUP|AKT//advcl//81 förvaringsplats//NN|UTR|SIN|IND|NOM//nsubj:pass//76 ,//MID//punct//76 inte//AB//advmod//76 kunskapspalats//VB|SUP|SFO//xcomp//72 ,//MID//punct//81 skulle//VB|PRT|AKT//aux//81 man//PN|UTR|SIN|IND|SUB//nsubj//81 kunna//VB|INF|AKT//aux//81 sammanfatta//VB|INF|AKT//parataxis//26 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//83 kritik//NN|UTR|SIN|IND|NOM//obj//81 (//PAD//punct//85 Bolander//PM|NOM//appos//81 1998:80//RG|NOM//nummod//85 )//PAD//punct//85 .//MAD//punct//26
Har vindarna vänt?;"Men//KN//cc//94 han//PN|UTR|SIN|DEF|SUB//nsubj//94 har//VB|PRS|AKT//aux//94 därmed//AB//advmod//94 också//AB//advmod//94 underkänt//VB|SUP|AKT//advcl//111 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//99 demokratiserande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 eller//KN//cc//98 kompensatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//96 uppdrag//NN|NEU|PLU|IND|NOM//obj//94 ;//MID//punct//94"
Har vindarna vänt?;i//PP//case//105 den//DT|UTR|SIN|DEF//det//104 reformpedagogiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//104 lärandetradition//NN|UTR|SIN|IND|NOM//nmod//105 Bolander//PM|NOM//appos//94 förespråkar//VB|PRS|AKT//advcl//94 är//VB|PRS|AKT//cop//111 det//PN|NEU|SIN|DEF|SUB/OBJ//det//111 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//111 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//111 lärande//NN|NEU|SIN|IND|NOM//parataxis//26 som//HP|-|-|-//nsubj:pass//113 ställs//VB|PRS|SFO//acl:relcl//111 i//PP//case//115 centrum//NN|NEU|SIN|DEF|NOM//obl//113 ,//MID//punct//26 och//KN//cc//121 de//DT|UTR/NEU|PLU|DEF//det//120 icke-institutionaliserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//120 inlärningssituationerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//121 beskrivs//VB|PRS|SFO//conj//26 som//KN//mark//123 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//121 än//KN//mark//126 de//DT|UTR/NEU|PLU|DEF//det//126 institutionaliserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//121 (//PAD//punct//128 Bolander//PM|NOM//obl:agent//121 1998:91//RG|NOM//advmod//128 )//PAD//punct//128 .//MAD//punct//26
Har vindarna vänt?;Därmed//AB//advmod//135 kan//VB|PRS|AKT//aux//135 han//PN|UTR|SIN|DEF|SUB//nsubj:pass//135 räknas//VB|INF|SFO//parataxis//26 in//PL//compound:prt//135 i//PP//case//138 aktörskategorin//NN|UTR|SIN|DEF|NOM//obl//135 ”//PAD//punct//140 propagandister//NN|UTR|PLU|IND|NOM//obl//135 ”//PM|NOM//punct//140 och//KN//cc//146 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//144 inlägg//NN|NEU|PLU|IND|NOM//nsubj//146 en//DT|UTR|SIN|IND//det//146 partsinlaga//NN|UTR|SIN|IND|NOM//conj//135 för//PP//case//148 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//146 fixar//NN|UTR|PLU|IND|NOM//acl//146 som//KN//mark//151 lösning//NN|UTR|SIN|IND|NOM//obl//149 på//PP//case//154 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//154 förnyelsebehov//NN|NEU|SIN|IND|NOM//obl//149 .//MAD//punct//26
Har vindarna vänt?;Ytterligare//AB|KOM//advmod//1 en//DT|UTR|SIN|IND//det//2 rapport//NN|UTR|SIN|IND|NOM//nsubj:pass//16 som//HP|-|-|-//nsubj//5 vill//VB|PRS|AKT//aux//5 påvisa//VB|INF|AKT//acl:relcl//2 de//DT|UTR/NEU|PLU|DEF//det//8 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 effekterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 av//PP//case//12 ett//DT|NEU|SIN|IND//det//12 utökat//PC|PRF|NEU|SIN|IND|NOM//amod//12 IKT-bruk//NN|NEU|SIN|IND|NOM//nmod//8 i//PP//case//14 skolan//NN|UTR|SIN|DEF|NOM//nmod//12 ska//VB|PRS|AKT//aux//16 refereras//VB|INF|SFO//ROOT//16 här//AB//advmod//16 .//MAD//punct//16
Har vindarna vänt?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 gäller//VB|PRS|AKT//parataxis//16 IT//NN|AN//obj//20 i//PP//case//23 skolan//NN|UTR|SIN|DEF|NOM//nmod//21 –//RG|NOM//punct//25 vision//NN|UTR|SIN|IND|NOM//appos//20 och//KN//cc//27 verklighet//NN|UTR|SIN|IND|NOM//conj//25  //_SP////27 (//PAD//punct//25 1998//RG|NOM//nummod//25 )//PAD//punct//25 författad//PC|PRF|UTR|SIN|IND|NOM//amod//25 av//PP//case//34 Arvid//PM|NOM//nmod//32 Höglund//PM|NOM//flat//34 &//KN|AN//cc//37 K-G.//PM|NOM//nmod//38 Karlsson//PM|NOM//obl//32 .//MAD//punct//16
Har vindarna vänt?;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//41 bygger//VB|PRS|AKT//parataxis//16 på//PP//case//43 intervjuer//NN|UTR|PLU|IND|NOM//obl//41 och//KN//cc//45 resultat//NN|NEU|PLU|IND|NOM//conj//43 från//PP//case//47 IT-projekt//NN|NEU|PLU|IND|NOM//nmod//45 vid//PP//case//49 gymnasieskolor//NN|UTR|PLU|IND|NOM//nmod//45 i//PP//case//53 tre//RG|NOM//nummod//53 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 kommuner//NN|UTR|PLU|IND|NOM//nmod//49 (//PAD//punct//53 Sundsvall//PM|NOM//appos//53 ,//MID//punct//57 Östersund//PM|NOM//conj//55 och//KN//cc//59 Järfälla//PM|NOM//conj//55 )//PAD//punct//53 samt//KN//cc//67 vid//PP//case//65 några//DT|UTR/NEU|PLU|IND//det//64 ”//UO//nmod//65 further//UO//nmod//66 educational//UO//amod//67 colleges//UO//conj//53 ”//PAD//obl//41 i//PP//case//70 London//PM|NOM//obl//41 .//MAD//punct//16
Har vindarna vänt?;Ambitionen//NN|UTR|SIN|DEF|NOM//nsubj//76 har//VB|PRS|AKT//aux//76 varit//VB|SUP|AKT//cop//76 att//IE//mark//76 undersöka//VB|INF|AKT//parataxis//16 om//SN//case//80 de//DT|UTR/NEU|PLU|DEF//det//80 högtflygande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 visionerna//NN|UTR|PLU|DEF|NOM//obl//76 om//PP//case//82 IKT//NN|AN//nmod//80 ://MID//punct//80 s//NN|NEU|SIN|IND|GEN//nummod//85 betydelse//NN|UTR|SIN|IND|NOM//nsubj:pass//92 för//PP//case//87 förändring//NN|UTR|SIN|IND|NOM//nmod//85 i//PP//case//89 skolan//NN|UTR|SIN|DEF|NOM//nmod//87 verkligen//AB//advmod//92 kunnat//VB|SUP|AKT//aux//92 förverkligas//VB|INF|SFO//appos//80 ,//MID//punct//95 allting//PN|NEU|SIN|IND|SUB/OBJ//nsubj//95 sett//PC|PRF|NEU|SIN|IND|NOM//conj//92 ur//PP//compound:prt//95 ett//DT|NEU|SIN|IND//det//98 skolledar-//NN|UTR|-|-|SMS//obl//95 ,//MID//punct//100 lärar-//NN|UTR|-|-|SMS//conj//98 och//KN//cc//102 elevperspektiv//NN|NEU|SIN|IND|NOM//conj//98 (//PAD//punct//80 Höglund//PM|NOM//appos//80 &//KN|AN//cc//106 Karlsson//PM|NOM//conj//104 1998:9//RG|NOM//nummod//104 )//PAD//punct//80 .//MAD//punct//16
Har vindarna vänt?;Ett//DT|NEU|SIN|IND//det//2 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//2 resultat//NN|NEU|SIN|IND|NOM//nsubj//29 är//VB|PRS|AKT//cop//2 att//SN//mark//27 ju//KN//advmod//11 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//7 upp//AB//advmod//11 i//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 visionära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kretsarna//NN|UTR|PLU|DEF|NOM//obl//27 (//PAD//punct//11 alltså//AB//advmod//15 aktörskategorierna//NN|UTR|PLU|DEF|NOM//nmod//15 politiker//NN|UTR|PLU|IND|NOM//appos//11 respektive//AB//cc//17 kritiker//NN|UTR|PLU|IND|NOM//conj//15 ///MID//cc//19 propagandister//NN|UTR|PLU|IND|NOM//conj//17 )//PAD//punct//11 man//PN|UTR|SIN|IND|SUB//nsubj//27 kommer//VB|PRS|AKT//aux//27 ,//MID//punct//27 desto//AB//advmod//25 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 förväntningar//NN|UTR|PLU|IND|NOM//obl//27 tycks//VB|PRS|SFO//advcl//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 finnas//VB|INF|SFO//ROOT//29 rörande//PP//case//31 möjligheterna//NN|UTR|PLU|DEF|NOM//obl//29 att//IE//mark//33 göra//VB|INF|AKT//acl//31 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 vinster//NN|UTR|PLU|IND|NOM//obj//33 på//PP//case//37 datoriseringsprojekten//NN|UTR|SIN|DEF|NOM//obl//33 .//MAD//punct//29
Har vindarna vänt?;Bland//PP//case//40 praktikerna//NN|UTR|PLU|DEF|NOM//obl//42 är//VB|PRS|AKT//cop//42 ambitionen//NN|UTR|SIN|DEF|NOM//conj//29 att//IE//mark//45 ”//PM|NOM//advmod//45 räkna//VB|INF|AKT//acl//42 hem//PL//advmod//45 ”//PM|NOM//punct//42 investeringarna//NN|UTR|PLU|DEF|NOM//nsubj//50 betydligt//AB//advmod//50 blygsammare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//42 (//PAD//punct//50 Riis//PM|NOM//appos//50 &//KN|AN//cc//54 Jedeskog//PM|NOM//conj//52 1997//RG|NOM//nummod//54 ,//MID//punct//57 Höglund//PM|NOM//conj//52 &//KN|AN//cc//59 Karlsson//PM|NOM//conj//52 1998:12//RG|NOM//conj//52 )//PAD//punct//50 .//MAD//punct//42
Har vindarna vänt?;"Frågan//NN|UTR|SIN|DEF|NOM//nsubj//73 om//PP//case//67 elevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//67 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//67 ansvar//NN|NEU|SIN|IND|NOM//nmod//63 för//PP//case//70 sitt//PS|NEU|SIN|DEF//nmod:poss//70 lärande//NN|NEU|SIN|IND|NOM//nmod//67 har//VB|PRS|AKT//aux//73 också//AB//advmod//73 fått//VB|SUP|AKT//parataxis//42 en//DT|UTR|SIN|IND//det//77 mer//AB|KOM//advmod//76 nyanserad//PC|PRF|UTR|SIN|IND|NOM//amod//77 bild//NN|UTR|SIN|IND|NOM//obj//73 i//PP//case//79 Höglund//PM|NOM//obl//73 &//KN|AN//flat//79 Karlssons//PM|GEN//nmod:poss//82 undersökning//NN|UTR|SIN|IND|NOM//conj//79 ;//MID//punct//73"
Har vindarna vänt?;både//KN//cc//85 lärare//NN|UTR|PLU|IND|NOM//nsubj//88 och//KN//cc//87 elever//NN|UTR|PLU|IND|NOM//conj//85 påtalar//VB|PRS|AKT//conj//73 att//SN//mark//93 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//93 inte//AB//advmod//93 sällan//AB//advmod//93 blir//VB|PRS|AKT//ccomp//88 för//AB//advmod//95 tungt//JJ|POS|NEU|SIN|IND|NOM//xcomp//93 och//KN//cc//99 att//SN//mark//99 ungdomarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//99 förväntas//VB|PRS|SFO//conj//73 på//PP//mark//103 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//fixed//100 hand//NN|UTR|SIN|IND|NOM//fixed//100 klara//VB|INF|AKT//xcomp//99 av//PL//case//105 sådant//JJ|POS|NEU|SIN|IND|NOM//obl//103 som//HP|-|-|-//obl//110 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//110 egentligen//AB//advmod//110 borde//VB|PRT|AKT//aux//110 fått//VB|SUP|AKT//acl:relcl//105 hjälp//NN|UTR|SIN|IND|NOM//obj//110 med//PP//case//106 (//PAD//punct//114 Höglund//PM|NOM//appos//73 &//KN|AN//cc//116 Karlsson//PM|NOM//conj//114 1998:13//RG|NOM//conj//114 )//PAD//punct//114 .//MAD//punct//73
