11 Regleringar och regleringsmyndigheter ;Branscher//NN|UTR|PLU|IND|NOM//nsubj//5 och//KN//cc//3 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 företag//NN|NEU|PLU|IND|NOM//conj//0 är//VB|PRS|AKT//cop//5 föremål//NN|NEU|PLU|IND|NOM//ROOT//5 för//PP//case//10 en//DT|UTR|SIN|IND//det//8 mängd//NN|UTR|SIN|IND|NOM//nmod//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 regleringar//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//5
13 Konsumentskydd;Vid//PP//case//4 sidan//NN|UTR|SIN|DEF|NOM//fixed//0 av//PP//fixed//0 dessa//DT|UTR/NEU|PLU|DEF//det//4 ersättningsregler//NN|UTR|PLU|IND|NOM//obl//5 saknas//VB|PRS|SFO//ROOT//5 således//AB//advmod//5 för//PP//case//8 elmarknaden//NN|UTR|SIN|DEF|NOM//obl//13 någon//DT|UTR|SIN|IND//det//13 mer//AB|KOM//advmod//11 utvecklad//PC|PRF|UTR|SIN|IND|NOM//amod//13 konsumentskyddsrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//13 lagstiftning//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//5
13 Konsumentskydd;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 har//VB|PRS|AKT//aux//19 hittills//AB//advmod//19 inte//AB//advmod//19 funnit//VB|SUP|AKT//parataxis//5 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//21 anledning//NN|UTR|SIN|IND|NOM//obj//19 att//IE//mark//23 införa//VB|INF|AKT//acl//21 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 bestämmelser//NN|UTR|PLU|IND|NOM//obj//23 om//PP//case//29 den//DT|UTR|SIN|DEF//det//29 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 utformningen//NN|UTR|SIN|DEF|NOM//obl//23 av//PP//case//32 ett//DT|NEU|SIN|IND//det//32 avtal//NN|NEU|SIN|IND|NOM//nmod//29 om//PP//case//34 elleveranser//NN|UTR|PLU|IND|NOM//nmod//32 eller//KN//cc//36 villkoren//NN|NEU|PLU|DEF|NOM//conj//34 i//PP//advmod//29 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//37 i//PP//case//41 ett//DT|NEU|SIN|IND//det//41 konsumentavtal//NN|NEU|SIN|IND|NOM//nmod//29 med//PP//case//44 en//DT|UTR|SIN|IND//det//44 elleverantör//NN|UTR|SIN|IND|NOM//nmod//41 eller//KN//cc//47 ett//DT|NEU|SIN|IND//det//47 nätföretag//NN|NEU|SIN|IND|NOM//conj//44 .//MAD//punct//19
13 Konsumentskydd;Senast//AB|SUV//mark//52 denna//DT|UTR|SIN|DEF//det//51 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//52 berördes//VB|PRT|SFO//advcl//19 var//VB|PRT|AKT//advmod//52 i//PP//case//60 samband//NN|NEU|SIN|IND|NOM//fixed//54 med//PP//case//60 den//DT|UTR|SIN|DEF//det//60 ovan//AB//advmod//59 angivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//60 lagrådsremissen//NN|UTR|SIN|DEF|NOM//obl//52 om//PP//case//62 elmarknadsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//60 .//MAD//punct//5
13 Konsumentskydd;Till//PP//advmod//5 skillnad//NN|UTR|SIN|IND|NOM//fixed//0 mot//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 hittillsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 ambition//NN|UTR|SIN|IND|NOM//obl//8 på//PP//case//7 elområdet//NN|NEU|SIN|DEF|NOM//nmod//5 innehåller//VB|PRS|AKT//ROOT//8 lagen//NN|UTR|SIN|DEF|NOM//obj//8 om//PP//case//12 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//12 kommunikation//NN|UTR|SIN|IND|NOM//nmod//9 däremot//AB//advmod//8 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 krav//NN|NEU|PLU|IND|NOM//obj//8 om//PP//case//18 avtalens//NN|NEU|PLU|DEF|GEN//nmod:poss//18 utformning//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//8
13 Konsumentskydd;Vidare//AB|KOM//advmod//22 är//VB|PRS|AKT//cop//22 förhållandet//NN|NEU|SIN|DEF|NOM//parataxis//8 mellan//PP//case//24 operatör//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 slutanvändare//NN|UTR|SIN|IND|NOM//conj//24 mer//AB|KOM//advmod//28 utförligt//AB|POS//advmod//29 reglerat//PC|PRF|NEU|SIN|IND|NOM//advcl//22 för//PP//case//31 telefonitjänster//NN|UTR|PLU|IND|NOM//obl//29 ,//MID//punct//37 jämfört//PC|PRF|NEU|SIN|IND|NOM//mark//37 med//PP//fixed//33 vad//HP|NEU|SIN|IND//dislocated//37 som//HP|-|-|-//nsubj//37 gäller//VB|PRS|AKT//advcl//22 på//PP//case//39 elmarknaden//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//22
13 Konsumentskydd;En//DT|UTR|SIN|IND//det//43 annan//JJ|POS|UTR|SIN|IND|NOM//amod//43 skillnad//NN|UTR|SIN|IND|NOM//appos//22 är//VB|PRS|AKT//cop//43 att//SN//mark//52 tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//52 enligt//PP//case//48 lagen//NN|UTR|SIN|DEF|NOM//nmod//46 om//PP//case//51 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//51 kommunikation//NN|UTR|SIN|IND|NOM//nmod//48 har//VB|PRS|AKT//csubj//43 tillsynsansvar//NN|NEU|SIN|IND|NOM//obj//52 över//PP//case//56 operatörernas//NN|UTR|PLU|DEF|GEN//nmod:poss//56 skyldigheter//NN|UTR|PLU|IND|NOM//nmod//53 gentemot//PP//case//58 slutanvändarna//NN|UTR|PLU|DEF|NOM//nmod//56 och//KN//cc//65 att//SN//mark//65 dessa//DT|UTR/NEU|PLU|DEF//det//62 skyldigheter//NN|UTR|PLU|IND|NOM//nsubj//65 är//VB|PRS|AKT//cop//65 offentligrättsligt//AB|POS//advmod//65 sanktionerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//52 ,//MID//punct//75 medan//SN//mark//75 slutanvändaren//NN|UTR|SIN|DEF|NOM//nsubj//75 enligt//PP//case//70 ellagen//NN|UTR|SIN|DEF|NOM//nmod//68 i//PP//case//73 allt//DT|NEU|SIN|IND/DEF//fixed//71 väsentligt//JJ|POS|NEU|SIN|IND|NOM//advmod//75 är//VB|PRS|AKT//cop//75 hänvisad//PC|PRF|UTR|SIN|IND|NOM//advcl//52 till//PP//mark//78 att//IE//mark//78 göra//VB|INF|AKT//advcl//75 sin//PS|UTR|SIN|DEF//nmod:poss//80 rätt//NN|UTR|SIN|IND|NOM//obj//78 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//78 på//PP//case//84 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//84 hand//NN|UTR|SIN|IND|NOM//obl//81 ,//MID//punct//86 vilket//HP|NEU|SIN|IND//appos//43 ,//MID//punct//86 om//SN//mark//92 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//92 inte//AB//advmod//92 kan//VB|PRS|AKT//aux//92 ske//VB|INF|AKT//acl//86 i//PP//case//94 förhandlingar//NN|UTR|PLU|IND|NOM//obl//92 med//PP//case//96 leverantören//NN|UTR|SIN|DEF|NOM//nmod//94 eller//KN//cc//98 nätägaren//NN|UTR|SIN|DEF|NOM//conj//96 ,//MID//punct//101 får//VB|PRS|AKT//aux//101 ske//VB|INF|AKT//conj//22 i//PP//case//103 domstol//NN|UTR|SIN|IND|NOM//obl//101 .//MAD//punct//22
13 Konsumentskydd;På//PP//case//1 elmarknaden//NN|UTR|SIN|DEF|NOM//obl//2 har//VB|PRS|AKT//aux//13 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 energimyndighet//NN|UTR|SIN|IND|NOM//obj//2 ,//MID//punct//6 Konsumentverket//NN|NEU|SIN|DEF|NOM//conj//4 och//KN//cc//8 elföretagen//NN|UTR|SIN|DEF|NOM//conj//4 genom//PP//case//12 branschorganisationen//NN|UTR|SIN|DEF|NOM//nmod//12 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//12 Energi//NN|UTR|SIN|IND|NOM//obl//13 inrättat//VB|SUP|AKT//ROOT//13 Konsumenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//15 Elrådgivningsbyrå//NN|NEU|SIN|IND|NOM//obj//13 .//MAD//punct//13
13 Konsumentskydd;Denna//DT|UTR|SIN|DEF//det//18 byrå//NN|UTR|SIN|IND|NOM//nsubj//19 erbjuder//VB|PRS|AKT//parataxis//13 kostnadsfri//JJ|POS|UTR|SIN|IND|NOM//amod//21 rådgivning//NN|UTR|SIN|IND|NOM//obj//19 till//PP//case//23 privatpersoner//NN|UTR|PLU|IND|NOM//obl//19 om//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 lagar//NN|UTR|PLU|IND|NOM//obl//19 och//KN//cc//28 regler//NN|UTR|PLU|IND|NOM//conj//26 som//HP|-|-|-//nsubj//30 gäller//VB|PRS|AKT//acl:relcl//28 på//PP//case//32 elmarknaden//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//13
13 Konsumentskydd;Konsumenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 ställning//NN|UTR|SIN|IND|NOM//ROOT//1 på//PP//case//3 el-//NN|-|-|-|SMS//nmod//1 och//KN//cc//5 telemarknaderna//NN|UTR|PLU|DEF|NOM//conj//3
13 Konsumentskydd;Konsumentverket//NN|NEU|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 genomfört//VB|SUP|AKT//ROOT//2 studier//NN|UTR|PLU|IND|NOM//obj//2 av//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//3 som//HP|-|-|-//obj//13 liberaliseringen//NN|UTR|SIN|DEF|NOM//nsubj//13 av//PP//case//10 el-//NN|-|-|-|SMS//nmod//8 och//KN//cc//12 telemarknaden//NN|UTR|SIN|DEF|NOM//conj//10 medfört//VB|SUP|AKT//acl:relcl//6 för//PP//case//15 konsumenterna//NN|UTR|PLU|DEF|NOM//obl//13 ,//MID//punct//18 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//18 presenterats//VB|SUP|SFO//advcl//13 i//PP//case//22 ett//DT|NEU|SIN|IND//det//21 par//NN|NEU|SIN|IND|NOM//nmod//22 regeringsrapporter//NN|UTR|PLU|IND|NOM//obl//18 (//PAD//punct//24 Konsumentverket//NN|NEU|SIN|DEF|NOM//parataxis//2 och//KN//cc//26 Konkurrensverket//PM|NOM//conj//24 (//PAD//punct//24 2002//RG|NOM//nummod//24 )//PAD//punct//24 respektive//AB//cc//31 Konsumentverket//NN|NEU|SIN|DEF|NOM//conj//24 ,//MID//punct//33 Konkurrensverket//PM|NOM//conj//31 och//KN//cc//35 PTS//PM|NOM//conj//31 (//PAD//punct//31 2003//RG|NOM//nummod//31 )//PAD//punct//31 )//PAD//punct//24 .//MAD//punct//2
13 Konsumentskydd;På//PP//case//42 elmarknaden//NN|UTR|SIN|DEF|NOM//obl//47 har//VB|PRS|AKT//aux//47 också//AB//advmod//47 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 energimyndighet//NN|UTR|SIN|IND|NOM//nsubj//47 redovisat//VB|SUP|AKT//conj//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 brister//NN|UTR|PLU|IND|NOM//obj//47 i//PP//mark//53 hur//HA//advmod//53 marknaden//NN|UTR|SIN|DEF|NOM//nsubj//53 fungerar//VB|PRS|AKT//acl//49 ur//PP//case//56 ett//DT|NEU|SIN|IND//det//56 konsumentperspektiv//NN|NEU|SIN|IND|NOM//obl//53 och//KN//cc//58 lagt//VB|SUP|AKT//conj//53 fram//PL//compound:prt//58 förslag//NN|NEU|PLU|IND|NOM//obj//58 till//PP//case//62 åtgärder//NN|UTR|PLU|IND|NOM//nmod//60 (//PAD//punct//64 Konsumenten//NN|UTR|SIN|DEF|NOM//appos//53 -//MID//punct//64 i//PP//case//67 centrum//NN|NEU|SIN|IND|NOM//nmod//64 eller//KN//cc//69 i//PP//conj//64 kläm//NN|UTR|SIN|IND|NOM//fixed//69 ?//MID//punct//64 ,//MID//punct//73
13 Konsumentskydd;elmarknadsrapport//NN|UTR|SIN|IND|NOM//conj//47 2003:02//RG|NOM//nummod//73 )//PAD//punct//73 .//MAD//punct//47
13 Konsumentskydd;Även//AB//advmod//83 inom//PP//case//83 ramen//NN|UTR|SIN|DEF|NOM//fixed//78 för//PP//fixed//78 de//DT|UTR/NEU|PLU|DEF//det//83 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 utredningar//NN|UTR|PLU|IND|NOM//obl//47 som//HP|-|-|-//nsubj//85 skett//VB|SUP|AKT//acl:relcl//83 av//PP//case//87 ellagstiftningen//NN|UTR|SIN|DEF|NOM//obl//85 sedan//PP//case//89 liberaliseringen//NN|UTR|SIN|DEF|NOM//nmod//87 av//PP//case//92 denna//DT|UTR|SIN|DEF//det//92 marknad//NN|UTR|SIN|IND|NOM//nmod//89 har//VB|PRS|AKT//conj//2 frågor//NN|UTR|PLU|IND|NOM//obj//93 om//PP//mark//97 konsumentskyddet//NN|NEU|SIN|DEF|NOM//nsubj:pass//97 tagits//VB|SUP|SFO//advcl//93 upp//PL//compound:prt//97 .//MAD//punct//2
13 Konsumentskydd;Allmänt//AB|POS//nsubj:pass//1 uttalas//VB|PRS|SFO//ROOT//1 i//PP//case//4 dessa//DT|UTR/NEU|PLU|DEF//det//4 sammanhang//NN|NEU|PLU|IND|NOM//obl//1 att//SN//mark//12 konsumenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 ställning//NN|UTR|SIN|IND|NOM//nsubj//12 särskilt//AB//advmod//7 på//PP//case//10 elmarknaden//NN|UTR|SIN|DEF|NOM//nmod//7 är//VB|PRS|AKT//cop//12 svag//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//17 .//MID//punct//12
13 Konsumentskydd;Som//HA//mark//16 ovan//AB//advmod//16 redovisats//VB|SUP|SFO//nsubj:pass//17 saknas//VB|PRS|SFO//punct//1 i//PP//case//20 stor//JJ|POS|UTR|SIN|IND|NOM//amod//20 utsträckning//NN|UTR|SIN|IND|NOM//obl//17 ett//DT|NEU|SIN|IND//det//23 reglerat//PC|PRF|NEU|SIN|IND|NOM//amod//23 konsumentskydd//NN|NEU|SIN|IND|NOM//xcomp//17 i//PP//case//26 den//DT|UTR|SIN|DEF//det//26 omfattning//NN|UTR|SIN|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//28 gäller//VB|PRS|AKT//acl:relcl//26 t.ex.//AB|AN//advmod//28 vid//PP//case//31 köp//NN|NEU|SIN|IND|NOM//obl//28 av//PP//case//34 en//DT|UTR|SIN|IND//det//34 vara//NN|UTR|SIN|IND|NOM//nmod//31 eller//KN//cc//38 vid//PP//case//38 ett//DT|NEU|SIN|IND//det//38 avtal//NN|NEU|SIN|IND|NOM//conj//31 om//PP//case//41 en//DT|UTR|SIN|IND//det//41 tjänst//NN|UTR|SIN|IND|NOM//nmod//38 .//MID//punct//1
13 Konsumentskydd;Det//DT|NEU|SIN|DEF//det//44 konsumentskydd//NN|NEU|SIN|IND|NOM//nsubj//51 som//HP|-|-|-//nsubj//46 finns//VB|PRS|SFO//acl:relcl//44 i//PP//case//48 ellagen//NN|UTR|SIN|DEF|NOM//obl//46 är//VB|PRS|AKT//cop//51 dessutom//AB//advmod//51 begränsat//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 till//PP//mark//58 att//IE//mark//58 i//PP//advmod//58 stort//AB//fixed//54 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//54 endast//AB//advmod//58 gälla//VB|INF|AKT//advcl//51 sådant//PN|NEU|SIN|IND|SUB/OBJ//obj//58 som//HP|-|-|-//nsubj//62 kan//VB|PRS|AKT//aux//62 föranleda//VB|INF|AKT//acl:relcl//59 avstängning//NN|UTR|SIN|IND|NOM//obj//62 av//PP//obl//62 el//NN|UTR|SIN|IND|NOM//advcl//51 och//KN//fixed//65 ersättning//NN|UTR|SIN|IND|NOM//conj//51 vid//PP//case//69 avbrott//NN|NEU|PLU|IND|NOM//nmod//67 av//PP//case//71 elöverföringen//NN|UTR|SIN|DEF|NOM//nmod//69 .//MAD//punct//1
13 Konsumentskydd;Redan//AB//advmod//2 den//DT|UTR|SIN|DEF//nsubj//2 Konsumentpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//advcl//5 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//5 2000//RG|NOM//nummod//3 föreslog//VB|PRT|AKT//ROOT//5 i//PP//case//10 sitt//PS|NEU|SIN|DEF//nmod:poss//10 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//10 Starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 konsumenter//NN|UTR|PLU|IND|NOM//obl//5 i//PP//case//14 en//DT|UTR|SIN|IND//det//14 gränslös//JJ|POS|UTR|SIN|IND|NOM//amod//14 värld//NN|UTR|SIN|IND|NOM//nmod//10  //_SP////14 (//PAD//punct//10 SOU//PM|NOM//appos//10 2000//RG|NOM//nummod//17 ://MID//punct//17
13 Konsumentskydd;29//RG|NOM//nummod//17 )//PAD//punct//17 ,//MID//punct//5 med//PP//case//24 anledning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//29 det//DT|NEU|SIN|DEF//det//29 förhållandevis//AB//advmod//28 svaga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 skydd//NN|NEU|SIN|IND|NOM//nmod//24 som//HP|-|-|-//obj//32 konsumenterna//NN|UTR|PLU|DEF|NOM//nsubj//32 har//VB|PRS|AKT//acl:relcl//29 på//PP//case//35 dessa//DT|UTR/NEU|PLU|DEF//det//35 marknader//NN|UTR|PLU|IND|NOM//obl//32 ,//MID//punct//5 att//SN//mark//41 en//DT|UTR|SIN|IND//det//39 översyn//NN|UTR|SIN|IND|NOM//nsubj//41 skulle//VB|PRT|AKT//aux//41 ske//VB|INF|AKT//ccomp//5 av//PP//case//43 konsumenttjänstlagen//NN|UTR|SIN|DEF|NOM//obl//41 i//PP//case//45 syfte//NN|NEU|SIN|IND|NOM//nmod//43 att//IE//mark//47 bredda//VB|INF|AKT//acl//45 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//49 tillämpningsområde//NN|NEU|SIN|IND|NOM//obj//47 .//MAD//punct//5
13 Konsumentskydd;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//56 har//VB|PRS|AKT//aux//56 emellertid//AB//advmod//56 hittills//AB//advmod//56 inte//AB//advmod//56 medfört//VB|SUP|AKT//parataxis//5 någon//DT|UTR|SIN|IND//det//58 lagstiftningsåtgärd//NN|UTR|SIN|IND|NOM//obj//56 .//MAD//punct//56
13 Konsumentskydd;Enligt//PP//case//61 Konsumentverket//NN|NEU|SIN|DEF|NOM//obl//62 försvårar//VB|PRS|AKT//conj//56 det//DT|NEU|SIN|DEF//det//64 förhållande//NN|NEU|SIN|IND|NOM//obj//62 att//SN//mark//68 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 konsumentskyddande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//64 ,//MID//punct//68 såsom//KN//mark//75 konsumenttjänstlagen//NN|UTR|SIN|DEF|NOM//nsubj//75 ,//MID//punct//75 inte//AB//advmod//75 är//VB|PRS|AKT//cop//75 tillämplig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//68 verkets//NN|NEU|SIN|DEF|GEN//nmod:poss//77 förhandlingsposition//NN|UTR|SIN|IND|NOM//obj//75 med//PP//case//79 branschen//NN|UTR|SIN|DEF|NOM//nmod//77 om//PP//case//82 skäliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 avtalsvillkor//NN|UTR|PLU|IND|NOM//obl//75 .//MAD//punct//56
13 Konsumentskydd;De//DT|UTR/NEU|PLU|DEF//det//2 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 problem//NN|NEU|PLU|IND|NOM//nsubj:pass//12 som//HP|-|-|-//nsubj:pass//5 har//VB|PRS|AKT//aux//5 redovisats//VB|SUP|SFO//acl:relcl//2 för//PP//case//7 konsumenterna//NN|UTR|PLU|DEF|NOM//obl//5 på//PP//case//10 dessa//DT|UTR/NEU|PLU|DEF//det//10 marknader//NN|UTR|PLU|IND|NOM//nmod//7 kan//VB|PRS|AKT//aux//12 delas//VB|INF|SFO//ROOT//12 in//PL//compound:prt//12 i//PP//case//16 tre//RG|NOM//nummod//16 huvudområden//NN|NEU|PLU|IND|NOM//obl//12 ://MAD//punct//12
13 Konsumentskydd;•//NN|UTR|SIN|IND|NOM//case//1 problem//NN|NEU|PLU|IND|NOM//nsubj//2 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 till//PP//case//5 avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 ingående//NN|NEU|SIN|IND|NOM//obl//2
13 Konsumentskydd;•//NN|UTR|SIN|IND|NOM//case//1 problem//NN|NEU|PLU|IND|NOM//nsubj//2 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 till//PP//case//4 kundhanteringen//NN|UTR|SIN|DEF|NOM//obl//2
13 Konsumentskydd;•//NN|UTR|SIN|IND|NOM//case//1 problem//NN|NEU|PLU|IND|NOM//nsubj//2 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 till//PP//case//5 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 möjligt//JJ|POS|NEU|SIN|IND|NOM//obl//2 att//IE//mark//7 få//VB|INF|AKT//advcl//2 till//PP//compound:prt//7 stånd//NN|NEU|SIN|IND|NOM//fixed//8 en//DT|UTR|SIN|IND//det//11 tvistprövning//NN|UTR|SIN|IND|NOM//obj//7 .//MAD//punct//2
13 Konsumentskydd;Vad//HP|NEU|SIN|IND//obj//1 gäller//VB|PRS|AKT//csubj//7 avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//3 ingående//NN|NEU|SIN|IND|NOM//nsubj//1 är//VB|PRS|AKT//cop//7 ett//DT|NEU|SIN|IND//det//7 genomgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 tema//NN|NEU|SIN|IND|NOM//ROOT//7 i//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 redovisningar//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//12 skett//VB|SUP|AKT//acl:relcl//10 svårigheten//NN|UTR|SIN|DEF|NOM//obj//12 för//PP//case//15 konsumenterna//NN|UTR|PLU|DEF|NOM//nmod//13 att//IE//mark//17 göra//VB|INF|AKT//acl//15 prisjämförelser//NN|UTR|PLU|IND|NOM//obj//17 mellan//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 leverantörer//NN|UTR|PLU|IND|NOM//obl//18 eller//KN//cc//23 operatörer//NN|UTR|PLU|IND|NOM//conj//21 .//MAD//punct//7
13 Konsumentskydd;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 beror//VB|PRS|AKT//parataxis//7 på//PP//mark//31 att//SN//mark//31 priserna//NN|NEU|PLU|DEF|NOM//nsubj:pass//31 inte//AB//advmod//31 anges//VB|PRS|SFO//advcl//26 på//PP//case//35 ett//DT|NEU|SIN|IND//det//35 enhetligt//JJ|POS|NEU|SIN|IND|NOM//amod//35 sätt//NN|NEU|SIN|IND|NOM//obl//31 .//MAD//punct//26
13 Konsumentskydd;På//PP//case//38 elmarknaden//NN|UTR|SIN|DEF|NOM//obl//39 föreligger//VB|PRS|AKT//conj//26 inte//AB//advmod//39 heller//AB//advmod//39 någon//DT|UTR|SIN|IND//det//43 skyldighet//NN|UTR|SIN|IND|NOM//obj//39 för//PP//case//45 elleverantörerna//NN|UTR|PLU|DEF|NOM//nmod//43 att//IE//mark//47 offentliggöra//VB|INF|AKT//acl//43 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//49 priser//NN|NEU|PLU|IND|NOM//obj//47 .//MAD//punct//39
13 Konsumentskydd;Vid//PP//case//54 sidan//NN|UTR|SIN|DEF|NOM//fixed//51 av//PP//fixed//51 prisinformationen//NN|UTR|SIN|DEF|NOM//obl//58 har//VB|PRS|AKT//aux//58 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 energimyndighet//NN|UTR|SIN|IND|NOM//nsubj//58 uppmärksammat//VB|SUP|AKT//parataxis//39 att//SN//mark//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 i//PP//case//62 elbranschen//NN|UTR|SIN|DEF|NOM//obl//63 förkommer//VB|PRS|AKT//ccomp//58 vad//HP|NEU|SIN|IND//obj//66 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//66 betecknar//VB|PRS|AKT//ccomp//63 som//KN//case//69 osunda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 försäljningsmetoder//NN|UTR|PLU|IND|NOM//obl//66 .//MAD//punct//39
13 Konsumentskydd;Det//DT|NEU|SIN|DEF//expl//72 förhållandet//NN|NEU|SIN|DEF|NOM//parataxis//39 att//SN//mark//76 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 inte//AB//advmod//76 finns//VB|PRS|SFO//csubj//72 några//DT|UTR/NEU|PLU|IND//det//78 formkrav//NN|NEU|PLU|IND|NOM//nsubj//76 eller//KN//cc//81 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 krav//NN|NEU|PLU|IND|NOM//conj//78 på//PP//case//84 avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//84 utformning//NN|UTR|SIN|IND|NOM//nmod//81 ,//MID//punct//86 innebär//VB|PRS|AKT//conj//76 att//SN//mark//92 avtal//NN|NEU|PLU|IND|NOM//nsubj:pass//92 om//PP//case//90 elleverans//NN|UTR|SIN|IND|NOM//nmod//88 kan//VB|PRS|AKT//aux//92 ingås//VB|INF|SFO//ccomp//86 per//PP//case//94 telefon//NN|UTR|SIN|IND|NOM//obl//92 eller//KN//cc//97 via//PP//case//97 Internet//NN|NEU|SIN|DEF|NOM//conj//94 .//MID//punct//72
