Till statsrådet Lars-Erik Lövdén ;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obl//6 1998//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 chefen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//10 Inrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//6 statsrådet//NN|NEU|SIN|DEF|NOM//appos//6 Engqvist//PM|NOM//flat//12 ,//MID//punct//12 att//IE//mark//16 tillkalla//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 utredare//NN|UTR|SIN|IND|NOM//obj//16 för//PP//mark//22 att//IE//mark//22 göra//VB|INF|AKT//advcl//16 en//DT|UTR|SIN|IND//det//24 översyn//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//27 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 tillsyn//NN|UTR|SIN|IND|NOM//nmod//24 över//PP//case//29 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//6
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;I//PP//case//25 vilken//HD|UTR|SIN|IND//det//25 form//NN|UTR|SIN|IND|NOM//obl//32 och//KN//cc//32 i//PP//case//29 vilken//HD|UTR|SIN|IND//det//29 omfattning//NN|UTR|SIN|IND|NOM//obl//32 bör//VB|PRS|AKT//aux//32 tillsynen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 bedrivas//VB|INF|SFO//parataxis//20 för//PP//mark//35 att//IE//mark//35 säkerställa//VB|INF|AKT//advcl//32 att//SN//mark//38 fastighetsmäklarna//NN|UTR|PLU|DEF|NOM//nsubj//38 följer//VB|PRS|AKT//ccomp//35 fastighetsmäklarlagen//NN|UTR|SIN|DEF|NOM//obj//38 samt//KN//cc//44 att//SN//mark//44 god//JJ|POS|UTR|SIN|IND|NOM//amod//43 fastighetsmäklarsed//NN|UTR|SIN|IND|NOM//nsubj:pass//44 uppnås//VB|PRS|SFO//conj//38 .//MAD//punct//32 -//MID//punct//32
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;Hur//HA//advmod//50 Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//nsubj//50 skall//VB|PRS|AKT//aux//50 tillse//VB|INF|AKT//appos//32 att//SN//mark//53 fastighetsmäklarna//NN|UTR|PLU|DEF|NOM//nsubj//53 har//VB|PRS|AKT//ccomp//50 en//DT|UTR|SIN|IND//det//56 god//JJ|POS|UTR|SIN|IND|NOM//amod//56 utbildning//NN|UTR|SIN|IND|NOM//obj//53 genom//PP//mark//60 att//IE//mark//60 bl.a.//AB|AN//advmod//60 bevaka//VB|INF|AKT//advcl//53 och//KN//cc//62 driva//VB|INF|AKT//conj//60 frågor//NN|UTR|PLU|IND|NOM//obj//62 som//HP|-|-|-//nsubj//65 rör//VB|PRS|AKT//acl:relcl//63 utbildning//NN|UTR|SIN|IND|NOM//obj//65 ,//MID//punct//68 fortbildning//NN|UTR|SIN|IND|NOM//conj//66 samt//KN//cc//70 vidareutbildning//NN|UTR|SIN|IND|NOM//conj//66 av//PP//case//72 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//70 .//MAD//punct//32 -//MID//punct//78
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;Hur//HA//advmod//78 skall//VB|PRS|AKT//aux//78 Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//nsubj//78 tillse//VB|INF|AKT//conj//20 att//SN//mark//84 tillsynsinsatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//84 i//PP//advmod//84 första//RO|NOM//fixed//81 hand//NN|UTR|SIN|IND|NOM//fixed//81 inriktas//VB|INF|SFO//ccomp//78 på//PP//case//86 situationer//NN|UTR|PLU|IND|NOM//obl//84 där//HA//advmod//89 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//89 finns//VB|PRS|SFO//acl:relcl//86 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//91 risk//NN|UTR|SIN|IND|NOM//nsubj//89 för//PP//case//94 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//94 skada//NN|UTR|SIN|IND|NOM//nmod//91 för//PP//case//96 konsumenten//NN|UTR|SIN|DEF|NOM//nmod//94 .//MAD//punct//78 -//MID//punct//78
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;Vilka//HD|UTR/NEU|PLU|IND//det//100 kriterier//NN|NEU|PLU|IND|NOM//nsubj//102 bör//VB|PRS|AKT//aux//102 gälla//VB|INF|AKT//conj//78 för//PP//case//104 urvalet//NN|NEU|SIN|DEF|NOM//obl//102 av//PP//case//106 granskningsobjekt//NN|NEU|PLU|IND|NOM//nmod//104 vid//PP//case//110 den//DT|UTR|SIN|DEF//det//110 egeninitierade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//110 tillsynen//NN|UTR|SIN|DEF|NOM//nmod//104 och//KN//cc//120 hur//HA//advmod//120 skall//VB|PRS|AKT//aux//120 en//DT|UTR|SIN|IND//det//116 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//116 inspektion//NN|UTR|SIN|IND|NOM//nsubj:pass//120 av//PP//case//119 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//119 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//116 organiseras//VB|PRS|SFO//conj//102 .//MAD//punct//78 -//MID//punct//132
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;Hur//HA//advmod//132 kan//VB|PRS|AKT//aux//132 ett//DT|NEU|SIN|IND//det//127 utökat//PC|PRF|NEU|SIN|IND|NOM//amod//127 samarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//132 med//PP//case//129 Rikspolisstyrelsen//PM|NOM//nmod//127 och//KN//cc//131 skattemyndigheterna//NN|UTR|PLU|DEF|NOM//conj//129 främjas//VB|INF|SFO//parataxis//78 ,//MID//punct//132 bl.a.//AB|AN//advmod//132 när//HA//case//138 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//135 gäller//VB|PRS|AKT//fixed//135 lämplighetsprövningen//NN|UTR|SIN|DEF|NOM//obl//132 ,//MID//punct//132 så//AB//mark//144 att//SN//fixed//140 god//JJ|POS|UTR|SIN|IND|NOM//amod//143 fastighetsmäklarsed//NN|UTR|SIN|IND|NOM//nsubj:pass//144 uppnås//VB|PRS|SFO//conj//132 och//KN//cc//146 upprätthålls//VB|PRS|SFO//conj//144 .//MAD//punct//132 -//MID//punct//161
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;Om//SN//mark//161 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//161 utöver//PP//case//152 den//DT|UTR|SIN|DEF//nmod//150 i//PP//case//154 budgetpropositionen//NN|UTR|SIN|DEF|NOM//nmod//152 för//PP//case//157 år//NN|NEU|SIN|IND|NOM//nmod//157 1999//RG|NOM//nummod//159 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//159 omorganisationen//NN|UTR|SIN|DEF|NOM//nmod//154 ,//MID//punct//161 behövs//VB|PRS|SFO//conj//20 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//163 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//161 av//PP//case//166 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//166 karaktär//NN|UTR|SIN|IND|NOM//nmod//163 som//HP|-|-|-//nsubj//168 ger//VB|PRS|AKT//acl:relcl//166 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//170 förutsättningar//NN|UTR|PLU|IND|NOM//obj//168 för//PP//case//172 mål-//NN|NEU|-|-|SMS//obl//168 och//KN//cc//174 resultatstyrning//NN|UTR|SIN|IND|NOM//conj//172 samt//KN//cc//176 uppföljning//NN|UTR|SIN|IND|NOM//conj//172 av//PP//case//178 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//176 .//MAD//punct//161 -//MID//punct//161
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;Hur//HA//advmod//185 bör//VB|PRS|AKT//aux//185 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//184 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//185 organiseras//VB|PRS|SFO//parataxis//161 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//187 personal//NN|UTR|SIN|IND|NOM//nsubj:pass//185 och//KN//cc//189 resurser//NN|UTR|PLU|IND|NOM//conj//187 för//PP//mark//192 att//IE//mark//192 möjliggöra//VB|INF|AKT//advcl//185 flexibilitet//NN|UTR|SIN|IND|NOM//obj//192 i//PP//case//195 tillsynen//NN|UTR|SIN|DEF|NOM//obl//192 till//PP//case//198 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//198 kostnader//NN|UTR|PLU|IND|NOM//obl//192 .//MAD//punct//20
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;För//PP//case//2 utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 arbete//NN|NEU|SIN|IND|NOM//obl//3 gäller//VB|PRS|AKT//ROOT//3 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 direktiv//NN|NEU|PLU|IND|NOM//obj//3 till//PP//case//8 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//8 kommittéer//NN|UTR|PLU|IND|NOM//obl//3 och//KN//cc//11 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 utredare//NN|UTR|PLU|IND|NOM//conj//8 att//IE//mark//13 pröva//VB|INF|AKT//acl//11 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 åtaganden//NN|NEU|PLU|IND|NOM//obj//13 (//PAD//punct//15 dir.1994:23//UO//appos//15 )//PAD//punct//15 ,//MID//punct//21 att//IE//mark//21 redovisa//VB|INF|AKT//conj//3 regionalpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 konsekvenser//NN|UTR|PLU|IND|NOM//obj//21 av//PP//case//26 framlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 förslag//NN|NEU|PLU|IND|NOM//nmod//23 (//PAD//punct//21 dir.1992:50//PAD//appos//21 )//PAD//punct//21 ,//MID//punct//32 att//IE//mark//32 redovisa//VB|INF|AKT//conj//3 jämställdhetspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 konsekvenser//NN|UTR|PLU|IND|NOM//obj//32 (//PAD//punct//34 dir.1994:121//PM|NOM//appos//34 )//PAD//punct//34 och//KN//cc//40 att//IE//mark//40 redovisa//VB|INF|AKT//conj//32 konsekvenser//NN|UTR|PLU|IND|NOM//obj//40 för//PP//case//43 brottsligheten//NN|UTR|SIN|DEF|NOM//nmod//41 och//KN//cc//47 det//DT|NEU|SIN|DEF//det//47 brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 arbetet//NN|NEU|SIN|DEF|NOM//conj//43 (//PAD//punct//47 dir.1996:49//NN|UTR|SIN|IND|NOM//appos//47 )//PAD//punct//47 .//MAD//punct//3
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Uppdraget;De//DT|UTR/NEU|PLU|DEF//det//53 förslag//NN|NEU|PLU|IND|NOM//parataxis//3 som//HP|-|-|-//nsubj:pass//55 lämnas//VB|PRS|SFO//acl:relcl//53 skall//VB|PRS|AKT//aux//63 vidare//AB|KOM//advmod//63 vara//VB|INF|AKT//cop//63 i//PP//case//63 linje//NN|UTR|SIN|IND|NOM//fixed//59 med//PP//fixed//59 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//63 målsättning//NN|UTR|SIN|IND|NOM//conj//53 med//PP//case//69 en//DT|UTR|SIN|IND//det//69 från//PP//case//67 miljösynpunkt//NN|UTR|SIN|IND|NOM//obl//68 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//69 utveckling//NN|UTR|SIN|IND|NOM//nmod//63 i//PP//case//71 samhället//NN|NEU|SIN|DEF|NOM//nmod//69 .//MAD//punct//3

10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Redovisning av uppdraget;En//DT|UTR|SIN|IND//det//1 redovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 skall//VB|PRS|AKT//aux//3 lämnas//VB|INF|SFO//ROOT//3 senast//AB|SUV//case//7 den//DT|UTR|SIN|DEF//det//7 15//RG|NOM//nummod//7 mars//NN|UTR|SIN|IND|NOM//obl//3 1999//RG|NOM//nummod//7 .//MAD//punct//3
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Redovisning av uppdraget;För//PP//mark//15 att//SN//mark//15 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//15 skall//VB|PRS|AKT//aux//15 kunna//VB|INF|AKT//aux//15 arbeta//VB|INF|AKT//advcl//25 skyndsamt//AB|POS//advmod//15 ,//MID//punct//15 bör//VB|PRS|AKT//aux//25 företrädare//NN|UTR|PLU|IND|NOM//nsubj:pass//25 för//PP//case//22 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 myndigheter//NN|UTR|PLU|IND|NOM//nmod//19 och//KN//cc//24 organisationer//NN|UTR|PLU|IND|NOM//conj//22 knytas//VB|INF|SFO//conj//3 till//PP//case//27 utredningsarbetet//NN|NEU|SIN|DEF|NOM//obl//25 .//MAD//punct//3
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Redovisning av uppdraget;En//DT|UTR|SIN|IND//det//1 utgångspunkt//NN|UTR|SIN|IND|NOM//ROOT//1 för//PP//case//3 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//1 att//SN//mark//8 förslagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//8 skall//VB|PRS|AKT//aux//8 finansieras//VB|INF|SFO//csubj//1 inom//PP//case//13 ramen//NN|UTR|SIN|DEF|NOM//fixed//9 för//PP//fixed//9 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 resurser//NN|UTR|PLU|IND|NOM//obl//8 .//MAD//punct//1
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Redovisning av uppdraget;(//PAD//punct//1 Inrikesdepartementet//NN|NEU|SIN|DEF|NOM//appos//1 )//PAD//punct//1


10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Utredningen för översyn av Fastighetsmäklarnämndens tillsyn över fastighetsmäklare;(//PAD//punct//2 ln//NN|AN//nmod//2 1998:09//RG|NOM//ROOT//2 )//PAD//punct//2

10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Minnesanteckningar från hearing den 16 februari 1999.;"I//PP//case//1 hearingen//NN|UTR|SIN|DEF|NOM//obl//2 deltog//VB|PRT|AKT//ROOT//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//2 och//KN//cc//6 organisationer//NN|UTR|PLU|IND|NOM//conj//4 ;//MID//punct//2"
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Minnesanteckningar från hearing den 16 februari 1999.;Fastighetsmäklarnämnden//PM|NOM//nsubj//2 ,//MID//punct//8 Fastighetsmäklarförbundet//NN|NEU|SIN|DEF|NOM//conj//8 ,//MID//punct//12 Mäklarsamfundet//NN|NEU|SIN|DEF|NOM//conj//8 ,//MID//punct//15 Svensk//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//15 Fastighetsförmedling//PM|NOM//conj//8 ,//MID//punct//18 FöreningsSparbanken//PM|NOM//compound//18 Fastighetsbyrå//PM|NOM//nmod//15 ,//MID//punct//15 Villaägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//21 Riksförbund//NN|NEU|SIN|IND|NOM//conj//8 ,//MID//punct//8 Länsrätten//NN|UTR|SIN|DEF|NOM//conj//8 i//PP//case//26 Stockholms//PM|GEN//nmod:poss//26 län//NN|NEU|SIN|IND|NOM//nmod//23 ,//MID//punct//28 Konsumentverket//NN|NEU|SIN|DEF|NOM//conj//8 ,//MID//punct//30 Ekobrottsmyndigheten//NN|UTR|SIN|DEF|NOM//conj//8 ,//MID//punct//32 Riksskatteverket//NN|NEU|SIN|DEF|NOM//conj//8 ,//MID//punct//34 Statskontoret//NN|NEU|SIN|DEF|NOM//conj//8 samt//KN//cc//36 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//8 (//PAD//punct//36 Konsumentenheten//NN|UTR|SIN|DEF|NOM//appos//36 )//PAD//punct//2
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Minnesanteckningar från hearing den 16 februari 1999.;Hearingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 leddes//VB|PRT|SFO//ROOT//1 av//PP//case//4 Maria//PM|NOM//nmod//4 Renmyr//PM|NOM//obl:agent//1 ,//MID//punct//7 som//HP|-|-|-//nsubj//7 presenterade//VB|PRT|AKT//acl:relcl//4 utredningen//NN|UTR|SIN|DEF|NOM//obj//7 och//KN//cc//10 syftet//NN|NEU|SIN|DEF|NOM//conj//8 med//PP//case//12 hearingen//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//1
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Minnesanteckningar från hearing den 16 februari 1999.;Under//PP//case//15 hearingen//NN|UTR|SIN|DEF|NOM//obl//16 diskuterades//VB|PRT|SFO//conj//1 ett//DT|NEU|SIN|IND//det//18 antal//NN|NEU|SIN|IND|NOM//nmod//19 frågeställningar//NN|UTR|PLU|IND|NOM//nsubj:pass//16 .//MAD//punct//19
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Minnesanteckningar från hearing den 16 februari 1999.;Frågorna//NN|UTR|PLU|DEF|NOM//appos//19 och//KN//cc//23 huvuddragen//NN|NEU|PLU|DEF|NOM//conj//21 av//PP//case//25 diskussionerna//NN|UTR|PLU|DEF|NOM//nmod//23 runt//PP//case//27 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//16 redovisas//VB|PRS|SFO//xcomp//16 nedan//AB//advmod//28 .//MAD//punct//1

10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Fastighetsmäklarförbundet//NN|NEU|SIN|DEF|NOM//nsubj:pass//8 (//PAD//punct//0 FMF//PM|NOM//appos//0 )//PAD//punct//2 ://MID//punct//0
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;För//AB//case//7 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//7 resurser//NN|UTR|PLU|IND|NOM//obl//8 används//VB|PRS|SFO//ROOT//8 till//PP//case//10 anmälningsärenden//NN|NEU|PLU|IND|NOM//obl//8 och//KN//cc//16 för//AB//case//16 lite//AB|POS//advmod//16 till//PP//case//16 egeninitierad//PC|PRF|UTR|SIN|IND|NOM//amod//16 tillsyn//NN|UTR|SIN|IND|NOM//conj//10 i//PP//case//20 form//NN|UTR|SIN|IND|NOM//fixed//17 av//PP//fixed//17 platsbesök//NN|NEU|PLU|IND|NOM//nmod//16 .//MAD//punct//8
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Tillsynen//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 inriktas//VB|PRS|SFO//parataxis//8 för//AB//case//25 mycket//AB|POS//advmod//23 mot//PP//case//29 den//DT|UTR|SIN|DEF//det//29 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 mäklaren//NN|UTR|SIN|DEF|NOM//obl//23 och//KN//cc//35 för//AB//case//35 lite//AB|POS//advmod//35 mot//PP//case//35 exempelvis//AB//advmod//35 ägarförhållanden//NN|NEU|PLU|IND|NOM//conj//29 ,//MID//punct//40 d.v.s.//AB|AN//advmod//40 när//HA//mark//40 kreditgivare//NN|UTR|PLU|IND|NOM//nsubj//40 äger//VB|PRS|AKT//conj//8 mäklarföretagen//NN|NEU|PLU|DEF|NOM//obj//40 .//MID//punct//8
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 kräver//VB|PRS|AKT//parataxis//8 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 utredningar//NN|UTR|PLU|IND|NOM//obj//44 .//MAD//punct//44
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Vidare//AB|KOM//advmod//44 är//VB|PRS|AKT//cop//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 ej//AB//advmod//52 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//8 att//SN//mark//57 den//DT|UTR|SIN|DEF//det//56 goda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 fastighetsmäklarseden//NN|UTR|SIN|DEF|NOM//nsubj:pass//57 fastställs//VB|PRS|SFO//csubj//52 genom//PP//mark//62 att//SN//mark//62 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 mäklare//NN|UTR|PLU|IND|NOM//nsubj:pass//62 prövas//VB|PRS|SFO//advcl//57 av//PP//case//64 nämnden//NN|UTR|SIN|DEF|NOM//obl//62 och//KN//cc//66 får//VB|PRS|AKT//conj//62 en//DT|UTR|SIN|IND//det//68 varning//NN|UTR|SIN|IND|NOM//obj//66 eller//KN//cc//74 till//AB//advmod//73 och//KN//fixed//70 med//AB//fixed//70 blir//VB|PRS|AKT//aux:pass//74 avregistrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//66 för//PP//case//77 ett//DT|NEU|SIN|IND//det//77 handlande//NN|NEU|SIN|IND|NOM//obl//74 som//HP|-|-|-//nsubj//85 först//AB//advmod//85 i//PP//case//83 och//KN//fixed//80 med//PP//fixed//80 beslutet//NN|NEU|SIN|DEF|NOM//obl//85 blir//VB|PRS|AKT//aux:pass//85 känt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//77 såsom//KN//mark//87 stridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//85 mot//PP//case//90 god//JJ|POS|UTR|SIN|IND|NOM//amod//90 fastighetsmäklarsed//NN|UTR|SIN|IND|NOM//obl//87 .//MAD//punct//8
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Mäklaren//NN|UTR|SIN|DEF|NOM//nsubj//95 har//VB|PRS|AKT//aux//95 inte//AB//advmod//95 haft//VB|SUP|AKT//parataxis//8 någon//DT|UTR|SIN|IND//det//97 möjlighet//NN|UTR|SIN|IND|NOM//obj//95 att//IE//mark//99 veta//VB|INF|AKT//acl//97 hur//HA//advmod//104 han//PN|UTR|SIN|DEF|SUB//nsubj//104 skulle//VB|PRT|AKT//aux//104 ha//VB|INF|AKT//aux//104 betett//VB|SUP|AKT//ccomp//99 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//104 .//MAD//punct//95
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Speciellt//AB|POS//advmod//111 är//VB|PRS|AKT//cop//111 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//111 14//RG|NOM//nummod//111 §//NN|AN//parataxis//95 i//PP//case//113 fastighetsmäklarlagen//NN|NEU|PLU|DEF|NOM//nmod//111 ,//MID//punct//115 mellanmansbegreppet//NN|NEU|SIN|DEF|NOM//conj//111 ,//MID//punct//115 som//HP|-|-|-//nsubj//118 ställer//VB|PRS|AKT//acl:relcl//115 till//PL//case//120 problem//NN|NEU|PLU|IND|NOM//obj//118 .//MAD//punct//95
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//127 kan//VB|PRS|AKT//aux//127 också//AB//advmod//127 vara//VB|INF|AKT//cop//127 för//AB//case//127 konsumentinriktad//PC|PRF|UTR|SIN|IND|NOM//parataxis//95 i//PP//case//130 sin//PS|UTR|SIN|DEF//nmod:poss//130 tillsyn//NN|UTR|SIN|IND|NOM//nmod//127 .//MID//punct//95
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//obl//8 som//HP|-|-|-//nsubj//135 har//VB|PRS|AKT//aux//135 blivit//VB|SUP|AKT//acl:relcl//132 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//135 nu//AB//advmod//135 är//VB|PRS|AKT//cop//132 att//SN//mark//142 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//142 har//VB|PRS|AKT//aux//142 påbörjats//VB|SUP|SFO//csubj//132 ett//DT|NEU|SIN|IND//det//144 samtal//NN|NEU|SIN|IND|NOM//obj//142 mellan//PP//case//146 nämnden//NN|UTR|SIN|DEF|NOM//nmod//144 och//KN//cc//148 branschen//NN|UTR|SIN|DEF|NOM//conj//146 vilket//HP|NEU|SIN|IND//obl//153 FMF//PM|NOM//nsubj//153 är//VB|PRS|AKT//cop//153 mycket//AB|POS//advmod//153 nöjd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//144 med//PP//case//149 .//MAD//punct//8
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;FöreningsSparbanken//PM|NOM//amod//1 Fastighetsbyrå//NN|UTR|SIN|IND|NOM//dep//5 ://MID//punct//1
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Man//PN|UTR|SIN|IND|SUB//nsubj//5 kan//VB|PRS|AKT//aux//5 se//VB|INF|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//7 ojämnhet//NN|UTR|SIN|IND|NOM//obj//5 i//PP//case//10 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 bedömningar//NN|UTR|PLU|IND|NOM//nmod//7 .//MAD//punct//5
10.4 Effekter för brottsligheten och det brottsförebyggande arbetet / Allmänna synpunkter på Fastighetsmäklarnämndens tillsynsverksamhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 kan//VB|PRS|AKT//aux//14 bli//VB|INF|AKT//parataxis//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 bedömningar//NN|UTR|PLU|IND|NOM//xcomp//14 trots//PP//mark//21 att//SN//mark//21 omständigheterna//NN|UTR|PLU|DEF|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//14 .//MAD//punct//5
