KG HAMMAR  ,  ärkebiskopen, samtalsledare ;ELISABETH//PM|NOM//nmod//1 GERLE//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 präst//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 forskare//NN|UTR|PLU|IND|NOM//conj//5 vid//PP//case//10 teologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 institutionen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//12 Lund//PM|NOM//nmod//10
Religiösa sändebud inom FN?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//242 är//VB|PRS|AKT//cop//242 kärnpunkten//NN|UTR|SIN|DEF|NOM//parataxis//210 ,//MID//punct//244 menar//VB|PRS|AKT//parataxis//162 Magnus//PM|NOM//nsubj//244 Almgren//PM|NOM//flat:name//245 .//MAD//punct//162
Religiösa sändebud inom FN?;Den//DT|UTR|SIN|DEF//det//250 fantastiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//250 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//276 som//HP|-|-|-//obl//253 religionen//NN|UTR|SIN|DEF|NOM//nsubj//253 erbjuder//VB|PRS|AKT//acl:relcl//250 är//VB|PRS|AKT//cop//250 att//IE//mark//256 uppnå//VB|INF|AKT//acl//250 ett//DT|NEU|SIN|IND//det//258 tillstånd//NN|NEU|SIN|IND|NOM//obj//256 av//PP//case//260 kärlek//NN|UTR|SIN|IND|NOM//nmod//258 och//KN//cc//262 nåd//NN|UTR|SIN|IND|NOM//conj//260 ,//MID//punct//258 där//HA//advmod//271 en//DT|UTR|SIN|IND//det//267 hel//JJ|POS|UTR|SIN|IND|NOM//amod//267 del//NN|UTR|SIN|IND|NOM//nsubj//271 av//PP//case//270 dessa//DT|UTR/NEU|PLU|DEF//det//270 saker//NN|UTR|PLU|IND|NOM//nmod//267 försvinner//VB|PRS|AKT//acl:relcl//258 .//MAD//punct//250
Religiösa sändebud inom FN?;Man//PN|UTR|SIN|IND|SUB//nsubj//276 behöver//VB|PRS|AKT//aux//276 inte//AB//advmod//276 ha//VB|INF|AKT//parataxis//162 en//DT|UTR|SIN|IND//det//279 falsk//JJ|POS|UTR|SIN|IND|NOM//amod//279 identitet//NN|UTR|SIN|IND|NOM//obj//276 om//SN//mark//282 man//PN|UTR|SIN|IND|SUB//nsubj//282 älskar//VB|PRS|AKT//advcl//276 .//MAD//punct//162
Religiösa sändebud inom FN?;Och//KN//cc//288 man//PN|UTR|SIN|IND|SUB//nsubj//288 behöver//VB|PRS|AKT//aux//288 inte//AB//advmod//288 veta//VB|INF|AKT//conj//150 om//SN//mark//292 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//292 är//VB|PRS|AKT//cop//292 sant//JJ|POS|NEU|SIN|IND|NOM//ccomp//288 eller//KN//cc//294 inte//AB//conj//292 ,//MID//punct//292 eftersom//SN//mark//298 man//PN|UTR|SIN|IND|SUB//nsubj//298 älskar//VB|PRS|AKT//advcl//292 !//MAD//punct//288
Religiösa sändebud inom FN?;KÄRLEK//NN|UTR|SIN|IND|NOM//amod//1 OCH//KN//dislocated//10 RÄDSLA//NN|UTR|SIN|IND|NOM//flat//1 –//RG|NOM//punct//10 Men//KN//cc//10 om//SN//mark//8 man//PN|UTR|SIN|IND|SUB//nsubj//8 blir//VB|PRS|AKT//aux:pass//8 rädd//JJ|POS|UTR|SIN|IND|NOM//advcl//10 så//AB//advmod//10 förlorar//VB|PRS|AKT//ROOT//10 man//PN|UTR|SIN|IND|SUB//nsubj//10 kanske//AB//advmod//10 det//DT|NEU|SIN|DEF//det//14 tillståndet//NN|NEU|SIN|DEF|NOM//obj//10 ,//MID//punct//16 säger//VB|PRS|AKT//parataxis//10 Elisabeth//PM|NOM//nsubj//16 Gerle//PM|NOM//flat//17 .//MAD//punct//10
Religiösa sändebud inom FN?;Jag//PN|UTR|SIN|DEF|SUB//nsubj//21 tror//VB|PRS|AKT//parataxis//10 att//SN//mark//25 rädsla//NN|UTR|SIN|IND|NOM//nsubj//25 är//VB|PRS|AKT//cop//25 en//PN|UTR|SIN|IND|SUB/OBJ//nsubj//31 av//PP//case//27 drivkrafterna//NN|UTR|PLU|DEF|NOM//nmod//25 och//KN//cc//29 kärlek//NN|UTR|SIN|IND|NOM//conj//27 en//DT|UTR|SIN|IND//det//31 annan//JJ|POS|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//10
Religiösa sändebud inom FN?;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 kände//VB|PRT|AKT//ROOT//1 att//SN//mark//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 började//VB|PRT|AKT//ccomp//1 med//PP//case//8 den//DT|UTR|SIN|DEF//det//8 destruktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 sidan//NN|UTR|SIN|DEF|NOM//obl//4 och//KN//cc//12 att//SN//mark//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 närmar//VB|PRS|AKT//conj//4 oss//PN|UTR|PLU|DEF|OBJ//iobj//12 den//DT|UTR|SIN|DEF//det//16 mer//AB|KOM//advmod//16 konstruktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//12 .//MAD//punct//1
Religiösa sändebud inom FN?;Men//KN//cc//20 jag//PN|UTR|SIN|DEF|SUB//nsubj//20 vill//VB|PRS|AKT//conj//1 verkligen//AB//advmod//20 att//SN//mark//26 vi//PN|UTR|PLU|DEF|SUB//nsubj//26 ska//VB|PRS|AKT//aux//26 vara//VB|INF|AKT//cop//26 väldigt//JJ|POS|NEU|SIN|IND|NOM//advcl//29 ,//MID//punct//26 väldigt//AB|POS//advmod//29 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//20 om//PP//case//32 den//DT|UTR|SIN|DEF//det//32 rädsla//NN|UTR|SIN|IND|NOM//nmod//29 som//HP|-|-|-//obj//35 ﬁnns//VB|PRS|SFO//nsubj//35 inpräntad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//32 i//PP//case//37 människor//NN|UTR|PLU|IND|NOM//obl//35 ,//MID//punct//42 och//KN//cc//42 vad//HP|NEU|SIN|IND//dislocated//42 som//HP|-|-|-//nsubj//42 händer//VB|PRS|AKT//conj//20 när//HA//mark//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 former//NN|UTR|PLU|IND|NOM//nsubj//48 av//PP//case//47 trygghet//NN|UTR|SIN|IND|NOM//nmod//45 försvinner//VB|PRS|AKT//advcl//42 .//MAD//punct//1
Religiösa sändebud inom FN?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 handlar//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 om//PP//case//4 orättvisor//NN|UTR|PLU|IND|NOM//obl//1 ,//MID//punct//8 eftersom//SN//mark//8 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//8 framkallar//VB|PRS|AKT//advcl//1 rädsla//NN|UTR|SIN|IND|NOM//obj//8 ://MID//punct//1
Religiösa sändebud inom FN?;Ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//12 försvarar//VB|PRS|AKT//parataxis//1 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//14 rättigheter//NN|UTR|PLU|IND|NOM//obj//12 ,//MID//punct//18 min//PS|UTR|SIN|DEF//nmod:poss//18 mänskliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 värdighet//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//12 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//21 ser//VB|PRS|AKT//conj//12 till//PL//compound:prt//21 att//SN//mark//25 jag//PN|UTR|SIN|DEF|SUB//nsubj//25 överlever//VB|PRS|AKT//ccomp//21 ,//MID//punct//21 att//SN//mark//29 jag//PN|UTR|SIN|DEF|SUB//nsubj//29 har//VB|PRS|AKT//ccomp//21 mat//NN|UTR|SIN|IND|NOM//obj//29 och//KN//cc//32 skydd//NN|NEU|SIN|IND|NOM//conj//30 i//PP//case//34 morgon//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//1
Religiösa sändebud inom FN?;Bristen//NN|UTR|SIN|DEF|NOM//nsubj//41 på//PP//case//38 trygghet//NN|UTR|SIN|IND|NOM//nmod//36 är//VB|PRS|AKT//cop//41 ett//DT|NEU|SIN|IND//det//41 hot//NN|NEU|SIN|IND|NOM//parataxis//1 i//PP//case//44 vår//PS|UTR|SIN|DEF//nmod:poss//44 värld//NN|UTR|SIN|IND|NOM//nmod//41 .//MAD//punct//41
Religiösa sändebud inom FN?;Den//PN|UTR|SIN|DEF|SUB/OBJ//det//47 ﬁnns//VB|PRS|SFO//conj//41 överallt//AB//amod//47 och//KN//cc//51 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//51 sprider//VB|PRS|AKT//conj//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//51 .//MAD//punct//41
Religiösa sändebud inom FN?;Kärlek//NN|UTR|SIN|IND|NOM//nsubj//58 måste//VB|PRS|AKT//aux//58 vara//VB|INF|AKT//cop//58 väldigt//AB|POS//advmod//58 konkret//JJ|POS|NEU|SIN|IND|NOM//parataxis//41 för//PP//mark//61 att//IE//mark//61 övervinna//VB|INF|AKT//advcl//58 rädsla//NN|UTR|SIN|IND|NOM//obj//61 .//MAD//punct//41

Guds tjänare eller mystikern;Men//KN//cc//3 Magnus//PM|NOM//nsubj//3 Almgren//PM|NOM//flat//1 menar//VB|PRS|AKT//ROOT//3 att//SN//mark//7 man//PN|UTR|SIN|IND|SUB//nsubj//7 måste//VB|PRS|AKT//aux//7 skilja//VB|INF|AKT//ccomp//3 mellan//PP//case//10 två//RG|NOM//nummod//10 tjänster//NN|UTR|PLU|IND|NOM//obl//7 .//MAD//punct//3
Guds tjänare eller mystikern;Den//DT|UTR|SIN|DEF//det//13 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//14 är//VB|PRS|AKT//ccomp//3 att//IE//mark//18 vara//VB|INF|AKT//cop//18 Guds//PM|GEN//nmod:poss//18 tjänare//NN|UTR|SIN|IND|NOM//ccomp//14 och//KN//cc//20 stötta//VB|INF|AKT//conj//18 människor//NN|UTR|PLU|IND|NOM//obj//20 med//PP//case//23 mat//NN|UTR|SIN|IND|NOM//obl//20 eller//KN//cc//25 trygghet//NN|UTR|SIN|IND|NOM//conj//23 eller//KN//cc//29 vad//HP|NEU|SIN|IND//det//29 det//DT|NEU|SIN|DEF//det//29 månde//VB|KON|PRT|AKT//conj//18 vara//VB|INF|AKT//ccomp//3 .//MAD//punct//3
Guds tjänare eller mystikern;Den//DT|UTR|SIN|DEF//det//33 andra//RO|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 den//DT|UTR|SIN|DEF//det//37 mystiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 vägen//NN|UTR|SIN|DEF|NOM//parataxis//3 ,//MID//punct//37 som//HP|-|-|-//nsubj//43 bara//AB//advmod//43 är//VB|PRS|AKT//cop//43 en//DT|UTR|SIN|IND//det//43 förening//NN|UTR|SIN|IND|NOM//acl:relcl//37 med//PP//case//45 Gud//PM|NOM//nmod//43 ,//MID//punct//37 att//IE//mark//48 vara//VB|INF|AKT//acl//37 med//PP//case//50 Gud//PM|NOM//obl//48 ,//MID//punct//37 att//IE//mark//53 älska//VB|INF|AKT//acl//37 Gud//PM|NOM//obj//53 .//MAD//punct//37
Guds tjänare eller mystikern;Vi//PN|UTR|PLU|DEF|SUB//nsubj//59 måste//VB|PRS|AKT//aux//59 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//59 bestämma//VB|INF|AKT//parataxis//37 oss//PN|UTR|PLU|DEF|OBJ//obj//59 för//PP//case//63 vilken//HD|UTR|SIN|IND//det//63 kallelse//NN|UTR|SIN|IND|NOM//obl//59 vi//PN|UTR|PLU|DEF|SUB//nsubj//65 har//VB|PRS|AKT//acl:relcl//63 ,//MID//punct//72 vilken//HP|UTR|SIN|IND//dislocated//72 som//HP|-|-|-//nsubj//72 är//VB|PRS|AKT//cop//72 närmast//AB|SUV//advmod//72 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//72 hjärtan//NN|NEU|PLU|IND|NOM//obl//59 .//MAD//punct//59
Guds tjänare eller mystikern;Man//PN|UTR|SIN|IND|SUB//nsubj//76 måste//VB|PRS|AKT//aux//76 bestämma//VB|INF|AKT//conj//59 vilken//HD|UTR|SIN|IND//det//78 kallelse//NN|UTR|SIN|IND|NOM//obj//80 man//PN|UTR|SIN|IND|SUB//nsubj//80 har//VB|PRS|AKT//ccomp//76 .//MAD//punct//76 –//RG|NOM//punct//85
Guds tjänare eller mystikern;Om//SN//mark//85 man//PN|UTR|SIN|IND|SUB//nsubj//85 ser//VB|PRS|AKT//conj//76 på//PP//case//87 Jesus//PM|NOM//obl//85 ,//MID//punct//92 kan//VB|PRS|AKT//aux//92 man//PN|UTR|SIN|IND|SUB//nsubj//92 inte//AB//advmod//92 ha//VB|INF|AKT//advcl//85 en//DT|UTR|SIN|IND//det//94 uppdelning//NN|UTR|SIN|IND|NOM//obj//92 ,//MID//punct//96 säger//VB|PRS|AKT//parataxis//3 Rienzie//PM|NOM//nsubj//96 Perera//PM|NOM//xcomp//96 .//MAD//punct//3
Guds tjänare eller mystikern;Han//PN|UTR|SIN|DEF|SUB//nsubj//101 levde//VB|PRT|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//104 holistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//104 liv//NN|NEU|SIN|IND|NOM//obj//101 .//MAD//punct//101
Guds tjänare eller mystikern;När//HA//mark//108 Jesus//PM|NOM//nsubj//108 delar//VB|PRS|AKT//advcl//114 ut//PL//compound:prt//108 brödet//NN|NEU|SIN|DEF|NOM//obj//108 ,//MID//punct//108 är//VB|PRS|AKT//cop//114 det//PN|NEU|SIN|DEF|SUB/OBJ//det//114 kärlek//NN|UTR|SIN|IND|NOM//obl//101 och//KN//cc//118 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//118 är//VB|PRS|AKT//cop//118 kärlek//NN|UTR|SIN|IND|NOM//conj//114 i//PP//case//120 handlande//NN|NEU|SIN|IND|NOM//nmod//118 .//MAD//punct//101
Guds tjänare eller mystikern;Men//KN//cc//124 han//PN|UTR|SIN|DEF|SUB//nsubj//124 utför//VB|PRS|AKT//conj//101 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//124 själv//JJ|POS|UTR|SIN|IND|NOM//amod//125 ,//MID//punct//131 vilket//HP|NEU|SIN|IND//nsubj//131 är//VB|PRS|AKT//cop//131 evangeliets//NN|NEU|SIN|DEF|GEN//nmod:poss//131 kärna//NN|UTR|SIN|IND|NOM//obl//124 .//MAD//punct//101
Guds tjänare eller mystikern;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//135 är//VB|PRS|AKT//cop//135 kärlek//NN|UTR|SIN|IND|NOM//parataxis//101 i//PP//case//137 handlande//NN|NEU|SIN|IND|NOM//nmod//135 ,//MID//punct//139 kärlek//NN|UTR|SIN|IND|NOM//conj//137 personiﬁerat//PC|PRF|NEU|SIN|IND|NOM//conj//135 .//MID//punct//135
Guds tjänare eller mystikern;Han//PN|UTR|SIN|DEF|SUB//nsubj//143 tillfredsställde//VB|PRT|AKT//parataxis//135 människornas//NN|UTR|PLU|DEF|GEN//nmod:poss//145 behov//NN|NEU|PLU|IND|NOM//obj//143 .//MAD//punct//143
Guds tjänare eller mystikern;Elisabeth//PM|NOM//nsubj//2 Gerle//PM|NOM//flat//0 tror//VB|PRS|AKT//ROOT//2 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 till//AB//advmod//10 och//KN//fixed//5 med//AB//fixed//5 skulle//VB|PRT|AKT//aux//10 vara//VB|INF|AKT//cop//10 farligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//2 att//IE//mark//12 skilja//VB|INF|AKT//csubj//10 på//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 två//RG|NOM//obl//12 .//MAD//punct//2 –//RG|NOM//punct//21
Guds tjänare eller mystikern;Om//SN//mark//21 jag//PN|UTR|SIN|DEF|SUB//nsubj//21 skulle//VB|PRT|AKT//aux//21 dra//VB|INF|AKT//ccomp//2 mig//PN|UTR|SIN|DEF|OBJ//obj//21 tillbaka//AB//advmod//21 och//KN//cc//25 bli//VB|INF|AKT//conj//21 en//DT|UTR|SIN|IND//det//27 mystiker//NN|UTR|SIN|IND|NOM//xcomp//25 för//PP//case//30 min//PS|UTR|SIN|DEF//nmod:poss//30 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//31 skull//NN|UTR|SIN|IND|NOM//advmod//25 ,//MID//punct//21 och//KN//cc//34 sitta//VB|INF|AKT//conj//21 där//AB//advmod//34 och//KN//cc//37 leva//VB|INF|AKT//conj//21 i//PP//advmod//37 frid//NN|UTR|SIN|IND|NOM//fixed//38 med//PP//case//41 Gud//PM|NOM//obl//37 och//KN//cc//44 min//PS|UTR|SIN|DEF//nmod:poss//44 församling//NN|UTR|SIN|IND|NOM//conj//41 utan//PP//mark//47 att//IE//mark//47 störas//VB|INF|SFO//advcl//37 av//PP//case//50 det//DT|NEU|SIN|DEF//det//50 andra//RO|NOM//obl:agent//47 ,//MID//punct//56 eller//KN//cc//56 om//SN//mark//56 jag//PN|UTR|SIN|DEF|SUB//nsubj//56 skulle//VB|PRT|AKT//aux//56 gå//VB|INF|AKT//conj//21 ut//PL//compound:prt//56 och//KN//cc//59 kämpa//VB|INF|AKT//conj//56 med//PP//case//63 alla//DT|UTR/NEU|PLU|IND/DEF//det//62 slags//NN|NEU|PLU|IND|GEN//nmod:poss//63 frågor//NN|UTR|PLU|IND|NOM//obl//59 utan//PP//mark//66 att//IE//mark//66 ha//VB|INF|AKT//advcl//59 den//DT|UTR|SIN|DEF//det//68 förbindelsen//NN|UTR|SIN|DEF|NOM//obj//66 ,//MID//punct//74 så//AB//advmod//74 skulle//VB|PRT|AKT//aux//74 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//74 vara//VB|INF|AKT//cop//74 förvirrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//56 .//MAD//punct//21
Guds tjänare eller mystikern;Saken//NN|UTR|SIN|DEF|NOM//nsubj//79 är//VB|PRS|AKT//cop//79 att//IE//mark//79 föra//VB|INF|AKT//parataxis//21 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//79 samman//AB//advmod//79 .//MAD//punct//79 –//RG|NOM//punct//85
Guds tjänare eller mystikern;För//PP//case//85 mig//PN|UTR|SIN|DEF|OBJ//obl//79 fullbordas//VB|PRS|SFO//amod//85 på//PP//case//89 något//DT|NEU|SIN|IND//det//89 sätt//NN|NEU|SIN|IND|NOM//obl//86 den//DT|UTR|SIN|DEF//det//92 bibliska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//92 uppenbarelsen//NN|UTR|SIN|DEF|NOM//nmod//85 i//PP//case//96 Johannes//PM|GEN//nmod:poss//96 första//RO|NOM//amod//96 brev//NN|NEU|SIN|IND|NOM//nmod//92 ,//MID//punct//98 berättar//VB|PRS|AKT//conj//21 KG//PM|NOM//nmod//100 Hammar//PM|NOM//nsubj//98 .//MAD//punct//21
Guds tjänare eller mystikern;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//103 är//VB|PRS|AKT//parataxis//21 för//PP//case//105 mig//PN|UTR|SIN|DEF|OBJ//obl//103 höjdpunkten//NN|UTR|SIN|DEF|NOM//dislocated//103 så//AB//mark//109 att//IE//mark//109 säga//VB|INF|AKT//advcl//103 ,//MID//punct//103 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 är//VB|PRS|AKT//advcl//103 där//AB//advmod//115 jag//PN|UTR|SIN|DEF|SUB//nsubj//115 får//VB|PRS|AKT//ccomp//112 de//DT|UTR/NEU|PLU|DEF//det//119 mest//AB|SUV//advmod//118 mystiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 orden//NN|NEU|PLU|DEF|NOM//obj//115 .//MAD//punct//2
Guds tjänare eller mystikern;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//125 är//VB|PRS|AKT//cop//125 det//DT|NEU|SIN|DEF//det//125 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//125 ställe//NN|NEU|SIN|IND|NOM//parataxis//2 där//HA//advmod//129 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//129 uttryckligen//AB//advmod//129 sägs//VB|PRS|SFO//acl:cleft//125 att//SN//mark//133 Gud//PM|NOM//nsubj//133 är//VB|PRS|AKT//cop//133 kärlek//NN|UTR|SIN|IND|NOM//ccomp//129 ,//MID//punct//141 men//KN//cc//141 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//141 är//VB|PRS|AKT//cop//141 också//AB//advmod//141 där//HA//advmod//141 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//141 betonas//VB|PRS|SFO//conj//133 att//SN//mark//146 man//PN|UTR|SIN|IND|SUB//nsubj//146 aldrig//AB//advmod//146 kan//VB|PRS|AKT//aux//146 skilja//VB|INF|AKT//ccomp//141 på//PP//case//148 kärleken//NN|UTR|SIN|DEF|NOM//obl//146 till//PP//case//150 Gud//PM|NOM//nmod//148 och//KN//cc//152 kärleken//NN|UTR|SIN|DEF|NOM//conj//150 till//PP//case//155 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//155 medmänniskor//NN|UTR|PLU|IND|NOM//obl//146 .//MAD//punct//125
Guds tjänare eller mystikern;Ingen//DT|UTR|SIN|IND//det//158 annanstans//AB//nsubj//159 betonas//VB|PRS|SFO//parataxis//125 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//159 så//AB//advmod//162 starkt//AB|POS//advmod//159 som//KN//case//164 där//AB//advmod//159 .//MAD//punct//125
Guds tjänare eller mystikern;Magnus//PM|NOM//nsubj//2 Almgren//PM|NOM//flat//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//5 nåd//NN|UTR|SIN|IND|NOM//nsubj//5 kommer//VB|PRS|AKT//ccomp//2 inte//AB//advmod//5 till//PP//case//8 en//DT|UTR|SIN|IND//obl//5 genom//PP//mark//12 att//SN//mark//12 man//PN|UTR|SIN|IND|SUB//nsubj//12 gör//VB|PRS|AKT//advcl//5 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 gärningar//NN|UTR|PLU|IND|NOM//obj//12 .//MAD//punct//2 –//RG|NOM//punct//21
Guds tjänare eller mystikern;Ibland//AB//advmod//21 är//VB|PRS|AKT//cop//21 jag//PN|UTR|SIN|DEF|SUB//nsubj//21 lite//AB|POS//advmod//21 skeptisk//JJ|POS|UTR|SIN|IND|NOM//conj//2 mot//PP//case//26 för//AB//case//26 mycket//AB|POS//advmod//25 utåtriktade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 handlingar//NN|UTR|PLU|IND|NOM//obl//21 ,//MID//punct//28 säger//VB|PRS|AKT//parataxis//21 han//PN|UTR|SIN|DEF|SUB//nsubj//28 .//MAD//punct//28 –//RG|NOM//punct//34
Guds tjänare eller mystikern;Men//KN//cc//34 vi//PN|UTR|PLU|DEF|SUB//nsubj//34 talar//VB|PRS|AKT//conj//21 inte//AB//advmod//34 om//PP//mark//38 att//IE//mark//38 göra//VB|INF|AKT//advcl//34 en//DT|UTR|SIN|IND//det//40 sak//NN|UTR|SIN|IND|NOM//obj//38 eller//KN//cc//43 en//DT|UTR|SIN|IND//det//43 annan//JJ|POS|UTR|SIN|IND|NOM//conj//40 ,//MID//punct//48 utan//KN//mark//48 om//PP//mark//48 att//IE//mark//48 göra//VB|INF|AKT//conj//38 båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//48 .//MAD//punct//34
Guds tjänare eller mystikern;Elisabeth//PM|NOM//nsubj//53 Gerle//PM|NOM//nsubj//53 har//VB|PRS|AKT//parataxis//34 den//DT|UTR|SIN|DEF//det//56 djupaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//56 respekt//NN|UTR|SIN|IND|NOM//obj//53 för//PP//case//58 mysticism//NN|UTR|SIN|IND|NOM//obl//53 ,//MID//punct//60 mystiker//NN|UTR|PLU|IND|NOM//conj//58 ,//MID//punct//65 och//KN//cc//65 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 andligt//JJ|POS|NEU|SIN|IND|NOM//amod//65 liv//NN|NEU|SIN|IND|NOM//conj//53 .//MAD//punct//53
Guds tjänare eller mystikern;Alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//70 måste//VB|PRS|AKT//aux//70 inte//AB//advmod//70 göra//VB|INF|AKT//conj//21 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 gärningar//NN|UTR|PLU|IND|NOM//obj//70 ,//MID//punct//78 en//DT|UTR|SIN|IND//det//75 del//NN|UTR|SIN|IND|NOM//nmod//76 människor//NN|UTR|PLU|IND|NOM//nsubj//78 kan//VB|PRS|AKT//aux//78 sitta//VB|INF|AKT//advcl//70 och//KN//cc//80 göra//VB|INF|AKT//conj//78 ingenting//PN|NEU|SIN|IND|SUB/OBJ//obj//80 och//KN//cc//83 utgöra//VB|INF|AKT//conj//70 en//DT|UTR|SIN|IND//det//86 enorm//JJ|POS|UTR|SIN|IND|NOM//amod//86 inspiration//NN|UTR|SIN|IND|NOM//obj//83 för//PP//case//88 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//83 runt//AB//advmod//83 om//PP//case//91 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//83 ,//MID//punct//93 säger//VB|PRS|AKT//parataxis//70 hon//PN|UTR|SIN|DEF|SUB//nsubj//93 .//MID//punct//70
Guds tjänare eller mystikern;Vad//HP|NEU|SIN|IND//obj//99 hon//PN|UTR|SIN|DEF|SUB//nsubj//99 är//VB|PRS|AKT//cop//99 rädd//JJ|POS|UTR|SIN|IND|NOM//csubj//101 för//PP//case//99 är//VB|PRS|AKT//punct//2 att//SN//mark//105 vi//PN|UTR|PLU|DEF|SUB//nsubj//105 snarare//AB|KOM//advmod//105 riskerar//VB|PRS|AKT//ccomp//101 att//IE//mark//107 förlora//VB|INF|AKT//xcomp//105 de//DT|UTR/NEU|PLU|DEF//det//110 utåtriktade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 handlingarna//NN|UTR|PLU|DEF|NOM//obj//107 än//KN//mark//113 det//DT|NEU|SIN|DEF//det//113 andliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//acl//110 .//MAD//punct//2
Guds tjänare eller mystikern;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//33 är//VB|PRS|AKT//cop//0 hur//HA//advmod//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 ska//VB|PRS|AKT//aux//6 vara//VB|INF|AKT//cop//6 kontemplativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//0 i//PP//case//9 en//DT|UTR|SIN|IND//det//9 värld//NN|UTR|SIN|IND|NOM//obl//6 med//PP//case//13 så//AB//advmod//12 mycket//JJ|POS|NEU|SIN|IND|NOM//advmod//13 lidande//NN|NEU|SIN|IND|NOM//nmod//9 ,//MID//punct//15 säger//VB|PRS|AKT//parataxis//0 Magnus//PM|NOM//nsubj//15 Almgren//PM|NOM//flat:name//16 .//MAD//punct//0 –//PAD//punct//20
