4 Författningskommentar till balken ;4.1//RG|NOM//nmod//1 Inledning//NN|UTR|SIN|IND|NOM//ROOT//1
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//9 om//PP//case//3 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 pensionsförsäkringar//NN|UTR|PLU|IND|NOM//nmod//0 enligt//PP//case//8 tidigare//AB|KOM//advmod//6 22//RG|NOM//nummod//7 kap.//NN|AN//nmod//8 AFL//PM|NOM//nmod//3 kom//VB|PRT|AKT//ROOT//9 till//PP//case//11 1980//RG|NOM//obl//9 (//PAD//punct//11 prop//NN|UTR|SIN|IND|NOM//appos//11 .//MID//punct//9
5 Författningskommentar till införandelagen;1979/80:128//RG|NOM//obl//9 ,//MID//punct//17 bet//VB|PRT|AKT//conj//15 .//MAD//punct//15
5 Författningskommentar till införandelagen;1979/80//RG|NOM//obl//9 ://MID//punct//19
5 Författningskommentar till införandelagen;SfU16//PM|NOM//appos//19 ,//MID//punct//23 SFS//PM|NOM//conj//21 1980:315//RG|NOM//nmod//23 )//PAD//punct//21 .//MAD//punct//19
5 Författningskommentar till införandelagen;13//RG|NOM//nummod//28 §//NN|AN//appos//19
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//12 om//PP//case//2 beaktande//NN|NEU|SIN|IND|NOM//nmod//0 av//PP//case//5 pensionsgrundande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 belopp//NN|NEU|PLU|IND|NOM//nmod//2 med//PP//case//7 anledning//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//9 förtidspension//NN|UTR|SIN|IND|NOM//nmod//7 eller//KN//cc//11 sjukbidrag//NN|NEU|SIN|IND|NOM//conj//9 kom//VB|PRT|AKT//ROOT//12 till//PP//case//14 2001//RG|NOM//obl//12 (//PAD//punct//14 prop//NN|UTR|SIN|IND|NOM//appos//14 .//MAD//punct//12
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//obl//12 ,//MID//punct//20 bet//VB|PRT|AKT//conj//18 .//MID//punct//18
5 Författningskommentar till införandelagen;2000/01//RG|NOM//discourse//24 ://MID//punct//22
5 Författningskommentar till införandelagen;SfU15//PM|NOM//conj//12 ,//MID//punct//26 SFS//PM|NOM//conj//24 2001:489//RG|NOM//conj//24 ,//MID//punct//29 punkt//NN|UTR|SIN|IND|NOM//conj//24 3//RG|NOM//nummod//29 )//PAD//punct//24 .//MAD//punct//12
5 Författningskommentar till införandelagen;14//RG|NOM//nummod//34 §//NN|AN//obl//12
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//2 försäkringstid//NN|UTR|SIN|IND|NOM//nmod//0 kom//VB|PRT|AKT//ROOT//3 till//PP//case//5 2001//RG|NOM//obl//3 (//PAD//punct//5 prop//NN|UTR|SIN|IND|NOM//appos//5 .//MAD//punct//5
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//discourse//13 ,//MID//punct//11 bet//VB|PRT|AKT//conj//9 .//MID//punct//9
5 Författningskommentar till införandelagen;2000/01//RG|NOM//appos//3 ://MID//punct//13
5 Författningskommentar till införandelagen;SfU15//PM|NOM//parataxis//13 ,//MID//punct//17 SFS//PM|NOM//conj//13 2001:489//RG|NOM//flat:name//13 ,//MID//punct//20 punkt//NN|UTR|SIN|IND|NOM//conj//13 4//RG|NOM//nummod//20 )//PAD//punct//13 .//MAD//punct//13
5 Författningskommentar till införandelagen;15//RG|NOM//nummod//25 §//NN|AN//appos//13
5 Författningskommentar till införandelagen;När//HA//mark//5 förtidspensionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 och//KN//cc//3 sjukbidraget//NN|NEU|SIN|DEF|NOM//conj//1 2001//RG|NOM//nummod//3 avlöstes//VB|PRT|SFO//advcl//10 av//PP//case//7 sjukersättning//NN|UTR|SIN|IND|NOM//obl:agent//5 och//KN//cc//9 aktivitetsersättning//NN|UTR|SIN|IND|NOM//conj//7 omvandlades//VB|PRT|SFO//ROOT//10 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 förmåner//NN|UTR|PLU|IND|NOM//nsubj:pass//10 .//MAD//punct//10
5 Författningskommentar till införandelagen;För//PP//case//18 dessa//DT|UTR/NEU|PLU|DEF//det//18 omvandlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 förmåner//NN|UTR|PLU|IND|NOM//obl//19 gäller//VB|PRS|AKT//conj//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 bestämmelser//NN|UTR|PLU|IND|NOM//obj//19 (//PAD//punct//22 prop//NN|UTR|SIN|IND|NOM//appos//22 .//MAD//punct//22
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//nsubj:pass//10 ,//MID//punct//28 bet//VB|PRT|AKT//conj//26 .//MID//punct//26
5 Författningskommentar till införandelagen;2000/01//RG|NOM//conj//26 ://MID//punct//30
5 Författningskommentar till införandelagen;SfU15//PM|NOM//conj//26 ,//MID//punct//26 SFS//PM|NOM//conj//26 2001:489//RG|NOM//conj//26 ,//MID//punct//37 punkt//NN|UTR|SIN|IND|NOM//conj//26 5//RG|NOM//nummod//37 )//PAD//punct//26 .//MAD//punct//10
5 Författningskommentar till införandelagen;16//RG|NOM//nummod//42 §//NN|AN//nsubj:pass//10
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//2 tilläggspension//NN|UTR|SIN|IND|NOM//nmod//0 kom//VB|PRT|AKT//ROOT//3 till//PP//case//5 2001//RG|NOM//obl//3 (//PAD//punct//5 prop//NN|UTR|SIN|IND|NOM//appos//5 .//MAD//punct//5
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//discourse//13 ,//MID//punct//11 bet//VB|PRT|AKT//conj//9 .//MID//punct//9
5 Författningskommentar till införandelagen;2000/01//RG|NOM//appos//3 ://MID//punct//13
5 Författningskommentar till införandelagen;SfU15//PM|NOM//parataxis//13 ,//MID//punct//17 SFS//PM|NOM//conj//13 2001:489//RG|NOM//conj//13 ,//MID//punct//20 punkt//NN|UTR|SIN|IND|NOM//conj//13 6//RG|NOM//nummod//20 )//PAD//punct//13 .//MAD//punct//13
5 Författningskommentar till införandelagen;17//RG|NOM//nummod//25 §//NN|AN//appos//13
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 om//PP//case//2 beräkning//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//4 antagandeinkomst//NN|UTR|SIN|IND|NOM//nmod//2 kom//VB|PRT|AKT//ROOT//5 till//PP//case//7 2001//RG|NOM//obl//5 (//PAD//punct//7 prop//NN|UTR|SIN|IND|NOM//appos//7 .//MAD//punct//7
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//obl//5 ,//MID//punct//13 bet//VB|PRT|AKT//conj//11 .//MID//punct//11
5 Författningskommentar till införandelagen;2000/01//RG|NOM//discourse//17 ://MID//punct//15
5 Författningskommentar till införandelagen;SfU15//PM|NOM//conj//5 ,//MID//punct//19 SFS//PM|NOM//conj//17 2001:489//RG|NOM//conj//17 ,//MID//punct//22 punkt//NN|UTR|SIN|IND|NOM//conj//17 7//RG|NOM//nummod//22 )//PAD//punct//17 .//MAD//punct//5
5 Författningskommentar till införandelagen;18//RG|NOM//nummod//27 §//NN|AN//obl//5
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//2 justeringsbelopp//NN|NEU|SIN|IND|NOM//nmod//0 kom//VB|PRT|AKT//ROOT//3 till//PP//case//5 2001//RG|NOM//obl//3 (//PAD//punct//5 prop//NN|UTR|SIN|IND|NOM//appos//5 .//MAD//punct//3
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//obl//3 ,//MID//punct//11 bet//VB|PRT|AKT//conj//9 .//MID//punct//9
5 Författningskommentar till införandelagen;2000/01//RG|NOM//discourse//15 ://MID//punct//13
5 Författningskommentar till införandelagen;SfU15//PM|NOM//conj//3 ,//MID//punct//17 SFS//PM|NOM//conj//15 2001:489//RG|NOM//conj//15 ,//MID//punct//20 punkt//NN|UTR|SIN|IND|NOM//conj//15 8)//RG|NOM//nummod//20 .//MAD//punct//15
5 Författningskommentar till införandelagen;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//30 om//PP//mark//27 hur//HA//advmod//27 justeringsbeloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//27 beräknas//VB|PRS|SFO//acl//23 har//VB|PRS|AKT//aux//30 inte//AB//advmod//30 tagits//VB|SUP|SFO//conj//15 in//PL//compound:prt//30 i//PP//case//33 SFBP//PM|NOM//obl//30 eftersom//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 var//VB|PRT|AKT//cop//37 fråga//NN|UTR|SIN|IND|NOM//advcl//30 om//PP//case//40 en//DT|UTR|SIN|IND//det//40 engångsåtgärd//NN|UTR|SIN|IND|NOM//obl//37 i//PP//case//42 anslutning//NN|UTR|SIN|IND|NOM//nmod//40 till//PP//case//44 ikraftträdandet//NN|NEU|SIN|DEF|NOM//nmod//40 av//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 reglerna//NN|UTR|PLU|DEF|NOM//nmod//44 den//DT|UTR|SIN|DEF//det//51 1//RO|NOM//nummod//51 januari//NN|UTR|SIN|IND|NOM//nmod//40 2003//RG|NOM//nummod//51 .//MAD//punct//30
5 Författningskommentar till införandelagen;19//RG|NOM//nummod//55 §//NN|AN//obl//30
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//8 om//PP//mark//7 när//HA//mark//7 justering//NN|UTR|SIN|IND|NOM//nsubj//7 inte//AB//advmod//5 längre//AB|KOM//advmod//7 skall//VB|PRS|AKT//aux//7 ske//VB|INF|AKT//acl//0 kom//VB|PRT|AKT//ROOT//8 till//PP//case//10 2001//RG|NOM//obl//8 (//PAD//punct//10 prop//NN|UTR|SIN|IND|NOM//appos//10 .//MAD//punct//8
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//obl//8 ,//MID//punct//16 bet//VB|PRT|AKT//conj//14 .//MID//punct//14
5 Författningskommentar till införandelagen;2000/01//RG|NOM//discourse//20 ://MID//punct//18
5 Författningskommentar till införandelagen;SfU15//PM|NOM//conj//8 ,//MID//punct//22 SFS//PM|NOM//conj//20 2001:489//RG|NOM//conj//20 ,//MID//punct//25 punkt//NN|UTR|SIN|IND|NOM//conj//20 15//RG|NOM//nummod//25 )//PAD//punct//20 .//MAD//punct//8
5 Författningskommentar till införandelagen;Förmåner//NN|UTR|PLU|IND|NOM//ROOT//0 vid//PP//case//2 arbetsskada//NN|UTR|SIN|IND|NOM//nmod//0 20//RG|NOM//nummod//4 §//NN|AN//nmod//0
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//8 om//PP//case//2 yrkesskador//NN|UTR|PLU|IND|NOM//nmod//0 före//PP//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 juli//NN|UTR|SIN|IND|NOM//nmod//0 1977//RG|NOM//nummod//6 hänför//VB|PRS|AKT//ROOT//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 till//PP//case//11 införandet//NN|NEU|SIN|DEF|NOM//obl//8 av//PP//case//13 LAF//PM|NOM//nmod//11 (//PAD//punct//13 prop//NN|UTR|SIN|IND|NOM//appos//13 .//MAD//punct//13
5 Författningskommentar till införandelagen;1975/76:197//RG|NOM//obl//8 ,//MID//punct//17 bet//VB|PRT|AKT//conj//17 .//MAD//punct//17
5 Författningskommentar till införandelagen;1975/76//RG|NOM//conj//8 ://MID//punct//21
5 Författningskommentar till införandelagen;SfU40//PM|NOM//appos//21 ,//MID//punct//25 SFS//PM|NOM//conj//23 1976:380//RG|NOM//conj//23 )//PAD//punct//23 .//MAD//punct//8
5 Författningskommentar till införandelagen;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 har//VB|PRS|AKT//aux//32 därefter//AB//advmod//32 ändrats//VB|SUP|SFO//conj//8 vid//PP//case//35 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//35 tillfällen//NN|NEU|PLU|IND|NOM//obl//32 ,//MID//punct//35 senast//AB|SUV//case//38 2000//RG|NOM//conj//35 (//PAD//punct//32 bet//VB|PRT|AKT//appos//32 .//MID//punct//32
5 Författningskommentar till införandelagen;2000/01//RG|NOM//conj//32 ://MID//punct//42
5 Författningskommentar till införandelagen;SfU4//PM|GEN//parataxis//42 ,//MID//punct//44 SFS//PM|NOM//conj//44 2000:813//RG|NOM//obj//46 )//PAD//punct//44 .//MAD//punct//42
5 Författningskommentar till införandelagen;21//RG|NOM//nummod//51 §//NN|AN//appos//42
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//8 om//PP//case//2 arbetsskador//NN|UTR|PLU|IND|NOM//nmod//0 före//PP//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//nmod//0 1982//RG|NOM//nummod//6 kom//VB|PRT|AKT//ROOT//8 till//PP//case//10 1981//RG|NOM//obl//8 (//PAD//punct//10 prop//NN|UTR|SIN|IND|NOM//appos//10 .//MAD//punct//10
5 Författningskommentar till införandelagen;1980/81:178//RG|NOM//obl//8 ,//MID//punct//16 bet//VB|PRT|AKT//conj//14 .//MAD//punct//8
5 Författningskommentar till införandelagen;1980/81//RG|NOM//discourse//20 ://MID//punct//18
5 Författningskommentar till införandelagen;SfU28//PM|NOM//parataxis//8 ,//MID//punct//22 SFS//PM|NOM//conj//20 1981:693//RG|NOM//conj//20 ,//MID//punct//25 punkt//NN|UTR|SIN|IND|NOM//conj//20 2//RG|NOM//nummod//25 )//PAD//punct//20 .//MAD//punct//8
5 Författningskommentar till införandelagen;Hänvisningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 till//PP//case//35 3//RG|NOM//nummod//32 kap.//NN|AN//obl//34 6//RG|NOM//nummod//34 §//NN|AN//nmod//35 LAF//PM|NOM//nmod//29 har//VB|PRS|AKT//aux//37 utelämnats//VB|SUP|SFO//parataxis//8 då//HA//mark//41 denna//DT|UTR|SIN|DEF//nsubj//41 senare//AB|KOM//advmod//41 upphävts//VB|SUP|SFO//advcl//37 utan//PP//case//43 övergångsbestämmelser//NN|UTR|PLU|IND|NOM//obl//41 som//HP|-|-|-//nsubj//46 kan//VB|PRS|AKT//aux//46 medföra//VB|INF|AKT//acl:relcl//43 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//48 tillämpning//NN|UTR|SIN|IND|NOM//obj//46 och//KN//cc//50 hänvisningen//NN|UTR|SIN|DEF|NOM//conj//48 till//PP//case//56 6//RG|NOM//nummod//53 kap.//NN|AN//nmod//54 1//RG|NOM//nummod//55 §//NN|AN//nmod//56 LAF//PM|NOM//nmod//50 begränsats//VB|SUP|SFO//xcomp//41 till//PP//mark//60 att//IE//mark//60 avse//VB|INF|AKT//advcl//41 den//DT|UTR|SIN|DEF//det//62 bestämmelse//NN|UTR|SIN|IND|NOM//obj//60 som//HP|-|-|-//nsubj:pass//64 togs//VB|PRT|SFO//acl:relcl//62 bort//PL//advmod//64 genom//PP//case//67 lagändringen//NN|UTR|SIN|DEF|NOM//obl//64 .//MAD//punct//37
5 Författningskommentar till införandelagen;22//RG|NOM//nummod//70 §//NN|AN//appos//37
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//8 om//PP//case//2 arbetsskador//NN|UTR|PLU|IND|NOM//nmod//0 före//PP//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//nmod//0 1993//RG|NOM//nummod//6 kom//VB|PRT|AKT//ROOT//8 till//PP//case//10 1992//RG|NOM//obl//8 (//PAD//punct//8 prop//NN|UTR|SIN|IND|NOM//parataxis//8 .//MAD//punct//12
5 Författningskommentar till införandelagen;1992/93:30//RG|NOM//obl//8 ,//MID//punct//14 bet//VB|PRT|AKT//conj//14 .//MAD//punct//8
5 Författningskommentar till införandelagen;1992/93//RG|NOM//obl//8 ://MID//punct//18
5 Författningskommentar till införandelagen;SfU8//PM|NOM//advmod//8 ,//MID//punct//8 SFS//PM|NOM//nmod//23 1992:1698//RG|NOM//appos//8 )//PAD//punct//23 .//MAD//punct//8
5 Författningskommentar till införandelagen;23//RG|NOM//nummod//27 §//NN|AN//obl//8
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 om//PP//case//2 omprövning//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//5 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 livräntor//NN|UTR|PLU|IND|NOM//nmod//2 kom//VB|PRT|AKT//ROOT//6 till//PP//case//8 1993//RG|NOM//obl//6 (//PAD//punct//6 bet//VB|PRT|AKT//parataxis//6 .//MAD//punct//6
5 Författningskommentar till införandelagen;1992/93//RG|NOM//obl//6 ://MID//punct//12
5 Författningskommentar till införandelagen;SfU17//PM|NOM//appos//12 ,//MID//punct//16 SFS//PM|NOM//conj//14 1993:331//RG|NOM//conj//14 )//PAD//punct//14 .//MAD//punct//6
5 Författningskommentar till införandelagen;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//21 innehåller//VB|PRS|AKT//parataxis//6 inte//AB//advmod//21 någon//DT|UTR|SIN|IND//det//24 tidsgräns//NN|UTR|SIN|IND|NOM//obj//21 för//PP//case//26 begäran//NN|UTR|SIN|IND|NOM//nmod//24 om//PP//case//28 omprövning//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//21
5 Författningskommentar till införandelagen;Med//PP//case//34 hänsyn//NN|UTR|SIN|IND|NOM//fixed//30 till//PP//fixed//30 den//DT|UTR|SIN|DEF//det//34 tid//NN|UTR|SIN|IND|NOM//obl//42 som//HP|-|-|-//nsubj//36 förflutit//VB|SUP|AKT//acl:relcl//34 sedan//SN//advmod//36 tillkomsten//NN|UTR|SIN|DEF|NOM//obl//36 kan//VB|PRS|AKT//aux//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//42 likväl//AB//advmod//42 ifrågasättas//VB|INF|SFO//advcl//21 om//SN//mark//45 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 finns//VB|PRS|SFO//advcl//42 anledning//NN|UTR|SIN|IND|NOM//nsubj//45 att//IE//mark//48 ha//VB|INF|AKT//acl//46 kvar//PL//compound:prt//48 bestämmelsen//NN|UTR|SIN|DEF|NOM//obj//48 .//MAD//punct//21
5 Författningskommentar till införandelagen;24//RG|NOM//nummod//53 §//NN|AN//obl//21
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//7 om//PP//case//2 ersättning//NN|UTR|SIN|IND|NOM//nmod//0 till//PP//case//4 anställda//NN|UTR|PLU|IND|NOM//nmod//2 hos//PP//case//6 affärsverk//NN|NEU|PLU|IND|NOM//nmod//4 kom//VB|PRT|AKT//ROOT//7 till//PP//case//9 1995//RG|NOM//obl//7 (//PAD//punct//7 prop//NN|UTR|SIN|IND|NOM//parataxis//7 .//MAD//punct//11
5 Författningskommentar till införandelagen;1994/95:150//RG|NOM//conj//11 ,//MID//punct//15 bil//NN|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//13
5 Författningskommentar till införandelagen;1//RG|NOM//discourse//19 ,//MID//punct//17 bet//VB|PRT|AKT//conj//7 .//MAD//punct//19
5 Författningskommentar till införandelagen;1994/95//RG|NOM//conj//19 ://MID//punct//21
5 Författningskommentar till införandelagen;FiU20//PM|NOM//conj//19 ,//MID//punct//23 SFS//PM|NOM//conj//19 1995:900//RG|NOM//flat:name//25 ,//MID//punct//28 punkt//NN|UTR|SIN|IND|NOM//conj//25 2//RG|NOM//nummod//28 )//PAD//punct//25 .//MAD//punct//19
5 Författningskommentar till införandelagen;25//RG|NOM//nummod//33 §//NN|AN//conj//19
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//12 om//PP//case//2 livräntor//NN|UTR|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj//5 har//VB|PRS|AKT//aux//5 börjat//VB|SUP|AKT//acl:relcl//2 utges//VB|INF|SFO//xcomp//5 före//PP//case//10 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 januari//NN|UTR|SIN|IND|NOM//obl//12 1997//RG|NOM//nummod//10 kom//VB|PRT|AKT//ROOT//12 till//PP//case//14 1996//RG|NOM//obl//12 (//PAD//punct//12 prop//NN|UTR|SIN|IND|NOM//parataxis//12 .//MAD//punct//16
5 Författningskommentar till införandelagen;1995/96:209//RG|NOM//obl//12 ,//MID//punct//20 bet//VB|PRT|AKT//conj//18 .//MAD//punct//18
5 Författningskommentar till införandelagen;1996/97//RG|NOM//obl//12 ://MID//punct//22
5 Författningskommentar till införandelagen;SfU4//PM|GEN//appos//22 ,//MID//punct//26 SFS//PM|NOM//conj//24 1996:1064//RG|NOM//obj//26 )//PAD//punct//24 .//MAD//punct//22
5 Författningskommentar till införandelagen;26//RG|NOM//nummod//31 §//NN|AN//appos//22
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 om//PP//case//2 arbetsskadelivränta//NN|UTR|SIN|IND|NOM//nmod//0 till//PP//case//4 personer//NN|UTR|PLU|IND|NOM//nmod//2 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//5 1937//RG|NOM//nummod//5 eller//KN//cc//8 tidigare//AB|KOM//conj//6 kom//VB|PRT|AKT//conj//5 till//PP//case//11 1998//RG|NOM//obl//9 (//PAD//punct//5 prop//NN|UTR|SIN|IND|NOM//appos//5 .//MAD//punct//5
5 Författningskommentar till införandelagen;1997/98:151//RG|NOM//obl//5 ,//MID//punct//15 bet//VB|PRT|AKT//conj//15 .//MAD//punct//15
5 Författningskommentar till införandelagen;1997/98//RG|NOM//discourse//21 ://MID//punct//19
5 Författningskommentar till införandelagen;SfU13//PM|NOM//parataxis//5 ,//MID//punct//23 SFS//PM|NOM//conj//21 1998:678//RG|NOM//obj//23 )//PAD//punct//21 och//KN//cc//27 ändrades//VB|PRT|SFO//conj//21 2000//RG|NOM//nummod//27 (//PAD//punct//21 prop//NN|UTR|SIN|IND|NOM//conj//21 .//MAD//punct//21
5 Författningskommentar till införandelagen;1999/2000:127//RG|NOM//punct//5 ,//MID//punct//34 bet//VB|PRT|AKT//conj//5 .//MID//punct//5
5 Författningskommentar till införandelagen;2000/01//RG|NOM//discourse//45 ://MID//punct//36
5 Författningskommentar till införandelagen;SfU3//PM|NOM//parataxis//36 ,//MID//punct//38 SFS//PM|NOM//nmod//41 2000:801//RG|NOM//conj//38 )//PAD//punct//38 .//MAD//punct//36
5 Författningskommentar till införandelagen;27//RG|NOM//nummod//45 §//NN|AN//appos//5
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 om//PP//case//2 bruttotillägg//NN|NEU|SIN|IND|NOM//nmod//0 till//PP//case//4 arbetsskadelivränta//NN|UTR|SIN|IND|NOM//nmod//2 kom//VB|PRT|AKT//ROOT//5 till//PP//case//7 2001//RG|NOM//obl//5 genom//PP//case//9 tillägg//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//13 en//DT|UTR|SIN|IND//det//13 ny//JJ|POS|UTR|SIN|IND|NOM//amod//13 punkt//NN|UTR|SIN|IND|NOM//nmod//9 till//PP//case//15 övergångsbestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//13 till//PP//case//17 lagen//NN|UTR|SIN|DEF|NOM//nmod//9 (//PAD//punct//19 2000:465//RG|NOM//nmod//9 )//PAD//punct//19 om//PP//case//22 ändring//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//24 lagen//NN|UTR|SIN|DEF|NOM//nmod//22 (//PAD//punct//26 1976:380//RG|NOM//nmod//22 )//PAD//punct//26 om//PP//case//29 arbetsskadeförsäkring//NN|UTR|SIN|IND|NOM//nmod//22 (//PAD//punct//29 prop//NN|UTR|SIN|IND|NOM//appos//29 .//MAD//punct//29
5 Författningskommentar till införandelagen;2000/01:96//RG|NOM//nmod//22 ,//MID//punct//35 bet//VB|PRT|AKT//conj//22 .//MID//punct//22
5 Författningskommentar till införandelagen;2000/01//RG|NOM//nmod//22 ://MID//punct//37
5 Författningskommentar till införandelagen;SfU15//PM|NOM//conj//22 ,//MID//punct//41 SFS//PM|NOM//conj//22 2001:496//RG|NOM//nmod//22 ,//MID//punct//44 punkt//NN|UTR|SIN|IND|NOM//conj//22 6//RG|NOM//nummod//44 )//PAD//punct//22 .//MAD//punct//5
5 Författningskommentar till införandelagen;28//RG|NOM//nummod//49 §//NN|AN//obl//5
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//8 om//PP//case//2 arbetsskador//NN|UTR|PLU|IND|NOM//nmod//0 före//PP//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 juli//NN|UTR|SIN|IND|NOM//nmod//2 2002//RG|NOM//nummod//6 kom//VB|PRT|AKT//ROOT//8 till//PP//case//10 2002//RG|NOM//obl//8 (//PAD//punct//8 prop//NN|UTR|SIN|IND|NOM//parataxis//8 .//MAD//punct//12
5 Författningskommentar till införandelagen;2001/02:81//RG|NOM//obl//8 ,//MID//punct//16 bet//VB|PRT|AKT//conj//14 .//MAD//punct//14
5 Författningskommentar till införandelagen;2001/02//RG|NOM//obl//8 ://MID//punct//18
5 Författningskommentar till införandelagen;SfU10//PM|NOM//appos//18 ,//MID//punct//22 SFS//PM|NOM//conj//20 2002:222//RG|NOM//nummod//22 ,//MID//punct//25 punkt//NN|UTR|SIN|IND|NOM//conj//20 2//RG|NOM//nummod//25 )//PAD//punct//20 .//MAD//punct//18
5 Författningskommentar till införandelagen;29//RG|NOM//nummod//30 §//NN|AN//appos//18
5 Författningskommentar till införandelagen;Övergångsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//2 personer//NN|UTR|PLU|IND|NOM//nmod//0 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//3 1937//RG|NOM//nummod//3 eller//KN//cc//6 tidigare//AB|KOM//conj//4 kom//VB|PRT|AKT//conj//3 till//PP//case//9 2002//RG|NOM//obl//7 (//PAD//punct//3 prop//NN|UTR|SIN|IND|NOM//appos//3 .//MAD//punct//11
5 Författningskommentar till införandelagen;2001/02:81//RG|NOM//nummod//3 ,//MID//punct//15 bet//VB|PRT|AKT//conj//13 .//MAD//punct//13
5 Författningskommentar till införandelagen;2001/02//RG|NOM//obl//3 ://MID//punct//17
5 Författningskommentar till införandelagen;SfU10//PM|NOM//obj//3 ,//MID//punct//21 SFS//PM|NOM//conj//19 2002:222//RG|NOM//nummod//21 ,//MID//punct//24 punkt//NN|UTR|SIN|IND|NOM//conj//19 3//RG|NOM//nummod//24 )//PAD//punct//19 .//MAD//punct//3
