Sammanfattning i delrapporten (SOU:152) Vindkraften en ren energikälla tar plats;(//PAD//punct//1 Utdrag//NN|NEU|SIN|IND|NOM//ROOT//1 )//PAD//punct//1
4.1 Beskrivning av verksamheten / Vindberga;Åkermarken//NN|UTR|SIN|DEF|NOM//nsubj//13 i//PP//case//12 kommunen//NN|UTR|SIN|DEF|NOM//nmod//10 har//VB|PRS|AKT//aux//16 ur//PP//case//15 jordbrukssynpunkt//NN|UTR|SIN|IND|NOM//obl//13 delats//VB|SUP|SFO//conj//3 upp//PL//compound:prt//16 i//PP//case//19 slättbygd//NN|UTR|SIN|IND|NOM//obl//16 och//KN//cc//21 skogsbygd//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//16
4.1 Beskrivning av verksamheten / Vindberga;Planerat//PC|PRF|NEU|SIN|IND|NOM//amod//24 vindkraftområde//NN|NEU|SIN|IND|NOM//nsubj//25 ligger//VB|PRS|AKT//parataxis//16 inom//PP//case//27 slättbygden//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindberga;Områdets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//nsubj:pass//3 berörs//VB|PRS|SFO//ROOT//3 delvis//AB//advmod//3 av//PP//case//6 reservat//NN|NEU|SIN|IND|NOM//obl:agent//3 för//PP//case//10 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//10 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 kommunikations//NN|UTR|SIN|IND|NOM//obl//3 ///MID//cc//12 ledningsstråk//NN|NEU|SIN|IND|NOM//conj//10 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindberga;Vid//PP//case//15 samtal//NN|NEU|PLU|IND|NOM//obl//19 med//PP//case//17 kommunen//NN|UTR|SIN|DEF|NOM//nmod//15 har//VB|PRS|AKT//aux//19 framgått//VB|SUP|AKT//advcl//3 att//SN//mark//25 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 inte//AB//advmod//25 är//VB|PRS|AKT//cop//25 ett//DT|NEU|SIN|IND//det//25 intresse//NN|NEU|SIN|IND|NOM//ccomp//19 som//HP|-|-|-//nsubj:pass//29 kommer//VB|PRS|AKT//aux//29 att//IE//mark//29 hävdas//VB|INF|SFO//acl:relcl//25 inom//PP//case//33 en//DT|UTR|SIN|IND//det//33 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 framtid//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindberga;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 kan//VB|PRS|AKT//aux//39 komma//VB|INF|AKT//aux//39 att//IE//mark//39 aktualiseras//VB|INF|SFO//parataxis//3 om//PP//case//41 20//RG|NOM//obl//39 –//NN|AN//punct//39 30//RG|NOM//nummod//44 år//NN|NEU|PLU|IND|NOM//obl//39 .//MAD//punct//39
4.1 Beskrivning av verksamheten / Vindberga;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 har//VB|PRS|AKT//aux//49 varit//VB|SUP|AKT//cop//49 diskussioner//NN|UTR|PLU|IND|NOM//parataxis//39 kring//PP//mark//54 huruvida//SN//mark//54 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//54 ska//VB|PRS|AKT//aux//54 behålla//VB|INF|AKT//advcl//49 reservatet//NN|NEU|SIN|DEF|NOM//obj//54 eller//KN//cc//61 inte//AB//advmod//61 vid//PP//case//61 en//DT|UTR|SIN|IND//det//61 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 revidering//NN|UTR|SIN|IND|NOM//conj//55 av//PP//case//63 översiktsplanen//NN|UTR|SIN|DEF|NOM//nmod//61 .//MAD//punct//3
4.1 Beskrivning av verksamheten / Vindberga;Inom//PP//case//1 området//NN|NEU|SIN|DEF|NOM//obl//4 där//HA//advmod//4 vindkraftverken//NN|NEU|PLU|DEF|NOM//nsubj:pass//4 planeras//VB|PRS|SFO//ROOT//4 att//IE//mark//6 uppföras//VB|INF|SFO//xcomp//4 finns//VB|PRS|SFO//parataxis//4 inga//DT|UTR/NEU|PLU|IND//det//10 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 riksintressen//NN|NEU|PLU|IND|NOM//nsubj//7 för//PP//case//12 naturvård//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//14 friluftsliv//NN|NEU|SIN|IND|NOM//conj//12 eller//KN//cc//16 kulturmiljövård//NN|UTR|SIN|IND|NOM//conj//12 .//MAD//punct//4
4.1 Beskrivning av verksamheten / Vindberga;Platsen//NN|UTR|SIN|DEF|NOM//nsubj//19 omfattas//VB|PRS|SFO//parataxis//4 inte//AB//advmod//19 heller//AB//advmod//19 av//PP//case//23 områden//NN|NEU|PLU|IND|NOM//obl//19 med//PP//case//26 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 hushållningsbestämmelser//NN|UTR|PLU|IND|NOM//nmod//23 enligt//PP//case//29 4//RG|NOM//nummod//29 kapitlet//NN|NEU|SIN|DEF|NOM//nmod//30 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//26 .//MAD//punct//19
4.1 Beskrivning av verksamheten / Vindberga;Den//DT|UTR|SIN|DEF//det//34 befintliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 järnvägen//NN|UTR|SIN|DEF|NOM//nsubj//38 ,//MID//punct//36 Västkustbanan//PM|NOM//conj//34 ,//MID//punct//34 är//VB|PRS|AKT//parataxis//19 av//PP//case//40 riksintresse//NN|NEU|SIN|IND|NOM//obl//38 .//MAD//punct//19
4.1 Beskrivning av verksamheten / Vindberga;Se//VB|IMP|AKT//xcomp//19 vidare//AB|KOM//compound:prt//42 under//PP//case//46 avsnittet//NN|NEU|SIN|DEF|NOM//nmod//46 Hushållning//NN|UTR|SIN|IND|NOM//obl//42 med//PP//case//48 naturresurserna//NN|UTR|PLU|DEF|NOM//nmod//46 .//MAD//punct//19
4.1 Beskrivning av verksamheten / Vindberga;Planerat//PC|PRF|NEU|SIN|IND|NOM//advcl//2 vindkraftområde//NN|NEU|SIN|IND|NOM//nsubj:pass//2 berörs//VB|PRS|SFO//ROOT//2 inte//AB//advmod//2 av//PP//case//5 naturreservat//NN|NEU|PLU|IND|NOM//obl:agent//2 ,//MID//punct//7 kulturreservat//NN|NEU|SIN|IND|NOM//conj//5 eller//KN//cc//9 biotopskyddsområde//NN|NEU|SIN|IND|NOM//conj//5 .//MAD//punct//2
4.1 Beskrivning av verksamheten / Vindberga;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//parataxis//2 inte//AB//advmod//12 heller//AB//advmod//12 naturminnen//NN|NEU|PLU|IND|NOM//nsubj//12 jämlikt//JJ|POS|NEU|SIN|IND|NOM//advmod//19 7//RG|NOM//nummod//18 kap10§//PAD//nmod//19 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//15 inom//PP//case//21 området//NN|NEU|SIN|DEF|NOM//obl//12 .//MID//punct//12
4.1 Beskrivning av verksamheten / Vindberga;Det//DT|NEU|SIN|DEF//det//25 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 området//NN|NEU|SIN|DEF|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 inte//AB//advmod//28 berört//PC|PRF|NEU|SIN|IND|NOM//parataxis//12 av//PP//case//32 internationellt//AB|POS//advmod//31 klassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 våtmarksområden//NN|NEU|PLU|IND|NOM//obl:agent//28 för//PP//case//34 fåglar//NN|UTR|PLU|IND|NOM//nmod//32 ,//MID//punct//28 så//AB//advmod//37 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//38 Convention//PM|NOM//nsubj//12 of//PM|NOM//case//40 Wetlands//PM|GEN//nmod//38 –//RG|NOM//punct//40 områden//NN|NEU|PLU|IND|NOM//conj//38 .//MAD//punct//12
4.1 Beskrivning av verksamheten / Vindberga;Norr//AB//advmod//2 om//AB//mark//2 planerat//PC|PRF|NEU|SIN|IND|NOM//advcl//4 vindkraftområde//NN|NEU|SIN|IND|NOM//obj//2 finns//VB|PRS|SFO//ROOT//4 ett//DT|NEU|SIN|IND//det//6 område//NN|NEU|SIN|IND|NOM//nsubj//4 av//PP//case//8 lo-kal//NN|NEU|PLU|IND|NOM//nmod//6 ///MID//cc//11 regional//JJ|POS|UTR|SIN|IND|NOM//amod//11 betydelse//NN|UTR|SIN|IND|NOM//conj//8 för//PP//case//13 kulturmiljön//NN|UTR|SIN|DEF|NOM//nmod//11 ,//MID//punct//15 se//VB|IMP|AKT//conj//4 bilaga//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//4
4.1 Beskrivning av verksamheten / Vindberga;Vindkraftverken//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 planeras//VB|PRS|SFO//ROOT//1 att//IE//mark//3 ligga//VB|INF|AKT//xcomp//1 i//PP//advmod//3 linje//NN|UTR|SIN|IND|NOM//fixed//4 med//PP//case//8 befintlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 fastighetsgräns//NN|UTR|SIN|IND|NOM//obl//3 .//MAD//punct//1
4.1 Beskrivning av verksamheten / Vindberga;Fastighetsgränsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 mellan//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//14 fastigheterna//NN|UTR|PLU|DEF|NOM//nmod//10 Vindtorp//PM|NOM//nmod//10 1:1//RG|NOM//advmod//10 och//KN//cc//18 Vindberga//PM|NOM//conj//16 1:1//RG|NOM//nmod//10 utgörs//VB|PRS|SFO//parataxis//1 av//PP//case//23 ett//DT|NEU|SIN|IND//det//23 dike//NN|NEU|SIN|IND|NOM//obl:agent//20 ,//MID//punct//23 där//HA//advmod//26 buskar//NN|UTR|PLU|IND|NOM//appos//23 och//KN//cc//31 en//DT|UTR|SIN|IND//det//29 del//NN|UTR|SIN|IND|NOM//nmod//30 träd//NN|NEU|PLU|IND|NOM//nsubj//31 växer//VB|PRS|AKT//conj//26 .//MAD//punct//20
4.1 Beskrivning av verksamheten / Vindberga;Gränsen//NN|UTR|SIN|DEF|NOM//nsubj//34 ter//VB|PRS|AKT//parataxis//20 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//34 därför//AB//advmod//34 som//KN//case//40 en//DT|UTR|SIN|IND//det//40 naturlig//JJ|POS|UTR|SIN|IND|NOM//amod//40 skiljelinje//NN|UTR|SIN|IND|NOM//xcomp//34 i//PP//case//44 det//DT|NEU|SIN|DEF//det//44 öppna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 landskapet//NN|NEU|SIN|DEF|NOM//nmod//40 .//MAD//punct//34
4.1 Beskrivning av verksamheten / Vindberga;När//HA//case//6 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 de//DT|UTR/NEU|PLU|DEF//det//5 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 verkens//NN|NEU|PLU|DEF|GEN//nmod:poss//6 placering//NN|UTR|SIN|IND|NOM//obl//11 inom//PP//case//8 gruppen//NN|UTR|SIN|DEF|NOM//nmod//6 har//VB|PRS|AKT//aux//11 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//11 tagits//VB|SUP|SFO//ROOT//11 både//KN//cc//14 till//PP//case//14 krav//NN|NEU|SIN|IND|NOM//obl//11 på//PP//case//17 inbördes//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 avstånd//NN|NEU|SIN|IND|NOM//nmod//14 ,//MID//punct//19 närhet//NN|UTR|SIN|IND|NOM//conj//17 till//PP//case//21 åsen//NN|UTR|SIN|DEF|NOM//nmod//19 och//KN//cc//24 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 bebyggelse//NN|UTR|SIN|IND|NOM//conj//21 .//MAD//punct//11
4.1 Beskrivning av verksamheten / Vindberga;Ett//DT|NEU|SIN|IND//det//28 optimalt//JJ|POS|NEU|SIN|IND|NOM//amod//28 energiutbyte//NN|NEU|SIN|IND|NOM//nsubj:pass//30 har//VB|PRS|AKT//aux//30 eftersträvats//VB|SUP|SFO//parataxis//11 samtidigt//AB//advmod//30 som//HA//case//34 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//34 avstånd//NN|NEU|SIN|IND|NOM//obl//30 till//PP//case//37 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 inslag//NN|NEU|PLU|IND|NOM//obl//30 i//PP//case//39 landskapet//NN|NEU|SIN|DEF|NOM//nmod//37 har//VB|PRS|AKT//aux//41 försökts//VB|SUP|SFO//conj//11 hållas//VB|INF|SFO//xcomp//41 .//MAD//punct//11
4.1 Beskrivning av verksamheten / Vindberga;Ljudsituationen//NN|UTR|SIN|DEF|NOM//nsubj//49 vid//PP//case//47 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 bostadshus//NN|NEU|PLU|IND|NOM//nmod//44 är//VB|PRS|AKT//cop//49 ytterli-gare//NN|UTR|PLU|IND|NOM//parataxis//11 en//DT|UTR|SIN|IND//det//51 faktor//NN|UTR|SIN|IND|NOM//obj//49 att//IE//mark//53 ta//VB|INF|AKT//acl//51 hänsyn//NN|UTR|SIN|IND|NOM//obj//53 till//PP//compound:prt//53 .//MAD//punct//11
4.1 Beskrivning av verksamheten / Vindberga;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 faktorer//NN|UTR|PLU|IND|NOM//nsubj//69 som//HP|-|-|-//nsubj//62 har//VB|PRS|AKT//aux//62 påverkat//VB|SUP|AKT//acl:relcl//59 anläggningens//NN|UTR|SIN|DEF|GEN//nmod:poss//64 utformning//NN|UTR|SIN|IND|NOM//obj//62 har//VB|PRS|AKT//aux//69 varit//VB|SUP|AKT//cop//69 den//DT|UTR|SIN|DEF//det//69 förhärskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 vind-riktning//NN|UTR|SIN|IND|NOM//parataxis//11 som//HP|-|-|-//nsubj//71 är//VB|PRS|AKT//acl:relcl//69 från//PP//case//73 sydväst//NN|UTR|SIN|IND|NOM//obl//71 ,//MID//punct//75 fastighetsindelningen//NN|UTR|SIN|DEF|NOM//conj//73 ,//MID//punct//77 förekomsten//NN|UTR|SIN|DEF|NOM//conj//73 av//PP//case//80 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 tillfartsvägar//NN|UTR|PLU|IND|NOM//nmod//77 och//KN//cc//82 avstånd//NN|NEU|PLU|IND|NOM//conj//80 till//PP//case//85 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 kraftledningar//NN|UTR|PLU|IND|NOM//nmod//82 .//MAD//punct//11

4.1 Beskrivning av verksamheten / Vindgrunden;En//DT|UTR|SIN|IND//det//1 förutsättning//NN|UTR|SIN|IND|NOM//ROOT//1 för//PP//case//3 vindkraftprojekt//NN|NEU|PLU|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//1 att//SN//mark//8 vindenergiresurserna//NN|UTR|PLU|DEF|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//1 samt//KN//cc//15 att//SN//mark//15 risken//NN|UTR|SIN|DEF|NOM//nsubj//15 för//PP//case//13 intressekonflikter//NN|UTR|PLU|IND|NOM//nmod//11 är//VB|PRS|AKT//cop//15 liten//JJ|POS|UTR|SIN|IND|NOM//conj//8 .//MID//punct//15
4.1 Beskrivning av verksamheten / Vindgrunden;Att//IE//mark//18 placera//VB|INF|AKT//acl//1 vindkraftanläggningar//NN|UTR|PLU|IND|NOM//obj//18 i//PP//case//21 havet//NN|NEU|SIN|DEF|NOM//obl//18 är//VB|PRS|AKT//cop//1 enligt//PP//case//25 Vindföretaget//NN|NEU|SIN|DEF|NOM//nmod//25 AB//PM|NOM//obl//22 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//nummod//28 bedömning//NN|UTR|SIN|IND|NOM//nmod//34 det//DT|NEU|SIN|DEF//det//34 mest//AB|SUV//advmod//31 kostnadseffektiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 och//KN//cc//33 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//conj//31 alternativet//NN|NEU|SIN|DEF|NOM//appos//1 .//MAD//punct//1
4.1 Beskrivning av verksamheten / Vindgrunden;Mörbylånga//PM|NOM//amod//1 kommun//NN|UTR|SIN|IND|NOM//nsubj//2 har//VB|PRS|AKT//aux//8 som//KN//case//4 en//PN|UTR|SIN|IND|SUB/OBJ//xcomp//2 av//PP//case//7 få//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 kommuner//NN|UTR|PLU|IND|NOM//nmod//4 avsatt//VB|SUP|AKT//ROOT//8 områden//NN|NEU|PLU|IND|NOM//obj//8 för//PP//case//12 havsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//12 vindkraft//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//15 sin//PS|UTR|SIN|DEF//nmod:poss//15 översiktsplan//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//8
4.1 Beskrivning av verksamheten / Vindgrunden;"Det//DT|NEU|SIN|DEF//det//19 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 området//NN|NEU|SIN|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 ett//DT|NEU|SIN|IND//det//22 område//NN|NEU|SIN|IND|NOM//parataxis//8 som//HP|-|-|-//nsubj:pass//26 redan//AB//advmod//25 1988//RG|NOM//obl//26 redovisades//VB|PRT|SFO//acl:relcl//22 som//KN//mark//28 lämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//26 för//PP//case//30 vindkraft//NN|UTR|SIN|IND|NOM//obl//26 i//PP//case//32 betänkandet//NN|NEU|SIN|DEF|NOM//obl//26 ""//PAD//punct//34 Läge//NN|NEU|SIN|IND|NOM//appos//22 för//PP//case//36 vindkraft//NN|UTR|SIN|IND|NOM//nmod//34 ""//PAD//punct//34 ,//MID//punct//39 SOU//PM|NOM//xcomp//8 1988:32//RG|NOM//nmod//39 .//MAD//punct//8"
4.1 Beskrivning av verksamheten / Vindgrunden;Vindföretaget//NN|NEU|SIN|DEF|NOM//nmod//1 AB//PM|NOM//nsubj//7 har//VB|PRS|AKT//aux//7 sedan//PP//mark//7 sommaren//NN|UTR|SIN|DEF|NOM//nsubj//7 1997//RG|NOM//nummod//4 aktivt//AB|POS//advmod//7 arbetat//VB|SUP|AKT//ROOT//7 med//PP//case//9 planering//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 gruppstation//NN|UTR|SIN|IND|NOM//nmod//9 om//PP//case//16 10//RG|NOM//nummod//15 MW//NN|AN//nummod//16 vindkraft//NN|UTR|SIN|IND|NOM//nmod//12 på//PP//case//18 Vindgrunden//PM|NOM//nmod//16 .//MAD//punct//7
4.1 Beskrivning av verksamheten / Vindgrunden;Platsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 för//PP//case//23 planerad//PC|PRF|UTR|SIN|IND|NOM//amod//23 vindkraftanläggning//NN|UTR|SIN|IND|NOM//nmod//20 utgörs//VB|PRS|SFO//parataxis//7 av//PP//case//27 en//DT|UTR|SIN|IND//det//27 rullstensås//NN|UTR|SIN|IND|NOM//obl:agent//24 som//HP|-|-|-//nsubj//29 utgör//VB|PRS|AKT//acl:relcl//27 Vindgrunden//PM|NOM//obj//29 mitt//AB//advmod//34 i//PP//case//34 södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 Kalmarsund//PM|NOM//obl//29 .//MAD//punct//24
4.1 Beskrivning av verksamheten / Vindgrunden;Avståndet//NN|NEU|SIN|DEF|NOM//nsubj//42 till//PP//case//38 land//NN|NEU|SIN|IND|NOM//nmod//36 är//VB|PRS|AKT//cop//42 ca//AB|AN//advmod//41 8//RG|NOM//nummod//42 km//NN|AN//parataxis//24 till//PP//case//44 Öland//PM|NOM//obl//42 och//KN//cc//48 ca//AB|AN//advmod//47 13//RG|NOM//nummod//48 km//NN|AN//conj//42 till//PP//case//50 fastlandet//NN|NEU|SIN|DEF|NOM//obl//48 .//MAD//punct//7
4.1 Beskrivning av verksamheten / Vindgrunden;Se//VB|INF|AKT//parataxis//7 bifogad//PC|PRF|UTR|SIN|IND|NOM//amod//54 karta//NN|UTR|SIN|IND|NOM//obj//52 .//MAD//punct//7
4.1 Beskrivning av verksamheten / Vindgrunden;Planerad//PC|PRF|UTR|SIN|IND|NOM//amod//1 vindkraftanläggning//NN|UTR|SIN|IND|NOM//nsubj//2 sträcker//VB|PRS|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 i//PP//case//8 ett//DT|NEU|SIN|IND//det//8 ca//AB|AN//advmod//7 3//RG|NOM//nummod//8 km//NN|AN//obl//2 långt//JJ|POS|NEU|SIN|IND|NOM//advmod//10 stråk//NN|NEU|SIN|IND|NOM//obl//2 från//PP//case//13 Vindgrundens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 fyr//NN|UTR|SIN|IND|NOM//nmod//10 i//PP//advmod//2 norr//NN|UTR|SIN|IND|NOM//fixed//14 till//PP//case//18 den//DT|UTR|SIN|DEF//det//18 prick//NN|UTR|SIN|IND|NOM//obl//2 som//HP|-|-|-//nsubj//20 markerar//VB|PRS|AKT//acl:relcl//18 södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 delen//NN|UTR|SIN|DEF|NOM//obj//20 av//PP//case//24 grundryggen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//2
4.1 Beskrivning av verksamheten / Vindgrunden;Vattenområdet//NN|NEU|SIN|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 allmänt//JJ|POS|NEU|SIN|IND|NOM//advmod//6 och//KN//cc//4 tillstånd//NN|NEU|SIN|IND|NOM//conj//2 att//IE//mark//6 disponera//VB|INF|AKT//ROOT//6 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//8 vattenområde//NN|NEU|SIN|IND|NOM//obj//6 (//PAD//punct//10 rådighet//NN|UTR|SIN|IND|NOM//appos//8 )//PAD//punct//6 har//VB|PRS|AKT//aux//13 erhållits//VB|SUP|SFO//parataxis//6 från//PP//case//15 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//obl//13 ,//MID//punct//17 se//VB|IMP|AKT//conj//6 bilaga//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//6
4.1 Beskrivning av verksamheten / Vindgrunden;En//DT|UTR|SIN|IND//det//2 översiktlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 undersökning//NN|UTR|SIN|IND|NOM//nsubj//6 av//PP//case//4 bottenförhållandena//NN|NEU|PLU|DEF|NOM//nmod//2 är//VB|PRS|AKT//aux:pass//6 utförd//PC|PRF|UTR|SIN|IND|NOM//ROOT//6 med//PP//case//10 hjälp//NN|UTR|SIN|IND|NOM//fixed//7 av//PP//fixed//7 dykare//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//6
4.1 Beskrivning av verksamheten / Vindgrunden;Undersökningen//NN|UTR|SIN|DEF|NOM//nsubj//13 visar//VB|PRS|AKT//parataxis//6 att//SN//mark//15 grundområdet//NN|NEU|SIN|DEF|NOM//nsubj//20 söder//JJ|POS|UTR|SIN|IND|NOM//advmod//15 om//PP//case//19 Vindgrundens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 fyr//NN|UTR|SIN|IND|NOM//obl//16 består//VB|PRS|AKT//ccomp//13 av//PP//case//23 en//DT|UTR|SIN|IND//det//23 isälvsavlagring//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//26 en//DT|UTR|SIN|IND//det//26 rullstensås//NN|UTR|SIN|IND|NOM//conj//23 ,//MID//punct//26 som//HP|-|-|-//nsubj//29 reser//VB|PRS|AKT//acl:relcl//26 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 5-10//RG|NOM//nummod//32 m//NN|AN//obl//29 över//PP//case//36 den//DT|UTR|SIN|DEF//det//36 omgivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 botten//NN|UTR|SIN|IND|NOM//obl//29 som//HP|-|-|-//nsubj//40 i//PP//case//39 området//NN|NEU|SIN|DEF|NOM//obl//40 ligger//VB|PRS|AKT//acl:relcl//36 ca//AB|AN//advmod//42 15//RG|NOM//nummod//43 m//NN|AN//obj//40 under//PP//case//45 havsytan//NN|UTR|SIN|DEF|NOM//obl//40 .//MAD//punct//6
4.1 Beskrivning av verksamheten / Vindgrunden;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj//50 av//PP//case//49 bottenundersökningen//NN|UTR|SIN|DEF|NOM//nmod//47 framgår//VB|PRS|AKT//parataxis//6 av//PP//case//52 bilaga//NN|UTR|SIN|IND|NOM//obl//50 .//MAD//punct//6
4.1 Beskrivning av verksamheten / Vindgrunden;"Den//DT|UTR|SIN|DEF//det//2 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 anläggningen//NN|UTR|SIN|DEF|NOM//nsubj//3 ligger//VB|PRS|AKT//ROOT//3 i//PP//case//6 sin//PS|UTR|SIN|DEF//nmod:poss//6 helhet//NN|UTR|SIN|IND|NOM//obl//3 inom//PP//case//9 det//DT|NEU|SIN|DEF//det//9 område//NN|NEU|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj:pass//17 i//PP//case//13 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 översiktsplan//NN|UTR|SIN|IND|NOM//obl//17 från//PP//case//15 1991//RG|NOM//nmod//13 har//VB|PRS|AKT//aux//17 markerats//VB|SUP|SFO//acl:relcl//9 som//KN//case//21 ""//PAD//punct//21 mellersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//21 vindkraftfältet//NN|NEU|SIN|DEF|NOM//xcomp//17 ""//PAD//punct//3 ,//MID//punct//24 se//VB|IMP|AKT//parataxis//3 bilaga//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//3"
4.1 Beskrivning av verksamheten / Vindgrunden;Aggregaten//NN|NEU|PLU|DEF|NOM//nsubj:pass//28 placeras//VB|PRS|SFO//parataxis//3 enligt//PP//case//30 karta//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//28
4.1 Beskrivning av verksamheten / Vindgrunden;Avstånden//NN|NEU|PLU|DEF|NOM//nsubj//37 mellan//PP//case//34 verken//NN|NEU|PLU|DEF|NOM//nmod//32 är//VB|PRS|AKT//cop//37 350//RG|NOM//nummod//37 meter//NN|UTR|PLU|IND|NOM//conj//28 .//MAD//punct//37
