"""%(/6 /#( +/34.!$%2";Bilagor//NN|UTR|PLU|IND|NOM//ROOT//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Ädellövnaturskog//NN|UTR|SIN|IND|NOM//ROOT//0 (//PAD//punct//2 bestånd//NN|NEU|SIN|IND|NOM//appos//0 där//HA//advmod//2 ek//NN|UTR|SIN|IND|NOM//advmod//2 +//MID//cc//6 bok//NN|UTR|SIN|IND|NOM//conj//4 <//MID//nmod//8 5/10//RG|NOM//nmod//2 )//PAD//punct//2 Sekundär//JJ|POS|UTR|SIN|IND|NOM//nsubj//11 ädellövnaturskog//NN|UTR|SIN|IND|NOM//parataxis//0 (//PAD//punct//13 bestånd//NN|NEU|SIN|IND|NOM//appos//11 där//HA//advmod//13 ek//NN|UTR|SIN|IND|NOM//advmod//13 +//MID//cc//17 bok//NN|UTR|SIN|IND|NOM//conj//15 <//MID//nmod//19 5/10//RG|NOM//obl//13 )//PAD//punct//11
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Ädellövnaturskog//NN|UTR|SIN|IND|NOM//ROOT//0 (//PAD//punct//3 abiotiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 faktorer//NN|UTR|PLU|IND|NOM//appos//0 )//PAD//punct//3 (//PAD//punct//6 bestånd//NN|NEU|PLU|IND|NOM//parataxis//0 där//HA//advmod//6 ek//NN|UTR|SIN|IND|NOM//advmod//6 +//MID//cc//10 bok//NN|UTR|SIN|IND|NOM//conj//8 <//MID//nmod//12 5/10//RG|NOM//nmod//6 )//PAD//punct//6 Ädellövsumpskog//NN|UTR|SIN|IND|NOM//parataxis//0 9//RG|NOM//nummod//14 .//MAD//punct//17
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Älvskogar//NN|UTR|PLU|IND|NOM//parataxis//0 och//KN//cc//19 gråalskogar//NN|UTR|PLU|IND|NOM//conj//17
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//1 NBI//PM|NOM//obl//2 återfinns//VB|PRS|SFO//ROOT//2 fr//AB|AN//nsubj//2 a//PP//amod//5 bestånd//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//8 grova//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 träd//NN|NEU|PLU|IND|NOM//nmod//5 och//KN//cc//13 rikligt//AB|POS//advmod//13 med//PP//case//13 död//JJ|POS|UTR|SIN|IND|NOM//amod//13 ved//NN|UTR|SIN|IND|NOM//conj//8 i//PP//case//16 denna//DT|UTR|SIN|DEF//det//16 typ//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//2
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//19 NBI//PM|NOM//obl//23 har//VB|PRS|AKT//aux//23 denna//DT|UTR|SIN|DEF//det//22 typ//NN|UTR|SIN|IND|NOM//nsubj:pass//23 selektionerats//VB|SUP|SFO//parataxis//2 ut//PL//compound:prt//23 som//KN//nsubj:pass//23 ://MAD//punct//23
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Brink//PM|NOM//ROOT//0 10//RG|NOM//nummod//0 .//MAD//punct//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Topografiskt//AB|POS//advmod//4 betingade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//0 skogsmiljöer//NN|UTR|PLU|IND|NOM//obj//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 är//VB|PRS|AKT//cop//2 typer//NN|UTR|PLU|IND|NOM//ROOT//2 på//PP//case//10 svårframkomlig//JJ|POS|UTR|SIN|IND|NOM//amod//10 ,//MID//punct//4 starkt//AB|POS//advmod//7 sluttande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 eller//KN//cc//9 stenig//JJ|POS|UTR|SIN|IND|NOM//conj//7 terräng//NN|UTR|SIN|IND|NOM//nmod//2 .//MAD//punct//2
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Trädskiktet//NN|NEU|SIN|DEF|NOM//nsubj//17 kan//VB|PRS|AKT//aux//17 vara//VB|INF|AKT//cop//17 av//PP//case//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 slag//NN|NEU|PLU|IND|NOM//parataxis//2 men//KN//cc//22 lövandelen//NN|UTR|SIN|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 normalt//AB|POS//advmod//22 hög//JJ|POS|UTR|SIN|IND|NOM//conj//17 .//MID//punct//2
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Tall//PM|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 ett//DT|NEU|SIN|IND//det//28 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//28 trädslag//NN|NEU|SIN|IND|NOM//nsubj//39 på//PP//case//30 ytor//NN|UTR|PLU|IND|NOM//nmod//28 med//PP//case//33 tunna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 jordlager//NN|NEU|PLU|IND|NOM//nmod//28 .//MAD//punct//28
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//37 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//37 regioner//NN|UTR|PLU|IND|NOM//nmod//28 är//VB|PRS|AKT//cop//39 typen//NN|UTR|SIN|DEF|NOM//parataxis//2 av//PP//case//42 refugial//NN|NEU|SIN|IND|NOM//amod//42 typ//NN|UTR|SIN|IND|NOM//nmod//39 .//MAD//punct//39
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//46 södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 Sverige//PM|NOM//obl//47 fungerar//VB|PRS|AKT//parataxis//2 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//47 som//KN//mark//50 betes-//NN|NEU|-|-|SMS//xcomp//47 och//KN//cc//52 brukningsrefuger//NN|UTR|PLU|IND|NOM//conj//50 .//MAD//punct//47
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Sydsluttningar//NN|UTR|PLU|IND|NOM//nsubj//58 i//PP//case//57 östra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 Sverige//PM|NOM//nmod//54 har//VB|PRS|AKT//parataxis//47 dock//AB//advmod//58 relativt//AB|POS//advmod//61 hög//JJ|POS|UTR|SIN|IND|NOM//amod//62 brandfrekvens//NN|UTR|SIN|DEF|GEN//obj//58 .//MAD//punct//47
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//67 den//DT|UTR|SIN|DEF//det//67 boreala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 regionen//NN|UTR|SIN|DEF|NOM//obl//68 utgör//VB|PRS|AKT//parataxis//2 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//68 i//PP//case//72 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 mån//NN|UTR|SIN|IND|NOM//obl//68 ofta//AB|POS//advmod//74 brandrefuger//NN|NEU|PLU|IND|NOM//obj//68 .//MAD//punct//68
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//77 NBI//PM|NOM//obl//78 återfinns//VB|PRS|SFO//conj//68 dessa//DT|UTR/NEU|PLU|DEF//det//80 typer//NN|UTR|PLU|IND|NOM//nsubj//78 spridda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//80 över//PP//case//84 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 landet//NN|NEU|SIN|DEF|NOM//obl//81 och//KN//cc//89 i//PP//case//89 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 skepnader//NN|UTR|PLU|IND|NOM//conj//84 .//MAD//punct//78
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Topografiskt//AB|POS//advmod//92 betingade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//93 skogsmiljöer//NN|UTR|PLU|IND|NOM//nsubj:pass//95 har//VB|PRS|AKT//aux//95 selektionerats//VB|SUP|SFO//parataxis//78 ut//PL//compound:prt//95 som//KN//obl//95 ://MAD//punct//78
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Bergbrant//NN|UTR|SIN|IND|NOM//ROOT//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Rasbrant//NN|UTR|SIN|IND|NOM//ROOT//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Bäckdal//PM|NOM//ROOT//0 11//RG|NOM//nummod//0 .//MAD//punct//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Kalkbarrskog//PM|NOM//appos//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;NBI//PM|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 den//DT|UTR|SIN|DEF//det//4 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 källan//NN|UTR|SIN|DEF|NOM//ROOT//4 för//PP//mark//7 att//IE//mark//7 få//VB|INF|AKT//advcl//4 en//DT|UTR|SIN|IND//det//9 uppfattning//NN|UTR|SIN|IND|NOM//obj//7 om//PP//case//11 förekomsten//NN|UTR|SIN|DEF|NOM//nmod//9 av//PP//case//14 denna//DT|UTR|SIN|DEF//det//14 skogsmiljö//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Typen//NN|UTR|SIN|DEF|NOM//nsubj:pass//17 bestäms//VB|PRS|SFO//parataxis//4 av//PP//case//20 edafiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 förhållanden//NN|NEU|PLU|IND|NOM//obl:agent//17 och//KN//cc//23 är//VB|PRS|AKT//cop//23 knuten//PC|PRF|UTR|SIN|IND|NOM//conj//17 till//PP//case//27 sedimentära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 kalkrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 bergarter//NN|UTR|PLU|IND|NOM//nmod//23 eller//KN//cc//31 mycket//AB|POS//advmod//30 kalkrik//JJ|POS|UTR|SIN|IND|NOM//amod//31 grönsten//NN|UTR|SIN|IND|NOM//conj//27 .//MAD//punct//17
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//34 NBI//PM|NOM//obl//35 återfinns//VB|PRS|SFO//conj//17 denna//DT|UTR|SIN|DEF//det//37 typ//NN|UTR|SIN|IND|NOM//nsubj//35 som//HP|-|-|-//case//39 Kalkbarrskog//PM|NOM//obl//35 12//RG|NOM//nummod//39 .//MAD//punct//35
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Sandbarrskog//PM|NOM//parataxis//35
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;NBI//PM|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 även//AB//advmod//7 för//PP//case//7 denna//DT|UTR|SIN|DEF//det//5 typ//NN|UTR|SIN|IND|NOM//nmod//7 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 källan//NN|UTR|SIN|DEF|NOM//ROOT//7 att//IE//mark//9 få//VB|INF|AKT//acl//7 arealuppgifter//NN|UTR|PLU|IND|NOM//obj//9 .//MAD//punct//7
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//13 förekommer//VB|PRS|AKT//parataxis//7 främst//AB|SUV//advmod//13 i//PP//case//17 kustnära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 sandområden//NN|NEU|PLU|IND|NOM//obl//13 men//KN//cc//22 även//AB//advmod//22 på//PP//case//22 fossila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 sanddyner//NN|UTR|PLU|IND|NOM//conj//13 i//PP//case//24 inlandet//NN|NEU|SIN|DEF|NOM//nmod//22 .//MID//punct//13
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Runt//PP//case//27 Östersjön//PM|NOM//nsubj//28 finns//VB|PRS|SFO//parataxis//13 för//PP//case//32 världsdelen//NN|UTR|SIN|DEF|NOM//nmod//32 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 förekomster//NN|UTR|PLU|IND|NOM//obl//28 av//PP//case//34 sandbarrskog//NN|NEU|SIN|IND|NOM//nmod//32 av//PP//case//36 nemoral//NN|NEU|SIN|IND|NOM//nmod//34 och//KN//cc//38 boreal//NN|UTR|SIN|IND|NOM//conj//36 typ//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//13
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;I//PP//case//42 NBI//PM|NOM//obl//43 återfinns//VB|PRS|SFO//conj//13 typen//NN|UTR|SIN|DEF|NOM//nsubj//43 som//KN//mark//46 Sandbarrskog//PM|NOM//xcomp//43 .//MAD//punct//43
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;13//RG|NOM//nummod//13 .//MAD//punct//13
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Trädklädd//PM|NOM//nmod:poss//51 betesmark//NN|UTR|SIN|IND|NOM//appos//13
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Hagmarker//NN|UTR|PLU|IND|NOM//nsubj:pass//1 inventeras//VB|PRS|SFO//ROOT//1 normalt//AB|POS//advmod//1 ej//AB//advmod//1 i//PP//case//5 NBI//PM|NOM//obl//1 .//MID//punct//1
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Det//DT|NEU|SIN|DEF//det//8 material//NN|NEU|SIN|IND|NOM//parataxis//1 som//HP|-|-|-//nsubj//12 trots//PP//case//11 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//12 finns//VB|PRS|SFO//acl:relcl//8 i//PP//case//14 datamaterialet//NN|NEU|SIN|DEF|NOM//obl//12 om//PP//case//16 hagmarker//NN|UTR|PLU|IND|NOM//nmod//14 bedömer//VB|PRS|AKT//conj//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//17 vara//VB|INF|AKT//cop//21 för//AB//advmod//21 ofullständigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//17 för//PP//mark//24 att//IE//mark//24 göra//VB|INF|AKT//advcl//17 några//DT|UTR/NEU|PLU|IND//det//26 beräkningar//NN|UTR|PLU|IND|NOM//obj//24 från//PP//obl//24 .//MAD//punct//1
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;14//RG|NOM//nummod//1 .//MAD//punct//1
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Busksnår//NN|UTR|PLU|IND|NOM//conj//1
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Även//AB//advmod//2 denna//DT|UTR|SIN|DEF//det//2 typ//NN|UTR|SIN|IND|NOM//nsubj//3 finns//VB|PRS|SFO//ROOT//3 till//PP//case//6 stor//JJ|POS|UTR|SIN|IND|NOM//amod//6 del//NN|UTR|SIN|IND|NOM//obl//3 på//PP//case//9 betad//PC|PRF|UTR|SIN|IND|NOM//amod//9 mark//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj:pass//12 ej//AB//advmod//12 inventeras//VB|PRS|SFO//acl:relcl//9 av//PP//case//14 NBI//PM|NOM//obl:agent//12 .//MAD//punct//3
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 övergångsregioner//NN|UTR|PLU|IND|NOM//nsubj//30 mot//PP//case//19 skogsmark//NN|UTR|SIN|IND|NOM//nmod//17 och//KN//cc//21 marker//NN|UTR|PLU|IND|NOM//conj//19 med//PP//case//24 svag//JJ|POS|UTR|SIN|IND|NOM//amod//24 produktion//NN|UTR|SIN|IND|NOM//nmod//21 av//PP//case//29 edafiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 eller//KN//cc//28 klimatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//26 skäl//NN|NEU|PLU|IND|NOM//nmod//24 tillhör//VB|PRS|AKT//parataxis//3 dock//AB//advmod//30 denna//DT|UTR|SIN|DEF//det//33 typ//NN|UTR|SIN|IND|NOM//obj//30 .//MAD//punct//30
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Typen//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 har//VB|PRS|AKT//aux//37 selektionerats//VB|SUP|SFO//parataxis//30 ut//PL//compound:prt//37 som//KN//obl//37 ://MAD//punct//30
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Hassellund//PM|NOM//ROOT//0
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Lövträdsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//4 skogsbryn//NN|NEU|PLU|IND|NOM//nsubj//0 3//RG|NOM//nummod//0 Ej//AB//advmod//4 använda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//4 nyckelbiotopstyper//NN|UTR|PLU|IND|NOM//obj//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 nyckelbiotopstyper//NN|UTR|PLU|IND|NOM//nsubj:pass//4 har//VB|PRS|AKT//aux//4 ej//AB//advmod//4 använts//VB|SUP|SFO//ROOT//4 då//HA//advmod//8 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//8 är//VB|PRS|AKT//cop//8 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//4 för//PP//case//11 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//11 beräkningar//NN|UTR|PLU|IND|NOM//obl//8 .//MAD//punct//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Punktobjekt//NN|NEU|PLU|IND|NOM//nsubj//18 som//KN//case//17 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 grova//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 träd//NN|NEU|PLU|IND|NOM//obl//13 saknar//VB|PRS|AKT//parataxis//4 areal//NN|UTR|SIN|IND|NOM//obj//18 .//MAD//punct//18
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Fuktig//JJ|POS|UTR|SIN|IND|NOM//amod//22 ängsmark//NN|UTR|SIN|IND|NOM//nsubj:pass//29 ,//MID//punct//24 löväng//NN|UTR|SIN|IND|NOM//conj//22 och//KN//cc//26 hagmark//NN|UTR|SIN|IND|NOM//conj//22 har//VB|PRS|AKT//aux//29 ej//AB//advmod//29 medtagits//VB|SUP|SFO//parataxis//18 i//PP//case//31 analysen//NN|UTR|SIN|DEF|NOM//obl//29 då//HA//advmod//36 dessa//DT|UTR/NEU|PLU|DEF//det//34 nyckelbiotoper//NN|UTR|PLU|IND|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 hävdad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//31 mark//NN|UTR|SIN|IND|NOM//obj//36 som//HP|-|-|-//nsubj:pass//41 normalt//AB|POS//advmod//40 ej//AB//advmod//41 inventeras//VB|PRS|SFO//acl:relcl//37 av//PP//case//43 NBI//PM|NOM//obl:agent//41 .//MAD//punct//18
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Betad//PC|PRF|UTR|SIN|IND|NOM//amod//46 skog//NN|UTR|SIN|IND|NOM//nsubj//47 omfattas//VB|PRS|SFO//parataxis//18 normalt//AB|POS//advmod//47 av//PP//case//50 NBI//PM|NOM//obl:agent//47 men//KN//cc//52 svårigheten//NN|UTR|SIN|DEF|NOM//conj//50 att//IE//mark//54 lokalisera//VB|INF|AKT//acl//52 denna//DT|UTR|SIN|DEF//det//56 typ//NN|UTR|SIN|IND|NOM//obj//54 är//VB|PRS|AKT//cop//58 stor//JJ|POS|UTR|SIN|IND|NOM//conj//4 varför//HA//advmod//61 arealuppskattningar//NN|UTR|PLU|IND|NOM//nsubj//61 blir//VB|PRS|AKT//ccomp//58 osäkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//61 .//MID//punct//4
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Rikkärr//PM|NOM//nsubj//70 ,//MID//punct//66 kalkkärr//NN|UTR|PLU|IND|NOM//conj//64 och//KN//cc//68 småvatten//NN|NEU|PLU|IND|NOM//conj//64 är//VB|PRS|AKT//cop//70 definitionsmässigt//AB|POS//parataxis//4 ej//AB//advmod//70 skogsmark//NN|UTR|SIN|IND|NOM//dislocated//70 .//MAD//punct//70
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Bestånd//NN|NEU|SIN|IND|NOM//nsubj//77 med//PP//case//76 idegran//NN|UTR|SIN|IND|NOM//nmod//74 täcker//VB|PRS|AKT//conj//4 mycket//AB|POS//advmod//79 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 arealer//NN|UTR|PLU|IND|NOM//obj//77 och//KN//cc//84 har//VB|PRS|AKT//aux//84 ej//AB//advmod//84 inkluderats//VB|SUP|SFO//conj//77 då//HA//mark//89 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//89 ej//AB//advmod//89 enkelt//AB|POS//advmod//89 passar//VB|PRS|AKT//advcl//84 in//PL//compound:prt//89 i//PP//case//93 de//DT|UTR/NEU|PLU|DEF//det//93 skogsmiljöer//NN|UTR|PLU|IND|NOM//obl//89 vi//PN|UTR|PLU|DEF|SUB//nsubj//95 redovisar//VB|PRS|AKT//acl:relcl//93 i//PP//obl//95 .//MAD//punct//77
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;4//RG|NOM//nummod//102 Hur//HA//advmod//102 arealen//NN|UTR|SIN|DEF|NOM//nsubj:pass//102 nyckelbiotoper//NN|UTR|PLU|IND|NOM//nsubj:pass//102 räknats//VB|SUP|SFO//parataxis//77 fram//PL//compound:prt//102
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;Eftersom//SN//mark//4 NBI//PM|NOM//nsubj//4 ej//AB//advmod//4 är//VB|PRS|AKT//cop//4 slutförd//PC|PRF|UTR|SIN|IND|NOM//advcl//19 måste//VB|PRS|AKT//aux//19 en//DT|UTR|SIN|IND//det//7 uppskattning//NN|UTR|SIN|IND|NOM//nsubj:pass//19 av//PP//case//11 den//DT|UTR|SIN|DEF//det//11 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 arealen//NN|UTR|SIN|DEF|NOM//nmod//7 nyckelbiotoper//NN|UTR|PLU|IND|NOM//nmod//11 och//KN//cc//15 arealens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 fördelning//NN|UTR|SIN|IND|NOM//nsubj:pass//19 på//PP//case//18 ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 skogsmiljöer//NN|UTR|PLU|IND|NOM//nmod//15 göras//VB|INF|SFO//ROOT//19 .//MAD//punct//24
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;För//PP//case//23 detta//DT|NEU|SIN|DEF//det//23 ändamål//NN|NEU|SIN|IND|NOM//obl//24 sammanställdes//VB|PRT|SFO//conj//19 allt//DT|NEU|SIN|IND/DEF//advmod//26 befintligt//JJ|POS|NEU|SIN|IND|NOM//advmod//27 datalagt//PC|PRF|NEU|SIN|IND|NOM//amod//28 material//NN|NEU|SIN|IND|NOM//nsubj:pass//24 från//PP//case//30 NBI//PM|NOM//obl//24 i//PP//case//33 en//DT|UTR|SIN|IND//det//33 databas//NN|UTR|SIN|IND|NOM//obl//24 .//MAD//punct//19
9 Litteratur / Appendix D Nyckelbiotopsinventeringen (NBI) som underlag för bedömning av skyddsbehovet;För//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 färdiginventerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 kommunerna//NN|UTR|PLU|DEF|NOM//obl//4 beräknades//VB|PRT|SFO//ROOT//4 länsvis//AB//advmod//4 en//DT|UTR|SIN|IND//det//7 siffra//NN|UTR|SIN|IND|NOM//nsubj:pass//4 på//PP//case//10 den//DT|UTR|SIN|DEF//det//10 andel//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//14 den//DT|UTR|SIN|DEF//det//14 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 arealen//NN|UTR|SIN|DEF|NOM//nmod//10 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//16 skogsmark//NN|UTR|SIN|IND|NOM//obl//4 som//HP|-|-|-//obj//19 nyckelbiotoperna//NN|UTR|PLU|DEF|NOM//nsubj//19 utgör//VB|PRS|AKT//acl:relcl//16 .//MAD//punct//4
