Ny instansordning för va-målen ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Va-nämndsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 finns//VB|PRS|SFO//advcl//44 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 skäl//NN|NEU|PLU|IND|NOM//nsubj//2 ,//MID//punct//2 kan//VB|PRS|AKT//parataxis//2 part//NN|UTR|SIN|IND|NOM//obj//6 i//PP//case//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 mål//NN|NEU|PLU|IND|NOM//nmod//7 där//HA//advmod//25 Mark-//NN|UTR|-|-|SMS//nsubj//20 och//KN//cc//14 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//12 vid//PP//case//17 Nacka//PM|GEN//amod//17 tingsrätt//NN|UTR|SIN|IND|NOM//nmod//12 är//VB|PRS|AKT//cop//20 första//RO|NOM//amod//20 instans//NN|UTR|SIN|IND|NOM//nsubj:pass//25 på//PP//case//22 begäran//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//24 motparten//NN|UTR|SIN|DEF|NOM//nmod//22 tillerkännas//VB|PRS|SFO//acl:relcl//7 ersättning//NN|UTR|SIN|IND|NOM//obj//25 för//PP//case//28 kostnader//NN|UTR|PLU|IND|NOM//obl//25 i//PP//case//30 målet//NN|NEU|SIN|DEF|NOM//nmod//28 i//PP//case//32 domstolen//NN|UTR|SIN|DEF|NOM//nmod//30 .//MAD//punct//2
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Dock//AB//advmod//44 ska//VB|PRS|AKT//aux//44 18//RG|NOM//nummod//37 kap.//NN|AN//nmod//38 6//RG|NOM//nummod//41 och//KN//cc//38 8//RG|NOM//nummod//38 §//NN|AN//nmod//42 §//NN|AN//nmod//43 rättegångsbalken//NN|UTR|SIN|DEF|NOM//nsubj:pass//44 tillämpas//VB|PRS|SFO//ROOT//44 .//MAD//punct//44
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 motsvaras//VB|PRS|SFO//ROOT//1 av//PP//case//5 14//RG|NOM//nummod//4 §//NN|AN//nmod//5 lagen//NN|UTR|SIN|DEF|NOM//obl:agent//1 (//PAD//punct//7 1976:839//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//11 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 vanämnd//NN|UTR|SIN|IND|NOM//nmod//5 .//MAD//punct//1
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Avsikten//NN|UTR|SIN|DEF|NOM//nsubj//1 är//VB|PRS|AKT//ROOT//1 att//SN//mark//21 innebörden//NN|UTR|SIN|DEF|NOM//nsubj//21 av//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 regler//NN|UTR|PLU|IND|NOM//nmod//3 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 rättegångskostnader//NN|UTR|PLU|IND|NOM//nmod//3 som//HP|-|-|-//nsubj//11 varit//VB|SUP|AKT//cop//11 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//8 vid//PP//case//14 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 va-nämnd//NN|UTR|SIN|IND|NOM//obl//11 i//PP//case//16 fortsättningen//NN|UTR|SIN|DEF|NOM//nmod//14 på//PP//case//19 samma//DT|UTR/NEU|SIN/PLU|IND//det//19 sätt//NN|NEU|SIN|IND|NOM//nmod//16 ska//VB|PRS|AKT//aux//21 gälla//VB|INF|AKT//ccomp//1 i//PP//case//23 mark-//NN|UTR|-|-|SMS//obl//21 och//KN//cc//25 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//23 .//MAD//punct//1
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Huvudmannen//NN|UTR|SIN|DEF|NOM//nsubj//28 svarar//VB|PRS|AKT//parataxis//1 således//AB//advmod//28 för//PP//case//31 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//28 på//PP//case//34 ömse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nummod//34 sidor//NN|UTR|PLU|IND|NOM//nmod//31 i//PP//case//37 första//RO|NOM//amod//37 instans//NN|UTR|SIN|IND|NOM//nmod//31 när//HA//case//53 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//38 gäller//VB|PRS|AKT//fixed//38 mål//NN|NEU|PLU|IND|NOM//fixed//38 om//PP//case//43 inlösen//NN|UTR|SIN|IND|NOM//obl//38 eller//KN//cc//45 ersättning//NN|UTR|SIN|IND|NOM//conj//43 enligt//PP//case//47 39//RG|NOM//nummod//53 ,//MID//punct//47 40//RG|NOM//conj//47 eller//KN//cc//47 44//RG|NOM//nummod//47 §//NN|AN//nmod//53 vattentjänstlagen//NN|UTR|SIN|DEF|NOM//obl//28 .//MID//punct//28
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Dock//AB//advmod//65 ska//VB|PRS|AKT//aux//65 18//RG|NOM//nummod//58 kap.//NN|AN//nmod//59 6//RG|NOM//nummod//62 och//KN//cc//59 8//RG|NOM//nummod//59 §//NN|AN//nmod//63 §//NN|AN//nmod//64 rättegångsbalken//NN|UTR|SIN|DEF|NOM//nsubj//65 äga//VB|INF|AKT//conj//28 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 tillämpning//NN|UTR|SIN|IND|NOM//obj//65 .//MID//punct//28
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//70 innebär//VB|PRS|AKT//conj//28 bl.a.//AB|AN//advmod//70 att//SN//mark//76 motparten//NN|UTR|SIN|DEF|NOM//nsubj//76 kan//VB|PRS|AKT//aux//76 få//VB|INF|AKT//aux//76 svara//VB|INF|AKT//ccomp//70 för//PP//case//78 rättegångskostnad//NN|UTR|SIN|IND|NOM//obl//76 om//PP//mark//89 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//89 genom//PP//case//83 ogrundade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 påståenden//NN|NEU|PLU|IND|NOM//obl//89 eller//KN//cc//86 annan//JJ|POS|UTR|SIN|IND|NOM//amod//86 vårdslöshet//NN|UTR|SIN|IND|NOM//conj//83 eller//KN//cc//88 försummelse//NN|UTR|SIN|IND|NOM//conj//83 orsakat//VB|SUP|AKT//advcl//76 fördröjning//NN|UTR|SIN|IND|NOM//obj//89 av//PP//case//92 målet//NN|NEU|SIN|DEF|NOM//nmod//90 eller//KN//cc//96 på//PP//case//96 annat//JJ|POS|NEU|SIN|IND|NOM//amod//96 sätt//NN|NEU|SIN|IND|NOM//conj//92 vållat//VB|SUP|AKT//xcomp//70 kostnad//NN|UTR|SIN|IND|NOM//obj//97 för//PP//case//100 huvudmannen//NN|UTR|SIN|DEF|NOM//nmod//98 .//MAD//punct//28
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;I//PP//case//2 annat//JJ|POS|NEU|SIN|IND|NOM//amod//2 mål//NN|NEU|SIN|IND|NOM//obl//9 ska//VB|PRS|AKT//aux//9 vardera//DT|UTR/NEU|SIN|DEF//det//5 parten//NN|UTR|SIN|DEF|NOM//nsubj//9 enligt//PP//case//7 huvudregeln//NN|UTR|SIN|DEF|NOM//nmod//5 själv//JJ|POS|UTR|SIN|IND|NOM//amod//5 stå//VB|INF|AKT//ROOT//9 för//PP//case//12 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//12 kostnader//NN|UTR|PLU|IND|NOM//obl//9 .//MID//punct//9
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Bara//AB//advmod//17 om//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 finns//VB|PRS|SFO//advcl//26 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 skäl//NN|NEU|PLU|IND|NOM//nsubj//17 för//PP//case//21 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//19 ,//MID//punct//26 kan//VB|PRS|AKT//aux//26 en//DT|UTR|SIN|IND//det//25 part//NN|UTR|SIN|IND|NOM//nsubj:pass//26 tillerkännas//VB|PRS|SFO//csubj//56 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 av//PP//case//29 motparten//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//26
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//32 skäl//NN|NEU|PLU|IND|NOM//nsubj//34 kan//VB|PRS|AKT//aux//34 föreligga//VB|INF|AKT//parataxis//26 om//PP//mark//38 en//DT|UTR|SIN|IND//det//37 part//NN|UTR|SIN|IND|NOM//nsubj//38 förorsakat//VB|SUP|AKT//advcl//34 motparten//NN|UTR|SIN|DEF|NOM//nmod//40 kostnader//NN|UTR|PLU|IND|NOM//obj//38 på//PP//case//44 grund//NN|UTR|SIN|IND|NOM//fixed//41 av//PP//fixed//41 försumlighet//NN|UTR|SIN|IND|NOM//nmod//40 vid//PP//case//46 processföringen//NN|UTR|SIN|DEF|NOM//nmod//44 .//MAD//punct//26
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 exempel//NN|NEU|PLU|IND|NOM//parataxis//26 på//PP//mark//53 när//HA//mark//53 fastighetsägare//NN|UTR|PLU|IND|NOM//nsubj:pass//53 tillerkänts//VB|SUP|SFO//acl//49 kostnadsersättning//NN|UTR|SIN|IND|NOM//obj//53 har//VB|PRS|AKT//aux//56 varit//VB|SUP|AKT//conj//9 om//SN//mark//60 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//60 fått//VB|SUP|AKT//aux//60 bära//VB|INF|AKT//ccomp//56 en//DT|UTR|SIN|IND//det//63 tung//JJ|POS|UTR|SIN|IND|NOM//amod//63 utredningsbörda//NN|UTR|SIN|IND|NOM//obj//60 eller//KN//cc//65 drivit//VB|SUP|AKT//conj//60 ett//DT|NEU|SIN|IND//det//68 s.k.//AB|AN//amod//68 pilotmål//NN|NEU|SIN|IND|NOM//obj//65 av//PP//case//72 stort//JJ|POS|NEU|SIN|IND|NOM//amod//72 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//72 intresse//NN|NEU|SIN|IND|NOM//obl//65 för//PP//case//75 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 användare//NN|UTR|PLU|IND|NOM//nmod//72 eller//KN//cc//77 huvudmän//NN|UTR|PLU|IND|NOM//conj//75 .//MAD//punct//9
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;56//RG|NOM//nummod//80 b//NN|NEU|SIN|IND|NOM//case//81 §//NN|AN//nmod//83 En//DT|UTR|SIN|IND//det//83 huvudman//NN|UTR|SIN|IND|NOM//appos//9 ,//MID//punct//87 som//HP|-|-|-//nsubj//87 har//VB|PRS|AKT//aux//87 överklagat//VB|SUP|AKT//acl:relcl//83 dom//NN|UTR|SIN|IND|NOM//obj//87 eller//KN//cc//90 beslut//NN|NEU|PLU|IND|NOM//conj//88 i//PP//case//93 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//93 mål//NN|NEU|SIN|IND|NOM//obl//87 som//HP|-|-|-//nsubj:pass//95 anges//VB|PRS|SFO//acl:relcl//93 i//PP//case//97 56//RG|NOM//nummod//101 a//NN|NEU|SIN|IND|NOM//case//99 §//NN|AN//nmod//97 första//RO|NOM//amod//101 stycket//NN|NEU|SIN|DEF|NOM//obl//95 ,//MID//punct//106 ska//VB|PRS|AKT//aux//106 alltid//AB//advmod//106 själv//JJ|POS|UTR|SIN|IND|NOM//fixed//104 bära//VB|INF|AKT//conj//9 såväl//KN//advmod//110 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//110 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 kostnader//NN|UTR|PLU|IND|NOM//obj//106 som//KN//mark//112 kostnad//NN|UTR|SIN|IND|NOM//obl//106 som//HP|-|-|-//nsubj:pass//114 orsakats//VB|SUP|SFO//acl:relcl//112 motparten//NN|UTR|SIN|DEF|NOM//obj//114 ,//MID//punct//120 om//SN//mark//120 inget//DT|NEU|SIN|IND//det//119 annat//JJ|POS|NEU|SIN|IND|NOM//nsubj//120 följer//VB|PRS|AKT//advcl//9 av//PP//compound:prt//120 18//RG|NOM//nummod//123 kap.//NN|AN//nmod//124 6//RG|NOM//nummod//127 och//KN//cc//124 8//RG|NOM//nummod//124 §//NN|AN//nmod//129 §//NN|AN//nmod//129 rättegångsbalken//NN|UTR|SIN|DEF|NOM//obl//120 .//MAD//punct//9
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 motsvaras//VB|PRS|SFO//ROOT//1 av//PP//case//4 22//RG|NOM//nummod//4 §//NN|AN//obl:agent//1 i//PP//case//6 lagen//NN|UTR|SIN|DEF|NOM//nmod//4 (//PAD//punct//8 1976:839//RG|NOM//appos//4 )//PAD//punct//8 om//PP//case//12 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 vanämnd//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//14 avser//VB|PRS|AKT//conj//1 rättegångskostnader//NN|UTR|PLU|IND|NOM//obj//14 i//PP//case//17 Miljööverdomstolen//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//1
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 avsedd//PC|PRF|UTR|SIN|IND|NOM//parataxis//1 att//IE//mark//23 tillämpas//VB|INF|SFO//advcl//21 på//PP//case//26 samma//DT|UTR/NEU|SIN/PLU|IND//det//26 sätt//NN|NEU|SIN|IND|NOM//obl//23 som//KN//mark//28 tidigare//AB|KOM//acl//26 men//KN//cc//32 nu//AB//advmod//32 vid//PP//case//32 överklagande//NN|NEU|SIN|IND|NOM//conj//28 till//PP//case//34 Mark-//PM|SMS//nmod//32 och//KN//cc//36 miljööverdomstolen//NN|UTR|SIN|DEF|NOM//conj//34 .//MAD//punct//21
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Således//AB//advmod//39 gäller//VB|PRS|AKT//parataxis//21 vid//PP//case//41 överklagande//NN|NEU|SIN|IND|NOM//obl//39 ,//MID//punct//44 för//PP//case//44 mål//NN|NEU|SIN|IND|NOM//obl//39 om//PP//case//46 inlösen//NN|UTR|SIN|IND|NOM//nmod//44 eller//KN//cc//48 ersättning//NN|UTR|SIN|IND|NOM//conj//46 i//PP//case//51 de//DT|UTR/NEU|PLU|DEF//det//51 fall//NN|NEU|PLU|IND|NOM//nmod//44 där//HA//advmod//54 huvudmannen//NN|UTR|SIN|DEF|NOM//nsubj//54 överklagar//VB|PRS|AKT//acl:relcl//51 ett//DT|NEU|SIN|IND//det//56 beslut//NN|NEU|SIN|IND|NOM//obj//54 ,//MID//punct//44 att//SN//mark//64 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//64 även//AB//advmod//62 i//PP//case//62 överrätt//NN|UTR|SIN|IND|NOM//obl//64 ska//VB|PRS|AKT//aux//64 stå//VB|INF|AKT//acl//44 för//PP//case//66 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//64 på//PP//case//69 ömse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nummod//69 sidor//NN|UTR|PLU|IND|NOM//nmod//66 .//MAD//punct//21
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;För//PP//case//73 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 mål//NN|NEU|PLU|IND|NOM//obl//21 som//HP|-|-|-//nsubj:pass//75 överklagas//VB|PRS|SFO//acl:relcl//73 gäller//VB|PRS|AKT//advcl//21 de//DT|UTR/NEU|PLU|DEF//det//78 rättegångskostnadsregler//NN|UTR|PLU|IND|NOM//obj//76 som//HP|-|-|-//nsubj:pass//81 normalt//AB|POS//advmod//81 tilllämpas//VB|PRS|SFO//acl:relcl//78 i//PP//case//83 hovrätt//NN|UTR|SIN|IND|NOM//obl//81 och//KN//cc//86 Högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//86 domstolen//NN|UTR|SIN|DEF|NOM//conj//83 ,//MID//punct//78 dvs.//AB|AN//advmod//95 att//SN//mark//95 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//95 som//HP|-|-|-//nsubj//92 tappar//VB|PRS|AKT//acl:relcl//90 målet//NN|NEU|SIN|DEF|NOM//obj//92 får//VB|PRS|AKT//aux//95 ersätta//VB|INF|AKT//acl:relcl//78 motpartens//NN|UTR|SIN|DEF|GEN//nmod:poss//97 rättegångskostnader//NN|UTR|PLU|IND|NOM//obj//95 .//MAD//punct//21
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Övergångsbestämmelser//NN|UTR|PLU|IND|NOM//nmod//4 2//RG|NOM//nummod//2 a//NN|NEU|SIN|IND|NOM//nmod//0 )//PAD//punct//2 Bestämmelserna//NN|UTR|PLU|DEF|NOM//ROOT//4 i//PP//case//6 10–22//RG|NOM//nmod//4 ,//MID//punct//8 24//RG|NOM//conj//6 och//KN//cc//6 25//RG|NOM//nummod//11 §//NN|AN//nmod//12 §//NN|AN//nmod//6 ,//MID//punct//12 30//RG|NOM//nummod//15 §//NN|AN//nmod//17 första//RO|NOM//amod//17 stycket//NN|NEU|SIN|DEF|NOM//nmod//4 ,//MID//punct//17 31//RG|NOM//nummod//20 §//NN|AN//appos//17 första//RO|NOM//amod//24 och//KN//cc//23 andra//RO|NOM//conj//21 styckena//NN|NEU|PLU|DEF|NOM//conj//17 ,//MID//punct//24 32//RG|NOM//nummod//27 §//NN|AN//conj//17 ,//MID//punct//27 35//RG|NOM//nummod//30 §//NN|AN//nmod//32 andra//RO|NOM//amod//32 stycket//NN|NEU|SIN|DEF|NOM//conj//17 ,//MID//punct//34 36–43//RG|NOM//conj//32 och//KN//cc//36 53//RG|NOM//conj//32 –//NN|AN//punct//17 56//RG|NOM//nummod//39 §//NN|AN//nmod//40 §//NN|AN//nmod//17 och//KN//cc//42 56//RG|NOM//conj//40 a//NN|NEU|SIN|IND|NOM//case//44 §//NN|AN//nmod//46 andra//RO|NOM//amod//46 stycket//NN|NEU|SIN|DEF|NOM//nmod//42 den//DT|UTR|SIN|DEF//det//49 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//51 ska//VB|PRS|AKT//aux//51 tillämpas//VB|INF|SFO//acl:relcl//4 i//PP//case//53 fråga//NN|UTR|SIN|IND|NOM//obl//51 om//PP//case//55 anläggningen//NN|UTR|SIN|DEF|NOM//obl//51 .//MAD//punct//4
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;Ändringen//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 övergångsbestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//0 beror//VB|PRS|AKT//ROOT//3 på//PP//mark//13 att//SN//mark//13 lagen//NN|UTR|SIN|DEF|NOM//nsubj//13 (//PAD//punct//8 1976:839//RG|NOM//nmod//6 )//PAD//punct//8 om//PP//mark//13 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 va-nämnd//NN|UTR|SIN|IND|NOM//nsubj//13 upphävs//VB|PRS|SFO//advcl//3 och//KN//cc//19 att//SN//mark//19 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//19 om//PP//case//18 rättegångskostnader//NN|UTR|PLU|IND|NOM//nmod//16 flyttas//VB|PRS|SFO//conj//13 över//PL//compound:prt//19 till//PP//case//22 vattentjänstlagen//NN|UTR|SIN|DEF|NOM//obl//19 .//MAD//punct//3
8.3 Förslaget till ändringar i lagen (2006:412) om allmänna vattentjänster;För//PP//case//26 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//26 anläggningar//NN|UTR|PLU|IND|NOM//obl//48 som//HP|-|-|-//nsubj:pass//28 förklarats//VB|SUP|SFO//acl:relcl//26 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//28 enligt//PP//mark//33 den//DT|UTR|SIN|DEF//nsubj//33 numera//AB//advmod//33 upphävda//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//28 lagen//NN|UTR|SIN|DEF|NOM//obj//33 (//PAD//punct//36 1970:244//RG|NOM//appos//34 )//PAD//punct//36 om//PP//case//40 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 vatten-//NN|NEU|-|-|SMS//obl//33 och//KN//cc//42 avloppsanläggningar//NN|UTR|PLU|IND|NOM//conj//40 (//PAD//punct//44 se//VB|IMP|AKT//parataxis//26 avsnitt//NN|NEU|SIN|IND|NOM//nmod//46 3.3.4//RG|NOM//obj//44 )//PAD//punct//44 gäller//VB|PRS|AKT//parataxis//3 också//AB//advmod//48 huvudregeln//NN|UTR|SIN|DEF|NOM//obj//48 om//PP//case//52 rättegångskostnader//NN|UTR|PLU|IND|NOM//nmod//50 i//PP//case//54 va-mål//NN|NEU|PLU|IND|NOM//nmod//52 .//MAD//punct//48


Bilaga 1 / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 9//RO|NOM//nummod//5 december//NN|UTR|SIN|IND|NOM//nmod//0 2010//RG|NOM//nummod//5

Bilaga 1 / Sammanfattning;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 tillkallas//VB|PRS|SFO//ROOT//3 med//PP//case//5 uppgift//NN|UTR|SIN|IND|NOM//obl//3 att//IE//mark//7 analysera//VB|INF|AKT//acl//5 verksamheten//NN|UTR|SIN|DEF|NOM//obj//7 vid//PP//case//11 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 va-nämnd//NN|UTR|SIN|IND|NOM//obl//7 och//KN//cc//13 utreda//VB|INF|AKT//conj//7 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//13 för//PP//mark//31 att//SN//mark//31 de//DT|UTR/NEU|PLU|DEF//det//19 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 mark-//NN|UTR|-|-|SMS//nsubj//31 och//KN//cc//21 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//19 eller//KN//cc//24 annan//JJ|POS|UTR|SIN|IND|NOM//amod//24 domstol//NN|UTR|SIN|IND|NOM//conj//19 jämte//PP//case//29 en//RG|UTR|SIN|IND|NOM//det//29 eller//KN//cc//28 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//26 länsstyrelser//NN|UTR|PLU|IND|NOM//nmod//24 kan//VB|PRS|AKT//aux//31 överta//VB|INF|AKT//advcl//13 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 prövning//NN|UTR|SIN|IND|NOM//obj//31 i//PP//case//36 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 delar//NN|UTR|PLU|IND|NOM//nmod//33 enligt//PP//case//38 lagen//NN|UTR|SIN|DEF|NOM//obl//31 (//PAD//punct//40 2006:412//RG|NOM//appos//38 )//PAD//punct//40 om//PP//case//44 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 vattentjänster//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//3
Bilaga 1 / Sammanfattning;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//48 ska//VB|PRS|AKT//aux//48 föreslå//VB|INF|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//52 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//52 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 lösning//NN|UTR|SIN|IND|NOM//obj//48 av//PP//case//54 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//52 .//MAD//punct//48
Bilaga 1 / Sammanfattning;Vidare//AB|KOM//advmod//59 ska//VB|PRS|AKT//aux//59 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//59 utarbeta//VB|INF|AKT//parataxis//48 de//DT|UTR/NEU|PLU|DEF//det//61 författningsändringar//NN|UTR|PLU|IND|NOM//obj//59 som//HP|-|-|-//nsubj:pass//63 behövs//VB|PRS|SFO//acl:relcl//61 .//MAD//punct//3
Bilaga 1 / Sammanfattning;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 ska//VB|PRS|AKT//aux//2 redovisas//VB|INF|SFO//ROOT//2 senast//AB|SUV//case//6 den//DT|UTR|SIN|DEF//det//6 15//RG|NOM//nummod//6 juni//NN|UTR|SIN|IND|NOM//obl//2 2011//RG|NOM//nummod//6 .//MAD//punct//2

Bilaga 1 / Bakgrund;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 va-nämnd//NN|UTR|SIN|IND|NOM//ROOT//1
Bilaga 1 / Bakgrund;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 va-nämnd//NN|UTR|SIN|IND|NOM//nsubj//5 (//PAD//punct//1 Va-nämnden//NN|UTR|SIN|DEF|NOM//appos//1 )//PAD//punct//1 handlägger//VB|PRS|AKT//advcl//72 tvister//NN|UTR|PLU|IND|NOM//obj//5 enligt//PP//case//8 lagen//NN|UTR|SIN|DEF|NOM//nmod//6 (//PAD//punct//10 2006:412//RG|NOM//appos//8 )//PAD//punct//10 om//PP//case//14 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 vattentjänster//NN|UTR|PLU|IND|NOM//obl//5 (//PAD//punct//14 vattentjänstlagen//NN|UTR|SIN|DEF|NOM//appos//14 )//PAD//punct//14 .//MAD//punct//5
Bilaga 1 / Bakgrund;För//PP//case//21 Vanämndens//PM|GEN//nmod:poss//21 verksamhet//NN|UTR|SIN|IND|NOM//obl//22 gäller//VB|PRS|AKT//conj//5 lagen//NN|UTR|SIN|DEF|NOM//obj//22 (//PAD//punct//25 1976:839//RG|NOM//nmod//23 )//PAD//punct//25 om//PP//case//29 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 vanämnd//NN|UTR|SIN|IND|NOM//nmod//23 ,//MID//punct//32 förkortad//PC|PRF|UTR|SIN|IND|NOM//amod//32 LSV//PM|NOM//conj//29 ,//MID//punct//35 och//KN//cc//35 förordningen//NN|UTR|SIN|DEF|NOM//conj//5 (//PAD//punct//37 2007:1058//RG|NOM//appos//35 )//PAD//punct//37 med//PP//case//40 instruktion//NN|UTR|SIN|IND|NOM//nmod//35 för//PP//case//43 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 va-nämnd//NN|UTR|SIN|IND|NOM//nmod//40 .//MAD//punct//35
