Romers rätt;–//RG|NOM//punct//2 en//DT|UTR|SIN|IND//det//2 strategi//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 romer//NN|UTR|PLU|IND|NOM//nmod//2 i//PP//case//6 Sverige//PM|NOM//nmod//4
4.2.2 Etnisk diskriminering;DO//PM|NOM//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 att//SN//mark//11 antalet//NN|NEU|SIN|DEF|NOM//nmod//4 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//11 om//PP//case//7 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 diskriminering//NN|UTR|SIN|IND|NOM//nmod//4 från//PP//case//9 romer//NN|UTR|PLU|IND|NOM//nmod//7 är//VB|PRS|AKT//cop//11 lågt//JJ|POS|NEU|SIN|IND|NOM//ccomp//1 .//MAD//punct//1
4.2.2 Etnisk diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 handlar//VB|PRS|AKT//parataxis//1 om//PP//case//17 sextiotalet//NN|NEU|SIN|DEF|NOM//nmod//17 anmälningar//NN|UTR|PLU|IND|NOM//obl//14 under//PP//case//20 åren//NN|NEU|PLU|DEF|NOM//nmod//20 2002//RG|NOM//nmod//17 och//KN//cc//20 2003//RG|NOM//nummod//20 varav//HA//nmod//17 cirka//AB//advmod//25 40//RG|NOM//nummod//26 anmälningar//NN|UTR|PLU|IND|NOM//nsubj:pass//27 gjordes//VB|PRT|SFO//parataxis//1 2003//RG|NOM//nummod//27 .//MAD//punct//27
4.2.2 Etnisk diskriminering;Av//PP//case//31 skrivningen//NN|UTR|SIN|DEF|NOM//obl//32 framgår//VB|PRS|AKT//conj//27 inte//AB//advmod//32 vad//HP|NEU|SIN|IND//obl//38 den//DT|UTR|SIN|DEF//det//37 romska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 anmälningsbenägenheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 jämförs//VB|PRS|SFO//ccomp//32 med//PP//case//38 ,//MID//punct//42 men//KN//cc//42 känt//VB|SUP|AKT//conj//38 sedan//PP//mark//44 tidigare//AB|KOM//advmod//42 är//VB|PRS|AKT//cop//1 att//SN//mark//62 den//DT|UTR|SIN|DEF//det//49 samiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 folkgruppen//NN|UTR|SIN|DEF|NOM//nsubj//62 ,//MID//punct//49 som//HP|-|-|-//nsubj:pass//54 till//PP//case//53 antalet//NN|NEU|SIN|DEF|NOM//obl//54 uppskattas//VB|PRS|SFO//acl:relcl//49 vara//VB|INF|AKT//cop//56 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//54 än//KN//case//58 romerna//NN|UTR|PLU|DEF|NOM//obl:agent//54 ,//MID//punct//49 under//PP//case//61 1990-talet//NN|NEU|SIN|DEF|NOM//obl//62 svarade//VB|PRT|AKT//ccomp//1 för//PP//case//66 en//DT|UTR|SIN|IND//det//66 stor//JJ|POS|UTR|SIN|IND|NOM//amod//66 andel//NN|UTR|SIN|IND|NOM//obl//62 av//PP//case//69 de//DT|UTR/NEU|PLU|DEF//det//69 anmälningar//NN|UTR|PLU|IND|NOM//nmod//66 om//PP//case//71 diskriminering//NN|UTR|SIN|IND|NOM//nmod//69 som//HP|-|-|-//nsubj//73 kommit//VB|SUP|AKT//acl:relcl//71 till//PP//case//75 DO//PM|NOM//obl//73 .//MAD//punct//1
4.2.2 Etnisk diskriminering;DO//PM|NOM//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 vidare//AB|KOM//advmod//1 att//IE//mark//4 få//VB|INF|AKT//advcl//1 anmälningar//NN|UTR|PLU|IND|NOM//obj//4 gäller//VB|PRS|AKT//conj//1 diskriminering//NN|UTR|SIN|IND|NOM//obj//6 på//PP//case//9 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//7 och//KN//cc//13 inga//DT|UTR/NEU|PLU|IND//det//12 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//13 berör//VB|PRS|AKT//conj//1 diskriminering//NN|UTR|SIN|IND|NOM//obj//13 inom//PP//case//16 högskolan//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//1
4.2.2 Etnisk diskriminering;Denna//DT|UTR|SIN|DEF//det//19 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//21 behöver//VB|PRS|AKT//aux//21 kommenteras//VB|INF|SFO//parataxis//1 .//MAD//punct//1
4.2.2 Etnisk diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 är//VB|PRS|AKT//cop//25 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 för//PP//case//28 en//DT|UTR|SIN|IND//det//28 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//25 att//IE//mark//30 visa//VB|INF|AKT//acl//28 att//SN//mark//34 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//34 har//VB|PRS|AKT//aux//34 förekommit//VB|SUP|AKT//ccomp//30 vid//PP//case//36 arbetsansökningar//NN|UTR|PLU|IND|NOM//obl//34 medan//SN//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//41 är//VB|PRS|AKT//cop//41 förhållandevis//AB//advmod//41 lätt//JJ|POS|NEU|SIN|IND|NOM//advcl//34 för//PP//case//44 en//DT|UTR|SIN|IND//det//44 arbetsgivare//NN|UTR|SIN|IND|NOM//obl//41 att//IE//mark//46 göra//VB|INF|AKT//acl//44 troligt//AB|POS//advmod//46 att//SN//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 är//VB|PRS|AKT//cop//52 sökandes//NN|UTR|PLU|IND|GEN//nmod:poss//52 kompetens//NN|UTR|SIN|IND|NOM//ccomp//46 ,//MID//punct//55 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 arbetslivserfarenheter//NN|UTR|PLU|IND|NOM//conj//52 och//KN//cc//57 kvalifikationer//NN|UTR|PLU|IND|NOM//conj//52 som//HP|-|-|-//nsubj//59 avgör//VB|PRS|AKT//acl:relcl//57 vem//HP|UTR|SIN|IND//obj//59 som//HP|-|-|-//nsubj//62 får//VB|PRS|AKT//acl:relcl//60 en//DT|UTR|SIN|IND//det//65 utlyst//PC|PRF|UTR|SIN|IND|NOM//amod//65 tjänst//NN|UTR|SIN|IND|NOM//obj//62 bland//PP//case//68 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 sökande//NN|UTR|PLU|IND|NOM//obl//62 .//MAD//punct//1
4.2.2 Etnisk diskriminering;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//71 betyder//VB|PRS|AKT//parataxis//1 inte//AB//advmod//71 att//SN//mark//81 överväganden//NN|NEU|PLU|IND|NOM//nsubj//81 som//HP|-|-|-//nsubj//79 är//VB|PRS|AKT//cop//79 av//PP//case//79 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 karaktär//NN|UTR|SIN|IND|NOM//acl:relcl//74 inte//AB//advmod//81 förekommer//VB|PRS|AKT//ccomp//71 .//MID//punct//71
4.2.2 Etnisk diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 är//VB|PRS|AKT//cop//86 bara//AB//advmod//86 svårt//JJ|POS|NEU|SIN|IND|NOM//conj//71 att//IE//mark//88 visa//VB|INF|AKT//csubj//86 att//SN//mark//92 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//92 faktiskt//AB|POS//advmod//92 förhåller//VB|PRS|AKT//ccomp//88 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//92 så//AB//advmod//92 .//MAD//punct//92
4.2.2 Etnisk diskriminering;I//PP//case//98 en//DT|UTR|SIN|IND//det//98 intervjustudie//NN|UTR|SIN|IND|NOM//obl//92 bland//PP//case//100 romer//NN|UTR|PLU|IND|NOM//nmod//98 (//PAD//punct//98 Westin//PM|NOM//nsubj//108 &//KN|AN//cc//104 Tan//PM|NOM//conj//102 Marti//PM|NOM//flat:name//102 2008//RG|NOM//nummod//102 )//PAD//punct//102 förklarade//VB|PRT|AKT//parataxis//98 intervjuade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//110 romer//NN|UTR|PLU|IND|NOM//obj//108 ,//MID//punct//110 som//HP|-|-|-//nsubj//113 sökt//VB|SUP|AKT//acl:relcl//110 hundratals//NN|NEU|PLU|IND|GEN//nmod:poss//116 utlysta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//116 anställningar//NN|UTR|PLU|IND|NOM//obj//113 inom//PP//case//119 det//DT|NEU|SIN|DEF//det//119 område//NN|NEU|SIN|IND|NOM//obl//113 som//HP|-|-|-//obj//122 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//122 utbildats//VB|SUP|SFO//acl:relcl//119 till//PP//compound:prt//122 ,//MID//punct//122 att//SN//mark//130 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//130 ytterst//AB|SUV//advmod//128 sällan//AB//advmod//130 ens//AB//advmod//130 kallades//VB|PRT|SFO//advcl//108 till//PP//case//132 intervju//NN|UTR|SIN|IND|NOM//obl//130 med//PP//mark//136 att//SN//mark//136 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//136 rör//VB|PRS|AKT//advcl//130 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//136 om//PP//case//140 subtila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 former//NN|UTR|PLU|IND|NOM//obl//136 av//PP//case//142 diskriminering//NN|UTR|SIN|IND|NOM//nmod//140 .//MID//punct//71
4.2.2 Etnisk diskriminering;Ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//146 hade//VB|PRT|AKT//aux//146 anmält//VB|SUP|AKT//conj//71 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//146 till//PP//case//149 DO//PM|NOM//obl//146 .//MAD//punct//1
4.2.2 Etnisk diskriminering;Eftersom//SN//mark//2 endast//AB//advmod//2 få//JJ|POS|UTR/NEU|PLU|IND|NOM//advcl//7 romer//NN|UTR|PLU|IND|NOM//obj//2 i//PP//case//5 Sverige//PM|NOM//obl//2 har//VB|PRS|AKT//aux//7 bedrivit//VB|SUP|AKT//ROOT//7 högskolestudier//NN|UTR|PLU|IND|NOM//obj//7 förklarar//VB|PRS|AKT//xcomp//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 troligen//AB//advmod//9 varför//HA//advmod//9 inga//DT|UTR/NEU|PLU|IND//det//14 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//20 om//PP//case//16 diskriminering//NN|UTR|SIN|IND|NOM//nmod//14 på//PP//case//18 högskolenivå//NN|UTR|SIN|IND|NOM//nmod//16 hade//VB|PRT|AKT//aux//20 inkommit//VB|SUP|AKT//ccomp//9 när//HA//mark//23 rapporten//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 författades//VB|PRT|SFO//advcl//20 .//MAD//punct//7
4.2.2 Etnisk diskriminering;Att//IE//mark//26 få//VB|INF|AKT//csubj//28 romer//NN|UTR|PLU|IND|NOM//obj//26 har//VB|PRS|AKT//aux//29 kvalificerat//VB|SUP|AKT//xcomp//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 för//PP//case//32 högskolestudier//NN|UTR|PLU|IND|NOM//obl//29 beror//VB|PRS|AKT//xcomp//7 troligen//AB//advmod//33 på//PP//case//36 strukturer//NN|UTR|PLU|IND|NOM//obl//33 inom//PP//case//38 utbildningsväsendet//NN|NEU|SIN|DEF|NOM//nmod//36 som//HP|-|-|-//nsubj//41 generellt//AB|POS//advmod//41 sett//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//38 missgynnar//VB|PRS|AKT//conj//7 romska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 elever//NN|UTR|PLU|IND|NOM//obj//42 utan//PP//mark//50 att//SN//mark//50 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//50 direkt//AB|POS//advmod//50 kan//VB|PRS|AKT//aux//50 sägas//VB|INF|SFO//advcl//42 handla//VB|INF|AKT//xcomp//50 om//PP//case//54 fördomsfulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 lärare//NN|UTR|PLU|IND|NOM//obl//51 eller//KN//cc//56 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 skolledare//NN|UTR|PLU|IND|NOM//conj//54 .//MAD//punct//7
4.2.2 Etnisk diskriminering;Vi//PN|UTR|PLU|DEF|SUB//nsubj//60 vet//VB|PRS|AKT//parataxis//7 t.ex.//AB|AN//advmod//60 att//SN//mark//66 romska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 elever//NN|UTR|PLU|IND|NOM//nsubj:pass//66 kan//VB|PRS|AKT//aux//66 utsättas//VB|INF|SFO//ccomp//60 för//PP//case//68 mobbning//NN|UTR|SIN|IND|NOM//obl//66 av//PP//case//71 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 elever//NN|UTR|PLU|IND|NOM//nmod//68 .//MAD//punct//60
4.2.2 Etnisk diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 är//VB|PRS|AKT//cop//76 inte//AB//advmod//76 förvånande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//60 om//SN//case//79 romska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 elever//NN|UTR|PLU|IND|NOM//obl//76 då//AB//advmod//81 tappar//VB|PRS|AKT//advcl//76 motivationen//NN|UTR|SIN|DEF|NOM//obj//81 för//PP//case//85 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 skolarbete//NN|NEU|SIN|IND|NOM//obl//81 .//MAD//punct//76
4.2.2 Etnisk diskriminering;Strukturer//NN|UTR|PLU|IND|NOM//appos//76 inom//PP//case//89 utbildningsväsendet//NN|NEU|SIN|DEF|NOM//obl//87 som//HP|-|-|-//nsubj//94 på//PP//case//93 alla//DT|UTR/NEU|PLU|IND/DEF//det//93 nivåer//NN|UTR|PLU|IND|NOM//obl//94 får//VB|PRS|AKT//acl:relcl//89 till//PP//case//96 konsekvens//NN|UTR|SIN|IND|NOM//obl//94 att//SN//mark//100 romska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 elever//NN|UTR|PLU|IND|NOM//nsubj:pass//100 sorteras//VB|PRS|SFO//advcl//94 bort//PL//advmod//100 vid//PP//advmod//100 övergång//NN|UTR|SIN|IND|NOM//fixed//102 exempelvis//AB//advmod//106 till//PP//case//106 gymnasieskola//NN|UTR|SIN|IND|NOM//obl//100 ,//MID//punct//110 till//PP//case//110 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 linjer//NN|UTR|PLU|IND|NOM//obl//87 ,//MID//punct//110 till//PP//case//113 högskola//NN|UTR|SIN|IND|NOM//obl//87 etc.//AB|AN//conj//113 förklarar//VB|PRS|AKT//conj//76 varför//HA//advmod//115 inga//DT|UTR/NEU|PLU|IND//det//118 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//123 om//PP//case//120 diskriminering//NN|UTR|SIN|IND|NOM//nmod//118 på//PP//case//122 högskolenivå//NN|UTR|SIN|IND|NOM//nmod//120 kom//VB|PRT|AKT//ccomp//115 till//PP//compound:prt//123 DOs//PM|GEN//conj//76 kännedom//NN|UTR|SIN|IND|NOM//obj//125 under//PP//case//128 projektperioden//NN|UTR|SIN|DEF|NOM//obl//125 (//PAD//punct//130 2002–2003//PAD//appos//128 )//PAD//punct//130 .//MAD//punct//140
4.2.2 Etnisk diskriminering;På//PP//case//135 annat//JJ|POS|NEU|SIN|IND|NOM//amod//135 ställe//NN|NEU|SIN|IND|NOM//obl//140 i//PP//case//139 DOs//PM|GEN//nmod:poss//139 rapport//NN|UTR|SIN|IND|NOM//flat//137 rapporten//NN|UTR|SIN|DEF|NOM//nmod//135 framgår//VB|PRS|AKT//conj//76 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//140 att//SN//mark//149 cirka//AB//advmod//144 25//RG|NOM//nummod//145 procent//NN|UTR|PLU|IND|NOM//nsubj//149 av//PP//case//147 anmälningarna//NN|UTR|PLU|DEF|NOM//nmod//145 ändå//AB//advmod//149 gäller//VB|PRS|AKT//csubj//140 arbetsmarknad//NN|UTR|SIN|IND|NOM//obj//149 och//KN//cc//152 utbildningsväsende//NN|NEU|SIN|IND|NOM//conj//150 .//MAD//punct//76
4.2.2 Etnisk diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//160 är//VB|PRS|AKT//cop//160 trots//PP//advmod//160 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//156 inte//AB//advmod//159 så//AB//advmod//160 få//JJ|POS|UTR/NEU|PLU|IND|NOM//parataxis//76 anmälningar//NN|UTR|PLU|IND|NOM//obj//160 .//MAD//punct//60
4.2.2 Etnisk diskriminering;Under//PP//case//1 projektperioden//NN|UTR|SIN|DEF|NOM//obl//2 kom//VB|PRT|AKT//ROOT//2 18//RG|NOM//nummod//4 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//2 om//PP//case//6 diskriminering//NN|UTR|SIN|IND|NOM//nmod//4 mot//PP//case//8 romer//NN|UTR|PLU|IND|NOM//nmod//6 inom//PP//case//10 bostadsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//2
4.2.2 Etnisk diskriminering;Tolv//RG|NOM//nummod//13 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//14 handlade//VB|PRT|AKT//parataxis//2 om//PP//mark//18 att//SN//mark//18 romer//NN|UTR|PLU|IND|NOM//nsubj:pass//18 avvisats//VB|SUP|SFO//advcl//14 från//PP//compound:prt//18 eller//KN//cc//21 nekats//VB|SUP|SFO//conj//18 tillträde//NN|NEU|SIN|IND|NOM//obj//21 till//PP//case//25 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 lokaler//NN|UTR|PLU|IND|NOM//obl//21 som//KN//mark//27 affärer//NN|UTR|PLU|IND|NOM//appos//25 ,//MID//punct//29 restauranger//NN|UTR|PLU|IND|NOM//conj//27 och//KN//cc//31 hotell//NN|NEU|PLU|IND|NOM//conj//27 .//MAD//punct//14
4.2.2 Etnisk diskriminering;Nio//RG|NOM//nummod//34 anmälningar//NN|UTR|PLU|IND|NOM//nsubj//35 rörde//VB|PRT|AKT//conj//14 handläggning//NN|UTR|SIN|IND|NOM//obj//35 och//KN//cc//38 bemötande//NN|NEU|SIN|IND|NOM//conj//36 inom//PP//case//40 socialtjänst//NN|UTR|SIN|IND|NOM//obl//35 och//KN//cc//42 sjukvård//NN|UTR|SIN|IND|NOM//conj//40 samt//KN//cc//45 sex//RG|NOM//nummod//45 anmälningar//NN|UTR|PLU|IND|NOM//nmod//47 kränkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 handläggning//NN|UTR|SIN|IND|NOM//parataxis//14 och//KN//cc//49 bemötande//NN|NEU|SIN|IND|NOM//conj//47 inom//PP//case//51 rättsväsendet//NN|NEU|SIN|DEF|NOM//obl//14 (//PAD//punct//53 polis//NN|UTR|SIN|IND|NOM//appos//51 ,//MID//punct//55 domstolar//NN|UTR|PLU|IND|NOM//conj//53 )//PAD//punct//53 .//MAD//punct//2
4.2.2 Etnisk diskriminering;DO//PM|NOM//nsubj//1 rapporterar//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 om//PP//case//5 en//DT|UTR|SIN|IND//det//5 enkätundersökning//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//7 gjordes//VB|PRT|SFO//acl:relcl//5 under//PP//case//9 projektperioden//NN|UTR|SIN|DEF|NOM//obl//7 om//PP//case//12 romers//NN|UTR|PLU|IND|GEN//nmod:poss//12 upplevelse//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//14 diskriminering//NN|UTR|SIN|IND|NOM//nmod//12 .//MAD//punct//1
4.2.2 Etnisk diskriminering;Här//AB//advmod//17 bekräftas//VB|PRS|SFO//parataxis//1 bilden//NN|UTR|SIN|DEF|NOM//nsubj:pass//17 som//HP|-|-|-//nsubj//20 framkommit//VB|SUP|AKT//acl:relcl//18 i//PP//case//22 anmälningarna//NN|UTR|PLU|DEF|NOM//obl//20 att//SN//mark//27 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//27 på//PP//case//26 bostadsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//24 framstår//VB|PRS|AKT//advcl//20 som//KN//case//31 ett//DT|NEU|SIN|IND//det//31 stort//JJ|POS|NEU|SIN|IND|NOM//amod//31 problem//NN|NEU|SIN|IND|NOM//xcomp//27 för//PP//case//33 romer//NN|UTR|PLU|IND|NOM//nmod//31 .//MID//punct//17
4.2.2 Etnisk diskriminering;Inte//AB//advmod//36 sällan//AB//advmod//37 möts//VB|PRS|SFO//parataxis//17 romer//NN|UTR|PLU|IND|NOM//nsubj:pass//37 av//PP//case//40 misstänksamhet//NN|UTR|SIN|IND|NOM//nmod//38 ,//MID//punct//43 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 attityder//NN|UTR|PLU|IND|NOM//conj//40 ,//MID//punct//45 fördomar//NN|UTR|PLU|IND|NOM//conj//40 och//KN//cc//47 förolämpningar//NN|UTR|PLU|IND|NOM//conj//40 från//PP//case//49 grannar//NN|UTR|PLU|IND|NOM//nmod//47 .//MAD//punct//1
4.2.2 Etnisk diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 förekommer//VB|PRS|AKT//parataxis//1 att//SN//mark//57 boende//NN|UTR|PLU|IND|NOM//nsubj//57 i//PP//case//56 grannskapet//NN|NEU|SIN|DEF|NOM//nmod//54 skriver//VB|PRS|AKT//csubj//52 på//PP//case//60 ”//PAD//punct//60 protestlistor//NN|UTR|PLU|IND|NOM//obl//57 ”//PAD//punct//60 för//PP//mark//64 att//IE//mark//64 få//VB|INF|AKT//advcl//57 romer//NN|UTR|PLU|IND|NOM//obj//64 avhysta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//64 .//MID//punct//52
4.2.2 Etnisk diskriminering;Arne//PM|NOM//nsubj//73 Trankell//PM|NOM//flat:name//68 (//PAD//punct//68 1973//RG|NOM//nummod//68 )//PAD//punct//68 skildrade//VB|PRT|AKT//appos//52 en//DT|UTR|SIN|IND//det//76 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//76 process//NN|UTR|SIN|IND|NOM//obj//73 som//HP|-|-|-//nsubj//78 ägde//VB|PRT|AKT//acl:relcl//76 rum//NN|NEU|SIN|IND|NOM//obj//78 i//PP//case//81 Haninge//PM|GEN//obl//78 kommun//NN|UTR|SIN|IND|NOM//flat//81 i//PP//case//84 början//NN|UTR|SIN|DEF|NOM//obl//78 av//PP//case//86 1970-talet//NN|NEU|SIN|DEF|NOM//nmod//84 .//MAD//punct//73
4.2.2 Etnisk diskriminering;(//PAD//punct//91 Grannarna//NN|UTR|PLU|DEF|NOM//nsubj//91 ville//VB|PRT|AKT//aux//91 få//VB|INF|AKT//conj//73 en//DT|UTR|SIN|IND//det//94 romsk//JJ|POS|UTR|SIN|IND|NOM//amod//94 kvinna//NN|UTR|SIN|IND|NOM//obj//91 avhyst//PC|PRF|UTR|SIN|IND|NOM//xcomp//91 .//MAD//punct//91
4.2.2 Etnisk diskriminering;Den//DT|UTR|SIN|DEF//det//99 drivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 kraften//NN|UTR|SIN|DEF|NOM//nsubj//106 bakom//PP//case//102 den//DT|UTR|SIN|DEF//det//102 aktionen//NN|UTR|SIN|DEF|NOM//nmod//99 var//VB|PRT|AKT//cop//106 en//DT|UTR|SIN|IND//det//106 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//106 person//NN|UTR|SIN|IND|NOM//parataxis//91 ,//MID//punct//91 en//DT|UTR|SIN|IND//det//109 man//NN|UTR|SIN|IND|NOM//conj//91 med//PP//case//112 hög//JJ|POS|UTR|SIN|IND|NOM//amod//112 ställning//NN|UTR|SIN|IND|NOM//nmod//109 inom//PP//case//116 en//DT|UTR|SIN|IND//det//116 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//116 myndighet//NN|UTR|SIN|IND|NOM//obl//91 som//HP|-|-|-//nsubj//119 ofta//AB|POS//advmod//119 kom//VB|PRT|AKT//acl:relcl//116 till//PP//compound:prt//119 tals//NN|NEU|SIN|IND|GEN//obl//119 i//PP//case//125 den//DT|UTR|SIN|DEF//det//124 tidens//NN|UTR|SIN|DEF|GEN//nmod:poss//125 medier//NN|NEU|PLU|IND|NOM//obl//119 .//MAD//punct//91 )//PAD//punct//91
4.2.2 Etnisk diskriminering;Av//PP//case//129 rädsla//NN|UTR|SIN|IND|NOM//obl//91 för//PP//case//132 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//132 reaktioner//NN|UTR|PLU|IND|NOM//nmod//129 och//KN//cc//134 protester//NN|UTR|PLU|IND|NOM//conj//132 från//PP//case//137 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//137 hyresgäster//NN|UTR|PLU|IND|NOM//nmod//134 i//PP//case//139 huset//NN|NEU|SIN|DEF|NOM//nmod//137 eller//KN//cc//142 i//PP//case//142 grannskapet//NN|NEU|SIN|DEF|NOM//conj//139 tvekar//VB|PRS|AKT//conj//73 åtskilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//146 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//146 hyresvärdar//NN|UTR|PLU|IND|NOM//obj//143 att//IE//mark//148 hyra//VB|INF|AKT//acl//146 ut//PL//compound:prt//148 lägenheter//NN|UTR|PLU|IND|NOM//obj//148 till//PP//case//152 romer//NN|UTR|PLU|IND|NOM//obl//148 .//MAD//punct//73
4.2.2 Etnisk diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//155 innebär//VB|PRS|AKT//conj//73 att//SN//mark//159 romer//NN|UTR|PLU|IND|NOM//nsubj:pass//159 ofta//AB|POS//advmod//159 hänvisas//VB|PRS|SFO//ccomp//155 till//PP//case//165 segregerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//165 och//KN//cc//163 socialt//AB|POS//conj//161 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//165 bostadsområden//NN|NEU|PLU|IND|NOM//obl//159 .//MAD//punct//73
4.2.2 Etnisk diskriminering;Av//PP//case//168 enkätundersökningen//NN|UTR|SIN|DEF|NOM//obl//169 framgår//VB|PRS|AKT//conj//73 vidare//AB|KOM//advmod//169 att//SN//mark//173 romer//NN|UTR|PLU|IND|NOM//nsubj//173 upplever//VB|PRS|AKT//ccomp//169 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//173 diskriminerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//173 när//HA//case//179 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//176 gäller//VB|PRS|AKT//fixed//176 tillträde//NN|NEU|SIN|IND|NOM//obl//173 till//PP//case//182 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//182 lokaler//NN|UTR|PLU|IND|NOM//nmod//179 .//MAD//punct//169
