Till statsrådet Maj-Inger Klingvall ;"Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 18//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//6 1997//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 statsrådet//NN|NEU|SIN|DEF|NOM//obj//6 Maj-Inger//PM|NOM//nsubj//6 Klingvall//PM|NOM//flat:name//9 att//IE//mark//12 utse//VB|INF|AKT//acl//9 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 att//IE//mark//19 lämna//VB|INF|AKT//acl//17 förslag//NN|NEU|SIN|IND|NOM//obj//19 till//PP//case//22 konstruktion//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//25 övergångsvis//AB//amod//25 garantipension//NN|UTR|SIN|IND|NOM//nmod//22 för//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 ålderspensionärer//NN|UTR|PLU|IND|NOM//obl//19 som//HP|-|-|-//nsubj:pass//33 inte//AB//advmod//33 kommer//VB|PRS|AKT//aux//33 att//IE//mark//33 omfattas//VB|INF|SFO//acl:relcl//28 av//PP//case//35 regelsystemet//NN|NEU|SIN|DEF|NOM//obl//33 för//PP//case//37 garantipension//NN|UTR|SIN|IND|NOM//nmod//35 inom//PP//case//41 den//DT|UTR|SIN|DEF//det//41 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//41 ålderspensioneringen//NN|UTR|SIN|DEF|NOM//nmod//37 ;//MID//punct//6"
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;En//DT|UTR|SIN|IND//det//87 förutsättning//NN|UTR|SIN|IND|NOM//nsubj//102 för//PP//case//89 rätt//NN|UTR|SIN|IND|NOM//nmod//87 till//PP//case//91 utbetalning//NN|UTR|SIN|IND|NOM//nmod//89 är//VB|PRS|AKT//cop//87 att//SN//mark//95 den//DT|UTR|SIN|DEF//nsubj//95 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//csubj//87 vid//PP//case//97 ingången//NN|UTR|SIN|DEF|NOM//obl//95 av//PP//case//100 år//NN|NEU|SIN|IND|NOM//nmod//100 2001//RG|NOM//nmod//97 är//VB|PRS|AKT//cop//102 berättigad//PC|PRF|UTR|SIN|IND|NOM//parataxis//2 till//PP//case//104 garantipension//NN|UTR|SIN|IND|NOM//obl//102 eller//KN//cc//106 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//104 .//MID//punct//2
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Om//SN//mark//114 den//DT|UTR|SIN|DEF//det//110 pensionsberättigades//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//111 beräkningsunderlag//NN|NEU|SIN|IND|NOM//nsubj//114 är//VB|PRS|AKT//cop//114 så//AB//advmod//114 högt//JJ|POS|NEU|SIN|IND|NOM//advcl//2 att//SN//mark//121 han//PN|UTR|SIN|DEF|SUB//nsubj//121 eller//KN//cc//118 hon//PN|UTR|SIN|DEF|SUB//conj//116 inte//AB//advmod//121 är//VB|PRS|AKT//cop//121 berättigad//PC|PRF|UTR|SIN|IND|NOM//csubj//114 till//PP//case//123 garantipension//NN|UTR|SIN|IND|NOM//obl//121 och//KN//cc//130 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//130 i//PP//case//127 beräkningsunderlaget//NN|NEU|SIN|DEF|NOM//obl//130 inte//AB//advmod//130 heller//AB//advmod//130 ingår//VB|PRS|AKT//conj//114 något//DT|NEU|SIN|IND//det//132 belopp//NN|NEU|SIN|IND|NOM//nmod//134 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//134 folkpension//NN|UTR|SIN|IND|NOM//obj//130 grundad//PC|PRF|UTR|SIN|IND|NOM//acl//134 på//PP//case//137 bosättning//NN|UTR|SIN|IND|NOM//obl//135 eller//KN//cc//139 pensionstillskott//NN|NEU|SIN|IND|NOM//conj//137 ,//MID//punct//2 skall//VB|PRS|AKT//aux//147 garantipension//NN|UTR|SIN|IND|NOM//nsubj:pass//147 eller//KN//cc//144 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//142 inte//AB//advmod//147 heller//AB//advmod//147 utges//VB|INF|SFO//conj//2 .//MAD//punct//2
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Denna//DT|UTR|SIN|DEF//det//1 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//2 innehåller//VB|PRS|AKT//ROOT//2 regler//NN|UTR|PLU|IND|NOM//obj//2 om//PP//case//5 möjlighet//NN|UTR|SIN|IND|NOM//nmod//3 för//PP//case//7 försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//5 att//IE//mark//11 vid//PP//case//10 omläggningen//NN|UTR|SIN|DEF|NOM//obl//11 betala//VB|INF|AKT//acl//5 ut//PL//compound:prt//11 garantipension//NN|UTR|SIN|IND|NOM//obj//11 eller//KN//cc//15 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//13 efter//PP//case//18 ett//DT|NEU|SIN|IND//det//18 provisoriskt//AB|POS//advmod//11 fattat//PC|PRF|NEU|SIN|IND|NOM//conj//11 beslut//NN|NEU|SIN|IND|NOM//obj//19 .//MAD//punct//2
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//parataxis//2 tillämplighet//NN|UTR|SIN|IND|NOM//obj//23 endast//AB//advmod//27 vid//PP//case//27 omläggningen//NN|UTR|SIN|DEF|NOM//obl//34 från//PP//case//29 folkpension//NN|UTR|SIN|IND|NOM//nmod//27 till//PP//case//31 garantipension//NN|UTR|SIN|IND|NOM//nmod//27 för//PP//case//33 personer//NN|UTR|PLU|IND|NOM//nmod//27 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//23 år//NN|NEU|SIN|IND|NOM//nmod//36 1937//RG|NOM//obl//34 eller//KN//cc//38 tidigare//AB|KOM//conj//34 .//MAD//punct//34
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Som//HP|-|-|-//mark//41 följer//VB|PRS|AKT//advcl//47 av//PP//compound:prt//41 punkten//NN|UTR|SIN|DEF|NOM//nmod//44 5//RG|NOM//obl//41 i//PP//case//46 övergångsbestämmelserna//NN|UTR|PLU|DEF|NOM//obl//41 föreslår//VB|PRS|AKT//conj//23 vi//PN|UTR|PLU|DEF|SUB//nsubj//47 att//SN//mark//60 en//DT|UTR|SIN|IND//det//51 pensionsberättigad//PC|PRF|UTR|SIN|IND|NOM//nsubj//60 som//HP|-|-|-//nsubj//55 vid//PP//case//54 omläggningen//NN|UTR|SIN|DEF|NOM//obl//55 uppbär//VB|PRS|AKT//acl:relcl//51 ålderspension//NN|UTR|SIN|IND|NOM//obj//55 enligt//PP//case//58 AFL//PM|NOM//nmod//56 skall//VB|PRS|AKT//aux//60 få//VB|INF|AKT//ccomp//47 garantipension//NN|UTR|SIN|IND|NOM//obj//60 och//KN//cc//67 i//PP//case//65 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 fall//NN|NEU|PLU|IND|NOM//obl//66 bosättningstillägg//NN|NEU|SIN|IND|NOM//advmod//67 utbetalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//60 till//PP//case//69 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//67 utan//PP//mark//74 att//SN//mark//74 ny//JJ|POS|UTR|SIN|IND|NOM//amod//73 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//74 krävs//VB|PRS|SFO//advcl//67 .//MID//punct//23
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Emellertid//AB//advmod//78 är//VB|PRS|AKT//cop//78 han//PN|UTR|SIN|DEF|SUB//parataxis//23 eller//KN//cc//80 hon//PN|UTR|SIN|DEF|SUB//conj//78 enligt//PP//case//83 vårt//PS|NEU|SIN|DEF//nmod:poss//83 förslag//NN|NEU|SIN|IND|NOM//obl//89 i//PP//case//88 5//RG|NOM//nummod//86 kap.//NN|AN//nmod//87 4//RG|NOM//nummod//88 §//NN|AN//nmod//83 skyldig//JJ|POS|UTR|SIN|IND|NOM//ccomp//23 att//IE//mark//91 lämna//VB|INF|AKT//xcomp//89 uppgifter//NN|UTR|PLU|IND|NOM//obj//91 som//HP|-|-|-//nsubj//94 är//VB|PRS|AKT//acl:relcl//92 av//PP//case//96 betydelse//NN|UTR|SIN|IND|NOM//obl//94 för//PP//case//98 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//96 av//PP//case//101 denna//DT|UTR|SIN|DEF//det//101 lag//NN|UTR|SIN|IND|NOM//nmod//98 och//KN//cc//104 för//PP//case//104 beräkningen//NN|UTR|SIN|DEF|NOM//conj//101 av//PP//case//106 garantipensionen//NN|UTR|SIN|DEF|NOM//nmod//104 eller//KN//cc//108 bosättningstillägget//NN|NEU|SIN|DEF|NOM//conj//106 .//MID//punct//23
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Om//SN//mark//114 dessa//DT|UTR/NEU|PLU|DEF//det//112 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//114 inte//AB//advmod//114 inges//VB|PRS|SFO//advcl//124 till//PP//case//116 försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//114 kan//VB|PRS|AKT//aux//124 en//DT|UTR|SIN|IND//det//121 provisoriskt//AB|POS//amod//121 beräknad//PC|PRF|UTR|SIN|IND|NOM//amod//121 garantipension//NN|UTR|SIN|IND|NOM//nsubj:pass//124 eller//KN//cc//123 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//121 betalas//VB|INF|SFO//conj//23 ut//PL//compound:prt//124 till//PP//case//128 den//DT|UTR|SIN|DEF//det//128 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//obl//124 .//MAD//punct//23
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Beslutet//NN|NEU|SIN|DEF|NOM//nsubj:pass//137 om//PP//case//132 garantipension//NN|UTR|SIN|IND|NOM//nmod//130 eller//KN//cc//134 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//132 skall//VB|PRS|AKT//aux//137 då//AB//advmod//137 fattas//VB|INF|SFO//parataxis//23 på//PP//case//141 grundval//NN|NEU|SIN|IND|NOM//fixed//138 av//PP//fixed//138 de//DT|UTR/NEU|PLU|DEF//det//151 för//PP//case//143 försäkringskassan//NN|UTR|SIN|DEF|NOM//amod//146 eller//KN//cc//145 annan//JJ|POS|UTR|SIN|IND|NOM//conj//143 statlig-//NN|UTR|SIN|IND|NOM//nmod:poss//149 eller//KN//cc//148 kommunal//JJ|POS|UTR|SIN|IND|NOM//conj//146 myndighet//NN|UTR|SIN|IND|NOM//nmod//151 kända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//151 uppgifterna//NN|UTR|PLU|DEF|NOM//obj//137 .//MAD//punct//137
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Har//VB|PRS|AKT//aux//157 garantipensionen//NN|UTR|SIN|DEF|NOM//nsubj//157 eller//KN//cc//156 bosättningstillägget//NN|NEU|SIN|DEF|NOM//conj//154 blivit//VB|SUP|AKT//parataxis//23 för//AB//advmod//159 hög//JJ|POS|UTR|SIN|IND|NOM//xcomp//157 på//PP//mark//167 grund//NN|UTR|SIN|IND|NOM//fixed//160 av//PP//fixed//160 att//SN//mark//167 den//DT|UTR|SIN|DEF//det//165 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//167 inte//AB//advmod//167 kommit//VB|SUP|AKT//advcl//157 in//PL//compound:prt//167 med//PP//case//170 uppgifter//NN|UTR|PLU|IND|NOM//obl//167 ,//MID//punct//190 kan//VB|PRS|AKT//aux//190 han//PN|UTR|SIN|DEF|SUB//nsubj//190 eller//KN//cc//175 hon//PN|UTR|SIN|DEF|SUB//conj//173 med//PP//case//177 stöd//NN|NEU|SIN|IND|NOM//nmod//173 av//PP//case//182 4//RG|NOM//nummod//180 kap.//NN|AN//nmod//181 1//RG|NOM//nummod//182 §//NN|AN//nmod//177 jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//185 med//PP//fixed//183 14//RG|NOM//nummod//186 kap.//NN|AN//obl//188 1//RG|NOM//nummod//188 §//NN|AN//nmod//189 LIP//PM|NOM//nsubj//190 bli//VB|INF|AKT//conj//23 återbetalningsskyldig//JJ|POS|UTR|SIN|IND|NOM//xcomp//190 för//PP//case//196 för//AB//case//196 mycket//AB|POS//advmod//195 erhållen//PC|PRF|UTR|SIN|IND|NOM//amod//196 garantipension//NN|UTR|SIN|IND|NOM//nmod//191 eller//KN//cc//198 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//196 på//PP//case//202 grund//NN|UTR|SIN|IND|NOM//fixed//199 av//PP//fixed//199 underlåtenhet//NN|UTR|SIN|IND|NOM//nmod//198 att//IE//mark//204 fullgöra//VB|INF|AKT//csubj//190 en//DT|UTR|SIN|IND//det//206 uppgiftsskyldighet//NN|UTR|SIN|IND|NOM//obj//204 .//MAD//punct//23
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Om//SN//mark//214 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//214 vid//PP//case//213 det//DT|NEU|SIN|DEF//det//213 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//213 beslutet//NN|NEU|SIN|DEF|NOM//obl//214 visar//VB|PRS|AKT//advcl//232 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//214 att//SN//mark//221 pensionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//221 i//PP//advmod//221 stället//NN|NEU|SIN|DEF|NOM//fixed//218 har//VB|PRS|AKT//aux//221 betalats//VB|SUP|SFO//ccomp//214 ut//PL//compound:prt//221 med//PP//case//227 ett//DT|NEU|SIN|IND//det//227 för//AB//advmod//226 lågt//JJ|POS|NEU|SIN|IND|NOM//amod//227 belopp//NN|NEU|SIN|IND|NOM//obl//221 skall//VB|PRS|AKT//aux//232 den//DT|UTR|SIN|DEF//det//231 återstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//231 delen//NN|UTR|SIN|DEF|NOM//nsubj:pass//232 utges//VB|PRS|SFO//parataxis//23 till//PP//case//235 den//DT|UTR|SIN|DEF//det//235 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//obl//232 .//MAD//punct//23
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Denna//DT|UTR|SIN|DEF//det//1 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 att//SN//mark//12 när//HA//mark//6 den//DT|UTR|SIN|DEF//det//6 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//12 på//PP//case//11 grund//NN|UTR|SIN|IND|NOM//fixed//7 av//PP//fixed//7 underlåten//PC|PRF|UTR|SIN|IND|NOM//amod//11 uppgiftsskyldighet//NN|UTR|SIN|IND|NOM//obl//6 fått//VB|SUP|AKT//ccomp//2 sin//PS|UTR|SIN|DEF//nmod:poss//14 garantipension//NN|UTR|SIN|IND|NOM//obj//12 eller//KN//cc//16 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//14 utbetald//PC|PRF|UTR|SIN|IND|NOM//xcomp//12 efter//PP//case//20 ett//DT|NEU|SIN|IND//det//20 provisoriskt//AB|POS//advmod//17 fattat//PC|PRF|NEU|SIN|IND|NOM//conj//12 beslut//NN|NEU|SIN|IND|NOM//obj//21 ,//MID//punct//27 skall//VB|PRS|AKT//aux//27 försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//27 närmare//AB|KOM//advmod//27 utreda//VB|INF|AKT//conj//12 vilka//HD|UTR/NEU|PLU|IND//det//29 pensionsinkomster//NN|UTR|PLU|IND|NOM//obj//27 som//HP|-|-|-//obj//33 den//DT|UTR|SIN|DEF//det//32 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//33 får//VB|PRS|AKT//acl:relcl//29 .//MAD//punct//27
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;I//PP//case//37 denna//DT|UTR|SIN|DEF//det//37 situation//NN|UTR|SIN|IND|NOM//obl//48 skall//VB|PRS|AKT//aux//48 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//48 i//PP//case//42 12//RG|NOM//nummod//42 kap.//NN|AN//obl//44 1//RG|NOM//nummod//44 §//NN|AN//nmod//45 LIP//PM|NOM//obl//48 angivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//47 utredningsskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 tillämpas//VB|PRS|SFO//parataxis//27 .//MAD//punct//27
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//57 har//VB|PRS|AKT//aux//57 därvid//AB//advmod//51 en//DT|UTR|SIN|IND//det//54 skyldighet//NN|UTR|SIN|IND|NOM//obj//51 att//IE//mark//57 närmare//AB|KOM//advmod//57 undersöka//VB|INF|AKT//parataxis//27 vilka//HD|UTR/NEU|PLU|IND//det//59 pensionsinkomster//NN|UTR|PLU|IND|NOM//obj//57 som//HP|-|-|-//obj//63 den//DT|UTR|SIN|DEF//det//62 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//63 får//VB|PRS|AKT//acl:relcl//59 och//KN//cc//67 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 omständigheter//NN|UTR|PLU|IND|NOM//conj//59 som//HP|-|-|-//nsubj//69 påverkar//VB|PRS|AKT//acl:relcl//67 rätten//NN|UTR|SIN|DEF|NOM//obj//69 till//PP//compound:prt//69 och//KN//cc//73 storleken//NN|UTR|SIN|DEF|NOM//conj//59 av//PP//case//78 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//78 eller//KN//cc//77 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//75 garantipension//NN|UTR|SIN|IND|NOM//nmod//73 eller//KN//cc//80 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//78 .//MAD//punct//73
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Omfattningen//NN|UTR|SIN|DEF|NOM//nsubj//87 av//PP//case//84 utredningsskyldigheten//NN|UTR|SIN|DEF|NOM//nmod//82 är//VB|PRS|AKT//cop//87 den//DT|UTR|SIN|DEF//det//87 samma//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//57 som//HP|-|-|-//nsubj//89 gäller//VB|PRS|AKT//acl:relcl//87 enligt//PP//case//92 12//RG|NOM//nummod//92 kap.//NN|AN//nmod//95 1//RG|NOM//nummod//94 §//NN|AN//nmod//95 LIP//PM|NOM//obl//89 .//MID//punct//57
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Denna//DT|UTR|SIN|DEF//det//98 utredningsskyldighet//NN|UTR|SIN|IND|NOM//nsubj//99 innebär//VB|PRS|AKT//conj//12 bl.a.//AB|AN//advmod//99 att//SN//mark//105 försäkringskassans//NN|UTR|SIN|DEF|GEN//nmod:poss//103 personal//NN|UTR|SIN|IND|NOM//nsubj//105 kan//VB|PRS|AKT//aux//105 behöva//VB|INF|AKT//ccomp//99 göra//VB|INF|AKT//xcomp//105 hembesök//NN|NEU|PLU|IND|NOM//obj//106 hos//PP//case//110 den//DT|UTR|SIN|DEF//det//110 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//obl//106 .//MAD//punct//2
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;I//PP//case//1 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//14 ,//MID//punct//14 om//SN//case//6 ålderspension//NN|UTR|SIN|IND|NOM//nsubj:pass//14 enligt//PP//case//8 AFL//PM|NOM//nmod//6 vid//PP//case//10 utgången//NN|UTR|SIN|DEF|NOM//nmod//8 av//PP//case//13 år//NN|NEU|SIN|IND|NOM//nmod//13 2000//RG|NOM//nmod//10 utbetalas//VB|PRS|SFO//ccomp//2 till//PP//case//16 annan//JJ|POS|UTR|SIN|IND|NOM//obl//14 än//KN//mark//19 den//DT|UTR|SIN|DEF//det//19 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//14 personligen//AB//advmod//19 ,//MID//punct//19 även//AB//advmod//23 garantipensionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 och//KN//cc//25 bosättningstillägget//NN|NEU|SIN|DEF|NOM//conj//23 skall//VB|PRS|AKT//aux//27 utbetalas//VB|INF|SFO//conj//14 till//PP//case//29 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//27 som//HP|-|-|-//nsubj//35 vid//PP//case//32 ikraftträdandet//NN|NEU|SIN|DEF|NOM//obl//35 av//PP//case//34 lagen//NN|UTR|SIN|DEF|NOM//nmod//32 ta//VB|INF|AKT//acl:relcl//29 emot//PL//compound:prt//35 ålderspensionen//NN|UTR|SIN|DEF|NOM//obj//35 för//PP//case//40 den//DT|UTR|SIN|DEF//det//40 pensionsberättigades//JJ|POS|MAS|SIN|DEF|GEN//obl//35 och//KN//cc//46 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//46 eller//KN//cc//44 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//46 familjs//NN|UTR|SIN|IND|GEN//amod//46 nytta//NN|UTR|SIN|IND|NOM//conj//40 .//MAD//punct//2
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//49 utbetalning//NN|UTR|SIN|IND|NOM//nsubj//55 till//PP//case//51 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//49 skall//VB|PRS|AKT//aux//55 också//AB//advmod//55 kunna//VB|INF|AKT//aux//55 ske//VB|INF|AKT//parataxis//2 av//PP//case//59 den//DT|UTR|SIN|DEF//det//59 pensionsberättigades//JJ|POS|MAS|SIN|DEF|GEN//amod//59 tilläggspension//NN|UTR|SIN|IND|NOM//obl//55 .//MAD//punct//55
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 beslut//NN|NEU|PLU|IND|NOM//nsubj//77 om//PP//case//64 utbetalning//NN|UTR|SIN|IND|NOM//nmod//62 av//PP//case//66 garantipension//NN|UTR|SIN|IND|NOM//nmod//64 eller//KN//cc//68 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//66 till//PP//case//70 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//64 än//KN//mark//73 den//DT|UTR|SIN|DEF//det//73 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nmod//64 personligen//AB//advmod//77 kan//VB|PRS|AKT//aux//77 inte//AB//advmod//77 fattas//VB|INF|SFO//advcl//55 med//PP//case//79 stöd//NN|NEU|SIN|IND|NOM//obl//77 av//PP//case//82 denna//DT|UTR|SIN|DEF//det//82 lag//NN|UTR|SIN|IND|NOM//nmod//79 .//MAD//punct//2
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;I//PP//case//1 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//27 en//DT|UTR|SIN|IND//det//5 pensionsberättigad//PC|PRF|UTR|SIN|IND|NOM//nsubj//27 som//HP|-|-|-//nsubj//12 vid//PP//case//8 utgången//NN|UTR|SIN|DEF|NOM//obl//12 av//PP//case//11 år//NN|NEU|SIN|IND|NOM//nmod//11 2000//RG|NOM//nmod//8 får//VB|PRS|AKT//acl:relcl//5 sin//PS|UTR|SIN|DEF//nmod:poss//15 bosättningsbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 folkpension//NN|UTR|SIN|IND|NOM//obj//12 och//KN//cc//19 sitt//PS|NEU|SIN|DEF//nmod:poss//18 pensionstillskott//NN|NEU|SIN|IND|NOM//obl//19 utbetalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//12 till//PP//case//21 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//19 vid//PP//case//23 bosättning//NN|UTR|SIN|IND|NOM//obl//19 utomlands//AB//advmod//19 även//AB//advmod//27 skall//VB|PRS|AKT//aux//27 få//VB|INF|AKT//dep//2 garantipensionen//NN|UTR|SIN|DEF|NOM//obj//27 eller//KN//cc//30 bosättningstillägget//NN|NEU|SIN|DEF|NOM//conj//28 utbetalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//27 till//PP//case//33 utlandet//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//2
16.1 Förslaget till lag om ändring i lagen (1998:702) om garantipension Inledning / 5 kap. Övriga bestämmelser;Någon//DT|UTR|SIN|IND//det//36 prövning//NN|UTR|SIN|IND|NOM//nmod//38 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 den//PN|UTR|SIN|DEF|SUB/OBJ//parataxis//2 som//HP|-|-|-//nsubj:pass//40 anges//VB|PRS|SFO//acl:relcl//38 i//PP//case//43 5//RG|NOM//nummod//43 kap.//NN|AN//obl//40 3//RG|NOM//nummod//45 §//NN|AN//obl//40 skall//VB|PRS|AKT//aux//49 alltså//AB//advmod//49 inte//AB//advmod//49 ske//VB|INF|AKT//conj//2 .//MAD//punct//51
